|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1394.12        500.000                 NaN   98.4767                 NaN            NaN  0.642714       0.479172       0.401439                 NaN            NaN            NaN
  1392.81        500.000                 NaN   98.4953                 NaN            NaN  0.473660       0.634921       0.396105                 NaN            NaN            NaN
  1391.50        500.000                 NaN   98.5158                 NaN            NaN  0.466885       0.626744       0.390528                 NaN            NaN            NaN
  1390.19        500.000                 NaN   98.5337                 NaN            NaN  0.619547       0.461380       0.385421                 NaN            NaN            NaN
  1388.88        500.000                 NaN   98.5532                 NaN            NaN  0.454927       0.611462       0.380429                 NaN            NaN            NaN
  1387.57        500.000                 NaN   98.5720                 NaN            NaN  0.449027       0.604040       0.374937                 NaN            NaN            NaN
  1386.27        500.000                 NaN   98.5836                 NaN            NaN  0.444828       0.599387       0.372225                 NaN            NaN            NaN
  1384.96        500.000                 NaN   98.6100                 NaN            NaN  0.436872       0.588760       0.364365                 NaN            NaN            NaN
  1383.65        500.000                 NaN   98.6213                 NaN            NaN  0.432982       0.584600       0.361120                 NaN            NaN            NaN
  1382.34        500.000                 NaN   98.6379                 NaN            NaN  0.427774       0.577878       0.356449                 NaN            NaN            NaN
  1381.03        500.000                 NaN   98.6534                 NaN            NaN  0.571500       0.423006       0.352085                 NaN            NaN            NaN
  1379.72        500.000                 NaN   98.6695                 NaN            NaN  0.565441       0.417318       0.347747                 NaN            NaN            NaN
  1378.41        500.000                 NaN   98.6851                 NaN            NaN  0.412832       0.558731       0.343347                 NaN            NaN            NaN
  1377.10        500.000                 NaN   98.6992                 NaN            NaN  0.407856       0.553706       0.339275                 NaN            NaN            NaN
  1375.79        500.000                 NaN   98.7139                 NaN            NaN  0.547673       0.403224       0.335216                 NaN            NaN            NaN
  1374.48        500.000                 NaN   98.7279                 NaN            NaN  0.398545       0.542256       0.331316                 NaN            NaN            NaN
  1373.17        500.000                 NaN   98.7407                 NaN            NaN  0.537134       0.394397       0.327744                 NaN            NaN            NaN
  1371.86        500.000                 NaN   98.7544                 NaN            NaN  0.532290       0.389472       0.323842                 NaN            NaN            NaN
  1370.55        500.000                 NaN   98.7689                 NaN            NaN  0.526344       0.385071       0.319713                 NaN            NaN            NaN
  1369.24        500.000                 NaN   98.7810                 NaN            NaN  0.521758       0.380979       0.316263                 NaN            NaN            NaN
  1367.93        500.000                 NaN   98.7933                 NaN            NaN  0.377020       0.516856       0.312788                 NaN            NaN            NaN
  1366.62        500.000                 NaN   98.8059                 NaN            NaN  0.512205       0.372670       0.309265                 NaN            NaN            NaN
  1365.32        500.000                 NaN   98.8166                 NaN            NaN  0.369155       0.508067       0.306160                 NaN            NaN            NaN
  1364.01        500.000                 NaN   98.8293                 NaN            NaN  0.503557       0.364577       0.302545                 NaN            NaN            NaN
  1362.70        500.000                 NaN   98.8408                 NaN            NaN  0.361038       0.498850       0.299345                 NaN            NaN            NaN
  1361.39        500.000                 NaN   98.8520                 NaN            NaN  0.494428       0.357507       0.296046                 NaN            NaN            NaN
  1360.08        500.000                 NaN   98.8640                 NaN            NaN  0.353141       0.490111       0.292711                 NaN            NaN            NaN
  1358.77        500.000                 NaN   98.8742                 NaN            NaN  0.349712       0.486388       0.289707                 NaN            NaN            NaN
  1357.46        500.000                 NaN   98.8844                 NaN            NaN  0.345873       0.482828       0.286931                 NaN            NaN            NaN
  1356.15        500.000                 NaN   98.8934                 NaN            NaN  0.342651       0.479686       0.284281                 NaN            NaN            NaN
  1354.84        500.000                 NaN   98.9057                 NaN            NaN  0.474860       0.338748       0.280715                 NaN            NaN            NaN
  1353.53        500.000                 NaN   98.9143                 NaN            NaN  0.471890       0.335541       0.278284                 NaN            NaN            NaN
  1352.22        500.000                 NaN   98.9236       0.144641E-005            NaN  0.468432       0.332405       0.275573                 NaN            NaN            NaN
  1350.91        500.000                 NaN   98.9329                 NaN            NaN  0.329053       0.465180       0.272823                 NaN            NaN            NaN
  1349.60        500.000                 NaN   98.9417                 NaN            NaN  0.462099       0.325878       0.270330                 NaN            NaN            NaN
  1348.29        500.000                 NaN   98.9442                 NaN            NaN  0.325027       0.461491       0.269259                 NaN            NaN            NaN
  1346.98        500.000                 NaN   98.9639                 NaN            NaN  0.318723       0.453573       0.263834                 NaN            NaN            NaN
  1345.67        500.000                 NaN   98.9689                 NaN            NaN  0.452734       0.315952       0.262440                 NaN            NaN            NaN
  1344.37        500.000                 NaN   98.9773                 NaN            NaN  0.313366       0.449273       0.260033                 NaN            NaN            NaN
  1343.06        500.000                 NaN   98.9834                 NaN            NaN  0.311192       0.447247       0.258150                 NaN            NaN            NaN
  1341.75        500.000                 NaN   98.9937                 NaN            NaN  0.443918       0.307277       0.255129                 NaN            NaN            NaN
  1340.44        500.000                 NaN   99.0008                 NaN            NaN  0.304862       0.441262       0.253118                 NaN            NaN            NaN
  1339.13        500.000                 NaN   99.0108       0.105471                 NaN  0.277458       0.341602       0.264673                 NaN            NaN            NaN
  1337.82        500.000                 NaN   99.0225       0.200690                 NaN  0.375338       0.127342       0.274122                 NaN            NaN            NaN
  1336.51        500.000                 NaN   99.0310       0.200456                 NaN  0.124024       0.372789       0.271690                 NaN            NaN            NaN
  1335.20        500.000                 NaN   99.0393       0.200233                 NaN  0.120407       0.370875       0.269231                 NaN            NaN            NaN
  1333.89        500.000                 NaN   99.0472       0.200199                 NaN  0.368871       0.116761       0.266941                 NaN            NaN            NaN
  1332.58        500.000                 NaN   99.0566       0.199945                 NaN  0.113634       0.365657       0.264186                 NaN            NaN            NaN
  1331.27        500.000                 NaN   99.0647       0.197216                 NaN  0.113040       0.363876       0.261201                 NaN            NaN            NaN
  1329.96        500.000                 NaN   99.0715       0.198020                 NaN  0.361663       0.109337       0.259501                 NaN            NaN            NaN
  1328.65        500.000                 NaN   99.0797       0.196513                 NaN  0.359130       0.108036       0.256655                 NaN            NaN            NaN
  1327.34        500.000                 NaN   99.0842       0.198721                 NaN  0.101408       0.359877       0.255789                 NaN            NaN            NaN
  1326.03        500.000                 NaN   99.0974       0.192616                 NaN  0.106534       0.352283       0.251126                 NaN            NaN            NaN
  1324.72        500.000                 NaN   99.1016       0.193430                 NaN  0.102382       0.352748       0.249832                 NaN            NaN            NaN
  1323.42        500.000                 NaN   99.1085       0.193891                 NaN  0.351208       0.984379E-001  0.247960                 NaN            NaN            NaN
  1322.11        500.000                 NaN   99.1153       0.190624                 NaN  0.348844       0.999521E-001  0.245266                 NaN            NaN            NaN
  1320.80        500.000                 NaN   99.1245       0.190319                 NaN  0.345075       0.971403E-001  0.242990                 NaN            NaN            NaN
  1319.49        500.000                 NaN   99.1310       0.188386                 NaN  0.343436       0.966436E-001  0.240498                 NaN            NaN            NaN
  1318.18        500.000                 NaN   99.1368       0.187415                 NaN  0.341387       0.956281E-001  0.238742                 NaN            NaN            NaN
  1316.87        500.000                 NaN   99.1308       0.191541                 NaN  0.901754E-001  0.346300       0.241159                 NaN            NaN            NaN
  1315.56        500.000                 NaN   99.1613       0.178688                 NaN  0.332366       0.975943E-001  0.230087                 NaN            NaN            NaN
  1314.25        500.000                 NaN   99.1561       0.182394                 NaN  0.334074       0.949955E-001  0.232409                 NaN            NaN            NaN
  1312.94        500.000                 NaN   99.1622       0.180552                 NaN  0.945988E-001  0.332308       0.230376                 NaN            NaN            NaN
  1311.63        500.000                 NaN   99.1683       0.179048                 NaN  0.329676       0.945624E-001  0.228428                 NaN            NaN            NaN
  1310.32        500.000                 NaN   99.1747       0.176720                 NaN  0.327087       0.952358E-001  0.226240                 NaN            NaN            NaN
  1309.01        500.000                 NaN   99.1805       0.175035                 NaN  0.325754       0.943953E-001  0.224329                 NaN            NaN            NaN
  1307.70        500.000                 NaN   99.1858       0.172575                 NaN  0.323143       0.961373E-001  0.222384                 NaN            NaN            NaN
  1306.39        500.000                 NaN   99.1917       0.170711                 NaN  0.320448       0.965976E-001  0.220495                 NaN            NaN            NaN
  1305.08        500.000                 NaN   99.1979       0.168263                 NaN  0.318212       0.972669E-001  0.218389                 NaN            NaN            NaN
  1303.77        500.000                 NaN   99.2028       0.166169                 NaN  0.983637E-001  0.315952       0.216699                 NaN            NaN            NaN
  1302.47        500.000       0.858863E-002   99.1982       0.158106                 NaN  0.100429       0.318224       0.216410                 NaN            NaN            NaN
  1301.16        500.000       0.882844E-001   99.0916       0.949977E-001            NaN  0.149301       0.342553       0.233299                 NaN            NaN            NaN
  1299.85        500.000       0.948071E-001   99.1258       0.108372                 NaN  0.385851       0.595742E-001  0.225608                 NaN            NaN            NaN
  1298.54        500.000       0.950779E-001   99.1143       0.957605E-001            NaN  0.365145       0.102727       0.227020                 NaN            NaN            NaN
  1297.23        500.000       0.965609E-001   99.1188       0.924285E-001            NaN  0.101616       0.365249       0.225315                 NaN            NaN            NaN
  1295.92        500.000       0.973415E-001   99.1253       0.895725E-001            NaN  0.100429       0.364111       0.223266                 NaN            NaN            NaN
  1294.61        500.000       0.971110E-001   99.1328       0.870060E-001            NaN  0.361052       0.100854       0.221136                 NaN            NaN            NaN
  1293.30        500.000       0.972668E-001   99.1400       0.846983E-001            NaN  0.995960E-001  0.359470       0.219013                 NaN            NaN            NaN
  1291.99        500.000       0.968315E-001   99.1473       0.821954E-001            NaN  0.100325       0.356338       0.216961                 NaN            NaN            NaN
  1290.68        500.000       0.303703E-001   99.1728       0.161786                 NaN  0.376205                 NaN  0.217429       0.414242E-001            NaN            NaN
  1289.37        500.000       0.153991E-001   99.1822       0.168267                 NaN  0.368413                 NaN  0.215829       0.498680E-001            NaN            NaN
  1288.06        500.000       0.133929E-001   99.1905       0.167065                 NaN  0.366183                 NaN  0.213008       0.498319E-001            NaN            NaN
  1286.75        500.000       0.143955E-001   99.1997       0.164707                 NaN  0.361875                 NaN  0.210814       0.485081E-001            NaN            NaN
  1285.44        500.000       0.123704E-001   99.2086       0.163941                 NaN  0.357820                 NaN  0.208543       0.487418E-001            NaN            NaN
  1284.13        500.000       0.221700E-001   99.2143       0.156284                 NaN  0.358281                 NaN  0.206396       0.425599E-001            NaN            NaN
  1282.82        500.000       0.454883E-002   99.2274       0.164189                 NaN  0.349012                 NaN  0.203687       0.511685E-001            NaN            NaN
  1281.52        500.000       0.929370E-002   99.2347       0.159592                 NaN  0.346943                 NaN  0.201613       0.478390E-001            NaN            NaN
  1280.21        500.000       0.838915E-002   99.2430       0.158236                 NaN  0.343470                 NaN  0.199405       0.474797E-001            NaN            NaN
  1278.90        500.000       0.838287E-002   99.2512       0.156385                 NaN  0.340124                 NaN  0.197193       0.467012E-001            NaN            NaN
  1277.59        500.000       0.677912E-002   99.2593       0.155157                 NaN  0.336952                 NaN  0.195046       0.467321E-001            NaN            NaN
  1276.28        500.000       0.468674E-002   99.2677       0.154429                 NaN  0.333256                 NaN  0.192842       0.470599E-001            NaN            NaN
  1274.97        500.000       0.274352E-001   99.2718       0.139258                 NaN  0.336375                 NaN  0.191056       0.340858E-001            NaN            NaN
  1273.66        500.000                 NaN   99.2857       0.151694                 NaN  0.326782                 NaN  0.187954       0.478471E-001            NaN            NaN
  1272.35        500.000                 NaN   92.3413       0.711777                 NaN   1.60966                 NaN  0.981006       0.314457        4.04182                 NaN
  1271.04        500.000                 NaN   87.9845        1.02254                 NaN  0.440565E-001   2.42052        1.47384       0.472827        6.58174                 NaN
  1269.73        500.000       0.523290        88.7937                 NaN            NaN   1.68109        1.57825        1.35127       0.105309        5.96712                 NaN
  1268.42        500.000       0.478259        89.8800                 NaN            NaN   1.52682        1.43344        1.22802       0.901598E-001   5.36330                 NaN
  1267.11        500.000       0.412311        90.8210                 NaN            NaN   1.37714        1.33335        1.12008       0.915363E-001   4.84456                 NaN
  1265.80        500.000       0.358209        91.6020                 NaN            NaN   1.25216        1.24969        1.03008       0.923598E-001   4.41554                 NaN
  1264.49        500.000       0.312735        92.2598                 NaN            NaN   1.14489        1.18045       0.954031       0.929187E-001   4.05518                 NaN
  1263.18        500.000       0.274804        92.8187                 NaN            NaN   1.12054        1.05438       0.889114       0.929818E-001   3.74951                 NaN
  1261.87        500.000       0.241922        93.2993                 NaN            NaN  0.975281        1.07039       0.833089       0.930110E-001   3.48700                 NaN
  1260.57        500.000                 NaN   93.7751       0.347816                 NaN   1.12206       0.480617       0.787583       0.217575        3.26921                 NaN
  1259.26        500.000                 NaN   94.1367       0.363117                 NaN   1.09942       0.376388       0.745801       0.205464        3.07311                 NaN
  1257.95        500.000                 NaN   94.4637       0.345030                 NaN  0.352407        1.04534       0.706422       0.193005        2.89411                 NaN
  1256.64        500.000                 NaN   94.7577       0.328900                 NaN  0.996486       0.330372       0.670775       0.181774        2.73395                 NaN
  1255.33        500.000                 NaN   95.0240       0.315398                 NaN  0.954034       0.306921       0.638403       0.171689        2.58952                 NaN
  1254.02        500.000                 NaN   95.2653       0.303535                 NaN  0.915248       0.284997       0.608906       0.162597        2.45937                 NaN
  1252.71        500.000                 NaN   95.4896       0.290577                 NaN  0.872464       0.272397       0.581295       0.154009        2.33970                 NaN
  1251.40        500.000                 NaN   95.6858       0.284458                 NaN  0.854202       0.238220       0.556872       0.146850        2.23364                 NaN
  1250.09        500.000                 NaN   95.8688       0.267855                 NaN  0.808105       0.246266       0.534119       0.139315        2.13551                 NaN
  1248.78        500.000                 NaN   96.0480       0.268468                 NaN  0.794651       0.201797       0.511597       0.133231        2.04222                 NaN
  1247.47        500.000                 NaN   96.2014       0.274708                 NaN  0.157427       0.782708       0.493063       0.128057        1.96264                 NaN
  1246.16        500.000                 NaN   96.3641       0.232105                 NaN  0.219846       0.718338       0.470813       0.120334        1.87445                 NaN
  1244.85        500.000                 NaN   96.4949       0.244777                 NaN  0.164238       0.717367       0.454840       0.116172        1.80774                 NaN
  1243.54        500.000                 NaN   96.6242       0.236181                 NaN  0.692549       0.157554       0.438153       0.111126        1.74019                 NaN
  1242.23        500.000                 NaN   96.7450       0.228555                 NaN  0.669338       0.150706       0.422567       0.106396        1.67747                 NaN
  1240.92        500.000                 NaN   96.8610       0.221937                 NaN  0.141118       0.648947       0.407225       0.101878        1.61788                 NaN
  1239.62        500.000                 NaN   96.9672       0.215119                 NaN  0.627686       0.136132       0.393296       0.977141E-001   1.56281                 NaN
  1238.31        500.000                 NaN   97.0695       0.207844                 NaN  0.132189       0.606661       0.379818       0.936119E-001   1.51041                 NaN
  1237.00        500.000                 NaN   97.1654       0.200720                 NaN  0.586300       0.129650       0.367052       0.897443E-001   1.46115                 NaN
  1235.69        500.000                 NaN   96.9155                 NaN            NaN  0.934575       0.227243E-001  0.409240       0.879533E-001   1.62996                 NaN
  1234.38        500.000                 NaN   96.5467       0.387285                 NaN  0.647379                 NaN  0.460589       0.115680        1.84240                 NaN
  1233.07        500.000                 NaN   97.9153                 NaN            NaN  0.377959       0.394238       0.253673       0.533287E-001   1.00545                 NaN
  1231.76        500.000                 NaN   97.6931       0.215323                 NaN  0.541536                 NaN  0.292522       0.733586E-001   1.18416                 NaN
  1230.45        500.000                 NaN   97.2781       0.232952                 NaN  0.599776       0.375842E-004  0.351462       0.815489E-001   1.45612                 NaN
  1229.14        500.000                 NaN   97.1144       0.247638                 NaN  0.624678                 NaN  0.375047       0.871783E-001   1.55111                 NaN
  1227.83        500.000                 NaN   98.8704       0.122768                 NaN  0.341502                 NaN  0.134373       0.425754E-001  0.488404                 NaN
  1226.52        500.000                 NaN   95.7159       0.373092                 NaN   1.00859                 NaN  0.545222       0.126696        2.23050                 NaN
  1225.21        500.000                 NaN   98.4990       0.123098                 NaN  0.348213                 NaN  0.192286       0.414301E-001  0.795990                 NaN
  1223.90        500.000                 NaN   98.2647       0.145974                 NaN  0.395610                 NaN  0.222359       0.472417E-001  0.924134                 NaN
  1222.59        500.000                 NaN   97.7989       0.244667                 NaN  0.489951                 NaN  0.277427       0.744073E-001   1.11466                 NaN
  1221.28        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1219.97        500.000                 NaN  100.0000                 NaN            NaN  0.437711E-005  0.407906E-005  0.296843E-005            NaN  0.120425E-004            NaN
  1218.67        500.000                 NaN   96.6071       0.276061                 NaN  0.834861                 NaN  0.417335       0.970500E-001   1.76756                 NaN
