|6.6.6
Archiving\03_Data\frac/QFM_m4.5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.26170       0.294756E-001   6.15454                 NaN   8.56052                 NaN   1.05046        43.2008        31.7425     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.30248       0.284552E-001   6.11964                 NaN   8.56558                 NaN   1.04860        43.1919        31.7433     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.34825       0.204833E-001   6.08676                 NaN   8.57181                 NaN   1.04653        43.1820        31.7441     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.39347        6.06712       0.547496E-005            NaN   8.57814                 NaN   1.04427        43.1720        31.7450     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.42775        6.03775       0.370834E-005            NaN   8.58402                 NaN   1.04222        43.1624        31.7458     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.45987        6.00971       0.101736E-002            NaN   8.59000                 NaN   1.04012        43.1526        31.7467     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.660874E-003   9.50822        5.96611                 NaN   8.59451                 NaN   1.03848        43.1445        31.7475     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.54051        5.93955       0.419337E-003            NaN   8.60056                 NaN   1.03630        43.1342        31.7485     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.58977        5.89583       0.468504E-003            NaN   8.60702                 NaN   1.03397        43.1235        31.7494     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.62035        5.87046       0.182944E-003            NaN   8.61162                 NaN   1.03207        43.1150        31.7503     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.63341        5.86318       0.141136E-003            NaN   8.61879                 NaN   1.02967        43.1035        31.7513     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.68411        5.81774                 NaN            NaN   8.62448                 NaN   1.02760        43.0939        31.7522     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.71014        5.79743                 NaN            NaN   8.62969                 NaN   1.02567        43.0837        31.7534     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75236        5.75995                 NaN            NaN   8.63537                 NaN   1.02343        43.0748        31.7541     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75126        5.76669                 NaN            NaN   8.64082                 NaN   1.02136        43.0647        31.7552     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75402        5.76938                 NaN            NaN   8.64596                 NaN   1.01924        43.0553        31.7561     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.63282        7.04394       0.117373E-005            NaN   8.76318                 NaN  0.960967        42.8120        31.7871     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.76476        5.78520                 NaN            NaN   8.66614                 NaN   1.00956        43.0136        31.7607     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.78474        5.77096       0.120166E-005            NaN   8.67186                 NaN   1.00731        43.0034        31.7618     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3292        5.29352       0.424060E-005            NaN   8.60359                 NaN   1.01093        42.9862        31.7765     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89938        5.65218                 NaN            NaN   8.67473                 NaN   1.00801        43.0045        31.7612     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.78514        5.78033                 NaN            NaN   8.67944                 NaN   1.00190        42.9944        31.7588     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93483        5.62907                 NaN            NaN   8.68746                 NaN   1.00318        42.9820        31.7635     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77858        5.80132                 NaN            NaN   8.68864                 NaN  0.998716        42.9708        31.7620     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.74358        5.84285                 NaN            NaN   8.70290                 NaN  0.992148        42.9562        31.7623     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.86974        5.72893                 NaN            NaN   8.70946                 NaN  0.988850        42.9368        31.7662     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.89859        5.70544                 NaN            NaN   8.71567                 NaN  0.986486        42.9265        31.7673     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.91472        5.68991                 NaN            NaN   8.72050                 NaN  0.985009        42.9225        31.7674     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93312        5.67559                 NaN            NaN   8.72619                 NaN  0.983057        42.9136        31.7684     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93889        5.67259                 NaN            NaN   8.72866                 NaN  0.982874        42.9079        31.7691     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0906        5.52390                 NaN            NaN   8.73414                 NaN  0.983620        42.8949        31.7728     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1086        5.51202                 NaN            NaN   8.73969                 NaN  0.981288        42.8845        31.7739     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.90357        5.74893                 NaN            NaN   8.74882                 NaN  0.974772        42.8439        31.7800     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1729        5.46446                 NaN            NaN   8.75263                 NaN  0.974096        42.8597        31.7762     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1985        5.44678                 NaN            NaN   8.75924                 NaN  0.971902        42.8452        31.7784     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0482       0.162019E-001   5.57760       0.128047E-005   8.75609                 NaN  0.973133        42.8518        31.7770     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1908       0.241889E-002   5.46516                 NaN   8.76997                 NaN  0.967156        42.8236        31.7809     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0810       0.215515E-002   5.57133                 NaN   8.76971                 NaN  0.968625        42.8268        31.7804     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2019        5.46845                 NaN            NaN   8.78108                 NaN  0.962568        42.8028        31.7832     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2062        5.47107                 NaN            NaN   8.78699                 NaN  0.959742        42.7915        31.7845     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2117        5.47192                 NaN            NaN   8.79253                 NaN  0.957471        42.7806        31.7857     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2116        5.47945                 NaN            NaN   8.79854                 NaN  0.954738        42.7686        31.7871     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2003        5.49667                 NaN            NaN   8.80337                 NaN  0.952636        42.7587        31.7884     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.13595        11.4022       0.123628E-004            NaN   8.72777                 NaN  0.992119        42.9858        31.7562     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1871        5.52321                 NaN            NaN   8.81465                 NaN  0.947681        42.7365        31.7909     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14939        11.3979       0.395231E-005            NaN   8.73823                 NaN  0.987604        42.9694        31.7575     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.15343        11.3984       0.221021E-005            NaN   8.74480                 NaN  0.985254        42.9597        31.7584     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2010        5.52960                 NaN            NaN   8.83104                 NaN  0.940250        42.7032        31.7949     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1977        5.54023                 NaN            NaN   8.83671                 NaN  0.937751        42.6912        31.7964     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1943        5.55024                 NaN            NaN   8.84208                 NaN  0.935234        42.6805        31.7977     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1925        5.55908                 NaN            NaN   8.84766                 NaN  0.932709        42.6689        31.7991     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1908        5.56711                 NaN            NaN   8.85309                 NaN  0.930349        42.6584        31.8003     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.49309        6.34129                 NaN            NaN   8.86252                 NaN  0.918198        42.5735        31.8114     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1003        5.66165                 NaN            NaN   8.85238                 NaN  0.931841        42.6516        31.8022     
