|6.6.6
Archiving\03_Data\frac/QFM_m4.5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1889.72        2500.00        99.0122       0.964155       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.0122       0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.0122       0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.0122       0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.0122       0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.0122       0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.0122       0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.0122       0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.0122       0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.0122       0.964152       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.0122       0.964152       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.0122       0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.0122       0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.0122       0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.0122       0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.0122       0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.0122       0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.0122       0.964149       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.0122       0.964149       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0122       0.964149       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.0122       0.964148       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.0122       0.964148       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.0122       0.964148       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0122       0.964147       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.0122       0.964147       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.0122       0.964147       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.0122       0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.0122       0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.0122       0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.0122       0.964145       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.0122       0.964145       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0122       0.964145       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.0122       0.964144       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.0122       0.964144       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.0122       0.964144       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.0122       0.964143       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.0122       0.964143       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.0122       0.964142       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.0122       0.964142       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.0122       0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.0122       0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.0122       0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.0122       0.964140       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0122       0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.0122       0.964139       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.0122       0.964139       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.0122       0.964139       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.0122       0.964138       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.0122       0.964138       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.0122       0.964137       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.0122       0.964137       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.0122       0.964136       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0122       0.964136       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.0122       0.964136       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.0122       0.964135       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.0122       0.964135       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.0122       0.964134       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.0122       0.964134       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.0122       0.964133       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0122       0.964133       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0122       0.964132       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.0122       0.964132       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.0122       0.964131       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0122       0.964131       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0122       0.964130       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.0122       0.964130       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.0122       0.964129       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.0122       0.964129       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0122       0.964128       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.0122       0.964128       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.0122       0.964127       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0122       0.964127       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.0122       0.964126       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.0122       0.964126       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.0122       0.964125       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.0122       0.964125       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.0059       0.964124       0.236643E-001  0.635907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        98.9977       0.964185       0.236657E-001  0.144142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        98.9980       0.964323       0.236691E-001  0.139955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.9979       0.964457       0.236724E-001  0.139917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.9978       0.964592       0.236757E-001  0.139065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        98.9978       0.964725       0.236790E-001  0.137864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        98.9976       0.964858       0.236823E-001  0.138704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        98.9979       0.964991       0.236855E-001  0.134187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.9977       0.965120       0.236887E-001  0.134638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.9977       0.965249       0.236919E-001  0.133565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        98.9977       0.965377       0.236950E-001  0.132600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.9976       0.965505       0.236981E-001  0.131593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.9976       0.965631       0.237012E-001  0.130498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.9976       0.965757       0.237043E-001  0.129603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.9976       0.965881       0.237074E-001  0.128323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.9975       0.966004       0.237104E-001  0.127360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.0049       0.966127       0.237134E-001  0.522088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.4808       0.966176       0.227573E-001  0.206445E-001  0.509577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.7338                 NaN            NaN  0.129400E-001  0.253285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3116                 NaN            NaN  0.134311E-001  0.675018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3091                 NaN            NaN  0.134508E-001  0.677429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3136                 NaN            NaN  0.133497E-001  0.673096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3100                 NaN            NaN  0.133983E-001  0.676646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3137                 NaN            NaN  0.133294E-001  0.672968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3155                 NaN            NaN  0.132684E-001  0.671197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3151                 NaN            NaN  0.132658E-001  0.671651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3149                 NaN            NaN  0.132716E-001  0.671787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3155                 NaN            NaN  0.132367E-001  0.671218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3175                 NaN            NaN  0.131790E-001  0.669281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2800                 NaN            NaN  0.139107E-001  0.706109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.6574                 NaN            NaN  0.623798E-002  0.322716       0.136046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.1888                 NaN            NaN  0.152773E-002  0.543294        1.26633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4098                 NaN            NaN            NaN  0.197725        1.39250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3831                 NaN            NaN            NaN  0.200561        1.41632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5182                 NaN            NaN            NaN  0.182878        1.29891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4860                 NaN            NaN            NaN  0.184842        1.32915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5114                 NaN            NaN            NaN  0.181259        1.30737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5345                 NaN            NaN            NaN  0.177961        1.28759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5561                 NaN            NaN            NaN  0.173846        1.27009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5788                 NaN            NaN            NaN  0.170407        1.25078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6000                 NaN            NaN            NaN  0.166883        1.23312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6211                 NaN            NaN            NaN  0.162993        1.21593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6357                 NaN            NaN            NaN  0.157691        1.20662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6653                 NaN            NaN            NaN  0.157709        1.17702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6784                 NaN            NaN            NaN  0.152418        1.16917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6996                 NaN            NaN            NaN  0.152196        1.14825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7196                 NaN            NaN            NaN  0.146205        1.13418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7357                 NaN            NaN            NaN  0.144120        1.12017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7524                 NaN            NaN            NaN  0.140196        1.10736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7696                 NaN            NaN            NaN  0.136774        1.09362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7848                 NaN            NaN            NaN  0.134986        1.08019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7997                 NaN            NaN            NaN  0.130956        1.06939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8193                 NaN            NaN            NaN  0.131847        1.04884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8340                 NaN            NaN            NaN  0.125851        1.04015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8464                 NaN            NaN            NaN  0.121962        1.03166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
