|6.6.6
Archiving\03_Data\frac/QFM_m4.5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.82070       0.219909E-001   4.66000                 NaN   8.41464                 NaN  0.601949        46.0293        33.4515     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85124       0.212285E-001   4.63437                 NaN   8.41959                 NaN  0.600857        46.0187        33.4540     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.88552       0.152805E-001   4.61021                 NaN   8.42570                 NaN  0.599653        46.0072        33.4564     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.91937        4.59610       0.409493E-005            NaN   8.43189                 NaN  0.598337        45.9954        33.4589     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.94511        4.57457       0.277336E-005            NaN   8.43764                 NaN  0.597140        45.9842        33.4613     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.96925        4.55405       0.761032E-003            NaN   8.44350                 NaN  0.595915        45.9727        33.4639     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.494455E-003   7.00548        4.52185                 NaN   8.44791                 NaN  0.594960        45.9630        33.4663     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.02968        4.50250       0.313795E-003            NaN   8.45384                 NaN  0.593689        45.9510        33.4690     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.06679        4.47023       0.350639E-003            NaN   8.46017                 NaN  0.592330        45.9386        33.4715     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.08967        4.45174       0.136941E-003            NaN   8.46467                 NaN  0.591222        45.9285        33.4741     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.09962        4.44681       0.106147E-003            NaN   8.47170                 NaN  0.589826        45.9152        33.4767     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.13769        4.41326                 NaN            NaN   8.47727                 NaN  0.588620        45.9039        33.4792     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.15727        4.39859                 NaN            NaN   8.48238                 NaN  0.587496        45.8922        33.4821     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.18886        4.37102                 NaN            NaN   8.48794                 NaN  0.586194        45.8816        33.4844     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.18809        4.37668                 NaN            NaN   8.49328                 NaN  0.584987        45.8698        33.4871     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.19014        4.37930                 NaN            NaN   8.49831                 NaN  0.583752        45.8587        33.4898     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36528        5.33467       0.880372E-006            NaN   8.61478                 NaN  0.550442        45.6059        33.5289     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.19911        4.39357                 NaN            NaN   8.51820                 NaN  0.578178        45.8128        33.4981     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21413        4.38353       0.899755E-006            NaN   8.52381                 NaN  0.576868        45.8009        33.5008     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.63458        4.01875       0.318183E-005            NaN   8.45778                 NaN  0.578996        45.7875        33.5223     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.29943        4.29437                 NaN            NaN   8.52649                 NaN  0.577223        45.7995        33.5030     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21517        4.38973                 NaN            NaN   8.53116                 NaN  0.573710        45.7879        33.5023     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.32622        4.27831                 NaN            NaN   8.53897                 NaN  0.574419        45.7735        33.5086     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21080        4.40698                 NaN            NaN   8.54023                 NaN  0.571852        45.7611        33.5090     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.18573        4.43732                 NaN            NaN   8.55414                 NaN  0.568067        45.7441        33.5107     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27900        4.35308                 NaN            NaN   8.56078                 NaN  0.566173        45.7238        33.5171     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30069        4.33581                 NaN            NaN   8.56688                 NaN  0.564802        45.7119        33.5200     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31258        4.32378                 NaN            NaN   8.57159                 NaN  0.563936        45.7066        33.5216     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.32647        4.31300                 NaN            NaN   8.57719                 NaN  0.562801        45.6962        33.5243     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.33090        4.31096                 NaN            NaN   8.57961                 NaN  0.562678        45.6892        33.5266     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.44231        4.20679                 NaN            NaN   8.58467                 NaN  0.563066        45.6722        33.5309     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.45581        4.19852                 NaN            NaN   8.59012                 NaN  0.561712        45.6601        33.5337     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30484        4.37581                 NaN            NaN   8.59951                 NaN  0.557992        45.6184        33.5434     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.50349        4.16514                 NaN            NaN   8.60282                 NaN  0.557559        45.6317        33.5393     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52244        4.15304                 NaN            NaN   8.60934                 NaN  0.556287        45.6155        33.5434     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.41140       0.120603E-001   4.24956       0.966464E-006   8.60611                 NaN  0.556966        45.6209        33.5430     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51668       0.180068E-002   4.16826                 NaN   8.61987                 NaN  0.553535        45.5906        33.5493     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.43567       0.162585E-002   4.24614                 NaN   8.61953                 NaN  0.554353        45.5926        33.5500     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52481        4.17261                 NaN            NaN   8.63073                 NaN  0.550871        45.5662        33.5548     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52807        4.17543                 NaN            NaN   8.63652                 NaN  0.549235        45.5531        33.5577     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53210        4.17703                 NaN            NaN   8.64195                 NaN  0.547917        45.5405        33.5605     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53218        4.18345                 NaN            NaN   8.64785                 NaN  0.546335        45.5266        33.5636     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52340        4.19749                 NaN            NaN   8.65257                 NaN  0.545114        45.5150        33.5664     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.17454        8.40184       0.942605E-005            NaN   8.57701                 NaN  0.567606        45.7498        33.5292     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51334        4.21932                 NaN            NaN   8.66362                 NaN  0.542242        45.4893        33.5722     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.18564        8.39883       0.301476E-005            NaN   8.58720                 NaN  0.564981        45.7300        33.5334     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.18913        8.39930       0.168630E-005            NaN   8.59362                 NaN  0.563617        45.7185        33.5359     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52358        4.22699                 NaN            NaN   8.67967                 NaN  0.537937        45.4507        33.5811     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52114        4.23599                 NaN            NaN   8.68524                 NaN  0.536489        45.4369        33.5842     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51836        4.24451                 NaN            NaN   8.69049                 NaN  0.535031        45.4245        33.5871     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51698        4.25218                 NaN            NaN   8.69596                 NaN  0.533569        45.4111        33.5902     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51552        4.25923                 NaN            NaN   8.70127                 NaN  0.532201        45.3988        33.5930     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.00164        4.83905                 NaN            NaN   8.71149                 NaN  0.525291        45.3125        33.6100     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.44837        4.33048                 NaN            NaN   8.70054                 NaN  0.533019        45.3895        33.5981     
