|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1899.75        500.000        99.3770                 NaN            NaN            NaN  0.611171       0.118114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5107                 NaN            NaN            NaN  0.479976       0.928972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4093                 NaN            NaN            NaN  0.580244       0.104460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4940                 NaN            NaN            NaN  0.495522       0.104388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4566                 NaN            NaN            NaN  0.532998       0.103996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4606                 NaN            NaN            NaN  0.529007       0.103622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4629                 NaN            NaN            NaN  0.526766       0.103353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4677                 NaN            NaN            NaN  0.522069       0.102631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.1841       0.215579E-001  0.313642E-005  0.900972E-001  0.691331       0.759624E-002  0.535469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.7315                 NaN            NaN            NaN  0.264042       0.445461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3026                 NaN            NaN            NaN  0.683839       0.135306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4779                 NaN            NaN            NaN  0.511897       0.101714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3340                 NaN            NaN            NaN  0.652980       0.129996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.8513                 NaN            NaN            NaN  0.145814       0.289239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.2712                 NaN            NaN            NaN  0.714536       0.142517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4897                 NaN            NaN            NaN  0.500231       0.100467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3942                 NaN            NaN            NaN  0.593942       0.119056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.6230                 NaN            NaN            NaN  0.369603       0.739834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4671                 NaN            NaN            NaN  0.522420       0.104909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1182                 NaN            NaN            NaN  0.864337       0.174597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.8859                 NaN            NaN            NaN  0.111926       0.219527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5014                 NaN            NaN            NaN  0.488799       0.983187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.5045                 NaN            NaN            NaN  0.485700       0.977475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5051                 NaN            NaN            NaN  0.485143       0.977496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5075                 NaN            NaN            NaN  0.482746       0.971878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5082                 NaN            NaN            NaN  0.482068       0.970561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5085                 NaN            NaN            NaN  0.481767       0.969316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5101                 NaN            NaN            NaN  0.480283       0.966453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5126                 NaN            NaN            NaN  0.477825       0.959235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5111                 NaN            NaN            NaN  0.479243       0.963376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5146                 NaN            NaN            NaN  0.475845       0.953041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5135                 NaN            NaN            NaN  0.476980       0.955674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5132                 NaN            NaN            NaN  0.477216       0.954677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5162                 NaN            NaN            NaN  0.474341       0.945853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5104                 NaN            NaN            NaN  0.479993       0.962198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5198                 NaN            NaN            NaN  0.470827       0.932862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5164                 NaN            NaN            NaN  0.474195       0.940367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5153                 NaN            NaN            NaN  0.475254       0.941934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5160                 NaN            NaN            NaN  0.474586       0.937709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5157                 NaN            NaN            NaN  0.474928       0.934561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3163                 NaN            NaN            NaN  0.670312       0.134241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.7143                 NaN            NaN            NaN  0.280398       0.532017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5144                 NaN            NaN            NaN  0.476268       0.928452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5136                 NaN            NaN            NaN  0.477079       0.927164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5127                 NaN            NaN            NaN  0.478034       0.925234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5124                 NaN            NaN            NaN  0.478347       0.921809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        98.6466                 NaN            NaN            NaN   1.32841       0.250301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.9999                 NaN            NaN            NaN  0.915565E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5416                 NaN            NaN            NaN  0.448774       0.966337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.9579                 NaN            NaN            NaN  0.421052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3926                 NaN            NaN            NaN  0.596398       0.109929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5050                 NaN            NaN            NaN  0.485886       0.912137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5036                 NaN            NaN            NaN  0.487343       0.910038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5013                 NaN            NaN            NaN  0.489634       0.909369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4953                 NaN            NaN            NaN  0.495483       0.917669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.7259                 NaN            NaN            NaN   1.25100       0.231320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.9657                 NaN            NaN            NaN  0.343434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.8301                 NaN            NaN            NaN  0.166612       0.331149E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4704                 NaN            NaN            NaN  0.520238       0.940594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4898                 NaN            NaN            NaN  0.501231       0.900145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2062                 NaN            NaN            NaN  0.779881       0.139648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.8221                 NaN            NaN            NaN  0.174733       0.317750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4302                 NaN            NaN            NaN  0.560039       0.980292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4803                 NaN            NaN            NaN  0.510725       0.894876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4781                 NaN            NaN            NaN  0.512939       0.893970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4771                 NaN            NaN            NaN  0.514029       0.888472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4727                 NaN            NaN            NaN  0.518364       0.889416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4689                 NaN            NaN            NaN  0.522204       0.892894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4684                 NaN            NaN            NaN  0.522786       0.885469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5251                 NaN            NaN            NaN  0.467009       0.788524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3991                 NaN            NaN            NaN  0.591006       0.987058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4596                 NaN            NaN            NaN  0.531609       0.883539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4552                 NaN            NaN            NaN  0.535951       0.883943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4638                 NaN            NaN            NaN  0.527515       0.865281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4379                 NaN            NaN            NaN  0.553122       0.900809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4452                 NaN            NaN            NaN  0.546027       0.882333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4429                 NaN            NaN            NaN  0.548278       0.879898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4424                 NaN            NaN            NaN  0.548826       0.874351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        98.5108       0.257943E-001            NaN            NaN   1.44124       0.222062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3408                 NaN            NaN            NaN  0.648891       0.103054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.8330                 NaN            NaN            NaN  0.164472       0.255141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4022                 NaN            NaN            NaN  0.588758       0.907736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4241                 NaN            NaN            NaN  0.567219       0.871407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4201                 NaN            NaN            NaN  0.571202       0.871786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4163                 NaN            NaN            NaN  0.575015       0.872698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4133                 NaN            NaN            NaN  0.578007       0.871458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4110                 NaN            NaN            NaN  0.580320       0.870140E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4077                 NaN            NaN            NaN  0.583590       0.868846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4168                 NaN            NaN            NaN  0.574689       0.853197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.7538                 NaN            NaN            NaN  0.242615       0.359404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0360                 NaN            NaN            NaN  0.950038       0.139407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4027                 NaN            NaN            NaN  0.588729       0.858735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3944                 NaN            NaN            NaN  0.596933       0.865246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4822                 NaN            NaN            NaN  0.510443       0.737028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1484                 NaN            NaN            NaN  0.839140       0.124218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.5535                 NaN            NaN            NaN  0.440297       0.620373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3741                 NaN            NaN            NaN  0.617065       0.881975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3994                 NaN            NaN            NaN  0.592233       0.839911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3848                 NaN            NaN            NaN  0.606646       0.857862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3808                 NaN            NaN            NaN  0.610608       0.860969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3839                 NaN            NaN            NaN  0.607616       0.853378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3802                 NaN            NaN            NaN  0.611196       0.855536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3790                 NaN            NaN            NaN  0.612475       0.855369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3805                 NaN            NaN            NaN  0.610996       0.850987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3775                 NaN            NaN            NaN  0.613958       0.853166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3789                 NaN            NaN            NaN  0.612569       0.848788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3778                 NaN            NaN            NaN  0.613672       0.848238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3777                 NaN            NaN            NaN  0.613793       0.846973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2628                 NaN            NaN            NaN  0.727583       0.959091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4875                 NaN            NaN            NaN  0.505431       0.707320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3810                 NaN            NaN            NaN  0.610623       0.839919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3799                 NaN            NaN            NaN  0.611719       0.840560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3805                 NaN            NaN            NaN  0.611112       0.839831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.6310                 NaN            NaN            NaN  0.363960       0.499297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.9450                 NaN            NaN            NaN  0.758377       0.865269E-002            NaN  0.287986                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.3761                 NaN            NaN            NaN  0.979590E-001  0.104721E-002            NaN   1.52488                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2213                 NaN            NaN            NaN  0.943255E-001            NaN            NaN   1.68434                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.6074                 NaN            NaN            NaN  0.752700E-001            NaN            NaN   1.31737                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4596                 NaN            NaN            NaN  0.818994E-001            NaN            NaN   1.45849                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4858                 NaN            NaN            NaN  0.815405E-001            NaN            NaN   1.43263                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5206                 NaN            NaN            NaN  0.756840E-001            NaN            NaN   1.40367                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5415                 NaN            NaN            NaN  0.733702E-001            NaN            NaN   1.38512                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5658                 NaN            NaN            NaN  0.686263E-001            NaN            NaN   1.36553                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5967                 NaN            NaN            NaN  0.693996E-001            NaN            NaN   1.33394                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6182                 NaN            NaN            NaN  0.636939E-001            NaN            NaN   1.31812                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8926                 NaN            NaN            NaN  0.527401E-001            NaN            NaN   1.05463                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.9259                 NaN            NaN            NaN  0.741040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        97.1805                 NaN            NaN            NaN  0.481450E-001            NaN            NaN   2.77136                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6909                 NaN            NaN            NaN  0.548476E-001            NaN            NaN   1.25424                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7520                 NaN            NaN            NaN  0.468639E-001            NaN            NaN   1.20113                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7451                 NaN            NaN            NaN  0.427950E-001            NaN            NaN   1.21209                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7717                 NaN            NaN            NaN  0.445421E-001            NaN            NaN   1.18378                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7878                 NaN            NaN            NaN  0.409584E-001            NaN            NaN   1.17122                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8085                 NaN            NaN            NaN  0.396411E-001            NaN            NaN   1.15185                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8252                 NaN            NaN            NaN  0.362443E-001            NaN            NaN   1.13858                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8413                 NaN            NaN            NaN  0.322653E-001            NaN            NaN   1.12646                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8567                 NaN            NaN            NaN  0.278460E-001            NaN            NaN   1.11543                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8754                 NaN            NaN            NaN  0.268383E-001            NaN            NaN   1.09778                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8928                 NaN            NaN            NaN  0.253654E-001            NaN            NaN   1.08185                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8935                 NaN            NaN            NaN  0.187633E-001            NaN            NaN   1.08769                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9340                 NaN            NaN            NaN  0.215666E-001            NaN            NaN   1.04441                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9354                 NaN            NaN            NaN  0.153423E-001            NaN            NaN   1.04928                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9517                 NaN            NaN            NaN  0.155335E-001            NaN            NaN   1.03280                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9644                 NaN            NaN            NaN  0.129369E-001            NaN            NaN   1.02264                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9782                 NaN            NaN            NaN  0.900193E-002            NaN            NaN   1.01284                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9906                 NaN            NaN            NaN  0.624609E-002            NaN            NaN   1.00317                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0047                 NaN            NaN            NaN  0.562748E-002            NaN            NaN  0.989628                 NaN            NaN            NaN            NaN            NaN            NaN
