|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1525.76        500.000                 NaN            NaN   99.4912       0.165755E-001  0.492269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.35        500.000                 NaN            NaN   99.4883       0.151959E-001  0.496543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000                 NaN            NaN   99.5035       0.145187E-001  0.481996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000                 NaN            NaN   99.5017       0.144152E-001  0.483880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000                 NaN            NaN   99.5034       0.130031E-001  0.483619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000                 NaN            NaN   99.5097       0.124419E-001  0.477882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000                 NaN            NaN   99.5112       0.116550E-001  0.477155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000                 NaN            NaN   99.4881       0.116334E-001  0.500283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000                 NaN            NaN   99.5461       0.104395E-001  0.443468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000                 NaN            NaN   99.5227       0.962419E-002  0.467688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000                 NaN            NaN   99.5255       0.106863E-001  0.463769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000                 NaN            NaN   99.5299       0.846534E-002  0.461651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000                 NaN            NaN   99.5311       0.737738E-002  0.461538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN            NaN   99.5354       0.738777E-002  0.457209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000                 NaN            NaN   99.5369       0.711016E-002  0.456029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN            NaN   99.5240       0.666532E-002  0.469365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN            NaN   99.5622       0.457418E-002  0.433239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN            NaN   99.5467       0.832880E-002  0.444955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN            NaN   99.5471       0.131530E-002  0.451548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN            NaN   99.4939       0.242674E-001  0.481874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN            NaN   99.8521                 NaN  0.147910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN            NaN   99.3257       0.396572E-001  0.634646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN            NaN   99.5431       0.507418E-001  0.406155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN            NaN   99.5898       0.124023E-003  0.410066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN            NaN   99.5662       0.204455E-005  0.433817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN            NaN   99.5690       0.157143E-005  0.430977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN            NaN   99.5706                 NaN  0.429363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN            NaN   99.5739                 NaN  0.426088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN            NaN   99.5753                 NaN  0.424726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN            NaN   99.5795                 NaN  0.420495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN            NaN   99.5818                 NaN  0.418211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN            NaN   99.5773                 NaN  0.422680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN            NaN   99.5927                 NaN  0.407308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN            NaN   99.5875                 NaN  0.412529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN            NaN   99.5904                 NaN  0.409567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN            NaN   99.5933                 NaN  0.406691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.15        500.000                 NaN            NaN   99.5933                 NaN  0.406651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        500.000                 NaN            NaN   99.5964                 NaN  0.403580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        500.000                 NaN            NaN   99.5982                 NaN  0.401759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.93        500.000                 NaN            NaN   99.6025                 NaN  0.397480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.53        500.000                 NaN            NaN   99.6019                 NaN  0.398111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.12        500.000                 NaN            NaN   99.6054                 NaN  0.394621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.71        500.000                 NaN            NaN   99.6081                 NaN  0.391860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.31        500.000                 NaN            NaN   99.5889                 NaN  0.411084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.90        500.000                 NaN            NaN   99.6331                 NaN  0.366897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.50        500.000                 NaN            NaN   99.6153                 NaN  0.384742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.09        500.000                 NaN            NaN   99.6168                 NaN  0.383248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.68        500.000                 NaN            NaN   99.6166                 NaN  0.383432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.28        500.000                 NaN            NaN   99.6489                 NaN  0.351127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.87        500.000                 NaN            NaN   99.5927                 NaN  0.407321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.47        500.000                 NaN            NaN   99.3575                 NaN  0.642546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.06        500.000                 NaN            NaN   99.8270                 NaN  0.173040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.66        500.000                 NaN            NaN   99.7331       0.973891E-006  0.266941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.25        500.000                 NaN            NaN   99.6953                 NaN  0.304730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.84        500.000                 NaN            NaN   99.5216                 NaN  0.478364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.44        500.000                 NaN            NaN   99.6301                 NaN  0.369866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.03        500.000                 NaN            NaN   99.6350                 NaN  0.365007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.63        500.000                 NaN            NaN   99.6333                 NaN  0.366685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.22        500.000                 NaN            NaN   99.6349                 NaN  0.365104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.82        500.000                 NaN            NaN   99.6370                 NaN  0.363010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.41        500.000                 NaN            NaN   99.5567                 NaN  0.314832       0.128507                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.00        500.000                 NaN            NaN   99.2476                 NaN  0.254084       0.498352                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000                 NaN            NaN   99.2929                 NaN  0.237637       0.469442                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.19        500.000                 NaN            NaN   99.2958                 NaN  0.236363       0.467870                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.79        500.000                 NaN            NaN   99.3013                 NaN  0.234184       0.464546                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.38        500.000                 NaN            NaN   99.3043                 NaN  0.232309       0.463383                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.98        500.000                 NaN            NaN   99.3175                 NaN  0.228909       0.453605                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.57        500.000                 NaN            NaN   99.3193                 NaN  0.227021       0.453684                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.16        500.000                 NaN            NaN   99.3246                 NaN  0.224981       0.450400                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.76        500.000                 NaN            NaN   99.3134                 NaN  0.811408E-001  0.181295       0.424115                 NaN            NaN            NaN            NaN            NaN
  1427.35        500.000                 NaN            NaN   99.3140                 NaN  0.558388E-001  0.210820       0.419343                 NaN            NaN            NaN            NaN            NaN
  1425.95        500.000                 NaN            NaN   99.3249                 NaN  0.534804E-001  0.209939       0.411638                 NaN            NaN            NaN            NaN            NaN
  1424.54        500.000                 NaN            NaN   99.3275                 NaN  0.515092E-001  0.210743       0.410292                 NaN            NaN            NaN            NaN            NaN
  1423.14        500.000                 NaN            NaN   99.3328       0.139089E-005  0.508285E-001  0.407082       0.209257                 NaN            NaN            NaN            NaN            NaN
  1421.73        500.000                 NaN            NaN   99.3381                 NaN  0.485691E-001  0.209559       0.403777                 NaN            NaN            NaN            NaN            NaN
  1420.32        500.000                 NaN            NaN   99.3432                 NaN  0.467662E-001  0.209441       0.400637                 NaN            NaN            NaN            NaN            NaN
  1418.92        500.000                 NaN            NaN   99.3477                 NaN  0.494056E-001  0.398708       0.204191                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000                 NaN            NaN   99.3536                 NaN  0.461926E-001  0.205554       0.394670                 NaN            NaN            NaN            NaN            NaN
  1416.11        500.000                 NaN            NaN   99.3583                 NaN  0.442932E-001  0.391775       0.205585                 NaN            NaN            NaN            NaN            NaN
  1414.70        500.000                 NaN            NaN   99.3629                 NaN  0.423100E-001  0.388868       0.205957                 NaN            NaN            NaN            NaN            NaN
  1413.29        500.000                 NaN            NaN   99.3672                 NaN  0.408289E-001  0.205652       0.386327                 NaN            NaN            NaN            NaN            NaN
  1411.89        500.000                 NaN            NaN   99.3719                 NaN  0.373440E-001  0.207590       0.383123                 NaN            NaN            NaN            NaN            NaN
  1410.48        500.000                 NaN            NaN   99.3770                 NaN  0.407482E-001  0.380674       0.201529                 NaN            NaN            NaN            NaN            NaN
  1409.08        500.000                 NaN            NaN   99.3811                 NaN  0.372173E-001  0.203740       0.377983                 NaN            NaN            NaN            NaN            NaN
  1407.67        500.000                 NaN            NaN   99.3860                 NaN  0.401609E-001  0.198227       0.375575                 NaN            NaN            NaN            NaN            NaN
  1406.27        500.000                 NaN            NaN   99.3901                 NaN  0.402268E-001  0.196520       0.373156                 NaN            NaN            NaN            NaN            NaN
  1404.86        500.000                 NaN            NaN   99.3885                 NaN  0.363239E-001  0.201538       0.370444                 NaN  0.322046E-002            NaN            NaN            NaN
  1403.45        500.000                 NaN            NaN   98.4527                 NaN            NaN  0.422388       0.640100                 NaN  0.484763                 NaN            NaN            NaN
  1402.05        500.000                 NaN            NaN   98.4788                 NaN            NaN  0.629320       0.415394                 NaN  0.476507                 NaN            NaN            NaN
  1400.64        500.000                 NaN            NaN   98.5029                 NaN            NaN  0.619797       0.408310                 NaN  0.469017                 NaN            NaN            NaN
  1399.24        500.000                 NaN            NaN   98.5279                 NaN            NaN  0.609301       0.401575                 NaN  0.461223                 NaN            NaN            NaN
  1397.83        500.000                 NaN            NaN   98.5515                 NaN            NaN  0.394671       0.599938                 NaN  0.453936                 NaN            NaN            NaN
  1396.43        500.000                 NaN            NaN   98.5746                 NaN            NaN  0.388393       0.590446                 NaN  0.446530                 NaN            NaN            NaN
  1395.02        500.000                 NaN            NaN   98.5981                 NaN            NaN  0.381579       0.581100                 NaN  0.439255                 NaN            NaN            NaN
  1393.61        500.000                 NaN            NaN   98.6186                 NaN            NaN  0.572816       0.375925                 NaN  0.432621                 NaN            NaN            NaN
  1392.21        500.000                 NaN            NaN   98.6389                 NaN            NaN  0.564327       0.370725                 NaN  0.426079                 NaN            NaN            NaN
  1390.80        500.000                 NaN            NaN   98.6631                 NaN            NaN  0.554905       0.363341                 NaN  0.418635                 NaN            NaN            NaN
  1389.40        500.000                 NaN            NaN   98.6829                 NaN            NaN  0.546982       0.357829                 NaN  0.412310                 NaN            NaN            NaN
  1387.99        500.000                 NaN            NaN   98.7019                 NaN            NaN  0.539511       0.352191                 NaN  0.406443                 NaN            NaN            NaN
  1386.59        500.000                 NaN            NaN   98.7217                 NaN            NaN  0.531561       0.346649                 NaN  0.400050                 NaN            NaN            NaN
  1385.18        500.000                 NaN            NaN   98.7400       0.760065E-006            NaN  0.341565       0.524159                 NaN  0.394264                 NaN            NaN            NaN
  1383.77        500.000                 NaN            NaN   98.7591                 NaN            NaN  0.335989       0.516470                 NaN  0.388428                 NaN            NaN            NaN
  1382.37        500.000                 NaN            NaN   98.7760       0.211008E-001            NaN  0.336516       0.479355                 NaN  0.387065                 NaN            NaN            NaN
  1380.96        500.000                 NaN            NaN   98.8040       0.114208                 NaN  0.332989       0.354453                 NaN  0.394400                 NaN            NaN            NaN
  1379.56        500.000                 NaN            NaN   98.8178       0.115547                 NaN  0.351427       0.324981                 NaN  0.390246                 NaN            NaN            NaN
  1378.15        500.000                 NaN            NaN   98.9568       0.249588                 NaN  0.421292                 NaN            NaN  0.372304                 NaN            NaN            NaN
  1376.74        500.000                 NaN            NaN   98.7357                 NaN            NaN  0.271217       0.599293                 NaN  0.393835                 NaN            NaN            NaN
  1375.34        500.000                 NaN            NaN   98.8687       0.989131E-001            NaN  0.328103       0.332968                 NaN  0.371357                 NaN            NaN            NaN
  1373.93        500.000                 NaN            NaN   98.8859       0.118044                 NaN  0.292899       0.333837                 NaN  0.369316                 NaN            NaN            NaN
  1372.53        500.000                 NaN            NaN   98.9018       0.118702                 NaN  0.285333       0.329810                 NaN  0.364372                 NaN            NaN            NaN
  1371.12        500.000                 NaN            NaN   98.9163       0.119477                 NaN  0.325796       0.278416                 NaN  0.360007                 NaN            NaN            NaN
  1369.72        500.000                 NaN            NaN   98.9330       0.120005                 NaN  0.322508       0.269872                 NaN  0.354598                 NaN            NaN            NaN
  1368.31        500.000                 NaN            NaN   98.9482       0.120208                 NaN  0.318072       0.263731                 NaN  0.349835                 NaN            NaN            NaN
  1366.90        500.000                 NaN            NaN   98.9623       0.121211                 NaN  0.314477       0.256462                 NaN  0.345598                 NaN            NaN            NaN
  1365.50        500.000                 NaN            NaN   98.9764       0.122015                 NaN  0.311231       0.249140                 NaN  0.341243                 NaN            NaN            NaN
  1364.09        500.000                 NaN            NaN   98.9905       0.122121                 NaN  0.242960       0.307775                 NaN  0.336647                 NaN            NaN            NaN
  1362.69        500.000                 NaN            NaN   99.0037       0.122722                 NaN  0.236593       0.304397                 NaN  0.332595                 NaN            NaN            NaN
  1361.28        500.000                 NaN            NaN   99.0174       0.123266                 NaN  0.300826       0.230212                 NaN  0.328340                 NaN            NaN            NaN
  1359.88        500.000                 NaN            NaN   99.0300       0.124270                 NaN  0.297776       0.223409                 NaN  0.324510                 NaN            NaN            NaN
  1358.47        500.000                 NaN            NaN   99.0443       0.123942                 NaN  0.217824       0.294132                 NaN  0.319801                 NaN            NaN            NaN
  1357.06        500.000                 NaN            NaN   99.0556       0.124750                 NaN  0.211995       0.291368                 NaN  0.316320                 NaN            NaN            NaN
  1355.66        500.000                 NaN            NaN   99.0681       0.125164                 NaN  0.206060       0.288270                 NaN  0.312376                 NaN            NaN            NaN
  1354.25        500.000                 NaN            NaN   99.0787       0.127444                 NaN  0.198289       0.286025                 NaN  0.309544                 NaN            NaN            NaN
  1352.85        500.000                 NaN            NaN   99.0923       0.124648                 NaN  0.196682       0.281793                 NaN  0.304600                 NaN            NaN            NaN
  1351.44        500.000                 NaN            NaN   99.1046       0.125945                 NaN  0.279060       0.189723                 NaN  0.300697                 NaN            NaN            NaN
  1350.04        500.000                 NaN            NaN   99.1141       0.127277                 NaN  0.277470       0.183034                 NaN  0.298094                 NaN            NaN            NaN
  1348.63        500.000                 NaN            NaN   99.1271       0.125976                 NaN  0.273064       0.180308                 NaN  0.293524                 NaN            NaN            NaN
  1347.22        500.000                 NaN            NaN   99.1372       0.127292                 NaN  0.271159       0.173803                 NaN  0.290519                 NaN            NaN            NaN
  1345.82        500.000                 NaN            NaN   99.1472       0.127771                 NaN  0.168990       0.268625                 NaN  0.287460                 NaN            NaN            NaN
  1344.41        500.000                 NaN            NaN   99.1833       0.125388                 NaN  0.259501       0.155962                 NaN  0.275858                 NaN            NaN            NaN
  1343.01        500.000                 NaN            NaN   99.1440       0.129905                 NaN  0.167718       0.270244                 NaN  0.288129                 NaN            NaN            NaN
  1341.60        500.000                 NaN            NaN   99.1795       0.128162                 NaN  0.260649       0.154671                 NaN  0.277041                 NaN            NaN            NaN
  1340.19        500.000                 NaN            NaN   99.1892       0.128247                 NaN  0.258295       0.150377                 NaN  0.273851                 NaN            NaN            NaN
  1338.79        500.000                 NaN            NaN   99.1979       0.128450                 NaN  0.146461       0.256013                 NaN  0.271222                 NaN            NaN            NaN
  1337.38        500.000                 NaN            NaN   99.2093       0.128082                 NaN  0.253528       0.141913                 NaN  0.267171                 NaN            NaN            NaN
  1335.98        500.000                 NaN            NaN   99.2180       0.128529                 NaN  0.251206       0.137668                 NaN  0.264575                 NaN            NaN            NaN
  1334.57        500.000                 NaN            NaN   99.2249       0.129822                 NaN  0.132679       0.250017                 NaN  0.262590                 NaN            NaN            NaN
  1333.17        500.000                 NaN            NaN   99.2388       0.127276                 NaN  0.245127       0.131304                 NaN  0.257521                 NaN            NaN            NaN
  1331.76        500.000                 NaN            NaN   99.2456       0.128236                 NaN  0.244046       0.126560                 NaN  0.255533                 NaN            NaN            NaN
  1330.35        500.000                 NaN            NaN   99.2539       0.128616                 NaN  0.122466       0.242141                 NaN  0.252907                 NaN            NaN            NaN
  1328.95        500.000                 NaN            NaN   99.2636       0.127871                 NaN  0.239150       0.119633                 NaN  0.249791                 NaN            NaN            NaN
  1327.54        500.000                 NaN            NaN   99.2726       0.128268                 NaN  0.237323       0.115173                 NaN  0.246652                 NaN            NaN            NaN
  1326.14        500.000                 NaN            NaN   99.2803       0.127663                 NaN  0.235114       0.112789                 NaN  0.244140                 NaN            NaN            NaN
  1324.73        500.000                 NaN            NaN   99.2879       0.127371                 NaN  0.109898       0.233273                 NaN  0.241609                 NaN            NaN            NaN
  1323.33        500.000                 NaN            NaN   99.2959       0.127274                 NaN  0.106601       0.231277                 NaN  0.238910                 NaN            NaN            NaN
  1321.92        500.000                 NaN            NaN   99.3040       0.126667                 NaN  0.104238       0.228897                 NaN  0.236152                 NaN            NaN            NaN
  1320.51        500.000                 NaN            NaN   99.3123       0.126296                 NaN  0.226804       0.101207                 NaN  0.233411                 NaN            NaN            NaN
  1319.11        500.000                 NaN            NaN   99.3195       0.125918                 NaN  0.224841       0.987379E-001            NaN  0.231011                 NaN            NaN            NaN
  1317.70        500.000                 NaN            NaN   99.3275       0.125500                 NaN  0.222624       0.960295E-001            NaN  0.228301                 NaN            NaN            NaN
  1316.30        500.000                 NaN            NaN   99.3350       0.125135                 NaN  0.220621       0.934420E-001            NaN  0.225800                 NaN            NaN            NaN
  1314.89        500.000                 NaN            NaN   99.3420       0.124469                 NaN  0.913760E-001  0.218793                 NaN  0.223392                 NaN            NaN            NaN
  1313.49        500.000                 NaN            NaN   99.3495       0.123716                 NaN  0.216685       0.892935E-001            NaN  0.220797                 NaN            NaN            NaN
  1312.08        500.000                 NaN            NaN   99.3565       0.123163                 NaN  0.872266E-001  0.214670                 NaN  0.218398                 NaN            NaN            NaN
  1310.67        500.000                 NaN            NaN   99.3635       0.122524                 NaN  0.852857E-001  0.212652                 NaN  0.215997                 NaN            NaN            NaN
  1309.27        500.000                 NaN            NaN   99.3702       0.122068                 NaN  0.832501E-001  0.210742                 NaN  0.213734                 NaN            NaN            NaN
  1307.86        500.000                 NaN            NaN   99.3771       0.120832                 NaN  0.208764       0.820797E-001            NaN  0.211252                 NaN            NaN            NaN
  1306.46        500.000                 NaN            NaN   99.3834       0.120223                 NaN  0.206835       0.804109E-001            NaN  0.209113                 NaN            NaN            NaN
  1305.05        500.000                 NaN            NaN   99.3902       0.119264                 NaN  0.204938       0.789484E-001            NaN  0.206687                 NaN            NaN            NaN
  1303.65        500.000                 NaN            NaN   99.3965       0.118646                 NaN  0.203101       0.772079E-001            NaN  0.204568                 NaN            NaN            NaN
  1302.24        500.000                 NaN            NaN   99.4030       0.117261                 NaN  0.766221E-001  0.200956                 NaN  0.202146                 NaN            NaN            NaN
  1300.83        500.000                 NaN            NaN   99.4089       0.116566                 NaN  0.199198       0.752322E-001            NaN  0.200079                 NaN            NaN            NaN
  1299.43        500.000                 NaN            NaN   99.4155       0.115755                 NaN  0.197309       0.736224E-001            NaN  0.197848                 NaN            NaN            NaN
  1298.02        500.000                 NaN            NaN   99.4210       0.114467                 NaN  0.195420       0.733059E-001            NaN  0.195764                 NaN            NaN            NaN
  1296.62        500.000                 NaN            NaN   99.4274       0.113471                 NaN  0.193423       0.721338E-001            NaN  0.193526                 NaN            NaN            NaN
  1295.21        500.000                 NaN            NaN   99.4327       0.112289                 NaN  0.717256E-001  0.191664                 NaN  0.191585                 NaN            NaN            NaN
  1293.80        500.000                 NaN            NaN   99.4369       0.111272                 NaN  0.715629E-001  0.190226                 NaN  0.190082                 NaN            NaN            NaN
  1292.40        500.000                 NaN            NaN   99.4451       0.109287                 NaN  0.187355       0.712609E-001            NaN  0.186962                 NaN            NaN            NaN
  1290.99        500.000                 NaN            NaN   99.4502       0.108941                 NaN  0.185864       0.696213E-001            NaN  0.185399                 NaN            NaN            NaN
  1289.59        500.000                 NaN            NaN   99.4556       0.107670                 NaN  0.184277       0.690786E-001            NaN  0.183331                 NaN            NaN            NaN
  1288.18        500.000                 NaN            NaN   99.4607       0.106187                 NaN  0.692598E-001  0.182395                 NaN  0.181461                 NaN            NaN            NaN
  1286.78        500.000                 NaN            NaN   99.4653       0.107260                 NaN  0.651943E-001  0.181885                 NaN  0.180328                 NaN            NaN            NaN
  1285.37        500.000                 NaN            NaN   99.4721       0.101068                 NaN  0.177142       0.729094E-001            NaN  0.176747                 NaN            NaN            NaN
  1283.96        500.000                 NaN            NaN   99.4764       0.102235                 NaN  0.176767       0.689199E-001            NaN  0.175672                 NaN            NaN            NaN
  1282.56        500.000                 NaN            NaN   99.4816       0.100772                 NaN  0.174812       0.690032E-001            NaN  0.173799                 NaN            NaN            NaN
  1281.15        500.000                 NaN            NaN   99.4860       0.992083E-001            NaN  0.697518E-001  0.172923                 NaN  0.172165                 NaN            NaN            NaN
  1279.75        500.000                 NaN            NaN   99.4912       0.975331E-001            NaN  0.701395E-001  0.171022                 NaN  0.170143                 NaN            NaN            NaN
  1278.34        500.000                 NaN            NaN   99.4963       0.966387E-001            NaN  0.692613E-001  0.169379                 NaN  0.168400                 NaN            NaN            NaN
  1276.94        500.000                 NaN            NaN   99.5009       0.947257E-001            NaN  0.704900E-001  0.167311                 NaN  0.166600                 NaN            NaN            NaN
  1275.53        500.000                 NaN            NaN   96.0622       0.147086                 NaN  0.581766       0.407700                 NaN  0.542176        2.25910                 NaN            NaN
  1274.12        500.000                 NaN            NaN   91.6082       0.199820                 NaN  0.708911        1.27664                 NaN   1.02916        5.17729                 NaN            NaN
