|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1909.77        500.000        97.5331                 NaN   1.75184       0.715104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        97.5227                 NaN   1.76201       0.715237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        97.5125                 NaN   1.77216       0.715370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        97.5022                 NaN   1.78229       0.715502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        97.4920                 NaN   1.79239       0.715635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        97.4818                 NaN   1.80246       0.715767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        97.4716                 NaN   1.81254       0.715899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        97.4614                 NaN   1.82256       0.716031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        97.4513                 NaN   1.83256       0.716163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        97.4347                 NaN   1.84244       0.716296       0.658724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.5668                 NaN  0.155558E-002            NaN  0.431597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4657                 NaN  0.132598E-002            NaN  0.532981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4246                 NaN  0.882802E-004            NaN  0.575302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5897                 NaN  0.131445E-001            NaN  0.397125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4076                 NaN            NaN            NaN  0.592380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4846                 NaN  0.934232E-002            NaN  0.506102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4805                 NaN            NaN            NaN  0.519535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4803                 NaN            NaN            NaN  0.519677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4831                 NaN            NaN            NaN  0.516856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4884                 NaN            NaN            NaN  0.511647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4316                 NaN            NaN            NaN  0.568417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5878                 NaN            NaN            NaN  0.412184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4539                 NaN            NaN            NaN  0.546080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4936                 NaN            NaN            NaN  0.506372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3213                 NaN            NaN            NaN  0.678726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.7406                 NaN            NaN            NaN  0.259429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4272                 NaN            NaN            NaN  0.572830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4993                 NaN            NaN            NaN  0.500744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4990                 NaN            NaN            NaN  0.501026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5033                 NaN            NaN            NaN  0.496659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4910                 NaN            NaN            NaN  0.508973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5155                 NaN            NaN            NaN  0.484491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3998                 NaN            NaN            NaN  0.600180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6419                 NaN            NaN            NaN  0.358101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4741                 NaN            NaN            NaN  0.525892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5073                 NaN            NaN            NaN  0.492692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5097                 NaN            NaN            NaN  0.490274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5024                 NaN            NaN            NaN  0.491364       0.618861E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4993                 NaN            NaN            NaN  0.490351       0.103252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4985                 NaN            NaN            NaN  0.491140       0.103286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4985                 NaN            NaN            NaN  0.491166       0.102882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4992                 NaN            NaN            NaN  0.490611       0.102362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4975                 NaN            NaN            NaN  0.492189       0.102624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4994                 NaN            NaN            NaN  0.490452       0.101692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4980                 NaN            NaN            NaN  0.491806       0.101685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4978                 NaN            NaN            NaN  0.492074       0.101363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4960                 NaN            NaN            NaN  0.493896       0.101370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4982                 NaN            NaN            NaN  0.491742       0.100385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4959                 NaN            NaN            NaN  0.494058       0.100564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4947                 NaN            NaN            NaN  0.495272       0.100415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4951                 NaN            NaN            NaN  0.494915       0.997715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4933                 NaN            NaN            NaN  0.496749       0.996661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4919                 NaN            NaN            NaN  0.498171       0.994911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4909                 NaN            NaN            NaN  0.499237       0.990427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4901                 NaN            NaN            NaN  0.500045       0.990207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4890                 NaN            NaN            NaN  0.501140       0.985132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4871                 NaN            NaN            NaN  0.503042       0.984243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4853                 NaN            NaN            NaN  0.504870       0.983295E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4839                 NaN            NaN            NaN  0.506314       0.980553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4836                 NaN            NaN            NaN  0.506667       0.973792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4799                 NaN            NaN            NaN  0.510310       0.976585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4786                 NaN            NaN            NaN  0.511643       0.972362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4784                 NaN            NaN            NaN  0.511978       0.967065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4747                 NaN            NaN            NaN  0.515590       0.968063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4734                 NaN            NaN            NaN  0.516968       0.965259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4716                 NaN            NaN            NaN  0.518760       0.962032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4687                 NaN            NaN            NaN  0.521704       0.962739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4675                 NaN            NaN            NaN  0.522926       0.958542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4639                 NaN            NaN            NaN  0.526484       0.958561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5353                 NaN            NaN            NaN  0.456437       0.824980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3872                 NaN            NaN            NaN  0.601974       0.108200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4586                 NaN            NaN            NaN  0.531931       0.950671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4550                 NaN            NaN            NaN  0.535447       0.950576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5011                 NaN            NaN            NaN  0.490278       0.864749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4031                 NaN            NaN            NaN  0.586577       0.102822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4491                 NaN            NaN            NaN  0.541470       0.942731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4461                 NaN            NaN            NaN  0.544410       0.944739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4661                 NaN            NaN            NaN  0.524829       0.905471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.9533                 NaN            NaN            NaN  0.459085E-001  0.800605E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.9067                 NaN            NaN            NaN   1.07499       0.183108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4372                 NaN            NaN            NaN  0.553449       0.933770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4337                 NaN            NaN            NaN  0.556912       0.934149E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4211                 NaN            NaN            NaN  0.569343       0.951063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4380                 NaN            NaN            NaN  0.552824       0.915537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4289                 NaN            NaN            NaN  0.561870       0.927416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4430                 NaN            NaN            NaN  0.547785       0.916605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4043                 NaN            NaN            NaN  0.586343       0.939070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4206                 NaN            NaN            NaN  0.570138       0.926559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4194                 NaN            NaN            NaN  0.571403       0.923453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4173                 NaN            NaN            NaN  0.573511       0.922542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4139                 NaN            NaN            NaN  0.576859       0.922648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4099                 NaN            NaN            NaN  0.580889       0.925826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4139                 NaN            NaN            NaN  0.577009       0.913740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4099                 NaN            NaN            NaN  0.580973       0.916540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4078                 NaN            NaN            NaN  0.583083       0.916454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4062                 NaN            NaN            NaN  0.584651       0.915542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4035                 NaN            NaN            NaN  0.587314       0.918049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4036                 NaN            NaN            NaN  0.587291       0.914217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4058                 NaN            NaN            NaN  0.585084       0.907060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3640                 NaN            NaN            NaN  0.626711       0.925552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4391                 NaN            NaN            NaN  0.552066       0.887902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3991                 NaN            NaN            NaN  0.591818       0.908256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4026                 NaN            NaN            NaN  0.588362       0.902498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4003                 NaN            NaN            NaN  0.590666       0.903802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3939                 NaN            NaN            NaN  0.596995       0.914340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4060                 NaN            NaN            NaN  0.585088       0.891394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3998                 NaN            NaN            NaN  0.591180       0.898980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3937                 NaN            NaN            NaN  0.597203       0.907077E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4078                 NaN            NaN            NaN  0.583403       0.884281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4010                 NaN            NaN            NaN  0.590077       0.894496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4021                 NaN            NaN            NaN  0.588933       0.892835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4033                 NaN            NaN            NaN  0.587805       0.890956E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4036                 NaN            NaN            NaN  0.587528       0.888885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4061                 NaN            NaN            NaN  0.585030       0.886640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.9527                 NaN            NaN            NaN  0.617257E-001            NaN  0.985543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.9265                 NaN            NaN            NaN  0.152192                 NaN   1.92135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.4305                 NaN            NaN            NaN  0.708614E-001            NaN   1.49866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.3005                 NaN            NaN            NaN  0.719786E-001            NaN   1.62749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.6489                 NaN            NaN            NaN  0.576619E-001            NaN   1.29342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.8727                 NaN            NaN            NaN  0.121880       0.538933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        97.2482                 NaN            NaN            NaN  0.216671E-001            NaN   2.73009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3894                 NaN            NaN            NaN  0.566736E-001            NaN   1.55391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.7839                 NaN            NaN            NaN  0.475985E-001            NaN   1.16846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.6249                 NaN            NaN            NaN  0.466912E-001            NaN   1.32840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6640                 NaN            NaN            NaN  0.526878E-001            NaN   1.28328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6885                 NaN            NaN            NaN  0.759277E-001            NaN   1.23555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.7031                 NaN            NaN            NaN  0.150116E-001            NaN   1.28189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7303                 NaN            NaN            NaN  0.420448E-001            NaN   1.22766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.0394                 NaN            NaN            NaN  0.570206E-001            NaN   1.90355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4950                 NaN            NaN            NaN  0.217059E-001            NaN  0.483319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7955                 NaN            NaN            NaN  0.353838E-001            NaN   1.16911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7627                 NaN            NaN            NaN  0.217394                 NaN   1.01987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.9020                 NaN            NaN            NaN            NaN            NaN   1.09804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8576                 NaN            NaN            NaN            NaN            NaN   1.14236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8713                 NaN            NaN            NaN            NaN            NaN   1.12867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8921                 NaN            NaN            NaN            NaN            NaN   1.10795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9139                 NaN            NaN            NaN  0.255388E-001            NaN   1.06057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9254                 NaN            NaN            NaN            NaN            NaN   1.07462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9408                 NaN            NaN            NaN            NaN            NaN   1.05924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9602                 NaN            NaN            NaN            NaN            NaN   1.03982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9759                 NaN            NaN            NaN  0.567750E-003            NaN   1.02356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8624                 NaN            NaN            NaN  0.138348E-001            NaN   1.12379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.1389                 NaN            NaN            NaN            NaN            NaN  0.861121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0600                 NaN            NaN            NaN  0.244822                 NaN  0.695222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0471                 NaN            NaN            NaN            NaN            NaN  0.952881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0523                 NaN            NaN            NaN            NaN            NaN  0.947676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0607                 NaN            NaN            NaN            NaN            NaN  0.939269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0800                 NaN            NaN            NaN  0.164256E-005            NaN  0.920008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0873                 NaN            NaN            NaN            NaN            NaN  0.912710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1031                 NaN            NaN            NaN            NaN            NaN  0.896933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1177                 NaN            NaN            NaN            NaN            NaN  0.882300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1280                 NaN            NaN            NaN            NaN            NaN  0.871950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1382                 NaN            NaN            NaN  0.149645E-005            NaN  0.861750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
