|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1057.64        500.000                 NaN            NaN            NaN            NaN   1.46581                 NaN            NaN   2.66728        3.13271                 NaN   6.73940        43.5968        41.9566       0.441429     
  1055.14        500.000                 NaN            NaN            NaN            NaN   1.47229                 NaN            NaN   2.63921        3.15247                 NaN   6.73983        43.5931        41.9618       0.441319     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.21486        5.30008                 NaN   7.15229        42.6305        41.3990       0.303293     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.11275                 NaN            NaN   6.54426       0.279928E-003            NaN   6.87449        43.2204        41.8520       0.395818     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.12838                 NaN            NaN   6.51965       0.232313E-003            NaN   6.87281        43.2217        41.8608       0.396428     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.14363                 NaN            NaN   6.49568       0.194498E-003            NaN   6.87121        43.2228        41.8695       0.397013     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.15853                 NaN            NaN   6.47231       0.164338E-003            NaN   6.86967        43.2237        41.8780       0.397575     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.17310                 NaN            NaN   6.44954       0.140079E-003            NaN   6.86821        43.2245        41.8864       0.398113     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.51541                 NaN            NaN   2.45043        3.28711                 NaN   6.74328        43.5658        41.9975       0.440396     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.20120                 NaN            NaN   6.40579       0.104239E-003            NaN   6.86549        43.2255        41.9028       0.399115     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.21481                 NaN            NaN   6.38469       0.910611E-004            NaN   6.86423        43.2258        41.9108       0.399586     
  1030.08        500.000                 NaN            NaN            NaN            NaN   1.22809                 NaN            NaN   6.36417       0.801174E-004            NaN   6.86304        43.2259        41.9187       0.400031     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.24108                 NaN            NaN   6.34423       0.332478E-004            NaN   6.86191        43.2259        41.9264       0.400454     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.25385                 NaN            NaN   6.32462       0.285946E-004            NaN   6.86083        43.2257        41.9341       0.400863     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.26633                 NaN            NaN   6.30553       0.247987E-004            NaN   6.85981        43.2254        41.9417       0.401251     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.27852                 NaN            NaN   6.28696       0.216441E-004            NaN   6.85887        43.2249        41.9491       0.401615     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.29047                 NaN            NaN   6.26882       0.190219E-004            NaN   6.85798        43.2243        41.9565       0.401960     
  1015.04        500.000                 NaN            NaN            NaN            NaN   1.30218                 NaN            NaN   6.25112       0.168240E-004            NaN   6.85714        43.2235        41.9638       0.402288     
  1012.53        500.000                 NaN            NaN            NaN            NaN   1.31366                 NaN            NaN   6.23385       0.149596E-004            NaN   6.85636        43.2226        41.9709       0.402596     
  1010.03        500.000                 NaN            NaN            NaN            NaN   1.32490                 NaN            NaN   6.21701       0.132412E-004            NaN   6.85564        43.2215        41.9780       0.402886     
  1007.52        500.000                 NaN            NaN            NaN            NaN   1.33592                 NaN            NaN   6.20056       0.118899E-004            NaN   6.85497        43.2204        41.9850       0.403158     
  1005.01        500.000                 NaN            NaN            NaN            NaN   1.34673                 NaN            NaN   6.18451       0.107234E-004            NaN   6.85436        43.2190        41.9919       0.403412     
  1002.51        500.000                 NaN            NaN            NaN            NaN   1.35733                 NaN            NaN   6.16885                 NaN            NaN   6.85381        43.2176        41.9988       0.403649     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.36774                 NaN            NaN   6.15355                 NaN            NaN   6.85330        43.2160        42.0055       0.403870     
