|6.6.6
Archiving\03_Data\eqLP/QFM_m5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1942.31        500.000        96.4056       0.823667        2.76490       0.578985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.3957       0.823810        2.77470       0.579033E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.3858       0.823953        2.78450       0.579082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.3758       0.824096        2.79430       0.579130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.3659       0.824239        2.80410       0.579178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.3559       0.824381        2.81391       0.579227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.3460       0.824524        2.82372       0.579276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.3364       0.824664        2.83315       0.579322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        96.3268       0.824804        2.84258       0.579369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        96.3173       0.824944        2.85201       0.579416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        96.3077       0.825083        2.86144       0.579463E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        96.2981       0.825223        2.87088       0.579510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.2885       0.825363        2.88032       0.579556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.2789       0.825502        2.88976       0.579603E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.2694       0.825642        2.89920       0.579650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.2602       0.825779        2.90827       0.579696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        96.2510       0.825916        2.91734       0.579741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        96.2417       0.826053        2.92641       0.579786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        96.2325       0.826189        2.93548       0.579831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.2233       0.826326        2.94456       0.579877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.2141       0.826463        2.95364       0.579922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        96.2049       0.826599        2.96272       0.579968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        96.1957       0.826736        2.97180       0.580013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        96.1868       0.826870        2.98052       0.580057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        96.1780       0.827004        2.98923       0.580101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        96.1691       0.827138        2.99795       0.580145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        96.1603       0.827272        3.00667       0.580188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        96.1514       0.827406        3.01539       0.580232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        96.1425       0.827539        3.02412       0.580276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        96.1337       0.827673        3.03285       0.580320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        96.1248       0.827807        3.04157       0.580364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        96.1163       0.827938        3.04994       0.580407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        96.1078       0.828069        3.05831       0.580449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        96.0993       0.828200        3.06667       0.580491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        96.0908       0.828331        3.07505       0.580534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        96.0823       0.828462        3.08342       0.580576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        96.0738       0.828593        3.09179       0.580619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        96.0653       0.828724        3.10017       0.580662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        96.0568       0.828855        3.10855       0.580704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        96.0486       0.828984        3.11657       0.580745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        96.0405       0.829112        3.12459       0.580786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        96.0323       0.829240        3.13261       0.580827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        96.0242       0.829368        3.14063       0.580868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        96.0160       0.829497        3.14866       0.580909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        96.0079       0.829625        3.15669       0.580951E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        95.9997       0.829753        3.16472       0.580992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        95.9916       0.829881        3.17275       0.581033E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        95.9838       0.830007        3.18042       0.581073E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        95.9760       0.830133        3.18811       0.581112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        95.9681       0.830258        3.19579       0.581152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        95.9603       0.830384        3.20347       0.581192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        95.9525       0.830510        3.21116       0.581232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        95.9447       0.830635        3.21884       0.581272E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        95.9369       0.830761        3.22653       0.581311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        95.9291       0.830886        3.23422       0.581351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        95.9216       0.831009        3.24156       0.581390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        95.9141       0.831132        3.24891       0.581428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        95.9067       0.831255        3.25625       0.581467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        95.8992       0.831378        3.26360       0.581505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        95.8917       0.831501        3.27095       0.581544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        95.8843       0.831624        3.27830       0.581582E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        95.8768       0.831747        3.28565       0.581621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        95.8693       0.831870        3.29300       0.581660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        95.8622       0.831991        3.30001       0.581697E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        95.8551       0.832111        3.30702       0.581734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        95.8479       0.832232        3.31402       0.581771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        95.8408       0.832352        3.32103       0.581808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        95.8337       0.832473        3.32804       0.581845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        95.8265       0.832593        3.33506       0.581883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        95.8194       0.832713        3.34207       0.581920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        95.8123       0.832834        3.34909       0.581958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        95.8055       0.832952        3.35576       0.581994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        95.7987       0.833070        3.36244       0.582029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        95.7919       0.833188        3.36912       0.582065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        95.7851       0.833306        3.37579       0.582101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        95.7783       0.833424        3.38247       0.582138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        95.7715       0.833542        3.38916       0.582174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        95.7647       0.833660        3.39584       0.582210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        95.7579       0.833778        3.40252       0.582246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        95.7514       0.833893        3.40887       0.582281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        95.7450       0.834009        3.41521       0.582316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        95.7385       0.834125        3.42156       0.582350E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        95.7320       0.834240        3.42791       0.582385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        95.7256       0.834356        3.43426       0.582420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        95.7191       0.834471        3.44061       0.582455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        95.7126       0.834587        3.44696       0.582490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        95.7062       0.834702        3.45332       0.582525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        95.7000       0.834815        3.45933       0.582559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        95.6939       0.834929        3.46535       0.582592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        95.6878       0.835042        3.47137       0.582626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        95.6816       0.835155        3.47739       0.582659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        95.6755       0.835268        3.48341       0.582693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        95.6694       0.835381        3.48943       0.582727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        95.6632       0.835495        3.49545       0.582761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        95.6571       0.835608        3.50148       0.582795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        95.6512       0.835719        3.50725       0.582828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        95.6453       0.835831        3.51302       0.582860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        95.6394       0.835942        3.51880       0.582893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        95.6335       0.836053        3.52458       0.582926E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        95.6240       0.836168        3.52989       0.582962E-002  0.407671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        95.6083       0.836290        3.53462       0.583002E-002  0.149360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        95.5929       0.836411        3.53925       0.583042E-002  0.255894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        95.5775       0.836532        3.54389       0.583082E-002  0.362461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        95.5623       0.836652        3.54846       0.583121E-002  0.467413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        95.5471       0.836772        3.55304       0.583160E-002  0.572396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        95.5321       0.836892        3.55756       0.583199E-002  0.675889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        95.4655       0.837010        3.55990       0.581106E-002  0.779508E-001  0.538694E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        94.8161       0.837113        3.53672       0.554649E-002  0.894313E-001  0.715068                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        94.1667       0.837214        3.51353       0.528187E-002  0.100914        1.37641                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        93.5171       0.837312        3.49033       0.501722E-002  0.112400        2.03788                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        92.8674       0.837407        3.46711       0.475253E-002  0.123889        2.69947                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        92.2343       0.837486        3.44155       0.448708E-002  0.134962        3.34718                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        91.6012       0.837563        3.41598       0.422160E-002  0.146038        3.99498                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        90.9680       0.837636        3.39040       0.395610E-002  0.157115        4.64287                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        90.3348       0.837707        3.36480       0.369058E-002  0.168194        5.29083                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        89.7147       0.837769        3.33808       0.342783E-002  0.179233        5.92681                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        88.9374       0.838094        3.31610       0.321435E-002  0.186516        6.44442       0.274219                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        87.4358       0.839681        3.32080       0.324954E-002  0.174727        6.39114        1.83456                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        85.9286       0.841272        3.32551       0.328485E-002  0.162894        6.33766        3.40077                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        84.5973       0.842698        3.32900       0.332003E-002  0.149051        6.28137        4.79723                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        83.2616       0.844127        3.33250       0.335532E-002  0.135160        6.22488        6.19837                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        81.9214       0.845559        3.33600       0.339072E-002  0.121222        6.16819        7.60421                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        80.5768       0.846995        3.33951       0.342623E-002  0.107236        6.11130        9.01478                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        79.2276       0.848434        3.34303       0.346186E-002  0.932014E-001   6.05421        10.4301                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        77.8739       0.849876        3.34655       0.349759E-002  0.791189E-001   5.99691        11.8501                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        76.5157       0.851322        3.35007       0.353343E-002  0.649879E-001   5.93942        13.2750                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        75.1530       0.852771        3.35361       0.356939E-002  0.508084E-001   5.88171        14.7046                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        73.9285       0.854091        3.35622       0.360400E-002  0.342089E-001   5.82478        15.9986                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        72.7002       0.855414        3.35884       0.363871E-002  0.175575E-001   5.76767        17.2967                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        71.5052       0.856703        3.36103       0.367141E-002  0.225818E-003   5.71451        18.5587                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        70.4390       0.857774        3.35665       0.367001E-002            NaN   5.73934        19.6036                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        69.4145       0.858807        3.35156       0.366862E-002            NaN   5.76335        20.6081                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        68.3877       0.859840        3.34646       0.366722E-002            NaN   5.78741        21.6150                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        67.3584       0.860875        3.34134       0.366581E-002            NaN   5.81152        22.6242                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        66.3268       0.861910        3.33620       0.366440E-002            NaN   5.83568        23.6358                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        65.3555       0.862885        3.32987       0.366057E-002            NaN   5.86535        24.5827                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        64.3822       0.863860        3.32352       0.365673E-002            NaN   5.89507        25.5317                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        63.4068       0.864836        3.31716       0.365288E-002            NaN   5.92485        26.4827                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        62.4292       0.865813        3.31078       0.364901E-002            NaN   5.95469        27.4359                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        61.1240       0.867237        3.31247       0.370063E-002            NaN   5.85659        27.4587        1.37734                 NaN            NaN            NaN            NaN
  1493.59        500.000        58.9576       0.869877        3.33841       0.380726E-002            NaN   5.64012        26.8853        3.26785        1.03707                 NaN            NaN            NaN
  1490.38        500.000        58.9561       0.869921        3.33844       0.380718E-002            NaN   5.64033        26.8863        3.26798        1.03710                 NaN            NaN            NaN
  1487.18        500.000        54.7684       0.874993        3.38774       0.400478E-002            NaN   5.24146        25.8300        3.23950        6.65386                 NaN            NaN            NaN
  1483.97        500.000        54.7669       0.875035        3.38776       0.400468E-002            NaN   5.24164        25.8309        3.23960        6.65410                 NaN            NaN            NaN
  1480.77        500.000        54.7654       0.875077        3.38778       0.400458E-002            NaN   5.24182        25.8318        3.23971        6.65434                 NaN            NaN            NaN
  1477.56        500.000        54.7639       0.875119        3.38780       0.400449E-002            NaN   5.24200        25.8327        3.23982        6.65458                 NaN            NaN            NaN
  1474.36        500.000        54.7624       0.875161        3.38782       0.400440E-002            NaN   5.24218        25.8336        3.23992        6.65482                 NaN            NaN            NaN
  1471.15        500.000        54.7609       0.875203        3.38785       0.400430E-002            NaN   5.24236        25.8345        3.24003        6.65507                 NaN            NaN            NaN
  1467.95        500.000        54.7594       0.875245        3.38787       0.400421E-002            NaN   5.24254        25.8355        3.24014        6.65531                 NaN            NaN            NaN
  1464.74        500.000        54.7579       0.875286        3.38789       0.400412E-002            NaN   5.24272        25.8364        3.24025        6.65556                 NaN            NaN            NaN
  1461.54        500.000        41.4171       0.891087        3.49302       0.453799E-002            NaN   4.19789        23.1811        16.1080        10.7072                 NaN            NaN            NaN
  1458.33        500.000        41.4158       0.891121        3.49301       0.453784E-002            NaN   4.19799        23.1817        16.1085        10.7074                 NaN            NaN            NaN
  1455.13        500.000        41.4144       0.891154        3.49299       0.453768E-002            NaN   4.19809        23.1823        16.1089        10.7077                 NaN            NaN            NaN
  1451.92        500.000        41.4131       0.891187        3.49298       0.453753E-002            NaN   4.19819        23.1828        16.1093        10.7079                 NaN            NaN            NaN
  1448.72        500.000        41.4117       0.891220        3.49297       0.453738E-002            NaN   4.19829        23.1834        16.1097        10.7082                 NaN            NaN            NaN
  1445.51        500.000        41.4103       0.891252        3.49295       0.453723E-002            NaN   4.19839        23.1840        16.1102        10.7084                 NaN            NaN            NaN
  1442.31        500.000        41.4089       0.891285        3.49294       0.453708E-002            NaN   4.19849        23.1846        16.1106        10.7086                 NaN            NaN            NaN
  1439.10        500.000        41.4076       0.891318        3.49292       0.453692E-002            NaN   4.19859        23.1851        16.1110        10.7089                 NaN            NaN            NaN
  1435.90        500.000        32.1786       0.901725        3.45926       0.468061E-002            NaN   4.02793        22.7405        16.4393        20.2480                 NaN            NaN            NaN
  1432.69        500.000        31.2219       0.902784        3.44665       0.467659E-002            NaN   4.05673        22.7945        20.5067        17.0661                 NaN            NaN            NaN
  1429.49        500.000        29.1102       0.904546        3.45375       0.466454E-002            NaN   4.11499        22.6038        17.6844        21.4734       0.650157                 NaN            NaN
  1426.28        500.000        27.1040       0.906134        3.45600       0.463762E-002  0.107203E-002   4.20743        22.3787        18.2235        22.4056        1.31289                 NaN            NaN
  1423.08        500.000        25.3172       0.907447        3.44734       0.459163E-002  0.229082E-001   4.34156        21.8542        23.5024        18.6837        1.91865                 NaN            NaN
  1419.87        500.000        25.3163       0.907468        3.44728       0.459141E-002  0.229091E-001   4.34161        21.8545        23.5027        18.6838        1.91879                 NaN            NaN
  1416.67        500.000        25.3154       0.907489        3.44723       0.459120E-002  0.229101E-001   4.34165        21.8547        23.5031        18.6840        1.91893                 NaN            NaN
  1413.46        500.000        25.3145       0.907510        3.44717       0.459099E-002  0.229110E-001   4.34170        21.8550        23.5034        18.6842        1.91907                 NaN            NaN
  1410.26        500.000        19.7543       0.910991        3.35934       0.430080E-002  0.111619        5.11508        19.7074        27.1321        19.9978        3.90704                 NaN            NaN
  1407.05        500.000        19.7536       0.911007        3.35927       0.430058E-002  0.111623        5.11511        19.7075        27.1324        19.9979        3.90731                 NaN            NaN
  1403.85        500.000        19.7529       0.911024        3.35920       0.430036E-002  0.111627        5.11514        19.7076        27.1326        19.9980        3.90757                 NaN            NaN
  1400.64        500.000        19.7522       0.911040        3.35912       0.430014E-002  0.111631        5.11517        19.7077        27.1329        19.9981        3.90783                 NaN            NaN
  1397.44        500.000        19.7515       0.911056        3.35905       0.429993E-002  0.111635        5.11520        19.7078        27.1331        19.9982        3.90809                 NaN            NaN
  1394.23        500.000        19.7508       0.911073        3.35898       0.429971E-002  0.111639        5.11522        19.7080        27.1333        19.9983        3.90835                 NaN            NaN
  1391.03        500.000        19.7501       0.911089        3.35890       0.429949E-002  0.111643        5.11525        19.7081        27.1336        19.9984        3.90861                 NaN            NaN
  1387.82        500.000        19.7494       0.911105        3.35883       0.429927E-002  0.111647        5.11528        19.7082        27.1338        19.9985        3.90887                 NaN            NaN
  1384.62        500.000        12.7721       0.913254        2.99981       0.332525E-002  0.297230        7.53623        15.0110        21.1671        32.5310        6.76899                 NaN            NaN
  1381.41        500.000        12.7717       0.913265        2.99972       0.332506E-002  0.297239        7.53622        15.0110        21.1671        32.5310        6.76940                 NaN            NaN
  1378.21        500.000        12.7713       0.913276        2.99964       0.332487E-002  0.297248        7.53622        15.0110        21.1671        32.5311        6.76981                 NaN            NaN
  1375.00        500.000        12.7709       0.913286        2.99956       0.332469E-002  0.297256        7.53622        15.0110        21.1671        32.5312        6.77022                 NaN            NaN
  1371.79        500.000        12.7705       0.913297        2.99947       0.332450E-002  0.297265        7.53621        15.0110        21.1670        32.5313        6.77063                 NaN            NaN
  1368.59        500.000        12.7701       0.913307        2.99939       0.332431E-002  0.297274        7.53621        15.0110        21.1670        32.5314        6.77104                 NaN            NaN
  1365.38        500.000        12.7697       0.913318        2.99931       0.332412E-002  0.297282        7.53621        15.0110        21.1670        32.5315        6.77144                 NaN            NaN
  1362.18        500.000        12.7693       0.913328        2.99923       0.332394E-002  0.297291        7.53620        15.0110        21.1669        32.5316        6.77185                 NaN            NaN
  1358.97        500.000        8.25706       0.911862        2.43317       0.185855E-002  0.500013        11.0442        9.42226        21.3103        37.1200        8.99923                 NaN            NaN
  1355.77        500.000        8.25685       0.911869        2.43309       0.185844E-002  0.500026        11.0442        9.42222        21.3102        37.1200        8.99974                 NaN            NaN
  1352.56        500.000        8.25663       0.911876        2.43302       0.185833E-002  0.500039        11.0442        9.42219        21.3101        37.1199        9.00025                 NaN            NaN
