|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1392.09        500.000        98.7476       0.465920       0.266947                 NaN            NaN  0.153018                 NaN  0.366469                 NaN            NaN            NaN
  1391.02        500.000        98.7598       0.463590       0.258981                 NaN            NaN  0.154417                 NaN  0.363194                 NaN            NaN            NaN
  1389.96        500.000        98.7736       0.250797       0.460676                 NaN            NaN  0.155536                 NaN  0.359407                 NaN            NaN            NaN
  1388.89        500.000        98.7830       0.243012       0.458062                 NaN            NaN  0.158413                 NaN  0.357554                 NaN            NaN            NaN
  1387.82        500.000        98.8045       0.238871       0.451849                 NaN            NaN  0.154595                 NaN  0.350155                 NaN            NaN            NaN
  1386.75        500.000        98.8138       0.228547       0.451803                 NaN            NaN  0.157834                 NaN  0.348008                 NaN            NaN            NaN
  1385.68        500.000        98.8231       0.450160       0.222460                 NaN            NaN  0.158739                 NaN  0.345527                 NaN            NaN            NaN
  1384.61        500.000        98.8394       0.214870       0.445679                 NaN            NaN  0.159228                 NaN  0.340786                 NaN            NaN            NaN
  1383.55        500.000        98.8002       0.463803       0.216748                 NaN            NaN  0.166597                 NaN  0.352653                 NaN            NaN            NaN
  1382.48        500.000        98.9100       0.192656       0.422144                 NaN            NaN  0.154735                 NaN  0.320479                 NaN            NaN            NaN
  1381.41        500.000        98.8777       0.438202       0.192886                 NaN            NaN  0.161378                 NaN  0.329834                 NaN            NaN            NaN
  1380.34        500.000        98.8861       0.186519       0.436881                 NaN            NaN  0.162755                 NaN  0.327758                 NaN            NaN            NaN
  1379.27        500.000        98.8967       0.181399       0.434464                 NaN            NaN  0.162890                 NaN  0.324553                 NaN            NaN            NaN
  1378.20        500.000        98.9073       0.433473       0.173814                 NaN            NaN  0.163723                 NaN  0.321730                 NaN            NaN            NaN
  1377.13        500.000        98.9189       0.430380       0.168159                 NaN            NaN  0.164210                 NaN  0.318391                 NaN            NaN            NaN
  1376.07        500.000        98.9313       0.427034       0.162470                 NaN            NaN  0.164521                 NaN  0.314669                 NaN            NaN            NaN
  1375.00        500.000        98.9412       0.156042       0.425385                 NaN            NaN  0.165389                 NaN  0.311943                 NaN            NaN            NaN
  1373.93        500.000        98.9491       0.147846       0.425689                 NaN            NaN  0.167461                 NaN  0.309953                 NaN            NaN            NaN
  1372.86        500.000        98.9635       0.147199       0.419517                 NaN            NaN  0.164690                 NaN  0.305108                 NaN            NaN            NaN
  1371.79        500.000        98.9711       0.139458       0.419478                 NaN            NaN  0.166706                 NaN  0.303285                 NaN            NaN            NaN
  1370.72        500.000        98.9820       0.417122       0.133553                 NaN            NaN  0.167198                 NaN  0.300136                 NaN            NaN            NaN
  1369.66        500.000        98.9910       0.126994       0.416015                 NaN            NaN  0.168262                 NaN  0.297770                 NaN            NaN            NaN
  1368.59        500.000        99.0023       0.412308       0.124288                 NaN            NaN  0.167012                 NaN  0.294102                 NaN            NaN            NaN
  1367.52        500.000        99.0102       0.117830       0.411941                 NaN            NaN  0.168141                 NaN  0.291928                 NaN            NaN            NaN
  1366.45        500.000        99.0202       0.113001       0.409464                 NaN            NaN  0.168336                 NaN  0.289011                 NaN            NaN            NaN
  1365.38        500.000        99.0276       0.107496       0.409110                 NaN            NaN  0.168773                 NaN  0.286974                 NaN            NaN            NaN
  1364.31        500.000        99.0397       0.405815       0.102735                 NaN            NaN  0.168554                 NaN  0.283184                 NaN            NaN            NaN
  1363.25        500.000        99.0458       0.405150       0.989898E-001            NaN            NaN  0.168655                 NaN  0.281363                 NaN            NaN            NaN
  1362.18        500.000        99.0514       0.389810       0.135997                 NaN            NaN  0.145842                 NaN  0.276940                 NaN            NaN            NaN
  1361.11        500.000        99.0654       0.501112E-001  0.415111                 NaN            NaN  0.191119                 NaN  0.278260                 NaN            NaN            NaN
  1360.04        500.000        99.0741       0.399536       0.843037E-001            NaN            NaN  0.169058                 NaN  0.273046                 NaN            NaN            NaN
  1358.97        500.000        99.0805       0.398990       0.791796E-001            NaN            NaN  0.169922                 NaN  0.271439                 NaN            NaN            NaN
  1357.90        500.000        99.0916       0.395641       0.762329E-001            NaN            NaN  0.168681                 NaN  0.267833                 NaN            NaN            NaN
  1356.84        500.000        99.0972       0.396080       0.717143E-001            NaN            NaN  0.168824                 NaN  0.266142                 NaN            NaN            NaN
  1355.77        500.000        99.1062       0.685461E-001  0.393291                 NaN            NaN  0.168558                 NaN  0.263387                 NaN            NaN            NaN
  1354.70        500.000        99.1132       0.392333       0.643705E-001            NaN            NaN  0.168775                 NaN  0.261297                 NaN            NaN            NaN
  1353.63        500.000        99.1202       0.389616       0.632334E-001            NaN            NaN  0.167897                 NaN  0.259060                 NaN            NaN            NaN
  1352.56        500.000        99.1295       0.573823E-001  0.389251                 NaN            NaN  0.167673                 NaN  0.256201                 NaN            NaN            NaN
  1351.49        500.000        99.1348       0.389296       0.533504E-001            NaN            NaN  0.167927                 NaN  0.254673                 NaN            NaN            NaN
  1350.43        500.000        99.1436       0.386440       0.513614E-001            NaN            NaN  0.166840                 NaN  0.251776                 NaN            NaN            NaN
  1349.36        500.000        99.1513       0.482344E-001  0.384624                 NaN            NaN  0.166358                 NaN  0.249466                 NaN            NaN            NaN
  1348.29        500.000        99.1582       0.445581E-001  0.383536                 NaN            NaN  0.166239                 NaN  0.247420                 NaN            NaN            NaN
  1347.22        500.000        99.1648       0.382248       0.420168E-001            NaN            NaN  0.165606                 NaN  0.245326                 NaN            NaN            NaN
  1346.15        500.000        99.1722       0.380581       0.390452E-001            NaN            NaN  0.165065                 NaN  0.243096                 NaN            NaN            NaN
  1345.08        500.000        99.1788       0.379233       0.365609E-001            NaN            NaN  0.164469                 NaN  0.240939                 NaN            NaN            NaN
  1344.02        500.000        99.1861       0.377453       0.343624E-001            NaN            NaN  0.163479                 NaN  0.238562                 NaN            NaN            NaN
  1342.95        500.000        99.1929       0.307080E-001  0.376780                 NaN            NaN  0.163132                 NaN  0.236524                 NaN            NaN            NaN
  1341.88        500.000        99.1989       0.374777       0.297306E-001            NaN            NaN  0.162031                 NaN  0.234579                 NaN            NaN            NaN
  1340.81        500.000        99.2059       0.374441       0.254930E-001            NaN            NaN  0.161812                 NaN  0.232403                 NaN            NaN            NaN
  1339.74        500.000        99.2107       0.373239       0.243449E-001            NaN            NaN  0.160819                 NaN  0.230906                 NaN            NaN            NaN
  1338.67        500.000        99.2204       0.218242E-001  0.370654                 NaN            NaN  0.159426                 NaN  0.227662                 NaN            NaN            NaN
  1337.61        500.000        99.2251       0.197921E-001  0.369605                 NaN            NaN  0.159211                 NaN  0.226313                 NaN            NaN            NaN
  1336.54        500.000        99.2305       0.368935       0.179732E-001            NaN            NaN  0.158098                 NaN  0.224486                 NaN            NaN            NaN
  1335.47        500.000        99.2379       0.173938E-001  0.366266                 NaN            NaN  0.156465                 NaN  0.221999                 NaN            NaN            NaN
  1334.40        500.000        99.2413       0.144702E-001  0.367138                 NaN            NaN  0.156110                 NaN  0.221024                 NaN            NaN            NaN
  1333.33        500.000        99.2504       0.146163E-001  0.363222                 NaN            NaN  0.153949                 NaN  0.217828                 NaN            NaN            NaN
  1332.26        500.000        99.2549       0.363138       0.118536E-001            NaN            NaN  0.153592                 NaN  0.216502                 NaN            NaN            NaN
  1331.19        500.000        99.2932       0.601670E-001  0.317985                 NaN            NaN  0.125431                 NaN  0.203223                 NaN            NaN            NaN
  1330.13        500.000        99.2087       0.125846       0.324992                 NaN            NaN  0.116758                 NaN  0.223657                 NaN            NaN            NaN
  1329.06        500.000        99.2729       0.362809                 NaN            NaN            NaN  0.153389                 NaN  0.210927                 NaN            NaN            NaN
  1327.99        500.000        99.2263       0.171714       0.379147                 NaN            NaN  0.144388E-001            NaN  0.208390                 NaN            NaN            NaN
  1326.92        500.000        99.2851       0.356980                 NaN            NaN            NaN  0.151229                 NaN  0.206700                 NaN            NaN            NaN
  1325.85        500.000        99.2886       0.356097                 NaN            NaN            NaN  0.149767                 NaN  0.205530                 NaN            NaN            NaN
  1324.78        500.000        99.2926       0.350055                 NaN            NaN            NaN  0.152714                 NaN  0.204667                 NaN            NaN            NaN
  1323.72        500.000        99.2982       0.349311                 NaN            NaN            NaN  0.149914                 NaN  0.202617                 NaN            NaN            NaN
  1322.65        500.000        99.3066       0.349909                 NaN            NaN            NaN  0.144102                 NaN  0.199373                 NaN            NaN            NaN
  1321.58        500.000        99.3088       0.350011                 NaN            NaN            NaN  0.142609                 NaN  0.198582                 NaN            NaN            NaN
  1320.51        500.000        99.3131       0.350210                 NaN            NaN            NaN  0.139425                 NaN  0.197243                 NaN            NaN            NaN
  1319.44        500.000        99.3196       0.346687                 NaN            NaN            NaN  0.139062                 NaN  0.194679                 NaN            NaN            NaN
  1318.37        500.000        99.3223       0.347686                 NaN            NaN            NaN  0.136188                 NaN  0.193827                 NaN            NaN            NaN
  1317.31        500.000        99.3131       0.376528                 NaN            NaN            NaN  0.115369                 NaN  0.194954                 NaN            NaN            NaN
  1316.24        500.000        99.3434       0.336508                 NaN            NaN            NaN  0.133468                 NaN  0.186637                 NaN            NaN            NaN
  1315.17        500.000        99.3377       0.340660                 NaN            NaN            NaN  0.132919                 NaN  0.188679                 NaN            NaN            NaN
  1314.10        500.000        99.3417       0.341510                 NaN            NaN            NaN  0.129726                 NaN  0.187080                 NaN            NaN            NaN
  1313.03        500.000        99.3465       0.339339                 NaN            NaN            NaN  0.128658                 NaN  0.185497                 NaN            NaN            NaN
  1311.96        500.000        99.3490       0.340226                 NaN            NaN            NaN  0.126302                 NaN  0.184510                 NaN            NaN            NaN
  1310.90        500.000        99.3549       0.337728                 NaN            NaN            NaN  0.124907                 NaN  0.182495                 NaN            NaN            NaN
  1309.83        500.000        99.3598       0.335775                 NaN            NaN            NaN  0.123637                 NaN  0.180761                 NaN            NaN            NaN
  1308.76        500.000        99.3643       0.335323                 NaN            NaN            NaN  0.121125                 NaN  0.179236                 NaN            NaN            NaN
  1307.69        500.000        99.3684       0.332449                 NaN            NaN            NaN  0.121053                 NaN  0.178057                 NaN            NaN            NaN
  1306.62        500.000        99.3717       0.333923                 NaN            NaN            NaN  0.117908                 NaN  0.176456                 NaN            NaN            NaN
  1305.55        500.000        99.3756       0.333504                 NaN            NaN            NaN  0.115724                 NaN  0.175144                 NaN            NaN            NaN
  1304.49        500.000        99.3790       0.335102                 NaN            NaN            NaN  0.112087                 NaN  0.173809                 NaN            NaN            NaN
  1303.42        500.000        99.3820       0.336942                 NaN            NaN            NaN  0.108476                 NaN  0.172569                 NaN            NaN            NaN
  1302.35        500.000        99.3759       0.952716E-001  0.276998                 NaN            NaN  0.800115E-001            NaN  0.171783                 NaN            NaN            NaN
  1301.28        500.000        99.3916       0.333109                 NaN            NaN            NaN  0.106119                 NaN  0.169171                 NaN            NaN            NaN
  1300.21        500.000        99.3933       0.334905                 NaN            NaN            NaN  0.103069                 NaN  0.168740                 NaN            NaN            NaN
  1299.14        500.000        99.4003       0.326767                 NaN            NaN            NaN  0.106351                 NaN  0.166632                 NaN            NaN            NaN
  1298.08        500.000        99.4017       0.331731                 NaN            NaN            NaN  0.100752                 NaN  0.165781                 NaN            NaN            NaN
  1297.01        500.000        99.4049       0.333284                 NaN            NaN            NaN  0.972815E-001            NaN  0.164530                 NaN            NaN            NaN
  1295.94        500.000        99.4086       0.331893                 NaN            NaN            NaN  0.962057E-001            NaN  0.163287                 NaN            NaN            NaN
  1294.87        500.000        99.4106       0.333193                 NaN            NaN            NaN  0.938758E-001            NaN  0.162323                 NaN            NaN            NaN
  1293.80        500.000        99.4156       0.329102                 NaN            NaN            NaN  0.943449E-001            NaN  0.160939                 NaN            NaN            NaN
  1292.73        500.000        99.4040       0.244788       0.134325                 NaN            NaN  0.557435E-001            NaN  0.161178                 NaN            NaN            NaN
  1291.67        500.000        99.4226       0.328265                 NaN            NaN            NaN  0.908501E-001            NaN  0.158301                 NaN            NaN            NaN
  1290.60        500.000        99.4175       0.340411                 NaN            NaN            NaN  0.822650E-001            NaN  0.159799                 NaN            NaN            NaN
  1289.53        500.000        99.4302       0.334653                 NaN            NaN            NaN  0.803670E-001            NaN  0.154752                 NaN            NaN            NaN
  1288.46        500.000        99.4291       0.337341                 NaN            NaN            NaN  0.780643E-001            NaN  0.155477                 NaN            NaN            NaN
  1287.39        500.000        99.4323       0.333285                 NaN            NaN            NaN  0.799577E-001            NaN  0.154468                 NaN            NaN            NaN
  1286.32        500.000        99.4334       0.343247                 NaN            NaN            NaN  0.698989E-001            NaN  0.153487                 NaN            NaN            NaN
  1285.26        500.000        99.4329       0.163279E-001  0.336330                 NaN            NaN  0.613542E-001            NaN  0.153109                 NaN            NaN            NaN
  1284.19        500.000        99.4331       0.284578E-001  0.332066                 NaN            NaN  0.538562E-001            NaN  0.152517                 NaN            NaN            NaN
  1283.12        500.000        99.4348       0.304278       0.608524E-001            NaN            NaN  0.483839E-001            NaN  0.151705                 NaN            NaN            NaN
  1282.05        500.000        99.4366       0.368878                 NaN            NaN            NaN  0.436451E-001            NaN  0.150887                 NaN            NaN            NaN
  1280.98        500.000        99.4389       0.370226                 NaN            NaN            NaN  0.408564E-001            NaN  0.150044                 NaN            NaN            NaN
  1279.91        500.000        99.4404       0.372603                 NaN            NaN            NaN  0.376402E-001            NaN  0.149402                 NaN            NaN            NaN
  1278.84        500.000        99.4387       0.392915                 NaN            NaN            NaN  0.192984E-001            NaN  0.149097                 NaN            NaN            NaN
  1277.78        500.000        98.5765       0.578491                 NaN            NaN            NaN  0.516326E-001            NaN  0.248836       0.494590       0.499909E-001            NaN
  1276.71        500.000        91.8656        2.33564                 NaN            NaN            NaN  0.112153                 NaN   1.00430        4.42356       0.258730                 NaN
  1275.64        500.000        92.4885        2.18027                 NaN            NaN            NaN  0.954238E-001            NaN  0.930747        4.06841       0.236629                 NaN
  1274.57        500.000        93.0415        2.03590                 NaN            NaN            NaN  0.841347E-001            NaN  0.865382        3.75565       0.217478                 NaN
  1273.50        500.000        93.5156        1.91493                 NaN            NaN            NaN  0.719072E-001            NaN  0.809176        3.48744       0.200891                 NaN
  1272.43        500.000        93.9329        1.79184                 NaN            NaN            NaN  0.743806E-001            NaN  0.759325        3.25420       0.187304                 NaN
  1271.37        500.000        94.3120        1.71027                 NaN            NaN            NaN  0.501173E-001            NaN  0.714516        3.03984       0.173213                 NaN
  1270.30        500.000        94.6152        1.60770                 NaN            NaN            NaN  0.646483E-001            NaN  0.677439        2.87093       0.164097                 NaN
  1269.23        500.000        94.9131        1.52580                 NaN            NaN            NaN  0.596976E-001            NaN  0.641752        2.70567       0.154013                 NaN
  1268.16        500.000        95.1731        1.45000                 NaN            NaN            NaN  0.597660E-001            NaN  0.610205        2.56146       0.145479                 NaN
  1267.09        500.000        95.4112        1.38915                 NaN            NaN            NaN  0.521998E-001            NaN  0.581407        2.42889       0.137169                 NaN
  1266.02        500.000        95.6250        1.32146                 NaN            NaN            NaN  0.563523E-001            NaN  0.555232        2.31157       0.130404                 NaN
  1264.96        500.000        95.8293        1.25413                 NaN            NaN            NaN  0.606607E-001            NaN  0.530153        2.20159       0.124182                 NaN
  1263.89        500.000        95.9901        1.22239                 NaN            NaN            NaN  0.512179E-001            NaN  0.510206        2.10829       0.117779                 NaN
  1262.82        500.000        96.1619        1.18092                 NaN            NaN            NaN  0.416217E-001            NaN  0.489147        2.01468       0.111758                 NaN
  1261.75        500.000        96.3183        1.13652                 NaN            NaN            NaN  0.391026E-001            NaN  0.469871        1.92979       0.106448                 NaN
  1260.68        500.000        96.4599        1.09209                 NaN            NaN            NaN  0.408797E-001            NaN  0.452165        1.85310       0.101863                 NaN
  1259.61        500.000        96.5914        1.04380                 NaN            NaN            NaN  0.471626E-001            NaN  0.435865        1.78395       0.978614E-001            NaN
  1258.55        500.000        96.7037        1.03187                 NaN            NaN            NaN  0.323498E-001            NaN  0.420999        1.71793       0.931754E-001            NaN
  1257.48        500.000        96.8310       0.989083                 NaN            NaN            NaN  0.324748E-001            NaN  0.405600        1.65275       0.890870E-001            NaN
  1256.41        500.000        96.9271       0.962468                 NaN            NaN            NaN  0.334286E-001            NaN  0.392903        1.59835       0.857256E-001            NaN
  1255.34        500.000        97.0317       0.928109                 NaN            NaN            NaN  0.343156E-001            NaN  0.379672        1.54390       0.823520E-001            NaN
  1254.27        500.000        97.1252       0.906312                 NaN            NaN            NaN  0.288607E-001            NaN  0.367676        1.49305       0.788788E-001            NaN
  1253.20        500.000        97.2191       0.876721                 NaN            NaN            NaN  0.287971E-001            NaN  0.355741        1.44390       0.757611E-001            NaN
  1252.14        500.000        97.2966       0.855645                 NaN            NaN            NaN  0.282576E-001            NaN  0.345341        1.40114       0.730109E-001            NaN
  1251.07        500.000        97.3754       0.833326                 NaN            NaN            NaN  0.264163E-001            NaN  0.335100        1.35951       0.702334E-001            NaN
  1250.00        500.000        97.4508       0.808443                 NaN            NaN            NaN  0.280350E-001            NaN  0.325151        1.31983       0.677428E-001            NaN
  1248.93        500.000        97.5235       0.791623                 NaN            NaN            NaN  0.232364E-001            NaN  0.315688        1.28098       0.649879E-001            NaN
  1247.86        500.000        97.5935       0.776216                 NaN            NaN            NaN  0.174368E-001            NaN  0.306571        1.24400       0.623197E-001            NaN
  1246.79        500.000        97.6555       0.753576                 NaN            NaN            NaN  0.211736E-001            NaN  0.298133        1.21131       0.603230E-001            NaN
  1245.73        500.000        97.7171       0.737082                 NaN            NaN            NaN  0.189022E-001            NaN  0.290017        1.17877       0.580857E-001            NaN
  1244.66        500.000        97.7773       0.694083                 NaN            NaN            NaN  0.385775E-001            NaN  0.283546        1.15013       0.563499E-001            NaN
  1243.59        500.000        97.8289       0.727045                 NaN            NaN            NaN            NaN            NaN  0.273050        1.11717       0.538546E-001            NaN
  1242.52        500.000        97.8867       0.695395                 NaN            NaN            NaN  0.952481E-002            NaN  0.267174        1.08947       0.517258E-001            NaN
  1241.45        500.000        97.9416       0.678386                 NaN            NaN            NaN  0.883574E-002            NaN  0.259976        1.06135       0.498234E-001            NaN
  1240.38        500.000        97.9845       0.671499                 NaN            NaN            NaN  0.467789E-002            NaN  0.253802        1.03758       0.479814E-001            NaN
  1239.32        500.000        98.0351       0.656632                 NaN            NaN            NaN  0.330204E-002            NaN  0.247106        1.01165       0.462117E-001            NaN
  1238.25        500.000        98.0813       0.637418                 NaN            NaN            NaN  0.757910E-002            NaN  0.241504       0.987793       0.444403E-001            NaN
  1237.18        500.000        98.1248       0.632605                 NaN            NaN            NaN  0.138036E-005            NaN  0.234612       0.965038       0.429724E-001            NaN
  1236.11        500.000        98.1673       0.618780                 NaN            NaN            NaN            NaN            NaN  0.228227       0.943879       0.417736E-001            NaN
  1235.04        500.000        98.2077       0.607021                 NaN            NaN            NaN            NaN            NaN  0.224324       0.921524       0.394762E-001            NaN
  1233.97        500.000        98.2520       0.569163                 NaN            NaN            NaN  0.209083E-001            NaN  0.220717       0.899399       0.378629E-001            NaN
  1232.90        500.000        98.2893       0.579985                 NaN            NaN            NaN            NaN            NaN  0.211834       0.881437       0.373991E-001            NaN
  1231.84        500.000        98.3269       0.567880                 NaN            NaN            NaN            NaN            NaN  0.207015       0.862215       0.359622E-001            NaN
  1230.77        500.000        98.3663       0.554845                 NaN            NaN            NaN            NaN            NaN  0.201862       0.842398       0.345593E-001            NaN
  1229.70        500.000        98.4005       0.544093                 NaN            NaN            NaN            NaN            NaN  0.197390       0.824697       0.332761E-001            NaN
  1228.63        500.000        98.4339       0.533767                 NaN            NaN            NaN  0.295829E-005            NaN  0.192910       0.807392       0.320119E-001            NaN
  1227.56        500.000        98.4648       0.523600                 NaN            NaN            NaN            NaN            NaN  0.188345       0.792254       0.310045E-001            NaN
  1226.49        500.000        98.4994       0.512378                 NaN            NaN            NaN            NaN            NaN  0.183090       0.774923       0.301608E-001            NaN
  1225.43        500.000        98.5344       0.499812                 NaN            NaN            NaN            NaN            NaN  0.179641       0.757636       0.285400E-001            NaN
  1224.36        500.000        98.5657       0.489517                 NaN            NaN            NaN            NaN            NaN  0.175211       0.742034       0.275377E-001            NaN
  1223.29        500.000        98.5938       0.480469                 NaN            NaN            NaN  0.131227E-005            NaN  0.170724       0.728137       0.268345E-001            NaN
  1222.22        500.000        98.6255       0.468849                 NaN            NaN            NaN            NaN            NaN  0.166093       0.713406       0.261616E-001            NaN
  1221.15        500.000        98.6544       0.459479                 NaN            NaN            NaN            NaN            NaN  0.162810       0.698401       0.248724E-001            NaN
  1220.08        500.000        98.6844       0.448294                 NaN            NaN            NaN  0.608113E-004            NaN  0.157832       0.684991       0.244033E-001            NaN
  1219.02        500.000        98.7106       0.439606                 NaN            NaN            NaN            NaN            NaN  0.154572       0.671798       0.234128E-001            NaN
  1217.95        500.000        98.7363       0.431444                 NaN            NaN            NaN            NaN            NaN  0.151581       0.658294       0.223359E-001            NaN
  1216.88        500.000        98.7601       0.423511                 NaN            NaN            NaN            NaN            NaN  0.148891       0.646093       0.213560E-001            NaN
  1215.81        500.000        86.0605        2.30348                 NaN            NaN            NaN            NaN            NaN   1.18493        5.17993       0.105023        5.16615     
  1214.74        500.000        82.3452        2.86228                 NaN            NaN            NaN            NaN            NaN   1.49620        6.46801       0.120508        6.70779     
  1213.67        500.000        80.2093        2.27118                 NaN            NaN            NaN  0.603261                 NaN   1.60854        7.38551       0.180107        7.74208     
  1212.61        500.000        85.8700        2.46030                 NaN            NaN            NaN  0.657645E-005            NaN   1.19201        5.10516       0.899768E-001   5.28250     
  1211.54        500.000        84.6425        1.63948       0.801804                 NaN            NaN            NaN            NaN   1.26418        5.64639       0.113385        5.89230     
  1210.47        500.000        86.0459       0.122288        2.13300                 NaN            NaN            NaN            NaN   1.20239        5.08631       0.798512E-001   5.33028     
  1209.40        500.000        88.8260       0.232436        1.59358                 NaN            NaN            NaN            NaN  0.958660        4.08258       0.652313E-001   4.24148     
  1208.33        500.000        89.5581       0.127498        1.67668                 NaN            NaN            NaN            NaN  0.865734        3.80765       0.704543E-001   3.89385     
  1207.26        500.000        84.5646        2.49348                 NaN            NaN            NaN            NaN            NaN   1.28605        5.65009       0.993379E-001   5.90641     
  1206.20        500.000        97.6424       0.100436                 NaN            NaN            NaN  0.220928                 NaN  0.215580       0.877915       0.146013E-001  0.928108     
  1205.13        500.000        93.3994        1.01207                 NaN            NaN            NaN            NaN            NaN  0.566284        2.30641       0.401517E-001   2.67568     
  1204.06        500.000        85.5121        2.41548                 NaN            NaN            NaN            NaN            NaN   1.18402        5.46664       0.946848E-001   5.32710     
  1202.99        500.000        91.0591        1.42755                 NaN            NaN            NaN            NaN            NaN  0.762490        3.28425       0.470108E-001   3.41963     
  1201.92        500.000        95.0486       0.182710                 NaN            NaN            NaN  0.198130                 NaN  0.407724        2.00040       0.510912E-001   2.11137     
  1200.85        500.000        86.5516        2.44001                 NaN            NaN            NaN            NaN            NaN   1.17441        4.82807       0.469124E-001   4.95902     
  1199.79        500.000        85.4092       0.545062        1.66612                 NaN            NaN            NaN            NaN   1.17662        5.56119       0.107316        5.53445     
  1198.72        500.000        93.6356       0.917737                 NaN            NaN            NaN            NaN            NaN  0.491396        2.43136       0.472017E-001   2.47666     
  1197.65        500.000        86.7744        1.76606                 NaN            NaN            NaN            NaN            NaN   1.00693        4.88333       0.739628E-001   5.49536     
