|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/TIS/TIS_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1402.78        500.000        98.7488       0.424073       0.292417                 NaN            NaN  0.110006                 NaN  0.424754                 NaN            NaN            NaN
  1401.71        500.000        98.7651       0.419928       0.284609                 NaN            NaN  0.110710                 NaN  0.419636                 NaN            NaN            NaN
  1400.64        500.000        98.7760       0.275199       0.419110                 NaN            NaN  0.113038                 NaN  0.416618                 NaN            NaN            NaN
  1399.57        500.000        98.8001       0.412169       0.268699                 NaN            NaN  0.110581                 NaN  0.408475                 NaN            NaN            NaN
  1398.50        500.000        98.8116       0.261584       0.409152                 NaN            NaN  0.112506                 NaN  0.405119                 NaN            NaN            NaN
  1397.43        500.000        98.8280       0.253719       0.405382                 NaN            NaN  0.112999                 NaN  0.399943                 NaN            NaN            NaN
  1396.37        500.000        98.8417       0.402601       0.246384                 NaN            NaN  0.113623                 NaN  0.395673                 NaN            NaN            NaN
  1395.30        500.000        98.8548       0.393531       0.259280                 NaN            NaN  0.103102                 NaN  0.389245                 NaN            NaN            NaN
  1394.23        500.000        98.8705       0.402130       0.212375                 NaN            NaN  0.126103                 NaN  0.388936                 NaN            NaN            NaN
  1393.16        500.000        98.8825       0.224322       0.394554                 NaN            NaN  0.115519                 NaN  0.383061                 NaN            NaN            NaN
  1392.09        500.000        98.8990       0.389194       0.219013                 NaN            NaN  0.115319                 NaN  0.377462                 NaN            NaN            NaN
  1391.02        500.000        98.9108       0.386865       0.212251                 NaN            NaN  0.116163                 NaN  0.373892                 NaN            NaN            NaN
  1389.96        500.000        98.9240       0.205339       0.384083                 NaN            NaN  0.116811                 NaN  0.369794                 NaN            NaN            NaN
  1388.89        500.000        98.9333       0.198734       0.381465                 NaN            NaN  0.118764                 NaN  0.367688                 NaN            NaN            NaN
  1387.82        500.000        98.9532       0.195168       0.376000                 NaN            NaN  0.115727                 NaN  0.359878                 NaN            NaN            NaN
  1386.75        500.000        98.9625       0.186524       0.375577                 NaN            NaN  0.117937                 NaN  0.357474                 NaN            NaN            NaN
  1385.68        500.000        98.9717       0.373821       0.181357                 NaN            NaN  0.118391                 NaN  0.354727                 NaN            NaN            NaN
  1384.61        500.000        98.9870       0.174992       0.369760                 NaN            NaN  0.118572                 NaN  0.349659                 NaN            NaN            NaN
  1383.55        500.000        98.9538       0.384409       0.176336                 NaN            NaN  0.123838                 NaN  0.361642                 NaN            NaN            NaN
  1382.48        500.000        99.0507       0.156557       0.349520                 NaN            NaN  0.114843                 NaN  0.328424                 NaN            NaN            NaN
  1381.41        500.000        99.0235       0.362501       0.156596                 NaN            NaN  0.119572                 NaN  0.337832                 NaN            NaN            NaN
  1380.34        500.000        99.0318       0.151268       0.361053                 NaN            NaN  0.120389                 NaN  0.335509                 NaN            NaN            NaN
  1379.27        500.000        99.0421       0.146943       0.358656                 NaN            NaN  0.120269                 NaN  0.332030                 NaN            NaN            NaN
  1378.20        500.000        99.0523       0.357466       0.140649                 NaN            NaN  0.120676                 NaN  0.328944                 NaN            NaN            NaN
  1377.13        500.000        99.0633       0.354581       0.135933                 NaN            NaN  0.120867                 NaN  0.325331                 NaN            NaN            NaN
  1376.07        500.000        99.0752       0.351457       0.131188                 NaN            NaN  0.120864                 NaN  0.321331                 NaN            NaN            NaN
  1375.00        500.000        99.0847       0.125864       0.349748                 NaN            NaN  0.121307                 NaN  0.318351                 NaN            NaN            NaN
  1373.93        500.000        99.0925       0.119129       0.349647                 NaN            NaN  0.122610                 NaN  0.316122                 NaN            NaN            NaN
  1372.86        500.000        99.1060       0.118474       0.344210                 NaN            NaN  0.120362                 NaN  0.310984                 NaN            NaN            NaN
  1371.79        500.000        99.1135       0.112117       0.343791                 NaN            NaN  0.121652                 NaN  0.308932                 NaN            NaN            NaN
  1370.72        500.000        99.1239       0.341534       0.107255                 NaN            NaN  0.121805                 NaN  0.305528                 NaN            NaN            NaN
  1369.66        500.000        99.1325       0.101881       0.340281                 NaN            NaN  0.122378                 NaN  0.302925                 NaN            NaN            NaN
  1368.59        500.000        99.1433       0.336869       0.995942E-001            NaN            NaN  0.121261                 NaN  0.298999                 NaN            NaN            NaN
  1367.52        500.000        99.1510       0.943162E-001  0.336219                 NaN            NaN  0.121873                 NaN  0.296597                 NaN            NaN            NaN
  1366.45        500.000        99.1605       0.903521E-001  0.333858                 NaN            NaN  0.121810                 NaN  0.293440                 NaN            NaN            NaN
  1365.38        500.000        99.1678       0.858608E-001  0.333187                 NaN            NaN  0.121940                 NaN  0.291179                 NaN            NaN            NaN
  1364.31        500.000        99.1792       0.330165       0.819633E-001            NaN            NaN  0.121569                 NaN  0.287142                 NaN            NaN            NaN
  1363.25        500.000        99.1853       0.329246       0.788867E-001            NaN            NaN  0.121422                 NaN  0.285106                 NaN            NaN            NaN
  1362.18        500.000        99.1900       0.316494       0.108247                 NaN            NaN  0.104809                 NaN  0.280439                 NaN            NaN            NaN
  1361.11        500.000        99.2049       0.398414E-001  0.336572                 NaN            NaN  0.137106                 NaN  0.281582                 NaN            NaN            NaN
  1360.04        500.000        99.2121       0.323684       0.669633E-001            NaN            NaN  0.121119                 NaN  0.276115                 NaN            NaN            NaN
  1358.97        500.000        99.2184       0.322900       0.628299E-001            NaN            NaN  0.121533                 NaN  0.274303                 NaN            NaN            NaN
  1357.90        500.000        99.2288       0.319854       0.604261E-001            NaN            NaN  0.120472                 NaN  0.270472                 NaN            NaN            NaN
  1356.84        500.000        99.2345       0.319820       0.567764E-001            NaN            NaN  0.120349                 NaN  0.268580                 NaN            NaN            NaN
  1355.77        500.000        99.2430       0.542103E-001  0.317242                 NaN            NaN  0.119972                 NaN  0.265614                 NaN            NaN            NaN
  1354.70        500.000        99.2498       0.316108       0.508491E-001            NaN            NaN  0.119937                 NaN  0.263323                 NaN            NaN            NaN
  1353.63        500.000        99.2566       0.313600       0.498872E-001            NaN            NaN  0.119076                 NaN  0.260886                 NaN            NaN            NaN
  1352.56        500.000        99.2653       0.452287E-001  0.312930                 NaN            NaN  0.118750                 NaN  0.257825                 NaN            NaN            NaN
  1351.49        500.000        99.2705       0.312628       0.420055E-001            NaN            NaN  0.118717                 NaN  0.256107                 NaN            NaN            NaN
  1350.43        500.000        99.2788       0.309966       0.403907E-001            NaN            NaN  0.117796                 NaN  0.253013                 NaN            NaN            NaN
  1349.36        500.000        99.2862       0.378932E-001  0.308166                 NaN            NaN  0.117245                 NaN  0.250513                 NaN            NaN            NaN
  1348.29        500.000        99.2928       0.349657E-001  0.306981                 NaN            NaN  0.116972                 NaN  0.248281                 NaN            NaN            NaN
  1347.22        500.000        99.2991       0.305597       0.329350E-001            NaN            NaN  0.116333                 NaN  0.246004                 NaN            NaN            NaN
  1346.15        500.000        99.3061       0.303938       0.305724E-001            NaN            NaN  0.115776                 NaN  0.243591                 NaN            NaN            NaN
  1345.08        500.000        99.3124       0.302531       0.285969E-001            NaN            NaN  0.115167                 NaN  0.241256                 NaN            NaN            NaN
  1344.02        500.000        99.3194       0.300749       0.268474E-001            NaN            NaN  0.114281                 NaN  0.238703                 NaN            NaN            NaN
  1342.95        500.000        99.3258       0.239657E-001  0.299880                 NaN            NaN  0.113879                 NaN  0.236492                 NaN            NaN            NaN
  1341.88        500.000        99.3316       0.297954       0.231767E-001            NaN            NaN  0.112913                 NaN  0.234377                 NaN            NaN            NaN
  1340.81        500.000        99.3382       0.297388       0.198531E-001            NaN            NaN  0.112576                 NaN  0.232032                 NaN            NaN            NaN
  1339.74        500.000        99.3429       0.296079       0.189381E-001            NaN            NaN  0.111719                 NaN  0.230369                 NaN            NaN            NaN
  1338.67        500.000        99.3518       0.169581E-001  0.293685                 NaN            NaN  0.110579                 NaN  0.226966                 NaN            NaN            NaN
  1337.61        500.000        99.3564       0.153635E-001  0.292553                 NaN            NaN  0.110261                 NaN  0.225456                 NaN            NaN            NaN
  1336.54        500.000        99.3616       0.291671       0.139360E-001            NaN            NaN  0.109315                 NaN  0.223471                 NaN            NaN            NaN
  1335.47        500.000        99.3684       0.134718E-001  0.289236                 NaN            NaN  0.108017                 NaN  0.220833                 NaN            NaN            NaN
  1334.40        500.000        99.3719       0.111954E-001  0.289593                 NaN            NaN  0.107594                 NaN  0.219700                 NaN            NaN            NaN
  1333.33        500.000        99.3802       0.112960E-001  0.286182                 NaN            NaN  0.105938                 NaN  0.216363                 NaN            NaN            NaN
  1332.26        500.000        99.3846       0.285806       0.915170E-002            NaN            NaN  0.105534                 NaN  0.214887                 NaN            NaN            NaN
  1331.19        500.000        99.4160       0.464010E-001  0.249955                 NaN            NaN  0.860491E-001            NaN  0.201555                 NaN            NaN            NaN
  1330.13        500.000        99.3462       0.969580E-001  0.255213                 NaN            NaN  0.799812E-001            NaN  0.221686                 NaN            NaN            NaN
  1329.06        500.000        99.4016       0.284598                 NaN            NaN            NaN  0.104906                 NaN  0.208895                 NaN            NaN            NaN
  1327.99        500.000        99.3578       0.134548       0.291501                 NaN            NaN  0.986207E-002            NaN  0.206253                 NaN            NaN            NaN
  1326.92        500.000        99.4130       0.279453                 NaN            NaN            NaN  0.103117                 NaN  0.204421                 NaN            NaN            NaN
  1325.85        500.000        99.4165       0.278434                 NaN            NaN            NaN  0.101941                 NaN  0.203112                 NaN            NaN            NaN
  1324.78        500.000        99.4206       0.273538                 NaN            NaN            NaN  0.103752                 NaN  0.202108                 NaN            NaN            NaN
  1323.72        500.000        99.4257       0.272685                 NaN            NaN            NaN  0.101702                 NaN  0.199933                 NaN            NaN            NaN
  1322.65        500.000        99.4331       0.272686                 NaN            NaN            NaN  0.976429E-001            NaN  0.196583                 NaN            NaN            NaN
  1321.58        500.000        99.4354       0.272412                 NaN            NaN            NaN  0.964882E-001            NaN  0.195658                 NaN            NaN            NaN
  1320.51        500.000        99.4394       0.272227                 NaN            NaN            NaN  0.941968E-001            NaN  0.194193                 NaN            NaN            NaN
  1319.44        500.000        99.4454       0.269230                 NaN            NaN            NaN  0.938156E-001            NaN  0.191526                 NaN            NaN            NaN
  1318.37        500.000        99.4481       0.269621                 NaN            NaN            NaN  0.917426E-001            NaN  0.190546                 NaN            NaN            NaN
  1317.31        500.000        99.4398       0.291047                 NaN            NaN            NaN  0.776276E-001            NaN  0.191514                 NaN            NaN            NaN
  1316.24        500.000        99.4667       0.260432                 NaN            NaN            NaN  0.896411E-001            NaN  0.183204                 NaN            NaN            NaN
  1315.17        500.000        99.4624       0.263351                 NaN            NaN            NaN  0.891424E-001            NaN  0.185073                 NaN            NaN            NaN
  1314.10        500.000        99.4661       0.263646                 NaN            NaN            NaN  0.868765E-001            NaN  0.183368                 NaN            NaN            NaN
  1313.03        500.000        99.4706       0.261709                 NaN            NaN            NaN  0.860362E-001            NaN  0.181681                 NaN            NaN            NaN
  1311.96        500.000        99.4731       0.262024                 NaN            NaN            NaN  0.843141E-001            NaN  0.180580                 NaN            NaN            NaN
  1310.90        500.000        99.4784       0.259812                 NaN            NaN            NaN  0.832739E-001            NaN  0.178474                 NaN            NaN            NaN
  1309.83        500.000        99.4830       0.258079                 NaN            NaN            NaN  0.823035E-001            NaN  0.176647                 NaN            NaN            NaN
  1308.76        500.000        99.4870       0.257413                 NaN            NaN            NaN  0.805359E-001            NaN  0.175026                 NaN            NaN            NaN
  1307.69        500.000        99.4909       0.254974                 NaN            NaN            NaN  0.803618E-001            NaN  0.173746                 NaN            NaN            NaN
  1306.62        500.000        99.4940       0.255734                 NaN            NaN            NaN  0.781617E-001            NaN  0.172056                 NaN            NaN            NaN
  1305.55        500.000        99.4977       0.255093                 NaN            NaN            NaN  0.765960E-001            NaN  0.170650                 NaN            NaN            NaN
  1304.49        500.000        99.5007       0.255965                 NaN            NaN            NaN  0.740953E-001            NaN  0.169224                 NaN            NaN            NaN
  1303.42        500.000        99.5035       0.256988                 NaN            NaN            NaN  0.716053E-001            NaN  0.167893                 NaN            NaN            NaN
  1302.35        500.000        99.4976       0.715191E-001  0.211081                 NaN            NaN  0.527437E-001            NaN  0.167010                 NaN            NaN            NaN
  1301.28        500.000        99.5122       0.253561                 NaN            NaN            NaN  0.698537E-001            NaN  0.164347                 NaN            NaN            NaN
  1300.21        500.000        99.5139       0.254527                 NaN            NaN            NaN  0.677638E-001            NaN  0.163809                 NaN            NaN            NaN
  1299.14        500.000        99.5202       0.248317                 NaN            NaN            NaN  0.697975E-001            NaN  0.161643                 NaN            NaN            NaN
  1298.08        500.000        99.5216       0.251631                 NaN            NaN            NaN  0.660372E-001            NaN  0.160700                 NaN            NaN            NaN
  1297.01        500.000        99.5245       0.252457                 NaN            NaN            NaN  0.636832E-001            NaN  0.159371                 NaN            NaN            NaN
  1295.94        500.000        99.5279       0.251134                 NaN            NaN            NaN  0.628914E-001            NaN  0.158052                 NaN            NaN            NaN
  1294.87        500.000        99.5299       0.251795                 NaN            NaN            NaN  0.612608E-001            NaN  0.157004                 NaN            NaN            NaN
  1293.80        500.000        99.5345       0.248487                 NaN            NaN            NaN  0.614941E-001            NaN  0.155552                 NaN            NaN            NaN
  1292.73        500.000        99.5236       0.184436       0.100037                 NaN            NaN  0.362872E-001            NaN  0.155675                 NaN            NaN            NaN
  1291.67        500.000        99.5408       0.247341                 NaN            NaN            NaN  0.590481E-001            NaN  0.152783                 NaN            NaN            NaN
  1290.60        500.000        99.5367       0.255786                 NaN            NaN            NaN  0.533644E-001            NaN  0.154119                 NaN            NaN            NaN
  1289.53        500.000        99.5474       0.251384                 NaN            NaN            NaN  0.521012E-001            NaN  0.149142                 NaN            NaN            NaN
  1288.46        500.000        99.5467       0.253019                 NaN            NaN            NaN  0.505434E-001            NaN  0.149734                 NaN            NaN            NaN
  1287.39        500.000        99.5498       0.249800                 NaN            NaN            NaN  0.516975E-001            NaN  0.148656                 NaN            NaN            NaN
  1286.32        500.000        99.5506       0.256695                 NaN            NaN            NaN  0.451341E-001            NaN  0.147606                 NaN            NaN            NaN
  1285.26        500.000        99.5501       0.120991E-001  0.251073                 NaN            NaN  0.395650E-001            NaN  0.147139                 NaN            NaN            NaN
  1284.19        500.000        99.5503       0.210808E-001  0.247443                 NaN            NaN  0.346833E-001            NaN  0.146467                 NaN            NaN            NaN
  1283.12        500.000        99.5518       0.226474       0.450585E-001            NaN            NaN  0.311183E-001            NaN  0.145586                 NaN            NaN            NaN
  1282.05        500.000        99.5533       0.273927                 NaN            NaN            NaN  0.280321E-001            NaN  0.144700                 NaN            NaN            NaN
  1280.98        500.000        99.5554       0.274579                 NaN            NaN            NaN  0.262081E-001            NaN  0.143792                 NaN            NaN            NaN
  1279.91        500.000        99.5568       0.275970                 NaN            NaN            NaN  0.241148E-001            NaN  0.143078                 NaN            NaN            NaN
  1278.84        500.000        99.5548       0.290163                 NaN            NaN            NaN  0.123487E-001            NaN  0.142688                 NaN            NaN            NaN
  1277.78        500.000        98.7628       0.428792                 NaN            NaN            NaN  0.330050E-001            NaN  0.238126       0.509377       0.279134E-001            NaN
  1276.71        500.000        92.5058        1.73667                 NaN            NaN            NaN  0.718199E-001            NaN  0.965207        4.57537       0.145085                 NaN
  1275.64        500.000        93.0936        1.61674                 NaN            NaN            NaN  0.608966E-001            NaN  0.893403        4.20279       0.132525                 NaN
  1274.57        500.000        93.6146        1.50576                 NaN            NaN            NaN  0.535107E-001            NaN  0.829630        3.87488       0.121647                 NaN
  1273.50        500.000        94.0610        1.41262                 NaN            NaN            NaN  0.455898E-001            NaN  0.774801        3.59376       0.112230                 NaN
  1272.43        500.000        94.4541        1.31891                 NaN            NaN            NaN  0.470106E-001            NaN  0.726182        3.34931       0.104511                 NaN
  1271.37        500.000        94.8093        1.25525                 NaN            NaN            NaN  0.315881E-001            NaN  0.682497        3.12485       0.965294E-001            NaN
  1270.30        500.000        95.0960        1.17796                 NaN            NaN            NaN  0.406220E-001            NaN  0.646315        2.94772       0.913397E-001            NaN
  1269.23        500.000        95.3755        1.11535                 NaN            NaN            NaN  0.374094E-001            NaN  0.611518        2.77464       0.856204E-001            NaN
  1268.16        500.000        95.6199        1.05770                 NaN            NaN            NaN  0.373531E-001            NaN  0.580749        2.62354       0.807762E-001            NaN
  1267.09        500.000        95.8431        1.01097                 NaN            NaN            NaN  0.325353E-001            NaN  0.552664        2.48470       0.760678E-001            NaN
  1266.02        500.000        96.0439       0.959898                 NaN            NaN            NaN  0.350341E-001            NaN  0.527138        2.36178       0.722269E-001            NaN
  1264.96        500.000        96.2351       0.909267                 NaN            NaN            NaN  0.376170E-001            NaN  0.502702        2.24660       0.686944E-001            NaN
  1263.89        500.000        96.3871       0.884212                 NaN            NaN            NaN  0.316881E-001            NaN  0.483200        2.14877       0.650720E-001            NaN
  1262.82        500.000        96.5470       0.852181                 NaN            NaN            NaN  0.256864E-001            NaN  0.462679        2.05081       0.616677E-001            NaN
  1261.75        500.000        96.6930       0.818425                 NaN            NaN            NaN  0.240774E-001            NaN  0.443897        1.96195       0.586644E-001            NaN
  1260.68        500.000        96.8256       0.784973                 NaN            NaN            NaN  0.251137E-001            NaN  0.426643        1.88164       0.560674E-001            NaN
  1259.61        500.000        96.9484       0.748993                 NaN            NaN            NaN  0.289007E-001            NaN  0.410751        1.80919       0.537972E-001            NaN
  1258.55        500.000        97.0540       0.738691                 NaN            NaN            NaN  0.197852E-001            NaN  0.396256        1.74008       0.511578E-001            NaN
  1257.48        500.000        97.1715       0.706614                 NaN            NaN            NaN  0.198218E-001            NaN  0.381283        1.67194       0.488510E-001            NaN
  1256.41        500.000        97.2624       0.686419                 NaN            NaN            NaN  0.203565E-001            NaN  0.368897        1.61493       0.469497E-001            NaN
  1255.34        500.000        97.3594       0.660664                 NaN            NaN            NaN  0.208525E-001            NaN  0.356029        1.55796       0.450452E-001            NaN
  1254.27        500.000        97.4465       0.643806                 NaN            NaN            NaN  0.175023E-001            NaN  0.344354        1.50478       0.430914E-001            NaN
  1253.20        500.000        97.5334       0.621607                 NaN            NaN            NaN  0.174277E-001            NaN  0.332762        1.45343       0.413363E-001            NaN
  1252.14        500.000        97.6062       0.605651                 NaN            NaN            NaN  0.170685E-001            NaN  0.322638        1.40865       0.397863E-001            NaN
  1251.07        500.000        97.6794       0.588716                 NaN            NaN            NaN  0.159223E-001            NaN  0.312684        1.36510       0.382249E-001            NaN
  1250.00        500.000        97.7495       0.570204                 NaN            NaN            NaN  0.168666E-001            NaN  0.303025        1.32361       0.368233E-001            NaN
  1248.93        500.000        97.8167       0.557216                 NaN            NaN            NaN  0.139534E-001            NaN  0.293844        1.28305       0.352817E-001            NaN
  1247.86        500.000        97.8810       0.545230                 NaN            NaN            NaN  0.104509E-001            NaN  0.285008        1.24448       0.337912E-001            NaN
  1246.79        500.000        97.9390       0.528552                 NaN            NaN            NaN  0.126675E-001            NaN  0.276826        1.21029       0.326683E-001            NaN
  1245.73        500.000        97.9960       0.516030                 NaN            NaN            NaN  0.112881E-001            NaN  0.268961        1.17634       0.314178E-001            NaN
  1244.66        500.000        98.0523       0.485285                 NaN            NaN            NaN  0.229864E-001            NaN  0.262635        1.14633       0.304410E-001            NaN
  1243.59        500.000        98.0990       0.507220                 NaN            NaN            NaN            NaN            NaN  0.252610        1.11214       0.290576E-001            NaN
  1242.52        500.000        98.1522       0.484140                 NaN            NaN            NaN  0.565792E-002            NaN  0.246876        1.08325       0.278750E-001            NaN
  1241.45        500.000        98.2025       0.471483                 NaN            NaN            NaN  0.523983E-002            NaN  0.239936        1.05402       0.268171E-001            NaN
  1240.38        500.000        98.2424       0.465836                 NaN            NaN            NaN  0.276953E-002            NaN  0.233961        1.02919       0.257948E-001            NaN
  1239.32        500.000        98.2887       0.454729                 NaN            NaN            NaN  0.195168E-002            NaN  0.227518        1.00226       0.248135E-001            NaN
  1238.25        500.000        98.3315       0.440622                 NaN            NaN            NaN  0.447288E-002            NaN  0.222096       0.977463       0.238337E-001            NaN
  1237.18        500.000        98.3710       0.436652                 NaN            NaN            NaN  0.813361E-006            NaN  0.215504       0.953817       0.230190E-001            NaN
  1236.11        500.000        98.4099       0.426580                 NaN            NaN            NaN            NaN            NaN  0.209394       0.931808       0.223504E-001            NaN
  1235.04        500.000        98.4473       0.417369                 NaN            NaN            NaN            NaN            NaN  0.205574       0.908676       0.210964E-001            NaN
  1233.97        500.000        98.4890       0.390651                 NaN            NaN            NaN  0.122594E-001            NaN  0.202029       0.885802       0.202100E-001            NaN
  1232.90        500.000        98.5214       0.397902                 NaN            NaN            NaN            NaN            NaN  0.193673       0.867094       0.199388E-001            NaN
  1231.84        500.000        98.5557       0.388930                 NaN            NaN            NaN            NaN            NaN  0.189049       0.847207       0.191506E-001            NaN
  1230.77        500.000        98.5913       0.379364                 NaN            NaN            NaN            NaN            NaN  0.184133       0.826786       0.183822E-001            NaN
  1229.70        500.000        98.6226       0.371399                 NaN            NaN            NaN            NaN            NaN  0.179851       0.808489       0.176794E-001            NaN
  1228.63        500.000        98.6531       0.363756                 NaN            NaN            NaN  0.172155E-005            NaN  0.175572       0.790631       0.169884E-001            NaN
  1227.56        500.000        98.6811       0.356353                 NaN            NaN            NaN            NaN            NaN  0.171224       0.774935       0.164352E-001            NaN
  1226.49        500.000        98.7122       0.348413                 NaN            NaN            NaN            NaN            NaN  0.166262       0.757131       0.159699E-001            NaN
  1225.43        500.000        98.7435       0.339003                 NaN            NaN            NaN            NaN            NaN  0.162949       0.739414       0.150947E-001            NaN
  1224.36        500.000        98.7717       0.331576                 NaN            NaN            NaN            NaN            NaN  0.158757       0.723390       0.145484E-001            NaN
  1223.29        500.000        98.7971       0.325142                 NaN            NaN            NaN  0.758407E-006            NaN  0.154523       0.709069       0.141614E-001            NaN
  1222.22        500.000        98.8251       0.316960                 NaN            NaN            NaN            NaN            NaN  0.150169       0.693968       0.137912E-001            NaN
  1221.15        500.000        98.8512       0.310030                 NaN            NaN            NaN            NaN            NaN  0.147045       0.678642       0.130974E-001            NaN
  1220.08        500.000        98.8775       0.302304                 NaN            NaN            NaN  0.350078E-004            NaN  0.142398       0.664905       0.128366E-001            NaN
  1219.02        500.000        98.9010       0.295991                 NaN            NaN            NaN            NaN            NaN  0.139312       0.651414       0.123026E-001            NaN
  1217.95        500.000        98.9242       0.289936                 NaN            NaN            NaN            NaN            NaN  0.136475       0.637657       0.117245E-001            NaN
  1216.88        500.000        98.9456       0.284104                 NaN            NaN            NaN            NaN            NaN  0.133915       0.625187       0.111984E-001            NaN
  1215.81        500.000        87.2024        1.56524                 NaN            NaN            NaN            NaN            NaN   1.07736        5.06730       0.556699E-001   5.03200     
  1214.74        500.000        83.7233        1.94765                 NaN            NaN            NaN            NaN            NaN   1.36447        6.34708       0.640696E-001   6.55341     
  1213.67        500.000        81.6781        1.57512                 NaN            NaN            NaN  0.350588                 NaN   1.46882        7.25756       0.958794E-001   7.57390     
  1212.61        500.000        87.0647        1.67241                 NaN            NaN            NaN  0.380384E-005            NaN   1.08281        4.99145       0.476487E-001   5.14095     
  1211.54        500.000        85.8640        1.12700       0.541705                 NaN            NaN            NaN            NaN   1.14865        5.52260       0.600594E-001   5.73599     
  1210.47        500.000        87.1924       0.839211E-001   1.44307                 NaN            NaN            NaN            NaN   1.09069        4.96731       0.422257E-001   5.18036     
  1209.40        500.000        89.7803       0.159009        1.07474                 NaN            NaN            NaN            NaN  0.866890        3.97529       0.343865E-001   4.10941     
  1208.33        500.000        90.4822       0.858823E-001   1.14087                 NaN            NaN            NaN            NaN  0.781925        3.70381       0.370949E-001   3.76819     
  1207.26        500.000        85.8239        1.70252                 NaN            NaN            NaN            NaN            NaN   1.16593        5.51765       0.524989E-001   5.73747     
  1206.20        500.000        97.8693       0.675854E-001            NaN            NaN            NaN  0.125835                 NaN  0.192956       0.846598       0.761825E-002  0.890101     
  1205.13        500.000        93.9784       0.683198                 NaN            NaN            NaN            NaN            NaN  0.508732        2.23293       0.210265E-001   2.57567     
  1204.06        500.000        86.7394        1.64675                 NaN            NaN            NaN            NaN            NaN   1.07098        5.32963       0.499235E-001   5.16327     
  1202.99        500.000        91.8513       0.962166                 NaN            NaN            NaN            NaN            NaN  0.685397        3.18267       0.246321E-001   3.29388     
  1201.92        500.000        95.4168       0.123458                 NaN            NaN            NaN  0.112834                 NaN  0.364907        1.93045       0.266534E-001   2.02494     
  1200.85        500.000        87.7715        1.65045                 NaN            NaN            NaN            NaN            NaN   1.05963        4.69898       0.246721E-001   4.79480     
  1199.79        500.000        86.5994       0.370058        1.15876                 NaN            NaN            NaN            NaN   1.06059        5.40869       0.563838E-001   5.34609     
