|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1148.37        500.000                 NaN   11.8099                 NaN            NaN   7.45300       0.530274        40.7804        39.4264     
  1147.24        500.000                 NaN   11.8118                 NaN            NaN   7.45508       0.529434        40.7770        39.4267     
  1146.11        500.000                 NaN   6.31145        5.49435                 NaN   7.45290       0.531651        40.7839        39.4257     
  1144.98        500.000                 NaN   11.8078                 NaN            NaN   7.45502       0.530742        40.7804        39.4260     
  1143.84        500.000                 NaN   11.8180                 NaN            NaN   7.46166       0.526721        40.7661        39.4275     
  1142.71        500.000                 NaN   11.8194                 NaN            NaN   7.46342       0.526070        40.7633        39.4278     
  1141.58        500.000                 NaN   11.8157                 NaN            NaN   7.46241       0.527411        40.7674        39.4272     
  1140.45        500.000                 NaN   11.8181                 NaN            NaN   7.46471       0.526386        40.7633        39.4275     
  1139.31        500.000                 NaN   11.8253                 NaN            NaN   7.46978       0.523467        40.7528        39.4286     
  1138.18        500.000                 NaN   11.8274                 NaN            NaN   7.47196       0.522564        40.7492        39.4289     
  1137.05        500.000                 NaN   11.8260                 NaN            NaN   7.47217       0.523012        40.7502        39.4286     
  1135.92        500.000                 NaN   11.8316                 NaN            NaN   7.47641       0.520708        40.7419        39.4294     
  1134.78        500.000                 NaN   11.8316                 NaN            NaN   7.47738       0.520623        40.7410        39.4294     
  1133.65        500.000                 NaN   6.24086        5.58528                 NaN   7.47204       0.523075        40.7494        39.4293     
  1132.52        500.000                 NaN   11.8374                 NaN            NaN   7.48426       0.517548        40.7303        39.4304     
  1131.39        500.000                 NaN   11.8404                 NaN            NaN   7.48545       0.516862        40.7267        39.4306     
  1130.25        500.000                 NaN   11.8303                 NaN            NaN   7.48089       0.520654        40.7392        39.4290     
  1129.12        500.000                 NaN   11.8273                 NaN            NaN   7.48013       0.521661        40.7424        39.4285     
  1127.99        500.000                 NaN   11.8460                 NaN            NaN   7.49134       0.514398        40.7168        39.4314     
  1126.85        500.000                 NaN   11.8480                 NaN            NaN   7.49333       0.513535        40.7134        39.4317     
  1125.72        500.000                 NaN   3.33254        8.46544                 NaN   7.45589       0.532119        40.7894        39.4246     
  1124.59        500.000                 NaN   11.8536                 NaN            NaN   7.49902       0.511045        40.7038        39.4325     
  1123.46        500.000                 NaN   11.8540                 NaN            NaN   7.49943       0.510925        40.7030        39.4326     
  1122.32        500.000                 NaN   3.09066        8.71576                 NaN   7.46404       0.528562        40.7752        39.4258     
  1121.19        500.000                 NaN   3.00141        8.80803                 NaN   7.46690       0.527300        40.7702        39.4262     
  1120.06        500.000                 NaN   2.74715        9.06822                 NaN   7.47255       0.524879        40.7601        39.4271     
  1118.93        500.000                 NaN   2.65524        9.16331                 NaN   7.47550       0.523557        40.7548        39.4276     
  1117.79        500.000                 NaN   11.8651                 NaN            NaN   7.51043       0.506127        40.6842        39.4342     
  1116.66        500.000                 NaN   9.11297        2.73762                 NaN   7.50081       0.511898        40.7038        39.4329     
  1115.53        500.000                 NaN   11.8696                 NaN            NaN   7.51481       0.504170        40.6767        39.4348     
  1114.40        500.000                 NaN   7.49992        4.36010                 NaN   7.50874       0.508154        40.6894        39.4337     
  1113.26        500.000                 NaN   11.8738                 NaN            NaN   7.51901       0.502321        40.6694        39.4354     
  1112.13        500.000                 NaN   9.87314        1.99119                 NaN   7.51337       0.505815        40.6820        39.4345     
  1111.00        500.000                 NaN   11.8769                 NaN            NaN   7.52150       0.501439        40.6642        39.4360     
  1109.87        500.000                 NaN   10.0355        1.83855       0.284178E-005   7.51987       0.502750        40.6672        39.4361     
  1108.73        500.000                 NaN   10.2281        1.64869                 NaN   7.52241       0.501598        40.6627        39.4365     
  1107.60        500.000                 NaN   10.3829        1.49700       0.117169E-004   7.52518       0.500290        40.6578        39.4369     
  1106.47        500.000                 NaN   1.11358        10.7569                 NaN   7.51995       0.503186        40.6712        39.4352     
  1105.33        500.000                 NaN   1.07831        10.8024                 NaN   7.52799       0.499514        40.6551        39.4367     
  1104.20        500.000                 NaN   10.9160       0.972997                 NaN   7.53350       0.496376        40.6431        39.4380     
  1103.07        500.000                 NaN   11.1105       0.781714                 NaN   7.53617       0.495045        40.6382        39.4383     
  1101.94        500.000                 NaN   11.3282       0.567460       0.969820E-005   7.53984       0.493599        40.6321        39.4388     
  1100.80        500.000                 NaN   11.5814       0.317411       0.502044E-003   7.54254       0.491947        40.6268        39.4394     
  1099.67        500.000                 NaN   11.8248       0.785216E-001            NaN   7.54570       0.490358        40.6210        39.4397     
  1098.54        500.000                 NaN   11.8386       0.321073E-004  0.455665E-001   7.54314       0.492488        40.6280        39.4522     
  1097.41        500.000                 NaN   11.7309                 NaN  0.119919        7.53694       0.496954        40.6429        39.4723     
  1096.27        500.000                 NaN   11.6010                 NaN  0.209141        7.52889       0.502592        40.6619        39.4965     
  1095.14        500.000                 NaN   11.4324       0.253748E-004  0.324253        7.51764       0.510281        40.6880        39.5275     
  1094.01        500.000                 NaN   11.1512       0.239921E-004  0.514741        7.49704       0.523956        40.7346        39.5785     
  1092.88        500.000                 NaN  0.431888E-002   9.59632        1.54860        7.36601       0.608601        41.0230        39.8531     
  1091.74        500.000                 NaN   9.28441                 NaN   1.75828        7.33866       0.626495        41.0832        39.9090     
  1090.61        500.000                 NaN   9.09711                 NaN   1.88256        7.32269       0.637053        41.1184        39.9422     
  1089.48        500.000                 NaN   8.95443                 NaN   1.97728        7.31066       0.645071        41.1450        39.9676     
  1088.35        500.000                 NaN   8.76756                 NaN   2.09866        7.29340       0.656451        41.1843        39.9996     
  1087.21        500.000                 NaN   8.68031                 NaN   2.15674        7.28623       0.661175        41.2004        40.0152     
  1086.08        500.000                 NaN   8.59766                 NaN   2.21156        7.27949       0.665777        41.2156        40.0299     
  1084.95        500.000                 NaN   8.52907                 NaN   2.25749        7.27406       0.669502        41.2274        40.0424     
  1083.81        500.000                 NaN   8.46476                 NaN   2.30046        7.26902       0.672997        41.2387        40.0541     
  1082.68        500.000                 NaN   8.40172                 NaN   2.34253        7.26404       0.676446        41.2497        40.0655     
  1081.55        500.000                 NaN   7.60328                 NaN   2.82289        7.16183       0.740212        41.4903        40.1815     
  1080.42        500.000                 NaN   7.58057                 NaN   2.83644        7.15884       0.742068        41.4973        40.1848     
  1079.28        500.000                 NaN   8.22936                 NaN   2.45691        7.25250       0.685997        41.2788        40.0964     
  1078.15        500.000                 NaN   7.58060                 NaN   2.83643        7.15884       0.742066        41.4973        40.1848     
  1077.02        500.000                 NaN   7.52082                 NaN   2.87890        7.15686       0.744161        41.5021        40.1972     
  1075.89        500.000                 NaN   7.51980                 NaN   2.87950        7.15672       0.744249        41.5024        40.1973     
  1074.75        500.000                 NaN   7.51980                 NaN   2.87950        7.15672       0.744249        41.5024        40.1973     
  1073.62        500.000                 NaN   7.45407                 NaN   2.92561        7.15551       0.746945        41.5070        40.2108     
  1072.49        500.000                 NaN   7.45406                 NaN   2.92562        7.15551       0.746946        41.5071        40.2108     
  1071.36        500.000                 NaN   7.45407                 NaN   2.92562        7.15551       0.746945        41.5070        40.2108     
  1070.22        500.000                 NaN   7.45406                 NaN   2.92562        7.15551       0.746946        41.5071        40.2108     
  1069.09        500.000                 NaN   7.45407                 NaN   2.92562        7.15551       0.746946        41.5070        40.2108     
  1067.96        500.000                 NaN   7.35180                 NaN   2.99899        7.15122       0.750177        41.5154        40.2324     
  1066.83        500.000                 NaN   7.35180                 NaN   2.99899        7.15122       0.750177        41.5154        40.2324     
  1065.69        500.000                 NaN   7.35179                 NaN   2.99900        7.15122       0.750178        41.5154        40.2324     
  1064.56        500.000                 NaN   7.35180                 NaN   2.99899        7.15122       0.750177        41.5154        40.2324     
  1063.43        500.000                 NaN   7.30075                 NaN   3.03554        7.14973       0.751918        41.5188        40.2433     
  1062.29        500.000                 NaN   7.30075                 NaN   3.03554        7.14973       0.751918        41.5188        40.2433     
  1061.16        500.000                 NaN   7.30075                 NaN   3.03554        7.14973       0.751918        41.5188        40.2433     
  1060.03        500.000                 NaN   7.30075                 NaN   3.03554        7.14973       0.751918        41.5188        40.2433     
  1058.90        500.000                 NaN   7.30075                 NaN   3.03554        7.14973       0.751918        41.5188        40.2433     
  1057.76        500.000                 NaN   7.30075                 NaN   3.03554        7.14973       0.751918        41.5188        40.2433     
  1056.63        500.000                 NaN   7.30075                 NaN   3.03555        7.14973       0.751918        41.5188        40.2433     
  1055.50        500.000                 NaN   7.15917                 NaN   3.13737        7.14602       0.756628        41.5270        40.2738     
  1054.37        500.000                 NaN   7.15917                 NaN   3.13737        7.14602       0.756628        41.5270        40.2738     
  1053.23        500.000                 NaN   7.15917                 NaN   3.13737        7.14602       0.756628        41.5270        40.2738     
  1052.10        500.000                 NaN   7.15916                 NaN   3.13738        7.14602       0.756629        41.5270        40.2738     
  1050.97        500.000                 NaN   7.15917                 NaN   3.13737        7.14602       0.756628        41.5270        40.2738     
  1049.84        500.000                 NaN   7.15916                 NaN   3.13738        7.14602       0.756629        41.5270        40.2738     
  1048.70        500.000                 NaN   7.15916                 NaN   3.13738        7.14602       0.756629        41.5270        40.2738     
  1047.57        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1046.44        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1045.31        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1044.17        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1043.04        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1041.91        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1040.77        500.000                 NaN   7.07600                 NaN   3.19796        7.14442       0.759175        41.5301        40.2923     
  1039.64        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1038.51        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1037.38        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1036.24        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1035.11        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1033.98        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1032.85        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1031.71        500.000                 NaN   6.99866                 NaN   3.25468        7.14332       0.761444        41.5320        40.3099     
  1030.58        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1029.45        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1028.32        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1027.18        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1026.05        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1024.92        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1023.79        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1022.65        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1021.52        500.000                 NaN   6.89358                 NaN   3.33270        7.14256       0.764272        41.5324        40.3345     
  1020.39        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1019.25        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1018.12        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1016.99        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1015.86        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1014.72        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1013.59        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1012.46        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1011.33        500.000                 NaN   6.82996                 NaN   3.38049        7.14259       0.765832        41.5313        40.3498     
  1010.19        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1009.06        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1007.93        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1006.80        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1005.66        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1004.53        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1003.40        500.000                 NaN   6.77097                 NaN   3.42542        7.14312       0.767111        41.5289        40.3645     
  1002.27        500.000                 NaN   6.71646                 NaN   3.46758        7.14409       0.768129        41.5252        40.3785     
  1001.13        500.000                 NaN   6.71646                 NaN   3.46758        7.14409       0.768129        41.5252        40.3785     
  1000.00        500.000                 NaN   6.71646                 NaN   3.46758        7.14409       0.768129        41.5252        40.3785     
