|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1308.08        500.000        99.3513       0.317455                 NaN  0.871967E-001  0.214481       0.295841E-001            NaN            NaN
  1306.94        500.000        99.3588       0.312996                 NaN  0.869640E-001  0.212074       0.291443E-001            NaN            NaN
  1305.81        500.000        99.3627       0.312385                 NaN  0.852423E-001  0.210881       0.287434E-001            NaN            NaN
  1304.68        500.000        99.3753       0.305820                 NaN  0.846056E-001  0.206239       0.280708E-001            NaN            NaN
  1303.55        500.000        99.3808       0.303237                 NaN  0.836727E-001  0.204553       0.277541E-001            NaN            NaN
  1302.41        500.000        99.3879       0.299756                 NaN  0.826912E-001  0.202289       0.273291E-001            NaN            NaN
  1301.28        500.000        99.3947       0.296270                 NaN  0.821184E-001  0.200009       0.268965E-001            NaN            NaN
  1300.15        500.000        99.4012       0.293327                 NaN  0.812890E-001  0.197722       0.264773E-001            NaN            NaN
  1299.01        500.000        99.4081       0.290156                 NaN  0.802235E-001  0.195429       0.260554E-001            NaN            NaN
  1297.88        500.000        99.4143       0.286699                 NaN  0.797868E-001  0.193515       0.256682E-001            NaN            NaN
  1296.75        500.000        99.4227       0.283157                 NaN  0.783932E-001  0.190579       0.252174E-001            NaN            NaN
  1295.62        500.000        99.4273       0.282115                 NaN  0.769326E-001  0.188812       0.248144E-001            NaN            NaN
  1294.48        500.000        99.4337       0.279220                 NaN  0.760107E-001  0.186663       0.244229E-001            NaN            NaN
  1293.35        500.000        99.4399       0.276455                 NaN  0.750853E-001  0.184502       0.240307E-001            NaN            NaN
  1292.22        500.000        99.4460       0.273329                 NaN  0.745242E-001  0.182503       0.236737E-001            NaN            NaN
  1291.09        500.000        99.4522       0.271254                 NaN  0.729669E-001  0.180285       0.232599E-001            NaN            NaN
  1289.95        500.000        99.4576       0.269432                 NaN  0.716659E-001  0.178390       0.228779E-001            NaN            NaN
  1288.82        500.000        99.4637       0.266640                 NaN  0.709023E-001  0.176284       0.225102E-001            NaN            NaN
  1287.69        500.000        99.4696       0.264748                 NaN  0.692454E-001  0.174261       0.221193E-001            NaN            NaN
  1286.56        500.000        99.4751       0.261570                 NaN  0.691390E-001  0.172360       0.218013E-001            NaN            NaN
  1285.42        500.000        99.4805       0.260573                 NaN  0.671263E-001  0.170438       0.214079E-001            NaN            NaN
  1284.29        500.000        99.4857       0.256281                 NaN  0.677090E-001  0.169119       0.211911E-001            NaN            NaN
  1283.16        500.000        99.4924       0.255733                 NaN  0.652722E-001  0.166004       0.206366E-001            NaN            NaN
  1282.03        500.000        99.4971       0.252741                 NaN  0.650356E-001  0.164705       0.203986E-001            NaN            NaN
  1280.89        500.000        99.5028       0.250289                 NaN  0.639331E-001  0.162879       0.200605E-001            NaN            NaN
  1279.76        500.000        99.5076       0.248392                 NaN  0.629615E-001  0.161270       0.197427E-001            NaN            NaN
  1278.63        500.000        99.5127       0.247336                 NaN  0.615152E-001  0.159118       0.193723E-001            NaN            NaN
  1277.49        500.000        99.5181       0.244428                 NaN  0.602059E-001  0.158157       0.191475E-001            NaN            NaN
  1276.36        500.000        98.6455       0.401187                 NaN  0.850566E-001  0.257100       0.360971E-001  0.575096                 NaN
  1275.23        500.000        92.2268        1.56622                 NaN  0.259985       0.999181       0.161261        4.78654                 NaN
  1274.10        500.000        92.8643        1.46172                 NaN  0.228601       0.921675       0.146591        4.37711                 NaN
  1272.96        500.000        93.4223        1.36567                 NaN  0.203316       0.853675       0.133969        4.02106                 NaN
  1271.83        500.000        93.8903        1.28383                 NaN  0.183659       0.796254       0.123448        3.72248                 NaN
  1270.70        500.000        94.3146        1.21061                 NaN  0.163113       0.744210       0.113835        3.45362                 NaN
  1269.57        500.000        94.6727        1.15342                 NaN  0.143513       0.699847       0.105553        3.22494                 NaN
  1268.43        500.000        94.9956        1.09229                 NaN  0.131479       0.659910       0.984566E-001   3.02227                 NaN
  1267.30        500.000        95.2787        1.04356                 NaN  0.117672       0.624596       0.919917E-001   2.84353                 NaN
  1266.17        500.000        95.5336       0.995619                 NaN  0.108057       0.592597       0.863708E-001   2.68373                 NaN
  1265.04        500.000        95.7637       0.953163                 NaN  0.984565E-001  0.563653       0.812391E-001   2.53974                 NaN
  1263.90        500.000        95.9733       0.915079                 NaN  0.889231E-001  0.537138       0.765223E-001   2.40900                 NaN
  1262.77        500.000        96.1606       0.877264                 NaN  0.836222E-001  0.513190       0.724528E-001   2.29283                 NaN
  1261.64        500.000        96.3217       0.844901                 NaN  0.754953E-001  0.493071       0.689123E-001   2.19595                 NaN
  1260.51        500.000        96.5111       0.815603                 NaN  0.684068E-001  0.467801       0.644604E-001   2.07260                 NaN
  1259.37        500.000        96.6416       0.783550                 NaN  0.659480E-001  0.451288       0.618023E-001   1.99578                 NaN
  1258.24        500.000        96.7728       0.781435                 NaN  0.360765E-001  0.435471       0.578554E-001   1.91633                 NaN
  1257.11        500.000        96.9155       0.734451                 NaN  0.560208E-001  0.414452       0.556775E-001   1.82390                 NaN
  1255.97        500.000        97.0199       0.704639                 NaN  0.556436E-001  0.401647       0.535721E-001   1.76464                 NaN
  1254.84        500.000        97.1305       0.682553                 NaN  0.514494E-001  0.386989       0.510887E-001   1.69738                 NaN
  1253.71        500.000        97.2334       0.661429                 NaN  0.480137E-001  0.373278       0.488061E-001   1.63508                 NaN
  1252.58        500.000        97.3272       0.639922                 NaN  0.471536E-001  0.360597       0.468042E-001   1.57833                 NaN
  1251.44        500.000        97.4199       0.622355                 NaN  0.425831E-001  0.348196       0.446837E-001   1.52230                 NaN
  1250.31        500.000        97.5038       0.604554                 NaN  0.402128E-001  0.336728       0.428326E-001   1.47184                 NaN
  1249.18        500.000        97.5880       0.587889                 NaN  0.364764E-001  0.325386       0.409028E-001   1.42138                 NaN
  1248.05        500.000        97.6599       0.573271                 NaN  0.344069E-001  0.315433       0.392801E-001   1.37776                 NaN
  1246.91        500.000        97.7310       0.556338                 NaN  0.338257E-001  0.305601       0.377535E-001   1.33553                 NaN
  1245.78        500.000        97.7999       0.541923                 NaN  0.314521E-001  0.295969       0.362099E-001   1.29456                 NaN
  1244.65        500.000        97.8656       0.529769                 NaN  0.280827E-001  0.286990       0.346607E-001   1.25491                 NaN
  1243.52        500.000        97.9289       0.517559                 NaN  0.249330E-001  0.278203       0.331428E-001   1.21731                 NaN
  1242.38        500.000        97.9856       0.506479                 NaN  0.223462E-001  0.270140       0.318800E-001   1.18354                 NaN
  1241.25        500.000        98.0405       0.493836                 NaN  0.218987E-001  0.262280       0.306463E-001   1.15079                 NaN
  1240.12        500.000        98.0968       0.485504                 NaN  0.167071E-001  0.254536       0.292369E-001   1.11717                 NaN
  1238.99        500.000        98.1448       0.472506                 NaN  0.179657E-001  0.247528       0.282419E-001   1.08898                 NaN
  1237.85        500.000        98.1946       0.462939                 NaN  0.154396E-001  0.240465       0.270751E-001   1.05950                 NaN
  1236.72        500.000        98.2407       0.454497                 NaN  0.129506E-001  0.233895       0.259726E-001   1.03201                 NaN
  1235.59        500.000        98.2841       0.442685                 NaN  0.137281E-001  0.227790       0.250318E-001   1.00667                 NaN
  1234.45        500.000        98.3284       0.440336                 NaN  0.666645E-002  0.221063       0.238455E-001  0.979697                 NaN
  1233.32        500.000        98.3698       0.430442                 NaN  0.621106E-002  0.215271       0.229132E-001  0.955383                 NaN
  1232.19        500.000        97.2907       0.692393                 NaN  0.305658E-001  0.388078       0.432032E-001   1.55505                 NaN
  1231.06        500.000        98.3249       0.458355                 NaN  0.187097E-002  0.217003       0.250157E-001  0.972822                 NaN
  1229.92        500.000        98.4986                 NaN            NaN  0.138765       0.132621       0.406056E-001   1.18939                 NaN
  1228.79        500.000        98.0414       0.651609                 NaN            NaN  0.292553       0.916094E-002   1.00527                 NaN
  1227.66        500.000        99.4141       0.174756       0.736764E-001            NaN  0.799443E-001  0.144259E-001  0.243140                 NaN
  1226.53        500.000        97.9739       0.786772E-001  0.351393                 NaN  0.110778       0.338760E-001   1.45138                 NaN
  1225.39        500.000        99.4758       0.289049                 NaN  0.800094E-006  0.235128                 NaN            NaN            NaN
  1224.26        500.000        98.8992       0.293284                 NaN            NaN  0.131239                 NaN  0.676283                 NaN
  1223.13        500.000        98.8826       0.180373       0.143093                 NaN  0.135027       0.800048E-002  0.650901                 NaN
  1222.00        500.000        98.7707       0.282175                 NaN  0.283905E-001  0.170039       0.137312E-001  0.734987                 NaN
  1220.86        500.000        97.8166                 NaN            NaN  0.354984       0.352997       0.225383E-001   1.45290                 NaN
  1219.73        500.000        94.7903        1.17428       0.359352                 NaN  0.591463       0.743110E-001   3.01026                 NaN
  1218.60        500.000        99.8867       0.236436E-001            NaN            NaN  0.118749E-001  0.227089E-002  0.712915E-001  0.426252E-002
  1217.47        500.000        99.9928                 NaN            NaN  0.650505E-003  0.964735E-003            NaN  0.327522E-002  0.232209E-002
  1216.33        500.000        99.9935       0.307194E-003            NaN            NaN  0.921142E-003            NaN  0.329242E-002  0.194352E-002
  1215.20        500.000        99.9950       0.925220E-003            NaN            NaN  0.705872E-003            NaN  0.341318E-002            NaN
  1214.07        500.000        99.9869       0.481749E-002            NaN            NaN  0.107614E-002  0.817811E-005  0.723510E-002            NaN
  1212.93        500.000        98.7007       0.157235                 NaN            NaN  0.104632       0.626893E-002  0.510821       0.520390     
  1211.80        500.000        72.2109        3.24815                 NaN            NaN   2.29014       0.122796        10.9422        11.1858     
  1210.67        500.000        83.0048        1.99172                 NaN            NaN   1.42325       0.685676E-001   6.67238        6.83926     
  1209.54        500.000       100.0000       0.160936E-005            NaN  0.222055E-005  0.275379E-005            NaN  0.133760E-004  0.146311E-004
  1208.40        500.000        99.9990       0.806909E-004            NaN  0.230034E-004  0.831974E-004  0.524477E-005  0.401759E-003  0.417938E-003
  1207.27        500.000        71.8456        2.32858       0.961732                 NaN   2.30419       0.114654        11.0188        11.4265     
  1206.14        500.000        92.1832       0.563955                 NaN  0.202515       0.677291       0.306989E-001   3.10955        3.23279     
  1205.01        500.000        93.1826       0.940570                 NaN            NaN  0.534816       0.316797E-001   2.67722        2.63308     
  1203.87        500.000        87.9119       0.985824       0.467720                 NaN  0.987444       0.426818E-001   4.69611        4.90835     
  1202.74        500.000        87.2898        1.66600                 NaN            NaN   1.08911       0.303117E-001   4.86747        5.05726     
  1201.61        500.000        93.2311                 NaN            NaN  0.351595       0.581936       0.347098E-001   2.81767        2.98304     
  1200.48        500.000        76.9407        1.98046       0.546015                 NaN   1.76971       0.988124E-001   9.03339        9.63088     
  1199.34        500.000        99.6131                 NaN            NaN  0.846247E-001  0.488753E-001  0.308921E-002  0.234395       0.159454E-001
  1198.21        500.000        91.3135       0.866174       0.127606                 NaN  0.687608       0.321475E-001   3.45102        3.52197     
  1197.08        500.000        99.6988       0.124164                 NaN  0.635159E-001  0.110229       0.330228E-002            NaN            NaN
  1195.95        500.000        95.7172       0.113032                 NaN  0.100856       0.331793       0.248789E-001   2.32608        1.38613     
  1194.81        500.000        88.1242        1.29023       0.117522                 NaN  0.853724       0.355477E-001   4.41424        5.16457     
  1193.68        500.000        97.4971                 NaN            NaN  0.134870       0.231807       0.215372E-001  0.768648        1.34605     
  1192.55        500.000        99.6098       0.210905                 NaN            NaN  0.387438E-001  0.890702E-003  0.139701                 NaN
  1191.41        500.000        90.2515       0.847820       0.134928                 NaN  0.693104       0.283976E-001   4.53023        3.51404     
  1190.28        500.000        62.8744        1.73533        1.65141                 NaN   2.71587       0.119054        15.7862        15.1177     
  1189.15        500.000                 NaN  0.714035E-001   8.54994                 NaN   7.14534       0.313782        43.0268        40.8927     
  1188.02        500.000                 NaN  0.435298E-001   8.57891                 NaN   7.14726       0.313384        43.0232        40.8937     
  1186.88        500.000                 NaN  0.969156E-002   8.61441                 NaN   7.14931       0.312940        43.0190        40.8947     
  1185.75        500.000                 NaN  0.274205E-001   8.59753                 NaN   7.15106       0.312577        43.0157        40.8957     
  1184.62        500.000                 NaN   8.62433                 NaN            NaN   7.15191       0.312701        43.0150        40.8961     
  1183.49        500.000                 NaN  0.110663        8.51658                 NaN   7.15452       0.311847        43.0088        40.8976     
  1182.35        500.000                 NaN  0.156012        8.47250                 NaN   7.15626       0.311476        43.0052        40.8985     
  1181.22        500.000                 NaN  0.201031        8.42864                 NaN   7.15799       0.311107        43.0017        40.8995     
  1180.09        500.000                 NaN  0.247695        8.38315                 NaN   7.15972       0.310737        42.9982        40.9005     
  1178.96        500.000                 NaN  0.295994        8.33602                 NaN   7.16145       0.310366        42.9947        40.9014     
  1177.82        500.000                 NaN  0.345834        8.28737                 NaN   7.16318       0.309993        42.9912        40.9024     
  1176.69        500.000                 NaN  0.397884        8.23650                 NaN   7.16491       0.309619        42.9877        40.9033     
  1175.56        500.000                 NaN  0.451366        8.18421                 NaN   7.16664       0.309244        42.9842        40.9043     
  1174.43        500.000                 NaN  0.507253        8.12953                 NaN   7.16837       0.308868        42.9807        40.9053     
  1173.29        500.000                 NaN  0.565300        8.07268       0.165619E-005   7.17009       0.308491        42.9772        40.9063     
  1172.16        500.000                 NaN   8.64063                 NaN            NaN   7.17354       0.307719        42.9707        40.9075     
  1171.03        500.000                 NaN  0.686830        7.95358       0.166778E-005   7.17355       0.307732        42.9701        40.9082     
  1169.89        500.000                 NaN  0.751154        7.89048       0.165348E-005   7.17528       0.307350        42.9666        40.9092     
  1168.76        500.000                 NaN  0.817591        7.82527       0.164405E-005   7.17700       0.306968        42.9630        40.9101     
  1167.63        500.000                 NaN  0.885217        7.75878       0.166506E-005   7.17872       0.306589        42.9596        40.9111     
  1166.50        500.000                 NaN  0.958153        7.68719                 NaN   7.18046       0.306199        42.9559        40.9121     
  1165.36        500.000                 NaN   1.03155        7.61505                 NaN   7.18218       0.305813        42.9523        40.9131     
  1164.23        500.000                 NaN   1.10859        7.53925                 NaN   7.18391       0.305427        42.9488        40.9140     
  1163.10        500.000                 NaN   1.18832        7.46079                 NaN   7.18563       0.305038        42.9452        40.9150     
  1161.97        500.000                 NaN   1.27092        7.37944                 NaN   7.18735       0.304650        42.9416        40.9160     
  1160.83        500.000                 NaN   1.35605        7.29558                 NaN   7.18908       0.304259        42.9380        40.9170     
  1159.70        500.000                 NaN   8.63358                 NaN            NaN   7.17894       0.307911        42.9671        40.9125     
  1158.57        500.000                 NaN   1.53587        7.11832                 NaN   7.19252       0.303477        42.9308        40.9190     
  1157.44        500.000                 NaN   1.63103        7.02444                 NaN   7.19425       0.303084        42.9272        40.9200     
  1156.30        500.000                 NaN   8.65920                 NaN            NaN   7.19885       0.301983        42.9186        40.9213     
  1155.17        500.000                 NaN   8.66061                 NaN            NaN   7.20073       0.301551        42.9148        40.9223     
  1154.04        500.000                 NaN   8.65019                 NaN            NaN   7.19713       0.303591        42.9309        40.9182     
