|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1568.11        2500.00                 NaN   99.7626       0.219206       0.181582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.53        2500.00                 NaN   99.3682       0.585223       0.465328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00                 NaN   99.3673       0.588210       0.445248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00                 NaN   99.3886       0.564194       0.472290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00                 NaN   99.3857       0.569843       0.444129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00                 NaN   99.3903       0.566311       0.433502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00                 NaN   99.3947       0.563261       0.420756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00                 NaN   99.3972       0.561522       0.412864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00                 NaN   99.4071       0.552902       0.399992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00                 NaN   99.4093       0.550898       0.398015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00                 NaN   99.3825       0.534974       0.825750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00                 NaN   99.4475       0.552333       0.128554E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00                 NaN   99.4222       0.549268       0.284933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00                 NaN   99.4272       0.536026       0.368068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00                 NaN   99.4311       0.533407       0.354484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00                 NaN   99.4368       0.528890       0.343325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00                 NaN   99.1340       0.783265       0.827403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00                 NaN   99.9187       0.811545E-001  0.172111E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00                 NaN   99.2794       0.704131       0.164862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00                 NaN   99.4516       0.517184       0.311829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00                 NaN   99.4564       0.511792       0.318026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00                 NaN   99.4591       0.511833       0.290557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00                 NaN   99.4246       0.388426       0.154366E-001  0.171557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00                 NaN   99.3039       0.256155E-001            NaN  0.670471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00                 NaN   99.2679       0.694211E-001            NaN  0.662688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00                 NaN   99.3433                 NaN  0.883989E-004  0.656635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00                 NaN   99.3018                 NaN            NaN  0.698185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00                 NaN   99.3036                 NaN            NaN  0.696447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00                 NaN   99.3015                 NaN  0.543861E-004  0.698418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00                 NaN   99.2994                 NaN            NaN  0.700555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00                 NaN   99.2970                 NaN            NaN  0.703031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00                 NaN   99.2923                 NaN            NaN  0.707711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00                 NaN   99.2921                 NaN            NaN  0.707874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00                 NaN   99.2850                 NaN            NaN  0.715002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00                 NaN   99.2802                 NaN            NaN  0.719750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00                 NaN   99.2683                 NaN            NaN  0.731654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00                 NaN   99.0288                 NaN            NaN  0.560519       0.410719                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00                 NaN   98.8662                 NaN            NaN  0.697761       0.435992                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00                 NaN   98.8779                 NaN            NaN  0.692504       0.429562                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00                 NaN   98.8912                 NaN            NaN  0.682933       0.425866                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00                 NaN   98.9063                 NaN            NaN  0.419977       0.673683                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00                 NaN   98.9152                 NaN            NaN  0.669729       0.415033                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00                 NaN   98.9274                 NaN            NaN  0.660895       0.411714                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00                 NaN   98.9405                 NaN            NaN  0.406267       0.653243                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00                 NaN   98.9499                 NaN            NaN  0.648410       0.401737                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00                 NaN   98.9603                 NaN            NaN  0.397919       0.641742                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00                 NaN   98.9733                 NaN            NaN  0.634524       0.392225                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00                 NaN   98.9836                 NaN            NaN  0.627358       0.389051                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00                 NaN   98.4197                 NaN            NaN  0.593852       0.986481                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00                 NaN   99.7323                 NaN            NaN  0.102070       0.165609                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00                 NaN   98.8639                 NaN            NaN  0.703047       0.433077                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00                 NaN   99.0242                 NaN            NaN  0.604198       0.371569                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00                 NaN   99.0327                 NaN            NaN  0.598357       0.368956                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00                 NaN   99.0426                 NaN            NaN  0.364444       0.592977                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00                 NaN   99.0516                 NaN            NaN  0.359919       0.588454                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00                 NaN   99.0598                 NaN            NaN  0.584461       0.355724                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00                 NaN   99.0688                 NaN            NaN  0.578130       0.353101                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00                 NaN   99.0773                 NaN            NaN  0.348319       0.574381                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00                 NaN   99.0861                 NaN            NaN  0.568033       0.345865                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00                 NaN   99.0920                 NaN            NaN  0.565078       0.342902                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00                 NaN   99.1027                 NaN            NaN  0.338158       0.559164                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00                 NaN   99.1614                 NaN            NaN  0.523353       0.315210                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00                 NaN   99.0670                 NaN            NaN  0.581495       0.351459                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00                 NaN   99.1266                 NaN  0.229631E-003  0.545865       0.327344                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00                 NaN   99.1334                 NaN            NaN  0.324869       0.541746                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00                 NaN   99.2667                 NaN            NaN  0.461436       0.271884                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00                 NaN   99.0187                 NaN            NaN  0.613398       0.367879                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00                 NaN   99.0214                 NaN  0.117497E-001  0.631486       0.335393                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00                 NaN   99.2951                 NaN            NaN  0.263230       0.441658                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00                 NaN   99.1682                 NaN            NaN  0.308606       0.523192                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00                 NaN   98.0485                 NaN            NaN  0.628367       0.774507       0.548581                 NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00                 NaN   97.5072                 NaN  0.721260E-001  0.896584       0.691345       0.832730                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00                 NaN   97.5247                 NaN  0.193775       0.714735       0.713830       0.852970                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00                 NaN   97.5803                 NaN  0.207821       0.702934       0.671060       0.837883                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00                 NaN   97.6445                 NaN  0.203909       0.650343       0.685439       0.815765                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00                 NaN   97.6978                 NaN  0.202159       0.672231       0.629544       0.798277                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00                 NaN   97.7538                 NaN  0.199611       0.657493       0.609393       0.779689                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00                 NaN   97.8034                 NaN  0.197858       0.591642       0.643592       0.763536                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00                 NaN   97.8572                 NaN  0.194898       0.572728       0.629899       0.745257                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00                 NaN   97.9061                 NaN  0.192897       0.555864       0.616273       0.728840                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00                 NaN   97.9530                 NaN  0.190677       0.603900       0.539189       0.713248                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00                 NaN   97.9929                 NaN  0.189457       0.522905       0.594861       0.699876                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00                 NaN   98.0436                 NaN  0.186510       0.505691       0.581710       0.682505                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00                 NaN   98.0860                 NaN  0.184316       0.492625       0.568777       0.668281                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00                 NaN   98.1238                 NaN  0.182919       0.559163       0.478306       0.655821                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00                 NaN   98.1628                 NaN  0.180973       0.464884       0.548567       0.642729                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00                 NaN   98.2000                 NaN  0.179344       0.538363       0.452117       0.630143                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00                 NaN   98.2382                 NaN  0.178492       0.437326       0.527793       0.618210                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00                 NaN   98.2776                 NaN  0.173974       0.516966       0.428211       0.603232                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00                 NaN   98.3090                 NaN  0.174041       0.414554       0.509077       0.593303                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00                 NaN   98.3404                 NaN  0.172216       0.502414       0.402602       0.582320                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00                 NaN   98.3739                 NaN  0.171070       0.391753       0.492215       0.571062                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00                 NaN   98.4017                 NaN  0.169724       0.484537       0.382254       0.561790                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00                 NaN   98.4164                 NaN  0.170671       0.371775       0.484106       0.557023                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00                 NaN   98.4801                 NaN  0.163563       0.360545       0.461861       0.533889                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00                 NaN   98.4918                 NaN  0.164655       0.460649       0.352100       0.530820                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00                 NaN   98.5192                 NaN  0.163345       0.342411       0.453662       0.521372                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00                 NaN   98.5451                 NaN  0.161958       0.333928       0.446434       0.512548                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00                 NaN   98.5721                 NaN  0.160730       0.324912       0.438736       0.503561                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00                 NaN   98.5990                 NaN  0.158813       0.316257       0.432294       0.493647                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00                 NaN   98.6220                 NaN  0.157666       0.425793       0.308403       0.486185                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00                 NaN   98.6452                 NaN  0.156401       0.419817       0.300503       0.478084                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00                 NaN   98.6685                 NaN  0.154917       0.413691       0.292914       0.469941                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00                 NaN   98.6917                 NaN  0.153454       0.285977       0.407010       0.461872                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00                 NaN   98.7130                 NaN  0.152332       0.277985       0.402203       0.454444                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00                 NaN   98.7335                 NaN  0.151095       0.271215       0.396692       0.447541                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00                 NaN   98.7573                 NaN  0.149262       0.389316       0.265220       0.438929                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00                 NaN   98.7712                 NaN  0.149330       0.384530       0.259772       0.435202                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00                 NaN   98.8013                 NaN  0.131825       0.275300       0.371522       0.420100                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00                 NaN   98.8151                 NaN  0.159702       0.380890       0.222629       0.421726                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00                 NaN   98.8292                 NaN  0.145057       0.239432       0.372548       0.413799                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00                 NaN   98.8529                 NaN  0.142094       0.236248       0.363521       0.405281                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00                 NaN   98.8692                 NaN  0.141532       0.229891       0.359720       0.399671                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00                 NaN   98.8874                 NaN  0.140321       0.224518       0.354532       0.393236                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00                 NaN   98.9041                 NaN  0.138954       0.349866       0.219751       0.387303                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00                 NaN   98.9193                 NaN  0.137915       0.347440       0.213423       0.381916                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00                 NaN   98.9369                 NaN  0.135965       0.340926       0.210549       0.375657                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00                 NaN   98.9522                 NaN  0.134712       0.206502       0.336566       0.370001                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00                 NaN   98.9682                 NaN  0.133483       0.201054       0.332819       0.364402                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00                 NaN   98.9830                 NaN  0.132364       0.196845       0.328495       0.359251                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.9973                 NaN  0.130482       0.195547       0.322648       0.354030                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00                 NaN   99.0129                 NaN  0.128884       0.189763       0.320491       0.347999                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00                 NaN   99.0264                 NaN  0.127913       0.186005       0.316271       0.343432                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00                 NaN   99.0406                 NaN  0.126450       0.182800       0.311863       0.338261                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00                 NaN   99.0244                 NaN  0.836061E-001  0.305909       0.238984       0.340854       0.626562E-002            NaN            NaN            NaN            NaN
  1370.30        2500.00                 NaN   98.9953                 NaN  0.204693E-001  0.324548       0.297643       0.346508       0.155052E-001            NaN            NaN            NaN            NaN
  1368.72        2500.00                 NaN   99.0143                 NaN  0.240981E-001  0.292411       0.314545       0.340050       0.146413E-001            NaN            NaN            NaN            NaN
  1367.14        2500.00                 NaN   99.0324                 NaN  0.273601E-001  0.287056       0.305514       0.333891       0.137921E-001            NaN            NaN            NaN            NaN
  1365.55        2500.00                 NaN   99.0501                 NaN  0.304649E-001  0.282248       0.296528       0.327671       0.129600E-001            NaN            NaN            NaN            NaN
  1363.97        2500.00                 NaN   99.0671                 NaN  0.341576E-001  0.278342       0.286282       0.321952       0.121594E-001            NaN            NaN            NaN            NaN
  1362.39        2500.00                 NaN   99.0829                 NaN  0.369118E-001  0.273877       0.278447       0.316441       0.113842E-001            NaN            NaN            NaN            NaN
  1360.81        2500.00                 NaN   99.1005                 NaN  0.404202E-001  0.269441       0.268717       0.310372       0.105385E-001            NaN            NaN            NaN            NaN
  1359.22        2500.00                 NaN   99.1153                 NaN  0.436765E-001  0.265797       0.260125       0.305342       0.979261E-002            NaN            NaN            NaN            NaN
  1357.64        2500.00                 NaN   99.1306                 NaN  0.469586E-001  0.261716       0.251625       0.300112       0.899841E-002            NaN            NaN            NaN            NaN
  1356.06        2500.00                 NaN   99.1452                 NaN  0.504225E-001  0.258315       0.242724       0.295141       0.822704E-002            NaN            NaN            NaN            NaN
  1354.48        2500.00                 NaN   99.1599                 NaN  0.532625E-001  0.254805       0.234656       0.289932       0.747432E-002            NaN            NaN            NaN            NaN
  1352.89        2500.00                 NaN   99.1743                 NaN  0.595209E-001  0.221171       0.253183       0.285365       0.646234E-002            NaN            NaN            NaN            NaN
  1351.31        2500.00                 NaN   99.1866                 NaN  0.569140E-001  0.222813       0.247137       0.280329       0.622784E-002            NaN            NaN            NaN            NaN
  1349.73        2500.00                 NaN   99.2005                 NaN  0.631490E-001  0.209675       0.245428       0.276027       0.523310E-002            NaN            NaN            NaN            NaN
  1348.15        2500.00                 NaN   99.2136                 NaN  0.659374E-001  0.242428       0.202140       0.271301       0.455873E-002            NaN            NaN            NaN            NaN
  1346.56        2500.00                 NaN   99.2261                 NaN  0.691388E-001  0.239595       0.194315       0.267014       0.384722E-002            NaN            NaN            NaN            NaN
  1344.98        2500.00                 NaN   99.2380                 NaN  0.724289E-001  0.186122       0.237287       0.263027       0.316330E-002            NaN            NaN            NaN            NaN
  1343.40        2500.00                 NaN   99.2504                 NaN  0.752503E-001  0.235318       0.178245       0.258337       0.242649E-002            NaN            NaN            NaN            NaN
  1341.82        2500.00                 NaN   99.2619                 NaN  0.787713E-001  0.170456       0.232666       0.254536       0.170402E-002            NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.2733                 NaN  0.820282E-001  0.230577       0.162544       0.250552       0.973443E-003            NaN            NaN            NaN            NaN
  1338.65        2500.00                 NaN   99.2841                 NaN  0.850554E-001  0.228678       0.155079       0.246746       0.307034E-003            NaN            NaN            NaN            NaN
  1337.07        2500.00                 NaN   99.2890                 NaN  0.768150E-001  0.223836       0.164824       0.244290       0.120349E-002            NaN            NaN            NaN            NaN
  1335.49        2500.00                 NaN   99.3024                 NaN  0.844120E-001  0.149683       0.223404       0.240095                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00                 NaN   99.3101                 NaN  0.814275E-001  0.218796       0.152937       0.236776                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00                 NaN   99.3171                 NaN  0.799468E-001  0.216518       0.152367       0.234055                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00                 NaN   99.3263                 NaN  0.852382E-001  0.220027       0.136513       0.231926                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00                 NaN   99.3305                 NaN  0.691959E-001  0.203946       0.169012       0.227390                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00                 NaN   99.3384                 NaN  0.742929E-001  0.154009       0.207663       0.225595                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00                 NaN   99.3460                 NaN  0.722647E-001  0.156128       0.202871       0.222740                 NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00                 NaN   99.3530                 NaN  0.704961E-001  0.156121       0.200459       0.219878                 NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00                 NaN   99.3593                 NaN  0.684750E-001  0.197317       0.157565       0.217375                 NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00                 NaN   99.3657                 NaN  0.663661E-001  0.193289       0.159803       0.214806                 NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00                 NaN   99.3723                 NaN  0.646637E-001  0.160278       0.190576       0.212163                 NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00                 NaN   99.3785                 NaN  0.628001E-001  0.187269       0.161740       0.209738                 NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00                 NaN   99.3842                 NaN  0.606715E-001  0.184141       0.163633       0.207400                 NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00                 NaN   99.3903                 NaN  0.584619E-001  0.166730       0.179559       0.204915                 NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00                 NaN   99.3953                 NaN  0.564725E-001  0.176103       0.169188       0.202974                 NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00                 NaN   99.4019                 NaN  0.544338E-001  0.171663       0.171763       0.200234                 NaN            NaN            NaN            NaN            NaN
