|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1602.81        2500.00                 NaN   99.2175       0.688474       0.939820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00                 NaN   99.2254       0.682570       0.920044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00                 NaN   99.2334       0.675150       0.914492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00                 NaN   99.2402       0.671156       0.886568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00                 NaN   99.1448       0.755094       0.100127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00                 NaN   99.3570       0.568332       0.746594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00                 NaN   99.2640       0.647614       0.883850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00                 NaN   99.2711       0.644679       0.841711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00                 NaN   99.2770       0.639818       0.831809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.2838       0.634516       0.816430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00                 NaN   99.2894       0.629676       0.809441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN   99.2951       0.624987       0.799593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00                 NaN   99.3057       0.615755       0.785085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN   99.3112       0.612279       0.765560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00                 NaN   99.3136       0.608679       0.777488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00                 NaN   99.3273       0.597616       0.750560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00                 NaN   99.2970       0.625769       0.772594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.4538       0.485720       0.604603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00                 NaN   99.2533       0.665901       0.808203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00                 NaN   98.9750       0.880151       0.144856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00                 NaN   99.7235       0.273680       0.280617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00                 NaN   99.3642       0.574291       0.615048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00                 NaN   99.3644       0.568127       0.674601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00                 NaN   99.3680       0.565450       0.665241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00                 NaN   99.3687       0.567575       0.637641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00                 NaN   99.3843       0.552020       0.636355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00                 NaN   99.3837       0.552400       0.639050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00                 NaN   99.3904       0.548182       0.613739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00                 NaN   99.3950       0.543975       0.610408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00                 NaN   99.3969       0.543353       0.597190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00                 NaN   99.4064       0.534714       0.588767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00                 NaN   99.4091       0.532890       0.580273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00                 NaN   99.4138       0.528737       0.574682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00                 NaN   99.4190       0.524514       0.565123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00                 NaN   99.4230       0.520757       0.562672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00                 NaN   99.4250       0.520988       0.540611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00                 NaN   99.4352       0.510510       0.542652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00                 NaN   99.4362       0.511320       0.524993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00                 NaN   99.4403       0.508350       0.513580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.4437       0.505948       0.503214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00                 NaN   99.4471       0.504143       0.487427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00                 NaN   99.4532       0.497958       0.488373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00                 NaN   99.4554       0.495356       0.492680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00                 NaN   99.2362       0.690285       0.734818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00                 NaN   99.6987       0.275791       0.254780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00                 NaN   99.6656       0.291861       0.194566E-001  0.231051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00                 NaN   99.2616       0.676520       0.618965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00                 NaN   99.4738       0.483191       0.430326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00                 NaN   99.4799       0.476340       0.437960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.4829       0.476519       0.405739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00                 NaN   99.4739       0.436755       0.353916E-001  0.539086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.3404                 NaN  0.129194E-003  0.659491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00                 NaN   99.3452                 NaN  0.847031E-002  0.646328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00                 NaN   99.3449                 NaN  0.722089E-002  0.647929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.3447                 NaN  0.425124E-003  0.654917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00                 NaN   99.3443                 NaN            NaN  0.655652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.3439                 NaN            NaN  0.656078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00                 NaN   99.3438                 NaN            NaN  0.656173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00                 NaN   99.3420                 NaN            NaN  0.657988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00                 NaN   99.3403                 NaN  0.263342E-003  0.659442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00                 NaN   99.3388                 NaN            NaN  0.661200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00                 NaN   99.3371                 NaN            NaN  0.662921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00                 NaN   98.6589                 NaN            NaN   1.34108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00                 NaN   99.3250                 NaN            NaN  0.675027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00                 NaN   99.3316                 NaN            NaN  0.668421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00                 NaN   99.2950                 NaN            NaN  0.704980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00                 NaN   99.2979                 NaN            NaN  0.702127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00                 NaN   99.2826                 NaN            NaN  0.717371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00                 NaN   99.2206                 NaN            NaN  0.111047       0.668372                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00                 NaN   98.9470                 NaN            NaN  0.738070       0.314976                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00                 NaN   98.9494                 NaN            NaN  0.757692       0.292899                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00                 NaN   98.9563                 NaN            NaN  0.753757       0.289895                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   98.9658                 NaN            NaN  0.288627       0.745598                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN   98.9751                 NaN            NaN  0.739174       0.285764                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00                 NaN   98.9852                 NaN            NaN  0.732016       0.282784                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00                 NaN   98.9939                 NaN            NaN  0.726862       0.279222                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00                 NaN   99.0090                 NaN            NaN  0.276795       0.714249                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00                 NaN   99.0033                 NaN            NaN  0.720066       0.276610                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00                 NaN   99.0218                 NaN            NaN  0.705335       0.272846                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00                 NaN   99.0282                 NaN            NaN  0.271230       0.700539                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00                 NaN   99.0491                 NaN            NaN  0.686524       0.264328                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00                 NaN   99.0226                 NaN            NaN  0.268067       0.709375                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00                 NaN   99.0581                 NaN            NaN  0.261133       0.680770                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00                 NaN   99.0591                 NaN            NaN  0.260907       0.679961                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.0724                 NaN            NaN  0.671034       0.256609                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00                 NaN   99.0651                 NaN            NaN  0.677396       0.257526                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00                 NaN   99.0805                 NaN            NaN  0.254074       0.665471                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00                 NaN   99.0866                 NaN  0.213078E-003  0.249895       0.663265                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00                 NaN   99.0932                 NaN            NaN  0.657954       0.248827                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   99.0989                 NaN            NaN  0.246424       0.654717                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00                 NaN   99.1072                 NaN            NaN  0.649822       0.242960                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00                 NaN   99.1118                 NaN            NaN  0.647142       0.241045                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00                 NaN   99.1177                 NaN            NaN  0.643129       0.239150                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        2500.00                 NaN   99.1227                 NaN            NaN  0.235233       0.642047                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.71        2500.00                 NaN   97.2795                 NaN  0.585299E-001  0.801710       0.954412                 NaN  0.905860                 NaN            NaN            NaN            NaN
  1450.12        2500.00                 NaN   96.1403                 NaN            NaN   1.20877        1.21908                 NaN   1.35383       0.780488E-001            NaN            NaN            NaN
  1448.53        2500.00                 NaN   95.7987                 NaN            NaN   1.23615        1.35994                 NaN   1.49580       0.109412                 NaN            NaN            NaN
  1446.94        2500.00                 NaN   96.0029                 NaN            NaN   1.29517        1.17452                 NaN   1.42387       0.103511                 NaN            NaN            NaN
  1445.35        2500.00                 NaN   96.2035                 NaN            NaN   1.23104        1.11462                 NaN   1.35311       0.977257E-001            NaN            NaN            NaN
  1443.76        2500.00                 NaN   96.3750                 NaN            NaN   1.17610        1.06364                 NaN   1.29253       0.927696E-001            NaN            NaN            NaN
  1442.17        2500.00                 NaN   96.5315                 NaN            NaN   1.12711        1.01603                 NaN   1.23723       0.881365E-001            NaN            NaN            NaN
  1440.58        2500.00                 NaN   96.6843                 NaN            NaN   1.07714       0.971851                 NaN   1.18291       0.837743E-001            NaN            NaN            NaN
  1438.99        2500.00                 NaN   96.8205                 NaN            NaN   1.03349       0.931170                 NaN   1.13493       0.798790E-001            NaN            NaN            NaN
  1437.39        2500.00                 NaN   96.9484                 NaN            NaN  0.894096       0.992018                 NaN   1.08933       0.761770E-001            NaN            NaN            NaN
  1435.80        2500.00                 NaN   97.0681                 NaN            NaN  0.953501       0.858607                 NaN   1.04709       0.726687E-001            NaN            NaN            NaN
  1434.21        2500.00                 NaN   97.1778                 NaN            NaN  0.826931       0.917628                 NaN   1.00814       0.694967E-001            NaN            NaN            NaN
  1432.62        2500.00                 NaN   97.2800                 NaN            NaN  0.796257       0.885311                 NaN  0.971834       0.665664E-001            NaN            NaN            NaN
  1431.03        2500.00                 NaN   97.3790                 NaN            NaN  0.852026       0.768759                 NaN  0.936596       0.636465E-001            NaN            NaN            NaN
  1429.44        2500.00                 NaN   97.4681                 NaN            NaN  0.823000       0.743094                 NaN  0.904690       0.611061E-001            NaN            NaN            NaN
  1427.85        2500.00                 NaN   97.5543                 NaN            NaN  0.718885       0.794165                 NaN  0.874062       0.585962E-001            NaN            NaN            NaN
  1426.26        2500.00                 NaN   97.6343                 NaN            NaN  0.769333       0.694725                 NaN  0.845391       0.562836E-001            NaN            NaN            NaN
  1424.67        2500.00                 NaN   97.7097                 NaN            NaN  0.674440       0.743353                 NaN  0.818470       0.540257E-001            NaN            NaN            NaN
  1423.08        2500.00                 NaN   97.7816                 NaN            NaN  0.653540       0.720314                 NaN  0.792635       0.519293E-001            NaN            NaN            NaN
  1421.49        2500.00                 NaN   97.8492                 NaN            NaN  0.635039       0.697218                 NaN  0.768656       0.499187E-001            NaN            NaN            NaN
  1419.90        2500.00                 NaN   97.9096                 NaN            NaN  0.616364       0.678853                 NaN  0.747001       0.482249E-001            NaN            NaN            NaN
  1418.31        2500.00                 NaN   97.9791                 NaN            NaN  0.654256       0.598789                 NaN  0.721682       0.461632E-001            NaN            NaN            NaN
  1416.72        2500.00                 NaN   98.0323                 NaN            NaN  0.583822       0.636391                 NaN  0.702873       0.446083E-001            NaN            NaN            NaN
  1415.13        2500.00                 NaN   98.0875                 NaN            NaN  0.568207       0.618221                 NaN  0.683022       0.430546E-001            NaN            NaN            NaN
  1413.54        2500.00                 NaN   98.1393                 NaN            NaN  0.599425       0.555613                 NaN  0.664189       0.414232E-001            NaN            NaN            NaN
  1411.95        2500.00                 NaN   98.1744                 NaN            NaN  0.588191       0.544125                 NaN  0.652663       0.406357E-001            NaN            NaN            NaN
  1410.36        2500.00                 NaN   98.2553                 NaN            NaN  0.524134       0.561268                 NaN  0.621318       0.380099E-001            NaN            NaN            NaN
  1408.77        2500.00                 NaN   98.2832                 NaN            NaN  0.515281       0.551985                 NaN  0.612322       0.372117E-001            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.3255                 NaN            NaN  0.503219       0.538110                 NaN  0.597180       0.359453E-001            NaN            NaN            NaN
  1405.58        2500.00                 NaN   98.3704                 NaN            NaN  0.492716       0.521687                 NaN  0.580555       0.346191E-001            NaN            NaN            NaN
  1403.99        2500.00                 NaN   98.4056                 NaN            NaN  0.481524       0.511322                 NaN  0.568035       0.335570E-001            NaN            NaN            NaN
  1402.40        2500.00                 NaN   98.4486                 NaN            NaN  0.471958       0.495007                 NaN  0.552176       0.322806E-001            NaN            NaN            NaN
  1400.81        2500.00                 NaN   98.4830                 NaN            NaN  0.482889       0.463141                 NaN  0.539750       0.312156E-001            NaN            NaN            NaN
  1399.22        2500.00                 NaN   98.5181                 NaN            NaN  0.471097       0.453729                 NaN  0.526899       0.301925E-001            NaN            NaN            NaN
  1397.63        2500.00                 NaN   98.5520                 NaN            NaN  0.445126       0.459106                 NaN  0.514623       0.291173E-001            NaN            NaN            NaN
  1396.04        2500.00                 NaN   98.5843                 NaN            NaN  0.437352       0.447436                 NaN  0.502781       0.281203E-001            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.6157                 NaN            NaN  0.436328       0.429502                 NaN  0.491344       0.271505E-001            NaN            NaN            NaN
  1392.86        2500.00                 NaN   98.6455                 NaN            NaN  0.426126       0.421744                 NaN  0.480404       0.262405E-001            NaN            NaN            NaN
  1391.27        2500.00                 NaN   98.6743                 NaN            NaN  0.415897       0.414462                 NaN  0.469907       0.253961E-001            NaN            NaN            NaN
  1389.68        2500.00                 NaN   98.7025                 NaN            NaN  0.407516       0.406024                 NaN  0.459504       0.244768E-001            NaN            NaN            NaN
  1388.09        2500.00                 NaN   98.7296                 NaN            NaN  0.400759       0.396417                 NaN  0.449558       0.236687E-001            NaN            NaN            NaN
  1386.50        2500.00                 NaN   98.7555                 NaN            NaN  0.386955       0.394665                 NaN  0.440045       0.228638E-001            NaN            NaN            NaN
  1384.91        2500.00                 NaN   98.7801                 NaN            NaN  0.378014       0.388931                 NaN  0.430932       0.220420E-001            NaN            NaN            NaN
  1383.32        2500.00                 NaN   98.8039                 NaN            NaN  0.369545       0.383034                 NaN  0.422164       0.213128E-001            NaN            NaN            NaN
  1381.73        2500.00                 NaN   98.8277                 NaN            NaN  0.378007       0.360321                 NaN  0.413415       0.205116E-001            NaN            NaN            NaN
  1380.14        2500.00                 NaN   98.8503                 NaN            NaN  0.372225       0.352639                 NaN  0.405038       0.198410E-001            NaN            NaN            NaN
  1378.55        2500.00                 NaN   98.8712                 NaN            NaN  0.344309       0.368236                 NaN  0.397230       0.190642E-001            NaN            NaN            NaN
  1376.95        2500.00                 NaN   98.8920                 NaN            NaN  0.336530       0.363705                 NaN  0.389451       0.183512E-001            NaN            NaN            NaN
  1375.36        2500.00                 NaN   98.9134                 NaN            NaN  0.358416       0.328900                 NaN  0.381505       0.177423E-001            NaN            NaN            NaN
  1373.77        2500.00                 NaN   98.9332                 NaN            NaN  0.354018       0.321470                 NaN  0.374177       0.170972E-001            NaN            NaN            NaN
  1372.18        2500.00                 NaN   98.9521                 NaN            NaN  0.314456       0.349774                 NaN  0.367196       0.165011E-001            NaN            NaN            NaN
  1370.59        2500.00                 NaN   98.9697                 NaN            NaN  0.307614       0.346149                 NaN  0.360617       0.158932E-001            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.9891                 NaN            NaN  0.342042       0.300257                 NaN  0.353398       0.152375E-001            NaN            NaN            NaN
  1367.41        2500.00                 NaN   99.0055                 NaN            NaN  0.293295       0.339437                 NaN  0.347139       0.146333E-001            NaN            NaN            NaN
  1365.82        2500.00                 NaN   99.0226                 NaN            NaN  0.286566       0.335995                 NaN  0.340807       0.140800E-001            NaN            NaN            NaN
  1364.23        2500.00                 NaN   99.0375                 NaN            NaN  0.280134       0.333596                 NaN  0.335265       0.134597E-001            NaN            NaN            NaN
  1362.64        2500.00                 NaN   99.0554                 NaN            NaN  0.274345       0.329008                 NaN  0.328294       0.129283E-001            NaN            NaN            NaN
  1361.05        2500.00                 NaN   99.0698                 NaN            NaN  0.326326       0.268364                 NaN  0.323041       0.124665E-001            NaN            NaN            NaN
  1359.46        2500.00                 NaN   99.0848                 NaN            NaN  0.262064       0.323859                 NaN  0.317377       0.118928E-001            NaN            NaN            NaN
  1357.87        2500.00                 NaN   99.0993                 NaN            NaN  0.255928       0.321499                 NaN  0.311935       0.113752E-001            NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.1132                 NaN            NaN  0.249804       0.319395                 NaN  0.306737       0.108812E-001            NaN            NaN            NaN
  1354.69        2500.00                 NaN   99.1269                 NaN            NaN  0.316469       0.244850                 NaN  0.301454       0.103679E-001            NaN            NaN            NaN
  1353.10        2500.00                 NaN   99.1400                 NaN            NaN  0.239085       0.314470                 NaN  0.296494       0.990647E-002            NaN            NaN            NaN
  1351.51        2500.00                 NaN   99.1527                 NaN            NaN  0.313489       0.232741                 NaN  0.291647       0.937473E-002            NaN            NaN            NaN
  1349.92        2500.00                 NaN   99.1652                 NaN            NaN  0.311273       0.227695                 NaN  0.286873       0.892306E-002            NaN            NaN            NaN
  1348.33        2500.00                 NaN   99.1770                 NaN            NaN  0.310164       0.222063                 NaN  0.282345       0.840254E-002            NaN            NaN            NaN
  1346.73        2500.00                 NaN   99.1889                 NaN            NaN  0.216981       0.308251                 NaN  0.277831       0.798930E-002            NaN            NaN            NaN
  1345.14        2500.00                 NaN   99.2005                 NaN            NaN  0.211904       0.306675                 NaN  0.273412       0.754823E-002            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.2114                 NaN            NaN  0.206447       0.305850                 NaN  0.269195       0.708398E-002            NaN            NaN            NaN
  1341.96        2500.00                 NaN   99.2221                 NaN            NaN  0.201489       0.304659                 NaN  0.265140       0.665360E-002            NaN            NaN            NaN
  1340.37        2500.00                 NaN   99.2330                 NaN            NaN  0.303931       0.195693                 NaN  0.261106       0.627108E-002            NaN            NaN            NaN
  1338.78        2500.00                 NaN   99.2435                 NaN            NaN  0.190626       0.303257                 NaN  0.256862       0.579137E-002            NaN            NaN            NaN
  1337.19        2500.00                 NaN   99.2528                 NaN            NaN  0.185772       0.302537                 NaN  0.253469       0.546551E-002            NaN            NaN            NaN
  1335.60        2500.00                 NaN   99.2630                 NaN            NaN  0.179949       0.302848                 NaN  0.249264       0.492211E-002            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.2718                 NaN            NaN  0.301678       0.175828                 NaN  0.246020       0.463738E-002            NaN            NaN            NaN
  1332.42        2500.00                 NaN   99.2811                 NaN            NaN  0.302826       0.169635                 NaN  0.242323       0.412389E-002            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.2895                 NaN            NaN  0.164364       0.303361                 NaN  0.239077       0.372887E-002            NaN            NaN            NaN
  1329.24        2500.00                 NaN   99.2982                 NaN            NaN  0.159164       0.303752                 NaN  0.235567       0.332355E-002            NaN            NaN            NaN
  1327.65        2500.00                 NaN   99.3064                 NaN            NaN  0.304204       0.154039                 NaN  0.232443       0.295299E-002            NaN            NaN            NaN
  1326.06        2500.00                 NaN   99.3147                 NaN            NaN  0.304985       0.148562                 NaN  0.229183       0.257420E-002            NaN            NaN            NaN
  1324.47        2500.00                 NaN   99.3223                 NaN            NaN  0.306692       0.142697                 NaN  0.226158       0.214900E-002            NaN            NaN            NaN
  1322.88        2500.00                 NaN   99.3302                 NaN            NaN  0.308099       0.136863                 NaN  0.223097       0.178020E-002            NaN            NaN            NaN
  1321.29        2500.00                 NaN   99.3376                 NaN            NaN  0.309330       0.131479                 NaN  0.220192       0.141660E-002            NaN            NaN            NaN
  1319.70        2500.00                 NaN   99.3448                 NaN            NaN  0.312228       0.124632                 NaN  0.217313       0.101775E-002            NaN            NaN            NaN
  1318.11        2500.00                 NaN   99.3515                 NaN            NaN  0.118234       0.314980                 NaN  0.214646       0.646466E-003            NaN            NaN            NaN
  1316.51        2500.00                 NaN   99.3586                 NaN            NaN  0.111853       0.317427                 NaN  0.211802       0.287682E-003            NaN            NaN            NaN
  1314.92        2500.00                 NaN   99.3654                 NaN            NaN  0.320154       0.105195                 NaN  0.209241                 NaN            NaN            NaN            NaN
