|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18435        6.48607                 NaN   7.24667       0.292165        42.7584        41.0323     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04141        6.63368                 NaN   7.25170       0.290854        42.7474        41.0350     
  1110.28        500.000                 NaN            NaN            NaN            NaN   1.19755                 NaN            NaN            NaN   6.55102       0.519594E-002            NaN   6.98571       0.386138        43.3483        41.5261     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.15686        1.56030                 NaN   7.28661       0.281290        42.6692        41.0457     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31140        1.40820       0.353842E-002   7.29048       0.279837        42.6578        41.0487     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03023        7.68331                 NaN   7.28598       0.281301        42.6709        41.0483     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.82641       0.905476       0.265301E-002   7.30198       0.276609        42.6329        41.0539     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17647       0.564201                 NaN   7.30806       0.274864        42.6198        41.0566     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53605       0.211513                 NaN   7.31479       0.272856        42.6055        41.0593     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.75311                 NaN            NaN   7.31976       0.271436        42.5937        41.0620     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.75711                 NaN            NaN   7.32427       0.270305        42.5838        41.0645     
  1087.72        500.000                 NaN            NaN            NaN            NaN  0.836363                 NaN            NaN            NaN   7.31516       0.208313E-005            NaN   7.15738       0.330260        42.9444        41.4165     
  1085.21        500.000                 NaN            NaN            NaN            NaN   1.08369                 NaN            NaN            NaN  0.488293E-004   6.88380                 NaN   7.10453       0.349393        43.0570        41.5216     
  1082.71        500.000                 NaN            NaN            NaN            NaN   1.20543                 NaN            NaN            NaN  0.334909E-001   6.63784                 NaN   7.07880       0.358823        43.1112        41.5744     
  1080.20        500.000                 NaN            NaN            NaN            NaN   1.29789                 NaN            NaN            NaN   6.50968                 NaN            NaN   7.05962       0.365978        43.1519        41.6149     
  1077.69        500.000                 NaN            NaN            NaN            NaN   1.23489                 NaN            NaN            NaN   6.62728                 NaN            NaN   7.07824       0.359338        43.1083        41.5919     
  1075.19        500.000                 NaN            NaN            NaN            NaN   1.40690                 NaN            NaN            NaN   6.32209                 NaN            NaN   7.03841       0.373883        43.1937        41.6650     
  1072.68        500.000                 NaN            NaN            NaN            NaN   1.44808                 NaN            NaN            NaN   6.25119                 NaN            NaN   7.03081       0.376785        43.2086        41.6845     
  1070.18        500.000                 NaN            NaN            NaN            NaN   1.48438                 NaN            NaN            NaN   6.18924                 NaN            NaN   7.02437       0.379270        43.2208        41.7019     
  1067.67        500.000                 NaN            NaN            NaN            NaN   1.51961                 NaN            NaN            NaN   6.12890                 NaN            NaN   7.01858       0.381831        43.2322        41.7189     
  1065.16        500.000                 NaN            NaN            NaN            NaN   1.54857                 NaN            NaN            NaN   6.08021                 NaN            NaN   7.01331       0.383579        43.2410        41.7333     
  1062.66        500.000                 NaN            NaN            NaN            NaN   1.57763                 NaN            NaN            NaN   6.03091                 NaN            NaN   7.00839       0.385511        43.2498        41.7478     
  1060.15        500.000                 NaN            NaN            NaN            NaN   1.60487                 NaN            NaN            NaN   5.98478                 NaN            NaN   7.00387       0.387304        43.2577        41.7614     
  1057.64        500.000                 NaN            NaN            NaN            NaN   1.63068                 NaN            NaN            NaN   5.94104                 NaN            NaN   6.99962       0.388996        43.2651        41.7745     
  1055.14        500.000                 NaN            NaN            NaN            NaN   1.65470                 NaN            NaN            NaN   5.90063                 NaN            NaN   6.99577       0.390530        43.2715        41.7869     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.67698                 NaN            NaN            NaN   5.86327                 NaN            NaN   6.99239       0.391925        43.2769        41.7985     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.69778                 NaN            NaN            NaN   5.82857                 NaN            NaN   6.98909       0.393186        43.2818        41.8096     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.71843                 NaN            NaN            NaN   5.79398                 NaN            NaN   6.98616       0.394483        43.2864        41.8205     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.73805                 NaN            NaN            NaN   5.76135                 NaN            NaN   6.98336       0.395641        43.2905        41.8311     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.90438                 NaN            NaN            NaN   5.41263                 NaN            NaN   6.91711       0.419135        43.4556        41.8911     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.90428                 NaN            NaN            NaN   5.41234                 NaN            NaN   6.91705       0.419117        43.4544        41.8928     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.90419                 NaN            NaN            NaN   5.41205                 NaN            NaN   6.91699       0.419100        43.4532        41.8945     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.90410                 NaN            NaN            NaN   5.41176                 NaN            NaN   6.91692       0.419083        43.4520        41.8962     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.90400                 NaN            NaN            NaN   5.41147                 NaN            NaN   6.91686       0.419066        43.4508        41.8978     
  1030.08        500.000                 NaN            NaN            NaN            NaN   1.90391                 NaN            NaN            NaN   5.41119                 NaN            NaN   6.91680       0.419048        43.4495        41.8995     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.90381                 NaN            NaN            NaN   5.41090                 NaN            NaN   6.91673       0.419031        43.4483        41.9012     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.90372                 NaN            NaN            NaN   5.41061                 NaN            NaN   6.91667       0.419014        43.4471        41.9029     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.90363                 NaN            NaN            NaN   5.41032                 NaN            NaN   6.91661       0.418997        43.4459        41.9045     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.90353                 NaN            NaN            NaN   5.41004                 NaN            NaN   6.91654       0.418980        43.4447        41.9062     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.90344                 NaN            NaN            NaN   5.40975                 NaN            NaN   6.91648       0.418963        43.4435        41.9079     
  1015.04        500.000                 NaN            NaN            NaN            NaN   1.90334                 NaN            NaN            NaN   5.40946                 NaN            NaN   6.91642       0.418946        43.4423        41.9095     
  1012.53        500.000                 NaN            NaN            NaN            NaN   1.90325                 NaN            NaN            NaN   5.40917                 NaN            NaN   6.91636       0.418929        43.4411        41.9112     
  1010.03        500.000                 NaN            NaN            NaN            NaN   1.90316                 NaN            NaN            NaN   5.40889                 NaN            NaN   6.91629       0.418912        43.4399        41.9129     
  1007.52        500.000                 NaN            NaN            NaN            NaN   1.90306                 NaN            NaN            NaN   5.40860                 NaN            NaN   6.91623       0.418895        43.4387        41.9145     
  1005.01        500.000                 NaN            NaN            NaN            NaN   1.90297                 NaN            NaN            NaN   5.40831                 NaN            NaN   6.91617       0.418878        43.4375        41.9162     
  1002.51        500.000                 NaN            NaN            NaN            NaN   1.90288                 NaN            NaN            NaN   5.40803                 NaN            NaN   6.91611       0.418861        43.4363        41.9179     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.90278                 NaN            NaN            NaN   5.40774                 NaN            NaN   6.91605       0.418844        43.4351        41.9195     
