|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1535.05        500.000                 NaN            NaN            NaN   99.3023       0.675692       0.219755E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        500.000                 NaN            NaN            NaN   99.3003       0.676906       0.228321E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        500.000                 NaN            NaN            NaN   99.3103       0.669834       0.198804E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        500.000                 NaN            NaN            NaN   99.3122       0.670305       0.174781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        500.000                 NaN            NaN            NaN   99.3162       0.666673       0.171431E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        500.000                 NaN            NaN            NaN   99.3217       0.661901       0.163709E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        500.000                 NaN            NaN            NaN   99.3253       0.660463       0.142337E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        500.000                 NaN            NaN            NaN   99.1667       0.814717       0.185542E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000                 NaN            NaN            NaN   99.5000       0.490883       0.913072E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        500.000                 NaN            NaN            NaN   99.3388       0.646146       0.150913E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN            NaN            NaN   99.3447       0.649013       0.626569E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        500.000                 NaN            NaN            NaN   99.3468       0.645723       0.745398E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000                 NaN            NaN            NaN   99.3524       0.639148       0.841330E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        500.000                 NaN            NaN            NaN   99.3589       0.620364       0.207528E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        500.000                 NaN            NaN            NaN   99.3583       0.606251       0.354696E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        500.000                 NaN            NaN            NaN   99.3745       0.567857       0.576197E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        500.000                 NaN            NaN            NaN   99.4334       0.566559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        500.000                 NaN            NaN            NaN   99.3026       0.697388       0.361704E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN            NaN            NaN   98.7208        1.27919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        500.000                 NaN            NaN            NaN   99.8922       0.107807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        500.000                 NaN            NaN            NaN   99.5513       0.439244       0.950303E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        500.000                 NaN            NaN            NaN   99.3869       0.551794       0.613380E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        500.000                 NaN            NaN            NaN   99.3910       0.609028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        500.000                 NaN            NaN            NaN   99.3934       0.606620       0.130217E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        500.000                 NaN            NaN            NaN   99.3985       0.601467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        500.000                 NaN            NaN            NaN   99.4034       0.596562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        500.000                 NaN            NaN            NaN   99.4044       0.595591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        500.000                 NaN            NaN            NaN   99.4090       0.590959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        500.000                 NaN            NaN            NaN   99.4130       0.587013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        500.000                 NaN            NaN            NaN   99.4116       0.588439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        500.000                 NaN            NaN            NaN   99.4186       0.581419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        500.000                 NaN            NaN            NaN   99.4216       0.578377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        500.000                 NaN            NaN            NaN   99.4246       0.575392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000                 NaN            NaN            NaN   99.4261       0.573875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        500.000                 NaN            NaN            NaN   98.7993        1.18757       0.131144E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        500.000                 NaN            NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        500.000                 NaN            NaN            NaN   99.5037       0.496335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        500.000                 NaN            NaN            NaN   99.8896       0.110432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        500.000                 NaN            NaN            NaN   98.9899        1.01012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        500.000                 NaN            NaN            NaN   99.4438       0.556230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        500.000                 NaN            NaN            NaN   99.4466       0.553438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        500.000                 NaN            NaN            NaN   99.4490       0.550794       0.201278E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        500.000                 NaN            NaN            NaN   99.4517       0.548252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        500.000                 NaN            NaN            NaN   99.4515       0.548484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        500.000                 NaN            NaN            NaN   99.4557       0.544319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        500.000                 NaN            NaN            NaN   99.4579       0.542098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        500.000                 NaN            NaN            NaN   99.4584       0.541639       0.208188E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        500.000                 NaN            NaN            NaN   99.4636       0.536378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        500.000                 NaN            NaN            NaN   99.4634       0.536596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        500.000                 NaN            NaN            NaN   99.4656       0.534411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000                 NaN            NaN            NaN   99.0445       0.955509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        500.000                 NaN            NaN            NaN   99.8903       0.109701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        500.000                 NaN            NaN            NaN   99.1287       0.426123                 NaN  0.445179                 NaN            NaN            NaN            NaN            NaN
  1456.72        500.000                 NaN            NaN            NaN   98.8968       0.348033                 NaN  0.755140                 NaN            NaN            NaN            NaN            NaN
  1455.24        500.000                 NaN            NaN            NaN   98.8995       0.345557                 NaN  0.754965                 NaN            NaN            NaN            NaN            NaN
  1453.76        500.000                 NaN            NaN            NaN   98.9236       0.337508                 NaN  0.738902                 NaN            NaN            NaN            NaN            NaN
  1452.28        500.000                 NaN            NaN            NaN   98.9242       0.336107                 NaN  0.739739                 NaN            NaN            NaN            NaN            NaN
  1450.80        500.000                 NaN            NaN            NaN   98.9329       0.331783                 NaN  0.735316                 NaN            NaN            NaN            NaN            NaN
  1449.33        500.000                 NaN            NaN            NaN   98.9456       0.327515                 NaN  0.726850                 NaN            NaN            NaN            NaN            NaN
  1447.85        500.000                 NaN            NaN            NaN   98.9512       0.325418                 NaN  0.723336                 NaN            NaN            NaN            NaN            NaN
  1446.37        500.000                 NaN            NaN            NaN   98.9614       0.321383                 NaN  0.717224                 NaN            NaN            NaN            NaN            NaN
  1444.89        500.000                 NaN            NaN            NaN   98.9686       0.317711                 NaN  0.713674                 NaN            NaN            NaN            NaN            NaN
  1443.41        500.000                 NaN            NaN            NaN   98.9797       0.313376                 NaN  0.706929                 NaN            NaN            NaN            NaN            NaN
  1441.94        500.000                 NaN            NaN            NaN   98.9853       0.310325                 NaN  0.704380                 NaN            NaN            NaN            NaN            NaN
  1440.46        500.000                 NaN            NaN            NaN   98.9951       0.306514                 NaN  0.698413                 NaN            NaN            NaN            NaN            NaN
  1438.98        500.000                 NaN            NaN            NaN   98.9974       0.273562                 NaN  0.385435E-001  0.690499                 NaN            NaN            NaN            NaN
  1437.50        500.000                 NaN            NaN            NaN   98.9833       0.769570E-001            NaN  0.653927       0.285836                 NaN            NaN            NaN            NaN
  1436.02        500.000                 NaN            NaN            NaN   98.9827       0.765935E-001            NaN  0.644077       0.296627                 NaN            NaN            NaN            NaN
  1434.55        500.000                 NaN            NaN            NaN   98.9877                 NaN            NaN  0.632463       0.379877                 NaN            NaN            NaN            NaN
  1433.07        500.000                 NaN            NaN            NaN   98.9937                 NaN            NaN  0.629355       0.376973                 NaN            NaN            NaN            NaN
  1431.59        500.000                 NaN            NaN            NaN   99.0046                 NaN  0.110031E-005  0.373249       0.622199                 NaN            NaN            NaN            NaN
  1430.11        500.000                 NaN            NaN            NaN   99.0110                 NaN  0.171124E-005  0.370019       0.618942                 NaN            NaN            NaN            NaN
  1428.63        500.000                 NaN            NaN            NaN   99.0158                 NaN            NaN  0.367926       0.616322                 NaN            NaN            NaN            NaN
  1427.16        500.000                 NaN            NaN            NaN   99.0225                 NaN            NaN  0.364862       0.612592                 NaN            NaN            NaN            NaN
  1425.68        500.000                 NaN            NaN            NaN   99.0293                 NaN            NaN  0.361520       0.609218                 NaN            NaN            NaN            NaN
  1424.20        500.000                 NaN            NaN            NaN   99.0375                 NaN            NaN  0.358764       0.603779                 NaN            NaN            NaN            NaN
  1422.72        500.000                 NaN            NaN            NaN   99.0427                 NaN            NaN  0.355852       0.601403                 NaN            NaN            NaN            NaN
  1421.24        500.000                 NaN            NaN            NaN   98.9806                 NaN            NaN  0.605240       0.385139       0.289796E-001            NaN            NaN            NaN
  1419.76        500.000                 NaN            NaN            NaN   97.4285                 NaN            NaN  0.776704        1.10262       0.692207                 NaN            NaN            NaN
  1418.29        500.000                 NaN            NaN            NaN   97.4736                 NaN            NaN  0.763514        1.08314       0.679721                 NaN            NaN            NaN
  1416.81        500.000                 NaN            NaN            NaN   97.5277                 NaN            NaN   1.05950       0.748481       0.664322                 NaN            NaN            NaN
  1415.33        500.000                 NaN            NaN            NaN   97.5716                 NaN            NaN  0.735733        1.04055       0.652151                 NaN            NaN            NaN
  1413.85        500.000                 NaN            NaN            NaN   97.6150                 NaN            NaN  0.723355        1.02167       0.639930                 NaN            NaN            NaN
  1412.37        500.000                 NaN            NaN            NaN   97.6560                 NaN            NaN  0.710689        1.00467       0.628666                 NaN            NaN            NaN
  1410.90        500.000                 NaN            NaN            NaN   97.6984                 NaN            NaN  0.698361       0.986455       0.616743                 NaN            NaN            NaN
  1409.42        500.000                 NaN            NaN            NaN   97.7388                 NaN            NaN  0.969240       0.686977       0.605016                 NaN            NaN            NaN
  1407.94        500.000                 NaN            NaN            NaN   97.7758                 NaN            NaN  0.676308       0.953197       0.594742                 NaN            NaN            NaN
  1406.46        500.000                 NaN            NaN            NaN   97.8085                 NaN            NaN  0.940375       0.665843       0.585265                 NaN            NaN            NaN
  1404.98        500.000                 NaN            NaN            NaN   97.8377                 NaN  0.205691       0.704557       0.647335       0.604722                 NaN            NaN            NaN
  1403.51        500.000                 NaN            NaN            NaN   97.8688                 NaN  0.228485       0.701318       0.602438       0.598958                 NaN            NaN            NaN
  1402.03        500.000                 NaN            NaN            NaN   97.9004                 NaN  0.231994       0.583224       0.693978       0.590393                 NaN            NaN            NaN
  1400.55        500.000                 NaN            NaN            NaN   97.9363                 NaN  0.234300       0.564791       0.683879       0.580686                 NaN            NaN            NaN
  1399.07        500.000                 NaN            NaN            NaN   97.9667                 NaN  0.237878       0.546781       0.676165       0.572499                 NaN            NaN            NaN
  1397.59        500.000                 NaN            NaN            NaN   97.9965                 NaN  0.241201       0.669318       0.528628       0.564364                 NaN            NaN            NaN
  1396.12        500.000                 NaN            NaN            NaN   98.0286                 NaN  0.243795       0.661378       0.510593       0.555611                 NaN            NaN            NaN
  1394.64        500.000                 NaN            NaN            NaN   98.0589                 NaN  0.247173       0.653394       0.492958       0.547579                 NaN            NaN            NaN
  1393.16        500.000                 NaN            NaN            NaN   98.0867                 NaN  0.250385       0.476230       0.646664       0.540027                 NaN            NaN            NaN
  1391.68        500.000                 NaN            NaN            NaN   98.0846                 NaN  0.262990       0.650978       0.459479       0.541965                 NaN            NaN            NaN
  1390.20        500.000                 NaN            NaN            NaN   98.1712                 NaN  0.247983       0.620814       0.444736       0.515306                 NaN            NaN            NaN
  1388.73        500.000                 NaN            NaN            NaN   98.1700                 NaN  0.259648       0.626371       0.426462       0.517530                 NaN            NaN            NaN
  1387.25        500.000                 NaN            NaN            NaN   98.1940                 NaN  0.262941       0.620473       0.411641       0.510896                 NaN            NaN            NaN
  1385.77        500.000                 NaN            NaN            NaN   98.2200                 NaN  0.266190       0.395394       0.614504       0.503927                 NaN            NaN            NaN
  1384.29        500.000                 NaN            NaN            NaN   98.2392                 NaN  0.272162       0.378875       0.610289       0.499424                 NaN            NaN            NaN
  1382.81        500.000                 NaN            NaN            NaN   98.2722                 NaN  0.269064       0.601428       0.368397       0.488940                 NaN            NaN            NaN
  1381.34        500.000                 NaN            NaN            NaN   98.2913                 NaN  0.276847       0.597991       0.349086       0.484735                 NaN            NaN            NaN
  1379.86        500.000                 NaN            NaN            NaN   98.3135                 NaN  0.278946       0.336397       0.592522       0.478605                 NaN            NaN            NaN
  1378.38        500.000                 NaN            NaN            NaN   98.3357                 NaN  0.282005       0.587452       0.322265       0.472582                 NaN            NaN            NaN
  1376.90        500.000                 NaN            NaN            NaN   98.3576                 NaN  0.285929       0.306228       0.583209       0.466997                 NaN            NaN            NaN
  1375.42        500.000                 NaN            NaN            NaN   98.3802                 NaN  0.287616       0.294973       0.576909       0.460352                 NaN            NaN            NaN
  1373.95        500.000                 NaN            NaN            NaN   98.3987                 NaN  0.291706       0.281405       0.572656       0.455487                 NaN            NaN            NaN
  1372.47        500.000                 NaN            NaN            NaN   98.4192                 NaN  0.294353       0.568503       0.268175       0.449784                 NaN            NaN            NaN
  1370.99        500.000                 NaN            NaN            NaN   98.4371                 NaN  0.297802       0.255097       0.564996       0.445011                 NaN            NaN            NaN
  1369.51        500.000                 NaN            NaN            NaN   98.4538                 NaN  0.301671       0.561434       0.242245       0.440866                 NaN            NaN            NaN
  1368.03        500.000                 NaN            NaN            NaN   98.4808                 NaN  0.301518       0.554318       0.230716       0.432672                 NaN            NaN            NaN
  1366.56        500.000                 NaN            NaN            NaN   98.4939                 NaN  0.306197       0.551912       0.218757       0.429277                 NaN            NaN            NaN
  1365.08        500.000                 NaN            NaN            NaN   98.5118                 NaN  0.308923       0.548726       0.206067       0.424494                 NaN            NaN            NaN
  1363.60        500.000                 NaN            NaN            NaN   98.5296                 NaN  0.311632       0.194561       0.544689       0.419469                 NaN            NaN            NaN
  1362.12        500.000                 NaN            NaN            NaN   98.5433                 NaN  0.314414       0.542423       0.184354       0.415530                 NaN            NaN            NaN
  1360.64        500.000                 NaN            NaN            NaN   98.5640                 NaN  0.316422       0.172919       0.536757       0.409894                 NaN            NaN            NaN
  1359.16        500.000                 NaN            NaN            NaN   98.2220                 NaN  0.400263       0.201524       0.666282       0.509924                 NaN            NaN            NaN
  1357.69        500.000                 NaN            NaN            NaN   98.9601                 NaN  0.241225       0.398149       0.104432       0.296129                 NaN            NaN            NaN
  1356.21        500.000                 NaN            NaN            NaN   98.6102                 NaN  0.323873       0.141387       0.527546       0.396960                 NaN            NaN            NaN
  1354.73        500.000                 NaN            NaN            NaN   98.6270                 NaN  0.326350       0.523894       0.130250       0.392459                 NaN            NaN            NaN
  1353.25        500.000                 NaN            NaN            NaN   98.6420                 NaN  0.328404       0.520555       0.120833       0.388200                 NaN            NaN            NaN
  1351.77        500.000                 NaN            NaN            NaN   98.6568                 NaN  0.330193       0.111442       0.517517       0.384011                 NaN            NaN            NaN
  1350.30        500.000                 NaN            NaN            NaN   98.6690                 NaN  0.333684       0.515281       0.101095       0.380950                 NaN            NaN            NaN
  1348.82        500.000                 NaN            NaN            NaN   98.6881                 NaN  0.332976       0.510618       0.932532E-001  0.375027                 NaN            NaN            NaN
  1347.34        500.000                 NaN            NaN            NaN   98.6987                 NaN  0.335562       0.508643       0.849883E-001  0.372059                 NaN            NaN            NaN
  1345.86        500.000                 NaN            NaN            NaN   98.7121                 NaN  0.336771       0.506009       0.768565E-001  0.368223                 NaN            NaN            NaN
  1344.38        500.000                 NaN            NaN            NaN   98.7278                 NaN  0.338639       0.502494       0.672910E-001  0.363766                 NaN            NaN            NaN
  1342.91        500.000                 NaN            NaN            NaN   98.7398                 NaN  0.339686       0.605245E-001  0.499744       0.360228                 NaN            NaN            NaN
  1341.43        500.000                 NaN            NaN            NaN   98.7520                 NaN  0.343028       0.496867       0.509068E-001  0.357156                 NaN            NaN            NaN
  1339.95        500.000                 NaN            NaN            NaN   98.7679                 NaN  0.340405       0.492688       0.471760E-001  0.351847                 NaN            NaN            NaN
  1338.47        500.000                 NaN            NaN            NaN   98.7779                 NaN  0.342639       0.393537E-001  0.491050       0.349067                 NaN            NaN            NaN
  1336.99        500.000                 NaN            NaN            NaN   98.7896                 NaN  0.343317       0.488537       0.329916E-001  0.345580                 NaN            NaN            NaN
  1335.52        500.000                 NaN            NaN            NaN   98.8019                 NaN  0.344572       0.258397E-001  0.485555       0.342165                 NaN            NaN            NaN
  1334.04        500.000                 NaN            NaN            NaN   98.8033                 NaN  0.344646       0.484111       0.263603E-001  0.341603                 NaN            NaN            NaN
  1332.56        500.000                 NaN            NaN            NaN   98.8400                 NaN  0.344117       0.766795E-002  0.477375       0.330819                 NaN            NaN            NaN
  1331.08        500.000                 NaN            NaN            NaN   98.8375                 NaN  0.344583       0.476844       0.970528E-002  0.331326                 NaN            NaN            NaN
  1329.60        500.000                 NaN            NaN            NaN   98.8490                 NaN  0.344231       0.473912       0.506545E-002  0.327760                 NaN            NaN            NaN
  1328.13        500.000                 NaN            NaN            NaN   98.8564                 NaN  0.333963       0.462983       0.224364E-001  0.324175                 NaN            NaN            NaN
  1326.65        500.000                 NaN            NaN            NaN   98.8674                 NaN  0.342342       0.468498                 NaN  0.321731                 NaN            NaN            NaN
  1325.17        500.000                 NaN            NaN            NaN   98.8820                 NaN  0.338712       0.462170                 NaN  0.317085                 NaN            NaN            NaN
  1323.69        500.000                 NaN            NaN            NaN   98.8901                 NaN  0.334546       0.456487       0.476868E-002  0.314064                 NaN            NaN            NaN
  1322.21        500.000                 NaN            NaN            NaN   98.9010                 NaN  0.334211       0.433042E-003  0.453515       0.310842                 NaN            NaN            NaN
  1320.74        500.000                 NaN            NaN            NaN   98.9100                 NaN  0.331528       0.450855                 NaN  0.307661                 NaN            NaN            NaN
  1319.26        500.000                 NaN            NaN            NaN   98.9204                 NaN  0.329623       0.445671                 NaN  0.304345                 NaN            NaN            NaN
  1317.78        500.000                 NaN            NaN            NaN   98.9242                 NaN  0.329119       0.443841                 NaN  0.302853                 NaN            NaN            NaN
  1316.30        500.000                 NaN            NaN            NaN   98.9431                 NaN  0.322704       0.437583                 NaN  0.296591                 NaN            NaN            NaN
  1314.82        500.000                 NaN            NaN            NaN   98.9463                 NaN  0.323361       0.434825                 NaN  0.295500                 NaN            NaN            NaN
  1313.35        500.000                 NaN            NaN            NaN   98.9593                 NaN  0.318717       0.430594                 NaN  0.291345                 NaN            NaN            NaN
  1311.87        500.000                 NaN            NaN            NaN   98.9675                 NaN  0.316129       0.427765                 NaN  0.288595                 NaN            NaN            NaN
  1310.39        500.000                 NaN            NaN            NaN   98.9760                 NaN  0.314807       0.423294                 NaN  0.285858                 NaN            NaN            NaN
  1308.91        500.000                 NaN            NaN            NaN   98.9867                 NaN  0.311132       0.419861                 NaN  0.282304                 NaN            NaN            NaN
  1307.43        500.000                 NaN            NaN            NaN   98.9950                 NaN  0.308294       0.417277                 NaN  0.279476                 NaN            NaN            NaN
  1305.96        500.000       0.143276                 NaN            NaN   98.8479                 NaN  0.189186       0.523535                 NaN  0.296073                 NaN            NaN            NaN
  1304.48        500.000       0.219101                 NaN            NaN   98.7722                 NaN  0.946543E-001  0.550908E-001  0.557493       0.301467                 NaN            NaN            NaN
  1303.00        500.000       0.225694                 NaN            NaN   98.7535                 NaN  0.379794E-005  0.497115       0.227400       0.296286                 NaN            NaN            NaN
  1301.52        500.000       0.222646                 NaN            NaN   98.7733                 NaN  0.255496E-005  0.489015       0.223023       0.291986                 NaN            NaN            NaN
  1300.04        500.000       0.219777                 NaN            NaN   98.7926                 NaN  0.291350E-005  0.218669       0.481087       0.287816                 NaN            NaN            NaN
  1298.57        500.000       0.216910                 NaN            NaN   98.8117                 NaN            NaN  0.214346       0.473379       0.283680                 NaN            NaN            NaN
  1297.09        500.000       0.213936                 NaN            NaN   98.8304                 NaN            NaN  0.210281       0.465768       0.279654                 NaN            NaN            NaN
  1295.61        500.000       0.211039                 NaN            NaN   98.8483                 NaN            NaN  0.206382       0.458686       0.275613                 NaN            NaN            NaN
  1294.13        500.000       0.207918                 NaN            NaN   98.8661                 NaN            NaN  0.451221       0.202921       0.271824                 NaN            NaN            NaN
  1292.65        500.000       0.204599                 NaN            NaN   98.8845                 NaN            NaN  0.199879       0.443317       0.267733                 NaN            NaN            NaN
  1291.17        500.000       0.201854                 NaN            NaN   98.9017                 NaN            NaN  0.435951       0.196506       0.263981                 NaN            NaN            NaN
  1289.70        500.000       0.198962                 NaN            NaN   98.9197                 NaN            NaN  0.428921       0.192394       0.259995                 NaN            NaN            NaN
  1288.22        500.000       0.196019                 NaN            NaN   98.9358                 NaN            NaN  0.422117       0.189566       0.256466                 NaN            NaN            NaN
  1286.74        500.000       0.192882                 NaN            NaN   98.9531                 NaN            NaN  0.414639       0.186704       0.252685                 NaN            NaN            NaN
  1285.26        500.000       0.189885                 NaN            NaN   98.9699                 NaN            NaN  0.183761       0.407416       0.249017                 NaN            NaN            NaN
  1283.78        500.000       0.187179                 NaN            NaN   98.9863                 NaN            NaN  0.400853       0.180336       0.245296                 NaN            NaN            NaN
  1282.31        500.000       0.184091                 NaN            NaN   99.0009                 NaN            NaN  0.178851       0.393997       0.242192                 NaN            NaN            NaN
