|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/T13/T13_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1532.10        500.000                 NaN            NaN            NaN   99.3958       0.587369       0.168326E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        500.000                 NaN            NaN            NaN   99.3975       0.587695       0.147931E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        500.000                 NaN            NaN            NaN   99.4012       0.584252       0.145002E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        500.000                 NaN            NaN            NaN   99.4062       0.579941       0.138417E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        500.000                 NaN            NaN            NaN   99.4094       0.578551       0.120288E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        500.000                 NaN            NaN            NaN   99.2711       0.713257       0.156702E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000                 NaN            NaN            NaN   99.5626       0.429721       0.770991E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        500.000                 NaN            NaN            NaN   99.4216       0.565630       0.127370E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN            NaN            NaN   99.4268       0.567954       0.528606E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        500.000                 NaN            NaN            NaN   99.4288       0.564958       0.628569E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000                 NaN            NaN            NaN   99.4339       0.559020       0.709200E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        500.000                 NaN            NaN            NaN   99.4400       0.542509       0.174858E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        500.000                 NaN            NaN            NaN   99.4400       0.530101       0.298886E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        500.000                 NaN            NaN            NaN   99.4552       0.496272       0.484908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        500.000                 NaN            NaN            NaN   99.5051       0.494880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        500.000                 NaN            NaN            NaN   99.3908       0.609221       0.304136E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN            NaN            NaN   98.8821        1.11786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        500.000                 NaN            NaN            NaN   99.9059       0.940624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        500.000                 NaN            NaN            NaN   99.6088       0.383229       0.797731E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        500.000                 NaN            NaN            NaN   99.4670       0.481496       0.514883E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        500.000                 NaN            NaN            NaN   99.4688       0.531245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        500.000                 NaN            NaN            NaN   99.4710       0.528961       0.109185E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        500.000                 NaN            NaN            NaN   99.4756       0.524438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        500.000                 NaN            NaN            NaN   99.4800       0.519987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        500.000                 NaN            NaN            NaN   99.4810       0.518964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        500.000                 NaN            NaN            NaN   99.4852       0.514840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        500.000                 NaN            NaN            NaN   99.4887       0.511298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        500.000                 NaN            NaN            NaN   99.4876       0.512395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        500.000                 NaN            NaN            NaN   99.4939       0.506148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        500.000                 NaN            NaN            NaN   99.4967       0.503265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        500.000                 NaN            NaN            NaN   99.4994       0.500645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000                 NaN            NaN            NaN   99.5008       0.499222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        500.000                 NaN            NaN            NaN   98.9560        1.03305       0.109335E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        500.000                 NaN            NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        500.000                 NaN            NaN            NaN   99.5686       0.431362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        500.000                 NaN            NaN            NaN   99.9041       0.958793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        500.000                 NaN            NaN            NaN   99.1221       0.877904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        500.000                 NaN            NaN            NaN   99.5170       0.483029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        500.000                 NaN            NaN            NaN   99.5195       0.480486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        500.000                 NaN            NaN            NaN   99.5218       0.478018       0.167202E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        500.000                 NaN            NaN            NaN   99.5243       0.475685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        500.000                 NaN            NaN            NaN   99.5242       0.475835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        500.000                 NaN            NaN            NaN   99.5279       0.472050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        500.000                 NaN            NaN            NaN   99.5300       0.469990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        500.000                 NaN            NaN            NaN   99.5306       0.469406       0.172449E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        500.000                 NaN            NaN            NaN   99.5352       0.464772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        500.000                 NaN            NaN            NaN   99.5351       0.464858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        500.000                 NaN            NaN            NaN   99.5372       0.462791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000                 NaN            NaN            NaN   99.1723       0.827669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        500.000                 NaN            NaN            NaN   99.9051       0.948935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        500.000                 NaN            NaN            NaN   99.2406       0.368804                 NaN  0.390623                 NaN            NaN            NaN            NaN            NaN
  1456.72        500.000                 NaN            NaN            NaN   99.0363       0.301201                 NaN  0.662487                 NaN            NaN            NaN            NaN            NaN
  1455.24        500.000                 NaN            NaN            NaN   99.0391       0.298837                 NaN  0.662023                 NaN            NaN            NaN            NaN            NaN
  1453.76        500.000                 NaN            NaN            NaN   99.0605       0.291732                 NaN  0.647719                 NaN            NaN            NaN            NaN            NaN
  1452.28        500.000                 NaN            NaN            NaN   99.0614       0.290371                 NaN  0.648208                 NaN            NaN            NaN            NaN            NaN
  1450.80        500.000                 NaN            NaN            NaN   99.0695       0.286479                 NaN  0.644061                 NaN            NaN            NaN            NaN            NaN
  1449.33        500.000                 NaN            NaN            NaN   99.0810       0.282631                 NaN  0.636410                 NaN            NaN            NaN            NaN            NaN
  1447.85        500.000                 NaN            NaN            NaN   99.0863       0.280677                 NaN  0.633065                 NaN            NaN            NaN            NaN            NaN
  1446.37        500.000                 NaN            NaN            NaN   99.0955       0.277046                 NaN  0.627472                 NaN            NaN            NaN            NaN            NaN
  1444.89        500.000                 NaN            NaN            NaN   99.1022       0.273711                 NaN  0.624097                 NaN            NaN            NaN            NaN            NaN
  1443.41        500.000                 NaN            NaN            NaN   99.1122       0.269855                 NaN  0.617976                 NaN            NaN            NaN            NaN            NaN
  1441.94        500.000                 NaN            NaN            NaN   99.1175       0.267035                 NaN  0.615446                 NaN            NaN            NaN            NaN            NaN
  1440.46        500.000                 NaN            NaN            NaN   99.1264       0.263622                 NaN  0.609943                 NaN            NaN            NaN            NaN            NaN
  1438.98        500.000                 NaN            NaN            NaN   99.1288       0.235140                 NaN  0.332804E-001  0.602756                 NaN            NaN            NaN            NaN
  1437.50        500.000                 NaN            NaN            NaN   99.1166       0.661124E-001            NaN  0.570614       0.246671                 NaN            NaN            NaN            NaN
  1436.02        500.000                 NaN            NaN            NaN   99.1166       0.657630E-001            NaN  0.561790       0.255846                 NaN            NaN            NaN            NaN
  1434.55        500.000                 NaN            NaN            NaN   99.1212                 NaN            NaN  0.551394       0.327426                 NaN            NaN            NaN            NaN
  1433.07        500.000                 NaN            NaN            NaN   99.1268                 NaN            NaN  0.548461       0.324763                 NaN            NaN            NaN            NaN
  1431.59        500.000                 NaN            NaN            NaN   99.1367                 NaN  0.894064E-006  0.321319       0.541971                 NaN            NaN            NaN            NaN
  1430.11        500.000                 NaN            NaN            NaN   99.1428                 NaN  0.138880E-005  0.318363       0.538851                 NaN            NaN            NaN            NaN
  1428.63        500.000                 NaN            NaN            NaN   99.1474                 NaN            NaN  0.316324       0.536279                 NaN            NaN            NaN            NaN
  1427.16        500.000                 NaN            NaN            NaN   99.1537                 NaN            NaN  0.313512       0.532786                 NaN            NaN            NaN            NaN
  1425.68        500.000                 NaN            NaN            NaN   99.1600                 NaN            NaN  0.310419       0.529558                 NaN            NaN            NaN            NaN
  1424.20        500.000                 NaN            NaN            NaN   99.1675                 NaN            NaN  0.307867       0.524607                 NaN            NaN            NaN            NaN
  1422.72        500.000                 NaN            NaN            NaN   99.1726                 NaN            NaN  0.305170       0.522276                 NaN            NaN            NaN            NaN
  1421.24        500.000                 NaN            NaN            NaN   99.1140                 NaN            NaN  0.525375       0.330084       0.305483E-001            NaN            NaN            NaN
  1419.76        500.000                 NaN            NaN            NaN   97.6500                 NaN            NaN  0.674467       0.945123       0.730413                 NaN            NaN            NaN
  1418.29        500.000                 NaN            NaN            NaN   97.6924                 NaN            NaN  0.662595       0.927695       0.717273                 NaN            NaN            NaN
  1416.81        500.000                 NaN            NaN            NaN   97.7432                 NaN            NaN  0.906620       0.649144       0.701044                 NaN            NaN            NaN
  1415.33        500.000                 NaN            NaN            NaN   97.7843                 NaN            NaN  0.637734       0.889715       0.688218                 NaN            NaN            NaN
  1413.85        500.000                 NaN            NaN            NaN   97.8253                 NaN            NaN  0.626611       0.872805       0.675332                 NaN            NaN            NaN
  1412.37        500.000                 NaN            NaN            NaN   97.8638                 NaN            NaN  0.615235       0.857537       0.663451                 NaN            NaN            NaN
  1410.90        500.000                 NaN            NaN            NaN   97.9036                 NaN            NaN  0.604217       0.841308       0.650866                 NaN            NaN            NaN
  1409.42        500.000                 NaN            NaN            NaN   97.9417                 NaN            NaN  0.825868       0.593953       0.638483                 NaN            NaN            NaN
  1407.94        500.000                 NaN            NaN            NaN   97.9765                 NaN            NaN  0.584352       0.811502       0.627628                 NaN            NaN            NaN
  1406.46        500.000                 NaN            NaN            NaN   98.0077                 NaN            NaN  0.799777       0.574882       0.617612                 NaN            NaN            NaN
  1404.98        500.000                 NaN            NaN            NaN   98.0409                 NaN  0.163096       0.607905       0.550084       0.638024                 NaN            NaN            NaN
  1403.51        500.000                 NaN            NaN            NaN   98.0716                 NaN  0.180784       0.604547       0.511332       0.631771                 NaN            NaN            NaN
  1402.03        500.000                 NaN            NaN            NaN   98.1022                 NaN  0.183174       0.494426       0.597664       0.622551                 NaN            NaN            NaN
  1400.55        500.000                 NaN            NaN            NaN   98.1366                 NaN  0.184601       0.478276       0.588422       0.612120                 NaN            NaN            NaN
  1399.07        500.000                 NaN            NaN            NaN   98.1660                 NaN  0.187008       0.462467       0.581234       0.603289                 NaN            NaN            NaN
  1397.59        500.000                 NaN            NaN            NaN   98.1950                 NaN  0.189206       0.574748       0.446559       0.594508                 NaN            NaN            NaN
  1396.12        500.000                 NaN            NaN            NaN   98.2259                 NaN  0.190844       0.567388       0.430840       0.585069                 NaN            NaN            NaN
  1394.64        500.000                 NaN            NaN            NaN   98.2551                 NaN  0.193077       0.560017       0.415465       0.576388                 NaN            NaN            NaN
  1393.16        500.000                 NaN            NaN            NaN   98.2821                 NaN  0.195149       0.400865       0.553674       0.568211                 NaN            NaN            NaN
  1391.68        500.000                 NaN            NaN            NaN   98.2823                 NaN  0.204504       0.556899       0.386257       0.570021                 NaN            NaN            NaN
  1390.20        500.000                 NaN            NaN            NaN   98.3620                 NaN  0.192444       0.530424       0.373407       0.541716                 NaN            NaN            NaN
  1388.73        500.000                 NaN            NaN            NaN   98.3628                 NaN  0.201080       0.534637       0.357652       0.543822                 NaN            NaN            NaN
  1387.25        500.000                 NaN            NaN            NaN   98.3865                 NaN  0.203161       0.529022       0.344755       0.536599                 NaN            NaN            NaN
  1385.77        500.000                 NaN            NaN            NaN   98.4116                 NaN  0.205228       0.330739       0.523379       0.529020                 NaN            NaN            NaN
  1384.29        500.000                 NaN            NaN            NaN   98.4309                 NaN  0.209381       0.316498       0.519206       0.524029                 NaN            NaN            NaN
  1382.81        500.000                 NaN            NaN            NaN   98.4623                 NaN  0.206503       0.511101       0.307335       0.512758                 NaN            NaN            NaN
  1381.34        500.000                 NaN            NaN            NaN   98.4814                 NaN  0.212049       0.507624       0.290858       0.508076                 NaN            NaN            NaN
  1379.86        500.000                 NaN            NaN            NaN   98.5032                 NaN  0.213169       0.279903       0.502402       0.501372                 NaN            NaN            NaN
  1378.38        500.000                 NaN            NaN            NaN   98.5249                 NaN  0.215016       0.497537       0.267782       0.494780                 NaN            NaN            NaN
  1376.90        500.000                 NaN            NaN            NaN   98.5462                 NaN  0.217551       0.254159       0.493411       0.488645                 NaN            NaN            NaN
  1375.42        500.000                 NaN            NaN            NaN   98.5684                 NaN  0.218313       0.244447       0.487473       0.481401                 NaN            NaN            NaN
  1373.95        500.000                 NaN            NaN            NaN   98.5869                 NaN  0.220921       0.232867       0.483325       0.476020                 NaN            NaN            NaN
  1372.47        500.000                 NaN            NaN            NaN   98.6070                 NaN  0.222422       0.479221       0.221621       0.469761                 NaN            NaN            NaN
  1370.99        500.000                 NaN            NaN            NaN   98.6248                 NaN  0.224532       0.210511       0.475667       0.464474                 NaN            NaN            NaN
  1369.51        500.000                 NaN            NaN            NaN   98.6415                 NaN  0.226917       0.472109       0.199638       0.459841                 NaN            NaN            NaN
  1368.03        500.000                 NaN            NaN            NaN   98.6673                 NaN  0.226291       0.465540       0.189857       0.450983                 NaN            NaN            NaN
  1366.56        500.000                 NaN            NaN            NaN   98.6809                 NaN  0.229273       0.462940       0.179754       0.447135                 NaN            NaN            NaN
  1365.08        500.000                 NaN            NaN            NaN   98.6986                 NaN  0.230798       0.459670       0.169094       0.441837                 NaN            NaN            NaN
  1363.60        500.000                 NaN            NaN            NaN   98.7163                 NaN  0.232294       0.159403       0.455721       0.436289                 NaN            NaN            NaN
  1362.12        500.000                 NaN            NaN            NaN   98.7303                 NaN  0.233788       0.453175       0.150822       0.431872                 NaN            NaN            NaN
  1360.64        500.000                 NaN            NaN            NaN   98.7503                 NaN  0.234791       0.141259       0.447916       0.425690                 NaN            NaN            NaN
  1359.16        500.000                 NaN            NaN            NaN   98.4543                 NaN  0.296385       0.164416       0.555585       0.529307                 NaN            NaN            NaN
  1357.69        500.000                 NaN            NaN            NaN   99.0988                 NaN  0.178083       0.331214       0.850189E-001  0.306914                 NaN            NaN            NaN
  1356.21        500.000                 NaN            NaN            NaN   98.7966                 NaN  0.238665       0.114978       0.438466       0.411288                 NaN            NaN            NaN
  1354.73        500.000                 NaN            NaN            NaN   98.8131                 NaN  0.239947       0.434874       0.105770       0.406293                 NaN            NaN            NaN
  1353.25        500.000                 NaN            NaN            NaN   98.8280                 NaN  0.240925       0.431519       0.979662E-001  0.401552                 NaN            NaN            NaN
  1351.77        500.000                 NaN            NaN            NaN   98.8428                 NaN  0.241679       0.902178E-001  0.428401       0.396884                 NaN            NaN            NaN
  1350.30        500.000                 NaN            NaN            NaN   98.8552                 NaN  0.243627       0.426033       0.817102E-001  0.393385                 NaN            NaN            NaN
  1348.82        500.000                 NaN            NaN            NaN   98.8736                 NaN  0.242622       0.421539       0.752629E-001  0.386930                 NaN            NaN            NaN
  1347.34        500.000                 NaN            NaN            NaN   98.8848                 NaN  0.243923       0.419297       0.684813E-001  0.383533                 NaN            NaN            NaN
  1345.86        500.000                 NaN            NaN            NaN   98.8982                 NaN  0.244235       0.416529       0.618315E-001  0.379239                 NaN            NaN            NaN
  1344.38        500.000                 NaN            NaN            NaN   98.9135                 NaN  0.245070       0.413055       0.540580E-001  0.374310                 NaN            NaN            NaN
  1342.91        500.000                 NaN            NaN            NaN   98.9257                 NaN  0.245247       0.485420E-001  0.410210       0.370330                 NaN            NaN            NaN
  1341.43        500.000                 NaN            NaN            NaN   98.9380                 NaN  0.247124       0.407328       0.407604E-001  0.366830                 NaN            NaN            NaN
  1339.95        500.000                 NaN            NaN            NaN   98.9533                 NaN  0.244651       0.403272       0.377150E-001  0.361038                 NaN            NaN            NaN
  1338.47        500.000                 NaN            NaN            NaN   98.9637                 NaN  0.245689       0.314107E-001  0.401349       0.357846                 NaN            NaN            NaN
  1336.99        500.000                 NaN            NaN            NaN   98.9755                 NaN  0.245609       0.398701       0.262895E-001  0.353931                 NaN            NaN            NaN
  1335.52        500.000                 NaN            NaN            NaN   98.9877                 NaN  0.245957       0.205586E-001  0.395710       0.350093                 NaN            NaN            NaN
  1334.04        500.000                 NaN            NaN            NaN   98.9904                 NaN  0.245435       0.394005       0.209384E-001  0.349177                 NaN            NaN            NaN
  1332.56        500.000                 NaN            NaN            NaN   99.0236                 NaN  0.244571       0.608133E-002  0.387912       0.337810                 NaN            NaN            NaN
  1331.08        500.000                 NaN            NaN            NaN   99.0231                 NaN  0.244297       0.386899       0.768440E-002  0.337996                 NaN            NaN            NaN
  1329.60        500.000                 NaN            NaN            NaN   99.0345                 NaN  0.243509       0.383927       0.400433E-002  0.334021                 NaN            NaN            NaN
  1328.13        500.000                 NaN            NaN            NaN   99.0420                 NaN  0.235711       0.374564       0.177075E-001  0.330035                 NaN            NaN            NaN
  1326.65        500.000                 NaN            NaN            NaN   99.0533                 NaN  0.241053       0.378390                 NaN  0.327211                 NaN            NaN            NaN
  1325.17        500.000                 NaN            NaN            NaN   99.0671                 NaN  0.237990       0.372764                 NaN  0.322151                 NaN            NaN            NaN
  1323.69        500.000                 NaN            NaN            NaN   99.0753                 NaN  0.234528       0.367627       0.374511E-002  0.318752                 NaN            NaN            NaN
  1322.21        500.000                 NaN            NaN            NaN   99.0860                 NaN  0.233804       0.339539E-003  0.364700       0.315153                 NaN            NaN            NaN
  1320.74        500.000                 NaN            NaN            NaN   99.0950                 NaN  0.231386       0.361991                 NaN  0.311601                 NaN            NaN            NaN
  1319.26        500.000                 NaN            NaN            NaN   99.1052                 NaN  0.229555       0.357322                 NaN  0.307917                 NaN            NaN            NaN
  1317.78        500.000                 NaN            NaN            NaN   99.1100                 NaN  0.228635       0.355312                 NaN  0.306083                 NaN            NaN            NaN
  1316.30        500.000                 NaN            NaN            NaN   99.1271                 NaN  0.223735       0.349769                 NaN  0.299431                 NaN            NaN            NaN
  1314.82        500.000                 NaN            NaN            NaN   99.1313                 NaN  0.223634       0.347051                 NaN  0.298012                 NaN            NaN            NaN
  1313.35        500.000                 NaN            NaN            NaN   99.1433                 NaN  0.220016       0.343179                 NaN  0.293504                 NaN            NaN            NaN
  1311.87        500.000                 NaN            NaN            NaN   99.1515                 NaN  0.217754       0.340359                 NaN  0.290420                 NaN            NaN            NaN
  1310.39        500.000                 NaN            NaN            NaN   99.1599                 NaN  0.216346       0.336368                 NaN  0.287354                 NaN            NaN            NaN
  1308.91        500.000                 NaN            NaN            NaN   99.1700                 NaN  0.213389       0.333105                 NaN  0.283472                 NaN            NaN            NaN
  1307.43        500.000                 NaN            NaN            NaN   99.1781                 NaN  0.210986       0.330547                 NaN  0.280326                 NaN            NaN            NaN
  1305.96        500.000       0.822850E-001            NaN            NaN   99.0777                 NaN  0.129216       0.414147                 NaN  0.296665                 NaN            NaN            NaN
  1304.48        500.000       0.125607                 NaN            NaN   99.0257                 NaN  0.645175E-001  0.423585E-001  0.440220       0.301626                 NaN            NaN            NaN
  1303.00        500.000       0.129120                 NaN            NaN   99.0086                 NaN  0.258263E-005  0.391784       0.174492       0.295952                 NaN            NaN            NaN
  1301.52        500.000       0.127099                 NaN            NaN   99.0263                 NaN  0.173378E-005  0.384647       0.170787       0.291166                 NaN            NaN            NaN
  1300.04        500.000       0.125180                 NaN            NaN   99.0435                 NaN  0.197157E-005  0.167113       0.377676       0.286525                 NaN            NaN            NaN
  1298.57        500.000       0.123280                 NaN            NaN   99.0604                 NaN            NaN  0.163486       0.370918       0.281936                 NaN            NaN            NaN
  1297.09        500.000       0.121335                 NaN            NaN   99.0769                 NaN            NaN  0.160069       0.364264       0.277471                 NaN            NaN            NaN
  1295.61        500.000       0.119439                 NaN            NaN   99.0927                 NaN            NaN  0.156781       0.358024       0.273008                 NaN            NaN            NaN
  1294.13        500.000       0.117435                 NaN            NaN   99.1084                 NaN            NaN  0.351542       0.153854       0.268811                 NaN            NaN            NaN
  1292.65        500.000       0.115317                 NaN            NaN   99.1244                 NaN            NaN  0.151242       0.344715       0.264330                 NaN            NaN            NaN
  1291.17        500.000       0.113522                 NaN            NaN   99.1395                 NaN            NaN  0.338351       0.148401       0.260200                 NaN            NaN            NaN
  1289.70        500.000       0.111671                 NaN            NaN   99.1552                 NaN            NaN  0.332296       0.145023       0.255855                 NaN            NaN            NaN
  1288.22        500.000       0.109795                 NaN            NaN   99.1692                 NaN            NaN  0.326415       0.142613       0.251975                 NaN            NaN            NaN
  1286.74        500.000       0.107822                 NaN            NaN   99.1841                 NaN            NaN  0.320051       0.140195       0.247862                 NaN            NaN            NaN
  1285.26        500.000       0.105956                 NaN            NaN   99.1985                 NaN            NaN  0.137723       0.313933       0.243874                 NaN            NaN            NaN
  1283.78        500.000       0.104217                 NaN            NaN   99.2127                 NaN            NaN  0.308300       0.134911       0.239850                 NaN            NaN            NaN
