|6.6.6
Archiving\03_Data\eqLP/QFM_m1.25/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1951.92        500.000        99.7287                 NaN  0.271300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7287                 NaN  0.271320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7287                 NaN  0.271339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7286                 NaN  0.271358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7286                 NaN  0.271378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7286                 NaN  0.271397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7286                 NaN  0.271416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7286                 NaN  0.271436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7285                 NaN  0.271456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7285                 NaN  0.271475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.7285                 NaN  0.271495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7285                 NaN  0.271514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.7285                 NaN  0.271534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.7284                 NaN  0.271553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.7284                 NaN  0.271573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.7284                 NaN  0.271592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.7284                 NaN  0.271612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.7284                 NaN  0.271632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.7283                 NaN  0.271652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.7283                 NaN  0.271671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.7283                 NaN  0.271691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.4383                 NaN  0.271764       0.289952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        98.7020                 NaN  0.271920        1.02611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        97.9648                 NaN  0.272075        1.76315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        97.2406                 NaN  0.272228        2.48718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        95.0357                 NaN  0.525682E-001   4.34357       0.568140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        93.9758                 NaN            NaN   5.31979       0.704429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        93.2710                 NaN            NaN   6.02413       0.704847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        92.5757                 NaN            NaN   6.71786       0.705261       0.118029E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        91.8888                 NaN            NaN   7.40426       0.705669       0.124752E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        91.2031                 NaN            NaN   8.07774       0.706089       0.130474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        90.5166                 NaN            NaN   8.75199       0.706509       0.248614E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        89.8294                 NaN            NaN   9.42699       0.706926       0.366893E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        89.1414                 NaN            NaN   10.1028       0.707343       0.485312E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        88.4740                 NaN            NaN   10.7584       0.707752       0.598508E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        87.8060                 NaN            NaN   11.4147       0.708160       0.711834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        87.1372                 NaN            NaN   12.0717       0.708566       0.825289E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        86.4677                 NaN            NaN   12.7295       0.708972       0.938874E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        85.8125                 NaN            NaN   13.3733       0.709371       0.104894                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        85.1566                 NaN            NaN   14.0177       0.709768       0.115913                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        84.5076                 NaN            NaN   14.6555       0.710162       0.126772                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000       0.197452        81.0241                 NaN   17.8779       0.711900       0.188683                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        83.2221                 NaN            NaN   15.9189       0.710941       0.148083                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        82.5694                 NaN            NaN   16.5606       0.711338       0.158723                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        81.9428                 NaN            NaN   17.1765       0.711716       0.169052                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        81.3156                 NaN            NaN   17.7930       0.712093       0.179391                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        80.6922                 NaN            NaN   18.4059       0.712470       0.189467                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        80.0682                 NaN            NaN   19.0194       0.712845       0.199553                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        79.4436                 NaN            NaN   19.6335       0.713220       0.209650                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        78.8184                 NaN            NaN   20.2482       0.713593       0.219756                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        78.2098                 NaN            NaN   20.8471       0.713959       0.229220                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        77.6006                 NaN            NaN   21.4464       0.714325       0.238692                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        76.9908                 NaN            NaN   22.0463       0.714689       0.248174                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        76.3805                 NaN            NaN   22.6468       0.715052       0.257665                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        75.7697                 NaN            NaN   23.2477       0.715413       0.267165                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        75.1583                 NaN            NaN   23.8493       0.715773       0.276674                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        74.5464                 NaN            NaN   24.4513       0.716132       0.286192                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        73.9339                 NaN            NaN   25.0539       0.716489       0.295719                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        73.3469                 NaN            NaN   25.6317       0.716835       0.304506                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        72.7595                 NaN            NaN   26.2101       0.717179       0.313301                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        72.1715                 NaN            NaN   26.7889       0.717521       0.322103                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        71.5831                 NaN            NaN   27.3682       0.717862       0.330914                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        70.9942                 NaN            NaN   27.9479       0.718202       0.339732                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        70.4048                 NaN            NaN   28.5281       0.718541       0.348557                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        69.8149                 NaN            NaN   29.1088       0.718877       0.357390                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        69.2246                 NaN            NaN   29.6899       0.719213       0.366231                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        68.6600                 NaN            NaN   30.2461       0.719535       0.374373                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        68.0950                 NaN            NaN   30.8026       0.719856       0.382522                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        67.5296                 NaN            NaN   31.3595       0.720175       0.390677                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.9638                 NaN            NaN   31.9169       0.720493       0.398839                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        66.3976                 NaN            NaN   32.4746       0.720809       0.407007                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        65.8310                 NaN            NaN   33.0327       0.721124       0.415181                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        65.2639                 NaN            NaN   33.5913       0.721437       0.423362                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        64.6965                 NaN            NaN   34.1502       0.721748       0.431548                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        64.1583                 NaN            NaN   34.6805       0.722045       0.439183                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        63.6197                 NaN            NaN   35.2111       0.722340       0.446822                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        63.0808                 NaN            NaN   35.7421       0.722633       0.454467                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        62.5416                 NaN            NaN   36.2734       0.722925       0.462116                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        62.0020                 NaN            NaN   36.8050       0.723215       0.469771                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.4621                 NaN            NaN   37.3370       0.723504       0.477432                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        60.9219                 NaN            NaN   37.8692       0.723791       0.485097                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        60.3813                 NaN            NaN   38.4018       0.724076       0.492767                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        59.8784                 NaN            NaN   38.8974       0.724342       0.499909                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        59.3752                 NaN            NaN   39.3932       0.724606       0.507056                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        58.8717                 NaN            NaN   39.8892       0.724868       0.514206                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        58.3680                 NaN            NaN   40.3855       0.725128       0.521361                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        57.8640                 NaN            NaN   40.8821       0.725387       0.528520                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        57.3598                 NaN            NaN   41.3789       0.725645       0.535682                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        56.8554                 NaN            NaN   41.8759       0.725900       0.542849                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        56.3507                 NaN            NaN   42.3731       0.726154       0.550019                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        55.8882                 NaN            NaN   42.8286       0.726387       0.556726                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        55.4256                 NaN            NaN   43.2843       0.726619       0.563437                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        54.9628                 NaN            NaN   43.7402       0.726849       0.570150                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        54.4999                 NaN            NaN   44.1962       0.727077       0.576867                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        54.0367                 NaN            NaN   44.6524       0.727304       0.583586                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        53.5734                 NaN            NaN   45.1087       0.727529       0.590309                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        53.1100                 NaN            NaN   45.5653       0.727752       0.597034                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        52.6463                 NaN            NaN   46.0219       0.727974       0.603763                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        52.2289                 NaN            NaN   46.4327       0.728174       0.610178                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        51.8114                 NaN            NaN   46.8436       0.728373       0.616596                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        51.3938                 NaN            NaN   47.2546       0.728570       0.623016                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        50.9760                 NaN            NaN   47.6657       0.728766       0.629438                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        50.5582                 NaN            NaN   48.0770       0.728960       0.635862                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        50.1403                 NaN            NaN   48.4883       0.729153       0.642289                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        49.7222                 NaN            NaN   48.8997       0.729344       0.648718                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        49.3041                 NaN            NaN   49.3112       0.729533       0.655149                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        48.9224                 NaN            NaN   49.6867       0.729706       0.661145                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        48.5407                 NaN            NaN   50.0623       0.729877       0.667142                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        48.1588                 NaN            NaN   50.4380       0.730047       0.673141                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        47.7769                 NaN            NaN   50.8137       0.730215       0.679142                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        47.4118                 NaN            NaN   51.1723       0.730377       0.685559                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        47.0466                 NaN            NaN   51.5309       0.730537       0.691977                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        46.6912                 NaN            NaN   51.8803       0.730691       0.697790                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        46.0089                 NaN            NaN   52.0672       0.731226       0.697294       0.495299                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        45.2079                 NaN            NaN   52.1224       0.731945       0.693222        1.24445                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        44.4054                 NaN            NaN   52.1777       0.732665       0.689141        1.99506                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        43.6015                 NaN            NaN   52.2330       0.733386       0.685051        2.74712                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        42.7960                 NaN            NaN   52.2883       0.734107       0.680953        3.50063                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        41.9890                 NaN            NaN   52.3437       0.734829       0.676846        4.25559                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        41.1805                 NaN            NaN   52.3992       0.735551       0.672730        5.01202                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        40.3706                 NaN            NaN   52.4546       0.736273       0.668606        5.76990                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        39.5591                 NaN            NaN   52.5101       0.736996       0.664473        6.52924                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.9253                 NaN            NaN   52.5423       0.737580       0.659615        7.13523                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        38.2904                 NaN            NaN   52.5745       0.738164       0.654749        7.74216                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        37.6547                 NaN            NaN   52.6067       0.738749       0.649875        8.35001                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        37.0180                 NaN            NaN   52.6389       0.739333       0.644994        8.95881                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        36.3804                 NaN            NaN   52.6711       0.739918       0.640104        9.56854                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        35.7418                 NaN            NaN   52.7033       0.740503       0.635205        10.1792                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        35.1023                 NaN            NaN   52.7355       0.741088       0.630299        10.7908                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        34.4619                 NaN            NaN   52.7677       0.741674       0.625385        11.4034                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        33.9386                 NaN            NaN   52.7861       0.742167       0.619867        11.9132                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        33.4148                 NaN            NaN   52.8045       0.742660       0.614341        12.4238                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        32.8903                 NaN            NaN   52.8228       0.743153       0.608808        12.9350                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        32.3651                 NaN            NaN   52.8412       0.743646       0.603267        13.4468                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        31.8393                 NaN            NaN   52.8595       0.744140       0.597718        13.9593                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        31.3129                 NaN            NaN   52.8778       0.744633       0.592162        14.4724                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        30.7859                 NaN            NaN   52.8961       0.745127       0.586599        14.9862                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        30.2582                 NaN            NaN   52.9144       0.745621       0.581028        15.5007                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        29.8072                 NaN            NaN   52.9254       0.746054       0.574730        15.9466                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        29.3557                 NaN            NaN   52.9363       0.746488       0.568426        16.3931                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        28.9037                 NaN            NaN   52.9472       0.746922       0.562113        16.8400                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        28.4512                 NaN            NaN   52.9581       0.747356       0.555794        17.2875                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        27.9983                 NaN            NaN   52.9690       0.747789       0.549467        17.7354                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        27.5449                 NaN            NaN   52.9799       0.748223       0.543133        18.1838                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        27.0911                 NaN            NaN   52.9908       0.748657       0.536791        18.6327                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        26.6367                 NaN            NaN   53.0016       0.749092       0.530442        19.0821                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        26.2324                 NaN            NaN   53.0102       0.749486       0.523113        19.4847                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        25.8278                 NaN            NaN   53.0189       0.749880       0.515776        19.8877                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        25.4227                 NaN            NaN   53.0274       0.750275       0.508431        20.2911                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        25.0173                 NaN            NaN   53.0360       0.750669       0.501078        20.6949                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        24.6115                 NaN            NaN   53.0446       0.751064       0.493718        21.0991                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        24.2053                 NaN            NaN   53.0532       0.751459       0.486350        21.5037                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        23.7988                 NaN            NaN   53.0617       0.751853       0.478975        21.9087                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        23.3919                 NaN            NaN   53.0703       0.752248       0.471592        22.3140                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        23.0156                 NaN            NaN   53.0784       0.752617       0.463822        22.6896                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        22.6391                 NaN            NaN   53.0865       0.752986       0.456044        23.0654                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        22.2622                 NaN            NaN   53.0946       0.753355       0.448260        23.4416                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        21.8850                 NaN            NaN   53.1027       0.753724       0.440467        23.8181                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        21.5100                 NaN            NaN   53.1139       0.754096       0.431847        24.1901                 NaN            NaN            NaN            NaN            NaN
  1442.31        500.000        21.0283                 NaN            NaN   53.1324       0.754589       0.428550        24.4521       0.204087                 NaN            NaN            NaN            NaN
  1439.10        500.000        20.4719                 NaN            NaN   53.1556       0.755172       0.430103        24.6112       0.576054                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.9148                 NaN            NaN   53.1787       0.755755       0.431660        24.7705       0.948586                 NaN            NaN            NaN            NaN
  1432.69        500.000        19.4448                 NaN            NaN   53.1876       0.756262       0.436793        24.9035        1.27103                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.9743                 NaN            NaN   53.1965       0.756768       0.441934        25.0366        1.59390                 NaN            NaN            NaN            NaN
  1426.28        500.000        18.5032                 NaN            NaN   53.2053       0.757275       0.447083        25.1699        1.91719                 NaN            NaN            NaN            NaN
  1423.08        500.000        18.0316                 NaN            NaN   53.2141       0.757782       0.452240        25.3034        2.24090                 NaN            NaN            NaN            NaN
  1419.87        500.000        17.5594                 NaN            NaN   53.2228       0.758288       0.457406        25.4371        2.56504                 NaN            NaN            NaN            NaN
  1416.67        500.000        17.0866                 NaN            NaN   53.2315       0.758795       0.462579        25.5709        2.88960                 NaN            NaN            NaN            NaN
  1413.46        500.000        16.6133                 NaN            NaN   53.2402       0.759302       0.467760        25.7049        3.21459                 NaN            NaN            NaN            NaN
  1410.26        500.000        16.1394                 NaN            NaN   53.2489       0.759809       0.472949        25.8390        3.53999                 NaN            NaN            NaN            NaN
  1407.05        500.000        15.7419                 NaN            NaN   53.2460       0.760244       0.480715        25.9524        3.81874                 NaN            NaN            NaN            NaN
  1403.85        500.000        15.2136                 NaN            NaN   53.2968       0.760673       0.483261        26.0581        4.06377                 NaN  0.123757                 NaN            NaN
  1400.64        500.000        14.6416                 NaN            NaN   53.3728       0.761074       0.483057        26.1521        4.27934                 NaN  0.310060                 NaN            NaN
  1397.44        500.000        14.0533                 NaN            NaN   53.4336       0.761488       0.489907        26.0092        4.46273       0.290381       0.499356                 NaN            NaN
  1394.23        500.000        14.0528                 NaN            NaN   53.4338       0.761501       0.489923        26.0094        4.46275       0.290384       0.499389                 NaN            NaN
  1391.03        500.000        14.0523                 NaN            NaN   53.4341       0.761514       0.489940        26.0096        4.46278       0.290387       0.499422                 NaN            NaN
  1387.82        500.000        14.0518                 NaN            NaN   53.4343       0.761528       0.489956        26.0097        4.46280       0.290390       0.499455                 NaN            NaN
  1384.62        500.000        12.1363                 NaN            NaN   53.6031       0.762825       0.522869        25.3532        5.02742        1.46492        1.12943                 NaN            NaN
  1381.41        500.000        12.1359                 NaN            NaN   53.6032       0.762837       0.522885        25.3533        5.02744        1.46493        1.12951                 NaN            NaN
  1378.21        500.000        12.1355                 NaN            NaN   53.6033       0.762849       0.522901        25.3534        5.02746        1.46494        1.12958                 NaN            NaN
  1375.00        500.000        12.1351                 NaN            NaN   53.6035       0.762861       0.522917        25.3535        5.02748        1.46496        1.12965                 NaN            NaN
  1371.79        500.000        12.1347                 NaN            NaN   53.6036       0.762873       0.522934        25.3537        5.02750        1.46497        1.12973                 NaN            NaN
  1368.59        500.000        12.1343                 NaN            NaN   53.6038       0.762885       0.522950        25.3538        5.02752        1.46498        1.12980                 NaN            NaN
  1365.38        500.000        12.1339                 NaN            NaN   53.6039       0.762897       0.522966        25.3539        5.02753        1.46499        1.12987                 NaN            NaN
  1362.18        500.000        12.1335                 NaN            NaN   53.6040       0.762908       0.522982        25.3541        5.02755        1.46501        1.12994                 NaN            NaN
  1358.97        500.000        9.51610                 NaN            NaN   53.8276       0.764688       0.574610        24.3847        5.75599        3.11009        2.06623                 NaN            NaN
  1355.77        500.000        9.51585                 NaN            NaN   53.8276       0.764697       0.574627        24.3848        5.75600        3.11011        2.06635                 NaN            NaN
  1352.56        500.000        9.51560                 NaN            NaN   53.8276       0.764707       0.574643        24.3849        5.75601        3.11013        2.06648                 NaN            NaN
  1349.36        500.000        9.51535                 NaN            NaN   53.8276       0.764717       0.574659        24.3849        5.75601        3.11015        2.06661                 NaN            NaN
  1346.15        500.000        9.51509                 NaN            NaN   53.8276       0.764727       0.574676        24.3850        5.75602        3.11017        2.06674                 NaN            NaN
  1342.95        500.000        9.51484                 NaN            NaN   53.8276       0.764736       0.574692        24.3851        5.75603        3.11019        2.06687                 NaN            NaN
  1339.74        500.000        9.51458                 NaN            NaN   53.8276       0.764746       0.574708        24.3852        5.75604        3.11021        2.06699                 NaN            NaN
  1336.54        500.000        9.51432                 NaN            NaN   53.8276       0.764756       0.574724        24.3852        5.75605        3.11023        2.06712                 NaN            NaN
  1333.33        500.000        7.77558                 NaN            NaN   53.9550       0.765972       0.615554        23.7265        4.21494        6.18828        2.75817                 NaN            NaN
  1330.13        500.000        7.77542                 NaN            NaN   53.9549       0.765980       0.615571        23.7266        4.21496        6.18828        2.75834                 NaN            NaN
  1326.92        500.000        7.77525                 NaN            NaN   53.9548       0.765989       0.615587        23.7266        4.21498        6.18828        2.75850                 NaN            NaN
