|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1469.49        500.000                 NaN   98.8405                 NaN            NaN            NaN  0.714789       0.444726                 NaN            NaN            NaN            NaN            NaN
  1467.96        500.000                 NaN   98.8572                 NaN            NaN            NaN  0.438228       0.704574                 NaN            NaN            NaN            NaN            NaN
  1466.42        500.000                 NaN   98.8688                 NaN            NaN            NaN  0.699861       0.431293                 NaN            NaN            NaN            NaN            NaN
  1464.89        500.000                 NaN   98.8804                 NaN            NaN            NaN  0.692497       0.427147                 NaN            NaN            NaN            NaN            NaN
  1463.35        500.000                 NaN   98.8927                 NaN            NaN            NaN  0.684897       0.422438                 NaN            NaN            NaN            NaN            NaN
  1461.82        500.000                 NaN   98.9043                 NaN            NaN            NaN  0.415663       0.680053                 NaN            NaN            NaN            NaN            NaN
  1460.29        500.000                 NaN   98.9174                 NaN            NaN            NaN  0.671453       0.411190                 NaN            NaN            NaN            NaN            NaN
  1458.75        500.000                 NaN   98.9272                 NaN            NaN            NaN  0.406619       0.666168                 NaN            NaN            NaN            NaN            NaN
  1457.22        500.000                 NaN   98.9385                 NaN            NaN            NaN  0.401706       0.659809                 NaN            NaN            NaN            NaN            NaN
  1455.68        500.000                 NaN   98.9488                 NaN            NaN            NaN  0.396173       0.655072                 NaN            NaN            NaN            NaN            NaN
  1454.15        500.000                 NaN   98.9622                 NaN            NaN            NaN  0.390764       0.647037                 NaN            NaN            NaN            NaN            NaN
  1452.61        500.000                 NaN   98.9718                 NaN            NaN            NaN  0.641493       0.386749                 NaN            NaN            NaN            NaN            NaN
  1451.08        500.000                 NaN   98.9815                 NaN            NaN            NaN  0.636584       0.381956                 NaN            NaN            NaN            NaN            NaN
  1449.55        500.000                 NaN   98.9927                 NaN            NaN            NaN  0.630132       0.377186                 NaN            NaN            NaN            NaN            NaN
  1448.01        500.000                 NaN   97.0389                 NaN            NaN            NaN  0.957223        1.22953                 NaN  0.774306                 NaN            NaN            NaN
  1446.48        500.000                 NaN   95.7080                 NaN            NaN  0.126033        1.55322        1.35035                 NaN   1.26236                 NaN            NaN            NaN
  1444.94        500.000                 NaN   95.6808                 NaN            NaN  0.156500        1.50206        1.38012                 NaN   1.28055                 NaN            NaN            NaN
  1443.41        500.000                 NaN   95.8852                 NaN            NaN  0.147906        1.42962        1.31616                 NaN   1.22109                 NaN            NaN            NaN
  1441.87        500.000                 NaN   96.0719                 NaN            NaN  0.140200        1.36328        1.25749                 NaN   1.16717                 NaN            NaN            NaN
  1440.34        500.000                 NaN   96.2443                 NaN            NaN  0.133052        1.30297        1.20271                 NaN   1.11695                 NaN            NaN            NaN
  1438.81        500.000                 NaN   96.4040                 NaN            NaN  0.126462        1.15334        1.24572                 NaN   1.07043                 NaN            NaN            NaN
  1437.27        500.000                 NaN   96.5465                 NaN            NaN  0.120777        1.10841        1.19519                 NaN   1.02914                 NaN            NaN            NaN
  1435.74        500.000                 NaN   96.6888                 NaN            NaN  0.114974        1.06395        1.14461                 NaN  0.987640                 NaN            NaN            NaN
  1434.20        500.000                 NaN   96.8106                 NaN            NaN  0.109898        1.10145        1.02591                 NaN  0.952143                 NaN            NaN            NaN
  1432.67        500.000                 NaN   96.9294                 NaN            NaN  0.105063        1.05972       0.988407                 NaN  0.917393                 NaN            NaN            NaN
  1431.13        500.000                 NaN   97.0386                 NaN            NaN  0.100680       0.954450        1.02069                 NaN  0.885587                 NaN            NaN            NaN
  1429.60        500.000                 NaN   97.1429                 NaN            NaN  0.964285E-001  0.921454       0.984333                 NaN  0.854916                 NaN            NaN            NaN
  1428.07        500.000                 NaN   97.2389                 NaN            NaN  0.926091E-001  0.950383       0.891356                 NaN  0.826788                 NaN            NaN            NaN
  1426.53        500.000                 NaN   97.3295                 NaN            NaN  0.889348E-001  0.918557       0.862782                 NaN  0.800243                 NaN            NaN            NaN
  1425.00        500.000                 NaN   97.4153                 NaN            NaN  0.854792E-001  0.888783       0.835442                 NaN  0.775046                 NaN            NaN            NaN
  1423.46        500.000                 NaN   97.4962                 NaN            NaN  0.822369E-001  0.809802       0.860391                 NaN  0.751330                 NaN            NaN            NaN
  1421.93        500.000                 NaN   97.5734                 NaN            NaN  0.790610E-001  0.785719       0.833357                 NaN  0.728447                 NaN            NaN            NaN
  1420.39        500.000                 NaN   97.6448                 NaN            NaN  0.762109E-001  0.808200       0.763231                 NaN  0.707532                 NaN            NaN            NaN
  1418.86        500.000                 NaN   97.7134                 NaN            NaN  0.733939E-001  0.785167       0.740862                 NaN  0.687138                 NaN            NaN            NaN
  1417.33        500.000                 NaN   97.7793                 NaN            NaN  0.708425E-001  0.761480       0.720610                 NaN  0.667752                 NaN            NaN            NaN
  1415.79        500.000                 NaN   97.8412                 NaN            NaN  0.682818E-001  0.700851       0.740194                 NaN  0.649457                 NaN            NaN            NaN
  1414.26        500.000                 NaN   97.9002                 NaN            NaN  0.659946E-001  0.720015       0.681666                 NaN  0.632124                 NaN            NaN            NaN
  1412.72        500.000                 NaN   97.9569                 NaN            NaN  0.637679E-001  0.663994       0.700130                 NaN  0.615173                 NaN            NaN            NaN
  1411.19        500.000                 NaN   98.0095                 NaN            NaN  0.615477E-001  0.647412       0.682022                 NaN  0.599490                 NaN            NaN            NaN
  1409.65        500.000                 NaN   98.0621                 NaN            NaN  0.595001E-001  0.664122       0.630354                 NaN  0.583907                 NaN            NaN            NaN
  1408.12        500.000                 NaN   98.1073                 NaN            NaN  0.578723E-001  0.647394       0.616677                 NaN  0.570711                 NaN            NaN            NaN
  1406.59        500.000                 NaN   98.1611                 NaN            NaN  0.554442E-001  0.630749       0.598361                 NaN  0.554314                 NaN            NaN            NaN
  1405.05        500.000                 NaN   98.2040                 NaN            NaN  0.537979E-001  0.615780       0.584815                 NaN  0.541653                 NaN            NaN            NaN
  1403.52        500.000                 NaN   98.2462                 NaN            NaN  0.521014E-001  0.601462       0.571215                 NaN  0.529070                 NaN            NaN            NaN
  1401.98        500.000                 NaN   98.2881                 NaN            NaN  0.504756E-001  0.557878       0.587051                 NaN  0.516507                 NaN            NaN            NaN
  1400.45        500.000                 NaN   98.3285                 NaN            NaN  0.488087E-001  0.544766       0.573519                 NaN  0.504445                 NaN            NaN            NaN
  1398.91        500.000                 NaN   98.3662                 NaN            NaN  0.472746E-001  0.560695       0.532774                 NaN  0.493060                 NaN            NaN            NaN
  1397.38        500.000                 NaN   98.4038                 NaN            NaN  0.457946E-001  0.520417       0.548179                 NaN  0.481807                 NaN            NaN            NaN
  1395.85        500.000                 NaN   98.4392                 NaN            NaN  0.443115E-001  0.536390       0.508921                 NaN  0.471175                 NaN            NaN            NaN
  1394.31        500.000                 NaN   98.4557                 NaN            NaN  0.434321E-001  0.503175       0.530844                 NaN  0.466870                 NaN            NaN            NaN
  1392.78        500.000                 NaN   98.5251                 NaN            NaN  0.408943E-001  0.481098       0.508217                 NaN  0.444701                 NaN            NaN            NaN
  1391.24        500.000                 NaN   98.5383                 NaN            NaN  0.403523E-001  0.476950       0.503077                 NaN  0.441368                 NaN            NaN            NaN
  1389.71        500.000                 NaN   98.5703                 NaN            NaN  0.390085E-001  0.492970       0.466107                 NaN  0.431577                 NaN            NaN            NaN
  1388.17        500.000                 NaN   98.5997                 NaN            NaN  0.377870E-001  0.456816       0.483010                 NaN  0.422704                 NaN            NaN            NaN
  1386.64        500.000                 NaN   98.6274                 NaN            NaN  0.366255E-001  0.447532       0.474021                 NaN  0.414447                 NaN            NaN            NaN
  1385.11        500.000                 NaN   98.6535                 NaN            NaN  0.355657E-001  0.465829       0.438696                 NaN  0.406439                 NaN            NaN            NaN
  1383.57        500.000                 NaN   98.6890                 NaN            NaN  0.342092E-001  0.427334       0.453942                 NaN  0.395523                 NaN            NaN            NaN
  1382.04        500.000                 NaN   98.7104                 NaN            NaN  0.332634E-001  0.420097       0.447203                 NaN  0.389047                 NaN            NaN            NaN
  1380.50        500.000                 NaN   98.7333                 NaN            NaN  0.322491E-001  0.412132       0.440142                 NaN  0.382178                 NaN            NaN            NaN
  1378.97        500.000                 NaN   98.7618                 NaN            NaN  0.310376E-001  0.403237       0.430711                 NaN  0.373228                 NaN            NaN            NaN
  1377.43        500.000                 NaN   98.7847                 NaN            NaN  0.301228E-001  0.395423       0.423376                 NaN  0.366363                 NaN            NaN            NaN
  1375.90        500.000                 NaN   98.8075                 NaN            NaN  0.291552E-001  0.387807       0.416145                 NaN  0.359352                 NaN            NaN            NaN
  1374.37        500.000                 NaN   98.8292                 NaN            NaN  0.282013E-001  0.380657       0.409219                 NaN  0.352727                 NaN            NaN            NaN
  1372.83        500.000                 NaN   98.8523                 NaN            NaN  0.272364E-001  0.372776       0.402034                 NaN  0.345637                 NaN            NaN            NaN
  1371.30        500.000                 NaN   98.8736                 NaN            NaN  0.262653E-001  0.395874       0.365151                 NaN  0.339152                 NaN            NaN            NaN
  1369.76        500.000                 NaN   98.8943                 NaN            NaN  0.255498E-001  0.358634       0.388768                 NaN  0.332749                 NaN            NaN            NaN
  1368.23        500.000                 NaN   98.9143                 NaN            NaN  0.246364E-001  0.382561       0.351845                 NaN  0.326626                 NaN            NaN            NaN
  1366.69        500.000                 NaN   98.9338                 NaN            NaN  0.238188E-001  0.376398       0.345345                 NaN  0.320619                 NaN            NaN            NaN
  1365.16        500.000                 NaN   98.9534                 NaN            NaN  0.228876E-001  0.338501       0.370690                 NaN  0.314494                 NaN            NaN            NaN
  1363.63        500.000                 NaN   98.9710                 NaN            NaN  0.221328E-001  0.365311       0.332401                 NaN  0.309140                 NaN            NaN            NaN
  1362.09        500.000                 NaN   98.9895                 NaN            NaN  0.212556E-001  0.359747       0.326059                 NaN  0.303406                 NaN            NaN            NaN
  1360.56        500.000                 NaN   99.0079                 NaN            NaN  0.204534E-001  0.319955       0.354079                 NaN  0.297585                 NaN            NaN            NaN
  1359.02        500.000                 NaN   99.0245                 NaN            NaN  0.197082E-001  0.314095       0.349199                 NaN  0.292504                 NaN            NaN            NaN
  1357.49        500.000                 NaN   99.0406                 NaN            NaN  0.189774E-001  0.344434       0.308514                 NaN  0.287511                 NaN            NaN            NaN
  1355.95        500.000                 NaN   99.0534                 NaN            NaN  0.185513E-001  0.304041       0.340288                 NaN  0.283737                 NaN            NaN            NaN
  1354.42        500.000                 NaN   99.0718                 NaN            NaN  0.180755E-001  0.299465       0.332538                 NaN  0.278087                 NaN            NaN            NaN
  1352.89        500.000                 NaN   99.0952                 NaN            NaN  0.163940E-001  0.329242       0.289060                 NaN  0.270137                 NaN            NaN            NaN
  1351.35        500.000                 NaN   99.1033                 NaN            NaN  0.160519E-001  0.286190       0.326392                 NaN  0.268088                 NaN            NaN            NaN
  1349.82        500.000                 NaN   99.1193                 NaN            NaN  0.153966E-001  0.281012       0.321254                 NaN  0.263047                 NaN            NaN            NaN
  1348.28        500.000                 NaN   99.1335                 NaN            NaN  0.146575E-001  0.317366       0.275947                 NaN  0.258560                 NaN            NaN            NaN
  1346.75        500.000                 NaN   99.1473                 NaN            NaN  0.140402E-001  0.271058       0.313297                 NaN  0.254294                 NaN            NaN            NaN
  1345.21        500.000                 NaN   99.1610                 NaN            NaN  0.133647E-001  0.266270       0.309386                 NaN  0.249983                 NaN            NaN            NaN
  1343.68        500.000                 NaN   99.1745                 NaN            NaN  0.127159E-001  0.305691       0.261315                 NaN  0.245790                 NaN            NaN            NaN
  1342.15        500.000                 NaN   99.1873                 NaN            NaN  0.120356E-001  0.256559       0.302352                 NaN  0.241757                 NaN            NaN            NaN
  1340.61        500.000                 NaN   99.2004                 NaN            NaN  0.114402E-001  0.252036       0.298445                 NaN  0.237629                 NaN            NaN            NaN
  1339.08        500.000                 NaN   99.2127                 NaN            NaN  0.108055E-001  0.247557       0.295126                 NaN  0.233775                 NaN            NaN            NaN
  1337.54        500.000                 NaN   99.2248                 NaN            NaN  0.102232E-001  0.243036       0.291920                 NaN  0.230003                 NaN            NaN            NaN
  1336.01        500.000                 NaN   99.2371                 NaN            NaN  0.951801E-002  0.288966       0.238228                 NaN  0.226188                 NaN            NaN            NaN
  1334.47        500.000                 NaN   99.2486                 NaN            NaN  0.891584E-002  0.234463       0.285598                 NaN  0.222446                 NaN            NaN            NaN
  1332.94        500.000                 NaN   99.2596                 NaN            NaN  0.840299E-002  0.282710       0.230179                 NaN  0.219070                 NaN            NaN            NaN
  1331.41        500.000                 NaN   99.2713                 NaN            NaN  0.772887E-002  0.279814       0.225820                 NaN  0.215333                 NaN            NaN            NaN
  1329.87        500.000                 NaN   99.2818                 NaN            NaN  0.717770E-002  0.277025       0.221917                 NaN  0.212060                 NaN            NaN            NaN
  1328.34        500.000                 NaN   99.2926                 NaN            NaN  0.657289E-002  0.217723       0.274489                 NaN  0.208635                 NaN            NaN            NaN
  1326.80        500.000                 NaN   99.3029                 NaN            NaN  0.608966E-002  0.214029       0.271499                 NaN  0.205439                 NaN            NaN            NaN
  1325.27        500.000                 NaN   99.3130                 NaN            NaN  0.546412E-002  0.269292       0.210028                 NaN  0.202259                 NaN            NaN            NaN
  1323.73        500.000                 NaN   99.3229                 NaN            NaN  0.497806E-002  0.206668       0.266363                 NaN  0.199085                 NaN            NaN            NaN
  1322.20        500.000                 NaN   99.3326                 NaN            NaN  0.433809E-002  0.202510       0.264478                 NaN  0.196025                 NaN            NaN            NaN
  1320.67        500.000                 NaN   99.3425                 NaN            NaN  0.375887E-002  0.198832       0.262121                 NaN  0.192826                 NaN            NaN            NaN
  1319.13        500.000                 NaN   99.3516                 NaN            NaN  0.326124E-002  0.195264       0.259839                 NaN  0.189998                 NaN            NaN            NaN
  1317.60        500.000                 NaN   99.3606                 NaN            NaN  0.274639E-002  0.191783       0.257742                 NaN  0.187134                 NaN            NaN            NaN
  1316.06        500.000                 NaN   99.3695                 NaN            NaN  0.214522E-002  0.187927       0.256074                 NaN  0.184368                 NaN            NaN            NaN
  1314.53        500.000                 NaN   99.3781                 NaN            NaN  0.158869E-002  0.253961       0.184800                 NaN  0.181561                 NaN            NaN            NaN
  1312.99        500.000                 NaN   99.3866                 NaN            NaN  0.111620E-002  0.181371       0.252057                 NaN  0.178904                 NaN            NaN            NaN
  1311.46        500.000                 NaN   99.3949                 NaN            NaN  0.588310E-003  0.177946       0.250270                 NaN  0.176294                 NaN            NaN            NaN
  1309.93        500.000                 NaN   99.4031                 NaN            NaN  0.857017E-004  0.174627       0.248527                 NaN  0.173682                 NaN            NaN            NaN
  1308.39        500.000                 NaN   99.4092                 NaN            NaN  0.272447E-002  0.176171       0.239394                 NaN  0.172471                 NaN            NaN            NaN
  1306.86        500.000                 NaN   99.4192                 NaN            NaN            NaN  0.168901       0.242959                 NaN  0.168926                 NaN            NaN            NaN
  1305.32        500.000                 NaN   99.4260                 NaN            NaN            NaN  0.240219       0.167032                 NaN  0.166780                 NaN            NaN            NaN
  1303.79        500.000                 NaN   99.4317                 NaN            NaN  0.249771E-002  0.168274       0.231855                 NaN  0.165676                 NaN            NaN            NaN
  1302.25        500.000                 NaN   99.4405                 NaN            NaN            NaN  0.162302       0.234845                 NaN  0.162364                 NaN            NaN            NaN
  1300.72        500.000                 NaN   99.4473                 NaN            NaN            NaN  0.159766       0.232496                 NaN  0.160420                 NaN            NaN            NaN
