|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1558.61        2500.00                 NaN   99.3631       0.622824       0.141243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.14        2500.00                 NaN   99.2610       0.715099       0.238645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00                 NaN   99.2628       0.714497       0.227259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.20        2500.00                 NaN   99.2155       0.539039       0.206418E-001  0.224866                 NaN            NaN            NaN            NaN            NaN            NaN
  1552.73        2500.00                 NaN   98.9804                 NaN  0.288191E-003   1.01934                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.26        2500.00       0.506633E-004   98.9354                 NaN            NaN   1.06454                 NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00       0.179197E-002   98.8675                 NaN  0.692927E-002  0.660628E-001   1.05775                 NaN            NaN            NaN            NaN            NaN
  1548.32        2500.00       0.292667E-002   98.3072       0.299497       0.114374        1.27605                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.85        2500.00       0.432948E-002   98.4234                 NaN  0.220152        1.35216                 NaN            NaN            NaN            NaN            NaN            NaN
  1545.38        2500.00       0.501626E-002   98.4101       0.913052E-001  0.189381        1.30416                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.91        2500.00       0.363526E-002   98.3969       0.221481       0.145307        1.23267                 NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00       0.343607E-002   98.4200       0.222751       0.144256        1.20959                 NaN            NaN            NaN            NaN            NaN            NaN
  1540.97        2500.00       0.331476E-002   98.4392       0.220128       0.143135        1.19426                 NaN            NaN            NaN            NaN            NaN            NaN
  1539.50        2500.00       0.304106E-002   98.4674       0.223160       0.142025        1.16440                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.03        2500.00       0.288638E-002   98.4876       0.222454       0.141211        1.14585                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.56        2500.00       0.271031E-002   98.5071       0.222746       0.140262        1.12716                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.09        2500.00       0.257909E-002   98.5284       0.219594       0.139246        1.11015                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00       0.245523E-002   98.5484       0.216054       0.138331        1.09474                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00       0.229391E-002   98.5684       0.215313       0.137393        1.07658                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.68        2500.00       0.214764E-002   98.5834       0.213860       0.136662        1.06389                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.21        2500.00       0.203849E-002   98.6108       0.208466       0.135474        1.04324                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.74        2500.00       0.189199E-002   98.6257       0.207823       0.134647        1.02991                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.27        2500.00       0.177752E-002   98.6434       0.204307       0.133803        1.01668                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.80        2500.00       0.166171E-002   98.6602       0.202157       0.133039        1.00292                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.33        2500.00       0.157053E-002   98.6786       0.197615       0.132176       0.990022                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.86        2500.00       0.145279E-002   98.6951       0.195443       0.131346       0.976701                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        2500.00       0.134341E-002   98.7124       0.192464       0.130480       0.963344                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        2500.00       0.469911E-003   98.4700       0.402753       0.389372E-001   1.08788                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00       0.175979E-002   98.9922                 NaN  0.207465       0.798616                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.98        2500.00       0.165815E-002   98.5795       0.175231       0.162071        1.08151                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        2500.00       0.614520E-003   99.2548       0.107621       0.775566E-001  0.559372                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.04        2500.00       0.109088E-002   98.5001       0.218597       0.157785        1.12245                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        2500.00       0.806757E-003   98.8018       0.173134       0.126062       0.898198                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.10        2500.00       0.897582E-003   98.6662       0.188131       0.141589        1.00319                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00       0.569214E-003   98.9837       0.144191       0.108758       0.762752                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.16        2500.00       0.599598E-003   98.8428       0.162758       0.124097       0.869749                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        2500.00       0.881599E-002   98.6457       0.271549       0.256659       0.817304                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.22        2500.00                 NaN   99.0897                 NaN  0.272746E-002  0.907577                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        2500.00                 NaN   98.9023       0.850528E-001  0.149039       0.863601                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.28        2500.00                 NaN   98.8933       0.155694       0.119318       0.831645                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        2500.00                 NaN   98.9110       0.150079       0.118510       0.820384                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        2500.00                 NaN   98.9189       0.145997       0.118362       0.816768                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        2500.00       0.348608E-002   98.9498       0.879918E-001  0.139461       0.819302                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        2500.00                 NaN   98.9364       0.138643       0.118028       0.806963                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        2500.00                 NaN   98.9535       0.134687       0.117286       0.794513                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        2500.00                 NaN   98.9633       0.130874       0.118794       0.787049                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        2500.00                 NaN   98.9764       0.127214       0.116363       0.780053                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        2500.00       0.713929E-002   98.9701       0.182575E-001  0.195562       0.808942                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        2500.00                 NaN   99.0407       0.112119       0.833803E-001  0.763846                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        2500.00                 NaN   99.0073       0.116356       0.115749       0.760567                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN   99.0164       0.112602       0.115237       0.755729                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        2500.00                 NaN   99.0252       0.109879       0.115092       0.749839                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        2500.00                 NaN   99.0290       0.110294       0.116782       0.743931                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.70        2500.00                 NaN   99.0494       0.996000E-001  0.116015       0.735002                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.23        2500.00                 NaN   99.0566       0.994051E-001  0.115750       0.728282                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00                 NaN   99.0627       0.961583E-001  0.113994       0.727099                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.29        2500.00                 NaN   99.0707       0.934483E-001  0.113669       0.722139                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.82        2500.00                 NaN   99.0755       0.896358E-001  0.115784       0.719120                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.35        2500.00                 NaN   99.0920       0.871745E-001  0.111594       0.709225                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.88        2500.00                 NaN   99.0954       0.844871E-001  0.114169       0.705909                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.41        2500.00                 NaN   98.6843       0.119758       0.166595        1.02938                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.94        2500.00                 NaN   99.5376       0.415363E-001  0.570332E-001  0.363798                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.47        2500.00                 NaN   99.1188       0.760584E-001  0.112051       0.693117                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.00        2500.00                 NaN   99.1247       0.744061E-001  0.110418       0.690489                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.53        2500.00                 NaN   99.1329       0.705291E-001  0.111648       0.684878                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN   99.1395       0.680984E-001  0.112486       0.679879                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.59        2500.00                 NaN   99.1486       0.648241E-001  0.110900       0.675674                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.12        2500.00                 NaN   99.1523       0.627584E-001  0.110142       0.674813                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00                 NaN   99.1587       0.584899E-001  0.112744       0.670065                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00                 NaN   99.1676       0.576627E-001  0.108405       0.666341                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.71        2500.00                 NaN   99.1713       0.559673E-001  0.108275       0.664475                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.24        2500.00                 NaN   99.1770       0.543515E-001  0.107030       0.661596                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.77        2500.00                 NaN   99.1844       0.506541E-001  0.107920       0.657000                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.30        2500.00                 NaN   99.1874       0.498541E-001  0.105936       0.656816                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.83        2500.00                 NaN   99.1956       0.462223E-001  0.106172       0.651990                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.36        2500.00                 NaN   99.2000       0.437495E-001  0.107011       0.649202                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00                 NaN   99.2055       0.415771E-001  0.105787       0.647169                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.42        2500.00                 NaN   99.1935       0.995360E-002  0.842674E-001  0.613222       0.990958E-001            NaN            NaN            NaN            NaN            NaN
  1443.95        2500.00                 NaN   99.1839                 NaN  0.643515E-001  0.167737       0.583968                 NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.1909       0.520764E-001  0.613572E-001  0.111522       0.584134                 NaN            NaN            NaN            NaN            NaN
  1441.01        2500.00                 NaN   99.1942                 NaN  0.616295E-001  0.170342       0.573819                 NaN            NaN            NaN            NaN            NaN
  1439.54        2500.00                 NaN   99.1969                 NaN  0.610457E-001  0.571023       0.170984                 NaN            NaN            NaN            NaN            NaN
  1438.07        2500.00                 NaN   99.2008                 NaN  0.602539E-001  0.567552       0.171373                 NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00                 NaN   99.2061                 NaN  0.585401E-001  0.561749       0.173573                 NaN            NaN            NaN            NaN            NaN
  1435.13        2500.00                 NaN   99.2084                 NaN  0.581167E-001  0.558982       0.174532                 NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00                 NaN   99.2137                 NaN  0.566923E-001  0.555477       0.174128                 NaN            NaN            NaN            NaN            NaN
  1432.19        2500.00                 NaN   99.2166                 NaN  0.557481E-001  0.551842       0.175799                 NaN            NaN            NaN            NaN            NaN
  1430.72        2500.00                 NaN   99.2143                 NaN  0.552450E-001  0.178232       0.552247                 NaN            NaN            NaN            NaN            NaN
  1429.25        2500.00                 NaN   99.2297                 NaN  0.534524E-001  0.176704       0.540170                 NaN            NaN            NaN            NaN            NaN
  1427.78        2500.00                 NaN   99.2273                 NaN  0.527279E-001  0.179069       0.540908                 NaN            NaN            NaN            NaN            NaN
  1426.31        2500.00                 NaN   99.2307                 NaN  0.518556E-001  0.179884       0.537596                 NaN            NaN            NaN            NaN            NaN
  1424.84        2500.00                 NaN   99.2332                 NaN  0.510740E-001  0.535342       0.180395                 NaN            NaN            NaN            NaN            NaN
  1423.37        2500.00                 NaN   99.2372                 NaN  0.498152E-001  0.531043       0.181963                 NaN            NaN            NaN            NaN            NaN
  1421.90        2500.00                 NaN   99.2397                 NaN  0.489751E-001  0.182485       0.528875                 NaN            NaN            NaN            NaN            NaN
  1420.43        2500.00                 NaN   99.2428                 NaN  0.480983E-001  0.183431       0.525659                 NaN            NaN            NaN            NaN            NaN
  1418.96        2500.00                 NaN   99.2458                 NaN  0.470277E-001  0.184201       0.522957                 NaN            NaN            NaN            NaN            NaN
  1417.49        2500.00                 NaN   99.2484                 NaN  0.461205E-001  0.520159       0.185281                 NaN            NaN            NaN            NaN            NaN
  1416.02        2500.00                 NaN   99.2468                 NaN  0.452446E-001  0.521363       0.186546                 NaN            NaN            NaN            NaN            NaN
  1414.55        2500.00                 NaN   99.2574                 NaN  0.442808E-001  0.186345       0.511991                 NaN            NaN            NaN            NaN            NaN
  1413.08        2500.00                 NaN   99.2559                 NaN  0.433931E-001  0.512858       0.187851                 NaN            NaN            NaN            NaN            NaN
  1411.61        2500.00       0.133551E-002   99.2552                 NaN  0.416673E-001  0.193990       0.507809                 NaN            NaN            NaN            NaN            NaN
  1410.14        2500.00                 NaN   99.2619                 NaN  0.416817E-001  0.189269       0.507140                 NaN            NaN            NaN            NaN            NaN
  1408.67        2500.00       0.230588E-003   99.2620                 NaN  0.406821E-001  0.504921       0.192167                 NaN            NaN            NaN            NaN            NaN
  1407.20        2500.00                 NaN   99.2640                 NaN  0.398585E-001  0.503884       0.192254                 NaN            NaN            NaN            NaN            NaN
  1405.73        2500.00                 NaN   99.2656                 NaN  0.388331E-001  0.502710       0.192864                 NaN            NaN            NaN            NaN            NaN
  1404.26        2500.00                 NaN   99.2675                 NaN  0.380749E-001  0.193984       0.500490                 NaN            NaN            NaN            NaN            NaN
  1402.79        2500.00                 NaN   99.2679                 NaN  0.371417E-001  0.195102       0.499856                 NaN            NaN            NaN            NaN            NaN
  1401.32        2500.00       0.629580E-003   99.2553                 NaN  0.174615E-001  0.477141       0.249495                 NaN            NaN            NaN            NaN            NaN
  1399.85        2500.00                 NaN   99.2557                 NaN  0.643259E-001  0.514975       0.144814       0.202012E-001            NaN            NaN            NaN            NaN
  1398.38        2500.00                 NaN   98.3715                 NaN  0.323323       0.180491       0.563332       0.561402                 NaN            NaN            NaN            NaN
  1396.91        2500.00                 NaN   98.3895                 NaN  0.324250       0.171022       0.559392       0.555825                 NaN            NaN            NaN            NaN
  1395.44        2500.00       0.106124E-003   98.4064                 NaN  0.325791       0.555570       0.161183       0.550918                 NaN            NaN            NaN            NaN
  1393.97        2500.00                 NaN   98.4341                 NaN  0.323092       0.152184       0.550104       0.540518                 NaN            NaN            NaN            NaN
  1392.50        2500.00                 NaN   98.4465                 NaN  0.325442       0.143376       0.547650       0.537019                 NaN            NaN            NaN            NaN
  1391.03        2500.00                 NaN   98.4648                 NaN  0.325973       0.543785       0.134295       0.531155                 NaN            NaN            NaN            NaN
  1389.56        2500.00                 NaN   98.4514                 NaN  0.335240       0.119716       0.555782       0.537836                 NaN            NaN            NaN            NaN
  1388.09        2500.00                 NaN   98.5224                 NaN  0.318533       0.526656       0.122519       0.509859                 NaN            NaN            NaN            NaN
  1386.62        2500.00                 NaN   98.5148                 NaN  0.327604       0.533377       0.109323       0.514856                 NaN            NaN            NaN            NaN
  1385.15        2500.00                 NaN   98.5327                 NaN  0.327913       0.101082       0.528934       0.509386                 NaN            NaN            NaN            NaN
  1383.68        2500.00                 NaN   98.5485                 NaN  0.328005       0.941881E-001  0.525771       0.503521                 NaN            NaN            NaN            NaN
  1382.21        2500.00                 NaN   98.5648                 NaN  0.328208       0.522389       0.862354E-001  0.498352                 NaN            NaN            NaN            NaN
  1380.74        2500.00                 NaN   98.5778                 NaN  0.329031       0.787591E-001  0.520413       0.493971                 NaN            NaN            NaN            NaN
  1379.27        2500.00                 NaN   98.5942                 NaN  0.328472       0.517013       0.719905E-001  0.488355                 NaN            NaN            NaN            NaN
  1377.80        2500.00                 NaN   98.6083                 NaN  0.328535       0.654871E-001  0.514151       0.483491                 NaN            NaN            NaN            NaN
  1376.33        2500.00       0.625422E-002   98.6105                 NaN  0.319619       0.732607E-001  0.510021       0.480300                 NaN            NaN            NaN            NaN
  1374.86        2500.00       0.367925E-001   98.5359                 NaN  0.274131       0.522397       0.138945       0.491814                 NaN            NaN            NaN            NaN
  1373.39        2500.00       0.529972E-001   98.5602                 NaN  0.246889       0.150959       0.515856       0.473121                 NaN            NaN            NaN            NaN
  1371.92        2500.00       0.960206E-001   98.4343                 NaN  0.184217       0.563113       0.230020       0.492317                 NaN            NaN            NaN            NaN
  1370.45        2500.00       0.121582        98.4070                 NaN  0.133152       0.580906       0.275375       0.482023                 NaN            NaN            NaN            NaN
  1368.98        2500.00       0.168505        98.2871                 NaN  0.603870E-001  0.357441       0.632503       0.494103                 NaN            NaN            NaN            NaN
  1367.51        2500.00       0.208988        97.9815                 NaN  0.257450       0.154483       0.765268       0.632330                 NaN            NaN            NaN            NaN
  1366.04        2500.00       0.172850        98.4588                 NaN            NaN  0.287105       0.661112       0.420093                 NaN            NaN            NaN            NaN
  1364.57        2500.00       0.215283        98.2217                 NaN            NaN  0.681013       0.388275       0.493760                 NaN            NaN            NaN            NaN
  1363.10        2500.00       0.219948        98.2286                 NaN            NaN  0.685971       0.373854       0.491675                 NaN            NaN            NaN            NaN
  1361.63        2500.00       0.221402        98.2465                 NaN            NaN  0.361095       0.684049       0.486970                 NaN            NaN            NaN            NaN
  1360.16        2500.00       0.220013        98.2726                 NaN            NaN  0.676241       0.350800       0.480326                 NaN            NaN            NaN            NaN
  1358.69        2500.00       0.218505        98.2987                 NaN            NaN  0.668240       0.340753       0.473810                 NaN            NaN            NaN            NaN
  1357.22        2500.00       0.215632        98.3285                 NaN            NaN  0.657358       0.332100       0.466423                 NaN            NaN            NaN            NaN
  1355.75        2500.00       0.212662        98.3588                 NaN            NaN  0.323364       0.646350       0.458861                 NaN            NaN            NaN            NaN
  1354.28        2500.00       0.209377        98.3896                 NaN            NaN  0.315758       0.634015       0.451209                 NaN            NaN            NaN            NaN
  1352.81        2500.00       0.205301        98.4216                 NaN            NaN  0.620075       0.309595       0.443455                 NaN            NaN            NaN            NaN
  1351.34        2500.00       0.201795        98.4519                 NaN            NaN  0.302308       0.608082       0.435912                 NaN            NaN            NaN            NaN
  1349.87        2500.00       0.198384        98.4816                 NaN            NaN  0.295376       0.596199       0.428454                 NaN            NaN            NaN            NaN
  1348.40        2500.00       0.194638        98.5097                 NaN            NaN  0.584253       0.289790       0.421575                 NaN            NaN            NaN            NaN
  1346.93        2500.00       0.190885        98.5409                 NaN            NaN  0.571356       0.283085       0.413801                 NaN            NaN            NaN            NaN
  1345.46        2500.00       0.187294        98.5685                 NaN            NaN  0.559334       0.277873       0.407007                 NaN            NaN            NaN            NaN
  1343.99        2500.00       0.183780        98.5969                 NaN            NaN  0.547818       0.271655       0.399825                 NaN            NaN            NaN            NaN
  1342.52        2500.00       0.180641        98.6226                 NaN            NaN  0.537129       0.266202       0.393436                 NaN            NaN            NaN            NaN
  1341.05        2500.00       0.176770        98.6510                 NaN            NaN  0.524744       0.261221       0.386217                 NaN            NaN            NaN            NaN
  1339.58        2500.00       0.173361        98.6765                 NaN            NaN  0.513657       0.256504       0.379957                 NaN            NaN            NaN            NaN
  1338.11        2500.00       0.170039        98.7017                 NaN            NaN  0.502932       0.251689       0.373600                 NaN            NaN            NaN            NaN
  1336.64        2500.00       0.166794        98.7267                 NaN            NaN  0.246830       0.492430       0.367253                 NaN            NaN            NaN            NaN
  1335.17        2500.00       0.163567        98.7506                 NaN            NaN  0.482098       0.242506       0.361244                 NaN            NaN            NaN            NaN
  1333.70        2500.00       0.160351        98.7740                 NaN            NaN  0.472020       0.238305       0.355275                 NaN            NaN            NaN            NaN
  1332.23        2500.00       0.157254        98.7974                 NaN            NaN  0.462152       0.233823       0.349372                 NaN            NaN            NaN            NaN
  1330.76        2500.00       0.154108        98.8200                 NaN            NaN  0.452213       0.230084       0.343617                 NaN            NaN            NaN            NaN
  1329.29        2500.00       0.151306        98.8418                 NaN            NaN  0.443213       0.225657       0.338054                 NaN            NaN            NaN            NaN
  1327.82        2500.00       0.148124        98.8631                 NaN            NaN  0.433718       0.222417       0.332657                 NaN            NaN            NaN            NaN
  1326.35        2500.00       0.145332        98.8842                 NaN            NaN  0.218220       0.425094       0.327131                 NaN            NaN            NaN            NaN
  1324.88        2500.00       0.142475        98.9046                 NaN            NaN  0.214993       0.415957       0.321941                 NaN            NaN            NaN            NaN
  1323.41        2500.00       0.139567        98.9243                 NaN            NaN  0.407519       0.211760       0.316891                 NaN            NaN            NaN            NaN
  1321.94        2500.00       0.136960        98.9438                 NaN            NaN  0.399051       0.208295       0.311867                 NaN            NaN            NaN            NaN
  1320.47        2500.00       0.134173        98.9635                 NaN            NaN  0.390859       0.204864       0.306579                 NaN            NaN            NaN            NaN
  1319.00        2500.00       0.131599        98.9814                 NaN            NaN  0.382996       0.201953       0.302076                 NaN            NaN            NaN            NaN
  1317.53        2500.00       0.128803        98.9996                 NaN            NaN  0.374891       0.199362       0.297347                 NaN            NaN            NaN            NaN
  1316.06        2500.00       0.126422        99.0174                 NaN            NaN  0.367725       0.195856       0.292640                 NaN            NaN            NaN            NaN
  1314.59        2500.00       0.123720        99.0353                 NaN            NaN  0.359784       0.193316       0.287835                 NaN            NaN            NaN            NaN
  1313.12        2500.00       0.121357        99.0516                 NaN            NaN  0.190962       0.352377       0.283690                 NaN            NaN            NaN            NaN
  1311.65        2500.00       0.118869        99.0684                 NaN            NaN  0.188218       0.345379       0.279180                 NaN            NaN            NaN            NaN
  1310.18        2500.00       0.116544        99.0844                 NaN            NaN  0.185348       0.338755       0.274988                 NaN            NaN            NaN            NaN
  1308.71        2500.00       0.114322        99.1007                 NaN            NaN  0.331372       0.182874       0.270709                 NaN            NaN            NaN            NaN
  1307.24        2500.00       0.111811        99.1162                 NaN            NaN  0.324916       0.180612       0.266448                 NaN            NaN            NaN            NaN
  1305.77        2500.00       0.109433        99.1300                 NaN            NaN  0.179047       0.318605       0.262883                 NaN            NaN            NaN            NaN
  1304.30        2500.00       0.107240        99.1458                 NaN            NaN  0.311385       0.176843       0.258740                 NaN            NaN            NaN            NaN
  1302.83        2500.00       0.105347        99.1604                 NaN            NaN  0.306287       0.173343       0.254626                 NaN            NaN            NaN            NaN
  1301.36        2500.00       0.102851        99.1742                 NaN            NaN  0.172465       0.299558       0.250937                 NaN            NaN            NaN            NaN
  1299.89        2500.00       0.100782        99.1881                 NaN            NaN  0.170204       0.293677       0.247257                 NaN            NaN            NaN            NaN
  1298.42        2500.00       0.987771E-001   99.2014                 NaN            NaN  0.287985       0.168183       0.243641                 NaN            NaN            NaN            NaN
  1296.95        2500.00       0.967236E-001   99.2150                 NaN            NaN  0.281723       0.166616       0.239918                 NaN            NaN            NaN            NaN
  1295.48        2500.00       0.945575E-001   99.2279                 NaN            NaN  0.164836       0.276228       0.236489                 NaN            NaN            NaN            NaN
  1294.01        2500.00       0.209422        96.3555                 NaN            NaN  0.526360       0.551529       0.602144        1.75506                 NaN            NaN            NaN
  1292.53        2500.00       0.616241        85.5696                 NaN            NaN   1.95266        1.52894        1.97687        8.35565                 NaN            NaN            NaN
  1291.06        2500.00       0.517058        87.7996                 NaN            NaN   1.28173        1.67467        1.68634        7.04055                 NaN            NaN            NaN
  1289.59        2500.00       0.450789        89.3368                 NaN            NaN   1.47739        1.11173        1.48677        6.13652                 NaN            NaN            NaN
  1288.12        2500.00       0.404024        90.3463                 NaN            NaN   1.02200        1.33221        1.35942        5.53604                 NaN            NaN            NaN
  1286.65        2500.00       0.332480        92.0569                 NaN            NaN   1.12840       0.818650        1.12257        4.54103                 NaN            NaN            NaN
  1285.18        2500.00       0.321410        92.4046                 NaN            NaN   1.07104       0.785925        1.08103        4.33596                 NaN            NaN            NaN
  1283.71        2500.00       0.151134        95.0617                 NaN            NaN  0.800585       0.478787       0.704934        2.80282                 NaN            NaN            NaN
  1282.24        2500.00       0.410820        91.1162                 NaN            NaN   1.23959       0.917984        1.28661        5.02884                 NaN            NaN            NaN
  1280.77        2500.00       0.250928        94.5364                 NaN            NaN  0.654130       0.656642       0.784965        3.11692                 NaN            NaN            NaN
  1279.30        2500.00       0.219826        94.7117                 NaN            NaN  0.480088       0.834415       0.770948        2.98304                 NaN            NaN            NaN
  1277.83        2500.00       0.238870        92.5722                 NaN            NaN  0.984769       0.762151        1.06253        4.37946                 NaN            NaN            NaN
  1276.36        2500.00       0.209531        96.7704                 NaN            NaN  0.390680       0.453061       0.491828        1.68446                 NaN            NaN            NaN
  1274.89        2500.00       0.215927        96.0544                 NaN            NaN  0.459366       0.460699       0.583914        2.22570                 NaN            NaN            NaN
  1273.42        2500.00       0.200292        96.0451                 NaN            NaN  0.455226       0.487052       0.582985        2.22936                 NaN            NaN            NaN
