|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1809.52        500.000        99.3692                 NaN            NaN  0.617521       0.132493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.7215                 NaN            NaN  0.272634       0.581786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4571                 NaN            NaN  0.531521       0.113386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5159                 NaN            NaN  0.474089       0.100571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5138                 NaN            NaN  0.476140       0.100864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5397                 NaN            NaN  0.450772       0.951351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4881                 NaN            NaN  0.501354       0.105416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5105                 NaN            NaN  0.479484       0.997435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.2736                 NaN            NaN  0.711390       0.150125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.7547                 NaN            NaN  0.240419       0.489307E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5084                 NaN            NaN  0.481603       0.996679E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5097                 NaN            NaN  0.480376       0.991195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5088                 NaN            NaN  0.481320       0.986689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5070                 NaN            NaN  0.483144       0.986072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5048                 NaN            NaN  0.485382       0.983226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5038                 NaN            NaN  0.486384       0.983294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4589                 NaN            NaN  0.530443       0.106900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.6013                 NaN            NaN  0.390859       0.782972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4412                 NaN            NaN  0.547921       0.109140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5976                 NaN            NaN  0.394534       0.788632E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3955                 NaN            NaN  0.592815       0.117143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5773                 NaN            NaN  0.414629       0.810999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4065                 NaN            NaN  0.582124       0.113559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4872                 NaN            NaN  0.503013       0.974613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4882                 NaN            NaN  0.502099       0.965216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4841                 NaN            NaN  0.506183       0.967078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4789                 NaN            NaN  0.511409       0.971056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4787                 NaN            NaN  0.511631       0.964277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4792                 NaN            NaN  0.511254       0.959225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5161                 NaN            NaN  0.474990       0.886887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4300                 NaN            NaN  0.559668       0.103510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4686                 NaN            NaN  0.521785       0.961046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0579                 NaN            NaN  0.926915       0.151626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.9110                 NaN            NaN  0.857515E-001  0.326700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.7636                 NaN            NaN  0.232213       0.418063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1188                 NaN            NaN  0.865621       0.155976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4551                 NaN            NaN  0.535336       0.954966E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4538                 NaN            NaN  0.536680       0.951910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4491                 NaN            NaN  0.541395       0.954514E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4436                 NaN            NaN  0.546777       0.959468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4464                 NaN            NaN  0.544094       0.946286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4430                 NaN            NaN  0.547538       0.947373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4351                 NaN            NaN  0.555359       0.955058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4364                 NaN            NaN  0.554116       0.947325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4339                 NaN            NaN  0.556674       0.946305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4305                 NaN            NaN  0.560051       0.946593E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4271                 NaN            NaN  0.563395       0.946660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4255                 NaN            NaN  0.565074       0.946254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4223                 NaN            NaN  0.568293       0.944994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4197                 NaN            NaN  0.570848       0.944173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4170                 NaN            NaN  0.573597       0.945007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4157                 NaN            NaN  0.574914       0.940991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4126                 NaN            NaN  0.577964       0.942715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4126                 NaN            NaN  0.578022       0.937557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4046                 NaN            NaN  0.585882       0.947703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4095                 NaN            NaN  0.581174       0.935882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4050                 NaN            NaN  0.585614       0.939286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4031                 NaN            NaN  0.587489       0.940104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4009                 NaN            NaN  0.589705       0.937311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4008                 NaN            NaN  0.589854       0.935259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3986                 NaN            NaN  0.592054       0.937204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3920                 NaN            NaN  0.598554       0.944587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4022                 NaN            NaN  0.588571       0.925683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3946                 NaN            NaN  0.596090       0.935753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3955                 NaN            NaN  0.595197       0.931484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3656                 NaN            NaN  0.624682       0.973233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4221                 NaN            NaN  0.569063       0.887700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3925                 NaN            NaN  0.598180       0.932078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3937                 NaN            NaN  0.597065       0.927052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3801                 NaN            NaN  0.610396       0.946204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4080                 NaN            NaN  0.582948       0.904762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3939                 NaN            NaN  0.596862       0.924900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3912                 NaN            NaN  0.599495       0.927002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0305                 NaN            NaN  0.431982       0.245126E-002  0.535054                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        97.1634                 NaN            NaN  0.131275                 NaN   2.70531                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3684                 NaN            NaN  0.339621E-001            NaN  0.597628                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.3241                 NaN            NaN  0.873305E-001            NaN   1.58854                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.3557                 NaN            NaN  0.822640E-001            NaN   1.56202                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.3842                 NaN            NaN  0.775787E-001            NaN   1.53827                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4194                 NaN            NaN  0.768471E-001            NaN   1.50375                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.4463                 NaN            NaN  0.719013E-001            NaN   1.48182                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.4770                 NaN            NaN  0.704922E-001            NaN   1.45247                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5055                 NaN            NaN  0.667528E-001            NaN   1.42773                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5338                 NaN            NaN  0.670006E-001            NaN   1.39921                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5584                 NaN            NaN  0.595807E-001            NaN   1.38206                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5840                 NaN            NaN  0.583758E-001            NaN   1.35761                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6091                 NaN            NaN  0.557491E-001            NaN   1.33516                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6298                 NaN            NaN  0.514501E-001            NaN   1.31875                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6539                 NaN            NaN  0.495854E-001            NaN   1.29648                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6823                 NaN            NaN  0.471261E-001            NaN   1.27055                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6953                 NaN            NaN  0.404474E-001            NaN   1.26425                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7235                 NaN            NaN  0.418455E-001            NaN   1.23462                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7412                 NaN            NaN  0.376431E-001            NaN   1.22117                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7472                 NaN            NaN  0.360427E-001            NaN   1.21675                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7955                 NaN            NaN  0.325487E-001            NaN   1.17193                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.4842                 NaN            NaN  0.328599                 NaN   1.18717                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.1642                 NaN            NaN  0.458046E-003            NaN  0.835312                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8350                 NaN            NaN            NaN            NaN   1.16498                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8546                 NaN            NaN            NaN            NaN   1.14544                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8706                 NaN            NaN            NaN            NaN   1.12942                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8861                 NaN            NaN            NaN            NaN   1.11394                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9030                 NaN            NaN            NaN            NaN   1.09695                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9202                 NaN            NaN            NaN            NaN   1.07975                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9346                 NaN            NaN            NaN            NaN   1.06542                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9494                 NaN            NaN            NaN            NaN   1.05065                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9641                 NaN            NaN            NaN            NaN   1.03587                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9769                 NaN            NaN            NaN            NaN   1.02312                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9894                 NaN            NaN            NaN            NaN   1.01062                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0063                 NaN            NaN            NaN            NaN  0.993721                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0169                 NaN            NaN            NaN            NaN  0.983091                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0314                 NaN            NaN            NaN            NaN  0.968633                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0420                 NaN            NaN            NaN            NaN  0.957977                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0537                 NaN            NaN            NaN            NaN  0.946318                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0660                 NaN            NaN            NaN            NaN  0.934031                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0765                 NaN            NaN            NaN            NaN  0.923521                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0899                 NaN            NaN            NaN            NaN  0.910088                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0983                 NaN            NaN            NaN            NaN  0.901711                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1107                 NaN            NaN            NaN            NaN  0.889308                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1220                 NaN            NaN            NaN            NaN  0.878043                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1290                 NaN            NaN            NaN            NaN  0.870978                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1390                 NaN            NaN            NaN            NaN  0.860954                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1449                 NaN            NaN            NaN            NaN  0.821050       0.340363E-001            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9879                 NaN            NaN            NaN            NaN  0.123729E-001  0.999684                 NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9914                 NaN            NaN            NaN            NaN  0.420764E-002   1.00441                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9974                 NaN            NaN            NaN            NaN            NaN   1.00264                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0072                 NaN            NaN            NaN            NaN  0.381638E-001  0.954661                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0097                 NaN            NaN            NaN            NaN            NaN  0.990276                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0122                 NaN            NaN            NaN            NaN            NaN  0.987771                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0167                 NaN            NaN            NaN            NaN            NaN  0.983306                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0163                 NaN            NaN            NaN            NaN            NaN  0.983729                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0249                 NaN            NaN            NaN            NaN            NaN  0.975085                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0185                 NaN            NaN            NaN            NaN            NaN  0.981489                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0165                 NaN            NaN            NaN            NaN            NaN  0.983527                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0095                 NaN            NaN            NaN            NaN            NaN  0.990460                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0048                 NaN            NaN            NaN            NaN            NaN  0.995154                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9604                 NaN            NaN            NaN            NaN            NaN  0.469310E-001  0.992709                 NaN            NaN            NaN            NaN
