|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.25/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc             hed           
  1500.76        2500.00        98.7326                 NaN            NaN  0.816909       0.450535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        98.7469                 NaN            NaN  0.807405       0.445722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.7572                 NaN            NaN  0.800751       0.442083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.7726                 NaN            NaN  0.790742       0.436618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.7807                 NaN            NaN  0.434150       0.785162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.7929                 NaN            NaN  0.777933       0.429169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.7956                 NaN            NaN  0.425685       0.778676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.8184                 NaN            NaN  0.761677       0.419957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.8276                 NaN            NaN  0.414454       0.757926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.8364                 NaN            NaN  0.753396       0.410240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.8451                 NaN            NaN  0.406886       0.747997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8542                 NaN  0.113211E-003  0.403284       0.742388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        98.8636                 NaN            NaN  0.736746       0.399646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        98.8723                 NaN            NaN  0.732212       0.395446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        98.8813                 NaN            NaN  0.725921       0.392816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        98.8927                 NaN            NaN  0.386853       0.720448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        98.9002                 NaN            NaN  0.716285       0.383510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        98.9074                 NaN            NaN  0.711776       0.380811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        98.9154                 NaN            NaN  0.709280       0.375308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        98.9256                 NaN            NaN  0.371933       0.702441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        98.9328                 NaN            NaN  0.698533       0.368656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        98.9403                 NaN            NaN  0.693897       0.365762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        98.9474                 NaN  0.357463E-003  0.690685       0.361570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        97.8317                 NaN            NaN  0.829798       0.867041       0.471440                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        96.6310                 NaN  0.195384        1.14030        1.02963        1.00371                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.00        2500.00        96.6639                 NaN  0.329582       0.937302        1.05471        1.01452                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.45        2500.00        96.7438                 NaN  0.326942       0.905383        1.03235       0.991526                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.90        2500.00        96.8239                 NaN  0.324288       0.872903        1.01109       0.967801                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.35        2500.00        96.9024                 NaN  0.321358       0.990180       0.841572       0.944535                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.80        2500.00        96.9784                 NaN  0.319328       0.810127       0.970072       0.922119                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.25        2500.00        97.0491                 NaN  0.315404       0.783985       0.950843       0.900677                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.70        2500.00        97.1146                 NaN  0.314072       0.755212       0.934995       0.881113                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.15        2500.00        97.1826                 NaN  0.311797       0.916850       0.727962       0.860760                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.60        2500.00        97.2496                 NaN  0.308665       0.702317       0.898385       0.840993                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.05        2500.00        97.3067                 NaN  0.307260       0.883957       0.678544       0.823504                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00        97.3651                 NaN  0.305138       0.655125       0.867989       0.806651                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.95        2500.00        97.4227                 NaN  0.302971       0.632488       0.852688       0.789114                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.40        2500.00        97.4762                 NaN  0.301238       0.838899       0.610464       0.773211                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.85        2500.00        97.5213                 NaN  0.300976       0.826413       0.591375       0.759928                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        97.5848                 NaN  0.296545       0.809589       0.568823       0.740197                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.75        2500.00        97.6232                 NaN  0.296621       0.801644       0.549503       0.729024                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.20        2500.00        97.6530                 NaN  0.297722       0.793486       0.534871       0.720959                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.65        2500.00        97.7324                 NaN  0.290910       0.510196       0.771174       0.695356                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.10        2500.00        97.7596                 NaN  0.291509       0.763519       0.497424       0.687917                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.55        2500.00        97.8028                 NaN  0.293447       0.753254       0.474831       0.675707                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.00        2500.00        97.6093                 NaN  0.347154       0.867613       0.441581       0.734399                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.45        2500.00        97.9632                 NaN  0.249295       0.485989       0.684834       0.616667                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.90        2500.00        97.9352                 NaN  0.288217       0.420309       0.721008       0.635294                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.35        2500.00        97.9613                 NaN  0.284056       0.711054       0.417024       0.626579                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.80        2500.00        97.9949                 NaN  0.284247       0.400949       0.703303       0.616648                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.25        2500.00        98.0010                 NaN  0.284749       0.394757       0.703978       0.615474                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.70        2500.00        98.0840                 NaN  0.280764       0.683926       0.362268       0.589056                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.15        2500.00        98.0977                 NaN  0.280021       0.358981       0.678088       0.585204                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.59        2500.00        98.1239                 NaN  0.280416       0.672632       0.345247       0.577800                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.04        2500.00        98.1610                 NaN  0.278093       0.662641       0.332252       0.565991                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.49        2500.00        98.1882                 NaN  0.277550       0.320230       0.656294       0.557715                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.94        2500.00        98.2113                 NaN  0.303185       0.266270       0.664519       0.554741                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.39        2500.00        98.2492                 NaN  0.248662       0.627647       0.339450       0.534997                 NaN            NaN            NaN            NaN            NaN            NaN
  1410.84        2500.00        98.2722                 NaN  0.274464       0.635645       0.285454       0.532269                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.29        2500.00        98.3015                 NaN  0.273771       0.271868       0.629950       0.522863                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.74        2500.00        98.3253                 NaN  0.272592       0.262196       0.624132       0.515798                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.19        2500.00        98.3507                 NaN  0.271654       0.252552       0.617258       0.507857                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.3725                 NaN  0.272634       0.612025       0.241347       0.501459                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.09        2500.00        98.3997                 NaN  0.268140       0.605622       0.234318       0.492192                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.54        2500.00        98.2423                 NaN  0.314180       0.213324       0.683234       0.546960                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.99        2500.00        98.6320                 NaN  0.221216       0.509810       0.221207       0.415801                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.44        2500.00        98.4673                 NaN  0.266721       0.591429       0.202792       0.471716                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.89        2500.00        98.4883                 NaN  0.265134       0.195198       0.586522       0.464875                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.34        2500.00        98.5074                 NaN  0.265569       0.184417       0.583423       0.459175                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.79        2500.00        98.5318                 NaN  0.262219       0.576433       0.178458       0.451126                 NaN            NaN            NaN            NaN            NaN            NaN
  1392.24        2500.00        98.5495                 NaN  0.262224       0.573334       0.169193       0.445750                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.69        2500.00        98.5687                 NaN  0.261769       0.570046       0.159573       0.439939                 NaN            NaN            NaN            NaN            NaN            NaN
  1389.14        2500.00        98.5866                 NaN  0.259481       0.566393       0.153585       0.433969                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.59        2500.00        98.6097                 NaN  0.257130       0.559385       0.147441       0.426364                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.04        2500.00        98.6242                 NaN  0.269058       0.565889       0.117032       0.423794                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.49        2500.00        98.6438                 NaN  0.243123       0.544603       0.154588       0.413860                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.94        2500.00        98.6610                 NaN  0.254575       0.549991       0.124040       0.410398                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.39        2500.00        98.6783                 NaN  0.252103       0.545747       0.119325       0.404534                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.84        2500.00        98.6932                 NaN  0.251468       0.543083       0.112436       0.399779                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.29        2500.00        98.7100                 NaN  0.249537       0.106699       0.539499       0.394242                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.74        2500.00        98.7272                 NaN  0.247252       0.101243       0.535650       0.388634                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.18        2500.00        98.7412                 NaN  0.246364       0.533427       0.949385E-001  0.384114                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00        98.7577                 NaN  0.243923       0.530046       0.896029E-001  0.378741                 NaN            NaN            NaN            NaN            NaN            NaN
  1372.08        2500.00        98.7732                 NaN  0.242330       0.526848       0.839015E-001  0.373678                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.53        2500.00        98.7867                 NaN  0.240372       0.790504E-001  0.524695       0.369135                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.98        2500.00        98.7978                 NaN  0.240497       0.725607E-001  0.523263       0.365857                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.43        2500.00        98.8180                 NaN  0.233996       0.516950       0.727458E-001  0.358333                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.88        2500.00        98.8288                 NaN  0.234245       0.651970E-001  0.516625       0.355158                 NaN            NaN            NaN            NaN            NaN            NaN
  1364.33        2500.00        98.8422                 NaN  0.231938       0.514096       0.611839E-001  0.350600                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.78        2500.00        98.8564                 NaN  0.229995       0.511667       0.558628E-001  0.346037                 NaN            NaN            NaN            NaN            NaN            NaN
  1361.23        2500.00        98.8683                 NaN  0.227329       0.529423E-001  0.509635       0.341776                 NaN            NaN            NaN            NaN            NaN            NaN
  1359.68        2500.00        98.8768                 NaN  0.227352       0.432423E-001  0.513283       0.339360                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.13        2500.00        98.8965                 NaN  0.219632       0.498100       0.539702E-001  0.331797                 NaN            NaN            NaN            NaN            NaN            NaN
  1356.58        2500.00        98.9044                 NaN  0.219998       0.425140E-001  0.503741       0.329298                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.03        2500.00        98.9174                 NaN  0.216762       0.499974       0.409660E-001  0.324871                 NaN            NaN            NaN            NaN            NaN            NaN
  1353.48        2500.00        98.9288                 NaN  0.214718       0.496816       0.385135E-001  0.321133                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.93        2500.00        98.9393                 NaN  0.211505       0.498134       0.338134E-001  0.317276                 NaN            NaN            NaN            NaN            NaN            NaN
  1350.38        2500.00        98.9513                 NaN  0.208557       0.493834       0.331365E-001  0.313124                 NaN            NaN            NaN            NaN            NaN            NaN
  1348.83        2500.00        98.9626                 NaN  0.206682       0.491038       0.300721E-001  0.309615                 NaN            NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        98.9736                 NaN  0.202932       0.491671       0.264185E-001  0.305372                 NaN            NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        98.9818                 NaN  0.199977       0.286453E-001  0.487054       0.302513                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        98.9945                 NaN  0.195916       0.487210       0.246027E-001  0.297753                 NaN            NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.0028                 NaN  0.193222       0.248679E-001  0.484030       0.295038                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.0149                 NaN  0.190883       0.481443       0.215535E-001  0.291236                 NaN            NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.0229                 NaN  0.187424       0.485392       0.164764E-001  0.287826                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.0307                 NaN  0.182576       0.482448       0.195606E-001  0.284669                 NaN            NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.0424                 NaN  0.179204       0.199270E-001  0.477645       0.280865                 NaN            NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.0353                 NaN  0.185054       0.494415                 NaN  0.285280                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0735                 NaN  0.163012       0.289039E-001  0.467321       0.267291                 NaN            NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.0666                 NaN  0.168045       0.129368E-001  0.480657       0.271747                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.0743                 NaN  0.163687       0.478409       0.147394E-001  0.268860                 NaN            NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.1401                 NaN  0.263148       0.133017       0.191277       0.272496                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.0357                 NaN  0.536422E-001  0.557834       0.971919E-001  0.255657                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.0969                 NaN  0.149791       0.202440E-001  0.472863       0.260232                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.1050                 NaN  0.145617       0.478057       0.140842E-001  0.257250                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.1130                 NaN  0.143215       0.453394       0.356506E-001  0.254737                 NaN            NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.1206                 NaN  0.141493       0.316631E-001  0.454921       0.251279                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.1267                 NaN  0.136430       0.487793                 NaN  0.249126                 NaN            NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.1237                 NaN  0.106450       0.200744       0.320947       0.248112                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.1376                 NaN  0.117814       0.492087       0.855812E-002  0.243900                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.1426                 NaN  0.111953       0.402451       0.100552       0.242402                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.1547                 NaN  0.123867       0.482629                 NaN  0.238784                 NaN            NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.1349                 NaN  0.598660E-001  0.564392                 NaN  0.240870                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.1673                 NaN  0.109452       0.489510                 NaN  0.233701                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        95.0973                 NaN  0.365010        1.37935                 NaN  0.732839        2.42548                 NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        85.9830                 NaN  0.962416        3.36098                 NaN   1.84790        7.84566                 NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        86.9684                 NaN  0.920312        3.12835                 NaN   1.72613        7.25685                 NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        87.8482                 NaN  0.851278        2.96026                 NaN   1.61739        6.72285                 NaN            NaN            NaN            NaN            NaN
  1302.32        2500.00        88.6084                 NaN  0.805713        2.79621                 NaN   1.52338        6.26626                 NaN            NaN            NaN            NaN            NaN
  1300.77        2500.00        89.2695                 NaN  0.762420        2.65887                 NaN   1.44154        5.86770                 NaN            NaN            NaN            NaN            NaN
  1299.22        2500.00        80.0509                 NaN   1.30011        4.47756                 NaN   2.62308        10.9212       0.627083                 NaN            NaN            NaN            NaN
