|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         ilm            San(TH)        q             
  1419.29        500.000        98.1895       0.582669       0.739196                 NaN  0.488615                 NaN            NaN            NaN            NaN            NaN
  1418.19        500.000        98.2144       0.575275       0.728705                 NaN  0.481584                 NaN            NaN            NaN            NaN            NaN
  1417.09        500.000        98.0933       0.615817       0.776978                 NaN  0.513906                 NaN            NaN            NaN            NaN            NaN
  1415.99        500.000        98.4091       0.513323       0.648992                 NaN  0.428569                 NaN            NaN            NaN            NaN            NaN
  1414.89        500.000        98.2865       0.553190       0.698717                 NaN  0.461572                 NaN            NaN            NaN            NaN            NaN
  1413.79        500.000        98.3110       0.545301       0.688683                 NaN  0.455026                 NaN            NaN            NaN            NaN            NaN
  1412.69        500.000        98.3323       0.679856       0.538945                 NaN  0.448901                 NaN            NaN            NaN            NaN            NaN
  1411.59        500.000        98.3531       0.671503       0.532604                 NaN  0.442818                 NaN            NaN            NaN            NaN            NaN
  1410.49        500.000        98.3746       0.525987       0.662518                 NaN  0.436895                 NaN            NaN            NaN            NaN            NaN
  1409.39        500.000        98.3945       0.520157       0.654040                 NaN  0.431318                 NaN            NaN            NaN            NaN            NaN
  1408.29        500.000        98.3159       0.546125       0.686025                 NaN  0.451948                 NaN            NaN            NaN            NaN            NaN
  1407.19        500.000        98.5339       0.475424       0.597514                 NaN  0.393176                 NaN            NaN            NaN            NaN            NaN
  1406.08        500.000        98.4542       0.510480       0.587635                 NaN  0.419069       0.285693E-001            NaN            NaN            NaN            NaN
  1404.98        500.000        98.4695       0.392952       0.546420                 NaN  0.434621       0.156491                 NaN            NaN            NaN            NaN
  1403.88        500.000        98.4875       0.541816       0.382662                 NaN  0.429917       0.158083                 NaN            NaN            NaN            NaN
  1402.78        500.000        98.5064       0.372836       0.537061                 NaN  0.424771       0.158887                 NaN            NaN            NaN            NaN
  1401.68        500.000        98.5235       0.363240       0.532709                 NaN  0.420096       0.160482                 NaN            NaN            NaN            NaN
  1400.58        500.000        98.5407       0.353674       0.528633                 NaN  0.415391       0.161581                 NaN            NaN            NaN            NaN
  1399.48        500.000        98.5586       0.343970       0.523990                 NaN  0.410551       0.162847                 NaN            NaN            NaN            NaN
  1398.38        500.000        98.5728       0.335638       0.520492                 NaN  0.406870       0.164232                 NaN            NaN            NaN            NaN
  1397.28        500.000        98.5924       0.326004       0.515062                 NaN  0.401361       0.165163                 NaN            NaN            NaN            NaN
  1396.18        500.000        98.6075       0.512399       0.316594                 NaN  0.397194       0.166333                 NaN            NaN            NaN            NaN
  1395.08        500.000        98.6227       0.508484       0.308128                 NaN  0.393121       0.167575                 NaN            NaN            NaN            NaN
  1393.98        500.000        98.6356       0.506341       0.299376                 NaN  0.389690       0.169017                 NaN            NaN            NaN            NaN
  1392.88        500.000        98.6546       0.500071       0.291300                 NaN  0.384399       0.169611                 NaN            NaN            NaN            NaN
  1391.78        500.000        98.6688       0.282592       0.497211                 NaN  0.380515       0.170882                 NaN            NaN            NaN            NaN
  1390.68        500.000        98.6803       0.275361       0.494776                 NaN  0.377362       0.172171                 NaN            NaN            NaN            NaN
  1389.58        500.000        98.6974       0.490318       0.266794                 NaN  0.372660       0.172823                 NaN            NaN            NaN            NaN
  1388.48        500.000        98.7101       0.258613       0.487546                 NaN  0.369368       0.174413                 NaN            NaN            NaN            NaN
  1387.38        500.000        98.7227       0.248890       0.486229                 NaN  0.365938       0.176262                 NaN            NaN            NaN            NaN
  1386.28        500.000        98.7394       0.479517       0.244749                 NaN  0.360960       0.175399                 NaN            NaN            NaN            NaN
  1385.18        500.000        98.7502       0.234831       0.479340                 NaN  0.358330       0.177335                 NaN            NaN            NaN            NaN
  1384.07        500.000        98.7607       0.229165       0.476620                 NaN  0.355395       0.178092                 NaN            NaN            NaN            NaN
  1382.97        500.000        98.7796       0.470916       0.220163                 NaN  0.350011       0.179280                 NaN            NaN            NaN            NaN
  1381.87        500.000        98.7871       0.470404       0.213568                 NaN  0.348202       0.180767                 NaN            NaN            NaN            NaN
  1380.77        500.000        98.8018       0.207285       0.466430                 NaN  0.343875       0.180582                 NaN            NaN            NaN            NaN
  1379.67        500.000        98.8111       0.200403       0.465163                 NaN  0.341339       0.181961                 NaN            NaN            NaN            NaN
  1378.57        500.000        98.8244       0.461404       0.194224                 NaN  0.337633       0.182291                 NaN            NaN            NaN            NaN
  1377.47        500.000        98.8357       0.187273       0.458806                 NaN  0.334533       0.183665                 NaN            NaN            NaN            NaN
  1376.37        500.000        98.8462       0.456784       0.180331                 NaN  0.331805       0.184876                 NaN            NaN            NaN            NaN
  1375.27        500.000        98.8582       0.170834       0.455586                 NaN  0.328784       0.186592                 NaN            NaN            NaN            NaN
  1374.17        500.000        98.8719       0.449611       0.170117                 NaN  0.324064       0.184318                 NaN            NaN            NaN            NaN
  1373.07        500.000        98.8798       0.449562       0.162124                 NaN  0.322160       0.186376                 NaN            NaN            NaN            NaN
  1371.97        500.000        98.8901       0.156315       0.447602                 NaN  0.319172       0.186856                 NaN            NaN            NaN            NaN
  1370.87        500.000        98.9001       0.149994       0.445569                 NaN  0.316489       0.187894                 NaN            NaN            NaN            NaN
  1369.77        500.000        98.9092       0.443554       0.145800                 NaN  0.313633       0.187773                 NaN            NaN            NaN            NaN
  1368.67        500.000        98.9203       0.441222       0.138256                 NaN  0.310910       0.189335                 NaN            NaN            NaN            NaN
  1367.57        500.000        98.9300       0.438313       0.132606                 NaN  0.308634       0.190497                 NaN            NaN            NaN            NaN
  1366.47        500.000        98.9428       0.128821       0.436540                 NaN  0.303604       0.188252                 NaN            NaN            NaN            NaN
  1365.37        500.000        98.9439       0.436554       0.120586                 NaN  0.304771       0.194214                 NaN            NaN            NaN            NaN
  1364.27        500.000        98.9666       0.428090       0.121617                 NaN  0.296692       0.186979                 NaN            NaN            NaN            NaN
  1363.17        500.000        98.9680       0.114389       0.430725                 NaN  0.296817       0.190105                 NaN            NaN            NaN            NaN
  1362.06        500.000        98.9751       0.430152       0.108964                 NaN  0.294831       0.190983                 NaN            NaN            NaN            NaN
  1360.96        500.000        98.9858       0.427965       0.104101                 NaN  0.291575       0.190576                 NaN            NaN            NaN            NaN
  1359.86        500.000        98.9942       0.988702E-001  0.426251                 NaN  0.289325       0.191389                 NaN            NaN            NaN            NaN
  1358.76        500.000        99.0026       0.424678       0.947539E-001            NaN  0.286728       0.191269                 NaN            NaN            NaN            NaN
  1357.66        500.000        99.0112       0.909587E-001  0.422347                 NaN  0.284215       0.191286                 NaN            NaN            NaN            NaN
  1356.56        500.000        99.0179       0.420976       0.866512E-001            NaN  0.282470       0.191983                 NaN            NaN            NaN            NaN
  1355.46        500.000        99.0283       0.419499       0.815201E-001            NaN  0.279151       0.191511                 NaN            NaN            NaN            NaN
  1354.36        500.000        99.0366       0.416622       0.799072E-001            NaN  0.276517       0.190368                 NaN            NaN            NaN            NaN
  1353.26        500.000        99.0434       0.415850       0.750641E-001            NaN  0.274585       0.191085                 NaN            NaN            NaN            NaN
  1352.16        500.000        99.0416       0.415950       0.744886E-001            NaN  0.275500       0.192479                 NaN            NaN            NaN            NaN
  1351.06        500.000        99.0691       0.412521       0.623223E-001            NaN  0.266332       0.189766                 NaN            NaN            NaN            NaN
  1349.96        500.000        99.0667       0.411147       0.642059E-001            NaN  0.267569       0.190330                 NaN            NaN            NaN            NaN
  1348.86        500.000        99.0745       0.409641       0.601474E-001            NaN  0.265308       0.190366                 NaN            NaN            NaN            NaN
  1347.76        500.000        99.0810       0.586333E-001  0.408296                 NaN  0.263016       0.189082                 NaN            NaN            NaN            NaN
  1346.66        500.000        99.0886       0.541787E-001  0.407204                 NaN  0.260908       0.189158                 NaN            NaN            NaN            NaN
  1345.56        500.000        99.0956       0.515410E-001  0.405767                 NaN  0.258612       0.188479                 NaN            NaN            NaN            NaN
  1344.46        500.000        99.1030       0.491545E-001  0.403576                 NaN  0.256341       0.187885                 NaN            NaN            NaN            NaN
  1343.36        500.000        99.1099       0.402056       0.461977E-001            NaN  0.254313       0.187522                 NaN            NaN            NaN            NaN
  1342.26        500.000        99.1173       0.412155       0.114826E-001            NaN  0.254267       0.204830                 NaN            NaN            NaN            NaN
  1341.16        500.000        99.1229       0.388013       0.736773E-001            NaN  0.247709       0.167713                 NaN            NaN            NaN            NaN
  1340.05        500.000        99.1291       0.408807E-001  0.396895                 NaN  0.248042       0.185092                 NaN            NaN            NaN            NaN
  1338.95        500.000        99.1365       0.381606E-001  0.396107                 NaN  0.245587       0.183665                 NaN            NaN            NaN            NaN
  1337.85        500.000        99.1424       0.395095       0.353520E-001            NaN  0.243844       0.183349                 NaN            NaN            NaN            NaN
  1336.75        500.000        99.1493       0.332626E-001  0.393519                 NaN  0.241635       0.182325                 NaN            NaN            NaN            NaN
  1335.65        500.000        99.1550       0.392722       0.309821E-001            NaN  0.239823       0.181436                 NaN            NaN            NaN            NaN
  1334.55        500.000        97.9373       0.661369       0.659616                 NaN  0.546178       0.195516                 NaN            NaN            NaN            NaN
  1333.45        500.000        99.9874                 NaN            NaN            NaN  0.125625E-001            NaN            NaN            NaN            NaN            NaN
  1332.35        500.000        99.4566       0.278002                 NaN            NaN  0.143459       0.121912                 NaN            NaN            NaN            NaN
  1331.25        500.000        99.1837       0.394965                 NaN            NaN  0.232269       0.189081                 NaN            NaN            NaN            NaN
  1330.15        500.000        99.1892       0.393131                 NaN            NaN  0.230341       0.187371                 NaN            NaN            NaN            NaN
  1329.05        500.000        99.1940       0.392584                 NaN            NaN  0.228494       0.184930                 NaN            NaN            NaN            NaN
  1327.95        500.000        99.1995       0.390271                 NaN            NaN  0.226782       0.183481                 NaN            NaN            NaN            NaN
  1326.85        500.000        99.2057       0.386596                 NaN            NaN  0.224717       0.183036                 NaN            NaN            NaN            NaN
  1325.75        500.000        99.2083       0.388339                 NaN            NaN  0.223592       0.179770                 NaN            NaN            NaN            NaN
  1324.65        500.000        99.2157       0.198136E-001  0.378497                 NaN  0.219394       0.166568                 NaN            NaN            NaN            NaN
  1323.55        500.000        99.2182       0.386100                 NaN            NaN  0.220169       0.175338                 NaN  0.147668E-003            NaN            NaN
  1322.45        500.000        99.0837       0.442140                 NaN            NaN  0.245848       0.164542                 NaN  0.637400E-001            NaN            NaN
  1321.35        500.000        99.0899       0.438539                 NaN            NaN  0.244678       0.163563                 NaN  0.632716E-001            NaN            NaN
  1320.25        500.000        99.1013       0.433199                 NaN            NaN  0.241248       0.162056                 NaN  0.621473E-001            NaN            NaN
  1319.15        500.000        99.1091       0.429283                 NaN            NaN  0.239297       0.160901                 NaN  0.613823E-001            NaN            NaN
  1318.04        500.000        99.1183       0.425639                 NaN            NaN  0.236719       0.158934                 NaN  0.604462E-001            NaN            NaN
  1316.94        500.000        99.1277       0.418178                 NaN            NaN  0.234400       0.160089                 NaN  0.596823E-001            NaN            NaN
  1315.84        500.000        99.1364       0.414822                 NaN            NaN  0.231954       0.158070                 NaN  0.587675E-001            NaN            NaN
  1314.74        500.000        99.1454       0.410529                 NaN            NaN  0.229486       0.156627                 NaN  0.579336E-001            NaN            NaN
  1313.64        500.000        99.1538       0.406247                 NaN            NaN  0.227200       0.155602                 NaN  0.571279E-001            NaN            NaN
  1312.54        500.000        99.1630       0.402026                 NaN            NaN  0.224677       0.153973                 NaN  0.562908E-001            NaN            NaN
  1311.44        500.000        99.1704       0.398752                 NaN            NaN  0.222588       0.152820                 NaN  0.554818E-001            NaN            NaN
  1310.34        500.000        99.1785       0.394834                 NaN            NaN  0.220354       0.151620                 NaN  0.547216E-001            NaN            NaN
  1309.24        500.000        99.1858       0.389874                 NaN            NaN  0.218464       0.151811                 NaN  0.540559E-001            NaN            NaN
  1308.14        500.000        99.1952       0.387119                 NaN            NaN  0.215669       0.148934                 NaN  0.531146E-001            NaN            NaN
  1307.04        500.000        99.2022       0.384163                 NaN            NaN  0.213690       0.147536                 NaN  0.523792E-001            NaN            NaN
  1305.94        500.000        99.2105       0.379898                 NaN            NaN  0.211469       0.146423                 NaN  0.516615E-001            NaN            NaN
  1304.84        500.000        99.2179       0.376229                 NaN            NaN  0.209452       0.145500                 NaN  0.509598E-001            NaN            NaN
  1303.74        500.000        99.2256       0.373010                 NaN            NaN  0.207238       0.143885                 NaN  0.502184E-001            NaN            NaN
  1302.64        500.000        99.2327       0.370140                 NaN            NaN  0.205279       0.142407                 NaN  0.495046E-001            NaN            NaN
  1301.54        500.000        99.2408       0.366619                 NaN            NaN  0.202999       0.140811                 NaN  0.487724E-001            NaN            NaN
  1300.44        500.000        99.2481       0.363034                 NaN            NaN  0.200997       0.139774                 NaN  0.481057E-001            NaN            NaN
  1299.34        500.000        99.2532       0.361308                 NaN            NaN  0.200125       0.136987                 NaN  0.483881E-001            NaN            NaN
  1298.24        500.000        99.2643       0.353205                 NaN            NaN  0.196241       0.140399                 NaN  0.458914E-001            NaN            NaN
  1297.14        500.000        99.2701       0.354486                 NaN            NaN  0.194637       0.134805                 NaN  0.459865E-001            NaN            NaN
  1296.03        500.000        99.2767       0.350516                 NaN            NaN  0.193026       0.134329                 NaN  0.454452E-001            NaN            NaN
  1294.93        500.000        99.2838       0.348072                 NaN            NaN  0.190943       0.132432                 NaN  0.447634E-001            NaN            NaN
  1293.83        500.000        99.2905       0.344942                 NaN            NaN  0.189090       0.131293                 NaN  0.441377E-001            NaN            NaN
  1292.73        500.000        99.2969       0.342076                 NaN            NaN  0.187286       0.130143                 NaN  0.435468E-001            NaN            NaN
  1291.63        500.000        99.3037       0.339408                 NaN            NaN  0.185340       0.128668                 NaN  0.428763E-001            NaN            NaN
  1290.53        500.000        99.3089       0.337596                 NaN            NaN  0.183815       0.127377                 NaN  0.423070E-001            NaN            NaN
  1289.43        500.000        99.3169       0.334512                 NaN            NaN  0.181560       0.125423                 NaN  0.416092E-001            NaN            NaN
  1288.33        500.000        99.3229       0.332156                 NaN            NaN  0.179899       0.123939                 NaN  0.410779E-001            NaN            NaN
  1287.23        500.000        99.3297       0.329076                 NaN            NaN  0.178035       0.122746                 NaN  0.404705E-001            NaN            NaN
  1286.13        500.000        99.3362       0.326231                 NaN            NaN  0.176190       0.121527                 NaN  0.398892E-001            NaN            NaN
  1285.03        500.000        99.3422       0.323527                 NaN            NaN  0.174523       0.120346                 NaN  0.393654E-001            NaN            NaN
  1283.93        500.000        99.3487       0.321435                 NaN            NaN  0.172617       0.118504                 NaN  0.387397E-001            NaN            NaN
  1282.83        500.000        99.3544       0.318799                 NaN            NaN  0.171124       0.117456                 NaN  0.382123E-001            NaN            NaN
  1281.73        500.000        99.3608       0.317031                 NaN            NaN  0.169206       0.115353                 NaN  0.376175E-001            NaN            NaN
  1280.63        500.000        99.3668       0.313920                 NaN            NaN  0.167568       0.114563                 NaN  0.371151E-001            NaN            NaN
  1279.53        500.000        99.3724       0.312129                 NaN            NaN  0.165944       0.112947                 NaN  0.365458E-001            NaN            NaN
  1278.43        500.000        99.3783       0.309634                 NaN            NaN  0.164305       0.111729                 NaN  0.360348E-001            NaN            NaN
  1277.33        500.000        99.3843       0.307260                 NaN            NaN  0.162641       0.110298                 NaN  0.354993E-001            NaN            NaN
  1276.23        500.000        99.3893       0.305878                 NaN            NaN  0.161152       0.108722                 NaN  0.349706E-001            NaN            NaN
  1275.13        500.000        99.3955       0.303029                 NaN            NaN  0.159496       0.107503                 NaN  0.344851E-001            NaN            NaN
  1274.02        500.000        92.2837        1.80523                 NaN            NaN  0.959359       0.493816                 NaN  0.274619        4.18332                 NaN
  1272.92        500.000        92.1813        1.83911                 NaN            NaN  0.967203       0.486166                 NaN  0.274693        4.25156                 NaN
  1271.82        500.000        92.7766        1.72121                 NaN            NaN  0.897045       0.441402                 NaN  0.251810        3.91191                 NaN
  1270.72        500.000        93.2928        1.61936                 NaN            NaN  0.836060       0.400959                 NaN  0.232069        3.61878                 NaN
  1269.62        500.000        93.7387        1.53282                 NaN            NaN  0.783075       0.365307                 NaN  0.214851        3.36527                 NaN
  1268.52        500.000        94.1232        1.45210                 NaN            NaN  0.737294       0.339299                 NaN  0.200282        3.14782                 NaN
  1267.42        500.000        94.4725        1.38306                 NaN            NaN  0.695573       0.310473                 NaN  0.186903        2.95147                 NaN
  1266.32        500.000        94.7786        1.32024                 NaN            NaN  0.658891       0.287395                 NaN  0.175219        2.77961                 NaN
  1265.22        500.000        95.0510        1.26308                 NaN            NaN  0.626091       0.267972                 NaN  0.164905        2.62692                 NaN
  1264.12        500.000        95.2976        1.21035                 NaN            NaN  0.596275       0.250619                 NaN  0.155574        2.48960                 NaN
  1263.02        500.000        95.5256        1.16408                 NaN            NaN  0.568652       0.231744                 NaN  0.146822        2.36312                 NaN
  1261.92        500.000        95.7266        1.12010                 NaN            NaN  0.544091       0.218311                 NaN  0.139225        2.25171                 NaN
  1260.82        500.000        95.9149        1.08113                 NaN            NaN  0.521028       0.202966                 NaN  0.131972        2.14806                 NaN
  1259.72        500.000        96.0855        1.04555                 NaN            NaN  0.500028       0.189651                 NaN  0.125438        2.05383                 NaN
  1258.62        500.000        96.2437        1.00851                 NaN            NaN  0.480420       0.180245                 NaN  0.119519        1.96764                 NaN
  1257.52        500.000        96.3869       0.978550                 NaN            NaN  0.462598       0.169102                 NaN  0.113963        1.88893                 NaN
  1256.42        500.000        96.5256       0.947587                 NaN            NaN  0.445357       0.159065                 NaN  0.108641        1.81370                 NaN
  1255.32        500.000        96.6515       0.918979                 NaN            NaN  0.429474       0.150432                 NaN  0.103889        1.74577                 NaN
  1254.22        500.000        96.7638       0.891093                 NaN            NaN  0.415266       0.144843                 NaN  0.997066E-001   1.68530                 NaN
  1253.12        500.000        96.8875       0.861468                 NaN            NaN  0.399700       0.136540                 NaN  0.950642E-001   1.61972                 NaN
  1252.01        500.000        96.9806       0.845727                 NaN            NaN  0.387467       0.127636                 NaN  0.912204E-001   1.56731                 NaN
  1250.91        500.000        97.0811       0.819464                 NaN            NaN  0.374802       0.122180                 NaN  0.874867E-001   1.51495                 NaN
  1249.81        500.000        97.1731       0.799256                 NaN            NaN  0.362992       0.115054                 NaN  0.838859E-001   1.46568                 NaN
  1248.71        500.000        97.2691       0.770241                 NaN            NaN  0.350713       0.113052                 NaN  0.805216E-001   1.41637                 NaN
  1247.61        500.000        97.3348       0.760559                 NaN            NaN  0.341709       0.105905                 NaN  0.776969E-001   1.37929                 NaN
  1246.51        500.000        97.4226       0.740011                 NaN            NaN  0.330424       0.990823E-001            NaN  0.742992E-001   1.33354                 NaN
  1245.41        500.000        97.4944       0.715441                 NaN            NaN  0.320816       0.100956                 NaN  0.718945E-001   1.29647                 NaN
  1244.31        500.000        97.5622       0.707778                 NaN            NaN  0.311909       0.894792E-001            NaN  0.688282E-001   1.25979                 NaN
  1243.21        500.000        97.6319       0.688481                 NaN            NaN  0.302724       0.868653E-001            NaN  0.662223E-001   1.22386                 NaN
  1242.11        500.000        97.6971       0.674134                 NaN            NaN  0.294115       0.810430E-001            NaN  0.636808E-001   1.18991                 NaN
  1241.01        500.000        97.7569       0.659968                 NaN            NaN  0.285932       0.774389E-001            NaN  0.613189E-001   1.15846                 NaN
  1239.91        500.000        97.8161       0.646366                 NaN            NaN  0.278079       0.728908E-001            NaN  0.589472E-001   1.12761                 NaN
  1238.81        500.000        97.8763       0.637004                 NaN            NaN  0.270245       0.636237E-001            NaN  0.563884E-001   1.09648                 NaN
  1237.71        500.000        97.9247       0.619466                 NaN            NaN  0.263320       0.663317E-001            NaN  0.547172E-001   1.07145                 NaN
  1236.61        500.000        97.9758       0.607188                 NaN            NaN  0.256327       0.630493E-001            NaN  0.527620E-001   1.04484                 NaN
  1235.51        500.000        98.0267       0.600308                 NaN            NaN  0.249565       0.548564E-001            NaN  0.504349E-001   1.01809                 NaN
  1234.41        500.000        98.0723       0.589701                 NaN            NaN  0.243227       0.516160E-001            NaN  0.486620E-001  0.994472                 NaN
  1233.31        500.000        97.1082       0.642249                 NaN            NaN  0.394696       0.232039                 NaN  0.976654E-001   1.52513                 NaN
  1232.21        500.000        97.4985       0.224127                 NaN            NaN  0.331644       0.176676                 NaN  0.565418E-001   1.71255                 NaN
  1231.11        500.000        99.2778       0.317177                 NaN            NaN  0.991851E-001  0.248469                 NaN  0.574077E-001            NaN            NaN
  1230.00        500.000        99.0559                 NaN            NaN            NaN  0.335473E-001            NaN            NaN  0.305691E-001  0.879988                 NaN
  1228.90        500.000        97.5750        1.09928                 NaN            NaN  0.353447                 NaN            NaN  0.363189E-001  0.935994                 NaN
  1227.80        500.000        98.6122       0.360144                 NaN            NaN  0.513362E-001            NaN            NaN  0.536677E-001  0.922681                 NaN
  1226.70        500.000        97.3488       0.472781                 NaN            NaN  0.420442                 NaN            NaN  0.804306E-001   1.67753                 NaN
  1225.60        500.000        98.3012       0.921643                 NaN            NaN  0.226590       0.197264                 NaN  0.167711E-001  0.336509                 NaN
  1224.50        500.000        98.6623       0.654260E-001            NaN            NaN  0.228114       0.434900                 NaN            NaN  0.609235                 NaN
  1223.40        500.000        98.3113       0.694358                 NaN            NaN  0.173070                 NaN            NaN  0.171414E-002  0.819597                 NaN
  1222.30        500.000        98.3759                 NaN            NaN            NaN  0.159717                 NaN            NaN  0.111928        1.35244                 NaN
  1221.20        500.000        99.9029       0.651814E-002            NaN            NaN            NaN            NaN            NaN  0.159098E-001  0.747207E-001            NaN
  1220.10        500.000        95.4360        1.42340       0.235995                 NaN  0.808571       0.262871                 NaN  0.594485E-001   1.77371                 NaN
  1219.00        500.000        99.5388                 NaN            NaN            NaN  0.476847E-001  0.144005                 NaN  0.115959E-001  0.257889                 NaN
  1217.90        500.000        99.6172       0.286311                 NaN            NaN  0.411172E-001            NaN            NaN            NaN  0.553811E-001            NaN
  1216.80        500.000        99.3276                 NaN            NaN            NaN  0.256646E-002            NaN            NaN  0.239464E-001  0.645913                 NaN
  1215.70        500.000        98.3647       0.646361       0.115080                 NaN  0.999092E-001            NaN            NaN  0.430455E-001  0.730925                 NaN
  1214.60        500.000        76.2477        1.42308                 NaN            NaN   1.95985        1.34722                 NaN  0.202319        9.51394        9.30587     
  1213.50        500.000        97.7695        1.34096                 NaN            NaN  0.361104                 NaN            NaN            NaN  0.528413                 NaN
  1212.40        500.000        95.9277       0.774386                 NaN            NaN  0.290161                 NaN            NaN  0.275305E-001   1.51341        1.46678     
  1211.30        500.000        92.4242        1.01549                 NaN            NaN  0.576064                 NaN            NaN  0.943575E-001   2.91672        2.97319     
  1210.20        500.000        89.8504        1.76084       0.748482E-001            NaN  0.804096                 NaN            NaN  0.915461E-001   3.62512        3.79315     
  1209.10        500.000        93.5408       0.873144                 NaN            NaN  0.508964                 NaN            NaN  0.734249E-001   2.50465        2.49906     
  1207.99        500.000        86.5816       0.488960        1.43385                 NaN   1.03831                 NaN            NaN  0.141871        5.06328        5.25214     
  1206.89        500.000        94.2795       0.655798       0.165595E-004            NaN  0.482216       0.175486                 NaN  0.539686E-001   2.17649        2.17650     
  1205.79        500.000        91.7064        1.22379                 NaN            NaN  0.707536       0.122315                 NaN  0.610323E-001   3.06968        3.10923     
  1204.69        500.000        82.3168        2.14868                 NaN            NaN   1.47086       0.570321                 NaN  0.134278        6.51351        6.84559     
  1203.59        500.000        80.1243        2.62683                 NaN            NaN   1.66676       0.552717                 NaN  0.152163        7.35928        7.51798     
  1202.49        500.000       100.0000       0.236122E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.39        500.000        87.6752        1.99564                 NaN            NaN   1.04036                 NaN            NaN  0.790787E-001   4.54782        4.66185     
  1200.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.19        500.000       100.0000                 NaN            NaN            NaN  0.133114E-005  0.177406E-005            NaN            NaN  0.515984E-005  0.544752E-005
  1198.09        500.000        89.6016        1.60953                 NaN            NaN  0.854881                 NaN            NaN  0.727610E-001   3.89112        3.97013     
  1196.99        500.000        81.4442        2.72072                 NaN            NaN   1.56145       0.153866                 NaN  0.113345        6.93388        7.07255     
  1195.89        500.000       100.0000       0.486125E-005            NaN            NaN  0.443755E-005  0.646081E-005            NaN            NaN  0.126159E-004  0.137872E-004
  1194.79        500.000        99.9995       0.760348E-004            NaN            NaN  0.425272E-004  0.428522E-005            NaN  0.403786E-005  0.208059E-003  0.211950E-003
  1193.69        500.000        89.0965        1.64565                 NaN            NaN  0.902627                 NaN            NaN  0.618622E-001   4.12653        4.16686     
  1192.59        500.000        79.2115       0.444746        1.40920        1.10555        1.65024                 NaN            NaN  0.138499        8.02908        8.01114     
  1191.49        500.000        99.9996       0.898278E-005            NaN            NaN  0.338038E-004  0.422517E-004            NaN  0.175649E-005  0.143989E-003  0.144244E-003
  1190.39        500.000        99.9987       0.156375E-003  0.615731E-005            NaN  0.100696E-003            NaN            NaN  0.112404E-004  0.507979E-003  0.549712E-003
  1189.29        500.000        63.8115        1.92545        2.79718                 NaN   2.80402                 NaN            NaN  0.193572        14.4571        14.0112     
  1188.19        500.000                 NaN   4.30423        7.59690       0.103477E-004   7.38673                 NaN            NaN  0.599974        40.8927        39.2194     
  1187.09        500.000                 NaN   4.38954        7.50626       0.101765E-004   7.38590                 NaN            NaN  0.601822        40.8978        39.2187     
