|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1487.76        500.000       0.525956E-002   98.7783                 NaN            NaN  0.352487       0.863971                 NaN            NaN            NaN            NaN
  1486.34        500.000       0.511794E-002   98.7924                 NaN            NaN  0.854159       0.348351                 NaN            NaN            NaN            NaN
  1484.93        500.000       0.497873E-002   98.8066                 NaN            NaN  0.843720       0.344745                 NaN            NaN            NaN            NaN
  1483.51        500.000       0.483924E-002   98.8204                 NaN            NaN  0.833939       0.340819                 NaN            NaN            NaN            NaN
  1482.10        500.000       0.470965E-002   98.8323                 NaN            NaN  0.338113       0.824912                 NaN            NaN            NaN            NaN
  1480.69        500.000       0.458220E-002   98.8483                 NaN            NaN  0.334381       0.812785                 NaN            NaN            NaN            NaN
  1479.27        500.000       0.446089E-002   98.8590                 NaN            NaN  0.806116       0.330461                 NaN            NaN            NaN            NaN
  1477.86        500.000       0.433692E-002   98.8717                 NaN            NaN  0.796393       0.327593                 NaN            NaN            NaN            NaN
  1476.45        500.000       0.420584E-002   98.8847                 NaN            NaN  0.787127       0.323976                 NaN            NaN            NaN            NaN
  1475.03        500.000       0.410230E-002   98.8948                 NaN            NaN  0.780417       0.320682                 NaN            NaN            NaN            NaN
  1473.62        500.000       0.397337E-002   98.9089                 NaN            NaN  0.769637       0.317536                 NaN            NaN            NaN            NaN
  1472.20        500.000       0.386103E-002   98.9195                 NaN            NaN  0.761967       0.314692                 NaN            NaN            NaN            NaN
  1470.79        500.000       0.374436E-002   98.9318                 NaN            NaN  0.310895       0.753605                 NaN            NaN            NaN            NaN
  1469.38        500.000       0.363578E-002   98.9395                 NaN            NaN  0.308212       0.748674                 NaN            NaN            NaN            NaN
  1467.96        500.000       0.352183E-002   98.9555                 NaN            NaN  0.306024       0.734993                 NaN            NaN            NaN            NaN
  1466.55        500.000       0.342859E-002   98.9632                 NaN            NaN  0.730907       0.302499                 NaN            NaN            NaN            NaN
  1465.14        500.000       0.331596E-002   98.9754                 NaN            NaN  0.720807       0.300467                 NaN            NaN            NaN            NaN
  1463.72        500.000       0.321320E-002   98.9844                 NaN            NaN  0.296624       0.715722                 NaN            NaN            NaN            NaN
  1462.31        500.000       0.311855E-002   98.9949                 NaN            NaN  0.294586       0.707394                 NaN            NaN            NaN            NaN
  1460.89        500.000       0.302165E-002   99.0041                 NaN            NaN  0.700555       0.292288                 NaN            NaN            NaN            NaN
  1459.48        500.000       0.292136E-002   99.0145                 NaN            NaN  0.289304       0.693308                 NaN            NaN            NaN            NaN
  1458.07        500.000       0.283143E-002   99.0233                 NaN            NaN  0.287027       0.686875                 NaN            NaN            NaN            NaN
  1456.65        500.000       0.273204E-002   99.0330                 NaN            NaN  0.284479       0.679791                 NaN            NaN            NaN            NaN
  1455.24        500.000       0.265462E-002   99.0412                 NaN            NaN  0.282279       0.673887                 NaN            NaN            NaN            NaN
  1453.82        500.000       0.256282E-002   99.0524                 NaN            NaN  0.280137       0.664943                 NaN            NaN            NaN            NaN
  1452.41        500.000       0.246858E-002   99.0605                 NaN            NaN  0.659767       0.277232                 NaN            NaN            NaN            NaN
  1451.00        500.000       0.238224E-002   99.0680                 NaN            NaN  0.654722       0.274895                 NaN            NaN            NaN            NaN
  1449.58        500.000       0.229976E-002   99.0776                 NaN            NaN  0.648008       0.272141                 NaN            NaN            NaN            NaN
  1448.17        500.000       0.221563E-002   99.0848                 NaN            NaN  0.641762       0.271220                 NaN            NaN            NaN            NaN
  1446.76        500.000       0.213440E-002   99.0949                 NaN            NaN  0.267873       0.635119                 NaN            NaN            NaN            NaN
  1445.34        500.000       0.205174E-002   99.1019                 NaN            NaN  0.265954       0.630045                 NaN            NaN            NaN            NaN
  1443.93        500.000       0.197633E-002   99.1097                 NaN            NaN  0.624569       0.263779                 NaN            NaN            NaN            NaN
  1442.51        500.000       0.190564E-002   99.1173                 NaN            NaN  0.261882       0.618952                 NaN            NaN            NaN            NaN
  1441.10        500.000       0.182047E-002   99.1254                 NaN            NaN  0.613188       0.259558                 NaN            NaN            NaN            NaN
  1439.69        500.000       0.175564E-002   99.1323                 NaN            NaN  0.257850       0.608066                 NaN            NaN            NaN            NaN
  1438.27        500.000       0.168084E-002   99.1391                 NaN            NaN  0.255626       0.603561                 NaN            NaN            NaN            NaN
  1436.86        500.000       0.161726E-002   99.1464                 NaN            NaN  0.598694       0.253300                 NaN            NaN            NaN            NaN
  1435.45        500.000       0.154281E-002   99.1545                 NaN            NaN  0.251780       0.592176                 NaN            NaN            NaN            NaN
  1434.03        500.000       0.147653E-002   99.1608                 NaN            NaN  0.249740       0.588023                 NaN            NaN            NaN            NaN
  1432.62        500.000       0.140712E-002   99.1678                 NaN            NaN  0.582781       0.248030                 NaN            NaN            NaN            NaN
  1431.20        500.000       0.135003E-002   99.1723                 NaN            NaN  0.579983       0.246398                 NaN            NaN            NaN            NaN
  1429.79        500.000       0.126999E-002   99.1828                 NaN            NaN  0.244384       0.571555                 NaN            NaN            NaN            NaN
  1428.38        500.000       0.121051E-002   99.1883                 NaN            NaN  0.242492       0.567956                 NaN            NaN            NaN            NaN
  1426.96        500.000       0.115117E-002   99.1940                 NaN            NaN  0.240756       0.564087                 NaN            NaN            NaN            NaN
  1425.55        500.000       0.109704E-002   99.1994                 NaN            NaN  0.239045       0.560493                 NaN            NaN            NaN            NaN
  1424.14        500.000       0.102237E-002   99.2060                 NaN            NaN  0.237406       0.555579                 NaN            NaN            NaN            NaN
  1422.72        500.000       0.969736E-003   99.2126                 NaN            NaN  0.550840       0.235586                 NaN            NaN            NaN            NaN
  1421.31        500.000       0.909674E-003   99.2184                 NaN            NaN  0.546443       0.234207                 NaN            NaN            NaN            NaN
  1419.89        500.000       0.859427E-003   99.2242                 NaN            NaN  0.231911       0.543039                 NaN            NaN            NaN            NaN
  1418.48        500.000       0.798917E-003   99.2266                 NaN            NaN  0.542119       0.230463                 NaN            NaN            NaN            NaN
  1417.07        500.000       0.745925E-003   99.2391                 NaN            NaN  0.228682       0.531478                 NaN            NaN            NaN            NaN
  1415.65        500.000       0.690449E-003   99.2413                 NaN            NaN  0.227531       0.530528                 NaN            NaN            NaN            NaN
  1414.24        500.000       0.643393E-003   99.2462                 NaN            NaN  0.527551       0.225641                 NaN            NaN            NaN            NaN
  1412.83        500.000       0.576701E-003   99.2525                 NaN            NaN  0.224581       0.522392                 NaN            NaN            NaN            NaN
  1411.41        500.000       0.537412E-003   99.2574                 NaN            NaN  0.519357       0.222691                 NaN            NaN            NaN            NaN
  1410.00        500.000       0.491871E-003   99.2621                 NaN            NaN  0.221494       0.515942                 NaN            NaN            NaN            NaN
  1408.58        500.000       0.433659E-003   99.2673                 NaN            NaN  0.219903       0.512326                 NaN            NaN            NaN            NaN
  1407.17        500.000       0.390751E-003   99.2729                 NaN            NaN  0.507977       0.218723                 NaN            NaN            NaN            NaN
  1405.76        500.000                 NaN   98.5342                 NaN            NaN  0.578367       0.551395       0.336000                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.1172                 NaN            NaN  0.611930       0.741626       0.529248                 NaN            NaN            NaN
  1402.93        500.000       0.736721E-003   98.1492                 NaN            NaN  0.600115       0.730053       0.519930                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.1804                 NaN            NaN  0.715083       0.593488       0.511038                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.2065                 NaN            NaN  0.585453       0.704436       0.503589                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.2348                 NaN            NaN  0.576795       0.693085       0.495358                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.2422                 NaN            NaN  0.574902       0.688666       0.494256                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.3095                 NaN            NaN  0.554470       0.662789       0.473227                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.3136                 NaN            NaN  0.660651       0.553128       0.472583                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.3363                 NaN            NaN  0.651282       0.546526       0.465907                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.3628                 NaN            NaN  0.537544       0.641319       0.458357                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.3855                 NaN            NaN  0.631391       0.531378       0.451698                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.4072                 NaN            NaN  0.523720       0.623789       0.445241                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.4289                 NaN            NaN  0.517524       0.614516       0.439042                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.4518                 NaN            NaN  0.605778       0.510011       0.432405                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.4714                 NaN            NaN  0.504184       0.598023       0.426406                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.4916                 NaN            NaN  0.497755       0.590059       0.420540                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.5120                 NaN            NaN  0.491625       0.581671       0.414661                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.5311                 NaN            NaN  0.574420       0.485592       0.408904                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.5500                 NaN            NaN  0.479431       0.567260       0.403355                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.5677                 NaN            NaN  0.474690       0.559526       0.398083                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.5857                 NaN            NaN  0.468122       0.553491       0.392726                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.6040                 NaN            NaN  0.462460       0.546005       0.387492                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.6204                 NaN            NaN  0.457357       0.539867       0.382416                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.6366                 NaN            NaN  0.452528       0.533177       0.377692                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.6509                 NaN            NaN  0.527807       0.448245       0.373024                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.6689                 NaN            NaN  0.441838       0.521409       0.367895                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.6819                 NaN            NaN  0.516255       0.437978       0.363851                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.6979                 NaN            NaN  0.510482       0.432476       0.359150                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.7119                 NaN            NaN  0.428094       0.505094       0.354892                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.7280                 NaN            NaN  0.422474       0.499202       0.350290                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.7400                 NaN            NaN  0.494460       0.419186       0.346386                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.7547                 NaN            NaN  0.489455       0.413894       0.341994                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.7668                 NaN            NaN  0.410528       0.484376       0.338265                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.7792                 NaN            NaN  0.405869       0.480441       0.334497                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.7923                 NaN            NaN  0.400968       0.476233       0.330505                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.8047                 NaN            NaN  0.470986       0.397534       0.326735                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.8165                 NaN            NaN  0.393939       0.466502       0.323087                 NaN            NaN            NaN
  1352.03        500.000                 NaN   98.8290                 NaN            NaN  0.388348       0.463221       0.319461                 NaN            NaN            NaN
  1350.62        500.000                 NaN   98.8384                 NaN            NaN  0.457614       0.387727       0.316270                 NaN            NaN            NaN
  1349.20        500.000                 NaN   98.8512                 NaN            NaN  0.454064       0.382301       0.312386                 NaN            NaN            NaN
  1347.79        500.000                 NaN   98.8609                 NaN            NaN  0.451095       0.378636       0.309402                 NaN            NaN            NaN
  1346.38        500.000                 NaN   98.8707                 NaN            NaN  0.374482       0.448627       0.306195                 NaN            NaN            NaN
  1344.96        500.000                 NaN   98.8834                 NaN            NaN  0.370401       0.443591       0.302648                 NaN            NaN            NaN
  1343.55        500.000                 NaN   98.8925                 NaN            NaN  0.368014       0.439891       0.299572                 NaN            NaN            NaN
  1342.14        500.000                 NaN   98.9030                 NaN            NaN  0.363825       0.436784       0.296341                 NaN            NaN            NaN
  1340.72        500.000                 NaN   98.9112                 NaN            NaN  0.434093       0.360998       0.293739                 NaN            NaN            NaN
  1339.31        500.000                 NaN   98.9214                 NaN            NaN  0.430933       0.356996       0.290652                 NaN            NaN            NaN
  1337.89        500.000                 NaN   98.9304                 NaN            NaN  0.427933       0.353911       0.287755                 NaN            NaN            NaN
  1336.48        500.000                 NaN   98.9382                 NaN            NaN  0.425669       0.350907       0.285178                 NaN            NaN            NaN
  1335.07        500.000                 NaN   98.9475                 NaN            NaN  0.424035       0.345980       0.282531                 NaN            NaN            NaN
  1333.65        500.000                 NaN   98.9567                 NaN            NaN  0.419876       0.343951       0.279450                 NaN            NaN            NaN
  1332.24        500.000                 NaN   98.9648                 NaN            NaN  0.340674       0.417610       0.276958                 NaN            NaN            NaN
  1330.83        500.000                 NaN   98.9728                 NaN            NaN  0.337603       0.415233       0.274377                 NaN            NaN            NaN
  1329.41        500.000                 NaN   98.9794                 NaN            NaN  0.335077       0.413357       0.272197                 NaN            NaN            NaN
  1328.00        500.000                 NaN   98.9882                 NaN            NaN  0.331296       0.411112       0.269403                 NaN            NaN            NaN
  1326.58        500.000                 NaN   98.9954                 NaN            NaN  0.328311       0.409206       0.267132                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.0015                 NaN            NaN  0.324760       0.408650       0.265096                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.0085                 NaN            NaN  0.407738       0.320889       0.262853                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.0178                 NaN            NaN  0.317675       0.404485       0.260084                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.0245                 NaN            NaN  0.403097       0.314414       0.257971                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.0311                 NaN            NaN  0.402895       0.310106       0.255938                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.0368                 NaN            NaN  0.307085       0.402254       0.253894                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.0438                 NaN            NaN  0.303944       0.400504       0.251791                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.0505                 NaN            NaN  0.400843       0.298995       0.249710                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.0566                 NaN            NaN  0.402710       0.292934       0.247789                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.0616                 NaN            NaN  0.287220       0.405142       0.246009                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.0685                 NaN            NaN  0.280199       0.407310       0.244006                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.0712                 NaN            NaN  0.272874       0.413082       0.242813                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.0795                 NaN            NaN  0.264196       0.415949       0.240390                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.0854                 NaN            NaN  0.254635       0.421229       0.238743                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.0904                 NaN            NaN  0.284548       0.388030       0.237052                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.1015                 NaN  0.370301E-001  0.624232                 NaN  0.237271                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.1125                 NaN  0.986215E-001  0.547861                 NaN  0.241032                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.1202                 NaN  0.105973       0.534415                 NaN  0.239426                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.1329                 NaN  0.111863       0.520032                 NaN  0.235189                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.1380                 NaN  0.106940       0.521492                 NaN  0.233528                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.1383                 NaN  0.825902E-001  0.547189                 NaN  0.231934                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.1559                 NaN  0.109990       0.506155                 NaN  0.227916                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.1615                 NaN  0.104682       0.507738                 NaN  0.226050                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.1675                 NaN  0.973726E-001  0.511340                 NaN  0.223832                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.1314                 NaN  0.990168E-001  0.510116                 NaN  0.231833       0.276267E-001            NaN            NaN
  1289.83        500.000                 NaN   99.1106                 NaN  0.911820E-001  0.518117                 NaN  0.235590       0.444821E-001            NaN            NaN
  1288.41        500.000                 NaN   99.1227                 NaN  0.949950E-001  0.505914                 NaN  0.232451       0.439139E-001            NaN            NaN
  1287.00        500.000                 NaN   99.1338                 NaN  0.938073E-001  0.499983                 NaN  0.229357       0.430976E-001            NaN            NaN
  1285.58        500.000                 NaN   99.1452                 NaN  0.934462E-001  0.492808                 NaN  0.226264       0.423060E-001            NaN            NaN
  1284.17        500.000                 NaN   99.1556                 NaN  0.936129E-001  0.486119                 NaN  0.223173       0.415318E-001            NaN            NaN
  1282.76        500.000                 NaN   99.1658                 NaN  0.935422E-001  0.479609                 NaN  0.220273       0.408102E-001            NaN            NaN
  1281.34        500.000                 NaN   99.1777                 NaN  0.917639E-001  0.473399                 NaN  0.217170       0.399842E-001            NaN            NaN
  1279.93        500.000                 NaN   99.1865                 NaN  0.901363E-001  0.469990                 NaN  0.214268       0.391489E-001            NaN            NaN
  1278.52        500.000                 NaN   99.1961                 NaN  0.901780E-001  0.463737                 NaN  0.211531       0.384576E-001            NaN            NaN
  1277.10        500.000                 NaN   99.2063                 NaN  0.883404E-001  0.459057                 NaN  0.208634       0.376491E-001            NaN            NaN
  1275.69        500.000                 NaN   99.2165                 NaN  0.887541E-001  0.451743                 NaN  0.205969       0.370013E-001            NaN            NaN
  1274.27        500.000                 NaN   99.2251                 NaN  0.846691E-001  0.451380                 NaN  0.202864       0.360365E-001            NaN            NaN
  1272.86        500.000                 NaN   99.2349                 NaN  0.847662E-001  0.444553                 NaN  0.200373       0.354098E-001            NaN            NaN
  1271.45        500.000                 NaN   99.2447                 NaN  0.832265E-001  0.439906                 NaN  0.197571       0.346457E-001            NaN            NaN
  1270.03        500.000                 NaN   99.2548                 NaN  0.804388E-001  0.436086                 NaN  0.194839       0.338672E-001            NaN            NaN
  1268.62        500.000                 NaN   99.2630                 NaN  0.783899E-001  0.433235                 NaN  0.192274       0.331036E-001            NaN            NaN
  1267.21        500.000                 NaN   94.7019                 NaN  0.142594        1.53867                 NaN  0.680229       0.161882        2.77475                 NaN
  1265.79        500.000                 NaN   94.5139                 NaN  0.133793        1.58831                 NaN  0.695176       0.164702        2.90415                 NaN
  1264.38        500.000                 NaN   94.8127                 NaN  0.115008        1.52401                 NaN  0.658632       0.153592        2.73607                 NaN
  1262.96        500.000                 NaN   95.0913                 NaN  0.988803E-001   1.45950                 NaN  0.624191       0.143572        2.58252                 NaN
  1261.55        500.000                 NaN   95.3387                 NaN  0.868571E-001   1.40017                 NaN  0.593473       0.134695        2.44610                 NaN
  1260.14        500.000                 NaN   95.5561                 NaN  0.797460E-001   1.34503                 NaN  0.565984       0.127000        2.32617                 NaN
  1258.72        500.000                 NaN   95.7659                 NaN  0.669018E-001   1.29634                 NaN  0.539759       0.119338        2.21178                 NaN
  1257.31        500.000                 NaN   95.9520                 NaN  0.602563E-001   1.24840                 NaN  0.516051       0.112734        2.11053                 NaN
  1255.89        500.000                 NaN   96.1239                 NaN  0.539912E-001   1.20381                 NaN  0.494084       0.106591        2.01759                 NaN
  1254.48        500.000                 NaN   96.2820                 NaN  0.440593E-001   1.16812                 NaN  0.473691       0.100709        1.93146                 NaN
  1253.07        500.000                 NaN   96.4287                 NaN  0.416868E-001   1.12639                 NaN  0.454625       0.956044E-001   1.85297                 NaN
  1251.65        500.000                 NaN   96.5683                 NaN  0.341227E-001   1.09244                 NaN  0.436593       0.904647E-001   1.77812                 NaN
  1250.24        500.000                 NaN   96.6929                 NaN  0.326965E-001   1.05664                 NaN  0.420088       0.861021E-001   1.71161                 NaN
  1248.83        500.000                 NaN   96.8151                 NaN  0.268594E-001   1.02551                 NaN  0.404204       0.815543E-001   1.64679                 NaN
  1247.41        500.000                 NaN   96.9302                 NaN  0.235167E-001  0.991136                 NaN  0.389068       0.777045E-001   1.58841                 NaN
  1246.00        500.000                 NaN   97.0265                 NaN  0.119249E-001  0.981039                 NaN  0.375387       0.734815E-001   1.53163                 NaN
  1244.58        500.000                 NaN   97.1376                 NaN  0.629660E-002  0.948829                 NaN  0.361339       0.695879E-001   1.47632                 NaN
  1243.17        500.000                 NaN   97.2234                 NaN  0.551551E-002  0.924978                 NaN  0.349520       0.664133E-001   1.43017                 NaN
  1241.76        500.000                 NaN   97.3149                 NaN  0.105987E-001  0.890716                 NaN  0.338228       0.629833E-001   1.38262                 NaN
  1240.34        500.000                 NaN   97.3977                 NaN  0.141750E-001  0.861537                 NaN  0.327670       0.598558E-001   1.33909                 NaN
  1238.93        500.000                 NaN   97.4793                 NaN  0.512089E-004  0.850823                 NaN  0.314631       0.573897E-001   1.29779                 NaN
  1237.52        500.000                 NaN   97.5566                 NaN            NaN  0.826399                 NaN  0.304175       0.547060E-001   1.25811                 NaN
