|6.6.6
Archiving\03_Data\fracLP/QFM_m1.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1927.32        500.000        99.3226                 NaN  0.677374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3226                 NaN  0.677433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3225                 NaN  0.677492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3224                 NaN  0.677551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3224                 NaN  0.677610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3223                 NaN  0.677669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3223                 NaN  0.677728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3222                 NaN  0.677787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3222                 NaN  0.677846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3221                 NaN  0.677905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3220                 NaN  0.677964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3220                 NaN  0.678023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3219                 NaN  0.678082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3219                 NaN  0.678141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3218                 NaN  0.678201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3217                 NaN  0.678260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3217                 NaN  0.678319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3216                 NaN  0.678378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3216                 NaN  0.678438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3215                 NaN  0.678497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3214                 NaN  0.678556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3214                 NaN  0.678616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3213                 NaN  0.678675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3213                 NaN  0.678734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3212                 NaN  0.678794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3211                 NaN  0.678853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3211                 NaN  0.678913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3210                 NaN  0.678972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3210                 NaN  0.679032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3209                 NaN  0.679091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3208                 NaN  0.679151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3208                 NaN  0.679210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3207                 NaN  0.679270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3207                 NaN  0.679330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3206                 NaN  0.679389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3206                 NaN  0.679449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3205                 NaN  0.679508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3204                 NaN  0.679568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3204                 NaN  0.679628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3203                 NaN  0.679688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3203                 NaN  0.679747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3202                 NaN  0.679807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3201                 NaN  0.679867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3201                 NaN  0.679927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3200                 NaN  0.679986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3200                 NaN  0.680046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3144                 NaN  0.680109       0.546953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3198                 NaN  0.680211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3186                 NaN  0.680272       0.108275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3087                 NaN  0.680355       0.109842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3086                 NaN  0.680506       0.108867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3085                 NaN  0.680655       0.108074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3085                 NaN  0.680804       0.107264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3084                 NaN  0.680953       0.106516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3083                 NaN  0.681100       0.105864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3083                 NaN  0.681247       0.104941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3082                 NaN  0.681394       0.103947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3081                 NaN  0.681539       0.103409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3081                 NaN  0.681685       0.102646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3080                 NaN  0.681829       0.101817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3079                 NaN  0.681973       0.101036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3078                 NaN  0.682117       0.100404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3078                 NaN  0.682259       0.994199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3077                 NaN  0.682401       0.991738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3077                 NaN  0.682543       0.976006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3076                 NaN  0.682684       0.973725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3075                 NaN  0.682824       0.964348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3075                 NaN  0.682964       0.957801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3074                 NaN  0.683103       0.952763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        98.8522                 NaN  0.683419       0.932366E-002  0.455026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3991                 NaN            NaN  0.936989E-002  0.591530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1360                 NaN            NaN  0.133772E-001  0.850667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.6781                 NaN            NaN  0.493379E-002  0.316970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3607                 NaN            NaN  0.972733E-002  0.629529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3824                 NaN            NaN  0.932133E-002  0.608297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3780                 NaN            NaN  0.931673E-002  0.612728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3738                 NaN            NaN  0.930176E-002  0.616855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3688                 NaN            NaN  0.929626E-002  0.621952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3644                 NaN            NaN  0.928134E-002  0.626305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3585                 NaN            NaN  0.931135E-002  0.632191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3565                 NaN            NaN  0.924001E-002  0.634243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.9084                 NaN            NaN  0.145345E-002  0.901942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.7901                 NaN            NaN  0.169998E-001   1.19292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3427                 NaN            NaN  0.922209E-002  0.648122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3405                 NaN            NaN  0.918700E-002  0.650339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3272                 NaN            NaN  0.929311E-002  0.663505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3288                 NaN            NaN  0.919349E-002  0.662043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3224                 NaN            NaN  0.921627E-002  0.668401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3205                 NaN            NaN  0.917582E-002  0.670312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3137                 NaN            NaN  0.919726E-002  0.677131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3111                 NaN            NaN  0.917454E-002  0.679733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3058                 NaN            NaN  0.917540E-002  0.685033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3228                 NaN            NaN  0.889473E-002  0.668316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2754                 NaN            NaN  0.946058E-002  0.715101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2962                 NaN            NaN  0.911985E-002  0.694650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2878                 NaN            NaN  0.917391E-002  0.703006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3068                 NaN            NaN  0.887702E-002  0.684344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2628                 NaN            NaN  0.939100E-002  0.727788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2818                 NaN            NaN  0.910322E-002  0.709102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2777                 NaN            NaN  0.910738E-002  0.713237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2753                 NaN            NaN  0.909932E-002  0.715605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2707                 NaN            NaN  0.910739E-002  0.720159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2706                 NaN            NaN  0.908516E-002  0.720299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2641                 NaN            NaN  0.910939E-002  0.726839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2624                 NaN            NaN  0.912394E-002  0.728458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2705                 NaN            NaN  0.897827E-002  0.720525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2431                 NaN            NaN  0.925766E-002  0.747642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1997                 NaN            NaN  0.978248E-002  0.790546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3293                 NaN            NaN  0.817958E-002  0.662507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2672                 NaN            NaN  0.892605E-002  0.723827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2606                 NaN            NaN  0.898840E-002  0.730370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2581                 NaN            NaN  0.901504E-002  0.732915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2596                 NaN            NaN  0.898461E-002  0.731416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2609                 NaN            NaN  0.895686E-002  0.730183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2609                 NaN            NaN  0.896149E-002  0.730186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2631                 NaN            NaN  0.892636E-002  0.727924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2628                 NaN            NaN  0.893638E-002  0.728298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2666                 NaN            NaN  0.889531E-002  0.724492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2669                 NaN            NaN  0.889622E-002  0.724217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.5041                 NaN            NaN  0.181760E-001   1.47776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9918                 NaN            NaN            NaN  0.816971E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.8245                 NaN            NaN  0.110223E-002  0.693045E-001  0.105069                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.1504                 NaN            NaN  0.865767E-002  0.333994        2.50693                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.1251                 NaN            NaN  0.329846E-002  0.215747E-001   1.85001                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.0189                 NaN            NaN  0.332825E-002            NaN   1.97781                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.3494                 NaN            NaN  0.323863E-002  0.164012        1.48334                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.2344                 NaN            NaN  0.281432E-002  0.371927E-002   1.75909                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2528                 NaN            NaN  0.256795E-002            NaN   1.74463                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2792                 NaN            NaN  0.238636E-002            NaN   1.71842                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3053                 NaN            NaN  0.224263E-002            NaN   1.69242                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3333                 NaN            NaN  0.209985E-002            NaN   1.66456                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3418                 NaN            NaN  0.200658E-002  0.652003E-002   1.64967                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3997                 NaN            NaN  0.163157E-002            NaN   1.59871                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4041                 NaN            NaN  0.157481E-002            NaN   1.59434                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4318                 NaN            NaN  0.144465E-002  0.400205E-005   1.56679                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4611                 NaN            NaN  0.124235E-002            NaN   1.53761                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4782                 NaN            NaN  0.104134E-002            NaN   1.52074                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4978                 NaN            NaN  0.883723E-003            NaN   1.50136                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5186                 NaN            NaN  0.703604E-003            NaN   1.48072                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5417                 NaN            NaN  0.611153E-003            NaN   1.45774                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5602                 NaN            NaN  0.419299E-003            NaN   1.43935                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5786                 NaN            NaN  0.280493E-003            NaN   1.42111                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5963                 NaN            NaN  0.729558E-004            NaN   1.40361                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6099                 NaN            NaN  0.382162E-004            NaN   1.39007                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6388                 NaN            NaN            NaN            NaN   1.36124                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6490                 NaN            NaN            NaN            NaN   1.35102                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6623                 NaN            NaN  0.111689E-002            NaN   1.33659                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6908                 NaN            NaN            NaN            NaN   1.30924                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6981                 NaN            NaN            NaN            NaN   1.30192                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7085                 NaN            NaN            NaN            NaN   1.29152                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7272                 NaN            NaN            NaN            NaN   1.27282                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7482                 NaN            NaN  0.230361E-002            NaN   1.24948                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7523                 NaN            NaN            NaN            NaN   1.24767                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4599                 NaN            NaN  0.843126E-002            NaN  0.531621                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.1069                 NaN            NaN            NaN            NaN   1.89305                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7929                 NaN            NaN            NaN            NaN   1.20713                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.7980                 NaN            NaN            NaN            NaN   1.20203                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8115                 NaN            NaN            NaN            NaN   1.18849                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.7775                 NaN            NaN            NaN            NaN  0.975227       0.247257                 NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.4995                 NaN            NaN            NaN            NaN            NaN   1.50051                 NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.4702                 NaN            NaN            NaN            NaN            NaN   1.52985                 NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.3983                 NaN            NaN  0.586377E-002            NaN            NaN   1.59583                 NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.2826                 NaN            NaN  0.106755E-001            NaN            NaN   1.70671                 NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        97.7463                 NaN            NaN  0.105723E-001            NaN            NaN   1.17462        1.06848                 NaN            NaN            NaN            NaN
  1516.29        500.000        97.4239                 NaN            NaN  0.101659E-001            NaN            NaN   1.93823       0.627733                 NaN            NaN            NaN            NaN
  1513.78        500.000        97.4919                 NaN            NaN  0.978728E-002            NaN            NaN  0.607671        1.89060                 NaN            NaN            NaN            NaN
  1511.28        500.000        97.5575                 NaN            NaN  0.938435E-002            NaN            NaN   1.84534       0.587736                 NaN            NaN            NaN            NaN
  1508.77        500.000        97.6179                 NaN            NaN  0.902218E-002            NaN            NaN   1.80301       0.570108                 NaN            NaN            NaN            NaN
  1506.27        500.000        97.6774                 NaN            NaN  0.864544E-002            NaN            NaN   1.76062       0.553353                 NaN            NaN            NaN            NaN
  1503.76        500.000        97.7345                 NaN            NaN  0.828269E-002            NaN            NaN  0.536423        1.72075                 NaN            NaN            NaN            NaN
  1501.25        500.000        97.7845                 NaN            NaN  0.696970E-002            NaN  0.690791E-001  0.434338        1.70515                 NaN            NaN            NaN            NaN
  1498.75        500.000        97.8361                 NaN            NaN  0.187262E-002            NaN  0.387271        1.77477                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.8860                 NaN            NaN  0.139806E-002            NaN  0.389409        1.72324                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.9375                 NaN            NaN  0.886189E-003            NaN  0.392325        1.66933                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.9858                 NaN            NaN  0.993836E-003            NaN  0.360863        1.65234                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.0349                 NaN            NaN  0.583369E-003            NaN  0.357534        1.60701                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.0780                 NaN            NaN  0.378390E-003            NaN  0.346772        1.57487                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.1243                 NaN            NaN  0.107562E-003            NaN  0.337452        1.53813                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.1661                 NaN            NaN  0.212118E-003            NaN  0.322049        1.51162                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.2057                 NaN            NaN            NaN            NaN  0.312135        1.48213                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.2445                 NaN            NaN            NaN            NaN  0.297619        1.45787                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.2827                 NaN            NaN            NaN            NaN  0.280859        1.43648                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.3174                 NaN            NaN            NaN            NaN  0.267989        1.41458                 NaN            NaN            NaN            NaN            NaN
