|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1406.08        500.000        98.6014       0.461993       0.382395                 NaN  0.454023       0.100146                 NaN            NaN            NaN
  1404.98        500.000        98.6187       0.464614       0.340905                 NaN  0.453423       0.122339                 NaN            NaN            NaN
  1403.88        500.000        98.6356       0.460203       0.332202                 NaN  0.448533       0.123426                 NaN            NaN            NaN
  1402.78        500.000        98.6530       0.323365       0.456367                 NaN  0.443094       0.124176                 NaN            NaN            NaN
  1401.68        500.000        98.6713       0.314805       0.451230                 NaN  0.437681       0.124935                 NaN            NaN            NaN
  1400.58        500.000        98.6871       0.447406       0.306674                 NaN  0.432973       0.125880                 NaN            NaN            NaN
  1399.48        500.000        98.7038       0.442904       0.298961                 NaN  0.427839       0.126469                 NaN            NaN            NaN
  1398.38        500.000        98.7187       0.439417       0.290899                 NaN  0.423377       0.127571                 NaN            NaN            NaN
  1397.28        500.000        98.7342       0.283206       0.435928                 NaN  0.418847       0.127854                 NaN            NaN            NaN
  1396.18        500.000        98.7516       0.431207       0.275043                 NaN  0.413423       0.128746                 NaN            NaN            NaN
  1395.08        500.000        98.7659       0.427680       0.268005                 NaN  0.409022       0.129412                 NaN            NaN            NaN
  1393.98        500.000        98.7795       0.424122       0.260912                 NaN  0.405126       0.130320                 NaN            NaN            NaN
  1392.88        500.000        98.7961       0.420410       0.252516                 NaN  0.400067       0.130899                 NaN            NaN            NaN
  1391.78        500.000        98.8078       0.417903       0.245589                 NaN  0.396615       0.132115                 NaN            NaN            NaN
  1390.68        500.000        98.8246       0.413647       0.238201                 NaN  0.391160       0.132361                 NaN            NaN            NaN
  1389.58        500.000        98.8338       0.411427       0.232112                 NaN  0.388677       0.133992                 NaN            NaN            NaN
  1388.48        500.000        98.8529       0.226145       0.406128                 NaN  0.382249       0.132564                 NaN            NaN            NaN
  1387.38        500.000        98.8633       0.404156       0.218988                 NaN  0.379370       0.134160                 NaN            NaN            NaN
  1386.28        500.000        98.8752       0.401448       0.212570                 NaN  0.375887       0.134937                 NaN            NaN            NaN
  1385.18        500.000        98.8875       0.205990       0.398604                 NaN  0.372113       0.135790                 NaN            NaN            NaN
  1384.07        500.000        98.9015       0.199836       0.395191                 NaN  0.367698       0.135809                 NaN            NaN            NaN
  1382.97        500.000        98.9017       0.194740       0.398085                 NaN  0.368029       0.137482                 NaN            NaN            NaN
  1381.87        500.000        98.9270       0.388158       0.189562                 NaN  0.359343       0.135903                 NaN            NaN            NaN
  1380.77        500.000        98.9369       0.182183       0.386615                 NaN  0.356846       0.137499                 NaN            NaN            NaN
  1379.67        500.000        98.9382       0.387429       0.178819                 NaN  0.356561       0.139034                 NaN            NaN            NaN
  1378.57        500.000        98.9640       0.380010       0.169575                 NaN  0.348226       0.138238                 NaN            NaN            NaN
  1377.47        500.000        98.9702       0.378842       0.166091                 NaN  0.346409       0.138494                 NaN            NaN            NaN
  1376.37        500.000        98.9806       0.377191       0.159315                 NaN  0.343369       0.139487                 NaN            NaN            NaN
  1375.27        500.000        98.9897       0.375333       0.154056                 NaN  0.340610       0.140294                 NaN            NaN            NaN
  1374.17        500.000        99.0020       0.149936       0.371681                 NaN  0.336500       0.139876                 NaN            NaN            NaN
  1373.07        500.000        99.0085       0.143308       0.371115                 NaN  0.335033       0.142093                 NaN            NaN            NaN
  1371.97        500.000        99.0247       0.140744       0.365963                 NaN  0.329010       0.139587                 NaN            NaN            NaN
  1370.87        500.000        99.0320       0.365237       0.134308                 NaN  0.327194       0.141259                 NaN            NaN            NaN
  1369.77        500.000        99.0413       0.129412       0.363300                 NaN  0.324316       0.141680                 NaN            NaN            NaN
  1368.67        500.000        99.0518       0.360776       0.124728                 NaN  0.320920       0.141728                 NaN            NaN            NaN
  1367.57        500.000        99.0602       0.120444       0.359019                 NaN  0.318312       0.142038                 NaN            NaN            NaN
  1366.47        500.000        99.0701       0.356828       0.115432                 NaN  0.315290       0.142380                 NaN            NaN            NaN
  1365.37        500.000        99.0793       0.354570       0.111681                 NaN  0.312205       0.142271                 NaN            NaN            NaN
  1364.27        500.000        99.0887       0.352769       0.106621                 NaN  0.309303       0.142625                 NaN            NaN            NaN
  1363.17        500.000        99.0972       0.350465       0.103161                 NaN  0.306528       0.142624                 NaN            NaN            NaN
  1362.06        500.000        99.1060       0.348562       0.991831E-001            NaN  0.303659       0.142616                 NaN            NaN            NaN
  1360.96        500.000        99.1120       0.947456E-001  0.348054                 NaN  0.301973       0.143236                 NaN            NaN            NaN
  1359.86        500.000        99.1245       0.344020       0.921965E-001            NaN  0.297401       0.141915                 NaN            NaN            NaN
  1358.76        500.000        99.1311       0.875946E-001  0.343158                 NaN  0.295511       0.142663                 NaN            NaN            NaN
  1357.66        500.000        99.1382       0.341748       0.832788E-001            NaN  0.293443       0.143333                 NaN            NaN            NaN
  1356.56        500.000        99.1486       0.818758E-001  0.338440                 NaN  0.289477       0.141573                 NaN            NaN            NaN
  1355.46        500.000        99.1552       0.772976E-001  0.337533                 NaN  0.287644       0.142350                 NaN            NaN            NaN
  1354.36        500.000        99.1635       0.335795       0.736512E-001            NaN  0.284848       0.142211                 NaN            NaN            NaN
  1353.26        500.000        99.1711       0.334118       0.702292E-001            NaN  0.282376       0.142161                 NaN            NaN            NaN
  1352.16        500.000        99.1786       0.332527       0.675086E-001            NaN  0.279787       0.141612                 NaN            NaN            NaN
  1351.06        500.000        99.1808       0.666392E-001  0.331677                 NaN  0.279155       0.141709                 NaN            NaN            NaN
  1349.96        500.000        99.1956       0.617967E-001  0.328617                 NaN  0.273625       0.140385                 NaN            NaN            NaN
  1348.86        500.000        99.2007       0.327217       0.592969E-001            NaN  0.272271       0.140505                 NaN            NaN            NaN
  1347.76        500.000        99.2074       0.326086       0.562140E-001            NaN  0.270025       0.140322                 NaN            NaN            NaN
  1346.66        500.000        99.2086       0.326295       0.513881E-001            NaN  0.270812       0.142878                 NaN            NaN            NaN
  1345.56        500.000        99.2288       0.318875       0.539784E-001            NaN  0.261775       0.136564                 NaN            NaN            NaN
  1344.46        500.000        99.2282       0.320913       0.490317E-001            NaN  0.262904       0.138966                 NaN            NaN            NaN
  1343.36        500.000        99.2350       0.319248       0.469892E-001            NaN  0.260509       0.138258                 NaN            NaN            NaN
  1342.26        500.000        99.2415       0.317570       0.448985E-001            NaN  0.258237       0.137778                 NaN            NaN            NaN
  1341.16        500.000        99.2481       0.316138       0.426043E-001            NaN  0.255982       0.137196                 NaN            NaN            NaN
  1340.05        500.000        99.2543       0.314378       0.412543E-001            NaN  0.253709       0.136365                 NaN            NaN            NaN
  1338.95        500.000        99.2594       0.314037       0.381499E-001            NaN  0.252069       0.136353                 NaN            NaN            NaN
  1337.85        500.000        99.2682       0.379902E-001  0.310670                 NaN  0.248650       0.134488                 NaN            NaN            NaN
  1336.75        500.000        99.2721       0.310152       0.360624E-001            NaN  0.247354       0.134327                 NaN            NaN            NaN
  1335.65        500.000        99.2793       0.308118       0.345613E-001            NaN  0.244782       0.133253                 NaN            NaN            NaN
  1334.55        500.000        99.2850       0.331329E-001  0.306559                 NaN  0.242735       0.132589                 NaN            NaN            NaN
  1333.45        500.000        99.2912       0.304737       0.318832E-001            NaN  0.240508       0.131670                 NaN            NaN            NaN
  1332.35        500.000        99.2966       0.303598       0.304880E-001            NaN  0.238505       0.130784                 NaN            NaN            NaN
  1331.25        500.000        99.3017       0.295610E-001  0.302311                 NaN  0.236608       0.129787                 NaN            NaN            NaN
  1330.15        500.000        99.3084       0.258797E-001  0.301277                 NaN  0.234461       0.129972                 NaN            NaN            NaN
  1329.05        500.000        99.3137       0.297919       0.291672E-001            NaN  0.232050       0.127151                 NaN            NaN            NaN
  1327.95        500.000        99.3188       0.297233       0.271681E-001            NaN  0.230220       0.126580                 NaN            NaN            NaN
  1326.85        500.000        99.2756       0.505637E-001  0.304998                 NaN  0.239623       0.114925       0.142902E-001            NaN            NaN
  1325.75        500.000        99.2074       0.360179                 NaN            NaN  0.260946       0.129972       0.415134E-001            NaN            NaN
  1324.65        500.000        99.2167       0.356216                 NaN            NaN  0.257915       0.128351       0.408539E-001            NaN            NaN
  1323.55        500.000        99.2265       0.352107                 NaN            NaN  0.254700       0.126484       0.401745E-001            NaN            NaN
  1322.45        500.000        99.2349       0.346042                 NaN            NaN  0.252198       0.127224       0.396069E-001            NaN            NaN
  1321.35        500.000        99.2441       0.342244                 NaN            NaN  0.249196       0.125455       0.389950E-001            NaN            NaN
  1320.25        500.000        99.2524       0.338871                 NaN            NaN  0.246356       0.124017       0.383572E-001            NaN            NaN
  1319.15        500.000        99.2610       0.334084                 NaN            NaN  0.243713       0.123426       0.377970E-001            NaN            NaN
  1318.04        500.000        99.2695       0.330675                 NaN            NaN  0.240890       0.121787       0.371953E-001            NaN            NaN
  1316.94        500.000        99.2779       0.326247                 NaN            NaN  0.238235       0.120923       0.366641E-001            NaN            NaN
  1315.84        500.000        99.2857       0.323216                 NaN            NaN  0.235489       0.119502       0.360570E-001            NaN            NaN
  1314.74        500.000        99.2934       0.318997                 NaN            NaN  0.233157       0.118868       0.355576E-001            NaN            NaN
  1313.64        500.000        99.3013       0.315683                 NaN            NaN  0.230408       0.117638       0.349754E-001            NaN            NaN
  1312.54        500.000        99.3089       0.312322                 NaN            NaN  0.227951       0.116396       0.344669E-001            NaN            NaN
  1311.44        500.000        99.3170       0.309157                 NaN            NaN  0.225218       0.114747       0.339149E-001            NaN            NaN
  1310.34        500.000        99.3241       0.305689                 NaN            NaN  0.222875       0.113888       0.334222E-001            NaN            NaN
  1309.24        500.000        99.3320       0.302052                 NaN            NaN  0.220293       0.112716       0.329106E-001            NaN            NaN
  1308.14        500.000        99.3393       0.299183                 NaN            NaN  0.217877       0.111275       0.324087E-001            NaN            NaN
  1307.04        500.000        99.3460       0.296069                 NaN            NaN  0.215582       0.110400       0.319320E-001            NaN            NaN
  1305.94        500.000        99.3535       0.292814                 NaN            NaN  0.213128       0.109112       0.314483E-001            NaN            NaN
  1304.84        500.000        99.3607       0.289523                 NaN            NaN  0.210759       0.107999       0.309761E-001            NaN            NaN
  1303.74        500.000        99.3678       0.286579                 NaN            NaN  0.208365       0.106750       0.305180E-001            NaN            NaN
  1302.64        500.000        99.3737       0.283870                 NaN            NaN  0.206465       0.105839       0.300948E-001            NaN            NaN
  1301.54        500.000        99.3815       0.280400                 NaN            NaN  0.203820       0.104666       0.296134E-001            NaN            NaN
  1300.44        500.000        99.3882       0.277295                 NaN            NaN  0.201558       0.103792       0.291407E-001            NaN            NaN
  1299.34        500.000        99.3943       0.275046                 NaN            NaN  0.199464       0.102502       0.287308E-001            NaN            NaN
  1298.24        500.000        99.4009       0.272234                 NaN            NaN  0.197305       0.101282       0.282894E-001            NaN            NaN
  1297.14        500.000        99.4074       0.269460                 NaN            NaN  0.195126       0.100125       0.278867E-001            NaN            NaN
  1296.03        500.000        99.4129       0.265305                 NaN            NaN  0.193596       0.100596       0.275861E-001            NaN            NaN
  1294.93        500.000        99.4206       0.264526                 NaN            NaN  0.190416       0.975313E-001  0.269742E-001            NaN            NaN
  1293.83        500.000        99.4254       0.261823                 NaN            NaN  0.190607       0.951892E-001  0.270312E-001            NaN            NaN
  1292.73        500.000        99.4362       0.258425                 NaN            NaN  0.184390       0.951857E-001  0.257812E-001            NaN            NaN
  1291.63        500.000        99.4380       0.256911                 NaN            NaN  0.184759       0.944956E-001  0.258561E-001            NaN            NaN
  1290.53        500.000        99.4437       0.253737                 NaN            NaN  0.182939       0.941625E-001  0.255006E-001            NaN            NaN
  1289.43        500.000        99.4500       0.252245                 NaN            NaN  0.180619       0.920917E-001  0.250800E-001            NaN            NaN
  1288.33        500.000        99.4557       0.249287                 NaN            NaN  0.178796       0.914647E-001  0.247322E-001            NaN            NaN
  1287.23        500.000        99.4614       0.247352                 NaN            NaN  0.176824       0.900997E-001  0.243447E-001            NaN            NaN
  1286.13        500.000        99.4667       0.245117                 NaN            NaN  0.175040       0.891524E-001  0.240004E-001            NaN            NaN
  1285.03        500.000        99.4729       0.242938                 NaN            NaN  0.172879       0.876991E-001  0.236096E-001            NaN            NaN
  1283.93        500.000        99.4779       0.240440                 NaN            NaN  0.171254       0.870729E-001  0.232936E-001            NaN            NaN
  1282.83        500.000        99.4841       0.238010                 NaN            NaN  0.169128       0.857998E-001  0.229143E-001            NaN            NaN
  1281.73        500.000        99.4892       0.236111                 NaN            NaN  0.167392       0.847495E-001  0.225782E-001            NaN            NaN
  1280.63        500.000        99.4942       0.234344                 NaN            NaN  0.165639       0.835468E-001  0.222365E-001            NaN            NaN
  1279.53        500.000        99.4995       0.232227                 NaN            NaN  0.163858       0.825645E-001  0.219005E-001            NaN            NaN
  1278.43        500.000        99.5052       0.229766                 NaN            NaN  0.162051       0.814702E-001  0.215577E-001            NaN            NaN
  1277.33        500.000        99.5103       0.227338                 NaN            NaN  0.160499       0.805395E-001  0.213072E-001            NaN            NaN
  1276.23        500.000        99.5149       0.226918                 NaN            NaN  0.158247       0.790318E-001  0.208789E-001            NaN            NaN
  1275.13        500.000        99.5201       0.224228                 NaN            NaN  0.156840       0.782582E-001  0.206065E-001            NaN            NaN
  1274.02        500.000        99.5250       0.222153                 NaN            NaN  0.155181       0.773475E-001  0.202989E-001            NaN            NaN
  1272.92        500.000        93.8799        1.13809                 NaN            NaN  0.818438       0.336396       0.139654        3.68749                 NaN
  1271.82        500.000        92.5182        1.36567                 NaN            NaN  0.974766       0.389013       0.166469        4.58593                 NaN
  1270.72        500.000        93.1274        1.26939                 NaN            NaN  0.899647       0.353207       0.151982        4.19842                 NaN
  1269.62        500.000        93.6382        1.18741                 NaN            NaN  0.836501       0.324056       0.139856        3.87399                 NaN
  1268.52        500.000        94.0949        1.11293                 NaN            NaN  0.779727       0.297498       0.129153        3.58577                 NaN
  1267.42        500.000        94.4923        1.05041                 NaN            NaN  0.729996       0.272379       0.119693        3.33519                 NaN
  1266.32        500.000        94.8291       0.993675                 NaN            NaN  0.687914       0.254264       0.111815        3.12321                 NaN
  1265.22        500.000        95.1326       0.944221                 NaN            NaN  0.649771       0.236159       0.104603        2.93268                 NaN
  1264.12        500.000        95.4068       0.897794                 NaN            NaN  0.615112       0.220469       0.981925E-001   2.76163                 NaN
  1263.02        500.000        95.6480       0.857591                 NaN            NaN  0.584480       0.206446       0.924921E-001   2.61104                 NaN
  1261.92        500.000        95.8698       0.820820                 NaN            NaN  0.556099       0.192929       0.872123E-001   2.47315                 NaN
  1260.82        500.000        96.0731       0.787478                 NaN            NaN  0.530067       0.179805       0.823566E-001   2.34720                 NaN
  1259.72        500.000        96.2506       0.755237                 NaN            NaN  0.507211       0.171274       0.782271E-001   2.23748                 NaN
  1258.62        500.000        96.4171       0.726582                 NaN            NaN  0.485631       0.161634       0.742523E-001   2.13476                 NaN
  1257.52        500.000        96.5689       0.697520                 NaN            NaN  0.465785       0.154962       0.708124E-001   2.04200                 NaN
  1256.42        500.000        96.7089       0.676939                 NaN            NaN  0.447610       0.144483       0.671968E-001   1.95485                 NaN
  1255.32        500.000        96.8450       0.651802                 NaN            NaN  0.429620       0.136737       0.640553E-001   1.87283                 NaN
  1254.22        500.000        96.9657       0.628908                 NaN            NaN  0.413551       0.131142       0.612344E-001   1.79946                 NaN
  1253.12        500.000        97.0781       0.611112                 NaN            NaN  0.398659       0.123121       0.584564E-001   1.73058                 NaN
  1252.01        500.000        97.1845       0.591070                 NaN            NaN  0.384385       0.117695       0.559138E-001   1.66645                 NaN
  1250.91        500.000        97.2850       0.573015                 NaN            NaN  0.370799       0.111891       0.534960E-001   1.60581                 NaN
  1249.81        500.000        97.3791       0.555915                 NaN            NaN  0.358099       0.106470       0.512374E-001   1.54922                 NaN
  1248.71        500.000        97.4642       0.540047                 NaN            NaN  0.346594       0.102160       0.491244E-001   1.49784                 NaN
  1247.61        500.000        97.5487       0.522107                 NaN            NaN  0.334816       0.990932E-001  0.472363E-001   1.44809                 NaN
  1246.51        500.000        97.6278       0.508719                 NaN            NaN  0.324089       0.939476E-001  0.452415E-001   1.40020                 NaN
  1245.41        500.000        97.7013       0.494706                 NaN            NaN  0.313829       0.902631E-001  0.434718E-001   1.35647                 NaN
  1244.31        500.000        97.7724       0.481637                 NaN            NaN  0.304006       0.858877E-001  0.417061E-001   1.31441                 NaN
  1243.21        500.000        97.8400       0.465487                 NaN            NaN  0.294431       0.846684E-001  0.402675E-001   1.27516                 NaN
  1242.11        500.000        97.9015       0.457057                 NaN            NaN  0.285896       0.795268E-001  0.385678E-001   1.23740                 NaN
  1241.01        500.000        97.9623       0.443980                 NaN            NaN  0.277341       0.772166E-001  0.371243E-001   1.20205                 NaN
  1239.91        500.000        98.0216       0.435181                 NaN            NaN  0.268847       0.716946E-001  0.356016E-001   1.16706                 NaN
  1238.81        500.000        98.0764       0.422166                 NaN            NaN  0.260978       0.709331E-001  0.343580E-001   1.13512                 NaN
  1237.71        500.000        98.1300       0.414509                 NaN            NaN  0.253449       0.659816E-001  0.329346E-001   1.10311                 NaN
  1236.61        500.000        98.1800       0.405819                 NaN            NaN  0.246249       0.625197E-001  0.316576E-001   1.07373                 NaN
  1235.51        500.000        98.2283       0.395759                 NaN            NaN  0.239237       0.603919E-001  0.305187E-001   1.04579                 NaN
  1234.41        500.000        98.2750       0.387701                 NaN            NaN  0.232485       0.573812E-001  0.293213E-001   1.01808                 NaN
  1233.31        500.000        98.3191       0.378667                 NaN            NaN  0.226151       0.554738E-001  0.282517E-001  0.992316                 NaN
  1232.21        500.000        98.3810       0.359152                 NaN            NaN  0.196955                 NaN  0.343646E-001   1.02851                 NaN
  1231.11        500.000        96.8536       0.387863       0.426092                 NaN  0.489831                 NaN  0.672722E-001   1.77537                 NaN
  1230.00        500.000        98.6336       0.196690       0.330309                 NaN  0.215530       0.729325E-006  0.119753E-001  0.611854                 NaN
  1228.90        500.000        98.9270       0.199224       0.135596                 NaN  0.334345E-001            NaN  0.282672E-002  0.701871                 NaN
  1227.80        500.000        97.7859       0.180609       0.300090                 NaN  0.343891                 NaN  0.505464E-001   1.33892                 NaN
  1226.70        500.000        99.3722       0.133522E-001            NaN            NaN  0.965423E-001  0.121872                 NaN  0.396013                 NaN
  1225.60        500.000        98.9724                 NaN            NaN            NaN  0.104031       0.151177       0.267839E-002  0.769697                 NaN
  1224.50        500.000        99.0440       0.332134                 NaN            NaN  0.111803       0.754211E-006  0.168026E-001  0.495249                 NaN
  1223.40        500.000        98.6089       0.243906                 NaN            NaN  0.184782       0.524916E-001  0.236813E-001  0.886190                 NaN
  1222.30        500.000        98.7496       0.348566E-002  0.388433                 NaN  0.154666       0.152980E-004  0.169828E-001  0.686786                 NaN
  1221.20        500.000        98.7133       0.333477                 NaN            NaN  0.163921       0.132275E-001  0.185401E-001  0.757523                 NaN
  1220.10        500.000        98.7001       0.272900                 NaN            NaN  0.172228       0.563702E-001  0.192136E-001  0.779173                 NaN
  1219.00        500.000        97.8445       0.493373                 NaN            NaN  0.275607                 NaN  0.401225E-001   1.34635                 NaN
  1217.90        500.000        98.6767       0.395311                 NaN            NaN  0.193395                 NaN  0.504312E-002  0.729538                 NaN
  1216.80        500.000        99.6859       0.103179E-001  0.175728                 NaN  0.203937E-001            NaN  0.952098E-005  0.107692                 NaN
  1215.70        500.000        98.8236       0.275795       0.410262E-001            NaN  0.153999       0.140256E-005  0.137900E-001  0.691816                 NaN
  1214.60        500.000        98.8131       0.294425                 NaN            NaN  0.141765                 NaN  0.185399E-001  0.732177                 NaN
  1213.50        500.000        98.8228       0.361226                 NaN            NaN  0.160720       0.592436E-002  0.864954E-002  0.640669                 NaN
  1212.40        500.000        98.8847       0.212546       0.488390E-001            NaN  0.138775                 NaN  0.172622E-001  0.697909                 NaN
  1211.30        500.000        88.8674        1.07347       0.224418E-005            NaN  0.942611       0.184910       0.577315E-001   4.42055        4.45332     
  1210.20        500.000        88.6851        1.08044                 NaN            NaN  0.955670       0.216927       0.578821E-001   4.47946        4.52450     
  1209.10        500.000        82.0637       0.953688       0.645822                 NaN   1.50608       0.400500       0.945809E-001   7.08201        7.25360     
  1207.99        500.000        99.9977       0.205277E-003            NaN            NaN  0.211533E-003  0.738754E-004  0.868552E-005  0.905466E-003  0.933526E-003
  1206.89        500.000        99.9954       0.380536E-003            NaN            NaN  0.369959E-003  0.777900E-004  0.277970E-004  0.185417E-002  0.189443E-002
  1205.79        500.000        67.9198       0.519066        1.94180                 NaN   2.66697       0.840721       0.176766        12.8065        13.1284     
  1204.69        500.000        99.9996       0.697110E-004            NaN            NaN  0.334957E-004  0.162776E-004            NaN  0.117855E-003  0.123464E-003
  1203.59        500.000        99.9981       0.139509E-003            NaN            NaN  0.154410E-003  0.441825E-004  0.117795E-004  0.768889E-003  0.811133E-003
  1202.49        500.000        99.9927       0.684758E-003  0.281939E-003            NaN  0.619100E-003            NaN  0.260817E-004  0.282319E-002  0.286057E-002
  1201.39        500.000        74.6087        2.35113        1.03710                 NaN   2.13826                 NaN  0.925885E-001   9.79172        9.98053     
  1200.29        500.000        92.6900       0.812555                 NaN            NaN  0.606840       0.624691E-001  0.311174E-001   2.88195        2.91506     
  1199.19        500.000        90.6644       0.715356                 NaN            NaN  0.771648       0.246614       0.455527E-001   3.71191        3.84454     
  1198.09        500.000        94.3421       0.745216                 NaN            NaN  0.480338                 NaN  0.197228E-001   2.23173        2.18090     
  1196.99        500.000        92.9471       0.776066       0.621681E-001            NaN  0.571458                 NaN  0.293462E-001   2.79086        2.82304     
  1195.89        500.000        93.4373       0.537028       0.930856E-004            NaN  0.543125       0.132838       0.295123E-001   2.64514        2.67493     
  1194.79        500.000        92.5964       0.892498                 NaN            NaN  0.605937                 NaN  0.266583E-001   2.93380        2.94469     
  1193.69        500.000        92.3549       0.923404                 NaN            NaN  0.632668                 NaN  0.245454E-001   3.03429        3.03014     
  1192.59        500.000        88.4554       0.159637E-002   1.17034                 NaN  0.937160       0.541099E-001  0.405719E-001   4.62264        4.71819     
  1191.49        500.000        94.2907       0.313756       0.314209                 NaN  0.445124                 NaN  0.236000E-001   2.35000        2.26263     
  1190.39        500.000        91.3488       0.218072       0.719693       0.403546E-005  0.685297                 NaN  0.294042E-001   3.55384        3.44492     
  1189.29        500.000        90.1074       0.231398       0.799544                 NaN  0.767645                 NaN  0.336381E-001   4.12315        3.93725     
  1188.19        500.000        58.8691       0.857585        3.00539                 NaN   3.05461                 NaN  0.137108        17.5149        16.5613     
  1187.09        500.000                 NaN   1.71356        7.22678                 NaN   7.23568                 NaN  0.331966        43.0489        40.4431     
  1185.98        500.000                 NaN   6.75053        2.21592                 NaN   7.25770                 NaN  0.328508        43.0025        40.4448     
  1184.88        500.000                 NaN   1.65297        7.29084                 NaN   7.24082                 NaN  0.330947        43.0397        40.4447     
  1183.78        500.000                 NaN   1.62255        7.32284                 NaN   7.24335                 NaN  0.330442        43.0353        40.4455     
  1182.68        500.000                 NaN   4.03816        4.93749                 NaN   7.26908                 NaN  0.324557        42.9850        40.4458     
  1181.58        500.000                 NaN   8.99123                 NaN            NaN   7.27601                 NaN  0.320541        42.9628        40.4494     
  1180.48        500.000                 NaN   8.13494       0.898635                 NaN   7.22926                 NaN  0.326354        42.9420        40.4688     
  1179.38        500.000                 NaN   2.86667        5.06531                 NaN   7.15702       0.554022       0.382071        43.2780        40.6969     
  1178.28        500.000                 NaN   7.44764        1.52213       0.118712E-004   7.28259                 NaN  0.324856        42.9769        40.4459     
  1177.18        500.000                 NaN   1.26486        7.69914                 NaN   7.26546                 NaN  0.324855        42.9954        40.4503     
  1176.08        500.000                 NaN   6.99092        1.99152                 NaN   7.29477                 NaN  0.323921        42.9514        40.4475     
  1174.98        500.000                 NaN   2.56146        6.44146                 NaN   7.27427                 NaN  0.321942        42.9432        40.4577     
  1173.88        500.000                 NaN  0.626947        8.38920                 NaN   7.22484                 NaN  0.330389        42.9623        40.4663     
  1172.78        500.000                 NaN   5.60705       0.286205                 NaN   7.00670        1.75839       0.449650        43.6956        41.1964     
  1171.68        500.000                 NaN   5.72681       0.701673E-001            NaN   6.99884        1.81384       0.453407        43.7163        41.2206     
