|6.6.6
Archiving\03_Data\frac/QFM/GRV/GRV_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1929.82        2500.00        99.3213       0.678651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.3213       0.678707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.3212       0.678763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.3212       0.678819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3211       0.678875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3211       0.678931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3210       0.678987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3210       0.679042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3209       0.679099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3208       0.679154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3208       0.679210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3207       0.679266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3207       0.679322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3206       0.679378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3206       0.679434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3205       0.679490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3205       0.679546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3204       0.679601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3203       0.679657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3203       0.679713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3202       0.679769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3202       0.679825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3201       0.679881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3201       0.679937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3200       0.679993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3200       0.680049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3199       0.680105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3198       0.680161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3198       0.680216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3197       0.680272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3197       0.680328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3196       0.680384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3196       0.680440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3195       0.680496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3194       0.680552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3194       0.680608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3193       0.680664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3100       0.680731       0.931384E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3071       0.680866       0.120756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3070       0.681019       0.119982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3070       0.681172       0.118283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3068       0.681323       0.118319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3068       0.681475       0.117001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3068       0.681625       0.116074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3067       0.681774       0.115574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3066       0.681923       0.114651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3065       0.682072       0.113923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3065       0.682219       0.112969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3064       0.682366       0.112253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3063       0.682513       0.111612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3063       0.682659       0.110572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3062       0.682804       0.109918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3061       0.682948       0.109097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3061       0.683092       0.108486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3060       0.683235       0.107482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3059       0.683377       0.106897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3059       0.683519       0.105947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3058       0.683661       0.105585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3058       0.683801       0.104333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3057       0.683941       0.103634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3056       0.684080       0.103089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3056       0.684219       0.102174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3055       0.684357       0.101539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3054       0.684495       0.100828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3053       0.684632       0.100398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.2926       0.684781       0.226042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3150       0.684994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3080       0.685058       0.691387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3051       0.685173       0.971602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3050       0.685307       0.964507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3050       0.685440       0.959225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3049       0.685573       0.947994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        98.9368       0.685844       0.896154E-002  0.368373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4289                 NaN  0.876593E-002  0.562347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4256                 NaN  0.875021E-002  0.565699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4208                 NaN  0.874613E-002  0.570414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4176                 NaN  0.873299E-002  0.573627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4133                 NaN  0.872488E-002  0.577996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4092                 NaN  0.870868E-002  0.582063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4047                 NaN  0.871394E-002  0.586556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4013                 NaN  0.868665E-002  0.589999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3971                 NaN  0.868093E-002  0.594189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3902                 NaN  0.871018E-002  0.601052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3906                 NaN  0.862659E-002  0.600756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3833                 NaN  0.866198E-002  0.608080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3812                 NaN  0.861594E-002  0.610198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3742                 NaN  0.864823E-002  0.617160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3714                 NaN  0.861501E-002  0.620035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3646                 NaN  0.864063E-002  0.626784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3645                 NaN  0.857573E-002  0.626907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3582                 NaN  0.859945E-002  0.633201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3543                 NaN  0.858399E-002  0.637134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3490                 NaN  0.859071E-002  0.642370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3726                 NaN  0.822835E-002  0.619186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3141                 NaN  0.892451E-002  0.677025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3405                 NaN  0.851449E-002  0.650942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3340                 NaN  0.854246E-002  0.657443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3307                 NaN  0.852740E-002  0.660770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3268                 NaN  0.852053E-002  0.664671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3242                 NaN  0.850533E-002  0.667286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3197                 NaN  0.850770E-002  0.671829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3178                 NaN  0.848392E-002  0.673708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3134                 NaN  0.848576E-002  0.678137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3113                 NaN  0.846909E-002  0.680232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3085                 NaN  0.846125E-002  0.683062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3062                 NaN  0.844469E-002  0.685379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3039                 NaN  0.843388E-002  0.687660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.1053                 NaN  0.725870E-002  0.343746                 NaN   1.54366                 NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.8440                 NaN  0.666803E-002  0.251199                 NaN   1.89816                 NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.8915                 NaN  0.645915E-002  0.244738                 NaN   1.85732                 NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.9167                 NaN  0.647800E-002  0.240017                 NaN   1.83684                 NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.9738                 NaN  0.600068E-002  0.232087                 NaN   1.78815                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0010                 NaN  0.587216E-002  0.226275                 NaN   1.76685                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9226                 NaN  0.581368E-002  0.233738                 NaN   1.83789                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.6176                 NaN  0.102110E-002  0.423905E-001            NaN  0.339035                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        96.6865                 NaN  0.910123E-002  0.368141                 NaN   2.93628                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        96.1951                 NaN  0.120971E-001  0.415879                 NaN   3.37692                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9965                 NaN  0.216000E-004  0.350613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3333                 NaN  0.424268E-002  0.176435                 NaN   1.48598                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2287                 NaN  0.438605E-002  0.187085                 NaN   1.57987                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2559                 NaN  0.423868E-002  0.181845                 NaN   1.55805                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2832                 NaN  0.410691E-002  0.176548                 NaN   1.53612                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3083                 NaN  0.389229E-002  0.171782                 NaN   1.51606                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3367                 NaN  0.372119E-002  0.166375                 NaN   1.49324                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3592                 NaN  0.353912E-002  0.161717                 NaN   1.47553                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3822                 NaN  0.341636E-002  0.156760                 NaN   1.45761                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4420                 NaN  0.116944E-002  0.531422E-001            NaN  0.503717                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        97.3980                 NaN  0.504944E-002  0.246346                 NaN   2.35061                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4481                 NaN  0.289623E-002  0.142613                 NaN   1.40644                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4748                 NaN  0.274577E-002  0.137845                 NaN   1.38456                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4914                 NaN  0.250021E-002  0.133577                 NaN   1.37248                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5114                 NaN  0.239499E-002  0.128969                 NaN   1.35719                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5311                 NaN  0.228346E-002  0.124634                 NaN   1.34202                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5494                 NaN  0.207751E-002  0.120194                 NaN   1.32829                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5665                 NaN  0.191203E-002  0.115983                 NaN   1.31563                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5799                 NaN  0.175303E-002  0.111515                 NaN   1.30686                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.5923                 NaN  0.151726E-002  0.106027                 NaN   1.30012                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6288                 NaN  0.145780E-002  0.104605                 NaN   1.26509                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6316                 NaN  0.128338E-002  0.994275E-001            NaN   1.26766                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6457                 NaN  0.114397E-002  0.954671E-001            NaN   1.25765                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6588                 NaN  0.993056E-003  0.914956E-001            NaN   1.24876                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6743                 NaN  0.775987E-003  0.875367E-001            NaN   1.23741                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.6851                 NaN  0.619505E-003  0.836915E-001            NaN   1.23059                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.6962                 NaN  0.424713E-003  0.796355E-001            NaN   1.22374                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7103                 NaN  0.235264E-003  0.760898E-001            NaN   1.21335                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7196                 NaN  0.776335E-004  0.720485E-001            NaN   1.20824                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7298                 NaN  0.334186E-003  0.689114E-001            NaN   1.20092                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7431                 NaN  0.528793E-003  0.660532E-001            NaN   1.19032                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.7487                 NaN            NaN  0.613227E-001            NaN   1.18994                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.7247                 NaN  0.458065E-002  0.694577E-001            NaN   1.20127                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8117                 NaN            NaN  0.526974E-001            NaN   1.13559                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.7596                 NaN            NaN  0.520044E-001            NaN   1.18836                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.7943                 NaN            NaN  0.478278E-001            NaN   1.15791                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.4188                 NaN  0.564133E-003  0.430342E-001            NaN            NaN   1.53759                 NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.1961                 NaN  0.115481E-001  0.471965E-002            NaN            NaN   1.78762                 NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.7347                 NaN  0.110171E-001  0.159941                 NaN            NaN   1.11959       0.974731                 NaN            NaN            NaN            NaN
  1538.85        2500.00        97.3663                 NaN  0.101402E-001  0.351957                 NaN            NaN   2.27163                 NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.4170                 NaN  0.966425E-002  0.333193                 NaN  0.182460E-001   2.22192                 NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.4407                 NaN  0.748001E-002  0.273998                 NaN  0.206003        2.07182                 NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.4893                 NaN  0.678685E-002  0.264922                 NaN  0.234990        2.00397                 NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.5509                 NaN  0.628827E-002  0.262527                 NaN  0.236918        1.94341                 NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.5970                 NaN  0.586733E-002  0.260635                 NaN  0.239209        1.89729                 NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.6473                 NaN  0.542898E-002  0.258288                 NaN  0.240120        1.84888                 NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.6938                 NaN  0.518087E-002  0.256658                 NaN  0.231265        1.81305                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.7449                 NaN  0.469452E-002  0.253908                 NaN  0.233589        1.76288                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.7903                 NaN  0.437867E-002  0.251804                 NaN  0.227756        1.72578                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8349                 NaN  0.402348E-002  0.250223                 NaN  0.225375        1.68551                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8736                 NaN  0.373429E-002  0.248632                 NaN  0.220465        1.65357                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9169                 NaN  0.340824E-002  0.246814                 NaN  0.216745        1.61611                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.9556                 NaN  0.316520E-002  0.244602                 NaN  0.208982        1.58766                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.9952                 NaN  0.293829E-002  0.243251                 NaN  0.201733        1.55684                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0308                 NaN  0.269441E-002  0.241562                 NaN  0.196394        1.52859                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0572                 NaN  0.235039E-002  0.239884                 NaN  0.197257        1.50330                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1100                 NaN  0.232691E-002  0.238704                 NaN  0.177882        1.47106                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1318                 NaN  0.213018E-002  0.236596                 NaN  0.174621        1.45484                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1660                 NaN  0.193880E-002  0.236568                 NaN  0.167677        1.42784                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1586                 NaN  0.147729E-002  0.220849                 NaN  0.199030        1.42002                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2661                 NaN  0.198088E-002  0.248194                 NaN  0.124868        1.35883                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2540                 NaN  0.145556E-002  0.232486                 NaN  0.148571        1.36349                 NaN            NaN            NaN            NaN            NaN
