|6.6.6
Archiving\03_Data\frac/QFM/GRV/GRV_1.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1962.41        2500.00        99.1692       0.830781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        99.1692       0.830778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        99.1692       0.830776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        99.1692       0.830774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.1692       0.830771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.1692       0.830769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.1692       0.830767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.1692       0.830764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.1692       0.830762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.1692       0.830759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.1692       0.830757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.1692       0.830754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.1692       0.830752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.1693       0.830749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.1693       0.830747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.1693       0.830744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.1693       0.830741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.1693       0.830739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.1693       0.830736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.1693       0.830733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.1693       0.830731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.1693       0.830728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.1693       0.830725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1693       0.830722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.1693       0.830720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.1693       0.830717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.1693       0.830714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1693       0.830711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.1693       0.830708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1693       0.830705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.1693       0.830702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.1693       0.830699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1693       0.830696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.1693       0.830693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.1693       0.830691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1693       0.830687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.1693       0.830684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.1693       0.830681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.1693       0.830678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1693       0.830675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1693       0.830672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1693       0.830668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.1693       0.830665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1693       0.830662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1693       0.830659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1693       0.830655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1693       0.830652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1694       0.830649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1694       0.830645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1694       0.830642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1553       0.830638       0.140949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1510       0.830751       0.182728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1509       0.830898       0.181573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1511       0.831045       0.178995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1509       0.831189       0.179037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1510       0.831334       0.177063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1510       0.831477       0.175673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1509       0.831618       0.174914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1509       0.831759       0.173528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1509       0.831899       0.172423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1509       0.832038       0.170979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1508       0.832176       0.169893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1508       0.832313       0.168928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1508       0.832449       0.167362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1508       0.832584       0.166384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1508       0.832718       0.165138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1507       0.832850       0.164201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1508       0.832982       0.162673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1507       0.833113       0.161789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1507       0.833243       0.160379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1506       0.833372       0.159779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1507       0.833501       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1507       0.833627       0.156858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1506       0.833753       0.156061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1507       0.833878       0.154659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1506       0.834002       0.153708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1506       0.834126       0.152648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.1506       0.834248       0.151972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.1314       0.834364       0.342030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.1653       0.834650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.1549       0.834645       0.104677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.1506       0.834727       0.147105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.1506       0.834845       0.146006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.1505       0.834962       0.145196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.1506       0.835078       0.143532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        98.7460       0.835205       0.135672E-001  0.405264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3667                 NaN  0.132974E-001  0.619991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3627                 NaN  0.132815E-001  0.624053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3569                 NaN  0.132879E-001  0.629772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3530                 NaN  0.132724E-001  0.633723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3477                 NaN  0.132685E-001  0.638984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3427                 NaN  0.132527E-001  0.644018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3374                 NaN  0.132685E-001  0.649322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3331                 NaN  0.132341E-001  0.653632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3280                 NaN  0.132349E-001  0.658758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3198                 NaN  0.132876E-001  0.666864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3197                 NaN  0.131707E-001  0.667153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3109                 NaN  0.132332E-001  0.675845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3082                 NaN  0.131708E-001  0.678669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2998                 NaN  0.132318E-001  0.686995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2961                 NaN  0.131880E-001  0.690759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2878                 NaN  0.132387E-001  0.698937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2873                 NaN  0.131469E-001  0.699521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2796                 NaN  0.131931E-001  0.707179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2747                 NaN  0.131788E-001  0.712107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2682                 NaN  0.131990E-001  0.718629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2942                 NaN  0.126498E-001  0.693191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2276                 NaN  0.137322E-001  0.758692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2568                 NaN  0.131110E-001  0.730103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2488                 NaN  0.131640E-001  0.738037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2443                 NaN  0.131518E-001  0.742526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2393                 NaN  0.131506E-001  0.747517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2358                 NaN  0.131368E-001  0.751111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2299                 NaN  0.131513E-001  0.756998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2271                 NaN  0.131243E-001  0.759734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2213                 NaN  0.131386E-001  0.765546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2183                 NaN  0.131225E-001  0.768586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2143                 NaN  0.131214E-001  0.772556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2109                 NaN  0.131072E-001  0.775961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2077                 NaN  0.131013E-001  0.779222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9023                 NaN  0.112669E-001  0.389331                 NaN   1.69711                 NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.6185                 NaN  0.103483E-001  0.284552                 NaN   2.08656                 NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.6703                 NaN  0.100269E-001  0.277353                 NaN   2.04234                 NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.6972                 NaN  0.100611E-001  0.272237                 NaN   2.02052                 NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.7603                 NaN  0.931824E-002  0.263264                 NaN   1.96714                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.7901                 NaN  0.912086E-002  0.256785                 NaN   1.94396                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.7026                 NaN  0.903107E-002  0.265469                 NaN   2.02285                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.5764                 NaN  0.158856E-002  0.482129E-001            NaN  0.373786                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        96.3400                 NaN  0.141227E-001  0.417738                 NaN   3.22819                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        95.7950                 NaN  0.187938E-001  0.472635                 NaN   3.71359                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9960                 NaN  0.336498E-004  0.399736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1549                 NaN  0.659873E-002  0.200866                 NaN   1.63768                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.0389                 NaN  0.682134E-002  0.213030                 NaN   1.74130                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.0686                 NaN  0.659394E-002  0.207191                 NaN   1.71766                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.0985                 NaN  0.639005E-002  0.201231                 NaN   1.69383                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.1257                 NaN  0.605752E-002  0.195927                 NaN   1.67228                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.1570                 NaN  0.579196E-002  0.189817                 NaN   1.64737                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.1816                 NaN  0.550972E-002  0.184625                 NaN   1.62830                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2068                 NaN  0.532001E-002  0.179042                 NaN   1.60883                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3805                 NaN  0.182396E-002  0.608094E-001            NaN  0.556847                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        97.1179                 NaN  0.785669E-002  0.281346                 NaN   2.59286                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.2788                 NaN  0.451231E-002  0.163143                 NaN   1.55351                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3083                 NaN  0.427848E-002  0.157757                 NaN   1.52963                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3264                 NaN  0.389681E-002  0.152991                 NaN   1.51675                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.3483                 NaN  0.373347E-002  0.147771                 NaN   1.50024                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.3699                 NaN  0.356022E-002  0.142874                 NaN   1.48368                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.3901                 NaN  0.323948E-002  0.137858                 NaN   1.46884                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.4088                 NaN  0.298197E-002  0.133091                 NaN   1.45517                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4236                 NaN  0.273417E-002  0.128009                 NaN   1.44563                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4375                 NaN  0.236632E-002  0.121797                 NaN   1.43832                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.4772                 NaN  0.227471E-002  0.120236                 NaN   1.40025                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.4803                 NaN  0.200292E-002  0.114323                 NaN   1.40337                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.4957                 NaN  0.178561E-002  0.109857                 NaN   1.39262                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5100                 NaN  0.155052E-002  0.105351                 NaN   1.38310                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.5271                 NaN  0.121179E-002  0.100847                 NaN   1.37087                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.5389                 NaN  0.967591E-003  0.964806E-001            NaN   1.36367                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.5512                 NaN  0.663352E-003  0.918396E-001            NaN   1.35633                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.5667                 NaN  0.367580E-003  0.878163E-001            NaN   1.34511                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.5770                 NaN  0.121316E-003  0.831993E-001            NaN   1.33964                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.5881                 NaN  0.522178E-003  0.796032E-001            NaN   1.33182                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.6026                 NaN  0.826455E-003  0.763431E-001            NaN   1.32023                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.6089                 NaN            NaN  0.709260E-001            NaN   1.32013                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.5796                 NaN  0.716134E-002  0.803770E-001            NaN   1.33284                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.6786                 NaN            NaN  0.610239E-001            NaN   1.26037                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.6207                 NaN            NaN  0.602231E-001            NaN   1.31911                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.6590                 NaN            NaN  0.554544E-001            NaN   1.28550                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.2518                 NaN  0.882081E-003  0.498952E-001            NaN            NaN   1.69741                 NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.0036                 NaN  0.180459E-001  0.547432E-002            NaN            NaN   1.97285                 NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.4914                 NaN  0.172040E-001  0.185596                 NaN            NaN   1.23052        1.07526                 NaN            NaN            NaN            NaN
  1538.85        2500.00        97.0797                 NaN  0.158259E-001  0.408701                 NaN            NaN   2.49581                 NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.1351                 NaN  0.150811E-001  0.387401                 NaN  0.202590E-001   2.44216                 NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.1633                 NaN  0.116702E-001  0.318943                 NaN  0.228855        2.27726                 NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.2164                 NaN  0.105872E-001  0.308770                 NaN  0.261202        2.20303                 NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.2833                 NaN  0.980800E-002  0.306386                 NaN  0.263504        2.13695                 NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.3333                 NaN  0.915048E-002  0.304586                 NaN  0.266220        2.08672                 NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.3880                 NaN  0.846536E-002  0.302248                 NaN  0.267402        2.03390                 NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.4382                 NaN  0.807849E-002  0.300746                 NaN  0.257721        1.99526                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.4941                 NaN  0.731614E-002  0.297858                 NaN  0.260433        1.94033                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.5431                 NaN  0.682473E-002  0.295822                 NaN  0.254142        1.90007                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.5914                 NaN  0.626915E-002  0.294377                 NaN  0.251636        1.85636                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.6330                 NaN  0.581788E-002  0.292973                 NaN  0.246335        1.82188                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.6800                 NaN  0.530848E-002  0.291215                 NaN  0.242339        1.78115                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.7218                 NaN  0.492886E-002  0.288954                 NaN  0.233817        1.75049                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.7646                 NaN  0.457477E-002  0.287805                 NaN  0.225882        1.71717                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.8028                 NaN  0.419391E-002  0.286196                 NaN  0.220063        1.68670                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.8312                 NaN  0.365726E-002  0.284610                 NaN  0.221187        1.65939                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.8883                 NaN  0.362083E-002  0.283701                 NaN  0.199639        1.62478                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9115                 NaN  0.331440E-002  0.281511                 NaN  0.196119        1.60753                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9480                 NaN  0.301550E-002  0.281986                 NaN  0.188480        1.57856                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9397                 NaN  0.229807E-002  0.263613                 NaN  0.223908        1.57049                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0558                 NaN  0.307937E-002  0.296714                 NaN  0.140593        1.50380                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0422                 NaN  0.226224E-002  0.278396                 NaN  0.167426        1.50975                 NaN            NaN            NaN            NaN            NaN
