|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1932.33        500.000        99.2776       0.722381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.2776       0.722435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.2775       0.722489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.2775       0.722543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.2774       0.722597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.2773       0.722656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.2773       0.722705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.2772       0.722759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.2772       0.722813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.2771       0.722867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.2771       0.722921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.2770       0.722975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.2770       0.723029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.2769       0.723083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.2769       0.723137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.2768       0.723191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.2768       0.723245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.2767       0.723299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.2766       0.723353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.2766       0.723407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.2765       0.723461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.2765       0.723515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.2764       0.723569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.2764       0.723623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.2763       0.723677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.2763       0.723731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.2762       0.723785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.2762       0.723839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.2761       0.723892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.2761       0.723946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.2760       0.724000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2759       0.724056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.2759       0.724108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2758       0.724162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.2758       0.724216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2757       0.724270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.2757       0.724323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.2756       0.724377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.2756       0.724431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2755       0.724485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.2755       0.724539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.2754       0.724593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.2754       0.724646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.2753       0.724700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.2752       0.724754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.2752       0.724807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.2751       0.724861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2751       0.724915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.2750       0.724969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.2750       0.725022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.2749       0.725076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2749       0.725129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.2748       0.725183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.2748       0.725237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.2747       0.725290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.2747       0.725346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.2746       0.725397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.2745       0.725451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.2745       0.725504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2744       0.725558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2744       0.725611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2743       0.725665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.2743       0.725718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2742       0.725771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.2742       0.725825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2741       0.725878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.2741       0.725931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.2740       0.725985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.2740       0.726038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2739       0.726092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2739       0.726145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2738       0.726195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2737       0.726251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2737       0.726304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2736       0.726357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2736       0.726410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2735       0.726464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2735       0.726517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2734       0.726570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2734       0.726623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2733       0.726676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2733       0.726729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2732       0.726782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2732       0.726835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2731       0.726888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2731       0.726940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2730       0.726993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2730       0.727046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2729       0.727099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2728       0.727150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2728       0.727204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2727       0.727257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2727       0.727309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2726       0.727362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2726       0.727415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2725       0.727467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2725       0.727520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2724       0.727572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2724       0.727624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2723       0.727677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2723       0.727729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2722       0.727781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2722       0.727834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2677       0.727892       0.436362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2632       0.727988       0.881716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2631       0.728116       0.873727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2631       0.728243       0.866374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2630       0.728369       0.858825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2630       0.728495       0.853024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2629       0.728621       0.845356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2629       0.728745       0.838946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2628       0.728869       0.831991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2628       0.728993       0.824973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2627       0.729116       0.818340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2626       0.729238       0.813004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2626       0.729359       0.804015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2580       0.729482       0.125090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2670       0.729633       0.339755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2625       0.729720       0.781354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2656       0.729838       0.452718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2591       0.729933       0.109725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2623       0.730074       0.764164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2622       0.730191       0.758113E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2622       0.730308       0.750928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2621       0.730423       0.746014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2621       0.730539       0.740152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2620       0.730653       0.731928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2620       0.730767       0.726878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2619       0.730880       0.719088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2619       0.730993       0.714541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2618       0.731105       0.708250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2618       0.731216       0.701520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.0358       0.731419       0.706315E-002            NaN  0.225735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4601                 NaN  0.721008E-002            NaN  0.532734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4257                 NaN  0.766251E-002            NaN  0.566665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.8464                 NaN  0.205330E-002            NaN  0.151592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.1218                 NaN  0.116626E-001            NaN  0.866562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4664                 NaN  0.707545E-002            NaN  0.526502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3463                 NaN  0.871928E-002            NaN  0.645029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5152                 NaN  0.666873E-002            NaN  0.478163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.5519                 NaN  0.562868E-002            NaN  0.442473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4764                 NaN  0.690067E-002            NaN  0.516690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4793                 NaN  0.686295E-002            NaN  0.513846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4807                 NaN  0.683001E-002            NaN  0.512464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4837                 NaN  0.677754E-002            NaN  0.509483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4864                 NaN  0.674308E-002            NaN  0.506884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4891                 NaN  0.670703E-002            NaN  0.504160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4919                 NaN  0.665692E-002            NaN  0.501445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4945                 NaN  0.661667E-002            NaN  0.498879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4970                 NaN  0.657737E-002            NaN  0.496417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4983                 NaN  0.656216E-002            NaN  0.495151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5060                 NaN  0.645226E-002            NaN  0.487572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.5059                 NaN  0.644839E-002            NaN  0.487642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5091                 NaN  0.640110E-002            NaN  0.484487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4001                 NaN  0.791856E-002            NaN  0.591957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.6273                 NaN  0.475563E-002            NaN  0.367918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5191                 NaN  0.625446E-002            NaN  0.474600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5224                 NaN  0.621820E-002            NaN  0.471418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5266                 NaN  0.616249E-002            NaN  0.467284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5292                 NaN  0.613475E-002            NaN  0.464699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5317                 NaN  0.609526E-002            NaN  0.462248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.2318                 NaN  0.100212E-001            NaN  0.758168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.8454                 NaN  0.198074E-002            NaN  0.152579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.6567                 NaN  0.444642E-002            NaN  0.338874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4327                 NaN  0.738195E-002            NaN  0.559882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5491                 NaN  0.585595E-002            NaN  0.445024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5530                 NaN  0.581107E-002            NaN  0.441210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.7260                 NaN  0.356506E-002            NaN  0.270455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.9122                 NaN  0.114169E-002            NaN  0.866733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9731                 NaN  0.132621E-001            NaN   1.01363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.6384                 NaN  0.470265E-002            NaN  0.356930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.5708                 NaN  0.556790E-002            NaN  0.423617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.5735                 NaN  0.553206E-002            NaN  0.420972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.5526                 NaN  0.470338E-002            NaN  0.390067       0.526480E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1725                 NaN            NaN            NaN  0.229110E-001  0.804569                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2231                 NaN            NaN            NaN  0.183504E-001  0.758564                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0757                 NaN            NaN            NaN  0.681174E-001  0.856214                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2670                 NaN            NaN            NaN  0.733456E-002  0.725704                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2061                 NaN            NaN            NaN            NaN  0.793895                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.4056                 NaN            NaN            NaN  0.649602E-001  0.529441                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0345                 NaN            NaN            NaN            NaN  0.965493                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2302                 NaN            NaN            NaN            NaN  0.769786                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2357                 NaN            NaN            NaN            NaN  0.764307                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2438                 NaN            NaN            NaN  0.422146E-002  0.752014                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2493                 NaN            NaN            NaN  0.290989E-005  0.750672                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.7876                 NaN            NaN            NaN  0.562710E-001   1.15617                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.7573                 NaN            NaN            NaN  0.282630E-004  0.242685                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2685                 NaN            NaN            NaN  0.105814E-004  0.731476                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2758                 NaN            NaN            NaN  0.184526E-004  0.724176                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2822                 NaN            NaN            NaN  0.108798E-004  0.717777                 NaN            NaN            NaN            NaN            NaN            NaN
