|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1854.64        500.000        99.3799                 NaN            NaN            NaN  0.620058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.5664                 NaN            NaN            NaN  0.433575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1974                 NaN            NaN            NaN  0.802644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3850                 NaN            NaN            NaN  0.614959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3864                 NaN            NaN            NaN  0.613642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3784                 NaN            NaN            NaN  0.621562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3978                 NaN            NaN            NaN  0.602156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3877                 NaN            NaN            NaN  0.612284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3862                 NaN            NaN            NaN  0.613760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4010                 NaN            NaN            NaN  0.598982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3937                 NaN            NaN            NaN  0.606308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3948                 NaN            NaN            NaN  0.605198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3965                 NaN            NaN            NaN  0.603506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3967                 NaN            NaN            NaN  0.603311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3965                 NaN            NaN            NaN  0.602095       0.140796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4019                 NaN            NaN            NaN  0.584334       0.137970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3673                 NaN            NaN            NaN  0.618126       0.145948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3859                 NaN            NaN            NaN  0.599948       0.141076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3852                 NaN            NaN            NaN  0.600667       0.141114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3854                 NaN            NaN            NaN  0.600534       0.141015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3851                 NaN            NaN            NaN  0.600841       0.140718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3844                 NaN            NaN            NaN  0.601535       0.140587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.0514                 NaN            NaN            NaN  0.926833       0.218151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.7191                 NaN            NaN            NaN  0.274896       0.603066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3815                 NaN            NaN            NaN  0.604473       0.140277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3800                 NaN            NaN            NaN  0.606153       0.138589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3890                 NaN            NaN            NaN  0.597133       0.138975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3814                 NaN            NaN            NaN  0.604702       0.139183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3757                 NaN            NaN            NaN  0.610243       0.140326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3847                 NaN            NaN            NaN  0.601621       0.137190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3802                 NaN            NaN            NaN  0.605979       0.137926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3788                 NaN            NaN            NaN  0.607430       0.137844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.9869                 NaN            NaN            NaN  0.131054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.7672                 NaN            NaN            NaN   1.20536       0.274802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3688                 NaN            NaN            NaN  0.617444       0.137243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3784                 NaN            NaN            NaN  0.607930       0.137004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3707                 NaN            NaN            NaN  0.615615       0.137008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3694                 NaN            NaN            NaN  0.616931       0.136676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3677                 NaN            NaN            NaN  0.618645       0.136383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3654                 NaN            NaN            NaN  0.620947       0.136253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3604                 NaN            NaN            NaN  0.625854       0.137079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3654                 NaN            NaN            NaN  0.621119       0.134820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3595                 NaN            NaN            NaN  0.626972       0.135693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3567                 NaN            NaN            NaN  0.629703       0.135574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3548                 NaN            NaN            NaN  0.631713       0.135352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3525                 NaN            NaN            NaN  0.633944       0.135297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3501                 NaN            NaN            NaN  0.636421       0.135112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3727                 NaN            NaN            NaN  0.614385       0.129603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.7850                 NaN            NaN            NaN  0.210627       0.441012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.8761                 NaN            NaN            NaN   1.10084       0.230256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3416                 NaN            NaN            NaN  0.645008       0.133775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3374                 NaN            NaN            NaN  0.649139       0.134147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3343                 NaN            NaN            NaN  0.652307       0.134101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3316                 NaN            NaN            NaN  0.654947       0.134035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3301                 NaN            NaN            NaN  0.656557       0.133454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3269                 NaN            NaN            NaN  0.659794       0.133475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3236                 NaN            NaN            NaN  0.663049       0.133304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3211                 NaN            NaN            NaN  0.665618       0.133212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3167                 NaN            NaN            NaN  0.670013       0.133280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3207                 NaN            NaN            NaN  0.666102       0.131963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3073                 NaN            NaN            NaN  0.679372       0.133706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3112                 NaN            NaN            NaN  0.675618       0.132317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3075                 NaN            NaN            NaN  0.679237       0.132251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3035                 NaN            NaN            NaN  0.683192       0.132778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3034                 NaN            NaN            NaN  0.683426       0.131585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3005                 NaN            NaN            NaN  0.686300       0.131802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2953                 NaN            NaN            NaN  0.691484       0.132176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2976                 NaN            NaN            NaN  0.689325       0.130935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2936                 NaN            NaN            NaN  0.693264       0.131286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2910                 NaN            NaN            NaN  0.695918       0.131198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2892                 NaN            NaN            NaN  0.697754       0.130901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2875                 NaN            NaN            NaN  0.699419       0.130623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2933                 NaN            NaN            NaN  0.693659       0.130410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2754                 NaN            NaN            NaN  0.711609       0.130385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1402                 NaN            NaN            NaN  0.846621       0.131998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4193                 NaN            NaN            NaN  0.567849       0.128709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2807                 NaN            NaN            NaN  0.706361       0.129560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2791                 NaN            NaN            NaN  0.707974       0.129417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2790                 NaN            NaN            NaN  0.708064       0.129056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2779                 NaN            NaN            NaN  0.709228       0.128796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2765                 NaN            NaN            NaN  0.710670       0.128666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2759                 NaN            NaN            NaN  0.711216       0.128619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2768                 NaN            NaN            NaN  0.710398       0.127764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2755                 NaN            NaN            NaN  0.711682       0.127802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2753                 NaN            NaN            NaN  0.711917       0.127547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2762                 NaN            NaN            NaN  0.711080       0.126942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        97.3094       0.108324       0.577985                 NaN   1.97104       0.332289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.6549                 NaN            NaN            NaN  0.339195       0.588265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2835                 NaN            NaN            NaN  0.703932       0.125397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2820                 NaN            NaN            NaN  0.705412       0.125540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9998                 NaN            NaN            NaN  0.304280E-004  0.161203E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.5720                 NaN            NaN            NaN   1.40322       0.247395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2871                 NaN            NaN            NaN  0.700468       0.123962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2881                 NaN            NaN            NaN  0.699492       0.123917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2917                 NaN            NaN            NaN  0.695968       0.123150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2926                 NaN            NaN            NaN  0.695120       0.122833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2926                 NaN            NaN            NaN  0.695100       0.122753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        96.5325                 NaN            NaN            NaN   3.40787       0.596538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.9994                 NaN            NaN            NaN            NaN  0.582249E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2840                 NaN            NaN            NaN  0.703942       0.120333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6412                 NaN            NaN            NaN  0.352576       0.626605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.0623                 NaN            NaN            NaN  0.921484       0.162646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3181                 NaN            NaN            NaN  0.670063       0.118451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3299                 NaN            NaN            NaN  0.658488       0.116311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3287                 NaN            NaN            NaN  0.659627       0.116825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.5001                 NaN            NaN            NaN  0.491810       0.813415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.1676                 NaN            NaN            NaN  0.817390       0.150282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3420                 NaN            NaN            NaN  0.646570       0.114636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3447                 NaN            NaN            NaN  0.643853       0.114281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3492                 NaN            NaN            NaN  0.639454       0.113721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3483                 NaN            NaN            NaN  0.640350       0.113980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3622                 NaN            NaN            NaN  0.626620       0.111587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3593                 NaN            NaN            NaN  0.629540       0.112046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3685                 NaN            NaN            NaN  0.620417       0.110732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3707                 NaN            NaN            NaN  0.618271       0.110452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3744                 NaN            NaN            NaN  0.614635       0.109680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3800                 NaN            NaN            NaN  0.609122       0.108888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3846                 NaN            NaN            NaN  0.604586       0.108367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3843                 NaN            NaN            NaN  0.604806       0.108539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3981                 NaN            NaN            NaN  0.591285       0.106047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3970                 NaN            NaN            NaN  0.592362       0.106366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4043                 NaN            NaN            NaN  0.585114       0.105562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4084                 NaN            NaN            NaN  0.581075       0.104813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4126                 NaN            NaN            NaN  0.577018       0.104012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4171                 NaN            NaN            NaN  0.572543       0.103460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4184                 NaN            NaN            NaN  0.571265       0.102992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4276                 NaN            NaN            NaN  0.562230       0.101720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
