|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1067.67        500.000                 NaN            NaN            NaN            NaN   3.40869                 NaN            NaN   7.16846                 NaN            NaN   7.24660       0.811374        41.2814        40.0835     
  1065.16        500.000                 NaN            NaN            NaN            NaN   3.42324                 NaN            NaN   7.14864                 NaN            NaN   7.24672       0.811979        41.2812        40.0883     
  1062.66        500.000                 NaN            NaN            NaN            NaN   3.43737                 NaN            NaN   7.12945                 NaN            NaN   7.24696       0.812550        41.2808        40.0929     
  1060.15        500.000                 NaN            NaN            NaN            NaN   3.45164                 NaN            NaN   7.11009                 NaN            NaN   7.24704       0.813139        41.2805        40.0975     
  1057.64        500.000                 NaN            NaN            NaN            NaN   3.46550                 NaN            NaN   7.09133                 NaN            NaN   7.24724       0.813694        41.2801        40.1021     
  1055.14        500.000                 NaN            NaN            NaN            NaN   3.47915                 NaN            NaN   7.07291                 NaN            NaN   7.24747       0.814233        41.2796        40.1066     
  1052.63        500.000                 NaN            NaN            NaN            NaN   3.49259                 NaN            NaN   7.05479                 NaN            NaN   7.24772       0.814757        41.2791        40.1111     
  1050.13        500.000                 NaN            NaN            NaN            NaN   3.50582                 NaN            NaN   7.03701                 NaN            NaN   7.24801       0.815265        41.2784        40.1155     
  1047.62        500.000                 NaN            NaN            NaN            NaN   3.51884                 NaN            NaN   7.01953                 NaN            NaN   7.24832       0.815758        41.2777        40.1199     
  1045.11        500.000                 NaN            NaN            NaN            NaN   3.53167                 NaN            NaN   7.00236                 NaN            NaN   7.24866       0.816235        41.2769        40.1242     
  1042.61        500.000                 NaN            NaN            NaN            NaN   3.54430                 NaN            NaN   6.98549                 NaN            NaN   7.24902       0.816698        41.2760        40.1284     
  1040.10        500.000                 NaN            NaN            NaN            NaN   3.55675                 NaN            NaN   6.96891                 NaN            NaN   7.24941       0.817146        41.2751        40.1327     
  1037.59        500.000                 NaN            NaN            NaN            NaN   3.56902                 NaN            NaN   6.95261                 NaN            NaN   7.24983       0.817579        41.2741        40.1369     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.58110                 NaN            NaN   6.93660                 NaN            NaN   7.25028       0.817998        41.2730        40.1410     
  1032.58        500.000                 NaN            NaN            NaN            NaN   3.59300                 NaN            NaN   6.92086                 NaN            NaN   7.25075       0.818404        41.2719        40.1451     
  1030.08        500.000                 NaN            NaN            NaN            NaN   3.60473                 NaN            NaN   6.90540                 NaN            NaN   7.25124       0.818795        41.2707        40.1492     
  1027.57        500.000                 NaN            NaN            NaN            NaN   3.61627                 NaN            NaN   6.89022                 NaN            NaN   7.25177       0.819172        41.2694        40.1532     
  1025.06        500.000                 NaN            NaN            NaN            NaN   3.62767                 NaN            NaN   6.87527                 NaN            NaN   7.25232       0.819536        41.2680        40.1572     
  1022.56        500.000                 NaN            NaN            NaN            NaN   3.63891                 NaN            NaN   6.86058                 NaN            NaN   7.25290       0.819887        41.2666        40.1611     
  1020.05        500.000                 NaN            NaN            NaN            NaN   3.64998                 NaN            NaN   6.84617                 NaN            NaN   7.25352       0.820219        41.2651        40.1650     
  1017.54        500.000                 NaN            NaN            NaN            NaN   3.66091                 NaN            NaN   6.83194                 NaN            NaN   7.25414       0.820548        41.2635        40.1689     
  1015.04        500.000                 NaN            NaN            NaN            NaN   3.67169                 NaN            NaN   6.81799                 NaN            NaN   7.25480       0.820859        41.2619        40.1728     
  1012.53        500.000                 NaN            NaN            NaN            NaN   3.68234                 NaN            NaN   6.80424                 NaN            NaN   7.25548       0.821157        41.2602        40.1766     
  1010.03        500.000                 NaN            NaN            NaN            NaN   3.69281                 NaN            NaN   6.79076                 NaN            NaN   7.25619       0.821444        41.2584        40.1804     
  1007.52        500.000                 NaN            NaN            NaN            NaN   3.64703                 NaN            NaN   6.85193                 NaN            NaN   7.25591       0.821350        41.2558        40.1679     
  1005.01        500.000                 NaN            NaN            NaN            NaN   3.65733                 NaN            NaN   6.83708                 NaN            NaN   7.25774       0.821955        41.2545        40.1714     
  1002.51        500.000                 NaN            NaN            NaN            NaN   3.97010                 NaN            NaN   6.04569       0.148186E-003            NaN   7.07298       0.914680        41.8232        40.1732     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.73197                 NaN            NaN   6.74171                 NaN            NaN   7.25931       0.822222        41.2496        40.1952     
