|6.6.6
Archiving\03_Data\frac/QFM_m1.25/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1418        2.97373                 NaN   9.22058        42.4710        1.02144        30.1714     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1418        2.97372                 NaN   9.22058        42.4710        1.02144        30.1714     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1418        2.97373                 NaN   9.22058        42.4710        1.02144        30.1714     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3539        2.85300                 NaN   9.30952        42.3144       0.986498        30.1827     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.66568        14.5509                 NaN   9.31724        42.3008       0.982458        30.1830     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.70917        14.5097                 NaN   9.32327        42.2925       0.981282        30.1840     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76340        14.4563                 NaN   9.32691        42.2879       0.980893        30.1846     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4291        2.79516                 NaN   9.33542        42.2755       0.978693        30.1861     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.82061        14.4069                 NaN   9.34136        42.2668       0.977104        30.1873     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3834        2.84738                 NaN   9.34960        42.2555       0.975635        30.1885     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3439        2.89004                 NaN   9.35571        42.2466       0.974107        30.1896     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.91902        14.3180                 NaN   9.36152        42.2381       0.972755        30.1906     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2929        2.94690                 NaN   9.36840        42.2285       0.971505        30.1918     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5673        3.57828                 NaN   9.26988        42.3718        1.01588        30.1969     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5673        3.57828                 NaN   9.26988        42.3718        1.01588        30.1969     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5673        3.57828                 NaN   9.26988        42.3718        1.01588        30.1969     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5022        3.64546                 NaN   9.27680        42.3629        1.01465        30.1981     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0838        4.04452                 NaN   9.27775        42.3713        1.02209        30.2006     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1415        3.99201                 NaN   9.28259        42.3588        1.02128        30.2039     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9135        3.37650                 NaN   9.46199        42.0864       0.950040        30.2116     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4338        3.76749                 NaN   9.37715        42.2258       0.988106        30.2077     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4188        3.78305                 NaN   9.37884        42.2236       0.987774        30.2080     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8134        3.48014                 NaN   9.47742        42.0654       0.947811        30.2158     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4428        3.76705                 NaN   9.38835        42.2041       0.985674        30.2120     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4291        3.78402                 NaN   9.39143        42.1978       0.984773        30.2129     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4180        3.79290                 NaN   9.39174        42.2000       0.984983        30.2125     
