|6.6.6
Archiving\03_Data\frac/QFM_m1.25/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1932.33        2500.00        99.0008                 NaN  0.967525       0.316637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.0008                 NaN  0.967524       0.316636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.0008                 NaN  0.967523       0.316636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.0008                 NaN  0.967521       0.316635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.0008                 NaN  0.967520       0.316635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.0008                 NaN  0.967518       0.316634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.0008                 NaN  0.967517       0.316634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.0008                 NaN  0.967515       0.316633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.0008                 NaN  0.967514       0.316633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.0008                 NaN  0.967512       0.316632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.0008                 NaN  0.967511       0.316632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.0008                 NaN  0.967509       0.316631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.0008                 NaN  0.967508       0.316631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.0008                 NaN  0.967506       0.316630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.0008                 NaN  0.967505       0.316630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.0008                 NaN  0.967503       0.316629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.0008                 NaN  0.967501       0.316629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.0008                 NaN  0.967500       0.316628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.0008                 NaN  0.967498       0.316628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.0008                 NaN  0.967496       0.316627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.0008                 NaN  0.967495       0.316627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.0008                 NaN  0.967493       0.316626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.0008                 NaN  0.967491       0.316625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.0008                 NaN  0.967490       0.316625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.0008                 NaN  0.967488       0.316624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.0009                 NaN  0.967486       0.316624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.0009                 NaN  0.967485       0.316623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.0009                 NaN  0.967483       0.316623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.0009                 NaN  0.967481       0.316622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.0009                 NaN  0.967479       0.316621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.0009                 NaN  0.967477       0.316621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.0009                 NaN  0.967477       0.316621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.0009                 NaN  0.967474       0.316620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.0009                 NaN  0.967472       0.316619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.0009                 NaN  0.967470       0.316618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.0009                 NaN  0.967468       0.316618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0009                 NaN  0.967466       0.316617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.0009                 NaN  0.967464       0.316617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.0009                 NaN  0.967462       0.316616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.0009                 NaN  0.967460       0.316615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0009                 NaN  0.967458       0.316615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.0009                 NaN  0.967456       0.316614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.0009                 NaN  0.967454       0.316613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.0009                 NaN  0.967452       0.316613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.0009                 NaN  0.967450       0.316612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.0009                 NaN  0.967448       0.316611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.0009                 NaN  0.967446       0.316611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.0009                 NaN  0.967444       0.316610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0009                 NaN  0.967442       0.316609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.0009                 NaN  0.967440       0.316609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.0009                 NaN  0.967438       0.316608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.0009                 NaN  0.967435       0.316607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.0009                 NaN  0.967433       0.316606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.0009                 NaN  0.967431       0.316606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.0009                 NaN  0.967429       0.316605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.0009                 NaN  0.967422       0.316603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.0009                 NaN  0.967424       0.316603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.0009                 NaN  0.967422       0.316603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.0009                 NaN  0.967420       0.316602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.0009                 NaN  0.967417       0.316601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0009                 NaN  0.967415       0.316600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.0009                 NaN  0.967413       0.316600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.0009                 NaN  0.967411       0.316599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.0009                 NaN  0.967408       0.316598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.0009                 NaN  0.967405       0.316597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.0009                 NaN  0.967403       0.316596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.0009                 NaN  0.967401       0.316596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.0009                 NaN  0.967398       0.316595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.0009                 NaN  0.967396       0.316594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0009                 NaN  0.967393       0.316593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.0010                 NaN  0.967390       0.316592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.0010                 NaN  0.967388       0.316592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.0010                 NaN  0.967385       0.316591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.0010                 NaN  0.967383       0.316590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.0010                 NaN  0.967380       0.316589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.0010                 NaN  0.967377       0.316588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0010                 NaN  0.967375       0.316587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0010                 NaN  0.967372       0.316586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.0010                 NaN  0.967369       0.316585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.0010                 NaN  0.967367       0.316585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0010                 NaN  0.967364       0.316584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0010                 NaN  0.967361       0.316583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.0010                 NaN  0.967358       0.316582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.0010                 NaN  0.967355       0.316581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.0010                 NaN  0.967346       0.316578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0010                 NaN  0.967350       0.316579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.0010                 NaN  0.967347       0.316578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.0010                 NaN  0.967344       0.316577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0010                 NaN  0.967341       0.316576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.0010                 NaN  0.967338       0.316575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.0010                 NaN  0.967335       0.316574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.0010                 NaN  0.967332       0.316573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.0010                 NaN  0.967329       0.316572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.0010                 NaN  0.967326       0.316571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.0010                 NaN  0.967323       0.316570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.0010                 NaN  0.967320       0.316569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.0010                 NaN  0.967316       0.316568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.0010                 NaN  0.967313       0.316567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.0010                 NaN  0.967310       0.316566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.0010                 NaN  0.967307       0.316565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.0010                 NaN  0.967304       0.316564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.9357                 NaN  0.967288       0.263655E-001  0.706942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9991                 NaN            NaN            NaN            NaN  0.915460E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9928                 NaN            NaN            NaN            NaN  0.717964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9869                 NaN            NaN            NaN            NaN  0.130959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9870                 NaN            NaN            NaN            NaN  0.130004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9871                 NaN            NaN            NaN            NaN  0.128985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9872                 NaN            NaN            NaN            NaN  0.127640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9873                 NaN            NaN            NaN            NaN  0.127195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9875                 NaN            NaN            NaN            NaN  0.125150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9875                 NaN            NaN            NaN            NaN  0.124579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9876                 NaN            NaN            NaN            NaN  0.123506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9877                 NaN            NaN            NaN            NaN  0.122596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9879                 NaN            NaN            NaN            NaN  0.121290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.9880                 NaN            NaN            NaN            NaN  0.120360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9881                 NaN            NaN            NaN            NaN  0.119245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9882                 NaN            NaN            NaN            NaN  0.118274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.9882                 NaN            NaN            NaN            NaN  0.117729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.9884                 NaN            NaN            NaN            NaN  0.115873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.9875                 NaN            NaN            NaN            NaN  0.125283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.9896                 NaN            NaN            NaN            NaN  0.104129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.9887                 NaN            NaN            NaN            NaN  0.113342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.9888                 NaN            NaN            NaN            NaN  0.112244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.9888                 NaN            NaN            NaN            NaN  0.111517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.5464                 NaN            NaN            NaN  0.442110       0.114463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3550                 NaN            NaN            NaN  0.633396       0.116184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3577                 NaN            NaN            NaN  0.630706       0.115698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        97.9950                 NaN            NaN            NaN   1.96885       0.361861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.9963                 NaN            NaN            NaN            NaN  0.366624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00       100.0000                 NaN            NaN            NaN  0.267763E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4638                 NaN            NaN            NaN  0.530202       0.598146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9809                 NaN            NaN            NaN  0.377843       0.160745E-002  0.639681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6475                 NaN            NaN            NaN  0.165326       0.118517E-002   1.18594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6653                 NaN            NaN            NaN  0.157961                 NaN   1.17671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6774                 NaN            NaN            NaN  0.154595                 NaN   1.16804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7022                 NaN            NaN            NaN  0.148607                 NaN   1.14922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7174                 NaN            NaN            NaN  0.146371                 NaN   1.13628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7362                 NaN            NaN            NaN  0.143470                 NaN   1.12032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7513                 NaN            NaN            NaN  0.140196                 NaN   1.10852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7664                 NaN            NaN            NaN  0.136919                 NaN   1.09663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7861                 NaN            NaN            NaN  0.135393                 NaN   1.07847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.6916                 NaN            NaN            NaN  0.144363                 NaN   1.16402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.5340                 NaN            NaN            NaN  0.496849E-001            NaN  0.416359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.2225                 NaN            NaN            NaN  0.193049                 NaN   1.58446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8457                 NaN            NaN            NaN  0.123414                 NaN   1.03088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.5859                 NaN            NaN            NaN  0.146479                 NaN   1.26758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1413                 NaN            NaN            NaN  0.987190E-001            NaN  0.760017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8854                 NaN            NaN            NaN  0.108235                 NaN   1.00634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8980                 NaN            NaN            NaN  0.112211                 NaN  0.989761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9106                 NaN            NaN            NaN  0.109549                 NaN  0.979850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9242                 NaN            NaN            NaN  0.937401E-001            NaN  0.982056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9330                 NaN            NaN            NaN  0.127083                 NaN  0.939924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9449                 NaN            NaN            NaN  0.975065E-001            NaN  0.957559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
