|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          20
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           trd            San(TH)        q              ilm           
  1230.58        500.000        96.3145                 NaN            NaN            NaN            NaN  0.181756                 NaN            NaN  0.301856       0.492228                 NaN            NaN  0.490649                 NaN            NaN   2.21902                 NaN            NaN
  1228.07        500.000        96.5331                 NaN            NaN            NaN            NaN  0.171971                 NaN            NaN  0.464567       0.273977                 NaN            NaN  0.459053                 NaN            NaN   2.09728                 NaN            NaN
  1225.56        500.000        96.7354                 NaN            NaN            NaN            NaN  0.162496                 NaN            NaN  0.439531       0.248730                 NaN            NaN  0.429712                 NaN            NaN   1.98410                 NaN            NaN
  1223.06        500.000        96.9198                 NaN            NaN            NaN            NaN  0.153209                 NaN            NaN  0.414748       0.228271                 NaN            NaN  0.402781                 NaN            NaN   1.88118                 NaN            NaN
  1220.55        500.000        97.0911                 NaN            NaN            NaN            NaN  0.144492                 NaN            NaN  0.391304       0.209867                 NaN            NaN  0.377711                 NaN            NaN   1.78556                 NaN            NaN
  1218.05        500.000        97.2469                 NaN            NaN            NaN            NaN  0.135812                 NaN            NaN  0.369217       0.195195                 NaN            NaN  0.354715                 NaN            NaN   1.69813                 NaN            NaN
  1215.54        500.000        97.3942                 NaN            NaN            NaN            NaN  0.128053                 NaN            NaN  0.348574       0.180384                 NaN            NaN  0.333039                 NaN            NaN   1.61572                 NaN            NaN
  1213.03        500.000        97.5311                 NaN            NaN            NaN            NaN  0.120574                 NaN            NaN  0.328883       0.167814                 NaN            NaN  0.312891                 NaN            NaN   1.53872                 NaN            NaN
  1210.53        500.000        97.6553                 NaN            NaN            NaN            NaN  0.113149                 NaN            NaN  0.158608       0.309826                 NaN            NaN  0.294539                 NaN            NaN   1.46859                 NaN            NaN
  1208.02        500.000        88.8442                 NaN            NaN            NaN            NaN  0.336878                 NaN            NaN  0.829366       0.115074                 NaN            NaN  0.975808                 NaN            NaN   4.87154        4.02718                 NaN
  1205.51        500.000        76.8281                 NaN            NaN            NaN            NaN  0.677610                 NaN            NaN   1.65136                 NaN            NaN            NaN   1.89258                 NaN            NaN   9.39335        9.55695                 NaN
  1203.01        500.000        77.9201                 NaN            NaN            NaN            NaN  0.631391                 NaN            NaN   1.46766                 NaN            NaN            NaN   1.78977                 NaN            NaN   8.98126        9.20982                 NaN
  1200.50        500.000        84.0906                 NaN            NaN            NaN            NaN  0.463593                 NaN            NaN   1.17107                 NaN            NaN            NaN   1.29048                 NaN            NaN   6.44254        6.54171                 NaN
  1197.99        500.000        82.7727                 NaN            NaN            NaN            NaN  0.295568       0.221824                 NaN   1.10400                 NaN            NaN            NaN   1.39116                 NaN            NaN   6.96709        7.24766                 NaN
  1195.49        500.000        68.5774                 NaN            NaN            NaN            NaN  0.921699                 NaN            NaN   2.03514                 NaN            NaN            NaN   2.53315                 NaN            NaN   12.7271        13.2056                 NaN
  1192.98        500.000        99.2140                 NaN            NaN            NaN            NaN  0.221951E-001            NaN            NaN  0.787211E-001            NaN            NaN            NaN  0.586132E-001            NaN            NaN  0.285270       0.341248                 NaN
  1190.48        500.000        98.1659                 NaN            NaN            NaN            NaN  0.482882E-001  0.536784E-002            NaN  0.108340                 NaN            NaN            NaN  0.142893                 NaN            NaN  0.746554       0.782668                 NaN
  1187.97        500.000        71.7675                 NaN            NaN            NaN            NaN  0.743524                 NaN            NaN   1.64862                 NaN            NaN            NaN   2.13592                 NaN            NaN   11.8750        11.8294                 NaN
  1185.46        500.000        15.0370                 NaN            NaN            NaN            NaN   2.06052                 NaN            NaN   4.04609                 NaN            NaN            NaN   5.98521                 NaN            NaN   37.0324        35.8388                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.31871                 NaN            NaN   4.70381                 NaN            NaN            NaN   6.90164                 NaN            NaN   43.7872        42.2887                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.31632                 NaN            NaN   4.70731                 NaN            NaN            NaN   6.90311                 NaN            NaN   43.7864        42.2868                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.31870                 NaN            NaN   4.69179                 NaN            NaN            NaN   6.91363                 NaN            NaN   43.7830        42.2929                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.31938                 NaN            NaN   4.68976                 NaN            NaN            NaN   6.91596                 NaN            NaN   43.7783        42.2966                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.33998                 NaN            NaN   4.64374                 NaN            NaN            NaN   6.91178                 NaN            NaN   43.7790        42.3255                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.34232                 NaN            NaN   4.63792                 NaN            NaN            NaN   6.91348                 NaN            NaN   43.7750        42.3313                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.34147                 NaN            NaN   4.63868                 NaN            NaN            NaN   6.91928                 NaN            NaN   43.7666        42.3340                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   2.32766                 NaN            NaN   4.66632                 NaN            NaN            NaN   6.92158                 NaN            NaN   43.7682        42.3163                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   2.34256                 NaN            NaN   4.63628                 NaN            NaN            NaN   6.92344                 NaN            NaN   43.7563        42.3414                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.34853                 NaN            NaN   4.62243                 NaN            NaN            NaN   6.91976                 NaN            NaN   43.7595        42.3498                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.32671                 NaN            NaN   4.68327                 NaN            NaN            NaN   6.92659                 NaN            NaN   43.7334        42.3300                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.34459                 NaN            NaN   4.63295                 NaN            NaN            NaN   6.93222                 NaN            NaN   43.7346        42.3557                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.34904                 NaN            NaN   4.63127                 NaN            NaN            NaN   6.92173                 NaN            NaN   43.7363        42.3617                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.35293                 NaN            NaN   4.60750                 NaN            NaN            NaN   6.93012                 NaN            NaN   43.7428        42.3667                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.34752                 NaN            NaN   4.63597                 NaN            NaN            NaN   6.92779                 NaN            NaN   43.7217        42.3670                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   1.39588       0.943798                 NaN   4.60407                 NaN            NaN            NaN   6.97515                 NaN            NaN   43.7209        42.3602                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   1.35351       0.988109                 NaN   4.60076                 NaN            NaN            NaN   6.97590                 NaN            NaN   43.7161        42.3657                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.34123                 NaN            NaN   4.63932                 NaN            NaN            NaN   6.94515                 NaN            NaN   43.7062        42.3681                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   2.34904                 NaN            NaN   4.62255                 NaN            NaN            NaN   6.95016                 NaN            NaN   43.6942        42.3840                 NaN
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.35288                 NaN            NaN   4.62298                 NaN            NaN            NaN   6.94516                 NaN            NaN   43.6859        42.3931                 NaN
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.35241                 NaN            NaN   4.62042                 NaN            NaN            NaN   6.94881                 NaN            NaN   43.6841        42.3943                 NaN
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.35203                 NaN            NaN   4.61331                 NaN            NaN            NaN   6.95728                 NaN            NaN   43.6811        42.3963                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.35291                 NaN            NaN   4.61108                 NaN            NaN            NaN   6.95891                 NaN            NaN   43.6767        42.4004                 NaN
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.35743                 NaN            NaN   4.60137                 NaN            NaN            NaN   6.96469                 NaN            NaN   43.6646        42.4119                 NaN
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.35552                 NaN            NaN   4.60964                 NaN            NaN            NaN   6.95962                 NaN            NaN   43.6654        42.4098                 NaN
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.35597                 NaN            NaN   4.60228                 NaN            NaN            NaN   6.96689                 NaN            NaN   43.6613        42.4136                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.35920                 NaN            NaN   4.59725                 NaN            NaN            NaN   6.96913                 NaN            NaN   43.6524        42.4221                 NaN
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.35006                 NaN            NaN   4.61354                 NaN            NaN            NaN   6.98125                 NaN            NaN   43.6394        42.4157                 NaN
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.34961                 NaN            NaN   4.61442                 NaN            NaN            NaN   6.98618                 NaN            NaN   43.6302        42.4195                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.36164                 NaN            NaN   4.58875                 NaN            NaN            NaN   6.98219                 NaN            NaN   43.6304        42.4370                 NaN
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.35015                 NaN            NaN   4.61272                 NaN            NaN            NaN   6.99344                 NaN            NaN   43.6160        42.4277                 NaN
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.35266                 NaN            NaN   4.60694                 NaN            NaN            NaN   6.99591                 NaN            NaN   43.6101        42.4344                 NaN
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.36541                 NaN            NaN   4.58087                 NaN            NaN            NaN   6.98990                 NaN            NaN   43.6118        42.4520                 NaN
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.35810                 NaN            NaN   4.59443                 NaN            NaN            NaN   7.00054                 NaN            NaN   43.5988        42.4481                 NaN
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.36018                 NaN            NaN   4.58939                 NaN            NaN            NaN   7.00244                 NaN            NaN   43.5943        42.4537                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.36963                 NaN            NaN   4.57056                 NaN            NaN            NaN   6.99580                 NaN            NaN   43.5976        42.4664                 NaN
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.37652                 NaN            NaN   4.55024                 NaN            NaN            NaN   6.99953                 NaN            NaN   43.5958        42.4779                 NaN
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.37877                 NaN            NaN   4.54445                 NaN            NaN            NaN   7.00197                 NaN            NaN   43.5908        42.4840                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.39360                 NaN            NaN   4.50364                 NaN            NaN            NaN   7.02402                 NaN            NaN   43.5660        42.5128                 NaN
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.38479                 NaN            NaN   4.52958                 NaN            NaN            NaN   7.00772                 NaN            NaN   43.5791        42.4988                 NaN
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.38672                 NaN            NaN   4.52462                 NaN            NaN            NaN   7.01036                 NaN            NaN   43.5737        42.5046                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.39713                 NaN            NaN   4.49883                 NaN            NaN            NaN   7.02943                 NaN            NaN   43.5471        42.5276                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.39090                 NaN            NaN   4.51378                 NaN            NaN            NaN   7.01545                 NaN            NaN   43.5635        42.5163                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.39189                 NaN            NaN   4.51148                 NaN            NaN            NaN   7.01873                 NaN            NaN   43.5566        42.5213                 NaN
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.38146                 NaN            NaN   4.54180                 NaN            NaN            NaN   7.02354                 NaN            NaN   43.5395        42.5137                 NaN
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.38155                 NaN            NaN   4.54208                 NaN            NaN            NaN   7.02770                 NaN            NaN   43.5304        42.5182                 NaN
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   2.37465                 NaN            NaN   4.49673                 NaN            NaN            NaN   7.02328                 NaN            NaN   43.5475        42.5358       0.221125E-001
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.38695                 NaN            NaN   4.51835                 NaN            NaN            NaN   7.04762                 NaN            NaN   43.5133        42.5338                 NaN
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.38033                 NaN            NaN   4.49088                 NaN            NaN            NaN   7.03011                 NaN            NaN   43.5334        42.5463       0.189097E-001
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   2.38357                 NaN            NaN   4.48914                 NaN            NaN            NaN   7.03377                 NaN            NaN   43.5258        42.5513       0.165082E-001
  1057.64        500.000                 NaN            NaN  0.153082E-005            NaN            NaN   2.40491                 NaN            NaN   4.48387                 NaN            NaN            NaN   7.05167                 NaN            NaN   43.4914        42.5682                 NaN
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.38873                 NaN            NaN   4.48314                 NaN            NaN            NaN   7.04068                 NaN            NaN   43.5116        42.5619       0.138706E-001
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   2.39150                 NaN            NaN   4.48081                 NaN            NaN            NaN   7.04429                 NaN            NaN   43.5042        42.5671       0.121405E-001
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.39165                 NaN            NaN   4.47947                 NaN            NaN            NaN   7.05976                 NaN            NaN   43.4725        42.5815       0.151337E-001
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.38156                 NaN            NaN   4.47774                 NaN            NaN            NaN   7.05104                 NaN            NaN   43.4886        42.5774       0.236147E-001
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.37593                 NaN            NaN   4.47452                 NaN            NaN            NaN   7.05372                 NaN            NaN   43.4829        42.5825       0.304239E-001
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.37166                 NaN            NaN   4.47477                 NaN            NaN            NaN   7.06831                 NaN            NaN   43.4534        42.5950       0.368687E-001
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.36155                 NaN            NaN   4.48683                 NaN            NaN            NaN   7.06065                 NaN            NaN   43.4629        42.5870       0.411327E-001
  1037.59        500.000                 NaN            NaN  0.202847E-001            NaN            NaN   2.34329                 NaN            NaN   4.46641                 NaN            NaN            NaN   7.06364                 NaN            NaN   43.4658        42.5880       0.525634E-001
  1035.09        500.000                 NaN            NaN  0.131542                 NaN            NaN   2.23768                 NaN            NaN   4.50584                 NaN            NaN            NaN   7.07977                 NaN            NaN   43.4482        42.5268       0.701554E-001
  1032.58        500.000                 NaN            NaN  0.326435                 NaN            NaN   2.08733                 NaN            NaN   4.48728                 NaN            NaN            NaN   7.09603                 NaN            NaN   43.4570        42.4485       0.973883E-001
  1030.08        500.000                 NaN            NaN   1.18364                 NaN            NaN   1.44300                 NaN            NaN   4.41255                 NaN            NaN            NaN   7.15728                 NaN            NaN   43.5198        42.0866       0.197053     
  1027.57        500.000                 NaN            NaN  0.222143E-001            NaN            NaN   2.31833                 NaN            NaN   4.46444                 NaN            NaN            NaN   7.08791                 NaN            NaN   43.4158        42.6121       0.791899E-001
  1025.06        500.000                 NaN            NaN   1.18832                 NaN            NaN   1.43100                 NaN            NaN   4.41858                 NaN            NaN            NaN   7.16409                 NaN            NaN   43.5017        42.0915       0.204806     
  1022.56        500.000                 NaN            NaN   1.90608                 NaN            NaN  0.891926                 NaN            NaN   4.37352                 NaN            NaN            NaN   7.21290                 NaN            NaN   43.5545        41.7796       0.281506     
  1020.05        500.000                 NaN            NaN   2.43365                 NaN            NaN  0.523237                 NaN            NaN   4.26492                 NaN            NaN            NaN   7.23836                 NaN            NaN   43.6267        41.5761       0.337121     
  1017.54        500.000                 NaN            NaN   3.10485                 NaN            NaN            NaN            NaN            NaN   4.29616                 NaN            NaN            NaN   7.29382                 NaN            NaN   43.6407        41.2616       0.402960     
  1015.04        500.000                 NaN            NaN   3.10363                 NaN            NaN            NaN            NaN            NaN   4.29958                 NaN            NaN            NaN   7.29535                 NaN            NaN   43.6351        41.2636       0.402728     
  1012.53        500.000                 NaN            NaN   3.11094                 NaN            NaN            NaN            NaN            NaN   4.28987                 NaN            NaN            NaN   7.29885                 NaN            NaN   43.6261        41.2713       0.402994     
  1010.03        500.000                 NaN            NaN   3.11353                 NaN            NaN            NaN            NaN            NaN   4.28636                 NaN            NaN            NaN   7.30041                 NaN            NaN   43.6215        41.2751       0.403100     
  1007.52        500.000                 NaN            NaN   3.11626                 NaN            NaN            NaN            NaN            NaN   4.28365                 NaN            NaN            NaN   7.30266                 NaN            NaN   43.6147        41.2796       0.403082     
  1005.01        500.000                 NaN            NaN   3.14218                 NaN            NaN            NaN            NaN            NaN   4.22507                 NaN            NaN            NaN   7.29510                 NaN            NaN   43.6438        41.2876       0.406253     
  1002.51        500.000                 NaN            NaN   3.12176                 NaN            NaN            NaN            NaN            NaN   4.27920                 NaN            NaN            NaN   7.30778                 NaN            NaN   43.5992        41.2892       0.402914     
  1000.00        500.000                 NaN            NaN   3.12437                 NaN            NaN            NaN            NaN            NaN   4.27676                 NaN            NaN            NaN   7.31008                 NaN            NaN   43.5923        41.2937       0.402884     
