|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1937.34        500.000        99.3245                 NaN  0.675510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.3244                 NaN  0.675565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.3244                 NaN  0.675622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.3243                 NaN  0.675680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.3243                 NaN  0.675738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3242                 NaN  0.675795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3241                 NaN  0.675853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3241                 NaN  0.675911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3240                 NaN  0.675968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3240                 NaN  0.676026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3239                 NaN  0.676084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3239                 NaN  0.676141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3238                 NaN  0.676199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3237                 NaN  0.676257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3237                 NaN  0.676315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3236                 NaN  0.676372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3236                 NaN  0.676430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3235                 NaN  0.676488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3235                 NaN  0.676546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3234                 NaN  0.676604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3233                 NaN  0.676661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3233                 NaN  0.676719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3232                 NaN  0.676777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3232                 NaN  0.676835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3231                 NaN  0.676893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3230                 NaN  0.676950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3230                 NaN  0.677008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3229                 NaN  0.677066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3229                 NaN  0.677124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3228                 NaN  0.677182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3228                 NaN  0.677240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3227                 NaN  0.677297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3226                 NaN  0.677356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3226                 NaN  0.677413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3225                 NaN  0.677471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3225                 NaN  0.677529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3224                 NaN  0.677587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3224                 NaN  0.677645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3223                 NaN  0.677702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3222                 NaN  0.677760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3222                 NaN  0.677818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3221                 NaN  0.677876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3221                 NaN  0.677934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3220                 NaN  0.677992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3220                 NaN  0.678050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3219                 NaN  0.678108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3218                 NaN  0.678166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3218                 NaN  0.678223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3215                 NaN  0.678282       0.256783E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3100                 NaN  0.678357       0.116225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3097                 NaN  0.678511       0.117469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3099                 NaN  0.678664       0.114741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3097                 NaN  0.678815       0.114857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3096                 NaN  0.678967       0.114172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3096                 NaN  0.679118       0.113169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3095                 NaN  0.679268       0.112350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3094                 NaN  0.679418       0.111477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3094                 NaN  0.679567       0.110834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3093                 NaN  0.679715       0.109955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3092                 NaN  0.679862       0.109341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3092                 NaN  0.680009       0.108154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3091                 NaN  0.680155       0.107551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3090                 NaN  0.680301       0.106810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3090                 NaN  0.680446       0.106038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3089                 NaN  0.680590       0.105283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3030                 NaN  0.680741       0.162089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3144                 NaN  0.680917       0.466291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3112                 NaN  0.681017       0.780118E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3063                 NaN  0.681145       0.125973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3085                 NaN  0.681302       0.102355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3086                 NaN  0.681443       0.998725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3173                 NaN  0.681577       0.113408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2996                 NaN  0.681661       0.187641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3083                 NaN  0.681860       0.985124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3083                 NaN  0.681998       0.974428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3081                 NaN  0.682136       0.972793E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3081                 NaN  0.682273       0.958564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        98.8634                 NaN  0.682587       0.915204E-002            NaN  0.444870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4154                 NaN            NaN  0.910177E-002            NaN  0.575453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4107                 NaN            NaN  0.910725E-002            NaN  0.580214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4098                 NaN            NaN  0.904106E-002            NaN  0.581168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4022                 NaN            NaN  0.908603E-002            NaN  0.588709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4001                 NaN            NaN  0.903280E-002            NaN  0.590833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3946                 NaN            NaN  0.904691E-002            NaN  0.596316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3938                 NaN            NaN  0.898722E-002            NaN  0.597221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3813                 NaN            NaN  0.909581E-002            NaN  0.609615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3822                 NaN            NaN  0.900693E-002            NaN  0.608772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3773                 NaN            NaN  0.899119E-002            NaN  0.613687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3722                 NaN            NaN  0.900230E-002            NaN  0.618834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3673                 NaN            NaN  0.899209E-002            NaN  0.623739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3631                 NaN            NaN  0.897674E-002            NaN  0.627887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3569                 NaN            NaN  0.900113E-002            NaN  0.634053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3542                 NaN            NaN  0.895954E-002            NaN  0.636807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3495                 NaN            NaN  0.894494E-002            NaN  0.641521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.8216                 NaN            NaN  0.160249E-001            NaN   1.16236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.8580                 NaN            NaN  0.184405E-002            NaN  0.140195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3676                 NaN            NaN  0.849059E-002            NaN  0.623947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2987                 NaN            NaN  0.936296E-002            NaN  0.691981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3262                 NaN            NaN  0.893266E-002            NaN  0.664863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3225                 NaN            NaN  0.891300E-002            NaN  0.668633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3298                 NaN            NaN  0.875760E-002            NaN  0.661426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.8974                 NaN            NaN  0.133809E-002            NaN  0.101307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.7166                 NaN            NaN  0.165724E-001            NaN   1.26683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3048                 NaN            NaN  0.890351E-002            NaN  0.686251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2967                 NaN            NaN  0.896034E-002            NaN  0.694307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3062                 NaN            NaN  0.877410E-002            NaN  0.685054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2953                 NaN            NaN  0.886089E-002            NaN  0.695874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2902                 NaN            NaN  0.888146E-002            NaN  0.700915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2867                 NaN            NaN  0.886717E-002            NaN  0.704468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2910                 NaN            NaN  0.878649E-002            NaN  0.700241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2833                 NaN            NaN  0.883225E-002            NaN  0.707860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2793                 NaN            NaN  0.884456E-002            NaN  0.711857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2811                 NaN            NaN  0.878744E-002            NaN  0.710152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2771                 NaN            NaN  0.880664E-002            NaN  0.714134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2746                 NaN            NaN  0.881443E-002            NaN  0.716618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.9618                 NaN            NaN  0.125253E-001            NaN   1.02564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5862                 NaN            NaN  0.500574E-002            NaN  0.408749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2706                 NaN            NaN  0.878072E-002            NaN  0.720636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2731                 NaN            NaN  0.872215E-002            NaN  0.718194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2703                 NaN            NaN  0.874419E-002            NaN  0.720959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2715                 NaN            NaN  0.871124E-002            NaN  0.719747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2692                 NaN            NaN  0.874029E-002            NaN  0.722035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2738                 NaN            NaN  0.866189E-002            NaN  0.717563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2713                 NaN            NaN  0.869260E-002            NaN  0.720034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1139                 NaN            NaN  0.108098E-001            NaN  0.875278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4306                 NaN            NaN  0.649303E-002            NaN  0.562863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0032                 NaN            NaN  0.762245E-002            NaN  0.562727       0.426462                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.0629                 NaN            NaN  0.408213E-002            NaN  0.317950E-001   1.90126                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.0924                 NaN            NaN  0.382231E-002            NaN  0.263147E-001   1.87745                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.1249                 NaN            NaN  0.357190E-002            NaN  0.213455E-001   1.85015                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.1558                 NaN            NaN  0.342887E-002            NaN  0.160897E-001   1.82471                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1839                 NaN            NaN  0.319562E-002            NaN  0.109690E-001   1.80193                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2186                 NaN            NaN  0.300891E-002            NaN  0.635246E-002   1.77207                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2452                 NaN            NaN  0.277831E-002            NaN  0.158338E-002   1.75046                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2678                 NaN            NaN  0.262424E-002            NaN            NaN   1.72959                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3112                 NaN            NaN  0.267488E-002            NaN  0.506593E-001   1.63544                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3296                 NaN            NaN  0.226590E-002            NaN            NaN   1.66817                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3477                 NaN            NaN  0.220007E-002            NaN  0.784876E-002   1.64221                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3874                 NaN            NaN  0.227560E-002            NaN  0.375652E-001   1.57275                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4028                 NaN            NaN  0.178679E-002            NaN            NaN   1.59543                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4227                 NaN            NaN  0.161771E-002            NaN            NaN   1.57564                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4484                 NaN            NaN  0.153841E-002            NaN            NaN   1.55002                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4674                 NaN            NaN  0.139390E-002            NaN            NaN   1.53116                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4904                 NaN            NaN  0.120498E-002            NaN            NaN   1.50842                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5118                 NaN            NaN  0.100533E-002            NaN            NaN   1.48724                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.2921                 NaN            NaN  0.398154E-003            NaN            NaN  0.707489                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        97.7746                 NaN            NaN  0.965958E-003            NaN            NaN   2.22442                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5809                 NaN            NaN  0.565933E-003            NaN            NaN   1.41852                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5863                 NaN            NaN  0.434839E-003            NaN            NaN   1.41331                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6031                 NaN            NaN  0.340582E-003            NaN            NaN   1.39658                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6179                 NaN            NaN  0.147590E-003            NaN            NaN   1.38200                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6375                 NaN            NaN  0.679263E-005            NaN            NaN   1.36248                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6514                 NaN            NaN  0.136628E-003            NaN  0.533761E-005   1.34843                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.6661                 NaN            NaN  0.365372E-003            NaN            NaN   1.33350                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.6834                 NaN            NaN            NaN            NaN            NaN   1.31662                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.6959                 NaN            NaN            NaN            NaN            NaN   1.30405                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7129                 NaN            NaN  0.171582E-002            NaN            NaN   1.28541                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7226                 NaN            NaN            NaN            NaN            NaN   1.27744                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7367                 NaN            NaN            NaN            NaN            NaN   1.26333                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7436                 NaN            NaN            NaN            NaN            NaN   1.25638                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.7598                 NaN            NaN  0.639626E-004            NaN            NaN   1.24012                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.7684                 NaN            NaN            NaN            NaN            NaN   1.23155                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.7763                 NaN            NaN            NaN            NaN            NaN   1.22369                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.7865                 NaN            NaN            NaN            NaN            NaN   1.21349                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.7947                 NaN            NaN            NaN            NaN            NaN   1.20527                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8031                 NaN            NaN            NaN            NaN            NaN   1.19692                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8092                 NaN            NaN            NaN            NaN            NaN   1.19084                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.4322                 NaN            NaN            NaN            NaN            NaN            NaN   1.56779                 NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.2040                 NaN            NaN  0.184079E-002            NaN            NaN            NaN   1.72331       0.708668E-001            NaN            NaN            NaN            NaN
  1513.78        500.000        97.3614                 NaN            NaN  0.110179E-001            NaN            NaN            NaN  0.786932        1.84062                 NaN            NaN            NaN            NaN
  1511.28        500.000        97.3780                 NaN            NaN  0.362281E-002            NaN            NaN  0.618320        2.00008                 NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.4307                 NaN            NaN  0.281696E-002            NaN            NaN  0.638111        1.92837                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.4979                 NaN            NaN  0.229774E-002            NaN            NaN  0.628890        1.87089                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.5537                 NaN            NaN  0.180198E-002            NaN            NaN  0.620111        1.82439                 NaN            NaN            NaN            NaN            NaN
