|6.6.6
Archiving\03_Data\DfracLP/QFM_m3/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1716.79        500.000        99.3558                 NaN  0.630114       0.140470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3320                 NaN  0.653650       0.143952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3365                 NaN  0.649210       0.142464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3334                 NaN  0.652366       0.142299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3299                 NaN  0.655894       0.142251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3233                 NaN  0.662412       0.142574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3238                 NaN  0.662065       0.141655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3173                 NaN  0.668436       0.142918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3496                 NaN  0.636906       0.135131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2747                 NaN  0.710320       0.149417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2209                 NaN  0.764700       0.143995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3885                 NaN  0.597498       0.140224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3025                 NaN  0.683369       0.141788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2974                 NaN  0.688365       0.142367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2888                 NaN  0.696863       0.143744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2982                 NaN  0.687822       0.140252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2885                 NaN  0.697287       0.141997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2856                 NaN  0.700168       0.142070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2827                 NaN  0.703079       0.142165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.9655                 NaN   1.01413       0.203982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.5916                 NaN  0.400425       0.800902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2779                 NaN  0.707917       0.141449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2723                 NaN  0.713489       0.142408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2732                 NaN  0.712650       0.141477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2695                 NaN  0.716295       0.141735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2690                 NaN  0.716828       0.141692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2673                 NaN  0.718587       0.141573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2662                 NaN  0.719678       0.141599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2405                 NaN  0.744862       0.146523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2867                 NaN  0.699572       0.137152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2662                 NaN  0.719744       0.140872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2634                 NaN  0.722524       0.141243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2290                 NaN  0.756246       0.147708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2969                 NaN  0.689608       0.134520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2658                 NaN  0.720122       0.140798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2656                 NaN  0.720349       0.140342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2555                 NaN  0.730432       0.140570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2355                 NaN  0.749462       0.149900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3113                 NaN  0.675621       0.130506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.6957                 NaN   1.27936       0.249753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.8463                 NaN  0.150880       0.278884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.6541                 NaN  0.339305       0.660252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.8872                 NaN   1.09146       0.213580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.6987                 NaN  0.358237                 NaN  0.943044                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2686                 NaN  0.112217                 NaN   1.61917                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2785                 NaN  0.109115                 NaN   1.61237                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3662                 NaN  0.107801                 NaN   1.52596                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3678                 NaN  0.100968                 NaN   1.53122                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.1920                 NaN  0.105715                 NaN   1.70231                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6171                 NaN  0.805682E-001            NaN   1.30235                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4468                 NaN  0.891085E-001            NaN   1.46411                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4737                 NaN  0.873800E-001            NaN   1.43889                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4975                 NaN  0.821999E-001            NaN   1.42032                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5242                 NaN  0.866833E-001            NaN   1.38911                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5469                 NaN  0.496809E-001            NaN   1.40342                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5734                 NaN  0.969190E-001            NaN   1.32972                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5942                 NaN  0.704582E-001            NaN   1.33531                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6149                 NaN  0.670416E-001            NaN   1.31802                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6377                 NaN  0.674692E-001            NaN   1.29485                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6585                 NaN  0.619925E-001            NaN   1.27952                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6784                 NaN  0.596812E-001            NaN   1.26189                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6988                 NaN  0.563203E-001            NaN   1.24484                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7154                 NaN  0.499410E-001            NaN   1.23465                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7352                 NaN  0.500267E-001            NaN   1.21473                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7525                 NaN  0.466967E-001            NaN   1.20081                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7696                 NaN  0.424893E-001            NaN   1.18786                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7775                 NaN  0.385190E-001            NaN   1.18395                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8076                 NaN  0.329392E-001            NaN   1.15945                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8111                 NaN  0.251037E-001            NaN   1.16377                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8329                 NaN  0.285264E-001            NaN   1.13862                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8464                 NaN  0.260648E-001            NaN   1.12751                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8652                 NaN  0.242311E-001            NaN   1.11053                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8757                 NaN  0.190077E-001            NaN   1.10529                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8928                 NaN  0.195448E-001            NaN   1.08762                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9047                 NaN  0.156956E-001            NaN   1.07957                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9190                 NaN  0.154898E-001            NaN   1.06548                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9303                 NaN  0.876846E-002            NaN   1.06095                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9432                 NaN  0.890945E-002            NaN   1.04790                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9553                 NaN  0.622091E-002            NaN   1.03843                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9694                 NaN  0.338847E-002            NaN   1.02726                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9725                 NaN  0.231810E-001            NaN   1.00437                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1888                 NaN  0.225364E-001            NaN  0.788659                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.8113                 NaN            NaN            NaN   1.18871                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0117                 NaN  0.417006E-002            NaN  0.984179                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0206                 NaN            NaN            NaN  0.979423                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0319                 NaN            NaN            NaN  0.968057                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0433                 NaN  0.154672E-001            NaN  0.941261                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0528                 NaN            NaN            NaN  0.947177                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0560                 NaN            NaN            NaN  0.943993                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0683                 NaN            NaN            NaN  0.931737                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9252                 NaN            NaN            NaN  0.143015       0.931772                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.8960                 NaN            NaN            NaN  0.695449E-001   1.03443                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.8989                 NaN            NaN            NaN  0.307493E-001   1.07032                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9015                 NaN            NaN            NaN            NaN   1.09849                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9011                 NaN            NaN            NaN            NaN   1.09886                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9082                 NaN            NaN            NaN            NaN   1.09179                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9083                 NaN            NaN            NaN            NaN   1.09170                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9098                 NaN            NaN            NaN            NaN   1.09022                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9049                 NaN            NaN            NaN            NaN   1.09510                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9029                 NaN            NaN            NaN            NaN   1.09712                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8942                 NaN            NaN            NaN            NaN   1.10583                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8854                 NaN            NaN            NaN            NaN   1.11456                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.8815                 NaN            NaN            NaN            NaN   1.11848                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.8537                 NaN            NaN            NaN            NaN   1.14626                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5485                 NaN            NaN            NaN            NaN  0.902643       0.548867                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.2297                 NaN            NaN            NaN            NaN   1.20230       0.567977                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2497                 NaN            NaN            NaN            NaN   1.18867       0.561609                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.2790                 NaN            NaN            NaN            NaN   1.17167       0.549285                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.3034                 NaN            NaN            NaN            NaN   1.15517       0.541478                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.3280                 NaN            NaN            NaN            NaN  0.532475        1.13952                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3522                 NaN            NaN            NaN            NaN   1.12373       0.524087                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3754                 NaN            NaN            NaN            NaN   1.10995       0.514610                 NaN            NaN            NaN            NaN
  1436.09        500.000        96.1785                 NaN            NaN            NaN            NaN   1.50241        1.42413       0.894918                 NaN            NaN            NaN
