|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1449.68        2500.00                 NaN            NaN   99.1979       0.218218E-001  0.111166E-001  0.284085       0.485106                 NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00                 NaN            NaN   99.2042       0.204752E-001  0.103856E-001  0.481262       0.283702                 NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00                 NaN            NaN   99.2089       0.168532E-001  0.979763E-002  0.287098       0.477391                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00                 NaN            NaN   99.2147       0.213988E-001  0.848428E-002  0.474456       0.280930                 NaN            NaN            NaN            NaN            NaN
  1443.90        2500.00                 NaN            NaN   98.7280       0.742678E-001  0.963678E-002  0.774564       0.413543                 NaN            NaN            NaN            NaN            NaN
  1442.45        2500.00                 NaN            NaN   99.8957       0.386333E-001  0.213460E-002  0.635426E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1441.00        2500.00                 NaN            NaN   99.0463       0.439187E-001  0.445979E-002  0.325464       0.579869                 NaN            NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN            NaN   99.2333                 NaN  0.406600E-002  0.301272       0.461406                 NaN            NaN            NaN            NaN            NaN
  1438.11        2500.00                 NaN            NaN   98.8229       0.280171E-001  0.611623E-002  0.429682       0.713240                 NaN            NaN            NaN            NaN            NaN
  1436.67        2500.00                 NaN            NaN   99.6553       0.109069E-001  0.181951E-002  0.123258       0.208703                 NaN            NaN            NaN            NaN            NaN
  1435.22        2500.00                 NaN            NaN   99.2455       0.232852E-001  0.264610E-002  0.456450       0.272161                 NaN            NaN            NaN            NaN            NaN
  1433.77        2500.00                 NaN            NaN   99.2541       0.134676E-001  0.372589E-001  0.232566       0.462570                 NaN            NaN            NaN            NaN            NaN
  1432.33        2500.00                 NaN            NaN   98.4522                 NaN  0.109575       0.532274       0.500700       0.405282                 NaN            NaN            NaN            NaN
  1430.88        2500.00                 NaN            NaN   98.2297                 NaN  0.188904       0.521043       0.533980       0.526374                 NaN            NaN            NaN            NaN
  1429.44        2500.00                 NaN            NaN   98.2616                 NaN  0.186713       0.510861       0.523804       0.517039                 NaN            NaN            NaN            NaN
  1427.99        2500.00                 NaN            NaN   98.2922                 NaN  0.185661       0.503186       0.510996       0.507996                 NaN            NaN            NaN            NaN
  1426.54        2500.00                 NaN            NaN   98.3082                 NaN  0.186878       0.502439       0.498119       0.504348                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN            NaN   98.3557                 NaN  0.182153       0.488124       0.485349       0.488724                 NaN            NaN            NaN            NaN
  1423.65        2500.00                 NaN            NaN   98.3740                 NaN  0.182650       0.479248       0.479823       0.484253                 NaN            NaN            NaN            NaN
  1422.21        2500.00                 NaN            NaN   98.4010                 NaN  0.181633       0.468457       0.472796       0.476119                 NaN            NaN            NaN            NaN
  1420.76        2500.00                 NaN            NaN   98.4262                 NaN  0.180800       0.459042       0.465466       0.468527                 NaN            NaN            NaN            NaN
  1419.32        2500.00                 NaN            NaN   98.4507                 NaN  0.179918       0.449429       0.458515       0.461419                 NaN            NaN            NaN            NaN
  1417.87        2500.00                 NaN            NaN   98.4744                 NaN  0.178465       0.451693       0.440667       0.454745                 NaN            NaN            NaN            NaN
  1416.42        2500.00                 NaN            NaN   98.4988                 NaN  0.178514       0.445168       0.430052       0.447456                 NaN            NaN            NaN            NaN
  1414.98        2500.00                 NaN            NaN   98.5224                 NaN  0.176671       0.438834       0.422015       0.440078                 NaN            NaN            NaN            NaN
  1413.53        2500.00                 NaN            NaN   98.5449                 NaN  0.176270       0.432004       0.413323       0.433536                 NaN            NaN            NaN            NaN
  1412.09        2500.00                 NaN            NaN   98.5660                 NaN  0.175268       0.405171       0.426251       0.427335                 NaN            NaN            NaN            NaN
  1410.64        2500.00                 NaN            NaN   98.5856                 NaN  0.175009       0.396613       0.421194       0.421577                 NaN            NaN            NaN            NaN
  1409.19        2500.00                 NaN            NaN   98.6074                 NaN  0.173499       0.414506       0.389710       0.414880                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN            NaN   98.6353                 NaN  0.172523       0.407353       0.377651       0.407125                 NaN            NaN            NaN            NaN
  1406.30        2500.00                 NaN            NaN   98.6383                 NaN  0.172621       0.405429       0.378092       0.405584                 NaN            NaN            NaN            NaN
  1404.86        2500.00                 NaN            NaN   98.6649                 NaN  0.171677       0.398301       0.367012       0.398083                 NaN            NaN            NaN            NaN
  1403.41        2500.00                 NaN            NaN   98.6842                 NaN  0.170768       0.360011       0.393005       0.391998                 NaN            NaN            NaN            NaN
  1401.96        2500.00                 NaN            NaN   98.7027                 NaN  0.169928       0.352840       0.387918       0.386662                 NaN            NaN            NaN            NaN
  1400.52        2500.00                 NaN            NaN   98.7200                 NaN  0.169408       0.346001       0.383202       0.381423                 NaN            NaN            NaN            NaN
  1399.07        2500.00                 NaN            NaN   98.7371                 NaN  0.168781       0.339449       0.378316       0.376308                 NaN            NaN            NaN            NaN
  1397.63        2500.00                 NaN            NaN   98.7542                 NaN  0.167979       0.373398       0.333315       0.371154                 NaN            NaN            NaN            NaN
  1396.18        2500.00                 NaN            NaN   98.7598                 NaN  0.170941       0.325515       0.374144       0.369613                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN   98.7988                 NaN  0.163390       0.359383       0.321449       0.356946                 NaN            NaN            NaN            NaN
  1393.29        2500.00                 NaN            NaN   98.8027                 NaN  0.165967       0.359700       0.314999       0.356629                 NaN            NaN            NaN            NaN
  1391.84        2500.00                 NaN            NaN   98.8171                 NaN  0.165688       0.309076       0.355717       0.352380                 NaN            NaN            NaN            NaN
  1390.40        2500.00                 NaN            NaN   98.8344                 NaN  0.164294       0.303212       0.351155       0.346910                 NaN            NaN            NaN            NaN
  1388.95        2500.00                 NaN            NaN   98.8475                 NaN  0.164005       0.346836       0.298458       0.343154                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN            NaN   98.8629                 NaN  0.163037       0.292514       0.343242       0.338351                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN            NaN   98.8764                 NaN  0.162438       0.339111       0.287715       0.334304                 NaN            NaN            NaN            NaN
  1384.61        2500.00                 NaN            NaN   98.8902                 NaN  0.162047       0.282284       0.335294       0.330181                 NaN            NaN            NaN            NaN
  1383.17        2500.00                 NaN            NaN   98.9029                 NaN  0.161302       0.331703       0.277843       0.326217                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN            NaN   99.6629                 NaN  0.104645       0.959424E-001  0.264307E-001  0.110100                 NaN            NaN            NaN            NaN
  1380.28        2500.00                 NaN            NaN   98.1840                 NaN  0.216020       0.515644       0.553962       0.530390                 NaN            NaN            NaN            NaN
  1378.83        2500.00                 NaN            NaN   98.9438                 NaN  0.159097       0.262987       0.320172       0.313900                 NaN            NaN            NaN            NaN
  1377.38        2500.00                 NaN            NaN   98.9554                 NaN  0.158514       0.259062       0.316667       0.310310                 NaN            NaN            NaN            NaN
  1375.94        2500.00                 NaN            NaN   98.9671                 NaN  0.157948       0.313960       0.254330       0.306657                 NaN            NaN            NaN            NaN
  1374.49        2500.00                 NaN            NaN   98.9786                 NaN  0.157536       0.249936       0.310579       0.303379                 NaN            NaN            NaN            NaN
  1373.05        2500.00                 NaN            NaN   98.9923                 NaN  0.155625       0.306339       0.246962       0.298751                 NaN            NaN            NaN            NaN
  1371.60        2500.00                 NaN            NaN   99.0021                 NaN  0.155809       0.303738       0.242378       0.295990                 NaN            NaN            NaN            NaN
  1370.15        2500.00                 NaN            NaN   99.0147                 NaN  0.154989       0.238377       0.299729       0.292209                 NaN            NaN            NaN            NaN
  1368.71        2500.00                 NaN            NaN   99.0256                 NaN  0.154390       0.297150       0.234165       0.288722                 NaN            NaN            NaN            NaN
  1367.26        2500.00                 NaN            NaN   99.0323                 NaN  0.155458       0.230529       0.294279       0.287390                 NaN            NaN            NaN            NaN
  1365.82        2500.00                 NaN            NaN   99.0498                 NaN  0.151136       0.227802       0.290678       0.280620                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN            NaN   99.0565                 NaN  0.152197       0.288415       0.223741       0.279165                 NaN            NaN            NaN            NaN
  1362.92        2500.00                 NaN            NaN   99.0670                 NaN  0.151412       0.285219       0.220520       0.275859                 NaN            NaN            NaN            NaN
  1361.48        2500.00                 NaN            NaN   99.0750                 NaN  0.153120       0.214039       0.284075       0.273717                 NaN            NaN            NaN            NaN
  1360.03        2500.00                 NaN            NaN   99.0871                 NaN  0.148077       0.278254       0.217298       0.269259                 NaN            NaN            NaN            NaN
  1358.59        2500.00                 NaN            NaN   99.0971                 NaN  0.148854       0.210647       0.277014       0.266388                 NaN            NaN            NaN            NaN
  1357.14        2500.00                 NaN            NaN   99.1056                 NaN  0.148493       0.207819       0.274226       0.263822                 NaN            NaN            NaN            NaN
  1355.70        2500.00                 NaN            NaN   99.1152                 NaN  0.147389       0.271609       0.205027       0.260771                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN            NaN   99.1241                 NaN  0.146856       0.202009       0.268962       0.258049                 NaN            NaN            NaN            NaN
  1352.80        2500.00                 NaN            NaN   99.1336                 NaN  0.145658       0.199821       0.265868       0.255037                 NaN            NaN            NaN            NaN
  1351.36        2500.00                 NaN            NaN   99.1420                 NaN  0.144963       0.263664       0.196993       0.252332                 NaN            NaN            NaN            NaN
  1349.91        2500.00                 NaN            NaN   99.1505                 NaN  0.144021       0.261253       0.194537       0.249651                 NaN            NaN            NaN            NaN
  1348.47        2500.00                 NaN            NaN   99.1591                 NaN  0.143437       0.191604       0.258855       0.247045                 NaN            NaN            NaN            NaN
  1347.02        2500.00                 NaN            NaN   99.1678                 NaN  0.141867       0.256060       0.190094       0.244135                 NaN            NaN            NaN            NaN
  1345.57        2500.00                 NaN            NaN   99.1759                 NaN  0.141239       0.253679       0.187555       0.241653                 NaN            NaN            NaN            NaN
  1344.13        2500.00                 NaN            NaN   99.1827                 NaN  0.141004       0.184970       0.251784       0.239504                 NaN            NaN            NaN            NaN
  1342.68        2500.00                 NaN            NaN   99.1919                 NaN  0.138818       0.248912       0.184028       0.236389                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN            NaN   99.1994                 NaN  0.138183       0.181550       0.246766       0.234083                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN            NaN   99.2072                 NaN  0.137395       0.179044       0.244725       0.231663                 NaN            NaN            NaN            NaN
  1338.34        2500.00                 NaN            NaN   99.2147                 NaN  0.136075       0.242209       0.177851       0.229152                 NaN            NaN            NaN            NaN
  1336.90        2500.00                 NaN            NaN   99.2219                 NaN  0.135181       0.175973       0.239957       0.226946                 NaN            NaN            NaN            NaN
  1335.45        2500.00                 NaN            NaN   99.2293                 NaN  0.133981       0.237882       0.174431       0.224431                 NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN            NaN   99.2352                 NaN  0.133461       0.236242       0.172345       0.222718                 NaN            NaN            NaN            NaN
  1332.56        2500.00                 NaN            NaN   99.2448                 NaN  0.131270       0.171504       0.233113       0.219348                 NaN            NaN            NaN            NaN
  1331.11        2500.00                 NaN            NaN   99.2495                 NaN  0.131997       0.168931       0.231190       0.218333                 NaN            NaN            NaN            NaN
  1329.67        2500.00                 NaN            NaN   99.2580                 NaN  0.128459       0.169728       0.228869       0.214968                 NaN            NaN            NaN            NaN
  1328.22        2500.00                 NaN            NaN   99.2631                 NaN  0.127927       0.167996       0.227576       0.213434                 NaN            NaN            NaN            NaN
  1326.78        2500.00                 NaN            NaN   99.2705                 NaN  0.126805       0.167037       0.224753       0.210927                 NaN            NaN            NaN            NaN
  1325.33        2500.00                 NaN            NaN   99.2765                 NaN  0.125776       0.223051       0.165582       0.209114                 NaN            NaN            NaN            NaN
  1323.88        2500.00                 NaN            NaN   99.2828                 NaN  0.124490       0.220996       0.164704       0.206974                 NaN            NaN            NaN            NaN
  1322.44        2500.00                 NaN            NaN   99.2887                 NaN  0.122996       0.164073       0.219249       0.204965                 NaN            NaN            NaN            NaN
  1320.99        2500.00                 NaN            NaN   99.2954                 NaN  0.122919       0.217730       0.160890       0.203084                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN            NaN   99.3015                 NaN  0.119846       0.214834       0.163174       0.200647                 NaN            NaN            NaN            NaN
  1318.10        2500.00                 NaN            NaN   99.3067                 NaN  0.119149       0.161952       0.213191       0.199054                 NaN            NaN            NaN            NaN
  1316.66        2500.00                 NaN            NaN   99.3127                 NaN  0.117407       0.211117       0.161820       0.196964                 NaN            NaN            NaN            NaN
  1315.21        2500.00                 NaN            NaN   99.3184                 NaN  0.116345       0.209370       0.160692       0.195191                 NaN            NaN            NaN            NaN
  1313.76        2500.00                 NaN            NaN   99.3233                 NaN  0.115238       0.207819       0.160114       0.193488                 NaN            NaN            NaN            NaN
  1312.32        2500.00                 NaN            NaN   98.7449                 NaN  0.219828       0.294565       0.380075       0.360654                 NaN            NaN            NaN            NaN
  1310.87        2500.00                 NaN            NaN   99.9296                 NaN  0.272574E-002  0.182232E-001  0.318860E-001  0.175401E-001            NaN            NaN            NaN            NaN
  1309.43        2500.00                 NaN            NaN   99.1059                 NaN  0.702256E-001  0.177762       0.392705       0.253443                 NaN            NaN            NaN            NaN
  1307.98        2500.00                 NaN            NaN   97.3353                 NaN  0.415596       0.478882                 NaN  0.393890        1.37632                 NaN            NaN            NaN
  1306.53        2500.00                 NaN            NaN   85.3377                 NaN   1.95515       0.135119        2.03712        1.89215        8.64273                 NaN            NaN            NaN
  1305.09        2500.00                 NaN            NaN   86.6655                 NaN   1.80598        1.89745       0.693225E-001   1.72958        7.83216                 NaN            NaN            NaN
  1303.64        2500.00                 NaN            NaN   87.8140                 NaN   1.67605       0.126026E-001   1.77884        1.58835        7.13013                 NaN            NaN            NaN
  1302.20        2500.00                 NaN            NaN   88.7884                 NaN   1.54948        1.66150                 NaN   1.46791        6.53266                 NaN            NaN            NaN
  1300.75        2500.00                 NaN            NaN   89.5819                 NaN   1.38618        1.51212       0.127192        1.36711        6.02547                 NaN            NaN            NaN
  1299.30        2500.00                 NaN            NaN   90.4103                 NaN   1.33552        1.45078                 NaN   1.26611        5.53734                 NaN            NaN            NaN
  1297.86        2500.00                 NaN            NaN   91.0568                 NaN   1.24608        1.36988                 NaN   1.18498        5.14231                 NaN            NaN            NaN
  1296.41        2500.00                 NaN            NaN   91.6521                 NaN   1.16744        1.29070                 NaN   1.11051        4.77923                 NaN            NaN            NaN
  1294.97        2500.00                 NaN            NaN   92.1841                 NaN   1.09624        1.22103                 NaN   1.04351        4.45515                 NaN            NaN            NaN
  1293.52        2500.00                 NaN            NaN   92.6602                 NaN   1.03234        1.15936                 NaN  0.983714        4.16435                 NaN            NaN            NaN
  1292.07        2500.00        1.71160                 NaN   79.1013                 NaN   1.17856        3.81297                 NaN   2.52120        11.6744                 NaN            NaN            NaN
  1290.63        2500.00        2.01839                 NaN   77.7322                 NaN   1.06666        4.08576                 NaN   2.64492        12.4520                 NaN            NaN            NaN
  1289.18        2500.00        1.77620                 NaN   80.5534                 NaN  0.925956        3.54152                 NaN   2.29850        10.9044                 NaN            NaN            NaN
  1287.74        2500.00        1.59322                 NaN   82.7102                 NaN  0.813649        3.12759                 NaN   2.03193        9.72341                 NaN            NaN            NaN
