|6.6.6
Archiving\03_Data\frac/QFM_m1/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1558.90        2500.00        99.0698                 NaN            NaN  0.972096E-001            NaN            NaN  0.832964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0819                 NaN            NaN  0.940287E-001            NaN            NaN  0.824022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0916                 NaN            NaN  0.921313E-001            NaN            NaN  0.816282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1035                 NaN            NaN  0.894713E-001            NaN            NaN  0.807021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1137                 NaN            NaN  0.860551E-001            NaN            NaN  0.800263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1258                 NaN            NaN  0.840364E-001            NaN            NaN  0.790126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1356                 NaN            NaN  0.806265E-001            NaN            NaN  0.783768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1458                 NaN            NaN  0.786962E-001            NaN            NaN  0.775487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1538                 NaN            NaN  0.740619E-001            NaN            NaN  0.772092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9293                 NaN            NaN  0.107253                 NaN            NaN  0.963485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.4179                 NaN            NaN  0.380152E-001            NaN            NaN  0.544117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1865                 NaN            NaN  0.694799E-001            NaN            NaN  0.744057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1947                 NaN            NaN  0.665750E-001            NaN            NaN  0.738748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2065                 NaN            NaN  0.651711E-001            NaN            NaN  0.728336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.2810                 NaN            NaN  0.261002                 NaN            NaN   2.45796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.6909                 NaN            NaN  0.538291E-001            NaN            NaN  0.255276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2448                 NaN            NaN  0.176997E-001            NaN            NaN  0.737506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2512                 NaN            NaN  0.185980E-001            NaN            NaN  0.730248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2606                 NaN            NaN  0.483283E-001            NaN            NaN  0.691107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2694                 NaN            NaN  0.467368E-001            NaN            NaN  0.683835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2742                 NaN            NaN  0.432804E-001            NaN            NaN  0.682483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2838                 NaN            NaN  0.419994E-001            NaN            NaN  0.674207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2874                 NaN            NaN  0.381589E-001            NaN            NaN  0.674434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2953                 NaN            NaN  0.373881E-001            NaN            NaN  0.667290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3014                 NaN            NaN  0.345973E-001            NaN            NaN  0.664026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3062                 NaN            NaN  0.314946E-001            NaN            NaN  0.662286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3114                 NaN            NaN  0.292238E-001            NaN            NaN  0.659337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.3158                 NaN            NaN  0.254235E-001            NaN            NaN  0.658789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.3220                 NaN            NaN  0.240965E-001            NaN            NaN  0.653855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2236                 NaN            NaN  0.375875E-001            NaN            NaN  0.146136       0.592664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1382                 NaN            NaN            NaN            NaN            NaN            NaN  0.861800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1343                 NaN            NaN            NaN            NaN            NaN            NaN  0.865661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1273                 NaN            NaN            NaN            NaN            NaN            NaN  0.872726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1184                 NaN            NaN            NaN            NaN            NaN            NaN  0.881640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1062                 NaN            NaN            NaN            NaN            NaN            NaN  0.893796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8677                 NaN            NaN            NaN            NaN            NaN            NaN  0.662573       0.469756                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6886                 NaN            NaN            NaN            NaN            NaN            NaN  0.853783       0.457637                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7065                 NaN            NaN            NaN            NaN            NaN            NaN  0.451715       0.841811                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7216                 NaN            NaN            NaN            NaN            NaN            NaN  0.446089       0.832330                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7393                 NaN            NaN            NaN            NaN            NaN            NaN  0.440200       0.820548                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7524                 NaN            NaN            NaN            NaN            NaN            NaN  0.433755       0.813865                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7682                 NaN            NaN  0.929070E-005            NaN            NaN            NaN  0.802511       0.429315                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7826                 NaN            NaN            NaN            NaN            NaN            NaN  0.792897       0.424530                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8004                 NaN            NaN  0.235345E-001            NaN            NaN            NaN  0.794289       0.381729                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8200                 NaN            NaN  0.466889E-001            NaN            NaN            NaN  0.339445       0.793853                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8325                 NaN            NaN  0.439671E-001            NaN            NaN            NaN  0.785044       0.338457                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8445                 NaN            NaN  0.416503E-001            NaN            NaN            NaN  0.775908       0.337902                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8558                 NaN            NaN  0.392482E-001            NaN            NaN            NaN  0.337306       0.767607                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8682                 NaN            NaN  0.367911E-001            NaN            NaN            NaN  0.759102       0.335950                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8776                 NaN            NaN  0.350166E-001            NaN            NaN            NaN  0.754041       0.333303                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8893                 NaN            NaN  0.316026E-001            NaN            NaN            NaN  0.743313       0.335770                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8830                 NaN            NaN  0.343896E-001            NaN            NaN            NaN  0.740479       0.334185                 NaN  0.799074E-002            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.2734                 NaN            NaN  0.321518                 NaN            NaN            NaN  0.830128       0.645490                 NaN  0.929417                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2560                 NaN            NaN  0.337499                 NaN            NaN            NaN  0.817266       0.631254                 NaN  0.957985                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.3316                 NaN            NaN  0.334727                 NaN            NaN            NaN  0.798235       0.602810                 NaN  0.932605                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.2229                 NaN            NaN  0.486572                 NaN            NaN            NaN   1.15797       0.809984                 NaN   1.32253                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6811                 NaN            NaN  0.173301                 NaN            NaN            NaN  0.401187       0.284384                 NaN  0.459988                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.5475                 NaN            NaN  0.328240                 NaN            NaN            NaN  0.745515       0.518114                 NaN  0.860630                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.6182                 NaN            NaN  0.322858                 NaN            NaN            NaN  0.723535       0.499623                 NaN  0.835748                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6777                 NaN            NaN  0.322636                 NaN            NaN            NaN  0.473404       0.709998                 NaN  0.816310                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.8627                 NaN            NaN  0.304331                 NaN            NaN            NaN  0.663464       0.418284                 NaN  0.751242                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.6545                 NaN            NaN  0.337458                 NaN            NaN            NaN  0.461074       0.722517                 NaN  0.824499                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8520                 NaN            NaN  0.315450                 NaN            NaN            NaN  0.409437       0.665987                 NaN  0.757114                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9044                 NaN            NaN  0.314199                 NaN            NaN            NaN  0.390211       0.651608                 NaN  0.739592                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9554                 NaN            NaN  0.311563                 NaN            NaN            NaN  0.639858       0.371409                 NaN  0.721805                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9990                 NaN            NaN  0.311685                 NaN            NaN            NaN  0.350437       0.631550                 NaN  0.707329                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0566                 NaN            NaN  0.305888                 NaN            NaN            NaN  0.337503       0.613074                 NaN  0.686924                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0974                 NaN            NaN  0.305561                 NaN            NaN            NaN  0.319924       0.603750                 NaN  0.673366                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1413                 NaN            NaN  0.303360                 NaN            NaN            NaN  0.592700       0.304423                 NaN  0.658214                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1829                 NaN            NaN  0.301396                 NaN            NaN            NaN  0.581943       0.290015                 NaN  0.643731                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2237                 NaN            NaN  0.299557                 NaN            NaN            NaN  0.274654       0.572381                 NaN  0.629733                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2634                 NaN            NaN  0.296539                 NaN            NaN            NaN  0.561687       0.262769                 NaN  0.615581                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3013                 NaN            NaN  0.294601                 NaN            NaN            NaN  0.249561       0.552040                 NaN  0.602543                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3389                 NaN            NaN  0.292409                 NaN            NaN            NaN  0.542184       0.236791                 NaN  0.589710                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3756                 NaN            NaN  0.289083                 NaN            NaN            NaN  0.532841       0.226154                 NaN  0.576366                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4087                 NaN            NaN  0.286940                 NaN            NaN            NaN  0.524601       0.215004                 NaN  0.564753                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4425                 NaN            NaN  0.284131                 NaN            NaN            NaN  0.516032       0.204575                 NaN  0.552735                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4739                 NaN            NaN  0.281438                 NaN            NaN            NaN  0.507548       0.195643                 NaN  0.541471                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5047                 NaN            NaN  0.278379                 NaN            NaN            NaN  0.499394       0.187090                 NaN  0.530414                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5378                 NaN            NaN  0.275748                 NaN            NaN            NaN  0.176853       0.490738                 NaN  0.518908                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5647                 NaN            NaN  0.271866                 NaN            NaN            NaN  0.171172       0.483578                 NaN  0.508678                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5938                 NaN            NaN  0.268941                 NaN            NaN            NaN  0.475369       0.163605                 NaN  0.498296                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6202                 NaN            NaN  0.265125                 NaN            NaN            NaN  0.468460       0.157733                 NaN  0.488507                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6474                 NaN            NaN  0.260916                 NaN            NaN            NaN  0.460484       0.152904                 NaN  0.478326                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6736                 NaN            NaN  0.259563                 NaN            NaN            NaN  0.454444       0.143186                 NaN  0.469248                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6991                 NaN            NaN  0.252944                 NaN            NaN            NaN  0.444766       0.144017                 NaN  0.459182                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7221                 NaN            NaN  0.249668                 NaN            NaN            NaN  0.438947       0.138733                 NaN  0.450574                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7462                 NaN            NaN  0.245649                 NaN            NaN            NaN  0.432181       0.134379                 NaN  0.441573                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7684                 NaN            NaN  0.240800                 NaN            NaN            NaN  0.132767       0.424972                 NaN  0.433025                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7909                 NaN            NaN  0.236383                 NaN            NaN            NaN  0.418159       0.130109                 NaN  0.424466                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8125                 NaN            NaN  0.231716                 NaN            NaN            NaN  0.128199       0.411414                 NaN  0.416148                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8334                 NaN            NaN  0.226939                 NaN            NaN            NaN  0.127353       0.404132                 NaN  0.408130                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8535                 NaN            NaN  0.222262                 NaN            NaN            NaN  0.126383       0.397489                 NaN  0.400371                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8735                 NaN            NaN  0.216657                 NaN            NaN            NaN  0.127024       0.390309                 NaN  0.392464                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.8924                 NaN            NaN  0.211553                 NaN            NaN            NaN  0.383412       0.127556                 NaN  0.385068                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9110                 NaN            NaN  0.206169                 NaN            NaN            NaN  0.128089       0.377016                 NaN  0.377711                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.9285                 NaN            NaN  0.200570                 NaN            NaN            NaN  0.370376       0.129817                 NaN  0.370698                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.9466                 NaN            NaN  0.195454                 NaN            NaN            NaN  0.363649       0.130669                 NaN  0.363603                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.9631                 NaN            NaN  0.189544                 NaN            NaN            NaN  0.356874       0.133573                 NaN  0.356865                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.9777                 NaN            NaN  0.184495                 NaN            NaN            NaN  0.135660       0.351032                 NaN  0.351113                 NaN            NaN            NaN            NaN
  1303.26        2500.00        80.2141                 NaN            NaN   1.54466                 NaN            NaN            NaN   2.45489       0.798856                 NaN   2.73144        12.2560                 NaN            NaN            NaN
  1300.75        2500.00        79.5727                 NaN            NaN   1.57226                 NaN            NaN            NaN  0.802040        2.58730                 NaN   2.81501        12.6507                 NaN            NaN            NaN
  1298.25        2500.00        81.6976                 NaN            NaN   1.41262                 NaN            NaN            NaN   2.41459       0.676381                 NaN   2.54606        11.2528                 NaN            NaN            NaN
  1295.74        2500.00        83.4751                 NaN            NaN   1.26940                 NaN            NaN            NaN  0.592542        2.26520                 NaN   2.31940        10.0783                 NaN            NaN            NaN
  1293.23        2500.00        84.8570                 NaN            NaN   1.15624                 NaN            NaN            NaN   2.15615       0.522291                 NaN   2.14366        9.16464                 NaN            NaN            NaN
  1290.73        2500.00        70.4060                 NaN            NaN  0.934243                 NaN   1.14535                 NaN   4.87777       0.870355                 NaN   3.99672        17.7696                 NaN            NaN            NaN
  1288.22        2500.00        71.8305                 NaN            NaN  0.594989                 NaN   1.20362                 NaN   4.51628        1.26844                 NaN   3.79681        16.7894                 NaN            NaN            NaN
  1285.71        2500.00        76.3326                 NaN            NaN  0.390898                 NaN  0.977704                 NaN   3.55976        1.51813                 NaN   3.20566        14.0152                 NaN            NaN            NaN
  1283.21        2500.00        79.4764                 NaN            NaN  0.521495E-001            NaN  0.822514                 NaN   2.47705        2.32006                 NaN   2.78441        12.0674                 NaN            NaN            NaN
  1280.70        2500.00        81.2252                 NaN            NaN  0.380546                 NaN  0.729491                 NaN   3.26941       0.779134                 NaN   2.56242        11.0538                 NaN            NaN            NaN
  1278.20        2500.00        82.6204                 NaN            NaN            NaN            NaN  0.652223                 NaN   2.46486        1.73750                 NaN   2.36509        10.1599                 NaN            NaN            NaN
  1275.69        2500.00        84.4984                 NaN            NaN  0.213867E-002            NaN  0.545249                 NaN   1.19202        2.62213                 NaN   2.12253        9.01753                 NaN            NaN            NaN
  1273.18        2500.00        84.9349                 NaN            NaN            NaN            NaN  0.505106                 NaN  0.923848        2.80583                 NaN   2.06344        8.76683                 NaN            NaN            NaN
  1270.68        2500.00        85.5814                 NaN            NaN  0.242784                 NaN  0.481316                 NaN   1.27966        1.92498                 NaN   1.98078        8.50908                 NaN            NaN            NaN
  1268.17        2500.00        85.2714                 NaN            NaN  0.873885E-001            NaN  0.431120                 NaN   2.38042       0.862157                 NaN   2.05399        8.91348                 NaN            NaN            NaN
  1265.66        2500.00        87.0622                 NaN            NaN            NaN            NaN  0.341338                 NaN   2.07794        1.41119                 NaN   1.72441        7.38287                 NaN            NaN            NaN
  1263.16        2500.00        86.5049                 NaN            NaN            NaN            NaN  0.527193                 NaN   1.40927        1.37952                 NaN   1.85703        8.32213                 NaN            NaN            NaN
  1260.65        2500.00        90.3435                 NaN            NaN            NaN            NaN  0.104253                 NaN   1.53354        1.57413                 NaN   1.24627        5.19827                 NaN            NaN            NaN
  1258.15        2500.00        89.5154                 NaN            NaN            NaN            NaN  0.496024E-001            NaN   2.66729       0.197027E-001            NaN   1.40950        6.20172       0.136792                 NaN            NaN
  1255.64        2500.00        89.1713                 NaN            NaN            NaN            NaN            NaN            NaN   2.24020                 NaN            NaN   1.46102        6.90910       0.218333                 NaN            NaN
  1253.13        2500.00        90.4355                 NaN            NaN            NaN            NaN            NaN            NaN   2.30397                 NaN            NaN   1.18547        5.91868       0.156423                 NaN            NaN
  1250.63        2500.00        92.6155                 NaN            NaN            NaN            NaN            NaN            NaN  0.722811E-001   2.72272                 NaN   1.04580        3.46125       0.824581E-001            NaN            NaN
  1248.12        2500.00        92.0856                 NaN            NaN            NaN            NaN            NaN            NaN   2.14831                 NaN            NaN   1.05651        4.58340       0.126183                 NaN            NaN
  1245.61        2500.00        92.8581                 NaN            NaN            NaN            NaN            NaN            NaN  0.801537       0.675150                 NaN  0.924066        4.61195       0.129232                 NaN            NaN
  1243.11        2500.00        93.2014                 NaN            NaN            NaN            NaN            NaN            NaN   2.36279                 NaN            NaN  0.958042        3.40203       0.757625E-001            NaN            NaN
  1240.60        2500.00        70.0852                 NaN            NaN   2.29025                 NaN            NaN            NaN            NaN            NaN            NaN   2.92055        19.5503       0.567210        4.58648                 NaN
  1238.10        2500.00        93.8800                 NaN            NaN            NaN            NaN            NaN            NaN  0.530219        4.16797                 NaN   1.41055                 NaN  0.112198E-001            NaN            NaN
  1235.59        2500.00        87.4095                 NaN            NaN  0.793535E-001  0.238798                 NaN            NaN  0.115996E-005            NaN            NaN  0.523020        7.87843       0.177168        3.69372                 NaN
  1233.08        2500.00        75.6661                 NaN            NaN   1.58715                 NaN            NaN            NaN            NaN            NaN            NaN   2.35196        12.1661       0.224247        8.00443                 NaN
  1230.58        2500.00        93.6950                 NaN            NaN            NaN            NaN            NaN            NaN  0.461959        4.26485                 NaN   1.57524                 NaN  0.294830E-002            NaN            NaN
  1228.07        2500.00        56.7168                 NaN            NaN   2.06988                 NaN            NaN            NaN            NaN            NaN            NaN   3.75954        22.7211       0.453004        14.2797                 NaN
  1225.56        2500.00        81.4080                 NaN            NaN            NaN            NaN            NaN            NaN   7.16022                 NaN            NaN   1.80889        6.39859       0.115887        3.10841                 NaN
  1223.06        2500.00                 NaN            NaN            NaN   3.02300                 NaN            NaN            NaN   7.43077                 NaN            NaN   8.34771        47.2942       0.853957        33.0503                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.61564        3.06247                 NaN   8.43759        46.4239       0.663365        31.7971                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29186        9.25175                 NaN   8.38872        46.5879       0.687359        31.7924                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.83704        3.80810                 NaN   8.48186        46.4027       0.668811        31.8015                 NaN
  1213.03        2500.00                 NaN            NaN            NaN   4.05589                 NaN            NaN            NaN   5.46450                 NaN            NaN   8.25117        47.8556       0.929337        33.4436                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   4.02684                 NaN            NaN            NaN   5.50744       0.477265E-005            NaN   8.25561        47.8432       0.930267        33.4366                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07420        11.5673                 NaN   8.60786        46.2850       0.677494        31.7881                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1092        1.57873                 NaN   8.62580        46.2182       0.669447        31.7986                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.62445        3.03096       0.169496E-005   8.53646        46.3388       0.664579        31.8047                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05559        11.6400                 NaN   8.62611        46.2242       0.663154        31.7909                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.573920        12.1983                 NaN   8.67204        46.1021       0.644253        31.8094                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   3.99974                 NaN            NaN            NaN   5.54544                 NaN            NaN   8.26346        47.8306       0.929715        33.4311                 NaN
  1192.98        2500.00                 NaN            NaN            NaN   3.97889                 NaN            NaN            NaN   5.57652                 NaN            NaN   8.23672        47.8095       0.939772        33.4586                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6016        1.22180       0.172119E-005   8.69490        46.0276       0.636597        31.8175                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3735        1.43339                 NaN   8.69301        46.0007       0.650927        31.8485                 NaN
  1185.46        2500.00                 NaN            NaN            NaN   4.02232                 NaN            NaN            NaN   5.53205       0.856458E-005            NaN   8.27539        47.7820       0.928218        33.4600                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   4.01605                 NaN            NaN            NaN   5.52398       0.260379E-005            NaN   8.26877        47.8105       0.929327        33.4514                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   4.02781                 NaN            NaN            NaN   5.52391       0.857664E-005            NaN   8.27691        47.7763       0.928144        33.4669                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   4.03052                 NaN            NaN            NaN   5.51991       0.823191E-005            NaN   8.27768        47.7734       0.928106        33.4704                 NaN
  1175.44        2500.00                 NaN            NaN            NaN   4.03321                 NaN            NaN            NaN   5.51595       0.645222E-005            NaN   8.27846        47.7705       0.928067        33.4738                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   4.03587                 NaN            NaN            NaN   5.51203       0.325634E-005            NaN   8.27925        47.7676       0.928029        33.4773                 NaN
  1170.43        2500.00                 NaN            NaN            NaN   4.03852                 NaN            NaN            NaN   5.50816       0.575697E-005            NaN   8.28005        47.7646       0.927990        33.4807                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   4.04114                 NaN            NaN            NaN   5.50433       0.618577E-005            NaN   8.28086        47.7616       0.927950        33.4841                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.34772        10.2422       0.261641E-003   8.61954        46.3170       0.664595        31.8086                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38075        11.3082       0.926884E-006   8.66812        46.1642       0.660609        31.8181                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24736        11.4655                 NaN   8.68966        46.1166       0.656223        31.8247                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21020        11.5159                 NaN   8.70255        46.0901       0.653022        31.8282                 NaN
  1155.39        2500.00                 NaN            NaN            NaN   4.30821                 NaN            NaN            NaN   2.87764                 NaN            NaN   7.97901        48.6019       0.950448        33.3916        1.89120     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31743        11.3808                 NaN   8.70064        46.1245       0.655130        31.8215                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.73891        2.95809                 NaN   8.71505        46.1019       0.647362        31.8387                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67111        10.0900                 NaN   8.67011        46.0708       0.647718        31.8503                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.01861        9.81879                 NaN   8.68147        45.9642       0.636646        31.8802                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   4.09362                 NaN            NaN            NaN   5.40634       0.370577E-005            NaN   8.27786        47.7719       0.928943        33.5213                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18822        10.4354       0.145095E-005   8.71631        46.1846       0.651816        31.8236                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.17237        3.56032                 NaN   8.76144        46.0215       0.638254        31.8461                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22263        10.3835       0.513463E-004   8.73269        46.1877       0.651713        31.8217                 NaN
  1132.83        2500.00                 NaN            NaN            NaN   3.05929                 NaN            NaN            NaN   7.49016                 NaN            NaN   8.47302        46.9855       0.832268        33.1598                 NaN
  1130.33        2500.00                 NaN            NaN            NaN   4.10536                 NaN            NaN            NaN   5.38991       0.133998E-005            NaN   8.28384        47.7536       0.928729        33.5386                 NaN
