|6.6.6
Archiving\03_Data\eq/QFM_m4.75/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1125.00        2500.00                 NaN  0.762954                 NaN  0.817728        29.4333        45.2197        18.9170        4.84938     
  1121.79        2500.00                 NaN  0.762960                 NaN  0.817748        29.4332        45.2198        18.9169        4.84941     
  1118.59        2500.00                 NaN  0.762965                 NaN  0.817768        29.4331        45.2199        18.9169        4.84944     
  1115.38        2500.00                 NaN  0.762971                 NaN  0.817788        29.4330        45.2200        18.9168        4.84947     
  1112.18        2500.00                 NaN  0.762977                 NaN  0.817808        29.4329        45.2201        18.9168        4.84949     
  1108.97        2500.00                 NaN  0.762983                 NaN  0.817828        29.4327        45.2202        18.9167        4.84952     
  1105.77        2500.00                 NaN  0.762988                 NaN  0.817848        29.4326        45.2203        18.9167        4.84955     
  1102.56        2500.00                 NaN  0.763055                 NaN  0.892458        29.3577        45.4036        18.9254        4.65772     
  1099.36        2500.00                 NaN  0.763061                 NaN  0.892480        29.3576        45.4037        18.9253        4.65775     
  1096.15        2500.00                 NaN  0.763066                 NaN  0.892502        29.3575        45.4038        18.9253        4.65778     
  1092.95        2500.00                 NaN  0.763072                 NaN  0.892523        29.3574        45.4040        18.9252        4.65781     
  1089.74        2500.00                 NaN  0.763078                 NaN  0.892545        29.3573        45.4041        18.9252        4.65784     
  1086.54        2500.00                 NaN  0.763083                 NaN  0.892567        29.3572        45.4042        18.9252        4.65787     
  1083.33        2500.00                 NaN  0.763089                 NaN  0.892588        29.3570        45.4043        18.9251        4.65790     
  1080.13        2500.00                 NaN  0.763094                 NaN  0.892610        29.3569        45.4044        18.9251        4.65793     
  1076.92        2500.00                 NaN  0.763159                 NaN  0.969802        29.2783        45.5753        18.9333        4.48018     
  1073.72        2500.00                 NaN  0.763164                 NaN  0.969825        29.2781        45.5754        18.9333        4.48021     
  1070.51        2500.00                 NaN  0.763169                 NaN  0.969849        29.2780        45.5755        18.9332        4.48025     
  1067.31        2500.00                 NaN  0.763175                 NaN  0.969872        29.2779        45.5756        18.9332        4.48028     
  1064.10        2500.00                 NaN  0.763180                 NaN  0.969895        29.2778        45.5757        18.9331        4.48031     
  1060.90        2500.00                 NaN  0.763185                 NaN  0.969918        29.2777        45.5758        18.9331        4.48034     
  1057.69        2500.00                 NaN  0.763191                 NaN  0.969942        29.2775        45.5759        18.9330        4.48037     
  1054.49        2500.00                 NaN  0.763196                 NaN  0.969965        29.2774        45.5760        18.9330        4.48040     
  1051.28        2500.00                 NaN  0.763262                 NaN   1.05122        29.1952        45.7380        18.9335        4.31888     
  1048.08        2500.00                 NaN  0.763267                 NaN   1.05124        29.1951        45.7381        18.9334        4.31891     
  1044.87        2500.00                 NaN  0.763272                 NaN   1.05127        29.1949        45.7382        18.9334        4.31894     
  1041.67        2500.00                 NaN  0.763278                 NaN   1.05129        29.1948        45.7383        18.9333        4.31897     
  1038.46        2500.00                 NaN  0.763283                 NaN   1.05132        29.1947        45.7384        18.9333        4.31900     
  1035.26        2500.00                 NaN  0.763288                 NaN   1.05134        29.1946        45.7385        18.9332        4.31903     
  1032.05        2500.00                 NaN  0.763293                 NaN   1.05137        29.1944        45.7387        18.9332        4.31906     
  1028.85        2500.00                 NaN  0.763298                 NaN   1.05139        29.1943        45.7388        18.9331        4.31909     
  1025.64        2500.00                 NaN  0.763362                 NaN   1.13609        29.1075        45.8988        18.9312        4.16297     
  1022.44        2500.00                 NaN  0.763367                 NaN   1.13612        29.1074        45.8990        18.9311        4.16300     
  1019.23        2500.00                 NaN  0.763372                 NaN   1.13614        29.1073        45.8991        18.9311        4.16304     
  1016.03        2500.00                 NaN  0.763377                 NaN   1.13617        29.1072        45.8992        18.9310        4.16307     
  1012.82        2500.00                 NaN  0.763382                 NaN   1.13620        29.1070        45.8993        18.9310        4.16310     
  1009.62        2500.00                 NaN  0.763387                 NaN   1.13622        29.1069        45.8994        18.9309        4.16313     
  1006.41        2500.00                 NaN  0.763392                 NaN   1.13625        29.1068        45.8996        18.9309        4.16316     
  1003.21        2500.00                 NaN  0.763397                 NaN   1.13628        29.1066        45.8997        18.9308        4.16319     
  1000.00        2500.00                 NaN  0.763460                 NaN   1.22494        29.0155        46.0529        18.9216        4.02161     
