|6.6.6
Archiving\03_Data\eq/QFM_m4.75/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1125.00        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1121.79        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1118.59        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1115.38        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1112.18        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1108.97        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1105.77        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
  1102.56        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1099.36        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1096.15        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1092.95        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1089.74        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1086.54        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1083.33        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1080.13        2500.00                 NaN  0.832860                 NaN   1.13657        30.2329        44.9589        18.2944        4.54438     
  1076.92        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1073.72        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1070.51        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1067.31        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1064.10        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1060.90        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1057.69        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1054.49        2500.00                 NaN  0.832861                 NaN   1.23366        30.1485        45.1268        18.2897        4.36849     
  1051.28        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1048.08        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1044.87        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1041.67        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1038.46        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1035.26        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1032.05        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1028.85        2500.00                 NaN  0.832862                 NaN   1.33550        30.0646        45.2826        18.2768        4.20762     
  1025.64        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1022.44        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1019.23        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1016.03        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1012.82        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1009.62        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1006.41        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1003.21        2500.00                 NaN  0.832863                 NaN   1.44139        29.9731        45.4383        18.2617        4.05260     
  1000.00        2500.00                 NaN  0.832863                 NaN   1.55214        29.8765        45.5874        18.2398        3.91130     
