|6.6.6
Archiving\03_Data\eqfrac/QFM/TIS/TIS_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.61        2500.00       0.845176E-003            NaN   99.3034       0.438356       0.231514                 NaN  0.258906E-001            NaN            NaN            NaN            NaN
  1425.47        2500.00       0.822392E-003            NaN   99.3054       0.436946       0.231671                 NaN  0.251481E-001            NaN            NaN            NaN            NaN
  1424.33        2500.00       0.802995E-003            NaN   99.3065       0.435969       0.232059                 NaN  0.246286E-001            NaN            NaN            NaN            NaN
  1423.19        2500.00       0.845136E-003            NaN   99.2469       0.253574       0.472937                 NaN  0.257135E-001            NaN            NaN            NaN            NaN
  1422.05        2500.00       0.708538E-003            NaN   99.3743       0.210614       0.392992                 NaN  0.213884E-001            NaN            NaN            NaN            NaN
  1420.91        2500.00       0.755620E-003            NaN   99.3129       0.432408       0.227731                 NaN  0.262280E-001            NaN            NaN            NaN            NaN
  1419.77        2500.00       0.753050E-003            NaN   99.3135       0.429372       0.237595                 NaN  0.187706E-001            NaN            NaN            NaN            NaN
  1418.63        2500.00       0.733045E-003            NaN   99.3158       0.428792       0.233604                 NaN  0.210563E-001            NaN            NaN            NaN            NaN
  1417.49        2500.00       0.720770E-003            NaN   99.3171       0.427988       0.233390                 NaN  0.208015E-001            NaN            NaN            NaN            NaN
  1416.35        2500.00       0.712328E-003            NaN   99.3179       0.427345       0.234030                 NaN  0.200615E-001            NaN            NaN            NaN            NaN
  1415.21        2500.00       0.699103E-003            NaN   99.3207       0.425235       0.233776                 NaN  0.195463E-001            NaN            NaN            NaN            NaN
  1414.07        2500.00       0.697065E-003            NaN   99.3215       0.424543       0.234396                 NaN  0.188230E-001            NaN            NaN            NaN            NaN
  1412.92        2500.00       0.688873E-003            NaN   99.3225       0.234721       0.423860                 NaN  0.182474E-001            NaN            NaN            NaN            NaN
  1411.78        2500.00       0.686135E-003            NaN   99.3238       0.235159       0.422810                 NaN  0.175331E-001            NaN            NaN            NaN            NaN
  1410.64        2500.00       0.684483E-003            NaN   99.3246       0.235680       0.421995                 NaN  0.170261E-001            NaN            NaN            NaN            NaN
  1409.50        2500.00       0.689544E-003            NaN   99.3258       0.421269       0.235964                 NaN  0.163164E-001            NaN            NaN            NaN            NaN
  1408.36        2500.00       0.688174E-003            NaN   99.3275       0.236408       0.419882                 NaN  0.155341E-001            NaN            NaN            NaN            NaN
  1407.22        2500.00       0.693369E-003            NaN   99.3281       0.419518       0.236824                 NaN  0.148637E-001            NaN            NaN            NaN            NaN
  1406.08        2500.00       0.700765E-003            NaN   99.3296       0.237204       0.418181                 NaN  0.143294E-001            NaN            NaN            NaN            NaN
  1404.94        2500.00       0.717325E-003            NaN   99.3296       0.237717       0.418304                 NaN  0.136435E-001            NaN            NaN            NaN            NaN
  1403.80        2500.00       0.589929E-003            NaN   98.7645       0.242035       0.456611                 NaN  0.218509       0.317799                 NaN            NaN            NaN
  1402.66        2500.00                 NaN            NaN   98.6845       0.455536       0.231353                 NaN  0.256860       0.371712                 NaN            NaN            NaN
  1401.52        2500.00                 NaN            NaN   98.6850       0.455966       0.227269                 NaN  0.259692       0.372104                 NaN            NaN            NaN
  1400.38        2500.00                 NaN            NaN   98.6976       0.222049       0.452056                 NaN  0.260069       0.368232                 NaN            NaN            NaN
  1399.24        2500.00                 NaN            NaN   98.7087       0.449619       0.215595                 NaN  0.260839       0.365234                 NaN            NaN            NaN
  1398.10        2500.00                 NaN            NaN   98.7197       0.446559       0.209943                 NaN  0.261720       0.362110                 NaN            NaN            NaN
  1396.96        2500.00                 NaN            NaN   98.7315       0.443463       0.204113                 NaN  0.262160       0.358721                 NaN            NaN            NaN
  1395.81        2500.00                 NaN            NaN   98.7419       0.440682       0.198560                 NaN  0.263091       0.355801                 NaN            NaN            NaN
  1394.67        2500.00                 NaN            NaN   98.7520       0.193062       0.438225                 NaN  0.263855       0.352903                 NaN            NaN            NaN
  1393.53        2500.00                 NaN            NaN   98.7621       0.187082       0.435554                 NaN  0.264939       0.350315                 NaN            NaN            NaN
  1392.39        2500.00       0.105644E-002            NaN   98.7728       0.186586       0.429760                 NaN  0.262935       0.346890                 NaN            NaN            NaN
  1391.25        2500.00                 NaN            NaN   98.7864       0.174510       0.429310                 NaN  0.266602       0.343175                 NaN            NaN            NaN
  1390.11        2500.00                 NaN            NaN   98.7912       0.428048       0.171896                 NaN  0.267082       0.341744                 NaN            NaN            NaN
  1388.97        2500.00                 NaN            NaN   98.8033       0.166361       0.424805                 NaN  0.267291       0.338276                 NaN            NaN            NaN
  1387.83        2500.00       0.868292E-002            NaN   98.7994       0.175934       0.420740                 NaN  0.258360       0.336885                 NaN            NaN            NaN
  1386.69        2500.00       0.244646E-001            NaN   98.7795       0.196717       0.420497                 NaN  0.241441       0.337378                 NaN            NaN            NaN
  1385.55        2500.00       0.383875E-001            NaN   98.7618       0.425156       0.213519                 NaN  0.224540       0.336576                 NaN            NaN            NaN
  1384.41        2500.00       0.564789E-001            NaN   98.7322       0.434430       0.236741                 NaN  0.202789       0.337409                 NaN            NaN            NaN
  1383.27        2500.00       0.817117E-001            NaN   98.6879       0.449467       0.270516                 NaN  0.171402       0.339031                 NaN            NaN            NaN
  1382.13        2500.00       0.117684                 NaN   98.6165       0.475450       0.321098                 NaN  0.126083       0.343148                 NaN            NaN            NaN
  1380.99        2500.00       0.174185                 NaN   98.4989       0.522025       0.400909                 NaN  0.540891E-001  0.349928                 NaN            NaN            NaN
  1379.85        2500.00       0.214929                 NaN   98.4127       0.436716       0.558903                 NaN  0.183452E-001  0.358395                 NaN            NaN            NaN
  1378.70        2500.00       0.249882                 NaN   98.3374       0.450387       0.594119                 NaN            NaN  0.368174                 NaN            NaN            NaN
  1377.56        2500.00       0.279814                 NaN   98.2699       0.439241       0.631395                 NaN            NaN  0.379699                 NaN            NaN            NaN
  1376.42        2500.00       0.294824                 NaN   98.2443       0.648062       0.428999                 NaN            NaN  0.383781                 NaN            NaN            NaN
  1375.28        2500.00       0.301663                 NaN   98.2417       0.652894       0.419992                 NaN            NaN  0.383791                 NaN            NaN            NaN
  1374.14        2500.00       0.305779                 NaN   98.2458       0.654976       0.410664                 NaN            NaN  0.382732                 NaN            NaN            NaN
  1373.00        2500.00       0.307735                 NaN   98.2545       0.403540       0.653222                 NaN            NaN  0.380969                 NaN            NaN            NaN
  1371.86        2500.00       0.303705                 NaN   98.2794       0.644247       0.396240                 NaN            NaN  0.376373                 NaN            NaN            NaN
  1370.72        2500.00       0.304368                 NaN   98.2989       0.640188       0.384801                 NaN            NaN  0.371715                 NaN            NaN            NaN
  1369.58        2500.00       0.300647                 NaN   98.3207       0.379635       0.630973                 NaN            NaN  0.368093                 NaN            NaN            NaN
  1368.44        2500.00       0.297132                 NaN   98.3453       0.372395       0.621849                 NaN            NaN  0.363304                 NaN            NaN            NaN
  1367.30        2500.00       0.293745                 NaN   98.3697       0.365456       0.612598                 NaN            NaN  0.358486                 NaN            NaN            NaN
  1366.16        2500.00       0.289428                 NaN   98.3938       0.602880       0.359624                 NaN            NaN  0.354310                 NaN            NaN            NaN
  1365.02        2500.00       0.285488                 NaN   98.4204       0.592728       0.352590                 NaN            NaN  0.348777                 NaN            NaN            NaN
  1363.88        2500.00       0.281580                 NaN   98.4433       0.583025       0.347522                 NaN            NaN  0.344550                 NaN            NaN            NaN
  1362.74        2500.00       0.277620                 NaN   98.4675       0.341206       0.573852                 NaN            NaN  0.339859                 NaN            NaN            NaN
  1361.59        2500.00       0.273139                 NaN   98.4927       0.564196       0.334779                 NaN            NaN  0.335136                 NaN            NaN            NaN
  1360.45        2500.00       0.269377                 NaN   98.5151       0.329938       0.554751                 NaN            NaN  0.330818                 NaN            NaN            NaN
  1359.31        2500.00       0.265375                 NaN   98.5390       0.323759       0.545740                 NaN            NaN  0.326168                 NaN            NaN            NaN
  1358.17        2500.00       0.262258                 NaN   98.5596       0.317970       0.537919                 NaN            NaN  0.322205                 NaN            NaN            NaN
  1357.03        2500.00       0.256955                 NaN   98.5858       0.526640       0.313575                 NaN            NaN  0.317054                 NaN            NaN            NaN
  1355.89        2500.00       0.253473                 NaN   98.6056       0.309232       0.518404                 NaN            NaN  0.313337                 NaN            NaN            NaN
  1354.75        2500.00       0.249806                 NaN   98.6263       0.509753       0.304677                 NaN            NaN  0.309435                 NaN            NaN            NaN
  1353.61        2500.00       0.246245                 NaN   98.6472       0.501798       0.299562                 NaN            NaN  0.305211                 NaN            NaN            NaN
  1352.47        2500.00       0.242200                 NaN   98.6678       0.492877       0.295792                 NaN            NaN  0.301368                 NaN            NaN            NaN
  1351.33        2500.00       0.238741                 NaN   98.6882       0.485014       0.290721                 NaN            NaN  0.297330                 NaN            NaN            NaN
  1350.19        2500.00       0.235138                 NaN   98.7073       0.477106       0.286824                 NaN            NaN  0.293644                 NaN            NaN            NaN
  1349.05        2500.00       0.231517                 NaN   98.7270       0.469112       0.282556                 NaN            NaN  0.289788                 NaN            NaN            NaN
  1347.91        2500.00       0.228270                 NaN   98.7450       0.461954       0.278482                 NaN            NaN  0.286342                 NaN            NaN            NaN
  1346.77        2500.00       0.224662                 NaN   98.7641       0.274522       0.454261                 NaN            NaN  0.282419                 NaN            NaN            NaN
  1345.63        2500.00       0.221399                 NaN   98.7818       0.447078       0.270727                 NaN            NaN  0.279023                 NaN            NaN            NaN
  1344.48        2500.00       0.218268                 NaN   98.7992       0.266933       0.439995                 NaN            NaN  0.275608                 NaN            NaN            NaN
  1343.34        2500.00       0.214824                 NaN   98.8161       0.433160       0.263561                 NaN            NaN  0.272312                 NaN            NaN            NaN
  1342.20        2500.00       0.211744                 NaN   98.8337       0.425966       0.259851                 NaN            NaN  0.268762                 NaN            NaN            NaN
  1341.06        2500.00       0.208554                 NaN   98.8493       0.419513       0.256887                 NaN            NaN  0.265718                 NaN            NaN            NaN
  1339.92        2500.00       0.205545                 NaN   98.8661       0.412985       0.253008                 NaN            NaN  0.262365                 NaN            NaN            NaN
  1338.78        2500.00       0.202447                 NaN   98.8820       0.406383       0.249993                 NaN            NaN  0.259227                 NaN            NaN            NaN
  1337.64        2500.00       0.199460                 NaN   98.8980       0.246672       0.399907                 NaN            NaN  0.255978                 NaN            NaN            NaN
  1336.50        2500.00       0.196621                 NaN   98.9126       0.394177       0.243522                 NaN            NaN  0.253111                 NaN            NaN            NaN
  1335.36        2500.00       0.193678                 NaN   98.9279       0.387944       0.240393                 NaN            NaN  0.250038                 NaN            NaN            NaN
  1334.22        2500.00       0.190837                 NaN   98.9426       0.382099       0.237387                 NaN            NaN  0.247110                 NaN            NaN            NaN
  1333.08        2500.00       0.188020                 NaN   98.9573       0.376164       0.234460                 NaN            NaN  0.244045                 NaN            NaN            NaN
  1331.94        2500.00       0.185278                 NaN   98.9706       0.231931       0.370646                 NaN            NaN  0.241560                 NaN            NaN            NaN
  1330.80        2500.00       0.182483                 NaN   98.9852       0.229040       0.364738                 NaN            NaN  0.238519                 NaN            NaN            NaN
  1329.66        2500.00       0.179877                 NaN   98.9986       0.226384       0.359347                 NaN            NaN  0.235816                 NaN            NaN            NaN
  1328.51        2500.00       0.177472                 NaN   99.0124       0.223314       0.353751                 NaN            NaN  0.233048                 NaN            NaN            NaN
  1327.37        2500.00       0.174614                 NaN   99.0247       0.221744       0.348498                 NaN            NaN  0.230458                 NaN            NaN            NaN
  1326.23        2500.00       0.172396                 NaN   99.0369       0.218772       0.343846                 NaN            NaN  0.228052                 NaN            NaN            NaN
  1325.09        2500.00       0.169389                 NaN   99.0510       0.216192       0.338403                 NaN            NaN  0.225041                 NaN            NaN            NaN
  1323.95        2500.00       0.167111                 NaN   99.0621       0.333564       0.214308                 NaN            NaN  0.222915                 NaN            NaN            NaN
  1322.81        2500.00       0.164554                 NaN   99.0743       0.212198       0.328499                 NaN            NaN  0.220416                 NaN            NaN            NaN
  1321.67        2500.00       0.162071                 NaN   99.0867       0.209856       0.323522                 NaN            NaN  0.217893                 NaN            NaN            NaN
  1320.53        2500.00       0.159863                 NaN   99.0980       0.318980       0.207597                 NaN            NaN  0.215522                 NaN            NaN            NaN
  1319.39        2500.00       0.157725                 NaN   99.1094       0.314200       0.205306                 NaN            NaN  0.213389                 NaN            NaN            NaN
  1318.25        2500.00       0.155070                 NaN   99.1214       0.202893       0.310148                 NaN            NaN  0.210472                 NaN            NaN            NaN
  1317.11        2500.00       0.152971                 NaN   99.1320       0.305705       0.200819                 NaN            NaN  0.208529                 NaN            NaN            NaN
  1315.97        2500.00       0.150696                 NaN   99.1426       0.199346       0.300977                 NaN            NaN  0.206417                 NaN            NaN            NaN
  1314.83        2500.00       0.148346                 NaN   99.1517       0.296643       0.198614                 NaN            NaN  0.204725                 NaN            NaN            NaN
  1313.69        2500.00       0.146133                 NaN   99.1654       0.292569       0.194496                 NaN            NaN  0.201364                 NaN            NaN            NaN
  1312.55        2500.00       0.144041                 NaN   99.1736       0.194247       0.288202                 NaN            NaN  0.199914                 NaN            NaN            NaN
  1311.40        2500.00       0.142120                 NaN   99.1843       0.191400       0.284459                 NaN            NaN  0.197724                 NaN            NaN            NaN
  1310.26        2500.00       0.139712                 NaN   99.1939       0.280228       0.190494                 NaN            NaN  0.195643                 NaN            NaN            NaN
  1309.12        2500.00       0.137718                 NaN   99.2039       0.275937       0.188789                 NaN            NaN  0.193676                 NaN            NaN            NaN
  1307.98        2500.00       0.135807                 NaN   99.2136       0.272446       0.186621                 NaN            NaN  0.191556                 NaN            NaN            NaN
  1306.84        2500.00       0.133729                 NaN   99.2227       0.268511       0.185402                 NaN            NaN  0.189692                 NaN            NaN            NaN
  1305.70        2500.00       0.131615                 NaN   99.2322       0.264870       0.183729                 NaN            NaN  0.187602                 NaN            NaN            NaN
  1304.56        2500.00       0.129677                 NaN   99.2412       0.260701       0.182513                 NaN            NaN  0.185907                 NaN            NaN            NaN
  1303.42        2500.00       0.127770                 NaN   99.2501       0.257588       0.180698                 NaN            NaN  0.183856                 NaN            NaN            NaN
  1302.28        2500.00       0.125939                 NaN   99.2587       0.253685       0.179456                 NaN            NaN  0.182172                 NaN            NaN            NaN
  1301.14        2500.00       0.123835                 NaN   99.2676       0.178491       0.249903                 NaN            NaN  0.180180                 NaN            NaN            NaN
  1300.00        2500.00       0.121975                 NaN   99.2762       0.246840       0.176458                 NaN            NaN  0.178521                 NaN            NaN            NaN
  1298.86        2500.00       0.120190                 NaN   99.2844       0.243444       0.175319                 NaN            NaN  0.176605                 NaN            NaN            NaN
  1297.72        2500.00       0.735746                 NaN   90.6863        1.26652        1.42566                 NaN            NaN   1.20428        4.68153                 NaN            NaN
  1296.58        2500.00        1.37321                 NaN   81.3151        2.32798        2.83188                 NaN            NaN   2.32518        9.82665                 NaN            NaN
  1295.44        2500.00        1.12397                 NaN   84.6565        1.90465        2.34204                 NaN            NaN   1.92382        8.04900                 NaN            NaN
  1294.29        2500.00       0.950485                 NaN   87.0050        1.60835        1.99512                 NaN            NaN   1.64063        6.80046                 NaN            NaN
  1293.15        2500.00       0.825130                 NaN   88.7457        1.72961        1.39260                 NaN            NaN   1.42984        5.87710                 NaN            NaN
  1292.01        2500.00       0.730643                 NaN   90.0800        1.22781        1.52472                 NaN            NaN   1.26768        5.16912                 NaN            NaN
  1290.87        2500.00       0.718586                 NaN   90.2537        1.22587        1.47214                 NaN            NaN   1.25541        5.07434                 NaN            NaN
  1289.73        2500.00       0.568148                 NaN   92.4501       0.944565        1.14434                 NaN            NaN  0.976120        3.91675                 NaN            NaN
  1288.59        2500.00       0.560400                 NaN   92.5113       0.948293        1.12167                 NaN            NaN  0.975199        3.88317                 NaN            NaN
  1287.45        2500.00       0.432119                 NaN   91.7838       0.994709        1.36812                 NaN            NaN   1.05025        4.37100                 NaN            NaN
  1286.31        2500.00       0.447623                 NaN   94.0653       0.779975       0.844829                 NaN            NaN  0.772613        3.08967                 NaN            NaN
  1285.17        2500.00       0.582862                 NaN   95.7324       0.447064       0.586661                 NaN            NaN  0.592910        2.05807                 NaN            NaN
  1284.03        2500.00       0.418060                 NaN   94.9024       0.716079       0.664697                 NaN            NaN  0.671670        2.62712                 NaN            NaN
  1282.89        2500.00       0.431813                 NaN   94.5549       0.701424       0.775934                 NaN            NaN  0.723521        2.81240                 NaN            NaN
  1281.75        2500.00       0.602162                 NaN   93.1348       0.969712       0.781064                 NaN            NaN  0.917885        3.59434                 NaN            NaN
  1280.61        2500.00       0.220559                 NaN   96.6143       0.378905       0.666654                 NaN            NaN  0.448624        1.67099                 NaN            NaN
  1279.47        2500.00       0.274761                 NaN   96.7514       0.451463       0.417882                 NaN            NaN  0.433282        1.67117                 NaN            NaN
  1278.33        2500.00       0.323929                 NaN   96.2411       0.505603       0.501039                 NaN            NaN  0.500673        1.92761                 NaN            NaN
  1277.18        2500.00       0.412424                 NaN   95.2343       0.577627       0.670008                 NaN            NaN  0.640327        2.46533                 NaN            NaN
  1276.04        2500.00       0.192080                 NaN   96.7675       0.367440       0.515597                 NaN            NaN  0.431862        1.66891       0.566349E-001            NaN
  1274.90        2500.00       0.121134                 NaN   95.9701       0.467699       0.666909                 NaN            NaN  0.529048        2.08969       0.155406                 NaN
  1273.76        2500.00       0.960143E-001            NaN   98.2922       0.403812                 NaN            NaN            NaN  0.216905       0.910744       0.803585E-001            NaN
  1272.62        2500.00       0.181821                 NaN   94.1975       0.904125       0.728284                 NaN            NaN  0.766405        3.00129       0.220536                 NaN
  1271.48        2500.00       0.132000                 NaN   94.8880       0.978868       0.480211                 NaN            NaN  0.684732        2.64769       0.188461                 NaN
  1270.34        2500.00                 NaN            NaN   99.1916       0.874616E-001  0.149934                 NaN            NaN  0.100243       0.411692       0.590343E-001            NaN
  1269.20        2500.00       0.126387                 NaN   94.6266       0.509533        1.10771                 NaN            NaN  0.713939        2.73467       0.181203                 NaN
  1268.06        2500.00       0.901412E-001            NaN   96.8130       0.356514       0.553129                 NaN            NaN  0.423100        1.64361       0.120486                 NaN
  1266.92        2500.00       0.135391                 NaN   95.8976       0.637514       0.506430                 NaN            NaN  0.548912        2.11982       0.154334                 NaN
  1265.78        2500.00       0.172178E-001            NaN   99.5284       0.610438E-001  0.698450E-001            NaN            NaN  0.625618E-001  0.243966       0.169514E-001            NaN
  1264.64        2500.00       0.160730                 NaN   95.4149       0.689707       0.585294                 NaN            NaN  0.608423        2.37431       0.166599                 NaN
  1263.50        2500.00       0.225164                 NaN   94.0757       0.767651       0.859540                 NaN            NaN  0.790939        3.07022       0.210755                 NaN
  1262.36        2500.00                 NaN            NaN   99.9995       0.159969E-003  0.118844E-003            NaN            NaN            NaN  0.247706E-003            NaN            NaN
  1261.21        2500.00       0.147833E-001            NaN   99.5907       0.608488E-001  0.522481E-001            NaN            NaN  0.547832E-001  0.211999       0.146268E-001            NaN
  1260.07        2500.00       0.804835E-001            NaN   97.6269       0.364852       0.296579                 NaN            NaN  0.319207        1.22682       0.852022E-001            NaN
  1258.93        2500.00       0.322474                 NaN   92.2932        1.04498        1.02044                 NaN            NaN   1.03613        4.02323       0.259506                 NaN
  1257.79        2500.00       0.149349E-001            NaN   99.9651       0.156868E-001            NaN            NaN            NaN  0.425038E-002            NaN            NaN            NaN
  1256.65        2500.00                 NaN            NaN   99.3120       0.592541E-001  0.135994                 NaN            NaN  0.930449E-001  0.372200       0.274832E-001            NaN
  1255.51        2500.00       0.362926E-001            NaN   99.7239       0.718053E-001            NaN            NaN            NaN  0.362356E-001  0.125721       0.604802E-002            NaN
  1254.37        2500.00       0.160268                 NaN   95.0597       0.749860       0.628543                 NaN            NaN  0.658765        2.56662       0.176214                 NaN
  1253.23        2500.00       0.910635E-001            NaN   97.8317       0.287966       0.296610                 NaN            NaN  0.290614        1.13084       0.711959E-001            NaN
  1252.09        2500.00       0.815041E-001            NaN   98.6110       0.240383       0.110458                 NaN            NaN  0.184955       0.730161       0.415095E-001            NaN
  1250.95        2500.00       0.492569E-004            NaN   99.9994       0.129230E-004  0.125796E-003            NaN            NaN  0.798753E-004  0.323480E-003  0.154538E-004            NaN
  1249.81        2500.00       0.360350                 NaN   92.7835        1.03078       0.822417                 NaN            NaN  0.964898        3.81185       0.226155                 NaN
  1248.67        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1247.53        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1246.39        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.25        2500.00       0.400645                 NaN   90.4352       0.868679       0.409056                 NaN            NaN  0.960437        3.90825       0.650318E-001   2.95272     
  1244.10        2500.00        1.73335                 NaN   76.7036        2.94358                 NaN            NaN            NaN   2.36629        9.99910       0.116775        6.13731     
  1242.96        2500.00       0.529660                 NaN   92.7721       0.745673                 NaN            NaN            NaN  0.700131        2.98233       0.126153E-001   2.25744     
  1241.82        2500.00        1.27141                 NaN   82.1164        1.67374       0.132605                 NaN            NaN   1.74507        7.45044       0.359076E-001   5.57442     
  1240.68        2500.00        1.08007        1.08211        75.5367        1.93939                 NaN            NaN            NaN   2.44257        10.2298                 NaN   7.68935     
  1239.54        2500.00                 NaN            NaN   97.5251       0.805684                 NaN            NaN            NaN  0.181922       0.752663       0.650929E-001  0.669549     
  1238.40        2500.00                 NaN            NaN   95.1284       0.677099                 NaN            NaN            NaN  0.428346        2.13907       0.145681        1.48143     
  1237.26        2500.00       0.413864                 NaN   92.2449       0.786415                 NaN            NaN            NaN  0.725209        3.30422       0.714325E-001   2.45397     
  1236.12        2500.00       0.617081                 NaN   90.8629        1.00489                 NaN            NaN            NaN  0.868728        3.79040       0.301200E-001   2.82588     
  1234.98        2500.00       0.738885                 NaN   87.0208        1.29185                 NaN            NaN            NaN   1.22245        5.49623       0.163642        4.06609     
  1233.84        2500.00       0.312398                 NaN   95.5881       0.505313                 NaN            NaN            NaN  0.417859        1.81558                 NaN   1.36080     
  1232.70        2500.00       0.147410                 NaN   97.3118       0.209546                 NaN            NaN            NaN  0.251180        1.16579       0.427760E-001  0.871484     
  1231.56        2500.00        1.02724                 NaN   85.5685        1.48441                 NaN            NaN            NaN   1.35007        6.07710                 NaN   4.49270     
  1230.42        2500.00       0.627305                 NaN   91.1371       0.785194                 NaN            NaN            NaN  0.821325        3.77009                 NaN   2.85897     
  1229.28        2500.00       0.674069                 NaN   90.1164       0.968798                 NaN            NaN            NaN  0.903598        4.19974                 NaN   3.13737     
  1228.14        2500.00       0.641762                 NaN   90.5854       0.872044                 NaN            NaN            NaN  0.850292        4.05733                 NaN   2.99313     
  1226.99        2500.00       0.793913                 NaN   87.0819        1.15008                 NaN            NaN            NaN   1.13866        5.66917       0.527079E-001   4.11361     
  1225.85        2500.00        1.60301                 NaN   72.7061        2.19356                 NaN            NaN            NaN   2.31561        12.2335       0.120371        8.82788     
  1224.71        2500.00        5.55397                 NaN            NaN   7.63881                 NaN            NaN            NaN   8.18463        45.4508       0.478247        32.6935     
  1223.57        2500.00        5.54681                 NaN            NaN   7.63827                 NaN            NaN            NaN   8.18587        45.4489       0.486119        32.6940     
  1222.43        2500.00        5.53707                 NaN            NaN   7.63533                 NaN            NaN            NaN   8.18687        45.4493       0.497294        32.6941     
  1221.29        2500.00        5.53172                 NaN            NaN   7.63356                 NaN            NaN            NaN   8.18835        45.4483       0.503563        32.6945     
  1220.15        2500.00        5.52402                 NaN            NaN   7.63660                 NaN            NaN            NaN   8.19023        45.4431       0.510730        32.6953     
  1219.01        2500.00        5.51416                 NaN            NaN   7.63576                 NaN            NaN            NaN   8.19068        45.4413       0.522091        32.6960     
  1217.87        2500.00        5.50792                 NaN            NaN   7.63236                 NaN            NaN            NaN   8.19279        45.4417       0.529358        32.6958     
  1216.73        2500.00        5.49887                 NaN            NaN   7.63909                 NaN            NaN            NaN   8.19439        45.4368       0.535764        32.6951     
  1215.59        2500.00        5.49178                 NaN            NaN   7.63872                 NaN            NaN            NaN   8.19569        45.4347       0.543498        32.6957     
