|6.6.6
Archiving\03_Data\frac/QFM_m1.5/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.51701        9.61259        1.19705                 NaN   8.85762       0.607831        45.8758        32.3320     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5101        1.87382                 NaN            NaN   8.89124       0.595274        45.7919        32.3377     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9201        1.48109                 NaN            NaN   8.90734       0.590962        45.7600        32.3406     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.71393        2.64373                 NaN            NaN   8.87626       0.601212        45.8245        32.3403     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.67947        2.67821                 NaN            NaN   8.87715       0.601145        45.8217        32.3424     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.71473        2.64279                 NaN            NaN   8.87841       0.601051        45.8187        32.3443     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29912        11.1571                 NaN            NaN   8.95604       0.577289        45.6542        32.3562     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57072        9.75516                 NaN            NaN   8.86194       0.607434        45.8591        32.3456     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0413        1.41907                 NaN            NaN   8.96692       0.575889        45.6359        32.3609     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.54933        9.77729                 NaN            NaN   8.86343       0.607148        45.8533        32.3495     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53789        9.78904                 NaN            NaN   8.86413       0.607014        45.8504        32.3515     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.48851        9.83571                 NaN            NaN   8.86368       0.607438        45.8515        32.3531     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57859        9.76294                 NaN            NaN   8.88834       0.602864        45.8101        32.3572     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56717        9.77467                 NaN            NaN   8.88907       0.602736        45.8072        32.3592     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55604        9.78612                 NaN            NaN   8.88979       0.602608        45.8043        32.3612     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.58798        9.76659                 NaN            NaN   8.91535       0.598836        45.7668        32.3645     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67629        9.68665                 NaN            NaN   8.91845       0.597192        45.7544        32.3670     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56718        9.78812                 NaN            NaN   8.91688       0.598567        45.7608        32.3685     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55714        9.79853                 NaN            NaN   8.91764       0.598433        45.7578        32.3705     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.54733        9.80872                 NaN            NaN   8.91840       0.598299        45.7548        32.3725     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53773        9.81872                 NaN            NaN   8.91916       0.598165        45.7518        32.3745     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53397        9.82346                 NaN            NaN   8.92012       0.597926        45.7480        32.3766     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53160        9.82699                 NaN            NaN   8.92114       0.597658        45.7439        32.3787     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47239        9.88102                 NaN            NaN   8.92000       0.598510        45.7481        32.3800     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46691        9.88719                 NaN            NaN   8.92081       0.598331        45.7447        32.3821     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46139        9.89340                 NaN            NaN   8.92166       0.598151        45.7413        32.3841     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40536        10.0942                 NaN            NaN   9.06223       0.563959        45.4685        32.4057     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44949        10.0522                 NaN            NaN   9.06714       0.563364        45.4594        32.4083     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0346        2.46986                 NaN            NaN   9.07283       0.562589        45.4489        32.4111     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39598        9.96369                 NaN            NaN   8.92719       0.597335        45.7217        32.3941     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93147        2.57676                 NaN            NaN   9.08177       0.561658        45.4320        32.4163     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.97741        2.38727                 NaN            NaN   8.93002       0.596040        45.7113        32.3980     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.42565        9.95840                 NaN            NaN   8.96297       0.590588        45.6600        32.4024     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.54705        9.97755                 NaN            NaN   9.10543       0.557072        45.3879        32.4250     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83471        2.71030                 NaN            NaN   9.09337       0.558594        45.3659        32.4371     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76032        9.75949                 NaN            NaN   9.10620       0.558764        45.3853        32.4300     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.77847        2.76188                 NaN            NaN   9.10680       0.557420        45.3561        32.4393     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90032        2.63823                 NaN            NaN   9.12907       0.553407        45.3427        32.4362     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.698904        11.9377       0.981440E-004            NaN   9.21656       0.522615        45.1921        32.4321     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93301        9.60518                 NaN            NaN   9.12383       0.559791        45.3325        32.4456     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32790        11.2770                 NaN            NaN   9.20404       0.530318        45.2249        32.4358     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.79067        9.75729                 NaN            NaN   9.14790       0.551233        45.3055        32.4474     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.79938        9.75312                 NaN            NaN   9.15458       0.550053        45.2925        32.4503     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80930        9.74772                 NaN            NaN   9.16119       0.548888        45.2796        32.4533     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.81181        9.75072                 NaN            NaN   9.16851       0.547473        45.2651        32.4564     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.74004        2.82621                 NaN            NaN   9.17474       0.546512        45.2532        32.4593     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.73500        2.83630                 NaN            NaN   9.18154       0.545240        45.2395        32.4624     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.72262        2.85262                 NaN            NaN   9.18758       0.544254        45.2275        32.4654     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.72920        2.85179                 NaN            NaN   9.19492       0.542757        45.2129        32.4684     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44617        10.1670                 NaN            NaN   9.21039       0.528347        45.1827        32.4654     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.71349        2.87666                 NaN            NaN   9.20884       0.540462        45.1859        32.4746     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93216        9.64409                 NaN            NaN   9.20065       0.543471        45.2044        32.4752     
