|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1410.49        2500.00                 NaN   98.6296                 NaN  0.229990       0.484078                 NaN            NaN  0.255678       0.400660                 NaN            NaN            NaN
  1409.39        2500.00                 NaN   98.6424                 NaN  0.480811       0.223620                 NaN            NaN  0.256189       0.396982                 NaN            NaN            NaN
  1408.29        2500.00                 NaN   98.6554                 NaN  0.477473       0.217422                 NaN            NaN  0.256496       0.393181                 NaN            NaN            NaN
  1407.19        2500.00                 NaN   98.6620                 NaN  0.478302       0.209220                 NaN            NaN  0.258686       0.391828                 NaN            NaN            NaN
  1406.08        2500.00                 NaN   98.6856                 NaN  0.205201       0.470207                 NaN            NaN  0.255305       0.383689                 NaN            NaN            NaN
  1404.98        2500.00                 NaN   98.6929                 NaN  0.468336       0.198966                 NaN            NaN  0.257460       0.382366                 NaN            NaN            NaN
  1403.88        2500.00                 NaN   98.7046                 NaN  0.465896       0.192761                 NaN            NaN  0.257889       0.378885                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   98.7179                 NaN  0.461885       0.187069                 NaN            NaN  0.258025       0.375107                 NaN            NaN            NaN
  1401.68        2500.00                 NaN   98.7278                 NaN  0.460291       0.181307                 NaN            NaN  0.258552       0.372046                 NaN            NaN            NaN
  1400.58        2500.00                 NaN   98.7343                 NaN  0.175257       0.460290                 NaN            NaN  0.259775       0.370354                 NaN            NaN            NaN
  1399.48        2500.00                 NaN   98.7536                 NaN  0.454209       0.169524                 NaN            NaN  0.258432       0.364281                 NaN            NaN            NaN
  1398.38        2500.00                 NaN   98.7621                 NaN  0.451928       0.164702                 NaN            NaN  0.259351       0.361967                 NaN            NaN            NaN
  1397.28        2500.00                 NaN   98.7720                 NaN  0.159086       0.449745                 NaN            NaN  0.259953       0.359193                 NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.7826                 NaN  0.153919       0.447024                 NaN            NaN  0.260331       0.356159                 NaN            NaN            NaN
  1395.08        2500.00                 NaN   98.5311                 NaN  0.539425       0.181741                 NaN            NaN  0.318288       0.429483                 NaN            NaN            NaN
  1393.98        2500.00                 NaN   99.0657                 NaN  0.345014       0.112931                 NaN            NaN  0.203404       0.272944                 NaN            NaN            NaN
  1392.88        2500.00                 NaN   98.8122                 NaN  0.138611       0.440341                 NaN            NaN  0.261491       0.347388                 NaN            NaN            NaN
  1391.78        2500.00                 NaN   98.8234                 NaN  0.437673       0.134193                 NaN            NaN  0.260988       0.343718                 NaN            NaN            NaN
  1390.68        2500.00                 NaN   98.8313                 NaN  0.128923       0.436094                 NaN            NaN  0.262053       0.341671                 NaN            NaN            NaN
  1389.58        2500.00                 NaN   98.8411                 NaN  0.433694       0.124803                 NaN            NaN  0.261971       0.338415                 NaN            NaN            NaN
  1388.48        2500.00                 NaN   98.8518                 NaN  0.119627       0.431273                 NaN            NaN  0.261914       0.335354                 NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.8595                 NaN  0.429638       0.115209                 NaN            NaN  0.262615       0.333053                 NaN            NaN            NaN
  1386.28        2500.00                 NaN   98.8675                 NaN  0.428134       0.110162                 NaN            NaN  0.263339       0.330884                 NaN            NaN            NaN
  1385.18        2500.00                 NaN   98.8786                 NaN  0.425513       0.106839                 NaN            NaN  0.261995       0.327024                 NaN            NaN            NaN
  1384.07        2500.00                 NaN   98.8862                 NaN  0.423636       0.102135                 NaN            NaN  0.263035       0.325018                 NaN            NaN            NaN
  1382.97        2500.00                 NaN   98.8950                 NaN  0.421961       0.978102E-001            NaN            NaN  0.262951       0.322324                 NaN            NaN            NaN
  1381.87        2500.00                 NaN   98.9031                 NaN  0.420099       0.930842E-001            NaN            NaN  0.263625       0.320079                 NaN            NaN            NaN
  1380.77        2500.00                 NaN   98.9589                 NaN  0.848186E-001  0.399702                 NaN            NaN  0.252581       0.303997                 NaN            NaN            NaN
  1379.67        2500.00                 NaN   98.8715                 NaN  0.913727E-001  0.434328                 NaN            NaN  0.274316       0.328473                 NaN            NaN            NaN
  1378.57        2500.00                 NaN   98.9289                 NaN  0.819525E-001  0.414451                 NaN            NaN  0.262844       0.311841                 NaN            NaN            NaN
  1377.47        2500.00                 NaN   98.9354                 NaN  0.780647E-001  0.413158                 NaN            NaN  0.263455       0.309932                 NaN            NaN            NaN
  1376.37        2500.00                 NaN   98.9341                 NaN  0.427428       0.163680E-001            NaN            NaN  0.305329       0.316795                 NaN            NaN            NaN
  1375.27        2500.00                 NaN   98.9601                 NaN  0.129694       0.393521                 NaN            NaN  0.220892       0.295803                 NaN            NaN            NaN
  1374.17        2500.00                 NaN   98.9585                 NaN  0.670778E-001  0.408350                 NaN            NaN  0.263230       0.302809                 NaN            NaN            NaN
  1373.07        2500.00                 NaN   98.9645                 NaN  0.407074       0.640457E-001            NaN            NaN  0.263546       0.300846                 NaN            NaN            NaN
  1371.97        2500.00                 NaN   98.9738                 NaN  0.404332       0.611002E-001            NaN            NaN  0.262817       0.297973                 NaN            NaN            NaN
  1370.87        2500.00                 NaN   98.9800                 NaN  0.577128E-001  0.403675                 NaN            NaN  0.262701       0.295931                 NaN            NaN            NaN
  1369.77        2500.00                 NaN   98.9871                 NaN  0.545299E-001  0.402137                 NaN            NaN  0.262558       0.293697                 NaN            NaN            NaN
  1368.67        2500.00                 NaN   98.9937                 NaN  0.400866       0.514024E-001            NaN            NaN  0.262453       0.291628                 NaN            NaN            NaN
  1367.57        2500.00                 NaN   99.0006                 NaN  0.399311       0.488032E-001            NaN            NaN  0.261975       0.289354                 NaN            NaN            NaN
  1366.47        2500.00                 NaN   99.0075                 NaN  0.397759       0.455728E-001            NaN            NaN  0.261888       0.287267                 NaN            NaN            NaN
  1365.37        2500.00                 NaN   99.0120                 NaN  0.397621       0.431579E-001            NaN            NaN  0.261686       0.285582                 NaN            NaN            NaN
  1364.27        2500.00                 NaN   99.0217                 NaN  0.404363E-001  0.394803                 NaN            NaN  0.260517       0.282551                 NaN            NaN            NaN
  1363.17        2500.00                 NaN   99.0275                 NaN  0.372194E-001  0.393625                 NaN            NaN  0.260805       0.280813                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.0327                 NaN  0.363716E-001  0.392328                 NaN            NaN  0.259788       0.278829                 NaN            NaN            NaN
  1360.96        2500.00                 NaN   99.0403                 NaN  0.390885       0.328775E-001            NaN            NaN  0.259390       0.276587                 NaN            NaN            NaN
  1359.86        2500.00                 NaN   99.0456                 NaN  0.389821       0.308890E-001            NaN            NaN  0.258959       0.274724                 NaN            NaN            NaN
  1358.76        2500.00                 NaN   99.0511                 NaN  0.286867E-001  0.388870                 NaN            NaN  0.258485       0.272850                 NaN            NaN            NaN
  1357.66        2500.00                 NaN   99.0578                 NaN  0.273738E-001  0.386935                 NaN            NaN  0.257374       0.270551                 NaN            NaN            NaN
  1356.56        2500.00                 NaN   99.0636                 NaN  0.249374E-001  0.385912                 NaN            NaN  0.256854       0.268716                 NaN            NaN            NaN
  1355.46        2500.00                 NaN   99.0623                 NaN  0.245087E-001  0.387826                 NaN            NaN  0.257038       0.268293                 NaN            NaN            NaN
  1354.36        2500.00                 NaN   99.0776                 NaN  0.216746E-001  0.382373                 NaN            NaN  0.254403       0.263953                 NaN            NaN            NaN
  1353.26        2500.00                 NaN   99.0804                 NaN  0.198240E-001  0.382258                 NaN            NaN  0.254591       0.262963                 NaN            NaN            NaN
  1352.16        2500.00                 NaN   99.0859                 NaN  0.189652E-001  0.380757                 NaN            NaN  0.253401       0.260963                 NaN            NaN            NaN
  1351.06        2500.00                 NaN   99.0922                 NaN  0.379554       0.165467E-001            NaN            NaN  0.252683       0.259049                 NaN            NaN            NaN
  1349.96        2500.00                 NaN   99.0963                 NaN  0.160625E-001  0.378914                 NaN            NaN  0.251362       0.257383                 NaN            NaN            NaN
  1348.86        2500.00       0.115141E-001   99.0839                 NaN  0.213104E-001  0.385188                 NaN            NaN  0.240766       0.257350                 NaN            NaN            NaN
  1347.76        2500.00       0.127233        98.9007                 NaN  0.910697E-001  0.464934                 NaN            NaN  0.139573       0.276491                 NaN            NaN            NaN
  1346.66        2500.00       0.130828        98.9023                 NaN  0.466537       0.911398E-001            NaN            NaN  0.134372       0.274859                 NaN            NaN            NaN
  1345.56        2500.00       0.117816        98.9702                 NaN  0.273380       0.384368                 NaN            NaN  0.124311E-001  0.241826                 NaN            NaN            NaN
  1344.46        2500.00       0.157876        98.7984                 NaN  0.589124                 NaN            NaN            NaN  0.155134       0.299502                 NaN            NaN            NaN
  1343.36        2500.00       0.137952        98.9223                 NaN  0.509219                 NaN            NaN            NaN  0.158311       0.272228                 NaN            NaN            NaN
  1342.26        2500.00       0.139157        98.9252                 NaN  0.499284       0.214911E-001            NaN            NaN  0.145491       0.269412                 NaN            NaN            NaN
  1341.16        2500.00       0.139799        98.9283                 NaN  0.488658       0.430872E-001            NaN            NaN  0.133401       0.266725                 NaN            NaN            NaN
  1340.05        2500.00       0.140661        98.9275                 NaN  0.469202       0.871777E-001            NaN            NaN  0.111772       0.263669                 NaN            NaN            NaN
  1338.95        2500.00       0.139422        98.9374                 NaN  0.464730       0.871167E-001            NaN            NaN  0.110138       0.261190                 NaN            NaN            NaN
  1337.85        2500.00       0.139188        98.9452                 NaN  0.463466       0.841588E-001            NaN            NaN  0.108800       0.259169                 NaN            NaN            NaN
  1336.75        2500.00       0.139080        98.9529                 NaN  0.460715       0.861980E-001            NaN            NaN  0.104598       0.256485                 NaN            NaN            NaN
  1335.65        2500.00       0.137437        98.9640                 NaN  0.836321E-001  0.456239                 NaN            NaN  0.104551       0.254145                 NaN            NaN            NaN
  1334.55        2500.00       0.136166        98.9730                 NaN  0.837045E-001  0.452258                 NaN            NaN  0.102887       0.251959                 NaN            NaN            NaN
  1333.45        2500.00       0.135310        98.9823                 NaN  0.449322       0.822367E-001            NaN            NaN  0.101282       0.249550                 NaN            NaN            NaN
  1332.35        2500.00       0.133860        98.9923                 NaN  0.444882       0.818362E-001            NaN            NaN  0.999684E-001  0.247180                 NaN            NaN            NaN
  1331.25        2500.00       0.132479        99.0019                 NaN  0.440618       0.818539E-001            NaN            NaN  0.983659E-001  0.244825                 NaN            NaN            NaN
  1330.15        2500.00       0.130977        99.0117                 NaN  0.817837E-001  0.435796                 NaN            NaN  0.971774E-001  0.242526                 NaN            NaN            NaN
  1329.05        2500.00       0.129819        99.0210                 NaN  0.432127       0.816457E-001            NaN            NaN  0.951861E-001  0.240252                 NaN            NaN            NaN
  1327.95        2500.00       0.128121        99.0310                 NaN  0.812460E-001  0.427175                 NaN            NaN  0.945604E-001  0.237869                 NaN            NaN            NaN
  1326.85        2500.00       0.126531        99.0397                 NaN  0.422112       0.831987E-001            NaN            NaN  0.926159E-001  0.235834                 NaN            NaN            NaN
  1325.75        2500.00       0.125480        99.0484                 NaN  0.419012       0.829100E-001            NaN            NaN  0.907019E-001  0.233503                 NaN            NaN            NaN
  1324.65        2500.00       0.124033        99.0579                 NaN  0.829073E-001  0.414398                 NaN            NaN  0.894746E-001  0.231301                 NaN            NaN            NaN
  1323.55        2500.00       0.122672        99.0668                 NaN  0.410219       0.828001E-001            NaN            NaN  0.883107E-001  0.229239                 NaN            NaN            NaN
  1322.45        2500.00       0.121206        99.0762                 NaN  0.836964E-001  0.405422                 NaN            NaN  0.865457E-001  0.226889                 NaN            NaN            NaN
  1321.35        2500.00       0.119766        99.0848                 NaN  0.845571E-001  0.400989                 NaN            NaN  0.849905E-001  0.224886                 NaN            NaN            NaN
  1320.25        2500.00       0.118517        99.0929                 NaN  0.397072       0.854409E-001            NaN            NaN  0.832577E-001  0.222818                 NaN            NaN            NaN
  1319.15        2500.00       0.117000        99.1021                 NaN  0.869550E-001  0.391697                 NaN            NaN  0.815646E-001  0.220641                 NaN            NaN            NaN
  1318.04        2500.00       0.115809        99.1104                 NaN  0.388155       0.864858E-001            NaN            NaN  0.804395E-001  0.218677                 NaN            NaN            NaN
  1316.94        2500.00       0.114295        99.1191                 NaN  0.888860E-001  0.382980                 NaN            NaN  0.782129E-001  0.216510                 NaN            NaN            NaN
  1315.84        2500.00       0.113615        99.1230                 NaN  0.906173E-001  0.380760                 NaN            NaN  0.764649E-001  0.215580                 NaN            NaN            NaN
  1314.74        2500.00       0.111248        99.1370                 NaN  0.373380       0.921674E-001            NaN            NaN  0.742758E-001  0.211940                 NaN            NaN            NaN
  1313.64        2500.00       0.110307        99.1436                 NaN  0.914651E-001  0.369933                 NaN            NaN  0.739953E-001  0.210734                 NaN            NaN            NaN
  1312.54        2500.00       0.109280        99.1496                 NaN  0.104543       0.360903                 NaN            NaN  0.671683E-001  0.208552                 NaN            NaN            NaN
  1311.44        2500.00       0.107746        99.1613                 NaN  0.366890       0.818913E-001            NaN            NaN  0.752926E-001  0.206900                 NaN            NaN            NaN
  1310.34        2500.00       0.106496        99.1670                 NaN  0.356420       0.973945E-001            NaN            NaN  0.678890E-001  0.204799                 NaN            NaN            NaN
  1309.24        2500.00       0.105309        99.1740                 NaN  0.352609       0.985618E-001            NaN            NaN  0.664057E-001  0.203158                 NaN            NaN            NaN
  1308.14        2500.00       0.103968        99.1822                 NaN  0.347791       0.995817E-001            NaN            NaN  0.651686E-001  0.201311                 NaN            NaN            NaN
  1307.04        2500.00       0.102954        99.1893                 NaN  0.100958       0.344592                 NaN            NaN  0.628893E-001  0.199283                 NaN            NaN            NaN
  1305.94        2500.00       0.101618        99.1965                 NaN  0.339658       0.103265                 NaN            NaN  0.612914E-001  0.197678                 NaN            NaN            NaN
  1304.84        2500.00       0.100448        99.2039                 NaN  0.105069       0.335351                 NaN            NaN  0.593802E-001  0.195844                 NaN            NaN            NaN
  1303.74        2500.00       0.992961E-001   99.2103                 NaN  0.331060       0.107604                 NaN            NaN  0.575038E-001  0.194282                 NaN            NaN            NaN
  1302.64        2500.00       0.981080E-001   99.2179                 NaN  0.109449       0.326580                 NaN            NaN  0.556418E-001  0.192342                 NaN            NaN            NaN
  1301.54        2500.00       0.970006E-001   99.2248                 NaN  0.110918       0.322524                 NaN            NaN  0.540046E-001  0.190743                 NaN            NaN            NaN
  1300.44        2500.00       0.957490E-001   99.2313                 NaN  0.113386       0.318237                 NaN            NaN  0.522274E-001  0.189112                 NaN            NaN            NaN
  1299.34        2500.00       0.947568E-001   99.2379                 NaN  0.314109       0.115872                 NaN            NaN  0.499623E-001  0.187389                 NaN            NaN            NaN
  1298.24        2500.00       0.935572E-001   99.2447                 NaN  0.309492       0.118013                 NaN            NaN  0.483797E-001  0.185816                 NaN            NaN            NaN
  1297.14        2500.00       0.924438E-001   99.2514                 NaN  0.120048       0.305485                 NaN            NaN  0.464784E-001  0.184130                 NaN            NaN            NaN
  1296.03        2500.00       0.900735        88.7067                 NaN  0.986437        2.09350                 NaN            NaN  0.213092        1.47447        5.62502                 NaN            NaN
  1294.93        2500.00        1.90336        75.0047                 NaN   4.19302        2.61490                 NaN            NaN  0.251863        3.14601        12.8861                 NaN            NaN
  1293.83        2500.00        1.52758        79.5734                 NaN   2.53213        3.26881                 NaN            NaN  0.792474E-001   2.58383        10.4350                 NaN            NaN
  1292.73        2500.00        1.25135        82.9164                 NaN   2.66838        2.27876                 NaN            NaN  0.441540E-001   2.17555        8.66540                 NaN            NaN
  1291.63        2500.00        1.06449        85.1807                 NaN   2.22732        2.16441                 NaN            NaN            NaN   1.89900        7.46412                 NaN            NaN
  1290.53        2500.00       0.915172        86.9614                 NaN   2.00463        1.90879                 NaN            NaN            NaN   1.68256        6.52743                 NaN            NaN
  1289.43        2500.00       0.798852        88.3622                 NaN   1.65750        1.87786                 NaN            NaN            NaN   1.51177        5.79180                 NaN            NaN
  1288.33        2500.00       0.813947        87.7563                 NaN   1.66074        1.90026                 NaN            NaN  0.137464        1.61877        6.11250                 NaN            NaN
  1287.23        2500.00       0.721965        87.2548                 NaN   2.97239                 NaN            NaN            NaN  0.691406        1.83070        6.52877                 NaN            NaN
  1286.13        2500.00       0.353759        95.9529                 NaN  0.173065        1.34996                 NaN            NaN            NaN  0.432445        1.73788                 NaN            NaN
  1285.03        2500.00       0.436053        93.0799                 NaN   1.30445       0.888203                 NaN            NaN            NaN  0.916796        3.37456                 NaN            NaN
  1283.93        2500.00       0.526143        91.7968                 NaN   1.11937        1.46342                 NaN            NaN            NaN   1.09341        4.00085                 NaN            NaN
  1282.83        2500.00       0.288301        92.7154                 NaN   2.31395       0.103647                 NaN            NaN            NaN  0.994742        3.58394                 NaN            NaN
  1281.73        2500.00                 NaN   89.3430                 NaN   1.72593        2.10947                 NaN            NaN            NaN   1.36792        5.45365                 NaN            NaN
  1280.63        2500.00       0.953181        97.7396                 NaN  0.251441                 NaN            NaN            NaN            NaN  0.378474       0.677280                 NaN            NaN
  1279.53        2500.00       0.312509        93.6640                 NaN  0.688904        1.51461                 NaN            NaN            NaN  0.859760        2.96018                 NaN            NaN
  1278.43        2500.00       0.314061        95.6850                 NaN  0.667324       0.610019                 NaN            NaN            NaN  0.585712        2.13784                 NaN            NaN
  1277.33        2500.00       0.482877        92.3084                 NaN   2.21391                 NaN            NaN            NaN  0.275695E-004   1.09189        3.90286                 NaN            NaN
  1276.23        2500.00       0.126886        97.1135                 NaN  0.124099        1.21278                 NaN            NaN            NaN  0.336661        1.08609                 NaN            NaN
  1275.13        2500.00       0.285203        95.6196                 NaN  0.726375       0.693185                 NaN            NaN            NaN  0.593574        2.08204                 NaN            NaN
  1274.02        2500.00                 NaN   97.1236                 NaN  0.979265                 NaN            NaN            NaN            NaN  0.395246        1.50187                 NaN            NaN
  1272.92        2500.00       0.610430        91.8945                 NaN   2.34888       0.238681                 NaN            NaN            NaN   1.13966        3.76784                 NaN            NaN
  1271.82        2500.00       0.362417        93.1205                 NaN   2.07106                 NaN            NaN            NaN            NaN  0.995521        3.45050                 NaN            NaN
  1270.72        2500.00       0.305346        94.1057                 NaN   1.75111                 NaN            NaN            NaN            NaN  0.855825        2.98199                 NaN            NaN
  1269.62        2500.00       0.391541        93.3898                 NaN   1.77197                 NaN            NaN            NaN            NaN  0.968060        3.47867                 NaN            NaN
  1268.52        2500.00       0.988318E-001   99.2274                 NaN  0.286784                 NaN            NaN            NaN            NaN  0.952789E-002  0.377472                 NaN            NaN
  1267.42        2500.00       0.388083E-001   96.7879                 NaN   1.08910                 NaN            NaN            NaN            NaN  0.563232        1.52092                 NaN            NaN
  1266.32        2500.00       0.104475        97.5380                 NaN  0.791433                 NaN            NaN            NaN            NaN  0.361106        1.20496                 NaN            NaN
  1265.22        2500.00       0.633678E-001   98.4706                 NaN  0.477503                 NaN            NaN            NaN            NaN  0.217796       0.770726                 NaN            NaN
  1264.12        2500.00       0.513020E-001   94.9271                 NaN   1.73711                 NaN            NaN            NaN            NaN  0.732944        2.46064       0.908694E-001            NaN
  1263.02        2500.00                 NaN   99.5804                 NaN  0.221424                 NaN            NaN            NaN            NaN  0.554625E-001  0.142673                 NaN            NaN
  1261.92        2500.00                 NaN   99.9853                 NaN  0.147261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1260.82        2500.00       0.140461E-001   99.7887                 NaN  0.360943E-002            NaN            NaN            NaN  0.122535E-003  0.342074E-001  0.159275                 NaN            NaN
  1259.72        2500.00       0.466847E-001   94.7547                 NaN   1.90642                 NaN            NaN            NaN            NaN  0.751243        2.46851       0.724912E-001            NaN
  1258.62        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.52        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1256.42        2500.00       0.250916E-005  100.0000                 NaN  0.115743E-004            NaN            NaN            NaN            NaN  0.508037E-005  0.154680E-004            NaN            NaN
  1255.32        2500.00       0.246126E-005   99.9999                 NaN  0.160991E-004            NaN            NaN            NaN  0.375092E-005  0.614539E-005  0.218368E-004            NaN            NaN
  1254.22        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.207220E-005  0.103124E-004            NaN            NaN
  1253.12        2500.00       0.617833        88.5785                 NaN  0.385828        4.23697                 NaN            NaN            NaN   1.41611        4.76478                 NaN            NaN
  1252.01        2500.00       0.199960        91.1790                 NaN   4.74048                 NaN            NaN            NaN            NaN   1.03532        2.81657       0.286952E-001            NaN
  1250.91        2500.00       0.532724E-001   98.0097                 NaN  0.650602                 NaN            NaN            NaN            NaN  0.255384       0.977840       0.531865E-001            NaN
  1249.81        2500.00       0.302017        95.1279                 NaN  0.831787       0.451758                 NaN            NaN            NaN  0.721666        2.47454       0.902903E-001            NaN
  1248.71        2500.00                 NaN   98.4836                 NaN  0.659835                 NaN            NaN            NaN            NaN  0.153609       0.695841       0.707341E-002            NaN
  1247.61        2500.00                 NaN   99.1909                 NaN  0.557148                 NaN            NaN            NaN            NaN  0.909059E-001  0.155586       0.542242E-002            NaN
  1246.51        2500.00                 NaN   97.6540                 NaN  0.948283                 NaN            NaN            NaN            NaN  0.324125        1.04291       0.306842E-001            NaN
  1245.41        2500.00                 NaN   97.5842                 NaN  0.767028       0.156945                 NaN            NaN            NaN  0.331231        1.10196       0.586001E-001            NaN
  1244.31        2500.00                 NaN   95.8104                 NaN  0.128474       0.984008                 NaN            NaN            NaN  0.643060        2.26010       0.173932                 NaN
  1243.21        2500.00                 NaN   99.0227                 NaN  0.285732       0.163631                 NaN            NaN            NaN  0.122518       0.405400                 NaN            NaN
  1242.11        2500.00                 NaN   98.5410                 NaN  0.255460E-001  0.216910                 NaN            NaN            NaN  0.255637       0.866514       0.944208E-001            NaN
  1241.01        2500.00                 NaN   99.5807                 NaN  0.126554       0.837870E-001            NaN            NaN            NaN  0.431510E-001  0.165409       0.378867E-003            NaN
  1239.91        2500.00                 NaN   98.7022                 NaN  0.645072                 NaN            NaN            NaN            NaN  0.164089       0.484084       0.458260E-002            NaN
  1238.81        2500.00                 NaN   98.4658                 NaN            NaN            NaN            NaN            NaN            NaN  0.129426       0.713995       0.465465E-001  0.644230     
  1237.71        2500.00                 NaN   76.1246                 NaN   6.07104                 NaN            NaN            NaN            NaN   2.59828        8.68950       0.257852        6.25874     
  1236.61        2500.00                 NaN   99.1398                 NaN  0.544282E-004  0.113040                 NaN            NaN  0.768955E-002  0.806258E-001  0.308588       0.195052E-001  0.330649     
  1235.51        2500.00                 NaN  100.0000       0.182373E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.172741E-005            NaN  0.124673E-005
  1234.41        2500.00                 NaN   78.0043                 NaN   6.53995                 NaN            NaN            NaN            NaN   2.25231        8.68507       0.142650        4.37576     
  1233.31        2500.00                 NaN   92.5946                 NaN  0.262936E-004            NaN            NaN            NaN            NaN  0.893386        3.02782       0.129919        3.35429     
  1232.21        2500.00                 NaN   89.3398                 NaN  0.696140        3.39013                 NaN            NaN            NaN  0.904705        3.99646       0.845147E-001   1.58823     
  1231.11        2500.00                 NaN   84.3645                 NaN  0.279064E-002   3.12785                 NaN            NaN            NaN   1.65481        6.55983       0.177457        4.11277     
  1230.00        2500.00                 NaN   97.1162                 NaN   1.10721                 NaN            NaN            NaN            NaN  0.193193       0.569150       0.199342E-001  0.994343     
  1228.90        2500.00                 NaN   91.5103                 NaN   1.29943       0.325352       0.223779E-005            NaN            NaN  0.751776        3.42881       0.146238        2.53809     
  1227.80        2500.00                 NaN   72.5751                 NaN   4.86902                 NaN            NaN            NaN            NaN   2.60473        11.1906       0.361626        8.39890     
