|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1354.45        500.000        99.3741       0.218231       0.111700                 NaN  0.790355E-001  0.216891                 NaN            NaN            NaN
  1353.45        500.000        99.3785       0.217566       0.108325                 NaN  0.798901E-001  0.215699                 NaN            NaN            NaN
  1352.44        500.000        99.3888       0.107119       0.214111                 NaN  0.781783E-001  0.211763                 NaN            NaN            NaN
  1351.44        500.000        99.3924       0.105030       0.213506                 NaN  0.784202E-001  0.210658                 NaN            NaN            NaN
  1350.43        500.000        99.3771       0.252431E-001  0.223262                 NaN  0.145552       0.228838                 NaN            NaN            NaN
  1349.43        500.000        99.4267       0.196551       0.179505                 NaN  0.109945E-001  0.186296                 NaN            NaN            NaN
  1348.43        500.000        99.4086       0.210093       0.965500E-001            NaN  0.791299E-001  0.205581                 NaN            NaN            NaN
  1347.42        500.000        99.4163       0.206323       0.986494E-001            NaN  0.765116E-001  0.202263                 NaN            NaN            NaN
  1346.42        500.000        99.4204       0.206153       0.951032E-001            NaN  0.772553E-001  0.201128                 NaN            NaN            NaN
  1345.41        500.000        99.4258       0.204835       0.930483E-001            NaN  0.770606E-001  0.199257                 NaN            NaN            NaN
  1344.41        500.000        99.2785       0.258609       0.115342                 NaN  0.972323E-001  0.250304                 NaN            NaN            NaN
  1343.41        500.000        99.5874       0.665646E-001  0.147663                 NaN  0.554670E-001  0.142938                 NaN            NaN            NaN
  1342.40        500.000        99.4416       0.883817E-001  0.200408                 NaN  0.759012E-001  0.193754                 NaN            NaN            NaN
  1341.40        500.000        99.4465       0.864193E-001  0.199284                 NaN  0.757102E-001  0.192066                 NaN            NaN            NaN
  1340.39        500.000        99.4516       0.197663       0.852020E-001            NaN  0.752343E-001  0.190266                 NaN            NaN            NaN
  1339.39        500.000        99.4564       0.836558E-001  0.196370                 NaN  0.749545E-001  0.188597                 NaN            NaN            NaN
  1338.39        500.000        99.4614       0.194909       0.824539E-001            NaN  0.744049E-001  0.186801                 NaN            NaN            NaN
  1337.38        500.000        99.4662       0.193713       0.807762E-001            NaN  0.741497E-001  0.185186                 NaN            NaN            NaN
  1336.38        500.000        99.4697       0.798649E-001  0.192705                 NaN  0.737809E-001  0.183914                 NaN            NaN            NaN
  1335.37        500.000        99.4764       0.190707       0.788584E-001            NaN  0.727230E-001  0.181303                 NaN            NaN            NaN
  1334.37        500.000        99.4802       0.767805E-001  0.189742                 NaN  0.730289E-001  0.180286                 NaN            NaN            NaN
  1333.36        500.000        99.4854       0.764707E-001  0.187716                 NaN  0.721093E-001  0.178291                 NaN            NaN            NaN
  1332.36        500.000        99.4893       0.754013E-001  0.186764                 NaN  0.716161E-001  0.176883                 NaN            NaN            NaN
  1331.36        500.000        99.4925       0.741534E-001  0.186405                 NaN  0.712541E-001  0.175730                 NaN            NaN            NaN
  1330.35        500.000        99.4988       0.184120       0.726711E-001            NaN  0.708386E-001  0.173553                 NaN            NaN            NaN
  1329.35        500.000        99.5030       0.182915       0.721383E-001            NaN  0.700654E-001  0.171913                 NaN            NaN            NaN
  1328.34        500.000        99.5068       0.716833E-001  0.181539                 NaN  0.693870E-001  0.170544                 NaN            NaN            NaN
  1327.34        500.000        99.5109       0.708415E-001  0.180282                 NaN  0.689192E-001  0.169089                 NaN            NaN            NaN
  1326.34        500.000        99.5149       0.178930       0.697268E-001            NaN  0.686727E-001  0.167817                 NaN            NaN            NaN
  1325.33        500.000        99.5198       0.177857       0.688003E-001            NaN  0.677862E-001  0.165774                 NaN            NaN            NaN
  1324.33        500.000        99.5232       0.176436       0.686517E-001            NaN  0.671571E-001  0.164596                 NaN            NaN            NaN
  1323.32        500.000        99.5274       0.676295E-001  0.175228                 NaN  0.666479E-001  0.163083                 NaN            NaN            NaN
  1322.32        500.000        99.5311       0.677614E-001  0.173484                 NaN  0.659266E-001  0.161751                 NaN            NaN            NaN
  1321.32        500.000        99.5334       0.173151       0.664301E-001            NaN  0.659875E-001  0.161059                 NaN            NaN            NaN
  1320.31        500.000        99.5400       0.171284       0.661417E-001            NaN  0.643298E-001  0.158218                 NaN            NaN            NaN
  1319.31        500.000        99.5427       0.169146       0.675573E-001            NaN  0.633556E-001  0.157266                 NaN            NaN            NaN
  1318.30        500.000        99.5453       0.670977E-001  0.168515                 NaN  0.627408E-001  0.156320                 NaN            NaN            NaN
  1317.30        500.000        99.5502       0.167117       0.658234E-001            NaN  0.623476E-001  0.154522                 NaN            NaN            NaN
  1316.29        500.000        99.5533       0.165988       0.656996E-001            NaN  0.616104E-001  0.153370                 NaN            NaN            NaN
  1315.29        500.000        99.5570       0.656896E-001  0.164397                 NaN  0.608777E-001  0.152010                 NaN            NaN            NaN
  1314.29        500.000        99.5603       0.648732E-001  0.163672                 NaN  0.603823E-001  0.150790                 NaN            NaN            NaN
  1313.28        500.000        99.5038       0.698299E-001  0.184223                 NaN  0.709265E-001  0.171266                 NaN            NaN            NaN
  1312.28        500.000        99.4876       0.802359E-001  0.190240                 NaN  0.673393E-001  0.174555                 NaN            NaN            NaN
  1311.27        500.000        99.7133       0.108060       0.416657E-001            NaN  0.392391E-001  0.977483E-001            NaN            NaN            NaN
  1310.27        500.000        99.5739       0.157930       0.657954E-001            NaN  0.568530E-001  0.145526                 NaN            NaN            NaN
  1309.27        500.000        99.5773       0.653768E-001  0.156652                 NaN  0.563067E-001  0.144317                 NaN            NaN            NaN
  1308.26        500.000        99.5805       0.654782E-001  0.155511                 NaN  0.554481E-001  0.143067                 NaN            NaN            NaN
  1307.26        500.000        99.5835       0.664547E-001  0.153761                 NaN  0.543970E-001  0.141892                 NaN            NaN            NaN
  1306.25        500.000        99.5868       0.152693       0.659903E-001            NaN  0.538054E-001  0.140710                 NaN            NaN            NaN
  1305.25        500.000        99.5895       0.151659       0.664691E-001            NaN  0.528539E-001  0.139567                 NaN            NaN            NaN
  1304.25        500.000        99.2103       0.264199       0.188442                 NaN  0.722203E-001  0.264816                 NaN            NaN            NaN
  1303.24        500.000        99.9548       0.856631E-002            NaN            NaN  0.199732E-001  0.166625E-001            NaN            NaN            NaN
  1302.24        500.000        99.6132       0.290461E-001  0.168977                 NaN  0.567970E-001  0.131964                 NaN            NaN            NaN
  1301.23        500.000        99.6015       0.145320       0.691164E-001            NaN  0.491308E-001  0.134928                 NaN            NaN            NaN
  1300.23        500.000        99.6040       0.696728E-001  0.143937                 NaN  0.483835E-001  0.133994                 NaN            NaN            NaN
  1299.22        500.000        99.6071       0.141942       0.714164E-001            NaN  0.468755E-001  0.132630                 NaN            NaN            NaN
  1298.22        500.000        99.6097       0.140906       0.714379E-001            NaN  0.462484E-001  0.131682                 NaN            NaN            NaN
  1297.22        500.000        99.6122       0.718652E-001  0.139863                 NaN  0.453837E-001  0.130679                 NaN            NaN            NaN
  1296.21        500.000        99.6140       0.761524E-001  0.136578                 NaN  0.432771E-001  0.129994                 NaN            NaN            NaN
  1295.21        500.000        99.6196       0.713424E-001  0.136982                 NaN  0.441963E-001  0.127868                 NaN            NaN            NaN
  1294.20        500.000        99.6203       0.748288E-001  0.135110                 NaN  0.423050E-001  0.127442                 NaN            NaN            NaN
  1293.20        500.000        99.6224       0.132740       0.781831E-001            NaN  0.402538E-001  0.126439                 NaN            NaN            NaN
  1292.20        500.000        99.6260       0.133443       0.732530E-001            NaN  0.418429E-001  0.125502                 NaN            NaN            NaN
  1291.19        500.000        99.6279       0.130978       0.770677E-001            NaN  0.395931E-001  0.124470                 NaN            NaN            NaN
  1290.19        500.000        99.6396       0.160469       0.775936E-002            NaN  0.674649E-001  0.124681                 NaN            NaN            NaN
  1289.18        500.000        99.6228       0.150635       0.967001E-001            NaN  0.835353E-002  0.121545                 NaN            NaN            NaN
  1288.18        500.000        99.6354       0.797563E-001  0.126190                 NaN  0.369720E-001  0.121646                 NaN            NaN            NaN
  1287.18        500.000        99.6369       0.123848       0.834196E-001            NaN  0.350425E-001  0.120750                 NaN            NaN            NaN
  1286.17        500.000        99.6395       0.122245       0.841033E-001            NaN  0.343338E-001  0.119832                 NaN            NaN            NaN
  1285.17        500.000        99.6415       0.120820       0.852272E-001            NaN  0.333969E-001  0.119041                 NaN            NaN            NaN
  1284.16        500.000        99.6437       0.119796       0.857832E-001            NaN  0.325724E-001  0.118157                 NaN            NaN            NaN
  1283.16        500.000        94.2547       0.975756       0.486219                 NaN  0.177182E-003  0.711693        3.57147                 NaN            NaN
  1282.15        500.000        93.8003        1.04813       0.514604                 NaN            NaN  0.762248        3.87471                 NaN            NaN
  1281.15        500.000        94.0986       0.485217        1.00840                 NaN            NaN  0.729498        3.67826                 NaN            NaN
  1280.15        500.000        94.3820       0.455303       0.972329                 NaN            NaN  0.698324        3.49203                 NaN            NaN
  1279.14        500.000        94.6404       0.940834       0.426305                 NaN            NaN  0.669723        3.32271                 NaN            NaN
  1278.14        500.000        94.8779       0.916602       0.395116                 NaN            NaN  0.643574        3.16681                 NaN            NaN
  1277.13        500.000        95.0967       0.899506       0.361201                 NaN            NaN  0.619387        3.02319                 NaN            NaN
  1276.13        500.000        95.3019       0.889409       0.323085                 NaN            NaN  0.596531        2.88906                 NaN            NaN
  1275.13        500.000        95.4908       0.277852       0.890168                 NaN            NaN  0.575425        2.76574                 NaN            NaN
  1274.12        500.000        95.6740       0.914808       0.210044                 NaN            NaN  0.555003        2.64618                 NaN            NaN
  1273.12        500.000        95.8374       0.773950E-001   1.00896                 NaN            NaN  0.536784        2.53943                 NaN            NaN
  1272.11        500.000        95.9947       0.288044       0.760859                 NaN            NaN  0.518180        2.43824                 NaN            NaN
  1271.11        500.000        96.1522        1.01149                 NaN            NaN            NaN  0.499335        2.33700                 NaN            NaN
  1270.11        500.000        96.2921       0.977499                 NaN            NaN            NaN  0.483301        2.24712                 NaN            NaN
  1269.10        500.000        96.4251       0.945626                 NaN            NaN            NaN  0.466999        2.16232                 NaN            NaN
  1268.10        500.000        96.5555       0.912151                 NaN            NaN            NaN  0.452838        2.07948                 NaN            NaN
  1267.09        500.000        96.6735       0.885312                 NaN            NaN            NaN  0.438103        2.00307                 NaN            NaN
  1266.09        500.000        95.8689        1.01205                 NaN            NaN            NaN  0.539826        2.50943       0.698111E-001            NaN
  1265.09        500.000        95.9480       0.986405                 NaN            NaN            NaN  0.527255        2.46324       0.751068E-001            NaN
  1264.08        500.000        96.1150       0.947726                 NaN            NaN            NaN  0.505264        2.35996       0.720758E-001            NaN
  1263.08        500.000        96.2745       0.911162                 NaN            NaN            NaN  0.486270        2.25955       0.684895E-001            NaN
  1262.07        500.000        96.4285       0.874293                 NaN            NaN            NaN  0.466380        2.16516       0.656165E-001            NaN
  1261.07        500.000        96.5661       0.842152                 NaN            NaN            NaN  0.448839        2.08005       0.628944E-001            NaN
  1260.06        500.000        96.6898       0.813876                 NaN            NaN            NaN  0.433881        2.00236       0.601012E-001            NaN
  1259.06        500.000        96.8192       0.780839                 NaN            NaN            NaN  0.413626        1.92736       0.589245E-001            NaN
  1258.06        500.000        96.9222       0.759791                 NaN            NaN            NaN  0.405751        1.85745       0.548280E-001            NaN
  1257.05        500.000        97.0282       0.734381                 NaN            NaN            NaN  0.391587        1.79293       0.528958E-001            NaN
  1256.05        500.000        97.1278       0.710894                 NaN            NaN            NaN  0.379232        1.73133       0.507275E-001            NaN
  1255.04        500.000        97.2213       0.688341                 NaN            NaN            NaN  0.366386        1.67487       0.490884E-001            NaN
  1254.04        500.000        97.3091       0.667141                 NaN            NaN  0.394400E-004  0.354794        1.62151       0.473640E-001            NaN
  1253.04        500.000        97.3953       0.646432                 NaN            NaN            NaN  0.343235        1.56925       0.457610E-001            NaN
  1252.03        500.000        97.4748       0.627077                 NaN            NaN            NaN  0.332906        1.52108       0.441067E-001            NaN
  1251.03        500.000        97.5498       0.609360                 NaN            NaN            NaN  0.323843        1.47469       0.423113E-001            NaN
  1250.02        500.000        97.6153       0.594119                 NaN            NaN            NaN  0.314437        1.43499       0.411439E-001            NaN
  1249.02        500.000        97.6862       0.576814                 NaN            NaN            NaN  0.305274        1.39209       0.396443E-001            NaN
  1248.02        500.000        97.7511       0.561280                 NaN            NaN            NaN  0.297366        1.35216       0.380443E-001            NaN
  1247.01        500.000        97.8084       0.547976                 NaN            NaN            NaN  0.290043        1.31687       0.367271E-001            NaN
  1246.01        500.000        97.8643       0.535100                 NaN            NaN            NaN  0.283944        1.28154       0.350659E-001            NaN
  1245.00        500.000        97.9269       0.518527                 NaN            NaN            NaN  0.272833        1.24704       0.347178E-001            NaN
  1244.00        500.000        97.9802       0.505782                 NaN            NaN            NaN  0.266519        1.21421       0.333132E-001            NaN
  1242.99        500.000        98.0305       0.493676                 NaN            NaN            NaN  0.260134        1.18358       0.321250E-001            NaN
  1241.99        500.000        98.0801       0.481498                 NaN            NaN            NaN  0.253033        1.15421       0.311960E-001            NaN
  1240.99        500.000        98.1270       0.470058                 NaN            NaN            NaN  0.246296        1.12629       0.303089E-001            NaN
  1239.98        500.000        98.1735       0.458816                 NaN            NaN            NaN  0.240704        1.09791       0.291041E-001            NaN
  1238.98        500.000        98.2176       0.447774                 NaN            NaN            NaN  0.234325        1.07200       0.282726E-001            NaN
  1237.97        500.000        98.2580       0.437915                 NaN            NaN  0.504179E-005  0.227802        1.04864       0.276621E-001            NaN
  1236.97        500.000        98.2960       0.429395                 NaN            NaN            NaN  0.224203        1.02411       0.263166E-001            NaN
  1235.97        500.000        98.3466       0.414516                 NaN            NaN            NaN  0.216383       0.996748       0.257619E-001            NaN
  1234.96        500.000        98.3704       0.412137                 NaN            NaN            NaN  0.213161       0.979409       0.248529E-001            NaN
  1233.96        500.000        98.4199       0.395328                 NaN            NaN            NaN  0.204233       0.955801       0.247779E-001            NaN
  1232.95        500.000        98.4442       0.393325                 NaN            NaN            NaN  0.203483       0.935816       0.231944E-001            NaN
  1231.95        500.000        98.4848       0.381083                 NaN            NaN            NaN  0.197279       0.914210       0.226438E-001            NaN
  1230.95        500.000        98.5169       0.374017                 NaN            NaN            NaN  0.194540       0.893108       0.213870E-001            NaN
  1229.94        500.000        98.5476       0.366400                 NaN            NaN            NaN  0.187719       0.876811       0.214258E-001            NaN
  1228.94        500.000        98.5786       0.358510                 NaN            NaN            NaN  0.184033       0.858235       0.205889E-001            NaN
  1227.93        500.000        98.6065       0.352222                 NaN            NaN            NaN  0.180598       0.840868       0.197899E-001            NaN
  1226.93        500.000        98.6366       0.344480                 NaN            NaN            NaN  0.176495       0.823319       0.191491E-001            NaN
  1225.92        500.000        98.6645       0.337586                 NaN            NaN            NaN  0.172219       0.807048       0.186383E-001            NaN
  1224.92        500.000        98.6913       0.330985                 NaN            NaN            NaN  0.169374       0.790604       0.177772E-001            NaN
  1223.92        500.000        98.7190       0.323572                 NaN            NaN            NaN  0.163922       0.775816       0.176638E-001            NaN
  1222.91        500.000        98.7458       0.316852                 NaN            NaN            NaN  0.160739       0.759647       0.169280E-001            NaN
  1221.91        500.000        98.7681       0.311638                 NaN            NaN            NaN  0.158939       0.745311       0.160391E-001            NaN
  1220.90        500.000        98.7952       0.304584                 NaN            NaN            NaN  0.153449       0.730770       0.159902E-001            NaN
  1219.90        500.000        98.8183       0.298385                 NaN            NaN            NaN  0.149613       0.718065       0.156190E-001            NaN
  1218.90        500.000        98.8424       0.292323                 NaN            NaN            NaN  0.146854       0.703514       0.149497E-001            NaN
  1217.89        500.000        98.8650       0.286406                 NaN            NaN            NaN  0.143915       0.690283       0.144288E-001            NaN
  1216.89        500.000        98.8877       0.280818                 NaN            NaN            NaN  0.140749       0.676773       0.139403E-001            NaN
  1215.88        500.000        98.9079       0.275705                 NaN            NaN            NaN  0.137199       0.665495       0.137092E-001            NaN
  1214.88        500.000        98.9311       0.269002                 NaN            NaN            NaN  0.133027       0.653346       0.134912E-001            NaN
  1213.88        500.000        98.9487       0.265385                 NaN            NaN            NaN  0.132204       0.641100       0.126157E-001            NaN
  1212.87        500.000        98.9716       0.258425                 NaN            NaN            NaN  0.128701       0.628894       0.123561E-001            NaN
  1211.87        500.000        97.9789       0.138287                 NaN            NaN            NaN  0.202466        1.63223       0.481622E-001            NaN
  1210.86        500.000        99.2212       0.191620                 NaN            NaN            NaN  0.915675E-001  0.485371       0.102150E-001            NaN
  1209.86        500.000        98.9875       0.468746                 NaN            NaN            NaN  0.193207       0.349933       0.638626E-003            NaN
  1208.85        500.000        98.9765       0.253453                 NaN            NaN            NaN  0.111770       0.651018       0.727922E-002            NaN
  1207.85        500.000        98.9114       0.183378       0.121553                 NaN            NaN  0.153907       0.629714                 NaN            NaN
  1206.85        500.000        98.9059       0.267492                 NaN            NaN            NaN  0.115216       0.692521       0.188922E-001            NaN
  1205.84        500.000        99.1849       0.218762                 NaN            NaN            NaN  0.892047E-001  0.496385       0.107240E-001            NaN
  1204.84        500.000        99.3326       0.194633       0.637796E-001            NaN            NaN  0.100396       0.308622                 NaN            NaN
  1203.83        500.000        99.7412       0.112562                 NaN            NaN            NaN  0.169024E-001  0.123238       0.608699E-002            NaN
  1202.83        500.000        99.3954       0.227902                 NaN            NaN            NaN  0.107223       0.256272       0.132050E-001            NaN
  1201.83        500.000        98.9381       0.173216                 NaN            NaN            NaN  0.969419E-001  0.789195       0.256306E-002            NaN
  1200.82        500.000        99.2455       0.174802                 NaN            NaN  0.311236E-001  0.115485       0.418647       0.144657E-001            NaN
  1199.82        500.000        98.9431       0.232433                 NaN            NaN            NaN  0.109570       0.709521       0.538333E-002            NaN
  1198.81        500.000        99.7163       0.114401                 NaN            NaN            NaN  0.219656E-001  0.144721       0.257107E-002            NaN
  1197.81        500.000        99.2364       0.131124       0.489105E-005            NaN  0.410602E-001  0.102427       0.478345       0.106225E-001            NaN
  1196.81        500.000        98.7579       0.233208                 NaN            NaN            NaN  0.144661       0.854094       0.101773E-001            NaN
  1195.80        500.000        97.8312       0.224920                 NaN            NaN            NaN  0.144315       0.842694       0.132127E-001  0.943691     
  1194.80        500.000        94.1583       0.408682       0.232311                 NaN            NaN  0.474653        2.37530       0.180966E-001   2.33271     
  1193.79        500.000        93.1588       0.329932       0.345211                 NaN            NaN  0.516704        2.82633       0.281387E-001   2.79491     
  1192.79        500.000        91.3413       0.774756                 NaN            NaN  0.411677E-001  0.687880        3.59293       0.263218E-001   3.53569     
  1191.79        500.000        89.0893       0.936695       0.119829                 NaN            NaN  0.783106        4.58079       0.452665E-001   4.44500     
  1190.78        500.000        76.4503        2.02031                 NaN            NaN            NaN   1.69411        10.0814       0.857674E-001   9.66819     
  1189.78        500.000                 NaN   8.59521                 NaN            NaN            NaN   7.10007        42.9965       0.325121        40.9831     
  1188.77        500.000                 NaN   8.59504                 NaN            NaN            NaN   7.10182        42.9945       0.325052        40.9836     
  1187.77        500.000                 NaN   8.58375                 NaN            NaN            NaN   7.09563        43.0109       0.327665        40.9820     
  1186.76        500.000                 NaN   1.82555        6.76820                 NaN            NaN   7.10076        42.9948       0.325165        40.9855     
  1185.76        500.000                 NaN   1.77407        6.82180                 NaN            NaN   7.10241        42.9908       0.324769        40.9862     
  1184.76        500.000                 NaN   1.77110        6.82567                 NaN            NaN   7.10370        42.9881       0.324469        40.9870     
  1183.75        500.000                 NaN   8.58899                 NaN            NaN            NaN   7.10203        42.9971       0.326094        40.9858     
  1182.75        500.000                 NaN   5.89489        2.64390       0.180741E-005            NaN   7.07694        43.0706       0.334133        40.9795     
  1181.74        500.000                 NaN   2.58182        6.00579                 NaN            NaN   7.10145        42.9977       0.325633        40.9876     
  1180.74        500.000                 NaN   3.02915        5.55238                 NaN            NaN   7.10029        43.0044       0.326393        40.9874     
  1179.74        500.000                 NaN   1.58411        7.01675                 NaN            NaN   7.11202        42.9730       0.323097        40.9910     
  1178.73        500.000                 NaN  0.301280        1.36948        6.92817                 NaN   7.11224        42.9742       0.323249        40.9914     
  1177.73        500.000                 NaN   1.55526        7.04747                 NaN            NaN   7.11485        42.9673       0.322478        40.9927     
  1176.72        500.000                 NaN   2.51190        6.08142                 NaN            NaN   7.10979        42.9810       0.324038        40.9918     
  1175.72        500.000                 NaN   7.01102        1.59363                 NaN            NaN   7.12018        42.9577       0.321951        40.9956     
  1174.72        500.000                 NaN   1.81590        6.78998                 NaN            NaN   7.12149        42.9540       0.321788        40.9969     
  1173.71        500.000                 NaN   1.73351        6.86931                 NaN            NaN   7.11727        42.9602       0.322400        40.9974     
  1172.71        500.000                 NaN   1.62296       0.490834        6.47818                 NaN   7.11354        42.9766       0.323448        40.9944     
  1171.70        500.000                 NaN   5.87501        2.66265                 NaN            NaN   7.07793        43.0633       0.333812        40.9873     
  1170.70        500.000                 NaN   6.93002        1.67181                 NaN            NaN   7.11963        42.9593       0.322766        40.9965     
  1169.69        500.000                 NaN   1.36733        7.23981                 NaN            NaN   7.12484        42.9483       0.320530        40.9992     
  1168.69        500.000                 NaN   8.61942                 NaN            NaN            NaN   7.13331        42.9280       0.317691        41.0016     
  1167.69        500.000                 NaN   8.61684                 NaN            NaN            NaN   7.13256        42.9307       0.318204        41.0017     
  1166.68        500.000                 NaN   8.62191                 NaN            NaN            NaN   7.13654        42.9212       0.316939        41.0034     
  1165.68        500.000                 NaN   2.33327       0.324511        5.93219                 NaN   7.11696        42.9710       0.322865        40.9992     
  1164.67        500.000                 NaN   2.31943       0.421225        5.85008                 NaN   7.11795        42.9687       0.322627        41.0000     
  1163.67        500.000                 NaN   2.30461       0.520150        5.76675                 NaN   7.11893        42.9663       0.322387        41.0009     
  1162.67        500.000                 NaN   8.61844                 NaN            NaN            NaN   7.13736        42.9214       0.317512        41.0053     
  1161.66        500.000                 NaN   7.96036       0.664130                 NaN            NaN   7.14210        42.9104       0.315903        41.0071     
  1160.66        500.000                 NaN   8.16502       0.461404                 NaN            NaN   7.14423        42.9059       0.315344        41.0081     
  1159.65        500.000                 NaN   7.65322       0.941513                 NaN            NaN   7.12295        42.9566       0.321410        41.0043     
  1158.65        500.000                 NaN   7.54230        1.05328                 NaN            NaN   7.12397        42.9542       0.321160        41.0051     
  1157.65        500.000                 NaN   7.42870        1.16774                 NaN            NaN   7.12500        42.9517       0.320908        41.0060     
