|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1356.47        2500.00                 NaN   99.2712       0.598360E-001  0.288439                 NaN  0.160291                 NaN  0.220198                 NaN            NaN            NaN
  1355.43        2500.00                 NaN   99.2762       0.579751E-001  0.287689                 NaN  0.159565                 NaN  0.218532                 NaN            NaN            NaN
  1354.39        2500.00                 NaN   99.2818       0.285566       0.571935E-001            NaN  0.158689                 NaN  0.216738                 NaN            NaN            NaN
  1353.36        2500.00                 NaN   99.2885       0.283220       0.572867E-001            NaN  0.156760                 NaN  0.214249                 NaN            NaN            NaN
  1352.32        2500.00                 NaN   99.2928       0.549618E-001  0.282512                 NaN  0.156690                 NaN  0.213019                 NaN            NaN            NaN
  1351.29        2500.00                 NaN   99.2978       0.281066       0.547330E-001            NaN  0.155220                 NaN  0.211198                 NaN            NaN            NaN
  1350.25        2500.00                 NaN   99.3024       0.537672E-001  0.279851                 NaN  0.154316                 NaN  0.209634                 NaN            NaN            NaN
  1349.21        2500.00                 NaN   99.3075       0.277863       0.532352E-001            NaN  0.153480                 NaN  0.207966                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.3121       0.277327       0.519760E-001            NaN  0.152291                 NaN  0.206262                 NaN            NaN            NaN
  1347.14        2500.00                 NaN   99.3177       0.534534E-001  0.274543                 NaN  0.150024                 NaN  0.204329                 NaN            NaN            NaN
  1346.10        2500.00                 NaN   99.3221       0.275019       0.492228E-001            NaN  0.150747                 NaN  0.202924                 NaN            NaN            NaN
  1345.07        2500.00                 NaN   99.3270       0.273207       0.491873E-001            NaN  0.149315                 NaN  0.201263                 NaN            NaN            NaN
  1344.03        2500.00                 NaN   99.3315       0.271873       0.491207E-001            NaN  0.147849                 NaN  0.199701                 NaN            NaN            NaN
  1343.00        2500.00                 NaN   99.3366       0.269670       0.499078E-001            NaN  0.146068                 NaN  0.197804                 NaN            NaN            NaN
  1341.96        2500.00                 NaN   99.3295       0.441763E-001  0.270502                 NaN  0.153634                 NaN  0.202177                 NaN            NaN            NaN
  1340.92        2500.00                 NaN   99.3569       0.593565E-001  0.258350                 NaN  0.135983                 NaN  0.189459                 NaN            NaN            NaN
  1339.89        2500.00                 NaN   99.3505       0.485274E-001  0.265264                 NaN  0.142700                 NaN  0.192959                 NaN            NaN            NaN
  1338.85        2500.00                 NaN   99.3538       0.465853E-001  0.265385                 NaN  0.142230                 NaN  0.191975                 NaN            NaN            NaN
  1337.81        2500.00                 NaN   99.3591       0.261264       0.494441E-001            NaN  0.140039                 NaN  0.190126                 NaN            NaN            NaN
  1336.78        2500.00                 NaN   99.3634       0.462465E-001  0.262746                 NaN  0.139193                 NaN  0.188459                 NaN            NaN            NaN
  1335.74        2500.00                 NaN   99.3670       0.483395E-001  0.259690                 NaN  0.137690                 NaN  0.187248                 NaN            NaN            NaN
  1334.71        2500.00                 NaN   99.3709       0.481672E-001  0.258869                 NaN  0.136253                 NaN  0.185824                 NaN            NaN            NaN
  1333.67        2500.00                 NaN   99.3739       0.258782       0.459266E-001            NaN  0.136351                 NaN  0.185039                 NaN            NaN            NaN
  1332.63        2500.00                 NaN   99.3818       0.254023       0.498409E-001            NaN  0.132428                 NaN  0.181930                 NaN            NaN            NaN
  1331.60        2500.00                 NaN   99.3828       0.254415       0.490018E-001            NaN  0.132196                 NaN  0.181575                 NaN            NaN            NaN
  1330.56        2500.00                 NaN   99.3863       0.252175       0.506349E-001            NaN  0.130596                 NaN  0.180305                 NaN            NaN            NaN
  1329.52        2500.00                 NaN   99.3915       0.250846       0.498714E-001            NaN  0.129310                 NaN  0.178491                 NaN            NaN            NaN
  1328.49        2500.00                 NaN   99.3952       0.249551       0.502819E-001            NaN  0.127745                 NaN  0.177172                 NaN            NaN            NaN
  1327.45        2500.00                 NaN   99.3985       0.512220E-001  0.248128                 NaN  0.126226                 NaN  0.175966                 NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.4019       0.246966       0.513971E-001            NaN  0.124977                 NaN  0.174755                 NaN            NaN            NaN
  1325.38        2500.00                 NaN   99.4064       0.244736       0.529163E-001            NaN  0.122861                 NaN  0.173041                 NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.4098       0.526374E-001  0.243593                 NaN  0.121979                 NaN  0.171944                 NaN            NaN            NaN
  1323.31        2500.00                 NaN   99.4128       0.242400       0.533382E-001            NaN  0.120622                 NaN  0.170863                 NaN            NaN            NaN
  1322.27        2500.00                 NaN   99.4160       0.525680E-001  0.241345                 NaN  0.119969                 NaN  0.170130                 NaN            NaN            NaN
  1321.23        2500.00                 NaN   99.4209       0.237231       0.607230E-001            NaN  0.114039                 NaN  0.167081                 NaN            NaN            NaN
  1320.20        2500.00                 NaN   99.4239       0.237066       0.565344E-001            NaN  0.115658                 NaN  0.166818                 NaN            NaN            NaN
  1319.16        2500.00                 NaN   99.4272       0.235698       0.579111E-001            NaN  0.113672                 NaN  0.165525                 NaN            NaN            NaN
  1318.13        2500.00                 NaN   99.1534       0.339446       0.981870E-001            NaN  0.164555                 NaN  0.244391                 NaN            NaN            NaN
  1317.09        2500.00                 NaN   99.7053       0.317283E-001  0.121762                 NaN  0.569354E-001            NaN  0.842380E-001            NaN            NaN            NaN
  1316.05        2500.00                 NaN   99.4330       0.232217       0.588146E-001            NaN  0.111748                 NaN  0.164178                 NaN            NaN            NaN
  1315.02        2500.00                 NaN   99.4446       0.225847       0.686056E-001            NaN  0.102831                 NaN  0.158103                 NaN            NaN            NaN
  1313.98        2500.00                 NaN   99.4431       0.227492       0.641427E-001            NaN  0.105511                 NaN  0.159748                 NaN            NaN            NaN
  1312.94        2500.00                 NaN   99.4470       0.223578       0.676017E-001            NaN  0.103397                 NaN  0.158426                 NaN            NaN            NaN
  1311.91        2500.00                 NaN   99.4499       0.224139       0.670605E-001            NaN  0.101868                 NaN  0.157064                 NaN            NaN            NaN
  1310.87        2500.00                 NaN   99.4526       0.221345       0.700501E-001            NaN  0.998845E-001            NaN  0.156151                 NaN            NaN            NaN
  1309.84        2500.00                 NaN   99.4555       0.708560E-001  0.220229                 NaN  0.983275E-001            NaN  0.155046                 NaN            NaN            NaN
  1308.80        2500.00                 NaN   99.4584       0.727966E-001  0.218209                 NaN  0.965919E-001            NaN  0.153977                 NaN            NaN            NaN
  1307.76        2500.00                 NaN   99.4608       0.753614E-001  0.216206                 NaN  0.946246E-001            NaN  0.152991                 NaN            NaN            NaN
  1306.73        2500.00                 NaN   99.4642       0.213565       0.776898E-001            NaN  0.927445E-001            NaN  0.151810                 NaN            NaN            NaN
  1305.69        2500.00                 NaN   99.4676       0.211763       0.779080E-001            NaN  0.918686E-001            NaN  0.150893                 NaN            NaN            NaN
  1304.65        2500.00                 NaN   92.9567        1.34199       0.243858                 NaN  0.617112                 NaN  0.947097        3.89326                 NaN            NaN
  1303.62        2500.00                 NaN   91.1928        1.70964       0.245980                 NaN  0.750271                 NaN   1.16245        4.93887                 NaN            NaN
  1302.58        2500.00                 NaN   91.5763        1.72396       0.165982                 NaN  0.713951                 NaN   1.11450        4.70527                 NaN            NaN
  1301.55        2500.00                 NaN   91.8997        1.76708       0.731848E-001            NaN  0.680311                 NaN   1.07464        4.50511                 NaN            NaN
  1300.51        2500.00                 NaN   92.2015        1.80185                 NaN            NaN  0.642050                 NaN   1.03712        4.31752                 NaN            NaN
  1299.47        2500.00                 NaN   92.4781        1.78111                 NaN            NaN  0.595371                 NaN   1.00293        4.14249                 NaN            NaN
  1298.44        2500.00                 NaN   92.7330        1.75422                 NaN            NaN  0.558632                 NaN  0.971424        3.98270                 NaN            NaN
  1297.40        2500.00                 NaN   92.9865        1.70878                 NaN            NaN  0.535797                 NaN  0.939830        3.82912                 NaN            NaN
  1296.36        2500.00                 NaN   93.2093        1.67063                 NaN            NaN  0.514997                 NaN  0.912177        3.69287                 NaN            NaN
  1295.33        2500.00                 NaN   93.4004        1.63541                 NaN            NaN  0.500223                 NaN  0.888509        3.57548                 NaN            NaN
  1294.29        2500.00                 NaN   93.6064        1.61164                 NaN            NaN  0.470718                 NaN  0.862985        3.44828                 NaN            NaN
  1293.26        2500.00                 NaN   93.7869        1.57876                 NaN            NaN  0.454981                 NaN  0.840531        3.33879                 NaN            NaN
  1292.22        2500.00                 NaN   91.4367        2.00909                 NaN            NaN  0.612062                 NaN   1.14523        4.60897       0.187981                 NaN
  1291.18        2500.00                 NaN   88.9845        2.43948                 NaN            NaN  0.797777                 NaN   1.45980        5.93560       0.382802                 NaN
  1290.15        2500.00                 NaN   89.2880        2.35389                 NaN            NaN  0.802764                 NaN   1.41805        5.76709       0.370254                 NaN
  1289.11        2500.00                 NaN   89.5814        2.26550                 NaN            NaN  0.808855                 NaN   1.37781        5.60790       0.358496                 NaN
  1288.07        2500.00                 NaN   89.8638        2.19748                 NaN            NaN  0.799830                 NaN   1.33922        5.45353       0.346118                 NaN
  1287.04        2500.00                 NaN   90.0808        2.14397                 NaN            NaN  0.795288                 NaN   1.30887        5.33511       0.335996                 NaN
  1286.00        2500.00                 NaN   90.2531        2.10296                 NaN            NaN  0.788678                 NaN   1.28416        5.24364       0.327468                 NaN
  1284.97        2500.00                 NaN   90.3662        2.07707                 NaN            NaN  0.784972                 NaN   1.26680        5.18416       0.320787                 NaN
  1283.93        2500.00                 NaN   90.4308        2.06052                 NaN            NaN  0.782568                 NaN   1.25540        5.15477       0.315948                 NaN
  1282.89        2500.00                 NaN   90.3883        2.06624                 NaN            NaN  0.788303                 NaN   1.25732        5.18539       0.314421                 NaN
  1281.86        2500.00                 NaN   88.6425        2.29257                 NaN            NaN  0.985428                 NaN   1.50104        6.19595       0.382515                 NaN
  1280.82        2500.00                 NaN   87.6840        2.80290                 NaN            NaN  0.986840                 NaN   1.66955        6.42949       0.427191                 NaN
  1279.78        2500.00                 NaN   93.8215        1.28879                 NaN            NaN  0.449628                 NaN  0.675164        3.60799       0.156886                 NaN
  1278.75        2500.00                 NaN   87.7672        2.51560                 NaN            NaN   1.08412                 NaN   1.58604        6.66332       0.383686                 NaN
  1277.71        2500.00                 NaN   88.4566        2.50087                 NaN            NaN  0.920288                 NaN   1.46229        6.30711       0.352810                 NaN
  1276.68        2500.00                 NaN   87.3648        2.70353                 NaN            NaN  0.959181                 NaN   1.59289        6.98628       0.393281                 NaN
  1275.64        2500.00                 NaN   87.8173        2.15130                 NaN            NaN  0.523876       0.599261        1.55085        6.95115       0.406270                 NaN
  1274.60        2500.00                 NaN   85.1475        3.56696                 NaN            NaN  0.986689                 NaN   1.83080        8.03532       0.432758                 NaN
  1273.57        2500.00                 NaN   87.3014        2.80506                 NaN            NaN  0.888671                 NaN   1.58912        7.02789       0.387833                 NaN
  1272.53        2500.00                 NaN   89.3034        2.46908                 NaN            NaN  0.685690                 NaN   1.34224        5.87820       0.321385                 NaN
  1271.50        2500.00                 NaN   90.0191        2.32840                 NaN            NaN  0.638919                 NaN   1.25674        5.45944       0.297432                 NaN
  1270.46        2500.00                 NaN   90.9749        2.17135                 NaN            NaN  0.538240                 NaN   1.13893        4.91059       0.266005                 NaN
  1269.42        2500.00                 NaN   77.1515        5.20002                 NaN            NaN   1.65997                 NaN   2.86919        12.4173       0.702068                 NaN
  1268.39        2500.00                 NaN   99.9082       0.207197E-001            NaN            NaN  0.823518E-002            NaN  0.117198E-001  0.485506E-001  0.259384E-002            NaN
  1267.35        2500.00                 NaN   99.9905       0.491962E-002            NaN            NaN  0.147767E-002            NaN  0.252566E-002            NaN  0.608686E-003            NaN
  1266.31        2500.00                 NaN   99.9616       0.808276E-002            NaN            NaN            NaN            NaN  0.338501E-002  0.260295E-001  0.861432E-003            NaN
  1265.28        2500.00                 NaN   87.3495        3.89547                 NaN            NaN  0.164556                 NaN   1.61116        6.65365       0.325642                 NaN
  1264.24        2500.00                 NaN   88.6865        3.42658                 NaN            NaN  0.224034                 NaN   1.46972        5.91477       0.278429                 NaN
  1263.21        2500.00                 NaN   99.6113       0.124416                 NaN            NaN  0.370115E-002            NaN  0.495003E-001  0.201648       0.946123E-002            NaN
  1262.17        2500.00                 NaN   99.8370       0.340718E-001            NaN            NaN  0.157659E-001            NaN  0.221598E-001  0.866769E-001  0.437550E-002            NaN
  1261.13        2500.00                 NaN   89.5990        3.34618                 NaN            NaN            NaN            NaN   1.35638        5.45716       0.241241                 NaN
  1260.10        2500.00                 NaN   88.4877        1.15747        2.33530                 NaN            NaN            NaN   1.42721        6.28760       0.304729                 NaN
  1259.06        2500.00                 NaN  100.0000                 NaN            NaN            NaN  0.920732E-005            NaN  0.213681E-005  0.313348E-005            NaN            NaN
  1258.02        2500.00                 NaN   99.9999       0.107069E-004            NaN            NaN  0.190519E-004            NaN  0.126004E-004  0.298348E-004  0.153308E-005            NaN
  1256.99        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN  0.324948E-005  0.236873E-004  0.151113E-005            NaN
  1255.95        2500.00                 NaN   87.1257        4.43062       0.273615                 NaN            NaN            NaN   1.67004        6.20918       0.290859                 NaN
  1254.92        2500.00                 NaN   99.8470       0.503652E-001            NaN            NaN            NaN            NaN  0.179438E-001  0.797503E-001  0.489279E-002            NaN
  1253.88        2500.00                 NaN   99.9952                 NaN            NaN            NaN            NaN            NaN  0.371215E-003  0.364760E-002  0.798493E-003            NaN
  1252.84        2500.00                 NaN   99.9687       0.120170E-001            NaN            NaN            NaN            NaN  0.437180E-002  0.148921E-001            NaN            NaN
  1251.81        2500.00                 NaN   87.0592        4.30513                 NaN            NaN            NaN            NaN   1.69194        6.65343       0.290325                 NaN
  1250.77        2500.00                 NaN   99.8131       0.667898E-001            NaN            NaN            NaN            NaN  0.248864E-001  0.920270E-001  0.316682E-002            NaN
  1249.73        2500.00                 NaN   99.8969       0.468261E-001            NaN            NaN            NaN            NaN  0.177284E-001  0.362794E-001  0.224559E-002            NaN
  1248.70        2500.00                 NaN   99.8782       0.258448E-001            NaN            NaN            NaN            NaN  0.120677E-001  0.811519E-001  0.269334E-002            NaN
  1247.66        2500.00                 NaN   92.1775        2.17768       0.406119                 NaN            NaN            NaN   1.01835        4.03050       0.189859                 NaN
  1246.63        2500.00                 NaN   97.4255       0.833900                 NaN            NaN            NaN            NaN  0.322925        1.36569       0.520245E-001            NaN
  1245.59        2500.00                 NaN   97.3167       0.880017                 NaN            NaN            NaN            NaN  0.342609        1.39678       0.638836E-001            NaN
  1244.55        2500.00                 NaN   97.5179       0.821679                 NaN            NaN            NaN            NaN  0.323613        1.28336       0.534294E-001            NaN
  1243.52        2500.00                 NaN   97.0229       0.215968                 NaN            NaN            NaN            NaN  0.448679        2.12433       0.188093                 NaN
  1242.48        2500.00                 NaN   99.6140       0.191787E-001  0.827184E-001            NaN            NaN            NaN  0.640111E-001  0.213035       0.702908E-002            NaN
  1241.44        2500.00                 NaN   96.0201        2.08145                 NaN            NaN            NaN            NaN  0.437554        1.46094                 NaN            NaN
  1240.41        2500.00                 NaN   94.7034        1.80714                 NaN            NaN            NaN            NaN  0.694048        2.71901       0.763963E-001            NaN
  1239.37        2500.00                 NaN   99.4226       0.166962                 NaN            NaN            NaN            NaN  0.630941E-001  0.327898       0.194924E-001            NaN
  1238.34        2500.00                 NaN   99.4832       0.166170                 NaN            NaN            NaN            NaN  0.504838E-001  0.297116       0.300513E-002            NaN
  1237.30        2500.00                 NaN   96.9114       0.943273                 NaN            NaN            NaN            NaN  0.397864        1.68483       0.626780E-001            NaN
  1236.26        2500.00                 NaN   99.9999       0.369151E-004            NaN            NaN            NaN            NaN  0.122906E-004  0.438201E-004  0.215436E-005            NaN
  1235.23        2500.00                 NaN   95.1112       0.105353        1.55304                 NaN            NaN            NaN  0.616507        2.50956       0.104289                 NaN
  1234.19        2500.00                 NaN   99.9961       0.260681E-002            NaN            NaN            NaN            NaN            NaN            NaN  0.133094E-002            NaN
  1233.15        2500.00                 NaN   99.9626       0.897366E-002  0.838649E-003            NaN            NaN            NaN  0.490970E-002  0.226871E-001            NaN            NaN
  1232.12        2500.00                 NaN   97.1565       0.927646                 NaN            NaN            NaN            NaN  0.354685        1.49849       0.626321E-001            NaN
  1231.08        2500.00                 NaN   98.1928       0.504144                 NaN            NaN            NaN            NaN  0.229850        1.02665       0.465124E-001            NaN
  1230.05        2500.00                 NaN   98.7523       0.400101                 NaN            NaN            NaN            NaN  0.158443       0.662781       0.264098E-001            NaN
  1229.01        2500.00                 NaN   92.2397        1.55175                 NaN            NaN            NaN            NaN  0.750493        3.46271       0.847740E-001   1.91055     
  1227.97        2500.00                 NaN            NaN   15.7165                 NaN            NaN            NaN            NaN   8.53007        43.4567        1.07241        31.2242     
  1226.94        2500.00                 NaN            NaN   15.7159                 NaN            NaN            NaN            NaN   8.53073        43.4568        1.07246        31.2240     
  1225.90        2500.00                 NaN            NaN   15.7071                 NaN            NaN            NaN            NaN   8.53285        43.4629        1.07518        31.2220     
  1224.86        2500.00                 NaN            NaN   15.7168                 NaN            NaN            NaN            NaN   8.53132        43.4553        1.07224        31.2244     
  1223.83        2500.00                 NaN            NaN   15.7178                 NaN            NaN            NaN            NaN   8.53186        43.4540        1.07190        31.2245     
  1222.79        2500.00                 NaN            NaN   15.7092                 NaN            NaN            NaN            NaN   8.53908        43.4557        1.07391        31.2221     
  1221.76        2500.00                 NaN            NaN   15.7182                 NaN            NaN            NaN            NaN   8.53347        43.4526        1.07151        31.2243     
  1220.72        2500.00                 NaN            NaN   15.7175                 NaN            NaN            NaN            NaN   8.53461        43.4522        1.07160        31.2241     
  1219.68        2500.00                 NaN            NaN   15.7187                 NaN            NaN            NaN            NaN   8.53512        43.4505        1.07123        31.2244     
  1218.65        2500.00                 NaN            NaN   15.7144                 NaN            NaN            NaN            NaN   8.53561        43.4538        1.07278        31.2233     
  1217.61        2500.00                 NaN            NaN   15.7208                 NaN            NaN            NaN            NaN   8.53642        43.4475        1.07070        31.2246     
  1216.57        2500.00                 NaN            NaN   15.7216                 NaN            NaN            NaN            NaN   8.55268        43.4333        1.06873        31.2237     
  1215.54        2500.00                 NaN            NaN   15.7199                 NaN            NaN            NaN            NaN   8.53861        43.4465        1.07058        31.2244     
  1214.50        2500.00                 NaN            NaN   15.7202                 NaN            NaN            NaN            NaN   8.53712        43.4477        1.07052        31.2245     
  1213.47        2500.00                 NaN            NaN   15.7206                 NaN            NaN            NaN            NaN   8.53780        43.4467        1.07036        31.2246     
  1212.43        2500.00                 NaN            NaN   15.7209                 NaN            NaN            NaN            NaN   8.53850        43.4457        1.07022        31.2246     
  1211.39        2500.00                 NaN            NaN   15.7213                 NaN            NaN            NaN            NaN   8.53924        43.4448        1.07007        31.2246     
  1210.36        2500.00                 NaN            NaN   15.7216                 NaN            NaN            NaN            NaN   8.54002        43.4438        1.06992        31.2247     
  1209.32        2500.00                 NaN            NaN   15.7220                 NaN            NaN            NaN            NaN   8.54080        43.4427        1.06976        31.2247     
  1208.28        2500.00                 NaN            NaN   15.7224                 NaN            NaN            NaN            NaN   8.54161        43.4417        1.06959        31.2247     
  1207.25        2500.00                 NaN            NaN   15.7227                 NaN            NaN            NaN            NaN   8.54244        43.4407        1.06944        31.2248     
  1206.21        2500.00                 NaN            NaN   15.7400                 NaN            NaN            NaN            NaN   8.57852        43.3952        1.06048        31.2258     
  1205.18        2500.00                 NaN            NaN   15.7389                 NaN            NaN            NaN            NaN   8.59008        43.3863        1.05983        31.2249     
  1204.14        2500.00                 NaN            NaN   15.7279                 NaN            NaN            NaN            NaN   8.60010        43.3877        1.06211        31.2222     
  1203.10        2500.00                 NaN            NaN   15.7174                 NaN            NaN            NaN            NaN   8.54984        43.4391        1.07006        31.2236     
  1202.07        2500.00                 NaN            NaN   15.7404                 NaN            NaN            NaN            NaN   8.57977        43.3938        1.06016        31.2259     
  1201.03        2500.00                 NaN            NaN   15.7411                 NaN            NaN            NaN            NaN   8.58092        43.3921        1.05988        31.2260     
  1199.99        2500.00                 NaN            NaN   15.7259                 NaN            NaN            NaN            NaN   8.54917        43.4321        1.06778        31.2250     
