|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1357.51        500.000        98.6448                 NaN  0.333110       0.614148       0.415457E-002  0.403763                 NaN            NaN            NaN
  1356.01        500.000        98.6634                 NaN  0.334048       0.604293                 NaN  0.398263                 NaN            NaN            NaN
  1354.51        500.000        98.6750                 NaN  0.327343       0.600435       0.292409E-002  0.394288                 NaN            NaN            NaN
  1353.01        500.000        98.6988                 NaN  0.323026       0.591961                 NaN  0.386187                 NaN            NaN            NaN
  1351.50        500.000        98.7089                 NaN  0.319667       0.435489E-002  0.584128       0.382944                 NaN            NaN            NaN
  1350.00        500.000        98.7213                 NaN  0.329990       0.568644                 NaN  0.380056                 NaN            NaN            NaN
  1348.50        500.000        98.7332                 NaN  0.314701       0.531170E-002  0.572358       0.374410                 NaN            NaN            NaN
  1347.00        500.000        98.7553                 NaN  0.311873       0.564420                 NaN  0.368381                 NaN            NaN            NaN
  1345.50        500.000        98.7688                 NaN  0.311053       0.556744                 NaN  0.363381                 NaN            NaN            NaN
  1343.99        500.000        98.7601                 NaN  0.336228       0.535257                 NaN  0.368391                 NaN            NaN            NaN
  1342.49        500.000        98.8126                 NaN  0.286825       0.552881                 NaN  0.347658                 NaN            NaN            NaN
  1340.99        500.000        98.8071                 NaN  0.301129       0.541065                 NaN  0.350738                 NaN            NaN            NaN
  1339.49        500.000        98.8158                 NaN  0.300795       0.535304                 NaN  0.348131                 NaN            NaN            NaN
  1337.98        500.000        98.8380                 NaN  0.293928       0.527787                 NaN  0.340277                 NaN            NaN            NaN
  1336.48        500.000        98.8462                 NaN  0.291699       0.524310                 NaN  0.337746                 NaN            NaN            NaN
  1334.98        500.000        98.8578                 NaN  0.289745       0.518573                 NaN  0.333868                 NaN            NaN            NaN
  1333.48        500.000        98.8709                 NaN  0.285863       0.513967                 NaN  0.329300                 NaN            NaN            NaN
  1331.98        500.000        98.8820                 NaN  0.276648       0.224377E-001  0.493432       0.325497                 NaN            NaN            NaN
  1330.47        500.000        98.8964                 NaN  0.278965       0.503805                 NaN  0.320836                 NaN            NaN            NaN
  1328.97        500.000        98.9074                 NaN  0.277171       0.498298                 NaN  0.317125                 NaN            NaN            NaN
  1327.47        500.000        98.9159                 NaN  0.278392       0.490666                 NaN  0.315070                 NaN            NaN            NaN
  1325.97        500.000        98.9339                 NaN  0.272101       0.485782                 NaN  0.308211                 NaN            NaN            NaN
  1324.47        500.000        98.9432                 NaN  0.269818       0.481450                 NaN  0.305545                 NaN            NaN            NaN
  1322.96        500.000        98.9517                 NaN  0.267142       0.478781                 NaN  0.302356                 NaN            NaN            NaN
  1321.46        500.000        98.9657                 NaN  0.264721       0.471538                 NaN  0.298014                 NaN            NaN            NaN
  1319.96        500.000        98.9757                 NaN  0.262047       0.467647                 NaN  0.294646                 NaN            NaN            NaN
  1318.46        500.000        98.9861                 NaN  0.259613       0.463239                 NaN  0.291042                 NaN            NaN            NaN
  1316.95        500.000        98.9943                 NaN  0.258565       0.458706                 NaN  0.288460                 NaN            NaN            NaN
  1315.45        500.000        99.0102                 NaN  0.253018       0.453723                 NaN  0.283054                 NaN            NaN            NaN
  1313.95        500.000        99.0185                 NaN  0.250141       0.451129                 NaN  0.280259                 NaN            NaN            NaN
  1312.45        500.000        99.0283                 NaN  0.248648       0.446048                 NaN  0.277000                 NaN            NaN            NaN
  1310.95        500.000        99.0389                 NaN  0.245057       0.442664                 NaN  0.273413                 NaN            NaN            NaN
  1309.44        500.000        99.0486                 NaN  0.242923       0.438203                 NaN  0.270261                 NaN            NaN            NaN
  1307.94        500.000        99.0581                 NaN  0.237712       0.437092                 NaN  0.267049                 NaN            NaN            NaN
  1306.44        500.000        99.0702                 NaN  0.236887       0.429901                 NaN  0.263016                 NaN            NaN            NaN
  1304.94        500.000        99.0755                 NaN  0.236086       0.427257                 NaN  0.261189                 NaN            NaN            NaN
  1303.44        500.000        99.0890                 NaN  0.230756       0.423660                 NaN  0.256560                 NaN            NaN            NaN
  1301.93        500.000        99.0962                 NaN  0.228617       0.421021                 NaN  0.254137                 NaN            NaN            NaN
  1300.43        500.000        99.1060                 NaN  0.226579       0.416407                 NaN  0.251053                 NaN            NaN            NaN
  1298.93        500.000        99.1155                 NaN  0.223346       0.413280                 NaN  0.247854                 NaN            NaN            NaN
  1297.43        500.000        99.1239                 NaN  0.220955       0.410091                 NaN  0.245068                 NaN            NaN            NaN
  1295.92        500.000        99.1300                 NaN  0.218857       0.408446                 NaN  0.242670                 NaN            NaN            NaN
  1294.42        500.000        99.1427                 NaN  0.215122       0.403455                 NaN  0.238739                 NaN            NaN            NaN
  1292.92        500.000        99.1508                 NaN  0.211868       0.401273                 NaN  0.236070                 NaN            NaN            NaN
  1291.42        500.000        99.1581                 NaN  0.212816       0.395305                 NaN  0.233764                 NaN            NaN            NaN
  1289.92        500.000        99.1694                 NaN  0.205899       0.394943                 NaN  0.229764                 NaN            NaN            NaN
  1288.41        500.000        99.1763                 NaN  0.203715       0.392295                 NaN  0.227648                 NaN            NaN            NaN
  1286.91        500.000        99.1858                 NaN  0.198985       0.390675                 NaN  0.224521                 NaN            NaN            NaN
  1285.41        500.000        99.1936                 NaN  0.197780       0.386585                 NaN  0.222025                 NaN            NaN            NaN
  1283.91        500.000        99.2019                 NaN  0.194673       0.384144                 NaN  0.219259                 NaN            NaN            NaN
  1282.41        500.000        99.2101                 NaN  0.190750       0.382584                 NaN  0.216564                 NaN            NaN            NaN
  1280.90        500.000        99.2172                 NaN  0.189397       0.379033                 NaN  0.214367                 NaN            NaN            NaN
  1279.40        500.000        99.2257                 NaN  0.185662       0.377455                 NaN  0.211197                 NaN            NaN            NaN
  1277.90        500.000        99.2336                 NaN  0.182667       0.374892                 NaN  0.208870                 NaN            NaN            NaN
  1276.40        500.000        99.2407                 NaN  0.179677       0.373098                 NaN  0.206543                 NaN            NaN            NaN
  1274.89        500.000        99.2487                 NaN  0.175585       0.371783                 NaN  0.203891                 NaN            NaN            NaN
  1273.39        500.000        99.2565                 NaN  0.173386       0.368693                 NaN  0.201434                 NaN            NaN            NaN
  1271.89        500.000        99.2633                 NaN  0.170417       0.367074                 NaN  0.199224                 NaN            NaN            NaN
  1270.39        500.000        99.2714                 NaN  0.165356       0.366647                 NaN  0.196587                 NaN            NaN            NaN
  1268.89        500.000        99.2779                 NaN  0.163528       0.364056                 NaN  0.194490                 NaN            NaN            NaN
  1267.38        500.000        99.2853                 NaN  0.159741       0.362866                 NaN  0.192138                 NaN            NaN            NaN
  1265.88        500.000        99.2927                 NaN  0.158106       0.359343                 NaN  0.189842                 NaN            NaN            NaN
  1264.38        500.000        97.8957                 NaN  0.248912       0.633313                 NaN  0.334015       0.888016                 NaN            NaN
  1262.88        500.000        95.2718                 NaN  0.238863       0.501289       0.873737       0.605361        2.50890                 NaN            NaN
  1261.38        500.000        95.1711                 NaN  0.261484E-005  0.349560        1.35094       0.619472        2.50897                 NaN            NaN
  1259.87        500.000        95.3656                 NaN            NaN   1.33542       0.306832       0.597025        2.39509                 NaN            NaN
  1258.37        500.000        94.7453                 NaN  0.119008E-003   1.19528       0.562721       0.669600        2.71648       0.110478                 NaN
  1256.87        500.000        94.5956                 NaN  0.157357       0.580291       0.997252       0.690819        2.80717       0.171500                 NaN
  1255.37        500.000        94.8944                 NaN  0.243583       0.236451        1.14750       0.656721        2.65553       0.165791                 NaN
  1253.86        500.000        95.1568                 NaN  0.233816        1.11133       0.203123       0.624115        2.51465       0.156169                 NaN
  1252.36        500.000        95.3960                 NaN  0.222887        1.06839       0.184319       0.594156        2.38702       0.147268                 NaN
  1250.86        500.000        95.6134                 NaN  0.218079        1.05343       0.137449       0.566619        2.27146       0.139531                 NaN
  1249.36        500.000        95.8138                 NaN  0.209167        1.01935       0.118810       0.541190        2.16563       0.132064                 NaN
  1247.86        500.000        95.9984                 NaN  0.200664       0.987273       0.102654       0.517506        2.06843       0.125105                 NaN
  1246.35        500.000        96.1689                 NaN  0.193328       0.838953E-001  0.960683       0.495501        1.97896       0.118739                 NaN
  1244.85        500.000        96.3262                 NaN  0.185784       0.935151       0.685306E-001  0.474988        1.89661       0.112739                 NaN
  1243.35        500.000        96.4734                 NaN  0.177658       0.903627       0.626244E-001  0.455784        1.81973       0.107128                 NaN
  1241.85        500.000        96.6101                 NaN  0.164273       0.905096E-001  0.847373       0.437705        1.74856       0.101437                 NaN
  1240.34        500.000        96.7383                 NaN  0.166746       0.862336       0.319120E-001  0.420648        1.68303       0.970821E-001            NaN
  1238.84        500.000        96.8559                 NaN  0.148928       0.793101       0.847908E-001  0.404919        1.62061       0.917405E-001            NaN
  1237.34        500.000        96.9708                 NaN  0.142663       0.765079       0.826614E-001  0.389442        1.56203       0.872844E-001            NaN
  1235.84        500.000        97.0746                 NaN  0.132750       0.104173       0.721930       0.375551        1.50797       0.829786E-001            NaN
  1234.34        500.000        97.1740                 NaN  0.121723       0.673664       0.133315       0.361856        1.45679       0.786866E-001            NaN
  1232.83        500.000        97.2679                 NaN  0.110966       0.624345       0.165418       0.349240        1.40748       0.746609E-001            NaN
  1231.33        500.000        97.3555                 NaN  0.989852E-001  0.568789       0.206928       0.337025        1.36209       0.706671E-001            NaN
  1229.83        500.000        97.4375                 NaN  0.834864E-001  0.494275       0.273253       0.325832        1.31890       0.667608E-001            NaN
  1228.33        500.000        97.5198                 NaN  0.808025E-001  0.265125       0.478810       0.314503        1.27728       0.636316E-001            NaN
  1226.83        500.000        97.5896                 NaN  0.593271E-001  0.364534       0.383445       0.304736        1.23873       0.596407E-001            NaN
  1225.32        500.000        97.6562                 NaN  0.402303E-001  0.456864       0.292878       0.295561        1.20229       0.559621E-001            NaN
  1223.82        500.000        97.7206                 NaN  0.235440E-001  0.209575       0.539834       0.286635        1.16728       0.524927E-001            NaN
  1222.32        500.000        97.1670                 NaN            NaN  0.127421       0.725390       0.373034        1.53984       0.673504E-001            NaN
  1220.82        500.000        98.6617                 NaN  0.295901E-001  0.490598                 NaN  0.146716       0.640423       0.309743E-001            NaN
  1219.31        500.000        97.6970                 NaN  0.242198       0.487507                 NaN  0.283648        1.22437       0.653073E-001            NaN
  1217.81        500.000        96.9528                 NaN            NaN  0.967265                 NaN  0.393286        1.63616       0.504675E-001            NaN
  1216.31        500.000        99.1946                 NaN            NaN  0.213773       0.176464       0.798831E-001  0.308613       0.266674E-001            NaN
  1214.81        500.000        95.8188                 NaN  0.357321       0.461449                 NaN  0.645559        2.53487       0.181955                 NaN
  1213.31        500.000        99.2858                 NaN  0.494312E-001  0.389370                 NaN  0.908448E-001  0.171880       0.126941E-001            NaN
  1211.80        500.000        98.5943                 NaN  0.155297       0.526913                 NaN  0.934003E-001  0.630074                 NaN            NaN
