|6.6.6
Archiving\03_Data\fracLP/QFM_m0.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1904.76        500.000        99.1686                 NaN  0.831386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.1686                 NaN  0.831384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.1686                 NaN  0.831382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.1686                 NaN  0.831380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.1686                 NaN  0.831378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.1686                 NaN  0.831376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.1686                 NaN  0.831374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.1686                 NaN  0.831372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.1686                 NaN  0.831370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.1686                 NaN  0.831367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.1686                 NaN  0.831365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.1686                 NaN  0.831363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1686                 NaN  0.831361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.1686                 NaN  0.831358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.1686                 NaN  0.831356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.1686                 NaN  0.831354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1686                 NaN  0.831352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1687                 NaN  0.831349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1687                 NaN  0.831347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1687                 NaN  0.831344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1687                 NaN  0.831342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1687                 NaN  0.831340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1687                 NaN  0.831337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1687                 NaN  0.831335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1687                 NaN  0.831332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1687                 NaN  0.831330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1687                 NaN  0.831327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1687                 NaN  0.831325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1687                 NaN  0.831322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1687                 NaN  0.831320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1687                 NaN  0.831317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1687                 NaN  0.831314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1687                 NaN  0.831312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1687                 NaN  0.831309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1687                 NaN  0.831306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1687                 NaN  0.831304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1650                 NaN  0.831301       0.371607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1510                 NaN  0.831328       0.176493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1511                 NaN  0.831472       0.174410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1510                 NaN  0.831614       0.173749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1509                 NaN  0.831755       0.173233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1511                 NaN  0.831895       0.169890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1510                 NaN  0.832033       0.169612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1510                 NaN  0.832171       0.168561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1509                 NaN  0.832308       0.167488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1537                 NaN  0.832452       0.137999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1482                 NaN  0.832555       0.192399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1508                 NaN  0.832712       0.165328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1511                 NaN  0.832846       0.160957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1509                 NaN  0.832976       0.161127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1508                 NaN  0.833107       0.160821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1509                 NaN  0.833237       0.158256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1508                 NaN  0.833366       0.157869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1509                 NaN  0.833493       0.156138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1508                 NaN  0.833620       0.155458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1508                 NaN  0.833746       0.154338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1508                 NaN  0.833871       0.153181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1508                 NaN  0.833995       0.151754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1570                 NaN  0.834119       0.891938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1454                 NaN  0.834188       0.203665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1501                 NaN  0.834354       0.155645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1508                 NaN  0.834480       0.147632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1508                 NaN  0.834599       0.146103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        98.6496                 NaN  0.834728       0.140151E-001  0.501621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3439                 NaN            NaN  0.140047E-001  0.642104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3390                 NaN            NaN  0.139888E-001  0.646997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3334                 NaN            NaN  0.139952E-001  0.652619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3253                 NaN            NaN  0.140340E-001  0.660669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3255                 NaN            NaN  0.139059E-001  0.660582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3169                 NaN            NaN  0.139962E-001  0.669150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3127                 NaN            NaN  0.139505E-001  0.673396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3067                 NaN            NaN  0.139549E-001  0.679355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3006                 NaN            NaN  0.139599E-001  0.685404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2941                 NaN            NaN  0.139663E-001  0.691934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2914                 NaN            NaN  0.139063E-001  0.694720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2833                 NaN            NaN  0.139523E-001  0.702764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2782                 NaN            NaN  0.139331E-001  0.707830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2709                 NaN            NaN  0.139626E-001  0.715094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2676                 NaN            NaN  0.139063E-001  0.718541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2614                 NaN            NaN  0.139183E-001  0.724657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2545                 NaN            NaN  0.139288E-001  0.731577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2488                 NaN            NaN  0.139273E-001  0.737269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2410                 NaN            NaN  0.139554E-001  0.745061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2387                 NaN            NaN  0.139013E-001  0.747350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2319                 NaN            NaN  0.139277E-001  0.754196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2270                 NaN            NaN  0.139096E-001  0.759085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2219                 NaN            NaN  0.139151E-001  0.764202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2157                 NaN            NaN  0.139356E-001  0.770316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2110                 NaN            NaN  0.139068E-001  0.775136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2055                 NaN            NaN  0.139193E-001  0.780578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2014                 NaN            NaN  0.139061E-001  0.784680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1957                 NaN            NaN  0.139203E-001  0.790369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1912                 NaN            NaN  0.139145E-001  0.794931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1878                 NaN            NaN  0.139085E-001  0.798247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1819                 NaN            NaN  0.139359E-001  0.804126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1795                 NaN            NaN  0.138955E-001  0.806632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1766                 NaN            NaN  0.139080E-001  0.809488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1720                 NaN            NaN  0.139063E-001  0.814116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1669                 NaN            NaN  0.139405E-001  0.819170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1674                 NaN            NaN  0.138670E-001  0.818757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1622                 NaN            NaN  0.139004E-001  0.823896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1596                 NaN            NaN  0.139080E-001  0.826519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1564                 NaN            NaN  0.139182E-001  0.829706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1330                 NaN            NaN  0.142441E-001  0.852764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1764                 NaN            NaN  0.135139E-001  0.810038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1559                 NaN            NaN  0.138438E-001  0.830214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1491                 NaN            NaN  0.139008E-001  0.836969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1404                 NaN            NaN  0.140434E-001  0.845589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1649                 NaN            NaN  0.136235E-001  0.821520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        97.4065                 NaN            NaN  0.421936E-001   2.55132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9994                 NaN            NaN  0.641237E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2152                 NaN            NaN  0.118592E-001  0.772974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.4487                 NaN            NaN  0.996912E-002  0.411261        1.13011                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.8378                 NaN            NaN  0.614443E-002  0.265812E-001   2.12943                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        97.6767                 NaN            NaN  0.647886E-002  0.217227E-001   2.29513                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.1062                 NaN            NaN  0.485958E-002  0.130114E-001   1.87595                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        97.9434                 NaN            NaN  0.521567E-002  0.872960E-002   2.04270                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        97.9787                 NaN            NaN  0.484133E-002  0.175342E-001   1.99895                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.0093                 NaN            NaN  0.444859E-002  0.420681E-003   1.98584                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.0397                 NaN            NaN  0.414384E-002            NaN   1.95612                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.0721                 NaN            NaN  0.396138E-002  0.102865E-005   1.92394                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.1018                 NaN            NaN  0.366850E-002            NaN   1.89456                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        97.8366                 NaN            NaN  0.424933E-002  0.621281E-001   2.09699                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4589                 NaN            NaN  0.261787E-002            NaN   1.53844                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.1814                 NaN            NaN  0.277406E-002            NaN   1.81586                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.2145                 NaN            NaN  0.265726E-002            NaN   1.78285                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.2376                 NaN            NaN  0.231278E-002            NaN   1.76004                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.2606                 NaN            NaN  0.219367E-002            NaN   1.73724                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.2828                 NaN            NaN  0.190715E-002            NaN   1.71525                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.3090                 NaN            NaN  0.159984E-002            NaN   1.68943                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.3303                 NaN            NaN  0.134346E-002            NaN   1.66836                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.3494                 NaN            NaN  0.985367E-003            NaN   1.64958                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.3737                 NaN            NaN  0.785356E-003            NaN   1.62555                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.3930                 NaN            NaN  0.723529E-003            NaN   1.60632                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4128                 NaN            NaN  0.400161E-003            NaN   1.58678                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.4313                 NaN            NaN  0.313376E-003            NaN   1.56837                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.4496                 NaN            NaN  0.143835E-002            NaN   1.54896                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.4703                 NaN            NaN  0.677664E-003            NaN   1.52899                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.4810                 NaN            NaN            NaN            NaN   1.51898                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.4994                 NaN            NaN            NaN            NaN   1.50058                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5186                 NaN            NaN            NaN            NaN   1.48136                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5335                 NaN            NaN  0.319744E-003            NaN   1.46619                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5470                 NaN            NaN            NaN            NaN   1.45305                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.5578                 NaN            NaN            NaN            NaN   1.44218                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.5742                 NaN            NaN  0.745021E-003            NaN   1.42509                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.5881                 NaN            NaN            NaN            NaN   1.41186                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.5961                 NaN            NaN            NaN            NaN   1.40394                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.6105                 NaN            NaN  0.157247E-002            NaN   1.38789                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.6182                 NaN            NaN            NaN            NaN   1.38177                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.6320                 NaN            NaN            NaN            NaN   1.36796                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.4957                 NaN            NaN            NaN            NaN   1.50433                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.7857                 NaN            NaN            NaN            NaN   1.21434                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.2295                 NaN            NaN            NaN            NaN            NaN   1.77049                 NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.0943                 NaN            NaN            NaN            NaN            NaN   1.90575                 NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        97.5192                 NaN            NaN  0.159819E-001            NaN            NaN  0.955123        1.50971                 NaN            NaN            NaN            NaN
  1513.78        500.000        97.0463                 NaN            NaN  0.170625E-001            NaN            NaN  0.846119        2.09056                 NaN            NaN            NaN            NaN
  1511.28        500.000        97.1143                 NaN            NaN  0.150930E-001            NaN  0.792612E-001  0.712557        2.07875                 NaN            NaN            NaN            NaN
  1508.77        500.000        97.1313                 NaN            NaN  0.444133E-002            NaN  0.675511        2.18874                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.2034                 NaN            NaN  0.375342E-002            NaN  0.659909        2.13294                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.2742                 NaN            NaN  0.293796E-002            NaN  0.654255        2.06860                 NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.3403                 NaN            NaN  0.230596E-002            NaN  0.640823        2.01653                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.4038                 NaN            NaN  0.161449E-002            NaN  0.632184        1.96241                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.4674                 NaN            NaN  0.109985E-002            NaN  0.615041        1.91651                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.5256                 NaN            NaN  0.462744E-003            NaN  0.605941        1.86801                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.5824                 NaN            NaN  0.437278E-004            NaN  0.588339        1.82924                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.6392                 NaN            NaN  0.111052E-002            NaN  0.568488        1.79118                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.6888                 NaN            NaN            NaN            NaN  0.555096        1.75609                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.7388                 NaN            NaN            NaN            NaN  0.536730        1.72444                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.7839                 NaN            NaN            NaN            NaN  0.516090        1.70001                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.8385                 NaN            NaN  0.994700E-003            NaN  0.502180        1.65831                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.8784                 NaN            NaN            NaN            NaN  0.485631        1.63597                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.9244                 NaN            NaN            NaN            NaN  0.477855        1.59777                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        97.9614                 NaN            NaN            NaN            NaN  0.455535        1.58303                 NaN            NaN            NaN            NaN            NaN
