|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1515.72        2500.00                 NaN   99.1067                 NaN            NaN            NaN            NaN  0.893321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.11        2500.00                 NaN   99.2631                 NaN            NaN            NaN            NaN  0.736865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.50        2500.00                 NaN   99.2538                 NaN            NaN            NaN            NaN  0.746166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.90        2500.00                 NaN   99.2871                 NaN            NaN            NaN            NaN  0.107166E-001  0.702175                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.29        2500.00                 NaN   99.8365                 NaN            NaN            NaN            NaN  0.163460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.68        2500.00                 NaN   97.8788                 NaN            NaN            NaN            NaN   1.00643        1.11481                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        2500.00                 NaN   98.8373                 NaN            NaN            NaN            NaN  0.742495       0.420156                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.47        2500.00                 NaN   98.8490                 NaN            NaN            NaN            NaN  0.414877       0.736129                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.86        2500.00                 NaN   98.8560                 NaN            NaN            NaN  0.171071E-002  0.736513       0.405781                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.26        2500.00                 NaN   98.8172                 NaN            NaN            NaN  0.149093E-001  0.367185       0.800664                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.65        2500.00                 NaN   98.8302                 NaN            NaN            NaN  0.146774E-001  0.790970       0.364202                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.04        2500.00                 NaN   98.8470                 NaN            NaN            NaN  0.143307E-001  0.778592       0.360109                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.44        2500.00                 NaN   98.8593                 NaN            NaN            NaN  0.140541E-001  0.769861       0.356737                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        2500.00                 NaN   98.8726                 NaN            NaN            NaN  0.137755E-001  0.759948       0.353653                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.22        2500.00                 NaN   98.8860                 NaN            NaN            NaN  0.135084E-001  0.349422       0.751095                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.62        2500.00                 NaN   98.8990                 NaN            NaN            NaN  0.132807E-001  0.346331       0.741424                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.01        2500.00                 NaN   98.9108                 NaN            NaN            NaN  0.130484E-001  0.343503       0.732688                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.40        2500.00                 NaN   98.9237                 NaN            NaN            NaN  0.127825E-001  0.723565       0.339951                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.80        2500.00                 NaN   98.9360                 NaN            NaN            NaN  0.125471E-001  0.336684       0.714734                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.19        2500.00                 NaN   98.9470                 NaN            NaN            NaN  0.123397E-001  0.707098       0.333593                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        2500.00                 NaN   98.9580                 NaN            NaN            NaN  0.121101E-001  0.330774       0.699098                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.98        2500.00                 NaN   98.9694                 NaN            NaN            NaN  0.118649E-001  0.327327       0.691412                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.37        2500.00                 NaN   98.9797                 NaN            NaN            NaN  0.115822E-001  0.323824       0.684850                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.76        2500.00                 NaN   98.9940                 NaN            NaN            NaN  0.113655E-001  0.674816       0.319808                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00                 NaN   99.0015                 NaN            NaN            NaN  0.111864E-001  0.317464       0.669849                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.55        2500.00                 NaN   99.0120                 NaN            NaN            NaN  0.110057E-001  0.314136       0.662888                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.94        2500.00                 NaN   99.0218                 NaN            NaN            NaN  0.107815E-001  0.311441       0.655938                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN   99.0314                 NaN            NaN            NaN  0.105598E-001  0.649576       0.308445                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.73        2500.00                 NaN   99.0418                 NaN            NaN            NaN  0.103906E-001  0.642991       0.304852                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.12        2500.00                 NaN   99.0491                 NaN            NaN            NaN  0.101593E-001  0.638111       0.302649                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.52        2500.00                 NaN   99.0614                 NaN            NaN            NaN  0.993754E-002  0.298855       0.629847                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.91        2500.00                 NaN   96.9829                 NaN            NaN            NaN  0.529244E-001   1.04453       0.997442                 NaN            NaN  0.922223                 NaN            NaN            NaN
  1464.30        2500.00                 NaN   95.6816                 NaN            NaN            NaN  0.798847E-001   1.43569        1.28290                 NaN            NaN   1.51996                 NaN            NaN            NaN
  1462.70        2500.00                 NaN   95.9054                 NaN            NaN            NaN  0.752661E-001   1.21590        1.36136                 NaN            NaN   1.44202                 NaN            NaN            NaN
  1461.09        2500.00                 NaN   96.1117                 NaN            NaN            NaN  0.709989E-001   1.15412        1.29294                 NaN            NaN   1.37029                 NaN            NaN            NaN
  1459.49        2500.00                 NaN   96.2978                 NaN            NaN            NaN  0.672099E-001   1.09830        1.23121                 NaN            NaN   1.30547                 NaN            NaN            NaN
  1457.88        2500.00                 NaN   96.4688                 NaN            NaN            NaN  0.636690E-001   1.04689        1.17438                 NaN            NaN   1.24626                 NaN            NaN            NaN
  1456.27        2500.00                 NaN   96.6276                 NaN            NaN            NaN  0.604157E-001   1.12237       0.998851                 NaN            NaN   1.19075                 NaN            NaN            NaN
  1454.67        2500.00                 NaN   96.7732                 NaN            NaN            NaN  0.574987E-001  0.954543        1.07480                 NaN            NaN   1.13997                 NaN            NaN            NaN
  1453.06        2500.00                 NaN   96.9078                 NaN            NaN            NaN  0.547439E-001  0.914514        1.03002                 NaN            NaN   1.09290                 NaN            NaN            NaN
  1451.45        2500.00                 NaN   97.0329                 NaN            NaN            NaN  0.521534E-001  0.876834       0.989067                 NaN            NaN   1.04906                 NaN            NaN            NaN
  1449.85        2500.00                 NaN   97.1488                 NaN            NaN            NaN  0.497921E-001  0.950595       0.842314                 NaN            NaN   1.00851                 NaN            NaN            NaN
  1448.24        2500.00                 NaN   97.2585                 NaN            NaN            NaN  0.475836E-001  0.914793       0.809008                 NaN            NaN  0.970120                 NaN            NaN            NaN
  1446.63        2500.00                 NaN   97.3580                 NaN            NaN            NaN  0.454953E-001  0.778447       0.882659                 NaN            NaN  0.935356                 NaN            NaN            NaN
  1445.03        2500.00                 NaN   97.4548                 NaN            NaN            NaN  0.435513E-001  0.749703       0.850688                 NaN            NaN  0.901305                 NaN            NaN            NaN
  1443.42        2500.00                 NaN   97.5432                 NaN            NaN            NaN  0.417486E-001  0.722824       0.821835                 NaN            NaN  0.870391                 NaN            NaN            NaN
  1441.81        2500.00                 NaN   97.6276                 NaN            NaN            NaN  0.400576E-001  0.794805       0.696926                 NaN            NaN  0.840658                 NaN            NaN            NaN
  1440.21        2500.00                 NaN   97.7060                 NaN            NaN            NaN  0.384380E-001  0.673378       0.769087                 NaN            NaN  0.813105                 NaN            NaN            NaN
  1438.60        2500.00                 NaN   97.7803                 NaN            NaN            NaN  0.369416E-001  0.744966       0.650846                 NaN            NaN  0.786935                 NaN            NaN            NaN
  1436.99        2500.00                 NaN   97.8493                 NaN            NaN            NaN  0.355761E-001  0.629774       0.722493                 NaN            NaN  0.762880                 NaN            NaN            NaN
  1435.39        2500.00                 NaN   97.9197                 NaN            NaN            NaN  0.340499E-001  0.608424       0.700084                 NaN            NaN  0.737759                 NaN            NaN            NaN
  1433.78        2500.00                 NaN   97.9803                 NaN            NaN            NaN  0.328383E-001  0.589801       0.680724                 NaN            NaN  0.716340                 NaN            NaN            NaN
  1432.17        2500.00                 NaN   98.0420                 NaN            NaN            NaN  0.315928E-001  0.660862       0.571211                 NaN            NaN  0.694374                 NaN            NaN            NaN
  1430.57        2500.00                 NaN   98.0979                 NaN            NaN            NaN  0.304233E-001  0.643089       0.553950                 NaN            NaN  0.674638                 NaN            NaN            NaN
  1428.96        2500.00                 NaN   98.1516                 NaN            NaN            NaN  0.292990E-001  0.626103       0.537135                 NaN            NaN  0.655833                 NaN            NaN            NaN
  1427.35        2500.00                 NaN   98.2041                 NaN            NaN            NaN  0.282701E-001  0.609143       0.521454                 NaN            NaN  0.637010                 NaN            NaN            NaN
  1425.75        2500.00                 NaN   98.2513                 NaN            NaN            NaN  0.272995E-001  0.506860       0.593763                 NaN            NaN  0.620762                 NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.3018                 NaN            NaN            NaN  0.262495E-001  0.491474       0.578205                 NaN            NaN  0.602263                 NaN            NaN            NaN
  1422.53        2500.00                 NaN   98.3448                 NaN            NaN            NaN  0.253724E-001  0.564394       0.478397                 NaN            NaN  0.587013                 NaN            NaN            NaN
  1420.93        2500.00                 NaN   98.3874                 NaN            NaN            NaN  0.244636E-001  0.464864       0.551316                 NaN            NaN  0.571932                 NaN            NaN            NaN
  1419.32        2500.00                 NaN   98.4291                 NaN            NaN            NaN  0.236723E-001  0.452345       0.537878                 NaN            NaN  0.557053                 NaN            NaN            NaN
  1417.71        2500.00                 NaN   98.4684                 NaN            NaN            NaN  0.228361E-001  0.440211       0.525560                 NaN            NaN  0.542996                 NaN            NaN            NaN
  1416.11        2500.00                 NaN   98.5056                 NaN            NaN            NaN  0.220831E-001  0.428733       0.513841                 NaN            NaN  0.529732                 NaN            NaN            NaN
  1414.50        2500.00                 NaN   98.5421                 NaN            NaN            NaN  0.213471E-001  0.502312       0.417669                 NaN            NaN  0.516600                 NaN            NaN            NaN
  1412.89        2500.00                 NaN   98.5770                 NaN            NaN            NaN  0.206208E-001  0.406660       0.491587                 NaN            NaN  0.504163                 NaN            NaN            NaN
  1411.29        2500.00                 NaN   98.6103                 NaN            NaN            NaN  0.198748E-001  0.481325       0.396232                 NaN            NaN  0.492233                 NaN            NaN            NaN
  1409.68        2500.00                 NaN   98.6419                 NaN            NaN            NaN  0.192169E-001  0.386556       0.471402                 NaN            NaN  0.480962                 NaN            NaN            NaN
  1408.07        2500.00                 NaN   98.6731                 NaN            NaN            NaN  0.185379E-001  0.376578       0.462174                 NaN            NaN  0.469586                 NaN            NaN            NaN
  1406.47        2500.00                 NaN   98.7025                 NaN            NaN            NaN  0.179318E-001  0.453066       0.367384                 NaN            NaN  0.459155                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.7299                 NaN            NaN            NaN  0.173596E-001  0.358898       0.444542                 NaN            NaN  0.449299                 NaN            NaN            NaN
  1403.25        2500.00                 NaN   98.7604                 NaN            NaN            NaN  0.167349E-001  0.349309       0.435367                 NaN            NaN  0.438166                 NaN            NaN            NaN
  1401.65        2500.00                 NaN   98.7856                 NaN            NaN            NaN  0.162234E-001  0.341298       0.427730                 NaN            NaN  0.429121                 NaN            NaN            NaN
  1400.04        2500.00                 NaN   98.8114                 NaN            NaN            NaN  0.156386E-001  0.419708       0.333481                 NaN            NaN  0.419774                 NaN            NaN            NaN
  1398.43        2500.00                 NaN   98.8193                 NaN            NaN            NaN  0.153961E-001  0.418895       0.328490                 NaN            NaN  0.417896                 NaN            NaN            NaN
  1396.83        2500.00                 NaN   98.8761                 NaN            NaN            NaN  0.143406E-001  0.398733       0.315295                 NaN            NaN  0.395569                 NaN            NaN            NaN
  1395.22        2500.00                 NaN   98.8830                 NaN            NaN            NaN  0.141058E-001  0.310427       0.398500                 NaN            NaN  0.393971                 NaN            NaN            NaN
  1393.61        2500.00                 NaN   98.9050                 NaN            NaN            NaN  0.136635E-001  0.303743       0.391519                 NaN            NaN  0.386059                 NaN            NaN            NaN
  1392.01        2500.00                 NaN   98.9276                 NaN            NaN            NaN  0.131465E-001  0.385060       0.296417                 NaN            NaN  0.377808                 NaN            NaN            NaN
  1390.40        2500.00                 NaN   98.9478                 NaN            NaN            NaN  0.127054E-001  0.289694       0.379283                 NaN            NaN  0.370485                 NaN            NaN            NaN
  1388.80        2500.00                 NaN   98.9682                 NaN            NaN            NaN  0.122693E-001  0.283525       0.373000                 NaN            NaN  0.363043                 NaN            NaN            NaN
  1387.19        2500.00                 NaN   98.9875                 NaN            NaN            NaN  0.118664E-001  0.367179       0.277415                 NaN            NaN  0.356080                 NaN            NaN            NaN
  1385.58        2500.00                 NaN   99.0072                 NaN            NaN            NaN  0.113955E-001  0.270916       0.361617                 NaN            NaN  0.348847                 NaN            NaN            NaN
  1383.98        2500.00                 NaN   99.0254                 NaN            NaN            NaN  0.110597E-001  0.356042       0.265199                 NaN            NaN  0.342258                 NaN            NaN            NaN
  1382.37        2500.00                 NaN   99.0431                 NaN            NaN            NaN  0.106568E-001  0.350832       0.259633                 NaN            NaN  0.335794                 NaN            NaN            NaN
  1380.76        2500.00                 NaN   99.0606                 NaN            NaN            NaN  0.102400E-001  0.346151       0.253662                 NaN            NaN  0.329369                 NaN            NaN            NaN
  1379.16        2500.00                 NaN   99.0773                 NaN            NaN            NaN  0.987335E-002  0.248457       0.341107                 NaN            NaN  0.323274                 NaN            NaN            NaN
  1377.55        2500.00                 NaN   99.0936                 NaN            NaN            NaN  0.950835E-002  0.243140       0.336437                 NaN            NaN  0.317316                 NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.1082                 NaN            NaN            NaN  0.920033E-002  0.237939       0.332513                 NaN            NaN  0.312179                 NaN            NaN            NaN
  1374.34        2500.00                 NaN   99.1259                 NaN            NaN            NaN  0.880794E-002  0.232994       0.326948                 NaN            NaN  0.305363                 NaN            NaN            NaN
  1372.73        2500.00                 NaN   99.1401                 NaN            NaN            NaN  0.845708E-002  0.228051       0.323141                 NaN            NaN  0.300213                 NaN            NaN            NaN
  1371.12        2500.00                 NaN   99.1542                 NaN            NaN            NaN  0.815110E-002  0.319195       0.223409                 NaN            NaN  0.295067                 NaN            NaN            NaN
  1369.52        2500.00                 NaN   99.1684                 NaN            NaN            NaN  0.782078E-002  0.218544       0.315372                 NaN            NaN  0.289878                 NaN            NaN            NaN
  1367.91        2500.00                 NaN   99.1822                 NaN            NaN            NaN  0.746340E-002  0.213775       0.311802                 NaN            NaN  0.284787                 NaN            NaN            NaN
  1366.30        2500.00                 NaN   99.1950                 NaN            NaN            NaN  0.714151E-002  0.308173       0.209613                 NaN            NaN  0.280101                 NaN            NaN            NaN
  1364.70        2500.00                 NaN   99.2088                 NaN            NaN            NaN  0.687175E-002  0.205104       0.304271                 NaN            NaN  0.274956                 NaN            NaN            NaN
  1363.09        2500.00                 NaN   99.2204                 NaN            NaN            NaN  0.660231E-002  0.300935       0.201354                 NaN            NaN  0.270715                 NaN            NaN            NaN
  1361.48        2500.00                 NaN   99.2341                 NaN            NaN            NaN  0.626974E-002  0.196728       0.297350                 NaN            NaN  0.265602                 NaN            NaN            NaN
  1359.88        2500.00                 NaN   99.2453                 NaN            NaN            NaN  0.602092E-002  0.294126       0.192980                 NaN            NaN  0.261532                 NaN            NaN            NaN
  1358.27        2500.00                 NaN   99.2572                 NaN            NaN            NaN  0.575872E-002  0.188879       0.290999                 NaN            NaN  0.257212                 NaN            NaN            NaN
