|6.6.6
Archiving\03_Data\eq/QFM/GRV/GRV_1.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        pnt           
  1926.28        2500.00        99.1693       0.830745                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1693       0.830742                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1693       0.830739                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1693       0.830735                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1693       0.830732                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1693       0.830728                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1693       0.830725                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1693       0.830721                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1693       0.830718                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1693       0.830714                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1693       0.830710                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1693       0.830707                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1693       0.830703                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1693       0.830699                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1693       0.830695                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1693       0.830691                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1693       0.830688                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1693       0.830684                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1693       0.830680                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1693       0.830675                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1693       0.830671                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1693       0.830667                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1693       0.830663                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1693       0.830659                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1693       0.830655                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1693       0.830651                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1694       0.830646                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1694       0.830642                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1512       0.830637       0.181511E-001            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1279       0.830631       0.414436E-001            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1051       0.830626       0.642823E-001            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0823       0.830620       0.871206E-001            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0594       0.830615       0.109959                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0366       0.830609       0.132796                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0148       0.830603       0.154581                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        98.9930       0.830597       0.176366                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        98.9713       0.830591       0.198151                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        98.9495       0.830585       0.219935                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        98.9277       0.830579       0.241718                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        98.9059       0.830573       0.263502                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        98.8841       0.830568       0.285285                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        98.8624       0.830562       0.307068                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        98.8418       0.830555       0.327609                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        98.8213       0.830549       0.348150                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        98.8008       0.830542       0.368691                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        98.7802       0.830536       0.389231                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        98.7597       0.830529       0.409772                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        98.7392       0.830523       0.430311                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        98.7186       0.830517       0.450851                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        98.6981       0.830510       0.471390                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        98.6785       0.830503       0.491002                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        98.6589       0.830496       0.510613                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        98.6393       0.830490       0.530224                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        98.6197       0.830483       0.549834                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        98.6000       0.830475       0.569481                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        98.3403       0.830476       0.587791       0.241432                 NaN            NaN            NaN            NaN
  1746.79        2500.00        97.5405       0.830494       0.604751        1.02426                 NaN            NaN            NaN            NaN
  1743.59        2500.00        96.7407       0.830511       0.621711        1.80711                 NaN            NaN            NaN            NaN
  1740.38        2500.00        95.9270       0.830530       0.637859        2.60463                 NaN            NaN            NaN            NaN
  1737.18        2500.00        95.1133       0.830550       0.654009        3.40218                 NaN            NaN            NaN            NaN
  1733.97        2500.00        94.2995       0.830569       0.670158        4.19978                 NaN            NaN            NaN            NaN
  1730.77        2500.00        93.4857       0.830588       0.686309        4.99740                 NaN            NaN            NaN            NaN
  1727.56        2500.00        92.6719       0.830607       0.702460        5.79507                 NaN            NaN            NaN            NaN
  1724.36        2500.00        91.8580       0.830626       0.718612        6.59277                 NaN            NaN            NaN            NaN
  1721.15        2500.00        91.0441       0.830646       0.734765        7.39051                 NaN            NaN            NaN            NaN
  1717.95        2500.00        90.2301       0.830665       0.750919        8.18829                 NaN            NaN            NaN            NaN
  1714.74        2500.00        89.4017       0.830686       0.765837        9.00183                 NaN            NaN            NaN            NaN
  1711.54        2500.00        88.5731       0.830708       0.780755        9.81541                 NaN            NaN            NaN            NaN
  1708.33        2500.00        87.7446       0.830729       0.795675        10.6290                 NaN            NaN            NaN            NaN
  1705.13        2500.00        86.9160       0.830751       0.810595        11.4427                 NaN            NaN            NaN            NaN
  1701.92        2500.00        86.0873       0.830772       0.825516        12.2564                 NaN            NaN            NaN            NaN
  1698.72        2500.00        85.2586       0.830794       0.840437        13.0702                 NaN            NaN            NaN            NaN
  1695.51        2500.00        84.4299       0.830815       0.855360        13.8840                 NaN            NaN            NaN            NaN
  1692.31        2500.00        83.6011       0.830837       0.870283        14.6978                 NaN            NaN            NaN            NaN
  1689.10        2500.00        82.7829       0.830859       0.883902        15.5023                 NaN            NaN            NaN            NaN
  1685.90        2500.00        81.9647       0.830882       0.897521        16.3069                 NaN            NaN            NaN            NaN
  1682.69        2500.00        81.1465       0.830905       0.911141        17.1115                 NaN            NaN            NaN            NaN
  1679.49        2500.00        80.3282       0.830928       0.924762        17.9161                 NaN            NaN            NaN            NaN
  1676.28        2500.00        79.5098       0.830951       0.938384        18.7208                 NaN            NaN            NaN            NaN
  1673.08        2500.00        78.6915       0.830973       0.952006        19.5256                 NaN            NaN            NaN            NaN
  1669.87        2500.00        77.8730       0.830996       0.965630        20.3304                 NaN            NaN            NaN            NaN
  1666.67        2500.00        77.0545       0.831019       0.979254        21.1352                 NaN            NaN            NaN            NaN
  1663.46        2500.00        75.9285       0.831045       0.991875        21.8345       0.414057                 NaN            NaN            NaN
  1660.26        2500.00        73.5276       0.831084        1.00344        22.1417        2.49623                 NaN            NaN            NaN
  1657.05        2500.00        71.2929       0.831120        1.01355        22.4251        4.43738                 NaN            NaN            NaN
  1653.85        2500.00        69.0580       0.831156        1.02367        22.7085        6.37869                 NaN            NaN            NaN
  1650.64        2500.00        67.1032       0.831188        1.03112        22.9512        8.08325                 NaN            NaN            NaN
  1647.44        2500.00        65.1483       0.831220        1.03856        23.1939        9.78795                 NaN            NaN            NaN
  1644.23        2500.00        63.1933       0.831252        1.04600        23.4367        11.4928                 NaN            NaN            NaN
  1641.03        2500.00        61.2381       0.831284        1.05345        23.6794        13.1977                 NaN            NaN            NaN
  1637.82        2500.00        59.6837       0.831311        1.05655        23.8612        14.5672                 NaN            NaN            NaN
  1634.62        2500.00        58.1292       0.831337        1.05966        24.0430        15.9368                 NaN            NaN            NaN
  1631.41        2500.00        56.5746       0.831363        1.06276        24.2248        17.3065                 NaN            NaN            NaN
  1628.21        2500.00        55.0199       0.831390        1.06587        24.4066        18.6763                 NaN            NaN            NaN
  1625.00        2500.00        53.4651       0.831416        1.06897        24.5884        20.0461                 NaN            NaN            NaN
  1621.79        2500.00        51.9102       0.831443        1.07208        24.7702        21.4161                 NaN            NaN            NaN
  1618.59        2500.00        50.3552       0.831469        1.07519        24.9521        22.7861                 NaN            NaN            NaN
  1615.38        2500.00        48.8001       0.831495        1.07829        25.1339        24.1562                 NaN            NaN            NaN
  1612.18        2500.00        47.5763       0.831517        1.07635        25.2633        25.2525                 NaN            NaN            NaN
  1608.97        2500.00        46.3525       0.831538        1.07442        25.3927        26.3489                 NaN            NaN            NaN
  1605.77        2500.00        45.1286       0.831560        1.07248        25.5221        27.4453                 NaN            NaN            NaN
  1602.56        2500.00        43.9046       0.831581        1.07054        25.6515        28.5417                 NaN            NaN            NaN
  1599.36        2500.00        42.6806       0.831602        1.06861        25.7810        29.6383                 NaN            NaN            NaN
  1596.15        2500.00        41.4565       0.831624        1.06667        25.9104        30.7348                 NaN            NaN            NaN
  1592.95        2500.00        40.2323       0.831645        1.06473        26.0398        31.8315                 NaN            NaN            NaN
  1589.74        2500.00        39.0081       0.831667        1.06279        26.1693        32.9282                 NaN            NaN            NaN
  1586.54        2500.00        37.9402       0.831685        1.05438        26.2763        33.8975                 NaN            NaN            NaN
  1583.33        2500.00        36.8722       0.831704        1.04596        26.3833        34.8668                 NaN            NaN            NaN
  1580.13        2500.00        35.8042       0.831723        1.03755        26.4903        35.8362                 NaN            NaN            NaN
  1576.92        2500.00        34.7362       0.831742        1.02913        26.5973        36.8057                 NaN            NaN            NaN
  1573.72        2500.00        33.6680       0.831760        1.02071        26.7043        37.7751                 NaN            NaN            NaN
  1570.51        2500.00        32.5999       0.831779        1.01230        26.8114        38.7447                 NaN            NaN            NaN
  1567.31        2500.00        31.5317       0.831798        1.00388        26.9184        39.7142                 NaN            NaN            NaN
  1564.10        2500.00        30.4634       0.831817       0.995461        27.0254        40.6839                 NaN            NaN            NaN
  1560.90        2500.00        29.4258       0.831835       0.979904        27.1342        41.6283                 NaN            NaN            NaN
  1557.69        2500.00        28.3881       0.831853       0.964346        27.2430        42.5727                 NaN            NaN            NaN
  1554.49        2500.00        27.3503       0.831871       0.948787        27.3518        43.5172                 NaN            NaN            NaN
  1551.28        2500.00        26.3126       0.831889       0.933228        27.4606        44.4618                 NaN            NaN            NaN
  1548.08        2500.00        25.2674       0.831907       0.914738        27.5730        45.3148       0.982017E-001            NaN            NaN
  1544.87        2500.00        23.6304       0.831935       0.892031        27.7768        45.8296        1.03923                 NaN            NaN
  1541.67        2500.00        22.0078       0.831962       0.869856        27.9799        46.1116        2.19882                 NaN            NaN
  1538.46        2500.00        20.3851       0.831990       0.847678        28.1830        46.3937        3.35849                 NaN            NaN
  1535.26        2500.00        19.0933       0.832010       0.824735        28.3395        46.6584        4.25203                 NaN            NaN
  1532.05        2500.00        17.8015       0.832031       0.801791        28.4960        46.9231        5.14562                 NaN            NaN
  1528.85        2500.00        16.5095       0.832052       0.778845        28.6525        47.1878        6.03925                 NaN            NaN
  1525.64        2500.00        15.2175       0.832073       0.755899        28.8090        47.4526        6.93293                 NaN            NaN
  1522.44        2500.00        14.1962       0.832088       0.734465        28.9226        47.6672        7.64749                 NaN            NaN
  1519.23        2500.00        13.1748       0.832103       0.713030        29.0362        47.8818        8.36208                 NaN            NaN
  1516.03        2500.00        12.2561       0.832116       0.694061        29.1310        47.9792        8.98094       0.126543                 NaN
  1512.82        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1509.62        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1506.41        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1503.21        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1500.00        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1496.79        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1493.59        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1490.38        2500.00        11.3504       0.832129       0.682627        29.1997        47.7032        9.43163       0.800327                 NaN
  1487.18        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1483.97        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1480.77        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1477.56        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1474.36        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1471.15        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1467.95        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1464.74        2500.00        5.77409       0.832201       0.613722        29.4708        45.6171        12.3566        5.33549                 NaN
  1461.54        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1458.33        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1455.13        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1451.92        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1448.72        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1445.51        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1442.31        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1439.10        2500.00        2.60633       0.832214       0.563283        29.3919        45.0829        14.4643        7.05904                 NaN
  1435.90        2500.00       0.741950       0.832201       0.533478        29.1642        45.2587        16.0056        7.46389                 NaN
  1432.69        2500.00       0.741950       0.832201       0.533478        29.1642        45.2587        16.0056        7.46389                 NaN
  1429.49        2500.00       0.741950       0.832201       0.533478        29.1642        45.2587        16.0056        7.46389                 NaN
  1426.28        2500.00       0.741950       0.832201       0.533478        29.1642        45.2587        16.0056        7.46389                 NaN
  1423.08        2500.00       0.615583E-001  0.832189       0.526152        29.0241        45.4316        16.6407        7.48368                 NaN
  1419.87        2500.00                 NaN  0.832189       0.527516        29.0114        45.4699        7.43976        16.7193                 NaN
  1416.67        2500.00                 NaN  0.832191       0.531470        29.0119        45.5159        16.7391        7.36950                 NaN
  1413.46        2500.00                 NaN  0.832191       0.531470        29.0119        45.5159        16.7391        7.36950                 NaN
  1410.26        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1407.05        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1403.85        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1400.64        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1397.44        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1394.23        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1391.03        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1387.82        2500.00                 NaN  0.832194       0.539786        29.0133        45.5777        7.24835        16.7887                 NaN
  1384.62        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1381.41        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1378.21        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1375.00        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1371.79        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1368.59        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1365.38        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1362.18        2500.00                 NaN  0.832209       0.574554        29.0254        45.8053        16.9698        6.79277                 NaN
  1358.97        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1355.77        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1352.56        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1349.36        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1346.15        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1342.95        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1339.74        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1336.54        2500.00                 NaN  0.832222       0.613507        29.0309        45.9992        17.1318        6.39231                 NaN
  1333.33        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1330.13        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1326.92        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1323.72        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1320.51        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1317.31        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1314.10        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1310.90        2500.00                 NaN  0.832237       0.657857        29.0350        46.1303        17.2796        6.06495                 NaN
  1307.69        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1304.49        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1301.28        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1298.08        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1294.87        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1291.67        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1288.46        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1285.26        2500.00                 NaN  0.832251       0.706715        29.0328        46.2422        5.77408        17.4120                 NaN
  1282.05        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1278.85        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1275.64        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1272.44        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1269.23        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1266.03        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1262.82        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1259.62        2500.00                 NaN  0.832266       0.759695        29.0299        46.3262        5.51668        17.5353                 NaN
  1256.41        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1253.21        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1250.00        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1246.79        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1243.59        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1240.38        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1237.18        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1233.97        2500.00                 NaN  0.832281       0.817360        29.0209        46.3907        17.6424        5.29639                 NaN
  1230.77        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1227.56        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1224.36        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1221.15        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1217.95        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1214.74        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1211.54        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1208.33        2500.00                 NaN  0.832295       0.879668        29.0073        46.4466        17.7401        5.09402                 NaN
  1205.13        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1201.92        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1198.72        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1195.51        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1192.31        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1189.10        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1185.90        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1182.69        2500.00                 NaN  0.832310       0.946531        28.9896        46.4937        17.8252        4.91266                 NaN
  1179.49        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1176.28        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1173.08        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1169.87        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1166.67        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1163.46        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1160.26        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1157.05        2500.00                 NaN  0.832325        1.01776        28.9668        46.5333        17.9013        4.74853                 NaN
  1153.85        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1150.64        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1147.44        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1144.23        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1141.03        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1137.82        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1134.62        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1131.41        2500.00                 NaN  0.832337        1.09852        28.9047        46.6064        17.9583        4.59984                 NaN
  1128.21        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1125.00        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1121.79        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1118.59        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1115.38        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1112.18        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
