|6.6.6
Archiving\03_Data\eq/QFM_m4.75/KHA22/KHA22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1919.87        2500.00        98.7790       0.364860       0.382787E-001  0.338142       0.479757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.9784       0.364860       0.374946E-001  0.338845        1.28042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.1940       0.364859       0.367109E-001  0.337758        2.06667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.4096       0.364857       0.359273E-001  0.336671        2.85291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.6457       0.364853       0.351424E-001  0.333131        3.62121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.8817       0.364849       0.343576E-001  0.329592        4.38950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.9199       0.312286       0.334197E-001  0.338264        5.29907       0.970998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        91.9304                 NaN  0.317569E-001  0.415781        6.94802       0.674043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        91.2187                 NaN  0.309698E-001  0.405224        7.67105       0.674021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        90.5071                 NaN  0.301828E-001  0.394669        8.39404       0.674000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        89.7955                 NaN  0.293959E-001  0.384113        9.11699       0.673979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        89.0840                 NaN  0.286090E-001  0.373559        9.83989       0.673958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        88.3961                 NaN  0.278233E-001  0.359665        10.5425       0.673930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        87.7082                 NaN  0.270377E-001  0.345772        11.2450       0.673903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        86.5234                 NaN  0.257004E-001  0.319420        12.4318       0.673850       0.258435E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        86.3449                 NaN  0.255377E-001  0.313939        12.6109       0.673840       0.308840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        85.6736                 NaN  0.246982E-001  0.286447        13.2921       0.673786       0.493282E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        85.0025                 NaN  0.238587E-001  0.258959        13.9732       0.673732       0.677695E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        84.3315                 NaN  0.230195E-001  0.231475        14.6541       0.673677       0.862078E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        83.6606                 NaN  0.221803E-001  0.203996        15.3350       0.673623       0.104643                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        82.9898                 NaN  0.213413E-001  0.176521        16.0157       0.673569       0.123076                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        82.3191                 NaN  0.205024E-001  0.149051        16.6963       0.673515       0.141505                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        81.6485                 NaN  0.196637E-001  0.121585        17.3768       0.673461       0.159931                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        80.9781                 NaN  0.188251E-001  0.941231E-001   18.0572       0.673407       0.178355                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        80.3355                 NaN  0.179940E-001  0.614863E-001   18.7156       0.673343       0.196082                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        79.6931                 NaN  0.171630E-001  0.288557E-001   19.3738       0.673279       0.213805                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        79.0592                 NaN  0.163334E-001            NaN   20.0201       0.673223       0.231117                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        78.4363                 NaN  0.155100E-001            NaN   20.6277       0.673222       0.247292                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        77.8226                 NaN  0.146995E-001            NaN   21.2263       0.673221       0.263153                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        77.2090                 NaN  0.138889E-001            NaN   21.8249       0.673221       0.279015                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        76.5954                 NaN  0.130784E-001            NaN   22.4234       0.673220       0.294876                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        75.9818                 NaN  0.122678E-001            NaN   23.0220       0.673219       0.310737                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        75.3997                 NaN  0.114339E-001            NaN   23.5901       0.673219       0.325549                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        74.8175                 NaN  0.105999E-001            NaN   24.1583       0.673218       0.340361                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        74.2354                 NaN  0.976597E-002            NaN   24.7264       0.673217       0.355173                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        73.6533                 NaN  0.893202E-002            NaN   25.2945       0.673217       0.369985                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        73.0712                 NaN  0.809808E-002            NaN   25.8627       0.673216       0.384797                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        72.4891                 NaN  0.726414E-002            NaN   26.4308       0.673215       0.399609                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        71.9070                 NaN  0.643020E-002            NaN   26.9989       0.673214       0.414421                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        71.3249                 NaN  0.559626E-002            NaN   27.5670       0.673214       0.429232                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        70.7681                 NaN  0.475976E-002            NaN   28.1106       0.673213       0.443256                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        70.2114                 NaN  0.392326E-002            NaN   28.6542       0.673212       0.457280                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        69.6546                 NaN  0.308677E-002            NaN   29.1978       0.673212       0.471304                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        69.0978                 NaN  0.225027E-002            NaN   29.7414       0.673211       0.485328                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        68.5524                 NaN  0.140380E-002            NaN   30.2741       0.673210       0.498884                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        68.0070                 NaN  0.557324E-003            NaN   30.8068       0.673210       0.512441                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        67.4730                 NaN            NaN            NaN   31.3279       0.673209       0.525899                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        66.9437                 NaN            NaN            NaN   31.8445       0.673210       0.538527                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        66.4309                 NaN            NaN            NaN   32.3446       0.673211       0.551247                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        65.9181                 NaN            NaN            NaN   32.8447       0.673212       0.563967                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        65.4053                 NaN            NaN            NaN   33.3448       0.673213       0.576686                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        64.8924                 NaN            NaN            NaN   33.8449       0.673214       0.589406                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        64.3796                 NaN            NaN            NaN   34.3450       0.673214       0.602126                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        63.8668                 NaN            NaN            NaN   34.8451       0.673215       0.614846                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        63.3540                 NaN            NaN            NaN   35.3452       0.673216       0.627566                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        62.8412                 NaN            NaN            NaN   35.8453       0.673217       0.640285                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        62.3587                 NaN            NaN            NaN   36.3160       0.673218       0.652105                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        61.8763                 NaN            NaN            NaN   36.7866       0.673218       0.663926                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        61.3938                 NaN            NaN            NaN   37.2572       0.673219       0.675746                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        60.9114                 NaN            NaN            NaN   37.7278       0.673220       0.687566                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        60.4289                 NaN            NaN            NaN   38.1985       0.673221       0.699386                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        59.9465                 NaN            NaN            NaN   38.6691       0.673222       0.711206                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        59.4640                 NaN            NaN            NaN   39.1397       0.673223       0.723026                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        58.9816                 NaN            NaN            NaN   39.6104       0.673223       0.734847                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        58.5289                 NaN            NaN            NaN   40.0520       0.673224       0.745876                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        58.0762                 NaN            NaN            NaN   40.4937       0.673225       0.756906                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        57.6235                 NaN            NaN            NaN   40.9354       0.673226       0.767936                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        57.1708                 NaN            NaN            NaN   41.3771       0.673227       0.778966                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        56.7180                 NaN            NaN            NaN   41.8187       0.673227       0.789996                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        56.2653                 NaN            NaN            NaN   42.2604       0.673228       0.801026                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        55.8126                 NaN            NaN            NaN   42.7021       0.673229       0.812056                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        55.3599                 NaN            NaN            NaN   43.1438       0.673230       0.823086                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        54.9379                 NaN            NaN            NaN   43.5548       0.673230       0.833996                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        54.5160                 NaN            NaN            NaN   43.9659       0.673231       0.844905                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        54.0940                 NaN            NaN            NaN   44.3770       0.673232       0.855815                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        53.6720                 NaN            NaN            NaN   44.7880       0.673233       0.866724                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        53.2501                 NaN            NaN            NaN   45.1991       0.673233       0.877634                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        52.8281                 NaN            NaN            NaN   45.6101       0.673234       0.888543                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        52.4061                 NaN            NaN            NaN   46.0212       0.673235       0.899453                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        51.9841                 NaN            NaN            NaN   46.4323       0.673236       0.910362                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        51.5957                 NaN            NaN            NaN   46.8114       0.673236       0.919632                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        51.2074                 NaN            NaN            NaN   47.1905       0.673237       0.928901                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        50.8190                 NaN            NaN            NaN   47.5696       0.673238       0.938170                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        50.4306                 NaN            NaN            NaN   47.9487       0.673238       0.947440                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        50.0422                 NaN            NaN            NaN   48.3279       0.673239       0.956709                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        49.6538                 NaN            NaN            NaN   48.7070       0.673240       0.965979                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        49.2654                 NaN            NaN            NaN   49.0861       0.673240       0.975248                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        48.8770                 NaN            NaN            NaN   49.4652       0.673241       0.984517                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        48.3416                 NaN            NaN            NaN   49.7658       0.673242       0.990133       0.229233                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        47.2680                 NaN            NaN            NaN   49.8543       0.673243       0.982765        1.22173                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        46.2566                 NaN            NaN            NaN   49.9357       0.673243       0.975285        2.15920                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        45.2452                 NaN            NaN            NaN   50.0170       0.673244       0.967805        3.09667                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        44.3421                 NaN            NaN            NaN   50.0855       0.673245       0.960159        3.93902                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        43.4389                 NaN            NaN            NaN   50.1540       0.673246       0.952513        4.78136                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        42.5357                 NaN            NaN            NaN   50.2225       0.673246       0.944867        5.62371                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        41.6325                 NaN            NaN            NaN   50.2909       0.673247       0.937221        6.46606                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        40.8960                 NaN            NaN            NaN   50.3393       0.673248       0.929116        7.16235                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        40.1594                 NaN            NaN            NaN   50.3877       0.673248       0.921011        7.85864                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        39.4229                 NaN            NaN            NaN   50.4361       0.673249       0.912906        8.55493                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        38.6863                 NaN            NaN            NaN   50.4844       0.673249       0.904801        9.25122                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        37.9498                 NaN            NaN            NaN   50.5328       0.673250       0.896696        9.94751                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        37.2132                 NaN            NaN            NaN   50.5812       0.673251       0.888591        10.6438                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        36.4766                 NaN            NaN            NaN   50.6295       0.673251       0.880486        11.3401                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        35.7401                 NaN            NaN            NaN   50.6779       0.673252       0.872381        12.0364                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        35.1597                 NaN            NaN            NaN   50.7080       0.673252       0.863668        12.5953                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        34.5794                 NaN            NaN            NaN   50.7382       0.673253       0.854956        13.1542                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        33.9990                 NaN            NaN            NaN   50.7683       0.673253       0.846244        13.7131                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        33.4187                 NaN            NaN            NaN   50.7985       0.673253       0.837531        14.2720                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        32.8383                 NaN            NaN            NaN   50.8286       0.673254       0.828819        14.8309                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        32.2580                 NaN            NaN            NaN   50.8588       0.673254       0.820106        15.3899                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        31.6776                 NaN            NaN            NaN   50.8889       0.673255       0.811394        15.9488                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        31.0973                 NaN            NaN            NaN   50.9191       0.673255       0.802682        16.5077                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        30.6207                 NaN            NaN            NaN   50.9378       0.673255       0.793430        16.9748                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        30.1441                 NaN            NaN            NaN   50.9566       0.673256       0.784179        17.4419                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        29.6676                 NaN            NaN            NaN   50.9753       0.673256       0.774928        17.9089                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        29.1910                 NaN            NaN            NaN   50.9941       0.673256       0.765677        18.3760                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        28.7144                 NaN            NaN            NaN   51.0128       0.673257       0.756425        18.8431                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        28.2378                 NaN            NaN            NaN   51.0315       0.673257       0.747174        19.3102                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        27.7612                 NaN            NaN            NaN   51.0503       0.673257       0.737923        19.7773                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        27.2847                 NaN            NaN            NaN   51.0690       0.673258       0.728671        20.2444                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        26.8775                 NaN            NaN            NaN   51.0817       0.673258       0.718435        20.6491                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        26.4703                 NaN            NaN            NaN   51.0944       0.673258       0.708199        21.0538                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        26.0632                 NaN            NaN            NaN   51.1071       0.673258       0.697962        21.4585                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        25.6560                 NaN            NaN            NaN   51.1198       0.673259       0.687726        21.8632                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        25.2489                 NaN            NaN            NaN   51.1325       0.673259       0.677489        22.2678                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        24.8417                 NaN            NaN            NaN   51.1452       0.673259       0.667253        22.6725                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        24.4346                 NaN            NaN            NaN   51.1579       0.673259       0.657016        23.0772                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        24.0274                 NaN            NaN            NaN   51.1706       0.673260       0.646780        23.4819                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        23.6701                 NaN            NaN            NaN   51.1796       0.673260       0.635886        23.8411                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        23.3128                 NaN            NaN            NaN   51.1886       0.673260       0.624992        24.2003                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        22.9555                 NaN            NaN            NaN   51.1976       0.673260       0.614099        24.5595                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        22.5982                 NaN            NaN            NaN   51.2066       0.673260       0.603205        24.9188                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        22.2408                 NaN            NaN            NaN   51.2156       0.673260       0.592311        25.2780                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        21.8835                 NaN            NaN            NaN   51.2246       0.673261       0.581418        25.6372                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        21.5262                 NaN            NaN            NaN   51.2336       0.673261       0.570524        25.9964                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        21.1689                 NaN            NaN            NaN   51.2426       0.673261       0.559630        26.3556                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        20.8353                 NaN            NaN            NaN   51.2511       0.673261       0.548525        26.6919                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        20.5016                 NaN            NaN            NaN   51.2596       0.673261       0.537421        27.0281                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        20.1314                 NaN            NaN            NaN   51.2712       0.673261       0.528824        27.3009       0.943510E-001            NaN            NaN            NaN            NaN
  1474.36        2500.00        19.5915                 NaN            NaN            NaN   51.2823       0.673261       0.531660        27.4116       0.509685                 NaN            NaN            NaN            NaN
  1471.15        2500.00        19.1153                 NaN            NaN            NaN   51.2874       0.673262       0.536537        27.5043       0.883218                 NaN            NaN            NaN            NaN
  1467.95        2500.00        18.6391                 NaN            NaN            NaN   51.2924       0.673262       0.541415        27.5971        1.25675                 NaN            NaN            NaN            NaN
  1464.74        2500.00        18.1629                 NaN            NaN            NaN   51.2975       0.673262       0.546293        27.6898        1.63028                 NaN            NaN            NaN            NaN
  1461.54        2500.00        17.6867                 NaN            NaN            NaN   51.3025       0.673262       0.551171        27.7826        2.00382                 NaN            NaN            NaN            NaN
  1458.33        2500.00        17.2415                 NaN            NaN            NaN   51.3002       0.673262       0.558433        27.8687        2.35801                 NaN            NaN            NaN            NaN
  1455.13        2500.00        16.7878                 NaN            NaN            NaN   51.2817       0.673262       0.573430        27.7969        2.68662       0.200298                 NaN            NaN            NaN
  1451.92        2500.00        16.7878                 NaN            NaN            NaN   51.2817       0.673262       0.573430        27.7969        2.68662       0.200298                 NaN            NaN            NaN
  1448.72        2500.00        15.8955                 NaN            NaN            NaN   51.2221       0.673263       0.612835        27.4990       0.797786        3.29944                 NaN            NaN            NaN
  1445.51        2500.00        15.8955                 NaN            NaN            NaN   51.2221       0.673263       0.612835        27.4990       0.797786        3.29944                 NaN            NaN            NaN
  1442.31        2500.00        15.8955                 NaN            NaN            NaN   51.2221       0.673263       0.612835        27.4990       0.797786        3.29944                 NaN            NaN            NaN
  1439.10        2500.00        15.8955                 NaN            NaN            NaN   51.2221       0.673263       0.612835        27.4990       0.797786        3.29944                 NaN            NaN            NaN
  1435.90        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1432.69        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1429.49        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1426.28        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1423.08        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1419.87        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1416.67        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1413.46        2500.00        14.3146                 NaN            NaN            NaN   51.0961       0.673264       0.691200        27.0810        4.40515        1.73875                 NaN            NaN            NaN
  1410.26        2500.00        11.7388                 NaN            NaN            NaN   50.8057       0.673265       0.852750        26.7150        6.24624        2.96823                 NaN            NaN            NaN
  1407.05        2500.00        11.7388                 NaN            NaN            NaN   50.8057       0.673265       0.852750        26.7150        6.24624        2.96823                 NaN            NaN            NaN
  1403.85        2500.00        11.2007                 NaN            NaN            NaN   50.7286       0.673265       0.893851        26.6813        3.18818        6.63405                 NaN            NaN            NaN
  1400.64        2500.00        10.9478                 NaN            NaN            NaN   50.6892       0.673265       0.914236        26.6692        3.28874        6.81756                 NaN            NaN            NaN
  1397.44        2500.00        10.6497                 NaN            NaN            NaN   50.6924       0.673265       0.927197        26.6041        6.93723        3.43964       0.764484E-001            NaN            NaN
  1394.23        2500.00        10.6497                 NaN            NaN            NaN   50.6924       0.673265       0.927197        26.6041        6.93723        3.43964       0.764484E-001            NaN            NaN
  1391.03        2500.00        10.6497                 NaN            NaN            NaN   50.6924       0.673265       0.927197        26.6041        6.93723        3.43964       0.764484E-001            NaN            NaN
  1387.82        2500.00        10.6497                 NaN            NaN            NaN   50.6924       0.673265       0.927197        26.6041        6.93723        3.43964       0.764484E-001            NaN            NaN
