|6.6.6
Archiving\03_Data\DfracLP/QFM/T13/T13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        pxmn           Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1749.37        500.000        99.4394       0.551952                 NaN  0.865500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4449       0.546525                 NaN  0.853526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4215       0.569708                 NaN  0.883113E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4283       0.563030                 NaN  0.867058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4262       0.565162                 NaN  0.864824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4220       0.569351                 NaN  0.865456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4191       0.572284                 NaN  0.863828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4049       0.586339                 NaN  0.879940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4210       0.570551                 NaN  0.848810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4088       0.582586                 NaN  0.861698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4043       0.587100                 NaN  0.864032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4024       0.588999                 NaN  0.859129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3973       0.594078                 NaN  0.861146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4558       0.536436                 NaN  0.772638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3228       0.667618                 NaN  0.953569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3872       0.604208                 NaN  0.857166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3814       0.610043                 NaN  0.859854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4076       0.584178                 NaN  0.821193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3460       0.644991                 NaN  0.896364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3709       0.620559                 NaN  0.856978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3649       0.626562                 NaN  0.858521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3638       0.627645                 NaN  0.854749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3592       0.632281                 NaN  0.856439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3539       0.637539                 NaN  0.857300E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3521       0.639405                 NaN  0.853884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3375       0.653721                 NaN  0.882045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3484       0.643295                 NaN  0.831278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3422       0.649321                 NaN  0.850935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3383       0.653228                 NaN  0.851117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3344       0.657119                 NaN  0.852007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3307       0.660768                 NaN  0.851830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3226       0.668804                 NaN  0.857205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3294       0.662111                 NaN  0.843865E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3204       0.671100                 NaN  0.852863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3216       0.669934                 NaN  0.845789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.5839       0.410879                 NaN  0.526416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0489       0.939439                 NaN  0.116597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3119       0.679612                 NaN  0.845796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3096       0.681938                 NaN  0.844414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3076       0.684005                 NaN  0.843621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3083       0.683292                 NaN  0.841040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2965       0.695019                 NaN  0.851690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3130       0.678666                 NaN  0.828888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3014       0.690214                 NaN  0.840440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3048       0.686841                 NaN  0.834343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3012       0.690424                 NaN  0.835470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3008       0.690899                 NaN  0.834801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3014       0.690289                 NaN  0.832192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3014       0.690275                 NaN  0.830549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3021       0.689624                 NaN  0.827900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3011       0.690591                 NaN  0.833832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3050       0.686769                 NaN  0.819823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3043       0.687477                 NaN  0.821891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3026       0.689141                 NaN  0.822991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3091       0.682705                 NaN  0.816789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3100       0.681818                 NaN  0.814073E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3109       0.681005                 NaN  0.812107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3122       0.679694                 NaN  0.810492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3159       0.676061                 NaN  0.806758E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3180       0.673980                 NaN  0.803715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3204       0.671609                 NaN  0.800739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3242       0.667830                 NaN  0.797339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3259       0.666108                 NaN  0.796208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3312       0.660871                 NaN  0.790961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3337       0.658374                 NaN  0.787676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.9819       0.410675                 NaN  0.129680E-002            NaN  0.606088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5899       0.125650                 NaN            NaN            NaN   1.28447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.2553       0.200949                 NaN            NaN            NaN  0.543752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        97.9874       0.351703E-001            NaN            NaN            NaN   1.97742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6542       0.113372                 NaN            NaN            NaN   1.23239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6748       0.108692                 NaN            NaN            NaN   1.21652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7023       0.110859                 NaN            NaN            NaN   1.18681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7175       0.104914                 NaN            NaN            NaN   1.17756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        91.7820       0.269220E-001  0.508097       0.448991E-002            NaN   7.67848       0.972678E-010            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3853       0.472698E-001            NaN            NaN            NaN  0.567409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.4207       0.173716                 NaN            NaN            NaN   2.40557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.2108       0.395950E-001            NaN            NaN            NaN  0.749650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9114       0.769477E-001            NaN            NaN            NaN   1.01170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9165       0.668772E-001            NaN            NaN            NaN   1.01662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9459       0.700720E-001            NaN            NaN            NaN  0.984055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9528       0.667296E-001            NaN            NaN            NaN  0.980434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9660       0.630165E-001            NaN            NaN            NaN  0.970974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9806       0.633437E-001            NaN            NaN            NaN  0.956077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9939       0.620893E-001            NaN            NaN            NaN  0.943965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.2919       0.347318E-001            NaN            NaN            NaN  0.673385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.7259       0.724306E-001            NaN            NaN            NaN   1.20166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0294       0.510612E-001            NaN            NaN            NaN  0.919580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0408       0.515925E-001            NaN            NaN            NaN  0.907614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0498       0.474251E-001            NaN            NaN            NaN  0.902794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0620       0.443312E-001            NaN            NaN            NaN  0.893675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0743       0.446371E-001            NaN            NaN            NaN  0.881043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0807       0.384087E-001            NaN            NaN            NaN  0.880852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0907       0.357254E-001            NaN            NaN            NaN  0.873537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1015       0.346464E-001            NaN            NaN            NaN  0.863903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1091       0.322554E-001            NaN            NaN            NaN  0.858655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
