|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1469.78        500.000                 NaN   99.5888                 NaN            NaN  0.411152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        500.000                 NaN   99.5237       0.465136E-001            NaN  0.429770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.04        500.000                 NaN   99.5676                 NaN            NaN  0.432381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.66        500.000                 NaN   99.4455                 NaN            NaN  0.554497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.29        500.000                 NaN   99.6564                 NaN            NaN  0.343621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.91        500.000                 NaN   99.5506                 NaN            NaN  0.449361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        500.000                 NaN   99.5494                 NaN            NaN  0.450579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.17        500.000                 NaN   99.4966       0.222108E-001            NaN  0.481149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.79        500.000                 NaN   99.6460       0.764572E-002            NaN  0.346363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.42        500.000                 NaN   99.5076                 NaN            NaN  0.492421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.05        500.000                 NaN   99.4587                 NaN            NaN  0.140790       0.400487                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.67        500.000                 NaN   99.2824                 NaN            NaN  0.291165       0.426414                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        500.000                 NaN   99.5270                 NaN            NaN  0.281627       0.191356                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        500.000                 NaN   99.0594                 NaN            NaN  0.559978       0.380581                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        500.000                 NaN   99.3035                 NaN            NaN  0.415298       0.281163                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.18        500.000                 NaN   99.3110                 NaN            NaN  0.278259       0.410761                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.80        500.000                 NaN   99.3168                 NaN            NaN  0.407714       0.275521                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.43        500.000                 NaN   99.3238                 NaN            NaN  0.272088       0.404106                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.06        500.000                 NaN   99.3300                 NaN            NaN  0.269610       0.400394                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.68        500.000                 NaN   99.3363                 NaN            NaN  0.396689       0.266976                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.31        500.000                 NaN   99.4370                 NaN            NaN  0.225748       0.337295                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.94        500.000                 NaN   99.2548                 NaN            NaN  0.446006       0.299145                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.56        500.000                 NaN   99.3544                 NaN            NaN  0.258036       0.387612                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.19        500.000                 NaN   99.3610                 NaN            NaN  0.383566       0.255452                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.82        500.000                 NaN   99.4116                 NaN            NaN  0.353125       0.235274                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.44        500.000                 NaN   99.3264                 NaN            NaN  0.405098       0.268472                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.07        500.000                 NaN   99.3802                 NaN            NaN  0.372642       0.247177                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.69        500.000                 NaN   99.3838                 NaN            NaN  0.245150       0.371070                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.32        500.000                 NaN   99.5279                 NaN            NaN  0.278283       0.187804                 NaN  0.602560E-002            NaN            NaN            NaN            NaN
  1429.95        500.000                 NaN   98.5704                 NaN            NaN  0.575694       0.530907                 NaN  0.322991                 NaN            NaN            NaN            NaN
  1428.57        500.000                 NaN   98.1737                 NaN            NaN  0.739350       0.494092                 NaN  0.592900                 NaN            NaN            NaN            NaN
  1427.20        500.000                 NaN   98.2118                 NaN            NaN  0.723431       0.483770                 NaN  0.581044                 NaN            NaN            NaN            NaN
  1425.83        500.000                 NaN   98.2506                 NaN            NaN  0.707196       0.473594                 NaN  0.568564                 NaN            NaN            NaN            NaN
  1424.45        500.000                 NaN   98.2877                 NaN            NaN  0.692196       0.463213                 NaN  0.556851                 NaN            NaN            NaN            NaN
  1423.08        500.000                 NaN   98.3253                 NaN            NaN  0.452513       0.677053                 NaN  0.545143                 NaN            NaN            NaN            NaN
  1421.71        500.000                 NaN   98.3590                 NaN            NaN  0.663060       0.443279                 NaN  0.534656                 NaN            NaN            NaN            NaN
  1420.33        500.000                 NaN   98.3932                 NaN            NaN  0.649236       0.433768                 NaN  0.523750                 NaN            NaN            NaN            NaN
  1418.96        500.000                 NaN   98.4239                 NaN            NaN  0.425359       0.636697                 NaN  0.514078                 NaN            NaN            NaN            NaN
  1417.58        500.000                 NaN   98.4553                 NaN            NaN  0.416774       0.623879                 NaN  0.504066                 NaN            NaN            NaN            NaN
  1416.21        500.000                 NaN   98.4840                 NaN            NaN  0.408612       0.612273                 NaN  0.495115                 NaN            NaN            NaN            NaN
  1414.84        500.000                 NaN   98.5168                 NaN            NaN  0.599032       0.399670                 NaN  0.484478                 NaN            NaN            NaN            NaN
  1413.46        500.000                 NaN   98.5432                 NaN            NaN  0.392542       0.588074                 NaN  0.476193                 NaN            NaN            NaN            NaN
  1412.09        500.000                 NaN   98.5706                 NaN            NaN  0.384658       0.577181                 NaN  0.467538                 NaN            NaN            NaN            NaN
  1410.72        500.000                 NaN   98.5978                 NaN            NaN  0.377175       0.566398                 NaN  0.458651                 NaN            NaN            NaN            NaN
  1409.34        500.000                 NaN   98.6238                 NaN            NaN  0.369802       0.555860                 NaN  0.450531                 NaN            NaN            NaN            NaN
  1407.97        500.000                 NaN   98.6485                 NaN            NaN  0.362766       0.546030                 NaN  0.442728                 NaN            NaN            NaN            NaN
  1406.60        500.000                 NaN   98.6734                 NaN            NaN  0.535671       0.356326                 NaN  0.434579                 NaN            NaN            NaN            NaN
  1405.22        500.000                 NaN   98.6975                 NaN            NaN  0.526380       0.349218                 NaN  0.426919                 NaN            NaN            NaN            NaN
  1403.85        500.000                 NaN   98.7201                 NaN            NaN  0.342822       0.517428                 NaN  0.419680                 NaN            NaN            NaN            NaN
  1402.47        500.000                 NaN   98.7426                 NaN            NaN  0.336690       0.508226                 NaN  0.412533                 NaN            NaN            NaN            NaN
  1401.10        500.000                 NaN   98.7611                 NaN            NaN  0.501080       0.331117                 NaN  0.406690                 NaN            NaN            NaN            NaN
  1399.73        500.000                 NaN   98.7888                 NaN            NaN  0.323848       0.489893                 NaN  0.397420                 NaN            NaN            NaN            NaN
  1398.35        500.000                 NaN   98.8063                 NaN            NaN  0.482959       0.318867                 NaN  0.391892                 NaN            NaN            NaN            NaN
  1396.98        500.000                 NaN   98.8266                 NaN            NaN  0.474844       0.313185                 NaN  0.385339                 NaN            NaN            NaN            NaN
  1395.61        500.000                 NaN   98.8442                 NaN            NaN  0.308106       0.468005                 NaN  0.379719                 NaN            NaN            NaN            NaN
  1394.23        500.000                 NaN   98.8656                 NaN            NaN  0.302164       0.459512                 NaN  0.372688                 NaN            NaN            NaN            NaN
  1392.86        500.000                 NaN   98.8834                 NaN            NaN  0.452662       0.296917                 NaN  0.367021                 NaN            NaN            NaN            NaN
  1391.49        500.000                 NaN   98.9014                 NaN            NaN  0.291845       0.445506                 NaN  0.361298                 NaN            NaN            NaN            NaN
  1390.11        500.000                 NaN   98.9183                 NaN            NaN  0.439133       0.286677                 NaN  0.355912                 NaN            NaN            NaN            NaN
  1388.74        500.000                 NaN   98.9384                 NaN            NaN  0.430784       0.281706                 NaN  0.349108                 NaN            NaN            NaN            NaN
  1387.36        500.000                 NaN   98.9536                 NaN            NaN  0.424946       0.277274                 NaN  0.344221                 NaN            NaN            NaN            NaN
  1385.99        500.000                 NaN   98.9697                 NaN            NaN  0.272835       0.418501                 NaN  0.338989                 NaN            NaN            NaN            NaN
  1384.62        500.000                 NaN   98.9852                 NaN            NaN  0.268184       0.412607                 NaN  0.333969                 NaN            NaN            NaN            NaN
  1383.24        500.000                 NaN   99.0014                 NaN            NaN  0.263648       0.406315                 NaN  0.328679                 NaN            NaN            NaN            NaN
  1381.87        500.000                 NaN   99.0162                 NaN            NaN  0.259375       0.400606                 NaN  0.323848                 NaN            NaN            NaN            NaN
  1380.50        500.000                 NaN   99.0309                 NaN            NaN  0.255433       0.394695                 NaN  0.319010                 NaN            NaN            NaN            NaN
  1379.12        500.000                 NaN   99.0439                 NaN            NaN  0.251774       0.389496                 NaN  0.314818                 NaN            NaN            NaN            NaN
  1377.75        500.000                 NaN   99.0610                 NaN            NaN  0.383057       0.246843                 NaN  0.309077                 NaN            NaN            NaN            NaN
  1376.38        500.000                 NaN   99.0740                 NaN            NaN  0.377904       0.243099                 NaN  0.305033                 NaN            NaN            NaN            NaN
  1375.00        500.000                 NaN   99.0875                 NaN            NaN  0.372773       0.239405                 NaN  0.300365                 NaN            NaN            NaN            NaN
  1373.63        500.000                 NaN   99.1002                 NaN            NaN  0.235483       0.367937                 NaN  0.296345                 NaN            NaN            NaN            NaN
  1372.25        500.000                 NaN   99.1137                 NaN            NaN  0.362686       0.231739                 NaN  0.291894                 NaN            NaN            NaN            NaN
  1370.88        500.000                 NaN   99.1262                 NaN            NaN  0.227842       0.358079                 NaN  0.287835                 NaN            NaN            NaN            NaN
  1369.51        500.000                 NaN   99.1387                 NaN            NaN  0.353182       0.224418                 NaN  0.283671                 NaN            NaN            NaN            NaN
  1368.13        500.000                 NaN   99.1501                 NaN            NaN  0.348585       0.221444                 NaN  0.279874                 NaN            NaN            NaN            NaN
  1366.76        500.000                 NaN   99.1619                 NaN            NaN  0.344161       0.217993                 NaN  0.275980                 NaN            NaN            NaN            NaN
  1365.39        500.000                 NaN   99.1743                 NaN            NaN  0.214018       0.339709                 NaN  0.271948                 NaN            NaN            NaN            NaN
  1364.01        500.000                 NaN   99.1854                 NaN            NaN  0.211270       0.335104                 NaN  0.268250                 NaN            NaN            NaN            NaN
  1362.64        500.000                 NaN   99.1949                 NaN            NaN  0.331651       0.208358                 NaN  0.265139                 NaN            NaN            NaN            NaN
  1361.27        500.000                 NaN   99.2089                 NaN            NaN  0.326307       0.204385                 NaN  0.260403                 NaN            NaN            NaN            NaN
  1359.89        500.000                 NaN   99.2183                 NaN            NaN  0.322799       0.201559                 NaN  0.257389                 NaN            NaN            NaN            NaN
  1358.52        500.000                 NaN   99.2288                 NaN            NaN  0.318865       0.198407                 NaN  0.253943                 NaN            NaN            NaN            NaN
  1357.14        500.000                 NaN   99.2390                 NaN            NaN  0.314950       0.195523                 NaN  0.250497                 NaN            NaN            NaN            NaN
  1355.77        500.000                 NaN   99.2488                 NaN            NaN  0.311568       0.192384                 NaN  0.247276                 NaN            NaN            NaN            NaN
  1354.40        500.000                 NaN   99.2586                 NaN            NaN  0.307403       0.189941                 NaN  0.244026                 NaN            NaN            NaN            NaN
  1353.02        500.000                 NaN   99.2688                 NaN            NaN  0.303411       0.187353                 NaN  0.240400                 NaN            NaN            NaN            NaN
  1351.65        500.000                 NaN   99.2771                 NaN            NaN  0.184363       0.300657                 NaN  0.237904                 NaN            NaN            NaN            NaN
  1350.28        500.000                 NaN   99.2872                 NaN            NaN  0.181957       0.296360                 NaN  0.234511                 NaN            NaN            NaN            NaN
  1348.90        500.000                 NaN   99.2972                 NaN            NaN  0.178897       0.292895                 NaN  0.231050                 NaN            NaN            NaN            NaN
  1347.53        500.000                 NaN   99.3054                 NaN            NaN  0.176500       0.289684                 NaN  0.228391                 NaN            NaN            NaN            NaN
  1346.16        500.000                 NaN   99.3132                 NaN            NaN  0.286986       0.173770                 NaN  0.226080                 NaN            NaN            NaN            NaN
  1344.78        500.000                 NaN   99.3243                 NaN            NaN  0.282510       0.171250                 NaN  0.221919                 NaN            NaN            NaN            NaN
  1343.41        500.000                 NaN   99.3312                 NaN            NaN  0.280040       0.168986                 NaN  0.219811                 NaN            NaN            NaN            NaN
  1342.03        500.000                 NaN   99.3395                 NaN            NaN  0.276995       0.166515                 NaN  0.217031                 NaN            NaN            NaN            NaN
  1340.66        500.000                 NaN   99.3477                 NaN  0.102846E-005  0.273935       0.164103                 NaN  0.214305                 NaN            NaN            NaN            NaN
  1339.29        500.000                 NaN   99.3560                 NaN            NaN  0.270886       0.161664                 NaN  0.211488                 NaN            NaN            NaN            NaN
  1337.91        500.000                 NaN   99.3638                 NaN            NaN  0.159720       0.267618                 NaN  0.208823                 NaN            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.3716                 NaN            NaN  0.157285       0.264876                 NaN  0.206274                 NaN            NaN            NaN            NaN
  1335.17        500.000                 NaN   99.3887                 NaN  0.349861E-001  0.198751       0.171422                 NaN  0.206163                 NaN            NaN            NaN            NaN
  1333.79        500.000                 NaN   98.7462                 NaN  0.984601E-001  0.369734       0.357472                 NaN  0.428139                 NaN            NaN            NaN            NaN
  1332.42        500.000                 NaN   99.9842                 NaN            NaN  0.158051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.05        500.000                 NaN   99.4894                 NaN  0.666190E-001  0.111717       0.151984                 NaN  0.180249                 NaN            NaN            NaN            NaN
  1329.67        500.000                 NaN   99.4236                 NaN  0.542000E-001  0.172609       0.152151                 NaN  0.197480                 NaN            NaN            NaN            NaN
  1328.30        500.000                 NaN   99.4331                 NaN  0.533547E-001  0.170008       0.149525                 NaN  0.194025                 NaN            NaN            NaN            NaN
  1326.92        500.000                 NaN   99.4390                 NaN  0.539086E-001  0.169125       0.145830                 NaN  0.192110                 NaN            NaN            NaN            NaN
  1325.55        500.000                 NaN   99.4465                 NaN  0.524746E-001  0.145624       0.166100                 NaN  0.189338                 NaN            NaN            NaN            NaN
  1324.18        500.000                 NaN   99.4529                 NaN  0.523043E-001  0.164626       0.143021                 NaN  0.187100                 NaN            NaN            NaN            NaN
  1322.80        500.000                 NaN   99.4591                 NaN  0.517869E-001  0.141268       0.162866                 NaN  0.184939                 NaN            NaN            NaN            NaN
  1321.43        500.000                 NaN   99.4659                 NaN  0.519557E-001  0.161429       0.137980                 NaN  0.182738                 NaN            NaN            NaN            NaN
  1320.06        500.000                 NaN   99.4731                 NaN  0.495885E-001  0.139746       0.157862                 NaN  0.179728                 NaN            NaN            NaN            NaN
  1318.68        500.000                 NaN   99.4786                 NaN  0.496070E-001  0.156581       0.137230                 NaN  0.177932                 NaN            NaN            NaN            NaN
  1317.31        500.000                 NaN   99.4851                 NaN  0.492837E-001  0.135037       0.154881                 NaN  0.175690                 NaN            NaN            NaN            NaN
  1315.94        500.000                 NaN   99.4913                 NaN  0.486568E-001  0.152859       0.133693                 NaN  0.173536                 NaN            NaN            NaN            NaN
  1314.56        500.000                 NaN   99.4975                 NaN  0.490554E-001  0.151774       0.130234                 NaN  0.171481                 NaN            NaN            NaN            NaN
  1313.19        500.000                 NaN   99.5027                 NaN  0.461637E-001  0.133293       0.148638                 NaN  0.169222                 NaN            NaN            NaN            NaN
  1311.81        500.000                 NaN   99.5092                 NaN  0.466193E-001  0.147098       0.130013                 NaN  0.167103                 NaN            NaN            NaN            NaN
  1310.44        500.000                 NaN   99.5169                 NaN  0.543075E-001  0.112467       0.150672                 NaN  0.165627                 NaN            NaN            NaN            NaN
  1309.07        500.000                 NaN   99.5184                 NaN  0.373963E-001  0.139274       0.142488                 NaN  0.162467                 NaN            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.5260                 NaN  0.445911E-001  0.126484       0.141912                 NaN  0.161052                 NaN            NaN            NaN            NaN
  1306.32        500.000                 NaN   99.5310                 NaN  0.439302E-001  0.125254       0.140569                 NaN  0.159223                 NaN            NaN            NaN            NaN
  1304.95        500.000                 NaN   99.5360                 NaN  0.430498E-001  0.138569       0.124984                 NaN  0.157438                 NaN            NaN            NaN            NaN
  1303.57        500.000                 NaN   99.5421                 NaN  0.424216E-001  0.123650       0.136674                 NaN  0.155119                 NaN            NaN            NaN            NaN
  1302.20        500.000                 NaN   99.5473                 NaN  0.417203E-001  0.122902       0.134675                 NaN  0.153376                 NaN            NaN            NaN            NaN
  1300.83        500.000                 NaN   99.5521                 NaN  0.410531E-001  0.133336       0.121895                 NaN  0.151576                 NaN            NaN            NaN            NaN
  1299.45        500.000                 NaN   99.5266                 NaN  0.444913E-001  0.127716       0.140173                 NaN  0.160990                 NaN            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.5940                 NaN  0.358935E-001  0.113241       0.120372                 NaN  0.136464                 NaN            NaN            NaN            NaN
  1296.70        500.000                 NaN   99.5663                 NaN  0.389798E-001  0.119688       0.128481                 NaN  0.146561                 NaN            NaN            NaN            NaN
  1295.33        500.000                 NaN   88.8615                 NaN  0.987139E-003   1.75927       0.953916                 NaN   1.30104        7.12328                 NaN            NaN            NaN
  1293.96        500.000                 NaN   83.0736                 NaN            NaN   2.58702        1.42526                 NaN   1.92763        10.9864                 NaN            NaN            NaN
  1292.58        500.000                 NaN   85.3554                 NaN            NaN   2.23040        1.25170                 NaN   1.67946        9.48302                 NaN            NaN            NaN
  1291.21        500.000                 NaN   87.1590                 NaN            NaN   1.10842        1.95284                 NaN   1.48213        8.29759                 NaN            NaN            NaN
  1289.84        500.000                 NaN   88.5996                 NaN            NaN   1.73180       0.993104                 NaN   1.32446        7.35108                 NaN            NaN            NaN
  1288.46        500.000                 NaN   89.7766                 NaN            NaN  0.899205        1.55053                 NaN   1.19508        6.57861                 NaN            NaN            NaN
  1287.09        500.000                 NaN   90.7675                 NaN            NaN   1.39812       0.818513                 NaN   1.08541        5.93045                 NaN            NaN            NaN
  1285.72        500.000                 NaN   91.5967                 NaN            NaN  0.750215        1.27159                 NaN  0.993546        5.38797                 NaN            NaN            NaN
  1284.34        500.000                 NaN   92.3146                 NaN            NaN   1.16189       0.690135                 NaN  0.913400        4.91996                 NaN            NaN            NaN
  1282.97        500.000                 NaN   92.9164                 NaN            NaN   1.06924       0.640802                 NaN  0.846029        4.52750                 NaN            NaN            NaN
  1281.59        500.000                 NaN   93.4435                 NaN            NaN  0.596940       0.988547                 NaN  0.786909        4.18411                 NaN            NaN            NaN
  1280.22        500.000                 NaN   93.9080                 NaN            NaN  0.918283       0.556355                 NaN  0.734485        3.88283                 NaN            NaN            NaN
  1278.85        500.000                 NaN   94.3136                 NaN            NaN  0.520502       0.857833                 NaN  0.688438        3.61966                 NaN            NaN            NaN
  1277.47        500.000                 NaN   94.6796                 NaN            NaN  0.800888       0.489499                 NaN  0.646582        3.38342                 NaN            NaN            NaN
  1276.10        500.000                 NaN   94.9923                 NaN            NaN  0.754557       0.461903                 NaN  0.610961        3.18024                 NaN            NaN            NaN
  1274.73        500.000                 NaN   95.2753                 NaN            NaN  0.434850       0.714151                 NaN  0.578675        2.99703                 NaN            NaN            NaN
  1273.35        500.000                 NaN   95.5391                 NaN            NaN  0.674883       0.410525                 NaN  0.548017        2.82743                 NaN            NaN            NaN
  1271.98        500.000                 NaN   95.7696                 NaN            NaN  0.387808       0.642468                 NaN  0.521392        2.67878                 NaN            NaN            NaN
  1270.61        500.000                 NaN   95.9832                 NaN            NaN  0.366826       0.612051                 NaN  0.496510        2.54145                 NaN            NaN            NaN
  1269.23        500.000                 NaN   96.1764                 NaN            NaN  0.587051       0.345592                 NaN  0.474016        2.41697                 NaN            NaN            NaN
  1267.86        500.000                 NaN   96.3547                 NaN            NaN  0.565968       0.323456                 NaN  0.452915        2.30296                 NaN            NaN            NaN
  1266.49        500.000                 NaN   96.5197                 NaN            NaN  0.304744       0.544994                 NaN  0.433462        2.19713                 NaN            NaN            NaN
  1265.11        500.000                 NaN   96.6695                 NaN            NaN  0.532182       0.281131                 NaN  0.415648        2.10150                 NaN            NaN            NaN
