|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/TAY13/TAY13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1268.73        500.000        95.7053                 NaN            NaN            NaN  0.459527       0.896496                 NaN  0.528269        2.41037                 NaN            NaN            NaN
  1267.30        500.000        95.9002                 NaN            NaN            NaN  0.417290       0.880266                 NaN  0.505575        2.29670                 NaN            NaN            NaN
  1265.88        500.000        96.0829                 NaN            NaN            NaN  0.375271       0.866938                 NaN  0.483980        2.19094                 NaN            NaN            NaN
  1264.46        500.000        96.2555                 NaN            NaN            NaN  0.866438       0.322763                 NaN  0.463651        2.09166                 NaN            NaN            NaN
  1263.04        500.000        96.4019                 NaN            NaN            NaN   1.14631                 NaN            NaN  0.446292        2.00548                 NaN            NaN            NaN
  1261.62        500.000        96.5427                 NaN            NaN            NaN   1.10307                 NaN            NaN  0.429100        1.92512                 NaN            NaN            NaN
  1260.19        500.000        96.6885                 NaN            NaN            NaN   1.05828                 NaN            NaN  0.411504        1.84168                 NaN            NaN            NaN
  1258.77        500.000        96.8128                 NaN            NaN            NaN   1.01965                 NaN            NaN  0.396029        1.77153                 NaN            NaN            NaN
  1257.35        500.000        96.9244                 NaN            NaN            NaN  0.985883                 NaN            NaN  0.382989        1.70676                 NaN            NaN            NaN
  1255.93        500.000        97.0351                 NaN            NaN            NaN  0.952136                 NaN            NaN  0.368738        1.64400                 NaN            NaN            NaN
  1254.51        500.000        97.1362                 NaN            NaN            NaN  0.920847                 NaN            NaN  0.356841        1.58612                 NaN            NaN            NaN
  1253.09        500.000        97.2336                 NaN            NaN            NaN  0.890827                 NaN            NaN  0.344266        1.53131                 NaN            NaN            NaN
  1251.66        500.000        97.3251                 NaN            NaN            NaN  0.861462                 NaN            NaN  0.334660        1.47880                 NaN            NaN            NaN
  1250.24        500.000        97.4070                 NaN            NaN            NaN  0.838122                 NaN            NaN  0.322339        1.43255                 NaN            NaN            NaN
  1248.82        500.000        97.4907                 NaN            NaN            NaN  0.810936                 NaN            NaN  0.312485        1.38590                 NaN            NaN            NaN
  1247.40        500.000        97.5617                 NaN            NaN            NaN  0.790122                 NaN            NaN  0.303214        1.34498                 NaN            NaN            NaN
  1245.98        500.000        97.6369                 NaN            NaN            NaN  0.765737                 NaN            NaN  0.294748        1.30260                 NaN            NaN            NaN
  1244.55        500.000        97.7028                 NaN            NaN            NaN  0.746427                 NaN            NaN  0.285286        1.26550                 NaN            NaN            NaN
  1243.13        500.000        97.7679                 NaN            NaN            NaN  0.726430                 NaN            NaN  0.276614        1.22911                 NaN            NaN            NaN
  1241.71        500.000        97.8253                 NaN            NaN            NaN  0.708835                 NaN            NaN  0.270064        1.19582                 NaN            NaN            NaN
  1240.29        500.000        97.8851                 NaN            NaN            NaN  0.690307                 NaN            NaN  0.262456        1.16214                 NaN            NaN            NaN
  1238.87        500.000        97.9408                 NaN            NaN            NaN  0.672773                 NaN            NaN  0.255375        1.13103                 NaN            NaN            NaN
  1237.45        500.000        97.9919                 NaN            NaN            NaN  0.657563                 NaN            NaN  0.248848        1.10167                 NaN            NaN            NaN
  1236.02        500.000        98.0430                 NaN            NaN            NaN  0.641579                 NaN            NaN  0.241931        1.07345                 NaN            NaN            NaN
  1234.60        500.000        98.0910                 NaN            NaN            NaN  0.626894                 NaN            NaN  0.235970        1.04609                 NaN            NaN            NaN
  1233.18        500.000        98.1405                 NaN            NaN            NaN  0.611458                 NaN            NaN  0.228224        1.01980                 NaN            NaN            NaN
  1231.76        500.000        98.1849                 NaN            NaN            NaN  0.597492                 NaN            NaN  0.223085       0.994555                 NaN            NaN            NaN
  1230.34        500.000        98.2275                 NaN            NaN            NaN  0.584214                 NaN            NaN  0.217343       0.970978                 NaN            NaN            NaN
  1228.91        500.000        98.2705                 NaN            NaN            NaN  0.570243                 NaN            NaN  0.212134       0.947151                 NaN            NaN            NaN
  1227.49        500.000        98.2947                 NaN            NaN            NaN  0.566033                 NaN            NaN  0.207273       0.931981                 NaN            NaN            NaN
  1226.07        500.000        98.3513                 NaN            NaN            NaN  0.545029                 NaN            NaN  0.201905       0.901757                 NaN            NaN            NaN
  1224.65        500.000        98.3807                 NaN            NaN            NaN  0.536363                 NaN            NaN  0.198468       0.884493                 NaN            NaN            NaN
  1223.23        500.000        98.4120                 NaN            NaN            NaN  0.525296                 NaN            NaN  0.193579       0.867829       0.127492E-002            NaN            NaN
  1221.81        500.000        98.3032                 NaN            NaN            NaN  0.513487                 NaN            NaN  0.206055       0.937332       0.399227E-001            NaN            NaN
  1220.38        500.000        98.3460                 NaN            NaN            NaN  0.500739                 NaN            NaN  0.199142       0.915386       0.387242E-001            NaN            NaN
  1218.96        500.000        98.3858                 NaN            NaN            NaN  0.489946                 NaN            NaN  0.193859       0.893438       0.369620E-001            NaN            NaN
  1217.54        500.000        98.4288                 NaN            NaN            NaN  0.476076                 NaN            NaN  0.186597       0.872405       0.361646E-001            NaN            NaN
  1216.12        500.000        98.4657                 NaN            NaN            NaN  0.466342                 NaN            NaN  0.182328       0.851389       0.342079E-001            NaN            NaN
  1214.70        500.000        98.5050                 NaN            NaN            NaN  0.454139                 NaN            NaN  0.176202       0.831481       0.331974E-001            NaN            NaN
  1213.27        500.000        96.5547                 NaN            NaN            NaN  0.832555                 NaN            NaN  0.548295        1.92749       0.136968                 NaN            NaN
  1211.85        500.000        98.7445                 NaN            NaN            NaN  0.363050                 NaN            NaN  0.124318       0.754856       0.132758E-001            NaN            NaN
  1210.43        500.000        99.7265                 NaN            NaN            NaN  0.233488                 NaN            NaN  0.302674E-001            NaN  0.971064E-002            NaN            NaN
  1209.01        500.000        97.7107                 NaN            NaN            NaN  0.317912                 NaN            NaN  0.153838       0.976155       0.313902E-001  0.810014                 NaN
  1207.59        500.000        88.8369                 NaN            NaN            NaN   1.28425       0.203233                 NaN  0.903528        5.10095       0.903906E-001   3.58077                 NaN
  1206.17        500.000        88.2333                 NaN            NaN            NaN   1.60860       0.928483E-001            NaN  0.779278        4.34161       0.109935        4.83441                 NaN
  1204.74        500.000        93.1582                 NaN            NaN  0.157050                 NaN            NaN            NaN  0.237378        2.80445       0.363505E-001   3.60660                 NaN
  1203.32        500.000        97.4728                 NaN            NaN            NaN  0.263036       0.521659E-001  0.751734       0.653863       0.774198       0.321661E-001            NaN            NaN
  1201.90        500.000        95.3225                 NaN            NaN            NaN  0.115377        1.02317                 NaN  0.541025        1.84112                 NaN   1.15685                 NaN
  1200.48        500.000        97.6366                 NaN            NaN            NaN  0.716513                 NaN            NaN  0.144935       0.659321       0.260905E-002  0.840002                 NaN
  1199.06        500.000        92.4891                 NaN            NaN            NaN  0.654521       0.489534                 NaN  0.599990        2.78652       0.555096E-001   2.92486                 NaN
  1197.63        500.000        89.5100                 NaN            NaN            NaN   1.51674                 NaN            NaN  0.833666        3.99678       0.738577E-001   4.06896                 NaN
  1196.21        500.000        90.5996                 NaN            NaN            NaN  0.887379       0.431189       0.897909E-001  0.738038        3.55620       0.628546E-001   3.63494                 NaN
  1194.79        500.000        89.9097                 NaN            NaN            NaN  0.401414        1.05922                 NaN  0.825916        3.85652       0.538161E-001   3.89344                 NaN
  1193.37        500.000        87.3370                 NaN            NaN            NaN   1.81287                 NaN            NaN   1.01661        4.87606       0.652167E-001   4.89227                 NaN
  1191.95        500.000        81.4165                 NaN            NaN            NaN   2.28372                 NaN            NaN   1.41635        7.40463       0.117180        7.36163                 NaN
  1190.53        500.000        53.3229                 NaN            NaN            NaN   4.98655       0.644080                 NaN   3.41315        18.9754       0.282528        18.3753                 NaN
  1189.10        500.000                 NaN            NaN            NaN   3.54234        6.11765                 NaN            NaN   6.92066        42.0436       0.845399        40.5304                 NaN
  1187.68        500.000                 NaN            NaN            NaN            NaN   2.06581        9.45755       0.201323E-004   7.31193        40.9737       0.568531        39.6225                 NaN
  1186.26        500.000                 NaN            NaN            NaN            NaN   10.0576        1.50343       0.199653E-005   7.33814        40.9174       0.556095        39.6274                 NaN
  1184.84        500.000                 NaN            NaN            NaN   3.36545        6.41939       0.310299E-004            NaN   6.95129        41.9461       0.826194        40.4915                 NaN
  1183.42        500.000                 NaN            NaN            NaN   3.20199        6.97631       0.125123E-005            NaN   7.23231        41.3480       0.701122        40.5403                 NaN
  1181.99        500.000                 NaN            NaN            NaN   1.06918        9.96846       0.343313E-005            NaN   7.24009        41.1830       0.632057        39.9072                 NaN
  1180.57        500.000                 NaN            NaN            NaN   1.17836        9.82210       0.953711E-005            NaN   7.23910        41.1881       0.633716        39.9386                 NaN
  1179.15        500.000                 NaN            NaN            NaN   1.15318        9.84697       0.338157E-005            NaN   7.23452        41.1987       0.636699        39.9300                 NaN
  1177.73        500.000                 NaN            NaN            NaN   3.61731       0.262408E-003   6.02066                 NaN   6.92144        42.0416       0.845629        40.5531                 NaN
  1176.31        500.000                 NaN            NaN            NaN   1.19850        9.78414       0.331490E-005            NaN   7.23340        41.2030       0.638279        39.9427                 NaN
  1174.89        500.000                 NaN            NaN            NaN   4.28542       0.297558E-003            NaN            NaN   6.58432        43.0938       0.976975        40.5489        4.51031     
  1173.46        500.000                 NaN            NaN            NaN   1.26055        9.69567       0.326211E-005            NaN   7.23019        41.2126       0.641301        39.9597                 NaN
  1172.04        500.000                 NaN            NaN            NaN   4.27700       0.732487E-001            NaN            NaN   6.58838        43.0811       0.975401        40.5488        4.45600     
  1170.62        500.000                 NaN            NaN            NaN   3.58476       0.265841E-003   6.06184                 NaN   6.92207        42.0440       0.845012        40.5421                 NaN
  1169.20        500.000                 NaN            NaN            NaN   1.35598        9.55931       0.318188E-005            NaN   7.22484        41.2279       0.646107        39.9859                 NaN
  1167.78        500.000                 NaN            NaN            NaN   1.39194        9.50789       0.314956E-005            NaN   7.22260        41.2338       0.647948        39.9958                 NaN
  1166.35        500.000                 NaN            NaN            NaN   1.41388        9.47674       0.313486E-005            NaN   7.22165        41.2369       0.648976        40.0018                 NaN
  1164.93        500.000                 NaN            NaN            NaN   1.44377        9.43401       0.310997E-005            NaN   7.21991        41.2418       0.650491        40.0101                 NaN
  1163.51        500.000                 NaN            NaN            NaN   1.47334        9.39179       0.307575E-005            NaN   7.21816        41.2465       0.651992        40.0182                 NaN
  1162.09        500.000                 NaN            NaN            NaN   3.60117       0.291532E-003   6.04276                 NaN   6.92271        42.0380       0.845642        40.5494                 NaN
  1160.67        500.000                 NaN            NaN            NaN   3.57572        6.08139       0.366136E-003            NaN   6.89464        42.0389       0.858190        40.5508                 NaN
  1159.24        500.000                 NaN            NaN            NaN   4.28522       0.246004E-002            NaN            NaN   6.58443        43.0934       0.976938        40.5489        4.50862     
  1157.82        500.000                 NaN            NaN            NaN   4.28034       0.440891E-001            NaN            NaN   6.58642        43.0866       0.976185        40.5489        4.47753     
  1156.40        500.000                 NaN            NaN            NaN   1.61515        9.18932       0.312147E-005            NaN   7.20968        41.2694       0.659187        40.0573                 NaN
  1154.98        500.000                 NaN            NaN            NaN   1.64988        9.13906       0.488059E-004            NaN   7.20727        41.2758       0.661185        40.0668                 NaN
  1153.56        500.000                 NaN            NaN            NaN   4.28529       0.200803E-002            NaN            NaN   6.58441        43.0935       0.976942        40.5489        4.50894     
  1152.14        500.000                 NaN            NaN            NaN   1.69749        9.07162       0.315595E-005            NaN   7.20446        41.2830       0.663471        40.0800                 NaN
  1150.71        500.000                 NaN            NaN            NaN   1.72710        9.02901       0.454091E-004            NaN   7.20238        41.2882       0.665101        40.0881                 NaN
  1149.29        500.000                 NaN            NaN            NaN   1.75049        8.99580       0.439333E-004            NaN   7.20105        41.2918       0.666239        40.0946                 NaN
  1147.87        500.000                 NaN            NaN            NaN   4.28541       0.311911E-003            NaN            NaN   6.58432        43.0938       0.976974        40.5489        4.51030     
  1146.45        500.000                 NaN            NaN            NaN   1.72262        9.04267       0.298630E-005            NaN   7.20792        41.2763       0.662320        40.0882                 NaN
  1145.03        500.000                 NaN            NaN            NaN   1.74976        9.00382       0.299156E-005            NaN   7.20610        41.2809       0.663764        40.0957                 NaN
  1143.60        500.000                 NaN            NaN            NaN   3.68728       0.279092E-003   5.93075                 NaN   6.92439        42.0366       0.845562        40.5752                 NaN
  1142.18        500.000                 NaN            NaN            NaN   1.91041        8.76109                 NaN            NaN   7.19670        41.3188       0.675899        40.1371                 NaN
  1140.76        500.000                 NaN            NaN            NaN   4.28114       0.408836E-001            NaN            NaN   6.58663        43.0866       0.976089        40.5490        4.47963     
  1139.34        500.000                 NaN            NaN            NaN   1.93052        8.73913                 NaN            NaN   7.20073        41.3114       0.673978        40.1442                 NaN
  1137.92        500.000                 NaN            NaN            NaN   1.95675        8.70093                 NaN            NaN   7.19761        41.3175       0.675859        40.1514                 NaN
  1136.50        500.000                 NaN            NaN            NaN   2.00211        8.63065                 NaN            NaN   7.18936        41.3345       0.680660        40.1627                 NaN
  1135.07        500.000                 NaN            NaN            NaN   2.01455        8.61398                 NaN            NaN   7.18899        41.3351       0.680963        40.1664                 NaN
  1133.65        500.000                 NaN            NaN            NaN   2.05006        8.56244                 NaN            NaN   7.18592        41.3425       0.682981        40.1761                 NaN
  1132.23        500.000                 NaN            NaN            NaN   2.07311        8.52946                 NaN            NaN   7.18390        41.3467       0.684291        40.1825                 NaN
  1130.81        500.000                 NaN            NaN            NaN   2.08757        8.50965                 NaN            NaN   7.18318        41.3481       0.684807        40.1867                 NaN
  1129.39        500.000                 NaN            NaN            NaN   2.10143        8.49088                 NaN            NaN   7.18279        41.3491       0.685110        40.1907                 NaN
  1127.96        500.000                 NaN            NaN            NaN   2.11610        8.47072                 NaN            NaN   7.18205        41.3505       0.685664        40.1950                 NaN
  1126.54        500.000                 NaN            NaN            NaN   2.13575        8.44325                 NaN            NaN   7.18118        41.3531       0.686276        40.2005                 NaN
  1125.12        500.000                 NaN            NaN            NaN   2.15692        8.41317                 NaN            NaN   7.17967        41.3565       0.687299        40.2064                 NaN
  1123.70        500.000                 NaN            NaN            NaN   2.17684        8.38425                 NaN            NaN   7.17708        41.3608       0.688985        40.2121                 NaN
  1122.28        500.000                 NaN            NaN            NaN   2.16398        8.40487                 NaN            NaN   7.17740        41.3549       0.689164        40.2097                 NaN
  1120.86        500.000                 NaN            NaN            NaN   2.18995        8.36861                 NaN            NaN   7.17724        41.3582       0.689275        40.2167                 NaN
  1119.43        500.000                 NaN            NaN            NaN   2.21155        8.33775                 NaN            NaN   7.17602        41.3621       0.690022        40.2226                 NaN
  1118.01        500.000                 NaN            NaN            NaN   2.26882        8.24703                 NaN            NaN   7.16656        41.3837       0.696375        40.2375                 NaN
  1116.59        500.000                 NaN            NaN            NaN   2.26187        8.26513                 NaN            NaN   7.17123        41.3724       0.693013        40.2364                 NaN
  1115.17        500.000                 NaN            NaN            NaN   2.28260        8.23547                 NaN            NaN   7.16948        41.3761       0.694175        40.2422                 NaN
  1113.75        500.000                 NaN            NaN            NaN   4.27707       0.852484E-001            NaN            NaN   6.58927        43.0785       0.975096        40.5494        4.44546     
  1112.32        500.000                 NaN            NaN            NaN   2.32107        8.18069                 NaN            NaN   7.16643        41.3826       0.696229        40.2530                 NaN
  1110.90        500.000                 NaN            NaN            NaN   2.31200        8.19144                 NaN            NaN   7.15957        41.3868       0.699610        40.2506                 NaN
  1109.48        500.000                 NaN            NaN            NaN   2.35929        8.12621                 NaN            NaN   7.16313        41.3893       0.698359        40.2637                 NaN
  1108.06        500.000                 NaN            NaN            NaN   4.27006       0.158625                 NaN            NaN   6.59358        43.0651       0.973459        40.5499        4.38926     
  1106.64        500.000                 NaN            NaN            NaN   2.39100        8.10008                 NaN            NaN   7.16856        41.3711       0.693433        40.2758                 NaN
  1105.22        500.000                 NaN            NaN            NaN   2.41117        8.05239                 NaN            NaN   7.15925        41.3978       0.701087        40.2783                 NaN
  1103.79        500.000                 NaN            NaN            NaN   2.42053        8.04288                 NaN            NaN   7.16017        41.3949       0.700294        40.2813                 NaN
  1102.37        500.000                 NaN            NaN            NaN   2.42962        8.03157                 NaN            NaN   7.16065        41.3930       0.700553        40.2846                 NaN
  1100.95        500.000                 NaN            NaN            NaN  0.166268E-004   1.63831        10.0669       0.113598E-003   7.48534        40.6639       0.495247        39.6502                 NaN
  1099.53        500.000                 NaN            NaN            NaN   4.27585       0.101929                 NaN            NaN   6.59034        43.0752       0.974730        40.5497        4.43224     
  1098.11        500.000                 NaN            NaN            NaN   2.48784        7.94761                 NaN            NaN   7.15477        41.4044       0.704400        40.3010                 NaN
  1096.68        500.000                 NaN            NaN            NaN   2.50188        7.92302                 NaN            NaN   7.14979        41.4145       0.707030        40.3038                 NaN
  1095.26        500.000                 NaN            NaN            NaN   2.51501        7.90833                 NaN            NaN   7.15245        41.4102       0.705800        40.3083                 NaN
  1093.84        500.000                 NaN            NaN            NaN   2.52758        7.89127                 NaN            NaN   7.15194        41.4113       0.706082        40.3118                 NaN
  1092.42        500.000                 NaN            NaN            NaN   2.54313        7.86886                 NaN            NaN   7.15067        41.4138       0.707167        40.3164                 NaN
  1091.00        500.000                 NaN            NaN            NaN   4.28044       0.546405E-001            NaN            NaN   6.58754        43.0838       0.975760        40.5494        4.46843     
  1089.58        500.000                 NaN            NaN            NaN   2.49944        7.94246                 NaN            NaN   7.15944        41.3910       0.701166        40.3065                 NaN
  1088.15        500.000                 NaN            NaN            NaN   2.59564        7.79574                 NaN            NaN   7.14722        41.4194       0.709963        40.3321                 NaN
  1086.73        500.000                 NaN            NaN            NaN   2.58686        7.81105                 NaN            NaN   7.14992        41.4146       0.708048        40.3295                 NaN
  1085.31        500.000                 NaN            NaN            NaN   2.61048        7.77471                 NaN            NaN   7.14570        41.4228       0.710284        40.3360                 NaN
  1083.89        500.000                 NaN            NaN            NaN   4.26875       0.184858                 NaN            NaN   6.59538        43.0597       0.972850        40.5506        4.36783     
  1082.47        500.000                 NaN            NaN            NaN   2.63827        7.73538                 NaN            NaN   7.14480        41.4254       0.711977        40.3442                 NaN
  1081.04        500.000                 NaN            NaN            NaN   3.80638        5.78257                 NaN            NaN   6.93356        42.0171       0.845196        40.6152                 NaN
  1079.62        500.000                 NaN            NaN            NaN   2.67482        7.67973                 NaN            NaN   7.14012        41.4371       0.714712        40.3535                 NaN
  1078.20        500.000                 NaN            NaN            NaN   2.67167        7.68977                 NaN            NaN   7.14200        41.4302       0.713125        40.3533                 NaN
  1076.78        500.000                 NaN            NaN            NaN   4.27909       0.719467E-001            NaN            NaN   6.58861        43.0805       0.975359        40.5496        4.45486     
  1075.36        500.000                 NaN            NaN            NaN   2.69837        7.65265                 NaN            NaN   7.14168        41.4311       0.714413        40.3617                 NaN
  1073.94        500.000                 NaN            NaN            NaN   2.71016        7.63644                 NaN            NaN   7.14109        41.4322       0.714884        40.3652                 NaN
  1072.51        500.000                 NaN            NaN            NaN   4.27604       0.107834                 NaN            NaN   6.59080        43.0738       0.974546        40.5500        4.42696     
  1071.09        500.000                 NaN            NaN            NaN   2.73719        7.59823                 NaN            NaN   7.13897        41.4367       0.716072        40.3728                 NaN
  1069.67        500.000                 NaN            NaN            NaN   2.77260        7.56322                 NaN            NaN   7.14526        41.4216       0.712289        40.3850                 NaN
  1068.25        500.000                 NaN            NaN            NaN   2.76068        7.56578                 NaN            NaN   7.13791        41.4388       0.717070        40.3797                 NaN
  1066.83        500.000                 NaN            NaN            NaN   2.79218        7.51612                 NaN            NaN   7.13106        41.4526       0.720736        40.3873                 NaN
  1065.40        500.000                 NaN            NaN            NaN   2.80363        7.50050                 NaN            NaN   7.13056        41.4533       0.721207        40.3908                 NaN
  1063.98        500.000                 NaN            NaN            NaN   2.67800        7.72501                 NaN            NaN   7.16835        41.3668       0.698452        40.3634                 NaN
  1062.56        500.000                 NaN            NaN            NaN   2.79762        7.51842                 NaN            NaN   7.13566        41.4389       0.718412        40.3910                 NaN
  1061.14        500.000                 NaN            NaN            NaN   2.78337        7.54448                 NaN            NaN   7.13932        41.4287       0.716102        40.3880                 NaN
  1059.72        500.000                 NaN            NaN            NaN   2.81401        7.49506                 NaN            NaN   7.13691        41.4388       0.718861        40.3964                 NaN
  1058.30        500.000                 NaN            NaN            NaN   4.26879       0.198904                 NaN            NaN   6.59642        43.0565       0.972444        40.5512        4.35570     
  1056.87        500.000                 NaN            NaN            NaN   2.82067        7.49063                 NaN            NaN   7.13932        41.4326       0.717703        40.3991                 NaN
  1055.45        500.000                 NaN            NaN            NaN   2.87341        7.40115                 NaN            NaN   7.11980        41.4629       0.729542        40.4132                 NaN
  1054.03        500.000                 NaN            NaN            NaN   2.88244        7.38893                 NaN            NaN   7.11949        41.4633       0.729861        40.4159                 NaN
  1052.61        500.000                 NaN            NaN            NaN   4.27374       0.142258                 NaN            NaN   6.59302        43.0670       0.973727        40.5506        4.39957     
  1051.19        500.000                 NaN            NaN            NaN   4.27101       0.176495                 NaN            NaN   6.59514        43.0605       0.972939        40.5511        4.37279     
  1049.76        500.000                 NaN            NaN            NaN   2.91042        7.35012                 NaN            NaN   7.11804        41.4661       0.731134        40.4242                 NaN
  1048.34        500.000                 NaN            NaN            NaN   2.91955        7.33757                 NaN            NaN   7.11781        41.4667       0.731408        40.4269                 NaN
  1046.92        500.000                 NaN            NaN            NaN   2.92028        7.34714                 NaN            NaN   7.13093        41.4505       0.723713        40.4275                 NaN
  1045.50        500.000                 NaN            NaN            NaN   2.93782        7.31252                 NaN            NaN   7.11737        41.4680       0.731950        40.4323                 NaN
  1044.08        500.000                 NaN            NaN            NaN   2.94722        7.29956                 NaN            NaN   7.11711        41.4688       0.732244        40.4351                 NaN
  1042.65        500.000                 NaN            NaN            NaN   2.95651        7.28681                 NaN            NaN   7.11689        41.4694       0.732522        40.4378                 NaN
  1041.23        500.000                 NaN            NaN            NaN   2.96606        7.27366                 NaN            NaN   7.11664        41.4702       0.732818        40.4406                 NaN
  1039.81        500.000                 NaN            NaN            NaN   2.97595        7.26001                 NaN            NaN   7.11635        41.4710       0.733143        40.4435                 NaN
  1038.39        500.000                 NaN            NaN            NaN   3.74303       0.247416        5.72365       0.165014E-005   6.96067        41.9121       0.811869        40.6012                 NaN
  1036.97        500.000                 NaN            NaN            NaN   4.27846       0.896994E-001            NaN            NaN   6.58987        43.0767       0.974913        40.5502        4.44016     
  1035.55        500.000                 NaN            NaN            NaN   1.25592        9.91064                 NaN            NaN   7.16182        41.0221       0.639525        40.0100                 NaN
  1034.12        500.000                 NaN            NaN            NaN   3.03192        7.19192                 NaN            NaN   7.12183        41.4632       0.730418        40.4607                 NaN
  1032.70        500.000                 NaN            NaN            NaN   4.27898       0.842438E-001            NaN            NaN   6.58955        43.0777       0.975035        40.5501        4.44434     
  1031.28        500.000                 NaN            NaN            NaN   4.27910       0.830695E-001            NaN            NaN   6.58949        43.0779       0.975060        40.5501        4.44524     
  1029.86        500.000                 NaN            NaN            NaN   3.04903        7.17090                 NaN            NaN   7.12320        41.4606       0.730030        40.4663                 NaN
  1028.44        500.000                 NaN            NaN            NaN   3.07028        7.15779                 NaN            NaN   7.13370        41.4405       0.723596        40.4741                 NaN
  1027.01        500.000                 NaN            NaN            NaN   4.27931       0.814349E-001            NaN            NaN   6.58940        43.0782       0.975093        40.5501        4.44644     
  1025.59        500.000                 NaN            NaN            NaN   3.05417        7.16737                 NaN            NaN   7.12715        41.4553       0.727957        40.4681                 NaN
  1024.17        500.000                 NaN            NaN            NaN   3.07277        7.15407                 NaN            NaN   7.12879        41.4405       0.727253        40.4766                 NaN
  1022.75        500.000                 NaN            NaN            NaN   4.26939       0.213282                 NaN            NaN   6.59770        43.0527       0.972010        40.5521        4.34274     
  1021.33        500.000                 NaN            NaN            NaN   4.27303       0.166600                 NaN            NaN   6.59480        43.0617       0.973098        40.5515        4.37930     
  1019.91        500.000                 NaN            NaN            NaN   3.08557        7.12337                 NaN            NaN   7.12594        41.4580       0.729511        40.4776                 NaN
  1018.48        500.000                 NaN            NaN            NaN   3.81516       0.891540E-003   5.79266                 NaN   6.95368        41.9723       0.838929        40.6263                 NaN
  1017.06        500.000                 NaN            NaN            NaN   4.27676       0.118200                 NaN            NaN   6.59178        43.0710       0.974217        40.5508        4.41730     
  1015.64        500.000                 NaN            NaN            NaN   3.10895        7.09261                 NaN            NaN   7.12587        41.4577       0.729985        40.4849                 NaN
  1014.22        500.000                 NaN            NaN            NaN   3.15116        7.04998                 NaN            NaN   7.13260        41.4406       0.726424        40.4993                 NaN
  1012.80        500.000                 NaN            NaN            NaN   4.27289       0.172881                 NaN            NaN   6.59529        43.0603       0.972923        40.5517        4.37405     
  1011.37        500.000                 NaN            NaN            NaN   3.14602        7.06464                 NaN            NaN   7.13708        41.4290       0.723954        40.4993                 NaN
  1009.95        500.000                 NaN            NaN            NaN   3.04231        7.26476                 NaN            NaN   7.15279        41.3619       0.702749        40.4755                 NaN
  1008.53        500.000                 NaN            NaN            NaN   3.87761        5.76242       0.315871E-005            NaN   6.95598        41.9058       0.838322        40.6599                 NaN
  1007.11        500.000                 NaN            NaN            NaN   3.19084        6.99771                 NaN            NaN   7.13216        41.4400       0.727555        40.5118                 NaN
  1005.69        500.000                 NaN            NaN            NaN   3.83614        5.77255                 NaN            NaN   6.95942        41.9607       0.836635        40.6345                 NaN
  1004.27        500.000                 NaN            NaN            NaN   3.88396        5.75497                 NaN            NaN   6.95728        41.9032       0.838148        40.6624                 NaN
  1002.84        500.000                 NaN            NaN            NaN   3.88566        5.75403                 NaN            NaN   6.95759        41.9017       0.837899        40.6631                 NaN
  1001.42        500.000                 NaN            NaN            NaN   3.28367        6.82606                 NaN            NaN   7.10469        41.5092       0.745145        40.5313                 NaN
  1000.00        500.000                 NaN            NaN            NaN   3.88971        5.75225                 NaN            NaN   6.95811        41.8972       0.837957        40.6648                 NaN
