|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1492.19        2500.00        99.5011                 NaN            NaN            NaN  0.498859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00        99.4992                 NaN            NaN            NaN  0.500817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00        99.5003                 NaN            NaN            NaN  0.499729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00        99.4989                 NaN            NaN            NaN  0.501141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00        99.4930                 NaN            NaN            NaN  0.506966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00        99.4944                 NaN            NaN            NaN  0.505620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00        99.4935                 NaN            NaN            NaN  0.506471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00        99.2499                 NaN            NaN            NaN  0.439679       0.310383                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00        99.2526                 NaN            NaN            NaN  0.305018       0.442408                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00        99.2607                 NaN            NaN            NaN  0.302205       0.437089                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00        99.0607                 NaN            NaN            NaN  0.382443       0.556808                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00        99.4817                 NaN            NaN            NaN  0.211814       0.306514                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00        99.2796                 NaN            NaN            NaN  0.292737       0.427697                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00        99.2886                 NaN            NaN            NaN  0.421399       0.290047                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00        99.2939                 NaN            NaN            NaN  0.287623       0.418473                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00        99.3006                 NaN            NaN            NaN  0.414557       0.284812                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00        98.6211                 NaN            NaN            NaN  0.818415       0.560453                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.3188                 NaN            NaN            NaN  0.404475       0.276720                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00        99.3246                 NaN            NaN            NaN  0.273932       0.401514                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00        99.3302                 NaN            NaN            NaN  0.271709       0.398082                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.3365                 NaN            NaN            NaN  0.394160       0.269315                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00        99.3421                 NaN  0.470158E-005            NaN  0.266690       0.391223                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00        99.4862                 NaN            NaN            NaN  0.306768       0.207032                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00        99.2138                 NaN            NaN            NaN  0.318797       0.467418                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00        99.3593                 NaN            NaN            NaN  0.258596       0.382096                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00        99.3640                 NaN            NaN            NaN  0.378822       0.257160                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.3703       0.269243E-001            NaN            NaN  0.225868       0.376950                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00        99.3747                 NaN            NaN            NaN  0.252038       0.373231                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.3800                 NaN            NaN            NaN  0.249850       0.370112                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00        99.3839                 NaN  0.170259E-004            NaN  0.368878       0.247220                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.3899                 NaN            NaN            NaN  0.244887       0.365196                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.3942                 NaN            NaN            NaN  0.362488       0.243326                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00        99.3996                 NaN            NaN            NaN  0.240291       0.360114                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00        99.4039                 NaN            NaN            NaN  0.357265       0.238816                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00        99.4087                 NaN            NaN            NaN  0.236154       0.355171                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00        99.4127                 NaN            NaN            NaN  0.353438       0.233895                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00        99.4181                 NaN            NaN            NaN  0.232161       0.349778                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00        99.4213                 NaN            NaN            NaN  0.230535       0.348194                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        98.9475                 NaN            NaN            NaN  0.362403       0.433794       0.256278                 NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00        98.5171                 NaN            NaN            NaN  0.372872       0.619043       0.491027                 NaN            NaN            NaN            NaN            NaN
  1431.59        2500.00        98.5451                 NaN            NaN            NaN  0.365362       0.607747       0.481750                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        98.5723                 NaN            NaN            NaN  0.358160       0.596649       0.472851                 NaN            NaN            NaN            NaN            NaN
  1428.63        2500.00        98.5986                 NaN            NaN            NaN  0.351114       0.586044       0.464247                 NaN            NaN            NaN            NaN            NaN
  1427.16        2500.00        98.6242                 NaN            NaN            NaN  0.575782       0.344212       0.455848                 NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        98.6479                 NaN  0.140546E-001            NaN  0.545808       0.341563       0.450723                 NaN            NaN            NaN            NaN            NaN
  1424.20        2500.00        98.6648                 NaN  0.115890                 NaN  0.391738       0.362763       0.464812                 NaN            NaN            NaN            NaN            NaN
  1422.72        2500.00        98.6876                 NaN  0.114716                 NaN  0.357050       0.383433       0.457220                 NaN            NaN            NaN            NaN            NaN
  1421.24        2500.00        98.7123                 NaN  0.113010                 NaN  0.349930       0.376117       0.448605                 NaN            NaN            NaN            NaN            NaN
  1419.76        2500.00        98.7365                 NaN  0.112362                 NaN  0.366768       0.343872       0.440502                 NaN            NaN            NaN            NaN            NaN
  1418.29        2500.00        98.4606                 NaN  0.138811                 NaN  0.425616       0.437400       0.537582                 NaN            NaN            NaN            NaN            NaN
  1416.81        2500.00        99.0794                 NaN  0.814026E-001            NaN  0.268782       0.249817       0.320596                 NaN            NaN            NaN            NaN            NaN
  1415.33        2500.00        98.7986                 NaN  0.109764                 NaN  0.344781       0.327327       0.419561                 NaN            NaN            NaN            NaN            NaN
  1413.85        2500.00        98.8213                 NaN  0.106041                 NaN  0.340730       0.320679       0.411284                 NaN            NaN            NaN            NaN            NaN
  1412.37        2500.00        98.8418                 NaN  0.107932                 NaN  0.329190       0.316290       0.404835                 NaN            NaN            NaN            NaN            NaN
  1410.90        2500.00        98.8603                 NaN  0.105542                 NaN  0.310496       0.325251       0.398427                 NaN            NaN            NaN            NaN            NaN
  1409.42        2500.00        98.8790                 NaN  0.104955                 NaN  0.318353       0.305520       0.392178                 NaN            NaN            NaN            NaN            NaN
  1407.94        2500.00        98.8972                 NaN  0.103307                 NaN  0.300767       0.313087       0.385603                 NaN            NaN            NaN            NaN            NaN
  1406.46        2500.00        98.9153                 NaN  0.102408                 NaN  0.306641       0.296141       0.379504                 NaN            NaN            NaN            NaN            NaN
  1404.98        2500.00        98.9325                 NaN  0.101734                 NaN  0.291662       0.300491       0.373625                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.9490                 NaN  0.100724                 NaN  0.287219       0.295013       0.368091                 NaN            NaN            NaN            NaN            NaN
  1402.03        2500.00        98.9666                 NaN  0.997085E-001            NaN  0.289705       0.281733       0.362262                 NaN            NaN            NaN            NaN            NaN
  1400.55        2500.00        98.6761                 NaN  0.130416                 NaN  0.360756       0.368595       0.464172                 NaN            NaN            NaN            NaN            NaN
  1399.07        2500.00        99.3114                 NaN  0.660031E-001            NaN  0.188857       0.193285       0.240410                 NaN            NaN            NaN            NaN            NaN
  1397.59        2500.00        99.0139                 NaN  0.966109E-001            NaN  0.269706       0.274172       0.345584                 NaN            NaN            NaN            NaN            NaN
  1396.12        2500.00        99.0290                 NaN  0.957406E-001            NaN  0.265704       0.269216       0.340387                 NaN            NaN            NaN            NaN            NaN
  1394.64        2500.00        99.0434                 NaN  0.947339E-001            NaN  0.261647       0.264750       0.335445                 NaN            NaN            NaN            NaN            NaN
  1393.16        2500.00        99.0581                 NaN  0.938691E-001            NaN  0.259951       0.257845       0.330280                 NaN            NaN            NaN            NaN            NaN
  1391.68        2500.00        99.0713                 NaN  0.932480E-001            NaN  0.254897       0.254816       0.325753                 NaN            NaN            NaN            NaN            NaN
  1390.20        2500.00        99.0864                 NaN  0.917385E-001            NaN  0.250459       0.251170       0.320252                 NaN            NaN            NaN            NaN            NaN
  1388.73        2500.00        99.0974                 NaN  0.914804E-001            NaN  0.246800       0.247746       0.316550                 NaN            NaN            NaN            NaN            NaN
  1387.25        2500.00        99.1151                 NaN  0.900539E-001            NaN  0.241737       0.242819       0.310314                 NaN            NaN            NaN            NaN            NaN
  1385.77        2500.00        99.1256                 NaN  0.892049E-001            NaN  0.238802       0.239736       0.306706                 NaN            NaN            NaN            NaN            NaN
  1384.29        2500.00        99.1371                 NaN  0.890137E-001            NaN  0.233630       0.237194       0.303051                 NaN            NaN            NaN            NaN            NaN
  1382.81        2500.00        99.1512                 NaN  0.865715E-001            NaN  0.232304       0.232512       0.297364                 NaN            NaN            NaN            NaN            NaN
  1381.34        2500.00        99.1624                 NaN  0.865725E-001            NaN  0.227374       0.229833       0.293787                 NaN            NaN            NaN            NaN            NaN
  1379.86        2500.00        99.1742                 NaN  0.856540E-001            NaN  0.226561       0.223943       0.289685                 NaN            NaN            NaN            NaN            NaN
  1378.38        2500.00        99.1817                 NaN  0.875330E-001            NaN  0.217089       0.225535       0.288124                 NaN            NaN            NaN            NaN            NaN
  1376.90        2500.00        99.1998                 NaN  0.824035E-001            NaN  0.218280       0.219784       0.279778                 NaN            NaN            NaN            NaN            NaN
  1375.42        2500.00        99.2082                 NaN  0.815670E-001            NaN  0.216389       0.216641       0.277226                 NaN            NaN            NaN            NaN            NaN
  1373.95        2500.00        99.2058                 NaN  0.823511E-001            NaN  0.214722       0.217769       0.279377                 NaN            NaN            NaN            NaN            NaN
  1372.47        2500.00        99.2422                 NaN  0.806563E-001            NaN  0.210186       0.202289       0.264677                 NaN            NaN            NaN            NaN            NaN
  1370.99        2500.00        99.2397                 NaN  0.803719E-001            NaN  0.208937       0.204548       0.266452                 NaN            NaN            NaN            NaN            NaN
  1369.51        2500.00        99.2502                 NaN  0.793298E-001            NaN  0.205877       0.201930       0.262683                 NaN            NaN            NaN            NaN            NaN
  1368.03        2500.00        99.2601                 NaN  0.786425E-001            NaN  0.202626       0.199289       0.259305                 NaN            NaN            NaN            NaN            NaN
  1366.56        2500.00        99.2694                 NaN  0.775846E-001            NaN  0.200900       0.196257       0.255863                 NaN            NaN            NaN            NaN            NaN
  1365.08        2500.00        99.2795                 NaN  0.765834E-001            NaN  0.194151       0.197556       0.252172                 NaN            NaN            NaN            NaN            NaN
  1363.60        2500.00        99.2888                 NaN  0.757748E-001            NaN  0.195197       0.191335       0.248894                 NaN            NaN            NaN            NaN            NaN
  1362.12        2500.00        99.2975                 NaN  0.754808E-001            NaN  0.192692       0.188419       0.245948                 NaN            NaN            NaN            NaN            NaN
  1360.64        2500.00        99.3062                 NaN  0.750903E-001            NaN  0.190578       0.185108       0.242985                 NaN            NaN            NaN            NaN            NaN
  1359.16        2500.00        99.3140                 NaN  0.540226E-001            NaN  0.216330       0.179437       0.236212                 NaN            NaN            NaN            NaN            NaN
  1357.69        2500.00        99.3270                 NaN  0.902291E-001            NaN  0.151661       0.192688       0.238452                 NaN            NaN            NaN            NaN            NaN
  1356.21        2500.00        99.4648                 NaN  0.550456E-001            NaN  0.145073       0.148035       0.187088                 NaN            NaN            NaN            NaN            NaN
  1354.73        2500.00        99.2003                 NaN  0.890765E-001            NaN  0.210207       0.219882       0.280582                 NaN            NaN            NaN            NaN            NaN
  1353.25        2500.00        99.3594                 NaN  0.664516E-001            NaN  0.175256       0.177290       0.221618                 NaN            NaN            NaN            NaN            NaN
  1351.77        2500.00        99.3571                 NaN  0.686552E-001            NaN  0.175811       0.174142       0.224255                 NaN            NaN            NaN            NaN            NaN
  1350.30        2500.00        99.3655                 NaN  0.679276E-001            NaN  0.171822       0.173514       0.221261                 NaN            NaN            NaN            NaN            NaN
  1348.82        2500.00        99.3732                 NaN  0.666885E-001            NaN  0.170992       0.170690       0.218388                 NaN            NaN            NaN            NaN            NaN
  1347.34        2500.00        99.3809                 NaN  0.659710E-001            NaN  0.168505       0.168949       0.215655                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        99.3882                 NaN  0.649270E-001            NaN  0.166613       0.167255       0.212959                 NaN            NaN            NaN            NaN            NaN
  1344.38        2500.00        99.3941                 NaN  0.645307E-001            NaN  0.164696       0.165678       0.210974                 NaN            NaN            NaN            NaN            NaN
  1342.91        2500.00        99.4035                 NaN  0.625320E-001            NaN  0.165196       0.161520       0.207220                 NaN            NaN            NaN            NaN            NaN
  1341.43        2500.00        99.4100                 NaN  0.620566E-001            NaN  0.160183       0.162788       0.204955                 NaN            NaN            NaN            NaN            NaN
  1339.95        2500.00        99.4169                 NaN  0.612669E-001            NaN  0.161053       0.158361       0.202464                 NaN            NaN            NaN            NaN            NaN
  1338.47        2500.00        99.4235                 NaN  0.603228E-001            NaN  0.159927       0.156254       0.200021                 NaN            NaN            NaN            NaN            NaN
  1336.99        2500.00        99.4300                 NaN  0.599776E-001            NaN  0.157749       0.154432       0.197842                 NaN            NaN            NaN            NaN            NaN
  1335.52        2500.00        99.4367                 NaN  0.580683E-001            NaN  0.152056       0.158145       0.195003                 NaN            NaN            NaN            NaN            NaN
  1334.04        2500.00        99.4432                 NaN  0.574158E-001            NaN  0.150178       0.156452       0.192773                 NaN            NaN            NaN            NaN            NaN
  1332.56        2500.00        99.4493                 NaN  0.570291E-001            NaN  0.148954       0.154117       0.190611                 NaN            NaN            NaN            NaN            NaN
  1331.08        2500.00        99.4557                 NaN  0.550819E-001            NaN  0.145948       0.155265       0.187980                 NaN            NaN            NaN            NaN            NaN
  1329.60        2500.00        99.4621                 NaN  0.548086E-001            NaN  0.144412       0.152894       0.185828                 NaN            NaN            NaN            NaN            NaN
  1328.13        2500.00        99.4674                 NaN  0.536523E-001            NaN  0.143040       0.152192       0.183763                 NaN            NaN            NaN            NaN            NaN
  1326.65        2500.00        99.4739                 NaN  0.525706E-001            NaN  0.140206       0.151909       0.181426                 NaN            NaN            NaN            NaN            NaN
  1325.17        2500.00        99.4793                 NaN  0.518736E-001            NaN  0.150549       0.138833       0.179458                 NaN            NaN            NaN            NaN            NaN
  1323.69        2500.00        99.4852                 NaN  0.510949E-001            NaN  0.149116       0.137401       0.177224                 NaN            NaN            NaN            NaN            NaN
  1322.21        2500.00        99.4898                 NaN  0.504290E-001            NaN  0.136266       0.147926       0.175543                 NaN            NaN            NaN            NaN            NaN
  1320.74        2500.00        99.4966                 NaN  0.481073E-001            NaN  0.132500       0.149963       0.172820                 NaN            NaN            NaN            NaN            NaN
  1319.26        2500.00        90.7418                 NaN  0.715980                 NaN   1.08729       0.277371        1.21742        5.96013                 NaN            NaN            NaN            NaN
  1317.78        2500.00        78.1671                 NaN   1.71043                 NaN   2.53608       0.313133        2.71053        14.5628                 NaN            NaN            NaN            NaN
  1316.30        2500.00        81.7088                 NaN   1.48755                 NaN   2.22116       0.100115        2.28147        12.2009                 NaN            NaN            NaN            NaN
  1314.82        2500.00        84.3211                 NaN   1.30015                 NaN   1.96604                 NaN   1.96434        10.4484                 NaN            NaN            NaN            NaN
  1313.35        2500.00        86.3592                 NaN   1.12929                 NaN   1.72562                 NaN   1.71728        9.06857                 NaN            NaN            NaN            NaN
  1311.87        2500.00        87.9985                 NaN  0.995798                 NaN   1.52651                 NaN   1.51750        7.96170                 NaN            NaN            NaN            NaN
  1310.39        2500.00        89.3246                 NaN  0.887541                 NaN   1.36630                 NaN   1.35620        7.06536                 NaN            NaN            NaN            NaN
  1308.91        2500.00        90.4322                 NaN  0.797561                 NaN   1.23271                 NaN   1.22144        6.31608                 NaN            NaN            NaN            NaN
  1307.43        2500.00        91.3609                 NaN  0.723068                 NaN   1.11903                 NaN   1.10769        5.68930                 NaN            NaN            NaN            NaN
  1305.96        2500.00        92.1618                 NaN  0.658887                 NaN   1.02003                 NaN   1.00921        5.15009                 NaN            NaN            NaN            NaN
  1304.48        2500.00        92.8304                 NaN  0.604927                 NaN  0.939165                 NaN  0.927411        4.69807                 NaN            NaN            NaN            NaN
  1303.00        2500.00        93.4105                 NaN  0.558978                 NaN  0.867840                 NaN  0.856083        4.30662                 NaN            NaN            NaN            NaN
  1301.52        2500.00        93.9181                 NaN  0.517249                 NaN  0.808353                 NaN  0.793618        3.96267                 NaN            NaN            NaN            NaN
  1300.04        2500.00        94.3597                 NaN  0.481541                 NaN  0.755600                 NaN  0.739194        3.66393                 NaN            NaN            NaN            NaN
  1298.57        2500.00        94.7463                 NaN  0.449634                 NaN  0.710617                 NaN  0.691386        3.40210                 NaN            NaN            NaN            NaN
  1297.09        2500.00        95.0917                 NaN  0.421218                 NaN  0.670555                 NaN  0.648753        3.16781                 NaN            NaN            NaN            NaN
  1295.61        2500.00        95.3998                 NaN  0.396161                 NaN  0.634725                 NaN  0.610364        2.95891                 NaN            NaN            NaN            NaN
  1294.13        2500.00        95.6687                 NaN  0.374198                 NaN  0.603539                 NaN  0.576895        2.77668                 NaN            NaN            NaN            NaN
  1292.65        2500.00        95.9143                 NaN  0.353559                 NaN  0.576111                 NaN  0.546239        2.60975                 NaN            NaN            NaN            NaN
  1291.17        2500.00        96.1352                 NaN  0.334692                 NaN  0.551149                 NaN  0.518415        2.46059                 NaN            NaN            NaN            NaN
  1289.70        2500.00        95.5903                 NaN  0.338187                 NaN  0.624986                 NaN  0.586559        2.80302       0.569202E-001            NaN            NaN            NaN
  1288.22        2500.00        94.4887                 NaN  0.354817                 NaN  0.763825                 NaN  0.722493        3.50760       0.162600                 NaN            NaN            NaN
