|6.6.6
Archiving\03_Data\eqfracLP/QFM/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1472.21        500.000        99.6233       0.354358       0.223053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.87        500.000        99.5855       0.414495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.53        500.000        99.7489       0.251055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.18        500.000        99.9058       0.850568E-001  0.917443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.84        500.000        99.2652       0.734806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.50        500.000        99.6309       0.369139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.16        500.000        99.6324       0.367620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.82        500.000        99.6324       0.367618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.48        500.000        99.6348       0.365207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.14        500.000        99.5895       0.410532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.79        500.000        99.8016       0.198377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.45        500.000        99.5190       0.480976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.11        500.000        99.6386       0.361370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.77        500.000        99.6398       0.360192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.43        500.000        99.6458       0.354162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.09        500.000        99.4988       0.319344                 NaN  0.181813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.75        500.000        99.2910       0.271233                 NaN  0.437805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.40        500.000        99.2961       0.268820                 NaN  0.435048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.06        500.000        99.3027       0.265588                 NaN  0.431681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.72        500.000        99.3096       0.261969                 NaN  0.428382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.38        500.000        99.3146       0.260098                 NaN  0.425312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.04        500.000        99.2258       0.293347                 NaN  0.480851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.70        500.000        99.4227       0.218795                 NaN  0.358553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.35        500.000        99.3278       0.255411                 NaN  0.416823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.01        500.000        99.3378       0.250850                 NaN  0.411315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.67        500.000        99.3435       0.247302                 NaN  0.409182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.33        500.000        99.3491       0.245200                 NaN  0.405710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.99        500.000        99.3525       0.243975                 NaN  0.403482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.65        500.000        99.3555       0.242749                 NaN  0.401776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.31        500.000        99.3647       0.239345                 NaN  0.395913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.96        500.000        99.3692       0.236530       0.389755E-005  0.394277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.62        500.000        99.3727       0.236069                 NaN  0.391268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.28        500.000        99.3790       0.232337                 NaN  0.388666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.94        500.000        99.3821       0.231979                 NaN  0.385956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.60        500.000        99.3861       0.230272                 NaN  0.383651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.26        500.000        99.3907       0.228627                 NaN  0.380698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.92        500.000        99.3951       0.226699                 NaN  0.378171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.57        500.000        99.3865       0.138645                 NaN  0.108241       0.366623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.23        500.000        99.5485       0.277726E-001            NaN  0.167467       0.256297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.89        500.000        99.7036       0.217886E-001            NaN  0.170036       0.104576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.8925       0.712298E-001            NaN  0.629163       0.407107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.21        500.000        99.3906       0.382400E-001            NaN  0.224323       0.346787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.87        500.000        99.3950       0.395217E-001            NaN  0.220746       0.344738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.52        500.000        98.5673       0.127020E-003            NaN  0.605930       0.409764                 NaN  0.416867                 NaN            NaN            NaN            NaN            NaN
  1413.18        500.000        98.4700                 NaN            NaN  0.646242       0.412829                 NaN  0.470885                 NaN            NaN            NaN            NaN            NaN
  1411.84        500.000        98.4961                 NaN            NaN  0.405746       0.635226                 NaN  0.462960                 NaN            NaN            NaN            NaN            NaN
  1410.50        500.000        98.5266       0.171652                 NaN  0.406748       0.441610                 NaN  0.453354                 NaN            NaN            NaN            NaN            NaN
  1409.16        500.000        98.5546                 NaN            NaN  0.610892       0.389547                 NaN  0.444993                 NaN            NaN            NaN            NaN            NaN
  1407.82        500.000        98.5725                 NaN            NaN  0.603405       0.384392                 NaN  0.439686                 NaN            NaN            NaN            NaN            NaN
  1406.48        500.000        98.5966                 NaN            NaN  0.593682       0.377414                 NaN  0.432344                 NaN            NaN            NaN            NaN            NaN
  1405.13        500.000        98.6209                 NaN            NaN  0.583441       0.370857                 NaN  0.424840                 NaN            NaN            NaN            NaN            NaN
  1403.79        500.000        98.6425                 NaN  0.150364E-005  0.574246       0.364991                 NaN  0.418230                 NaN            NaN            NaN            NaN            NaN
  1402.45        500.000        98.6643                 NaN            NaN  0.359077       0.565056                 NaN  0.411520                 NaN            NaN            NaN            NaN            NaN
  1401.11        500.000        98.6857                 NaN            NaN  0.556480       0.352806                 NaN  0.405040                 NaN            NaN            NaN            NaN            NaN
  1399.77        500.000        98.7064                 NaN            NaN  0.547849       0.347079                 NaN  0.398719                 NaN            NaN            NaN            NaN            NaN
  1398.43        500.000        98.7277                 NaN            NaN  0.341087       0.539146                 NaN  0.392060                 NaN            NaN            NaN            NaN            NaN
  1397.09        500.000        98.7467                 NaN            NaN  0.531370       0.335582                 NaN  0.386328                 NaN            NaN            NaN            NaN            NaN
  1395.74        500.000        98.7655                 NaN            NaN  0.330646       0.523339                 NaN  0.380474                 NaN            NaN            NaN            NaN            NaN
  1394.40        500.000        98.7844                 NaN  0.724429E-003  0.514777       0.325299                 NaN  0.374825                 NaN            NaN            NaN            NaN            NaN
  1393.06        500.000        98.8046                 NaN  0.581610E-001  0.330101       0.428102                 NaN  0.379049                 NaN            NaN            NaN            NaN            NaN
  1391.72        500.000        98.8292                 NaN  0.700669E-001  0.326336       0.400964                 NaN  0.373465                 NaN            NaN            NaN            NaN            NaN
  1390.38        500.000        98.8491                 NaN  0.690286E-001  0.320708       0.394228                 NaN  0.366962                 NaN            NaN            NaN            NaN            NaN
  1389.04        500.000        98.8632                 NaN  0.700452E-001  0.316972       0.386798                 NaN  0.362952                 NaN            NaN            NaN            NaN            NaN
  1387.69        500.000        98.8797                 NaN  0.703786E-001  0.312501       0.379401                 NaN  0.357988                 NaN            NaN            NaN            NaN            NaN
  1386.35        500.000        98.8957                 NaN  0.706187E-001  0.372394       0.308115                 NaN  0.353124                 NaN            NaN            NaN            NaN            NaN
  1385.01        500.000        98.9119                 NaN  0.709559E-001  0.304160       0.364844                 NaN  0.348145                 NaN            NaN            NaN            NaN            NaN
  1383.67        500.000        98.9290                 NaN  0.711599E-001  0.357779       0.299174                 NaN  0.342908                 NaN            NaN            NaN            NaN            NaN
  1382.33        500.000        98.9432                 NaN  0.715232E-001  0.351304       0.295520                 NaN  0.338487                 NaN            NaN            NaN            NaN            NaN
  1380.99        500.000        98.9591                 NaN  0.718369E-001  0.290964       0.344242                 NaN  0.333849                 NaN            NaN            NaN            NaN            NaN
  1379.65        500.000        98.9728                 NaN  0.717159E-001  0.338563       0.287438                 NaN  0.329435                 NaN            NaN            NaN            NaN            NaN
  1378.30        500.000        98.9878                 NaN  0.722241E-001  0.283491       0.331625                 NaN  0.324834                 NaN            NaN            NaN            NaN            NaN
  1376.96        500.000        99.0015                 NaN  0.724196E-001  0.279721       0.325673                 NaN  0.320718                 NaN            NaN            NaN            NaN            NaN
  1375.62        500.000        99.0149                 NaN  0.726900E-001  0.276213       0.319614                 NaN  0.316547                 NaN            NaN            NaN            NaN            NaN
  1374.28        500.000        99.0287                 NaN  0.728990E-001  0.272531       0.313506                 NaN  0.312378                 NaN            NaN            NaN            NaN            NaN
  1372.94        500.000        99.1721                 NaN  0.206092       0.326524                 NaN            NaN  0.295254                 NaN            NaN            NaN            NaN            NaN
  1371.60        500.000        98.9306                 NaN  0.922766E-006  0.219873       0.523360                 NaN  0.326154                 NaN            NaN            NaN            NaN            NaN
  1370.26        500.000        99.0602                 NaN  0.118354E-001  0.250067       0.386247                 NaN  0.291679                 NaN            NaN            NaN            NaN            NaN
  1368.91        500.000        99.0795                 NaN  0.737933E-001  0.258824       0.291180                 NaN  0.296736                 NaN            NaN            NaN            NaN            NaN
  1367.57        500.000        99.0917                 NaN  0.738764E-001  0.285961       0.255639                 NaN  0.292866                 NaN            NaN            NaN            NaN            NaN
  1366.23        500.000        99.1030                 NaN  0.743235E-001  0.280621       0.252574                 NaN  0.289512                 NaN            NaN            NaN            NaN            NaN
  1364.89        500.000        99.1158                 NaN  0.744574E-001  0.274950       0.249267                 NaN  0.285569                 NaN            NaN            NaN            NaN            NaN
  1363.55        500.000        99.1250                 NaN  0.746554E-001  0.271202       0.246129                 NaN  0.283001                 NaN            NaN            NaN            NaN            NaN
  1362.21        500.000        99.1392                 NaN  0.739026E-001  0.242699       0.266257                 NaN  0.277925                 NaN            NaN            NaN            NaN            NaN
  1360.86        500.000        99.1464                 NaN  0.759124E-001  0.260232       0.240976                 NaN  0.276525                 NaN            NaN            NaN            NaN            NaN
  1359.52        500.000        99.1597                 NaN  0.740916E-001  0.257212       0.237474                 NaN  0.271548                 NaN            NaN            NaN            NaN            NaN
  1358.18        500.000        99.1701                 NaN  0.749810E-001  0.251975       0.234520                 NaN  0.268380                 NaN            NaN            NaN            NaN            NaN
  1356.84        500.000        99.1801                 NaN  0.750919E-001  0.232038       0.247341                 NaN  0.265425                 NaN            NaN            NaN            NaN            NaN
  1355.50        500.000        99.1902                 NaN  0.753787E-001  0.242868       0.229268                 NaN  0.262333                 NaN            NaN            NaN            NaN            NaN
  1354.16        500.000        99.1997                 NaN  0.755340E-001  0.226741       0.238677                 NaN  0.259398                 NaN            NaN            NaN            NaN            NaN
  1352.82        500.000        99.2093                 NaN  0.757445E-001  0.224361       0.234213                 NaN  0.256353                 NaN            NaN            NaN            NaN            NaN
  1351.47        500.000        99.2192                 NaN  0.757861E-001  0.221674       0.230025                 NaN  0.253310                 NaN            NaN            NaN            NaN            NaN
  1350.13        500.000        99.2287                 NaN  0.755892E-001  0.226558       0.218873                 NaN  0.250284                 NaN            NaN            NaN            NaN            NaN
  1348.79        500.000        99.2374                 NaN  0.759172E-001  0.216647       0.222435                 NaN  0.247557                 NaN            NaN            NaN            NaN            NaN
  1347.45        500.000        99.2472                 NaN  0.757226E-001  0.214034       0.218570                 NaN  0.244507                 NaN            NaN            NaN            NaN            NaN
  1346.11        500.000        99.2553                 NaN  0.760729E-001  0.212153       0.214538                 NaN  0.241983                 NaN            NaN            NaN            NaN            NaN
  1344.77        500.000        99.2644                 NaN  0.758480E-001  0.209376       0.211330                 NaN  0.239070                 NaN            NaN            NaN            NaN            NaN
  1343.42        500.000        99.2727                 NaN  0.763313E-001  0.207407       0.207043                 NaN  0.236560                 NaN            NaN            NaN            NaN            NaN
  1342.08        500.000        99.2808                 NaN  0.760342E-001  0.205105       0.204112                 NaN  0.233984                 NaN            NaN            NaN            NaN            NaN
  1340.74        500.000        99.2900                 NaN  0.758374E-001  0.200647       0.202545                 NaN  0.230937                 NaN            NaN            NaN            NaN            NaN
  1339.40        500.000        99.2982                 NaN  0.760718E-001  0.196758       0.200584                 NaN  0.228365                 NaN            NaN            NaN            NaN            NaN
  1338.06        500.000        99.2957                 NaN  0.799952E-001  0.200983       0.192650                 NaN  0.230664                 NaN            NaN            NaN            NaN            NaN
  1336.72        500.000        99.3250                 NaN  0.722715E-001  0.193289       0.190887                 NaN  0.218576                 NaN            NaN            NaN            NaN            NaN
  1335.38        500.000        99.3215                 NaN  0.761108E-001  0.194382       0.186958                 NaN  0.221072                 NaN            NaN            NaN            NaN            NaN
  1334.03        500.000        99.3286                 NaN  0.758090E-001  0.192434       0.184436                 NaN  0.218739                 NaN            NaN            NaN            NaN            NaN
  1332.69        500.000        99.3360                 NaN  0.757378E-001  0.181510       0.190377                 NaN  0.216352                 NaN            NaN            NaN            NaN            NaN
  1331.35        500.000        99.3435                 NaN  0.759354E-001  0.178038       0.188482                 NaN  0.214052                 NaN            NaN            NaN            NaN            NaN
  1330.01        500.000        99.3493                 NaN  0.764829E-001  0.174782       0.186990                 NaN  0.212452                 NaN            NaN            NaN            NaN            NaN
  1328.67        500.000        99.3594                 NaN  0.748922E-001  0.184185       0.172963                 NaN  0.208572                 NaN            NaN            NaN            NaN            NaN
  1327.33        500.000        99.3642                 NaN  0.755187E-001  0.182871       0.169932                 NaN  0.207485                 NaN            NaN            NaN            NaN            NaN
  1325.99        500.000        99.3718                 NaN  0.753746E-001  0.180805       0.167065                 NaN  0.204999                 NaN            NaN            NaN            NaN            NaN
  1324.64        500.000        99.3783                 NaN  0.748606E-001  0.178993       0.165070                 NaN  0.202779                 NaN            NaN            NaN            NaN            NaN
  1323.30        500.000        99.3843                 NaN  0.749637E-001  0.177447       0.162396                 NaN  0.200864                 NaN            NaN            NaN            NaN            NaN
  1321.96        500.000        99.3899                 NaN  0.754673E-001  0.159547       0.175787                 NaN  0.199329                 NaN            NaN            NaN            NaN            NaN
  1320.62        500.000        99.3989                 NaN  0.736919E-001  0.157956       0.173589                 NaN  0.195903                 NaN            NaN            NaN            NaN            NaN
  1319.28        500.000        99.4038                 NaN  0.743672E-001  0.172142       0.155098                 NaN  0.194576                 NaN            NaN            NaN            NaN            NaN
  1317.94        500.000        99.4097                 NaN  0.739246E-001  0.153332       0.170427                 NaN  0.192650                 NaN            NaN            NaN            NaN            NaN
  1316.59        500.000        99.4160                 NaN  0.738162E-001  0.150854       0.168634                 NaN  0.190710                 NaN            NaN            NaN            NaN            NaN
  1315.25        500.000        99.4201                 NaN  0.739430E-001  0.168044       0.148609                 NaN  0.189310                 NaN            NaN            NaN            NaN            NaN
  1313.91        500.000        99.4287                 NaN  0.728113E-001  0.165149       0.147084                 NaN  0.186291                 NaN            NaN            NaN            NaN            NaN
  1312.57        500.000        99.4338                 NaN  0.725865E-001  0.163741       0.145138                 NaN  0.184692                 NaN            NaN            NaN            NaN            NaN
  1311.23        500.000        99.4391                 NaN  0.724904E-001  0.162330       0.143068                 NaN  0.183013                 NaN            NaN            NaN            NaN            NaN
  1309.89        500.000        99.4449                 NaN  0.722172E-001  0.141131       0.160579                 NaN  0.181144                 NaN            NaN            NaN            NaN            NaN
  1308.55        500.000        99.4499                 NaN  0.723150E-001  0.159508       0.138720                 NaN  0.179537                 NaN            NaN            NaN            NaN            NaN
  1307.20        500.000        99.4562                 NaN  0.709621E-001  0.157307       0.138271                 NaN  0.177307                 NaN            NaN            NaN            NaN            NaN
  1305.86        500.000        99.4609                 NaN  0.712871E-001  0.156342       0.135587                 NaN  0.175914                 NaN            NaN            NaN            NaN            NaN
  1304.52        500.000        99.4664                 NaN  0.704323E-001  0.154612       0.134631                 NaN  0.173942                 NaN            NaN            NaN            NaN            NaN
  1303.18        500.000        99.4717                 NaN  0.705289E-001  0.132306       0.153092                 NaN  0.172394                 NaN            NaN            NaN            NaN            NaN
  1301.84        500.000        99.4755                 NaN  0.698491E-001  0.151814       0.131786                 NaN  0.171080                 NaN            NaN            NaN            NaN            NaN
  1300.50        500.000        99.4817                 NaN  0.684395E-001  0.130909       0.150214                 NaN  0.168698                 NaN            NaN            NaN            NaN            NaN
  1299.16        500.000        99.4868                 NaN  0.685175E-001  0.148641       0.128941                 NaN  0.167066                 NaN            NaN            NaN            NaN            NaN
  1297.81        500.000        99.4914                 NaN  0.682767E-001  0.127249       0.147422                 NaN  0.165640                 NaN            NaN            NaN            NaN            NaN
  1296.47        500.000        99.4961                 NaN  0.676397E-001  0.146022       0.126193                 NaN  0.164036                 NaN            NaN            NaN            NaN            NaN
  1295.13        500.000        99.5008                 NaN  0.671069E-001  0.144651       0.124994                 NaN  0.162473                 NaN            NaN            NaN            NaN            NaN
  1293.79        500.000        99.5055                 NaN  0.665463E-001  0.123844       0.143239                 NaN  0.160884                 NaN            NaN            NaN            NaN            NaN
  1292.45        500.000        99.5097                 NaN  0.659652E-001  0.141921       0.122944                 NaN  0.159434                 NaN            NaN            NaN            NaN            NaN
  1291.11        500.000        99.5146                 NaN  0.654712E-001  0.121567       0.140500                 NaN  0.157834                 NaN            NaN            NaN            NaN            NaN
  1289.76        500.000        99.5186                 NaN  0.646475E-001  0.121072       0.139283                 NaN  0.156439                 NaN            NaN            NaN            NaN            NaN
  1288.42        500.000        99.5203                 NaN  0.613035E-001  0.137413       0.125490                 NaN  0.155514                 NaN            NaN            NaN            NaN            NaN
  1287.08        500.000        99.5301                 NaN  0.664651E-001  0.137150       0.113432                 NaN  0.152851                 NaN            NaN            NaN            NaN            NaN
  1285.74        500.000        99.5322                 NaN  0.629453E-001  0.117951       0.135093                 NaN  0.151785                 NaN            NaN            NaN            NaN            NaN
  1284.40        500.000        99.5359                 NaN  0.621658E-001  0.117714       0.133693                 NaN  0.150567                 NaN            NaN            NaN            NaN            NaN
  1283.06        500.000        99.5402                 NaN  0.614762E-001  0.132595       0.116660                 NaN  0.149088                 NaN            NaN            NaN            NaN            NaN
  1281.72        500.000        99.5440                 NaN  0.608822E-001  0.116104       0.131169                 NaN  0.147839                 NaN            NaN            NaN            NaN            NaN
  1280.37        500.000        88.7548                 NaN  0.405878        1.46140       0.940767                 NaN   1.31624        7.12087                 NaN            NaN            NaN            NaN
  1279.03        500.000        89.0382                 NaN  0.395995       0.923546        1.42483                 NaN   1.28870        6.92869                 NaN            NaN            NaN            NaN
  1277.69        500.000        89.7339                 NaN  0.373261        1.33761       0.874234                 NaN   1.21594        6.46508                 NaN            NaN            NaN            NaN
  1276.35        500.000        90.3446                 NaN  0.352766       0.830611        1.26245                 NaN   1.15178        6.05776                 NaN            NaN            NaN            NaN
  1275.01        500.000        90.9054                 NaN  0.334334       0.789774        1.19307                 NaN   1.09270        5.68471                 NaN            NaN            NaN            NaN
  1273.67        500.000        91.4028                 NaN  0.317825       0.753317        1.13253                 NaN   1.03993        5.35362                 NaN            NaN            NaN            NaN
  1272.33        500.000        90.1423                 NaN            NaN  0.845831        1.64825                 NaN   1.17781        6.03493       0.150837                 NaN            NaN            NaN
  1270.98        500.000        86.6842                 NaN            NaN   1.70634        1.37779                 NaN   1.63157        8.09360       0.506452                 NaN            NaN            NaN
  1269.64        500.000        88.4657                 NaN            NaN   1.19355        1.47958                 NaN   1.42157        7.00181       0.437829                 NaN            NaN            NaN
  1268.30        500.000        89.8579                 NaN            NaN   1.04940        1.30084                 NaN   1.25693        6.14993       0.384970                 NaN            NaN            NaN
  1266.96        500.000        90.9612                 NaN            NaN  0.935408        1.15806                 NaN   1.12603        5.47577       0.343561                 NaN            NaN            NaN
  1265.62        500.000        91.8645                 NaN            NaN  0.842808        1.03954                 NaN   1.01868        4.92424       0.310234                 NaN            NaN            NaN
  1264.28        500.000        92.6025                 NaN            NaN  0.939511       0.768570                 NaN  0.930301        4.47506       0.284090                 NaN            NaN            NaN
  1262.93        500.000        93.2194                 NaN            NaN  0.706381       0.856000                 NaN  0.856458        4.09963       0.262099                 NaN            NaN            NaN
  1261.59        500.000        93.7488                 NaN            NaN  0.653651       0.782564                 NaN  0.792718        3.77842       0.243868                 NaN            NaN            NaN
  1260.25        500.000        94.2051                 NaN            NaN  0.718097       0.608607                 NaN  0.737604        3.50196       0.228610                 NaN            NaN            NaN
