|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1460.69        500.000        99.6875                 NaN            NaN            NaN  0.131698       0.180819                 NaN            NaN            NaN            NaN
  1459.20        500.000        99.0319                 NaN            NaN            NaN  0.560010       0.408109                 NaN            NaN            NaN            NaN
  1457.72        500.000        99.0953                 NaN            NaN            NaN  0.523988       0.380737                 NaN            NaN            NaN            NaN
  1456.23        500.000        99.1022                 NaN            NaN            NaN  0.520818       0.376994                 NaN            NaN            NaN            NaN
  1454.74        500.000        99.2806       0.127928E-002            NaN            NaN  0.417766       0.300404                 NaN            NaN            NaN            NaN
  1453.26        500.000        98.9513                 NaN            NaN            NaN  0.609113       0.439554                 NaN            NaN            NaN            NaN
  1451.77        500.000        99.1317                 NaN            NaN            NaN  0.363232       0.505092                 NaN            NaN            NaN            NaN
  1450.29        500.000        99.1413                 NaN            NaN            NaN  0.358549       0.500167                 NaN            NaN            NaN            NaN
  1448.80        500.000        99.1481                 NaN            NaN            NaN  0.496418       0.355504                 NaN            NaN            NaN            NaN
  1447.31        500.000        99.1565                 NaN            NaN            NaN  0.350685       0.492769                 NaN            NaN            NaN            NaN
  1445.83        500.000        99.1658                 NaN            NaN            NaN  0.487634       0.346595                 NaN            NaN            NaN            NaN
  1444.34        500.000        99.1736                 NaN            NaN            NaN  0.343177       0.483263                 NaN            NaN            NaN            NaN
  1442.85        500.000        99.1814                 NaN            NaN            NaN  0.479232       0.339408                 NaN            NaN            NaN            NaN
  1441.37        500.000        99.1855                 NaN            NaN            NaN  0.335472       0.479045                 NaN            NaN            NaN            NaN
  1439.88        500.000        99.2010                 NaN            NaN            NaN  0.330453       0.468588                 NaN            NaN            NaN            NaN
  1438.40        500.000        99.2062                 NaN            NaN            NaN  0.466592       0.327241                 NaN            NaN            NaN            NaN
  1436.91        500.000        99.2125                 NaN            NaN            NaN  0.324085       0.463416                 NaN            NaN            NaN            NaN
  1435.42        500.000        98.9608                 NaN            NaN            NaN  0.493580       0.426464       0.119124                 NaN            NaN            NaN
  1433.94        500.000        97.5826                 NaN            NaN            NaN  0.665719       0.991015       0.760699                 NaN            NaN            NaN
  1432.45        500.000        97.6494                 NaN            NaN            NaN  0.963189       0.647676       0.739781                 NaN            NaN            NaN
  1430.97        500.000        97.6983                 NaN            NaN            NaN  0.634290       0.942593       0.724840                 NaN            NaN            NaN
  1429.48        500.000        97.7559                 NaN            NaN            NaN  0.918141       0.618942       0.707001                 NaN            NaN            NaN
  1427.99        500.000        97.8084                 NaN            NaN            NaN  0.896840       0.603544       0.691181                 NaN            NaN            NaN
  1426.51        500.000        97.8593                 NaN            NaN            NaN  0.875938       0.589315       0.675476                 NaN            NaN            NaN
  1425.02        500.000        97.9050                 NaN            NaN            NaN  0.856311       0.577366       0.661356                 NaN            NaN            NaN
  1423.54        500.000        97.9519                 NaN            NaN            NaN  0.564015       0.837303       0.646788                 NaN            NaN            NaN
  1422.05        500.000        97.9957                 NaN            NaN            NaN  0.819384       0.551594       0.633360                 NaN            NaN            NaN
  1420.56        500.000        98.0379                 NaN            NaN            NaN  0.802180       0.539591       0.620326                 NaN            NaN            NaN
  1419.08        500.000        98.0786                 NaN            NaN            NaN  0.785313       0.528408       0.607684                 NaN            NaN            NaN
  1417.59        500.000        98.1218                 NaN            NaN            NaN  0.767562       0.516537       0.594140                 NaN            NaN            NaN
  1416.11        500.000        98.1586                 NaN            NaN            NaN  0.505883       0.752603       0.582888                 NaN            NaN            NaN
  1414.62        500.000        98.1961                 NaN            NaN            NaN  0.495541       0.737277       0.571118                 NaN            NaN            NaN
  1413.13        500.000        98.2321                 NaN            NaN            NaN  0.485811       0.722224       0.559840                 NaN            NaN            NaN
  1411.65        500.000        98.2664                 NaN            NaN            NaN  0.708709       0.475725       0.549201                 NaN            NaN            NaN
  1410.16        500.000        98.3003                 NaN            NaN            NaN  0.466205       0.694906       0.538580                 NaN            NaN            NaN
  1408.67        500.000        98.3329                 NaN            NaN            NaN  0.681757       0.456948       0.528419                 NaN            NaN            NaN
  1407.19        500.000        98.3619                 NaN            NaN            NaN  0.448741       0.670029       0.519377                 NaN            NaN            NaN
  1405.70        500.000        98.3963                 NaN            NaN            NaN  0.656323       0.438719       0.508647                 NaN            NaN            NaN
  1404.22        500.000        98.4250                 NaN            NaN            NaN  0.644638       0.430562       0.499801                 NaN            NaN            NaN
  1402.73        500.000        98.4542                 NaN            NaN            NaN  0.422428       0.632851       0.490488                 NaN            NaN            NaN
  1401.24        500.000        98.4811                 NaN            NaN            NaN  0.622355       0.414691       0.481854                 NaN            NaN            NaN
  1399.76        500.000        98.5085                 NaN            NaN            NaN  0.611271       0.406994       0.473244                 NaN            NaN            NaN
  1398.27        500.000        98.5330                 NaN  0.165331E-005            NaN  0.601617       0.399830       0.465589                 NaN            NaN            NaN
  1396.79        500.000        98.5604                 NaN            NaN            NaN  0.590587       0.391940       0.457105                 NaN            NaN            NaN
  1395.30        500.000        98.5838                 NaN            NaN            NaN  0.581403       0.385263       0.449583                 NaN            NaN            NaN
  1393.81        500.000        98.6097                 NaN            NaN            NaN  0.377689       0.571358       0.441293                 NaN            NaN            NaN
  1392.33        500.000        98.6314                 NaN  0.229244E-005            NaN  0.562919       0.371143       0.434581                 NaN            NaN            NaN
  1390.84        500.000        98.6548                 NaN            NaN            NaN  0.364832       0.553288       0.427037                 NaN            NaN            NaN
  1389.36        500.000        98.6756                 NaN            NaN            NaN  0.358330       0.545519       0.420573                 NaN            NaN            NaN
  1387.87        500.000        98.6983                 NaN            NaN            NaN  0.536123       0.352507       0.413028                 NaN            NaN            NaN
  1386.38        500.000        98.7189                 NaN            NaN            NaN  0.528372       0.346133       0.406612                 NaN            NaN            NaN
  1384.90        500.000        98.7390                 NaN            NaN            NaN  0.340234       0.520525       0.400261                 NaN            NaN            NaN
  1383.41        500.000        98.7579                 NaN            NaN            NaN  0.512728       0.334959       0.394372                 NaN            NaN            NaN
  1381.93        500.000        98.7804                 NaN            NaN            NaN  0.504370       0.328404       0.386861                 NaN            NaN            NaN
  1380.44        500.000        98.7969                 NaN            NaN            NaN  0.498110       0.323171       0.381791                 NaN            NaN            NaN
  1378.95        500.000        98.8152                 NaN            NaN            NaN  0.490690       0.318268       0.375827                 NaN            NaN            NaN
  1377.47        500.000        98.8333                 NaN            NaN            NaN  0.312598       0.484102       0.369987                 NaN            NaN            NaN
  1375.98        500.000        98.8507                 NaN            NaN            NaN  0.307467       0.477341       0.364516                 NaN            NaN            NaN
  1374.49        500.000        98.8669                 NaN            NaN            NaN  0.471312       0.302528       0.359227                 NaN            NaN            NaN
  1373.01        500.000        98.8836                 NaN            NaN            NaN  0.464862       0.297578       0.353931                 NaN            NaN            NaN
  1371.52        500.000        98.8989                 NaN            NaN            NaN  0.458913       0.293210       0.348993                 NaN            NaN            NaN
  1370.04        500.000        98.9164                 NaN            NaN            NaN  0.288208       0.452189       0.343221                 NaN            NaN            NaN
  1368.55        500.000        98.9311                 NaN            NaN            NaN  0.283658       0.446657       0.338547                 NaN            NaN            NaN
  1367.06        500.000        98.9459                 NaN            NaN            NaN  0.440976       0.279263       0.333830                 NaN            NaN            NaN
  1365.58        500.000        98.9602                 NaN            NaN            NaN  0.435721       0.274926       0.329197                 NaN            NaN            NaN
  1364.09        500.000        98.9749                 NaN            NaN            NaN  0.430158       0.270513       0.324427                 NaN            NaN            NaN
  1362.61        500.000        98.9887                 NaN            NaN            NaN  0.266400       0.424953       0.319983                 NaN            NaN            NaN
  1361.12        500.000        99.0026                 NaN            NaN            NaN  0.419725       0.262249       0.315453                 NaN            NaN            NaN
  1359.63        500.000        99.0160                 NaN            NaN            NaN  0.414505       0.258452       0.311083                 NaN            NaN            NaN
  1358.15        500.000        99.0285                 NaN            NaN            NaN  0.410019       0.254372       0.307116                 NaN            NaN            NaN
  1356.66        500.000        99.0410                 NaN            NaN            NaN  0.405303       0.250812       0.302888                 NaN            NaN            NaN
  1355.18        500.000        99.0537                 NaN            NaN            NaN  0.400431       0.247106       0.298794                 NaN            NaN            NaN
  1353.69        500.000        99.0658                 NaN            NaN            NaN  0.243411       0.395930       0.294875                 NaN            NaN            NaN
  1352.20        500.000        99.0783                 NaN  0.713644E-003            NaN  0.239909       0.390201       0.290905                 NaN            NaN            NaN
  1350.72        500.000        99.0899                 NaN  0.313365E-002            NaN  0.382178       0.237210       0.287618                 NaN            NaN            NaN
  1349.23        500.000        99.1176                 NaN  0.109167                 NaN  0.273039       0.202661       0.297569                 NaN            NaN            NaN
  1347.75        500.000        99.1306                 NaN  0.108582                 NaN  0.269431       0.198123       0.293223                 NaN            NaN            NaN
  1346.26        500.000        99.1418                 NaN  0.108686                 NaN  0.193515       0.266493       0.289551                 NaN            NaN            NaN
  1344.77        500.000        99.1528                 NaN  0.108951                 NaN  0.263708       0.188475       0.286041                 NaN            NaN            NaN
  1343.29        500.000        99.1641                 NaN  0.108458                 NaN  0.184353       0.260887       0.282183                 NaN            NaN            NaN
  1341.80        500.000        99.1759                 NaN  0.108020                 NaN  0.257219       0.180572       0.278289                 NaN            NaN            NaN
  1340.31        500.000        99.1871                 NaN  0.107722                 NaN  0.254612       0.176072       0.274478                 NaN            NaN            NaN
  1338.83        500.000        99.1968                 NaN  0.107650                 NaN  0.172377       0.251866       0.271325                 NaN            NaN            NaN
  1337.34        500.000        99.2075                 NaN  0.107274                 NaN  0.168429       0.249071       0.267734                 NaN            NaN            NaN
  1335.86        500.000        99.2312                 NaN  0.190009                 NaN  0.277767       0.261820E-001  0.274882                 NaN            NaN            NaN
  1334.37        500.000        99.2180                 NaN  0.241758E-001            NaN  0.297969       0.210289       0.249522                 NaN            NaN            NaN
  1332.88        500.000        99.2370                 NaN  0.106067                 NaN  0.158056       0.241017       0.257814                 NaN            NaN            NaN
  1331.40        500.000        99.2472                 NaN  0.105732                 NaN  0.238241       0.154476       0.254312                 NaN            NaN            NaN
  1329.91        500.000        99.2562                 NaN  0.105578                 NaN  0.150851       0.235914       0.251423                 NaN            NaN            NaN
  1328.43        500.000        99.2637                 NaN  0.104230                 NaN  0.232838       0.150479       0.248759                 NaN            NaN            NaN
  1326.94        500.000        99.2765                 NaN  0.103744                 NaN  0.145252       0.230287       0.244265                 NaN            NaN            NaN
  1325.45        500.000        99.2830                 NaN  0.103573                 NaN  0.228226       0.143063       0.242106                 NaN            NaN            NaN
  1323.97        500.000        99.2881                 NaN  0.100933                 NaN  0.146327       0.224260       0.240422                 NaN            NaN            NaN
  1322.48        500.000        99.3070                 NaN  0.104039                 NaN  0.131696       0.223313       0.233946                 NaN            NaN            NaN
  1321.00        500.000        99.3094                 NaN  0.101335                 NaN  0.135706       0.220482       0.233040                 NaN            NaN            NaN
  1319.51        500.000        99.3173                 NaN  0.100663                 NaN  0.218648       0.133120       0.230296                 NaN            NaN            NaN
  1318.02        500.000        99.3261                 NaN  0.992081E-001            NaN  0.215205       0.132391       0.227066                 NaN            NaN            NaN
  1316.54        500.000        99.3338                 NaN  0.987461E-001            NaN  0.213100       0.129857       0.224494                 NaN            NaN            NaN
  1315.05        500.000        99.3419                 NaN  0.980989E-001            NaN  0.127574       0.210720       0.221689                 NaN            NaN            NaN
  1313.57        500.000        99.3496                 NaN  0.971337E-001            NaN  0.208233       0.126008       0.218976                 NaN            NaN            NaN
  1312.08        500.000        99.3571                 NaN  0.960342E-001            NaN  0.124628       0.205920       0.216301                 NaN            NaN            NaN
  1310.59        500.000        99.3615                 NaN  0.998453E-001            NaN  0.206443       0.116306       0.215889                 NaN            NaN            NaN
  1309.11        500.000        99.3743                 NaN  0.896479E-001            NaN  0.198247       0.128648       0.209170                 NaN            NaN            NaN
  1307.62        500.000        99.3792                 NaN  0.927616E-001            NaN  0.120920       0.198732       0.208375                 NaN            NaN            NaN
  1306.13        500.000        99.3857                 NaN  0.917204E-001            NaN  0.196755       0.119760       0.206047                 NaN            NaN            NaN
  1304.65        500.000        99.3920                 NaN  0.911285E-001            NaN  0.193753       0.118927       0.204160                 NaN            NaN            NaN
  1303.16        500.000        99.4007                 NaN  0.891103E-001            NaN  0.191606       0.118004       0.200555                 NaN            NaN            NaN
  1301.68        500.000        99.4063                 NaN  0.885622E-001            NaN  0.189875       0.116535       0.198756                 NaN            NaN            NaN
  1300.19        500.000        99.4125                 NaN  0.869591E-001            NaN  0.187655       0.116549       0.196325                 NaN            NaN            NaN
  1298.70        500.000        99.4192                 NaN  0.861616E-001            NaN  0.115126       0.185481       0.194040                 NaN            NaN            NaN
  1297.22        500.000        99.4248                 NaN  0.847952E-001            NaN  0.115116       0.183312       0.191951                 NaN            NaN            NaN
  1295.73        500.000        99.4313                 NaN  0.828475E-001            NaN  0.180690       0.115775       0.189419                 NaN            NaN            NaN
  1294.25        500.000        99.4374                 NaN  0.818083E-001            NaN  0.178534       0.115005       0.187294                 NaN            NaN            NaN
  1292.76        500.000        99.4429                 NaN  0.806106E-001            NaN  0.176642       0.114637       0.185259                 NaN            NaN            NaN
  1291.27        500.000        99.4492                 NaN  0.789529E-001            NaN  0.114888       0.174077       0.182875                 NaN            NaN            NaN
  1289.79        500.000        99.4544                 NaN  0.776029E-001            NaN  0.171921       0.115092       0.180937                 NaN            NaN            NaN
  1288.30        500.000        99.4605                 NaN  0.762364E-001            NaN  0.169564       0.114952       0.178793                 NaN            NaN            NaN
  1286.82        500.000        99.4655                 NaN  0.749549E-001            NaN  0.115107       0.167549       0.176938                 NaN            NaN            NaN
  1285.33        500.000        99.4713                 NaN  0.729969E-001            NaN  0.165061       0.115982       0.174618                 NaN            NaN            NaN
  1283.84        500.000        99.4763                 NaN  0.716811E-001            NaN  0.116241       0.162948       0.172844                 NaN            NaN            NaN
  1282.36        500.000        99.4810                 NaN  0.703683E-001            NaN  0.116461       0.161086       0.171128                 NaN            NaN            NaN
  1280.87        500.000        99.4866                 NaN  0.680335E-001            NaN  0.118341       0.158149       0.168851                 NaN            NaN            NaN
  1279.38        500.000        99.4919                 NaN  0.671614E-001            NaN  0.156475       0.117494       0.166995                 NaN            NaN            NaN
  1277.90        500.000        99.4965                 NaN  0.655090E-001            NaN  0.154199       0.118519       0.165255                 NaN            NaN            NaN
  1276.41        500.000        99.5010                 NaN  0.638334E-001            NaN  0.152047       0.119613       0.163546                 NaN            NaN            NaN
  1274.93        500.000        99.5061                 NaN  0.622203E-001            NaN  0.149749       0.120296       0.161591                 NaN            NaN            NaN
  1273.44        500.000        99.5102                 NaN  0.609454E-001            NaN  0.120752       0.147915       0.160222                 NaN            NaN            NaN
  1271.95        500.000        99.5160                 NaN  0.597431E-001            NaN  0.145530       0.120724       0.158004                 NaN            NaN            NaN
  1270.47        500.000        99.5197                 NaN  0.568783E-001            NaN  0.124191       0.142845       0.156388                 NaN            NaN            NaN
  1268.98        500.000        99.5583                 NaN  0.105802                 NaN  0.185130                 NaN  0.150738                 NaN            NaN            NaN
  1267.50        500.000        99.5651                 NaN  0.103658                 NaN  0.183606                 NaN  0.147613                 NaN            NaN            NaN
  1266.01        500.000        96.5305                 NaN            NaN            NaN  0.241284       0.761199       0.471497        1.99550                 NaN            NaN
  1264.52        500.000        75.8531                 NaN   1.95716                 NaN   3.13058                 NaN   2.89004        16.1691                 NaN            NaN
  1263.04        500.000        80.6177                 NaN   1.58293                 NaN   2.47144                 NaN   2.30306        13.0249                 NaN            NaN
  1261.55        500.000        90.4071                 NaN  0.777594                 NaN   1.22321                 NaN   1.13013        6.46201                 NaN            NaN
  1260.07        500.000        94.9886                 NaN  0.403842                 NaN  0.643207                 NaN  0.588717        3.37565                 NaN            NaN
  1258.58        500.000        95.5319                 NaN  0.433858                 NaN   1.31448                 NaN  0.449218        2.27052                 NaN            NaN
  1257.09        500.000        98.7256                 NaN  0.102215                 NaN  0.162242                 NaN  0.147720       0.862226                 NaN            NaN
  1255.61        500.000        98.9202                 NaN  0.834737E-001            NaN  0.155877                 NaN  0.132716       0.707763                 NaN            NaN
  1254.12        500.000        99.8449                 NaN  0.125034E-001            NaN  0.147068E-001            NaN  0.129634E-001  0.114932                 NaN            NaN
  1252.64        500.000        98.7683                 NaN  0.110775                 NaN  0.115567                 NaN  0.148377       0.857020                 NaN            NaN
  1251.15        500.000        99.9905                 NaN            NaN            NaN  0.947597E-002            NaN            NaN            NaN            NaN            NaN
  1249.66        500.000        99.9931                 NaN            NaN            NaN  0.689150E-002            NaN            NaN            NaN            NaN            NaN
  1248.18        500.000        99.8476                 NaN            NaN            NaN  0.112189E-001  0.265130E-001  0.168533E-001  0.977832E-001            NaN            NaN
  1246.69        500.000        99.9262                 NaN  0.773554E-002            NaN  0.191011E-001            NaN  0.145271E-001  0.323913E-001            NaN            NaN
  1245.20        500.000        99.8807                 NaN            NaN            NaN  0.216446E-001            NaN  0.246609E-002  0.952358E-001            NaN            NaN
  1243.72        500.000        99.1938                 NaN            NaN            NaN  0.185940       0.368577E-001  0.571666E-001  0.526196                 NaN            NaN
  1242.23        500.000        97.0920                 NaN            NaN            NaN  0.661156       0.185296       0.113249        1.94829                 NaN            NaN
  1240.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1236.29        500.000       100.0000                 NaN  0.117114E-005            NaN  0.914172E-006            NaN            NaN  0.603468E-005            NaN            NaN
