|6.6.6
Archiving\03_Data\frac/QFM_m0.5/NWA1068/NWA1068_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1952.38        2500.00        99.1751       0.777592       0.472602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.1752       0.777590       0.472601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.1752       0.777588       0.472600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.1752       0.777586       0.472598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.1752       0.777584       0.472597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.1752       0.777581       0.472596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.1752       0.777579       0.472595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.1752       0.777577       0.472593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.1752       0.777575       0.472592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.1752       0.777573       0.472591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.1752       0.777571       0.472589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.1752       0.777569       0.472588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.1752       0.777567       0.472587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.1752       0.777564       0.472585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.1752       0.777562       0.472584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.1752       0.777560       0.472583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.1752       0.777558       0.472581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.1752       0.777556       0.472580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.1752       0.777553       0.472579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1752       0.777551       0.472577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.1752       0.777549       0.472576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.1752       0.777546       0.472574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.1752       0.777544       0.472573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1752       0.777541       0.472572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.1752       0.777539       0.472570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1752       0.777537       0.472569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.1752       0.777534       0.472567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.1752       0.777532       0.472566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1752       0.777529       0.472564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.1752       0.777527       0.472562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.1752       0.777524       0.472561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1752       0.777522       0.472559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.1752       0.777519       0.472558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.1752       0.777516       0.472556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.1752       0.777514       0.472555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1752       0.777511       0.472553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1752       0.777508       0.472551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1752       0.777506       0.472550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.1752       0.777503       0.472548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1752       0.777500       0.472546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1752       0.777497       0.472545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1753       0.777495       0.472543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1753       0.777492       0.472541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1753       0.777489       0.472540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1753       0.777486       0.472538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1753       0.777483       0.472536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1753       0.777480       0.472534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1753       0.777477       0.472533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1753       0.777474       0.472531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1753       0.777471       0.472529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1753       0.777468       0.472527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1753       0.777465       0.472525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1753       0.777462       0.472523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1753       0.777459       0.472522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1753       0.777456       0.472520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1753       0.777453       0.472518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1753       0.777450       0.472516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1753       0.777447       0.472514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1753       0.777444       0.472512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1753       0.777440       0.472510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1753       0.777437       0.472508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1753       0.777434       0.472506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1753       0.777430       0.472504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1753       0.777427       0.472502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1753       0.777424       0.472500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        98.9088       0.777326                 NaN  0.313833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.9917                 NaN            NaN            NaN  0.830839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.9849                 NaN            NaN            NaN  0.150780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.9971                 NaN            NaN            NaN  0.286344E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.9865                 NaN            NaN            NaN  0.135201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.9866                 NaN            NaN            NaN  0.134143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9867                 NaN            NaN            NaN  0.133471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9868                 NaN            NaN            NaN  0.131826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9869                 NaN            NaN            NaN  0.131043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.9870                 NaN            NaN            NaN  0.130214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9872                 NaN            NaN            NaN  0.128287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9872                 NaN            NaN            NaN  0.127926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9730                 NaN            NaN            NaN  0.270255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9998                 NaN            NaN            NaN  0.190395E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9895                 NaN            NaN            NaN  0.104692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9876                 NaN            NaN            NaN  0.123745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9877                 NaN            NaN            NaN  0.122696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9878                 NaN            NaN            NaN  0.121650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9879                 NaN            NaN            NaN  0.120960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9880                 NaN            NaN            NaN  0.119514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9881                 NaN            NaN            NaN  0.118966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9883                 NaN            NaN  0.117903E-005  0.117088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9883                 NaN            NaN            NaN  0.116526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9884                 NaN            NaN            NaN  0.115651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9885                 NaN            NaN            NaN  0.114717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9886                 NaN            NaN            NaN  0.113818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9887                 NaN            NaN            NaN  0.112867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9888                 NaN            NaN            NaN  0.111553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9408                 NaN            NaN  0.592398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3620                 NaN            NaN  0.615930       0.220838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.4307                 NaN            NaN  0.558420       0.108435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2569                 NaN            NaN  0.728981       0.141339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.5991                 NaN            NaN  0.393318       0.756995E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4269                 NaN            NaN  0.562301       0.108177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4285                 NaN            NaN  0.560732       0.107376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4284                 NaN            NaN  0.560899       0.107195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4293                 NaN            NaN  0.560020       0.106586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4274                 NaN            NaN  0.561970       0.106674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4319                 NaN            NaN  0.557530       0.105365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4322                 NaN            NaN  0.557281       0.105162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4317                 NaN            NaN  0.557847       0.104806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4327                 NaN            NaN  0.556885       0.104369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4344                 NaN            NaN  0.555270       0.103782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4348                 NaN            NaN  0.554917       0.103325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4357                 NaN            NaN  0.553995       0.102958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4384                 NaN            NaN  0.551375       0.102157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4392                 NaN            NaN  0.550618       0.101788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4397                 NaN            NaN  0.550177       0.101457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4422                 NaN            NaN  0.547750       0.100856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4442                 NaN            NaN  0.545752       0.100053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4445                 NaN            NaN  0.545529       0.997594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9501                 NaN            NaN   1.03113       0.188075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.9300                 NaN            NaN  0.689137E-001  0.105993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4504                 NaN            NaN  0.539749       0.980213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4519                 NaN            NaN  0.538341       0.977058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4558                 NaN            NaN  0.534571       0.967281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.4566                 NaN            NaN  0.533763       0.963357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.4588                 NaN            NaN  0.531590       0.957916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.4603                 NaN            NaN  0.530152       0.954141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.4646                 NaN            NaN  0.525950       0.944133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.4316                 NaN            NaN  0.558429       0.999233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5007                 NaN            NaN  0.490545       0.877318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.4685                 NaN            NaN  0.522216       0.930273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.4738                 NaN            NaN  0.517036       0.920749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.4755                 NaN            NaN  0.515350       0.916190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.4770                 NaN            NaN  0.513843       0.911093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.4811                 NaN            NaN  0.509862       0.903046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.4829                 NaN            NaN  0.508159       0.898573E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.4233                 NaN            NaN  0.566687       0.998997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.5497                 NaN            NaN  0.442493       0.777799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.4894                 NaN            NaN  0.501806       0.880511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.4936                 NaN            NaN  0.497645       0.872215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.4972                 NaN            NaN  0.494121       0.865725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.4986                 NaN            NaN  0.492787       0.860920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.5029                 NaN            NaN  0.488574       0.853634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.5050                 NaN            NaN  0.486485       0.847781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1056                 NaN            NaN  0.147339                 NaN            NaN  0.747033                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0511                 NaN            NaN  0.938198E-001            NaN            NaN  0.855092                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0583                 NaN            NaN  0.921527E-001            NaN            NaN  0.849576                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0685                 NaN            NaN  0.900545E-001            NaN            NaN  0.841490                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0769                 NaN            NaN  0.889098E-001            NaN            NaN  0.834152                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0829                 NaN            NaN  0.843927E-001            NaN            NaN  0.832754                 NaN            NaN            NaN            NaN            NaN            NaN
