|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.43109        12.1495                 NaN   8.69297                 NaN   1.00818        43.0635        31.6548     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0855        3.49362                 NaN   8.69564                 NaN   1.00839        43.0624        31.6545     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5296        5.18310       0.415190E-005   8.76147                 NaN  0.973619        42.8730        31.6793     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5235        5.18994       0.353037E-005   8.76343                 NaN  0.973387        42.8708        31.6790     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5599        5.16432       0.261599E-005   8.77297                 NaN  0.969017        42.8525        31.6813     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5051        5.22277       0.211180E-005   8.77737                 NaN  0.967732        42.8451        31.6819     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5194        5.21434       0.206814E-005   8.78236                 NaN  0.965596        42.8354        31.6829     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.738761E-005   10.0783        5.68501        8.79534                 NaN  0.955647        42.8008        31.6848     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2258        5.53158       0.824301E-005   8.79502                 NaN  0.956533        42.8073        31.6838     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2369        5.52706       0.629463E-005   8.80057                 NaN  0.954111        42.7964        31.6850     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5549        5.20161       0.128229E-004   8.80434                 NaN  0.956532        42.7956        31.6870     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5643        5.19843       0.109010E-004   8.81004                 NaN  0.954147        42.7850        31.6881     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5727        5.19618       0.185315E-005   8.81572                 NaN  0.951765        42.7743        31.6893     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5784        5.19673       0.181536E-005   8.82143                 NaN  0.949375        42.7636        31.6905     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5852        5.19625       0.178594E-005   8.82712                 NaN  0.946974        42.7529        31.6916     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5912        5.19646       0.175555E-005   8.83279                 NaN  0.944569        42.7421        31.6928     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5966        5.19742       0.320971E-005   8.83849                 NaN  0.942143        42.7313        31.6940     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5904        5.20804       0.465028E-005   8.84377                 NaN  0.940179        42.7228        31.6948     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6054        5.20094       0.376821E-003   8.84985                 NaN  0.937279        42.7098        31.6964     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6084        5.20456       0.123186E-004   8.85547                 NaN  0.934851        42.6991        31.6976     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6109        5.20850                 NaN   8.86110                 NaN  0.932414        42.6883        31.6988     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6128        5.21301                 NaN   8.86672                 NaN  0.929972        42.6775        31.7000     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6137        5.21851                 NaN   8.87235                 NaN  0.927520        42.6667        31.7012     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6144        5.22432                 NaN   8.87795                 NaN  0.925072        42.6558        31.7025     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6147        5.23049                 NaN   8.88357                 NaN  0.922614        42.6449        31.7037     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6158        5.23581                 NaN   8.88918                 NaN  0.920153        42.6342        31.7049     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6144        5.24380                 NaN   8.89477                 NaN  0.917685        42.6232        31.7062     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6129        5.25194                 NaN   8.90036                 NaN  0.915207        42.6121        31.7075     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67923        12.0423                 NaN   8.84823                 NaN  0.946989        42.8031        31.6801     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.69512        12.0314                 NaN   8.85340                 NaN  0.944829        42.7942        31.6810     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.71128        12.0203                 NaN   8.85855                 NaN  0.942674        42.7852        31.6820     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.72768        12.0089                 NaN   8.86367                 NaN  0.940521        42.7763        31.6829     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4871        5.40322                 NaN   8.92190                 NaN  0.906285        42.5688        31.7127     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4958        5.40957                 NaN   8.93467                 NaN  0.899770        42.5449        31.7153     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.114002E-005   13.3309        2.80603        9.09316                 NaN  0.812963        42.2062        31.7508     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7034        5.22836                 NaN   8.95277                 NaN  0.890712        42.5043        31.7205     
