|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1466.42        2500.00        99.3116                 NaN  0.238985       0.449465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.20        2500.00        99.2322                 NaN  0.266908       0.500922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.98        2500.00        99.2458                 NaN  0.492818       0.261423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.76        2500.00        99.2452                 NaN  0.261550       0.493224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00        99.2484                 NaN  0.491845       0.259771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.32        2500.00        99.2539                 NaN  0.488389       0.257678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.10        2500.00        99.2570                 NaN  0.257234       0.485771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.88        2500.00        99.2116                 NaN  0.516284       0.272073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00        99.3126                 NaN  0.449926       0.237428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.43        2500.00        99.2685                 NaN  0.253046       0.478408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.2847                 NaN  0.495346       0.166421                 NaN  0.535283E-001            NaN            NaN            NaN            NaN            NaN
  1452.99        2500.00        99.2752                 NaN  0.473635       0.251184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00        99.2799                 NaN  0.246038       0.474014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        2500.00        99.2818                 NaN  0.246506       0.471730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.2847                 NaN  0.245447       0.469867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.11        2500.00        99.2357                 NaN  0.263367       0.500938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00        99.3438                 NaN  0.431743       0.222984                 NaN  0.148893E-002            NaN            NaN            NaN            NaN            NaN
  1445.67        2500.00        98.9684                 NaN  0.501142       0.337508                 NaN  0.261015E-001            NaN  0.166881                 NaN            NaN            NaN
  1444.44        2500.00        97.9877                 NaN  0.651472       0.435395                 NaN  0.234535                 NaN  0.690945                 NaN            NaN            NaN
  1443.22        2500.00        98.0257                 NaN  0.640559       0.422489                 NaN  0.232737                 NaN  0.678556                 NaN            NaN            NaN
  1442.00        2500.00        98.0542                 NaN  0.634089       0.409459                 NaN  0.232338                 NaN  0.669872                 NaN            NaN            NaN
  1440.78        2500.00        98.0852                 NaN  0.625048       0.397640                 NaN  0.232200                 NaN  0.659919                 NaN            NaN            NaN
  1439.56        2500.00        98.1187                 NaN  0.385199       0.617998                 NaN  0.230116                 NaN  0.648010                 NaN            NaN            NaN
  1438.34        2500.00        98.1409                 NaN  0.373522       0.613953                 NaN  0.230525                 NaN  0.641097                 NaN            NaN            NaN
  1437.12        2500.00        98.1726                 NaN  0.361779       0.605654                 NaN  0.229256                 NaN  0.630732                 NaN            NaN            NaN
  1435.90        2500.00        98.1985                 NaN  0.350578       0.598872                 NaN  0.229461                 NaN  0.622552                 NaN            NaN            NaN
  1434.68        2500.00        98.2293                 NaN  0.340170       0.591028                 NaN  0.227489                 NaN  0.611992                 NaN            NaN            NaN
  1433.46        2500.00        98.2517                 NaN  0.329269       0.586175                 NaN  0.227732                 NaN  0.605112                 NaN            NaN            NaN
  1432.23        2500.00        98.2762                 NaN  0.318796       0.580416                 NaN  0.227399                 NaN  0.597170                 NaN            NaN            NaN
  1431.01        2500.00        98.2998                 NaN  0.575284       0.308362                 NaN  0.226897                 NaN  0.589615                 NaN            NaN            NaN
  1429.79        2500.00        96.7785                 NaN   1.09801       0.568080                 NaN  0.437501                 NaN   1.11786                 NaN            NaN            NaN
  1428.57        2500.00        99.9145                 NaN  0.307819E-001  0.142871E-001            NaN  0.114835E-001            NaN  0.289600E-001            NaN            NaN            NaN
  1427.35        2500.00        98.3718                 NaN  0.279639       0.557170                 NaN  0.225351                 NaN  0.566022                 NaN            NaN            NaN
  1426.13        2500.00        98.3930                 NaN  0.553113       0.270360                 NaN  0.224759                 NaN  0.558783                 NaN            NaN            NaN
  1424.91        2500.00        98.4118                 NaN  0.261735       0.548971                 NaN  0.224848                 NaN  0.552622                 NaN            NaN            NaN
  1423.69        2500.00        98.4377                 NaN  0.541926       0.252609                 NaN  0.223781                 NaN  0.543981                 NaN            NaN            NaN
  1422.47        2500.00        98.4565                 NaN  0.538260       0.243627                 NaN  0.223748                 NaN  0.537895                 NaN            NaN            NaN
  1421.25        2500.00        98.4750                 NaN  0.534365       0.235102                 NaN  0.223416                 NaN  0.532077                 NaN            NaN            NaN
  1420.02        2500.00        98.4961                 NaN  0.529425       0.226888                 NaN  0.222790                 NaN  0.524807                 NaN            NaN            NaN
  1418.80        2500.00        98.5152                 NaN  0.525005       0.218669                 NaN  0.222488                 NaN  0.518624                 NaN            NaN            NaN
  1417.58        2500.00        98.5357                 NaN  0.519449       0.210730                 NaN  0.222030                 NaN  0.512080                 NaN            NaN            NaN
  1416.36        2500.00        98.5532                 NaN  0.516220       0.203063                 NaN  0.221576                 NaN  0.505956                 NaN            NaN            NaN
  1415.14        2500.00        98.5693                 NaN  0.194552       0.513695                 NaN  0.221565                 NaN  0.500884                 NaN            NaN            NaN
  1413.92        2500.00        98.2584                 NaN  0.625157       0.232969                 NaN  0.273422                 NaN  0.610058                 NaN            NaN            NaN
  1412.70        2500.00        98.9402                 NaN  0.384500       0.136597                 NaN  0.167683                 NaN  0.371069                 NaN            NaN            NaN
  1411.48        2500.00        98.6221                 NaN  0.172930       0.501602                 NaN  0.220211                 NaN  0.483141                 NaN            NaN            NaN
  1410.26        2500.00        98.6372                 NaN  0.165636       0.499070                 NaN  0.219999                 NaN  0.478069                 NaN            NaN            NaN
  1409.04        2500.00        98.6543                 NaN  0.158841       0.495009                 NaN  0.219484                 NaN  0.472369                 NaN            NaN            NaN
  1407.81        2500.00        98.6695                 NaN  0.152005       0.492002                 NaN  0.219192                 NaN  0.467259                 NaN            NaN            NaN
  1406.59        2500.00        98.6850                 NaN  0.145392       0.488168                 NaN  0.219126                 NaN  0.462329                 NaN            NaN            NaN
  1405.37        2500.00        98.7013                 NaN  0.485605       0.138592                 NaN  0.218130                 NaN  0.456403                 NaN            NaN            NaN
  1404.15        2500.00        98.7154                 NaN  0.482447       0.132414                 NaN  0.217824                 NaN  0.451900                 NaN            NaN            NaN
  1402.93        2500.00        98.7305                 NaN  0.479278       0.126000                 NaN  0.217492                 NaN  0.446738                 NaN            NaN            NaN
  1401.71        2500.00        98.7439                 NaN  0.476765       0.119841                 NaN  0.217177                 NaN  0.442322                 NaN            NaN            NaN
  1400.49        2500.00        98.7520                 NaN  0.111763       0.477829                 NaN  0.218010                 NaN  0.440416                 NaN            NaN            NaN
  1399.27        2500.00        98.7745                 NaN  0.109696       0.467980                 NaN  0.215271                 NaN  0.432513                 NaN            NaN            NaN
  1398.05        2500.00        98.7895                 NaN  0.991033E-001  0.470054                 NaN  0.215212                 NaN  0.426127                 NaN            NaN            NaN
  1396.83        2500.00        98.7974                 NaN  0.466947       0.958800E-001            NaN  0.215569                 NaN  0.424169                 NaN            NaN            NaN
  1395.60        2500.00        98.8120                 NaN  0.911090E-001  0.463479                 NaN  0.214448                 NaN  0.418945                 NaN            NaN            NaN
  1394.38        2500.00        98.8238                 NaN  0.850905E-001  0.461601                 NaN  0.214402                 NaN  0.415058                 NaN            NaN            NaN
  1393.16        2500.00        98.8343                 NaN  0.460292       0.799932E-001            NaN  0.213937                 NaN  0.411482                 NaN            NaN            NaN
  1391.94        2500.00        98.8488                 NaN  0.456129       0.762445E-001            NaN  0.212662                 NaN  0.406182                 NaN            NaN            NaN
  1390.72        2500.00        98.8615                 NaN  0.703524E-001  0.453855                 NaN  0.212333                 NaN  0.402004                 NaN            NaN            NaN
  1389.50        2500.00        98.8721                 NaN  0.650296E-001  0.452694                 NaN  0.211875                 NaN  0.398290                 NaN            NaN            NaN
  1388.28        2500.00        98.8834                 NaN  0.450617       0.604863E-001            NaN  0.211199                 NaN  0.394278                 NaN            NaN            NaN
  1387.06        2500.00        98.8936                 NaN  0.558203E-001  0.449015                 NaN  0.210765                 NaN  0.390796                 NaN            NaN            NaN
  1385.84        2500.00        98.9071                 NaN  0.511736E-001  0.446118                 NaN  0.209602                 NaN  0.386054                 NaN            NaN            NaN
  1384.62        2500.00        98.9171                 NaN  0.471735E-001  0.443904                 NaN  0.209159                 NaN  0.382697                 NaN            NaN            NaN
  1383.39        2500.00        98.9282                 NaN  0.442445       0.427256E-001            NaN  0.208147                 NaN  0.378524                 NaN            NaN            NaN
  1382.17        2500.00        98.9364                 NaN  0.381701E-001  0.441765                 NaN  0.207803                 NaN  0.375879                 NaN            NaN            NaN
  1380.95        2500.00        98.9503                 NaN  0.333505E-001  0.439416                 NaN  0.206404                 NaN  0.370552                 NaN            NaN            NaN
  1379.73        2500.00        98.9591                 NaN  0.293704E-001  0.438216                 NaN  0.205760                 NaN  0.367508                 NaN            NaN            NaN
  1378.51        2500.00        98.9694                 NaN  0.253720E-001  0.436288                 NaN  0.205013                 NaN  0.363927                 NaN            NaN            NaN
  1377.29        2500.00        98.9792                 NaN  0.226954E-001  0.434088                 NaN  0.203794                 NaN  0.360209                 NaN            NaN            NaN
  1376.07        2500.00        98.9881                 NaN  0.432996       0.188916E-001            NaN  0.203013                 NaN  0.357006                 NaN            NaN            NaN
  1374.85        2500.00        98.9976                 NaN  0.148547E-001  0.431864                 NaN  0.202150                 NaN  0.353512                 NaN            NaN            NaN
  1373.63        2500.00        99.0071                 NaN  0.430135       0.120977E-001            NaN  0.200701                 NaN  0.349983                 NaN            NaN            NaN
  1372.41        2500.00        99.0164                 NaN  0.428303       0.885996E-002            NaN  0.199793                 NaN  0.346615                 NaN            NaN            NaN
  1371.18        2500.00        99.0257                 NaN  0.427103       0.519139E-002            NaN  0.198789                 NaN  0.343230                 NaN            NaN            NaN
  1369.96        2500.00        99.0349                 NaN  0.425667       0.163169E-002            NaN  0.197858                 NaN  0.339991                 NaN            NaN            NaN
  1368.74        2500.00        99.0388                 NaN  0.424936                 NaN            NaN  0.197319                 NaN  0.338927                 NaN            NaN            NaN
  1367.52        2500.00        99.0492                 NaN  0.395497       0.474755E-001            NaN  0.177938                 NaN  0.329874                 NaN            NaN            NaN
  1366.30        2500.00        99.0590                 NaN  0.418935                 NaN            NaN  0.191868                 NaN  0.330240                 NaN            NaN            NaN
  1365.08        2500.00        98.6883                 NaN  0.570087                 NaN            NaN  0.278321                 NaN  0.463322                 NaN            NaN            NaN
  1363.86        2500.00        99.4537                 NaN  0.245314                 NaN            NaN  0.112281                 NaN  0.188661                 NaN            NaN            NaN
  1362.64        2500.00        99.0821                 NaN  0.411742                 NaN            NaN  0.185512                 NaN  0.320598                 NaN            NaN            NaN
  1361.42        2500.00        99.0816                 NaN  0.401992                 NaN            NaN  0.193868                 NaN  0.322549                 NaN            NaN            NaN
  1360.20        2500.00        99.1057                 NaN  0.404179                 NaN            NaN  0.179266                 NaN  0.310852                 NaN            NaN            NaN
  1358.97        2500.00        99.1031                 NaN  0.625751E-002  0.401589                 NaN  0.177569                 NaN  0.311453                 NaN            NaN            NaN
  1357.75        2500.00        99.1140                 NaN  0.400752                 NaN            NaN  0.177400                 NaN  0.307820                 NaN            NaN            NaN
  1356.53        2500.00        99.1131                 NaN  0.473519E-001  0.373760                 NaN  0.161374                 NaN  0.304443                 NaN            NaN            NaN
  1355.31        2500.00        99.1274                 NaN  0.392940                 NaN            NaN  0.176459                 NaN  0.303180                 NaN            NaN            NaN
  1354.09        2500.00        99.1357                 NaN  0.392042                 NaN            NaN  0.173050                 NaN  0.299166                 NaN            NaN            NaN
  1352.87        2500.00        99.1398                 NaN  0.391695                 NaN            NaN  0.171055                 NaN  0.297447                 NaN            NaN            NaN
  1351.65        2500.00        99.1465                 NaN  0.392537                 NaN            NaN  0.166734                 NaN  0.294259                 NaN            NaN            NaN
  1350.43        2500.00        99.1548                 NaN  0.388578                 NaN            NaN  0.165712                 NaN  0.290906                 NaN            NaN            NaN
  1349.21        2500.00        99.1731                 NaN  0.392602                 NaN            NaN  0.152495                 NaN  0.281820                 NaN            NaN            NaN
  1347.99        2500.00        99.1540                 NaN  0.380293                 NaN            NaN  0.172858                 NaN  0.292842                 NaN            NaN            NaN
  1346.76        2500.00        99.1731                 NaN  0.382900                 NaN            NaN  0.160672                 NaN  0.283343                 NaN            NaN            NaN
  1345.54        2500.00        99.1794                 NaN  0.380409                 NaN            NaN  0.159165                 NaN  0.280994                 NaN            NaN            NaN
  1344.32        2500.00        99.1841                 NaN  0.380178                 NaN            NaN  0.157032                 NaN  0.278648                 NaN            NaN            NaN
  1343.10        2500.00        99.1884                 NaN  0.383677                 NaN            NaN  0.151536                 NaN  0.276374                 NaN            NaN            NaN
  1341.88        2500.00        99.2001                 NaN  0.373123                 NaN            NaN  0.154119                 NaN  0.272662                 NaN            NaN            NaN
  1340.66        2500.00        99.1117                 NaN  0.412750                 NaN            NaN  0.147973                 NaN  0.295743       0.317852E-001            NaN            NaN
  1339.44        2500.00        99.0865                 NaN  0.422301                 NaN            NaN  0.145882                 NaN  0.301807       0.434895E-001            NaN            NaN
  1338.22        2500.00        99.0907                 NaN  0.405544                 NaN            NaN  0.154897                 NaN  0.305005       0.438775E-001            NaN            NaN
  1337.00        2500.00        99.1184                 NaN  0.407191                 NaN            NaN  0.143260                 NaN  0.289558       0.416110E-001            NaN            NaN
  1335.78        2500.00        99.1177                 NaN  0.405852                 NaN            NaN  0.143113                 NaN  0.291914       0.414226E-001            NaN            NaN
  1334.55        2500.00        99.1282                 NaN  0.399075                 NaN            NaN  0.143061                 NaN  0.288826       0.407903E-001            NaN            NaN
  1333.33        2500.00        99.1382                 NaN  0.395274                 NaN            NaN  0.141016                 NaN  0.285366       0.401041E-001            NaN            NaN
  1332.11        2500.00        99.1474                 NaN  0.390749                 NaN            NaN  0.140093                 NaN  0.282314       0.394514E-001            NaN            NaN
  1330.89        2500.00        99.1583                 NaN  0.383943                 NaN            NaN  0.139685                 NaN  0.279179       0.388898E-001            NaN            NaN
  1329.67        2500.00        99.1670                 NaN  0.381349                 NaN            NaN  0.137691                 NaN  0.275817       0.381397E-001            NaN            NaN
  1328.45        2500.00        99.1755                 NaN  0.378252                 NaN            NaN  0.135860                 NaN  0.272912       0.375176E-001            NaN            NaN
  1327.23        2500.00        99.1844                 NaN  0.374356                 NaN            NaN  0.134371                 NaN  0.269971       0.368973E-001            NaN            NaN
  1326.01        2500.00        99.1930                 NaN  0.370603                 NaN            NaN  0.132956                 NaN  0.267105       0.362861E-001            NaN            NaN
  1324.79        2500.00        99.2025                 NaN  0.367381                 NaN            NaN  0.130703                 NaN  0.263767       0.356091E-001            NaN            NaN
  1323.57        2500.00        99.2113                 NaN  0.362774                 NaN            NaN  0.129735                 NaN  0.261113       0.350828E-001            NaN            NaN
  1322.34        2500.00        99.2183                 NaN  0.359640                 NaN            NaN  0.129049                 NaN  0.258442       0.345291E-001            NaN            NaN
  1321.12        2500.00        99.2256                 NaN  0.356206                 NaN            NaN  0.127891                 NaN  0.256215       0.340548E-001            NaN            NaN
  1319.90        2500.00        99.2382                 NaN  0.351970                 NaN            NaN  0.124965                 NaN  0.251682       0.331881E-001            NaN            NaN
  1318.68        2500.00        99.2450                 NaN  0.347053                 NaN            NaN  0.125297                 NaN  0.249801       0.328440E-001            NaN            NaN
  1317.46        2500.00        99.2520                 NaN  0.345464                 NaN            NaN  0.123135                 NaN  0.247129       0.322419E-001            NaN            NaN
  1316.24        2500.00        99.2597                 NaN  0.342806                 NaN            NaN  0.121100                 NaN  0.244675       0.317028E-001            NaN            NaN
  1315.02        2500.00        99.2674                 NaN  0.339707                 NaN            NaN  0.120002                 NaN  0.241718       0.311533E-001            NaN            NaN
  1313.80        2500.00        99.2752                 NaN  0.336572                 NaN            NaN  0.118379                 NaN  0.239249       0.306472E-001            NaN            NaN
  1312.58        2500.00        99.2833                 NaN  0.332890                 NaN            NaN  0.117144                 NaN  0.236543       0.301221E-001            NaN            NaN
  1311.36        2500.00        99.2905                 NaN  0.330267                 NaN            NaN  0.115554                 NaN  0.234078       0.296104E-001            NaN            NaN
  1310.13        2500.00        99.2976                 NaN  0.327389                 NaN            NaN  0.114229                 NaN  0.231666       0.291101E-001            NaN            NaN
  1308.91        2500.00        99.3046                 NaN  0.325239                 NaN            NaN  0.112373                 NaN  0.229171       0.285970E-001            NaN            NaN
  1307.69        2500.00        99.3119                 NaN  0.322421                 NaN            NaN  0.110871                 NaN  0.226712       0.281132E-001            NaN            NaN
  1306.47        2500.00        99.3208                 NaN  0.317427                 NaN            NaN  0.110069                 NaN  0.224010       0.276889E-001            NaN            NaN
  1305.25        2500.00        99.3254                 NaN  0.317494                 NaN            NaN  0.107834                 NaN  0.222091       0.271971E-001            NaN            NaN
  1304.03        2500.00        99.3338                 NaN  0.315257                 NaN            NaN  0.105369                 NaN  0.218977       0.265771E-001            NaN            NaN
  1302.81        2500.00        99.3393                 NaN  0.312480                 NaN            NaN  0.104768                 NaN  0.217258       0.261771E-001            NaN            NaN
  1301.59        2500.00        99.3458                 NaN  0.310125                 NaN            NaN  0.103269                 NaN  0.215031       0.257397E-001            NaN            NaN
  1300.37        2500.00        99.3531                 NaN  0.307728                 NaN            NaN  0.101305                 NaN  0.212567       0.252652E-001            NaN            NaN
  1299.15        2500.00        96.6267                 NaN  0.743742                 NaN            NaN  0.264887                 NaN  0.580913       0.864341E-001   1.69729                 NaN
  1297.92        2500.00        74.6010                 NaN   4.26186                 NaN            NaN   1.65697                 NaN   3.57361       0.573828        15.3327                 NaN
  1296.70        2500.00        76.7116                 NaN   3.95216                 NaN            NaN   1.55093                 NaN   3.29364       0.516261        13.9754                 NaN
  1295.48        2500.00        78.6656                 NaN   3.64718                 NaN            NaN   1.45971                 NaN   3.03167       0.464665        12.7312                 NaN
  1294.26        2500.00        80.2731                 NaN   3.41690                 NaN            NaN   1.36620                 NaN   2.81582       0.422109        11.7059                 NaN
  1293.04        2500.00        81.9063                 NaN   3.17083                 NaN            NaN   1.26647                 NaN   2.59298       0.380934        10.6825                 NaN
  1291.82        2500.00        83.3474                 NaN   2.95729                 NaN            NaN   1.17246                 NaN   2.39512       0.345151        9.78261                 NaN
  1290.60        2500.00        84.7100                 NaN   2.74207                 NaN            NaN   1.08405                 NaN   2.20614       0.312798        8.94499                 NaN
  1289.38        2500.00        85.8945                 NaN   2.56941                 NaN            NaN  0.997368                 NaN   2.04051       0.284481        8.21373                 NaN
  1288.16        2500.00        86.6619                 NaN   2.44151                 NaN            NaN  0.962612                 NaN   1.93791       0.265979        7.73011                 NaN
  1286.94        2500.00        88.1470                 NaN   2.21250                 NaN            NaN  0.834716                 NaN   1.72157       0.233745        6.85047                 NaN
  1285.71        2500.00        86.6826                 NaN   2.54647                 NaN            NaN  0.735887                 NaN   1.92241       0.293970        7.81864                 NaN
  1284.49        2500.00        90.3391                 NaN   1.94858                 NaN            NaN  0.720344                 NaN   1.39752       0.169510        5.42496                 NaN
  1283.27        2500.00        92.1513                 NaN   1.30943                 NaN            NaN  0.782925                 NaN   1.18572       0.129699        4.44096                 NaN
  1282.05        2500.00        91.2645                 NaN   1.69430                 NaN            NaN  0.600519                 NaN   1.27679       0.166999        4.99693                 NaN
  1280.83        2500.00        91.8182                 NaN   1.60851                 NaN            NaN  0.534889                 NaN   1.19393       0.157099        4.68739                 NaN
  1279.61        2500.00        92.4523                 NaN   1.49394                 NaN            NaN  0.507859                 NaN   1.10629       0.142329        4.29726                 NaN
  1278.39        2500.00        92.7828                 NaN   1.43351                 NaN            NaN  0.483849                 NaN   1.05772       0.135666        4.10649                 NaN
  1277.17        2500.00        91.8706                 NaN   1.55237                 NaN            NaN  0.542755                 NaN   1.19597       0.153553        4.68471                 NaN
  1275.95        2500.00        95.0849                 NaN   1.06110                 NaN            NaN  0.309299                 NaN  0.714065       0.923428E-001   2.73827                 NaN
  1274.73        2500.00        93.9280                 NaN   1.23820                 NaN            NaN  0.390089                 NaN  0.890420       0.112157        3.44118                 NaN
  1273.50        2500.00        86.9906                 NaN   2.33871                 NaN            NaN            NaN            NaN   2.00861       0.267361        8.39473                 NaN
  1272.28        2500.00        98.7635                 NaN  0.338193                 NaN            NaN  0.898322                 NaN            NaN            NaN            NaN            NaN
  1271.06        2500.00        81.9459                 NaN   3.42791                 NaN            NaN   1.19211                 NaN   2.65045       0.377127        10.4065                 NaN
  1269.84        2500.00        97.6677                 NaN            NaN            NaN            NaN            NaN            NaN  0.508202       0.541587E-001   1.76995                 NaN
  1268.62        2500.00        99.0542                 NaN  0.449970                 NaN            NaN            NaN            NaN            NaN            NaN  0.495799                 NaN
  1267.40        2500.00        22.1533        75.8652       0.682846       0.112764E-005            NaN            NaN            NaN  0.307143       0.328789E-001  0.958628                 NaN
  1266.18        2500.00        98.9116                 NaN            NaN            NaN            NaN            NaN            NaN  0.196444       0.116310E-001  0.880285                 NaN
  1264.96        2500.00        97.8747                 NaN  0.789896                 NaN            NaN  0.373881                 NaN  0.171661       0.168644E-001  0.773001                 NaN
  1263.74        2500.00        96.0329                 NaN  0.956891                 NaN            NaN  0.396539                 NaN  0.587389       0.663546E-001   1.95990                 NaN
  1262.52        2500.00        95.9022                 NaN  0.979169                 NaN            NaN  0.100149                 NaN  0.573571       0.638899E-001   2.38097                 NaN
  1261.29        2500.00        95.6046                 NaN            NaN            NaN            NaN  0.764325                 NaN  0.543433       0.110267        2.97740                 NaN
  1260.07        2500.00        96.2272                 NaN  0.889370                 NaN            NaN  0.212348                 NaN  0.659718       0.361511E-001   1.97524                 NaN
  1258.85        2500.00        95.4724                 NaN   1.69396                 NaN            NaN            NaN            NaN  0.761353       0.635754E-001   2.00873                 NaN
  1257.63        2500.00        95.7800                 NaN   1.15597                 NaN            NaN            NaN            NaN  0.566037       0.570750E-001   2.44088                 NaN
  1256.41        2500.00        96.9013                 NaN   1.06968                 NaN            NaN  0.262930E-004            NaN  0.498041       0.833194E-001   1.44761                 NaN
  1255.19        2500.00        96.9963                 NaN  0.792094E-001            NaN            NaN  0.316200                 NaN  0.530732       0.609109E-001   2.01666                 NaN
  1253.97        2500.00        98.7370                 NaN  0.317120       0.111509E-005            NaN  0.454085E-001            NaN  0.153063       0.226253E-001  0.724788                 NaN
  1252.75        2500.00        97.0354                 NaN  0.854313E-004  0.630402                 NaN  0.949696E-001            NaN  0.376449       0.436892E-001   1.81900                 NaN
  1251.53        2500.00        97.5338                 NaN  0.795371                 NaN            NaN            NaN            NaN  0.330836       0.332326E-001   1.30676                 NaN
  1250.31        2500.00        90.5427                 NaN  0.794063E-001   2.74775                 NaN            NaN            NaN   1.22037       0.139890        5.26990                 NaN
  1249.08        2500.00        99.1177                 NaN            NaN            NaN            NaN  0.266187                 NaN            NaN  0.749405E-001  0.541137                 NaN
  1247.86        2500.00        96.9191                 NaN  0.821267                 NaN            NaN  0.106447E-004            NaN  0.559637                 NaN   1.70000                 NaN
  1246.64        2500.00        99.5241                 NaN  0.172746                 NaN            NaN            NaN            NaN  0.624775E-001            NaN  0.240666                 NaN
  1245.42        2500.00        99.2671                 NaN  0.357579                 NaN            NaN  0.319855E-005            NaN  0.138287                 NaN  0.237011                 NaN
  1244.20        2500.00        97.0163                 NaN  0.793239                 NaN            NaN            NaN            NaN  0.306780       0.155382E-001   1.86812                 NaN
  1242.98        2500.00        70.6143                 NaN            NaN            NaN            NaN   1.97340                 NaN   2.76433       0.406286        17.3425        6.89918     
  1241.76        2500.00        95.1976                 NaN   3.61602                 NaN            NaN            NaN            NaN   1.18640                 NaN            NaN            NaN
  1240.54        2500.00        97.3773                 NaN            NaN            NaN            NaN  0.362047E-001            NaN  0.173944                 NaN   2.26738       0.145166     
  1239.32        2500.00        96.4367                 NaN  0.340295        1.68319       0.274451                 NaN            NaN   1.06980                 NaN  0.195615                 NaN
  1238.10        2500.00        60.8182                 NaN            NaN            NaN            NaN   1.46473                 NaN   2.31377       0.407018        20.6411        14.3552     
  1236.87        2500.00        94.5975                 NaN  0.350066E-001   3.88933                 NaN            NaN            NaN   1.47814                 NaN            NaN            NaN
  1235.65        2500.00        99.1199                 NaN  0.369823                 NaN            NaN            NaN            NaN  0.888892E-001  0.490737E-001  0.372291                 NaN
  1234.43        2500.00        70.7044                 NaN            NaN            NaN            NaN  0.937629                 NaN   1.78236       0.227726        15.9927        10.3552     
  1233.21        2500.00        94.5002                 NaN   1.42515        2.21385                 NaN            NaN            NaN   1.44319                 NaN            NaN  0.417636     
  1231.99        2500.00        82.9084                 NaN   2.94977                 NaN            NaN            NaN            NaN   1.23053       0.202580        8.81337        3.89534     
  1230.77        2500.00        99.6816                 NaN  0.156449                 NaN            NaN            NaN            NaN  0.102695       0.354857E-002  0.556952E-001            NaN
