|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1480.99        2500.00        99.0818                 NaN            NaN  0.563669       0.354550                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00        99.0882                 NaN            NaN  0.352031       0.559808                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00        99.0966                 NaN            NaN  0.347653       0.555758                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00        99.1051                 NaN            NaN  0.550521       0.344348                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00        99.1097                 NaN            NaN  0.546478       0.343841                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1206                 NaN            NaN  0.539918       0.339472                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00        99.1267                 NaN            NaN  0.335737       0.537596                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        99.2792                 NaN            NaN  0.277447       0.443392                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00        98.9934                 NaN            NaN  0.619884       0.386756                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00        99.1482                 NaN            NaN  0.525137       0.326648                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00        99.1552                 NaN            NaN  0.520285       0.324542                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00        99.1608                 NaN            NaN  0.517674       0.321562                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00        99.1680                 NaN            NaN  0.512786       0.319257                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00        99.1736                 NaN            NaN  0.510510       0.315926                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00        99.1801                 NaN            NaN  0.506401       0.313522                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00        99.2700                 NaN            NaN  0.279123       0.450859                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00        99.8734                 NaN            NaN  0.347259E-001  0.919166E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4353                 NaN            NaN  0.955143       0.609587                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00        99.2042                 NaN            NaN  0.303057       0.492784                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00        99.2336                 NaN            NaN  0.475366       0.291068                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00        99.1912                 NaN            NaN  0.307011       0.501766                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00        99.2214                 NaN            NaN  0.295423       0.483224                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00        99.2271                 NaN            NaN  0.480332       0.292613                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00        99.4376                 NaN            NaN  0.350145       0.212259                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00        99.8985                 NaN            NaN  0.637860E-001  0.377046E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00        98.3739                 NaN            NaN   1.01220       0.613894                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00        97.4763                 NaN            NaN  0.804841        1.07916       0.639723                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00        99.1558                 NaN            NaN  0.229700       0.368680       0.245807                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00        98.0866                 NaN  0.110188E-001  0.524983       0.818476       0.558953                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00        98.0955                 NaN  0.119444       0.546641       0.665195       0.573266                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00        98.1331                 NaN  0.184872       0.555673       0.554614       0.571727                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00        98.1635                 NaN  0.184277       0.543606       0.545586       0.562984                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00        98.1949                 NaN  0.183816       0.537441       0.530234       0.553656                 NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00        98.2324                 NaN  0.180777       0.518522       0.525921       0.542381                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00        98.2636                 NaN  0.179550       0.517728       0.506303       0.532779                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00        98.2919                 NaN  0.178742       0.494647       0.510255       0.524427                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00        98.3220                 NaN  0.178230       0.501371       0.482855       0.515525                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00        98.3517                 NaN  0.174876       0.493496       0.473923       0.506028                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00        98.3809                 NaN  0.174597       0.485632       0.461402       0.497482                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00        98.4071                 NaN  0.173742       0.450733       0.478835       0.489629                 NaN            NaN            NaN            NaN            NaN
  1422.51        2500.00        98.4348                 NaN  0.171743       0.440961       0.471390       0.481058                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.4604                 NaN  0.171453       0.463586       0.430854       0.473725                 NaN            NaN            NaN            NaN            NaN
  1419.59        2500.00        98.4829                 NaN  0.167852       0.455329       0.427403       0.466531                 NaN            NaN            NaN            NaN            NaN
  1418.13        2500.00        98.5166                 NaN  0.169117       0.409705       0.448376       0.456198                 NaN            NaN            NaN            NaN            NaN
  1416.66        2500.00        98.5341                 NaN  0.167430       0.442635       0.404769       0.451083                 NaN            NaN            NaN            NaN            NaN
  1415.20        2500.00        98.5583                 NaN  0.166014       0.436537       0.395714       0.443484                 NaN            NaN            NaN            NaN            NaN
  1413.74        2500.00        97.9247                 NaN  0.243160       0.628319       0.564258       0.639569                 NaN            NaN            NaN            NaN            NaN
  1412.28        2500.00        99.2727                 NaN  0.851242E-001  0.197071       0.222109       0.223013                 NaN            NaN            NaN            NaN            NaN
  1410.82        2500.00        98.6192                 NaN  0.163644       0.372668       0.418605       0.425860                 NaN            NaN            NaN            NaN            NaN
  1409.35        2500.00        98.6530                 NaN  0.160275       0.362596       0.410103       0.414019                 NaN            NaN            NaN            NaN            NaN
  1407.89        2500.00        98.6598                 NaN  0.162131       0.406465       0.358252       0.413395                 NaN            NaN            NaN            NaN            NaN
  1406.43        2500.00        98.6927                 NaN  0.157502       0.398635       0.349338       0.401794                 NaN            NaN            NaN            NaN            NaN
  1404.97        2500.00        98.7028                 NaN  0.159059       0.342071       0.396755       0.399313                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7243                 NaN  0.157047       0.335993       0.390151       0.392515                 NaN            NaN            NaN            NaN            NaN
  1402.04        2500.00        98.7428                 NaN  0.156331       0.385192       0.328761       0.386908                 NaN            NaN            NaN            NaN            NaN
  1400.58        2500.00        98.7612                 NaN  0.155519       0.321546       0.380360       0.381375                 NaN            NaN            NaN            NaN            NaN
  1399.12        2500.00        98.7793                 NaN  0.154049       0.316328       0.374722       0.375634                 NaN            NaN            NaN            NaN            NaN
  1397.66        2500.00        98.7945                 NaN  0.153504       0.310574       0.370584       0.370853                 NaN            NaN            NaN            NaN            NaN
  1396.20        2500.00        98.8131                 NaN  0.151786       0.304950       0.365128       0.364994                 NaN            NaN            NaN            NaN            NaN
  1394.73        2500.00        98.8289                 NaN  0.151241       0.298739       0.360911       0.360204                 NaN            NaN            NaN            NaN            NaN
  1393.27        2500.00        98.8453                 NaN  0.150198       0.292901       0.356466       0.355108                 NaN            NaN            NaN            NaN            NaN
  1391.81        2500.00        98.8608                 NaN  0.149636       0.352468       0.286783       0.350293                 NaN            NaN            NaN            NaN            NaN
  1390.35        2500.00        98.4279                 NaN  0.206909       0.394158       0.486999       0.484015                 NaN            NaN            NaN            NaN            NaN
  1388.89        2500.00        99.3376                 NaN  0.875260E-001  0.205208       0.167055       0.202629                 NaN            NaN            NaN            NaN            NaN
  1387.42        2500.00        98.9058                 NaN  0.165824       0.242069       0.347452       0.338869                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.9204                 NaN  0.125217       0.327515       0.298102       0.328806                 NaN            NaN            NaN            NaN            NaN
  1384.50        2500.00        98.9342                 NaN  0.144374       0.331464       0.262734       0.327195                 NaN            NaN            NaN            NaN            NaN
  1383.04        2500.00        98.9485                 NaN  0.143560       0.257269       0.327740       0.322973                 NaN            NaN            NaN            NaN            NaN
  1381.58        2500.00        98.9631                 NaN  0.141355       0.323152       0.254341       0.318010                 NaN            NaN            NaN            NaN            NaN
  1380.11        2500.00        98.9745                 NaN  0.141171       0.320308       0.249551       0.314481                 NaN            NaN            NaN            NaN            NaN
  1378.65        2500.00        98.9889                 NaN  0.139932       0.245213       0.316112       0.309855                 NaN            NaN            NaN            NaN            NaN
  1377.19        2500.00        99.0010                 NaN  0.138445       0.312458       0.242024       0.306062                 NaN            NaN            NaN            NaN            NaN
  1375.73        2500.00        99.0125                 NaN  0.138559       0.236666       0.309613       0.302694                 NaN            NaN            NaN            NaN            NaN
  1374.27        2500.00        99.0264                 NaN  0.135208       0.304320       0.236364       0.297730                 NaN            NaN            NaN            NaN            NaN
  1372.80        2500.00        99.0372                 NaN  0.136997       0.302547       0.228421       0.294793                 NaN            NaN            NaN            NaN            NaN
  1371.34        2500.00        99.0497                 NaN  0.133945       0.227198       0.298736       0.290431                 NaN            NaN            NaN            NaN            NaN
  1369.88        2500.00        99.0598                 NaN  0.133934       0.223235       0.295570       0.287494                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        99.0690                 NaN  0.133554       0.220025       0.292791       0.284608                 NaN            NaN            NaN            NaN            NaN
  1366.96        2500.00        99.0851                 NaN  0.129833       0.288371       0.217867       0.278799                 NaN            NaN            NaN            NaN            NaN
  1365.49        2500.00        99.0936                 NaN  0.130320       0.213090       0.286467       0.276498                 NaN            NaN            NaN            NaN            NaN
  1364.03        2500.00        99.1045                 NaN  0.129677       0.282805       0.210042       0.272989                 NaN            NaN            NaN            NaN            NaN
  1362.57        2500.00        99.1144                 NaN  0.126276       0.211049       0.278721       0.269557                 NaN            NaN            NaN            NaN            NaN
  1361.11        2500.00        99.1253                 NaN  0.126770       0.204812       0.276797       0.266353                 NaN            NaN            NaN            NaN            NaN
  1359.65        2500.00        99.1332                 NaN  0.125583       0.270807       0.206030       0.264358                 NaN            NaN            NaN            NaN            NaN
  1358.19        2500.00        99.1466                 NaN  0.123878       0.199044       0.271769       0.258661                 NaN            NaN            NaN            NaN            NaN
  1356.72        2500.00        99.1551                 NaN  0.122240       0.199200       0.267105       0.256381                 NaN            NaN            NaN            NaN            NaN
  1355.26        2500.00        99.1640                 NaN  0.121331       0.264550       0.196597       0.253570                 NaN            NaN            NaN            NaN            NaN
  1353.80        2500.00        99.1735                 NaN  0.120221       0.261809       0.194013       0.250490                 NaN            NaN            NaN            NaN            NaN
  1352.34        2500.00        99.1823                 NaN  0.118812       0.192328       0.258983       0.247558                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        99.1914                 NaN  0.117637       0.189994       0.256414       0.244567                 NaN            NaN            NaN            NaN            NaN
  1349.41        2500.00        99.2006                 NaN  0.116537       0.188177       0.253048       0.241601                 NaN            NaN            NaN            NaN            NaN
  1347.95        2500.00        99.2085                 NaN  0.115400       0.186070       0.251015       0.239039                 NaN            NaN            NaN            NaN            NaN
  1346.49        2500.00        99.2174                 NaN  0.113192       0.185475       0.248046       0.235934                 NaN            NaN            NaN            NaN            NaN
  1345.03        2500.00        99.2258                 NaN  0.111997       0.245079       0.183975       0.233145                 NaN            NaN            NaN            NaN            NaN
  1343.57        2500.00        99.2335                 NaN  0.110627       0.242645       0.182538       0.230646                 NaN            NaN            NaN            NaN            NaN
  1342.10        2500.00        99.2420                 NaN  0.109196       0.239574       0.181424       0.227812                 NaN            NaN            NaN            NaN            NaN
  1340.64        2500.00        99.2497                 NaN  0.108021       0.179749       0.237205       0.225281                 NaN            NaN            NaN            NaN            NaN
  1339.18        2500.00        99.2553                 NaN  0.105752       0.234762       0.180916       0.223247                 NaN            NaN            NaN            NaN            NaN
  1337.72        2500.00        99.2678                 NaN  0.105978       0.232099       0.174804       0.219344                 NaN            NaN            NaN            NaN            NaN
  1336.26        2500.00        99.2730                 NaN  0.103650       0.229320       0.176477       0.217526                 NaN            NaN            NaN            NaN            NaN
  1334.79        2500.00        99.2794                 NaN  0.102016       0.226831       0.176414       0.215310                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.2877                 NaN  0.100321       0.224178       0.175362       0.212482                 NaN            NaN            NaN            NaN            NaN
  1331.87        2500.00        99.2945                 NaN  0.991522E-001  0.174314       0.221624       0.210366                 NaN            NaN            NaN            NaN            NaN
  1330.41        2500.00        99.3015                 NaN  0.972052E-001  0.219270       0.174248       0.207822                 NaN            NaN            NaN            NaN            NaN
  1328.95        2500.00        99.3084                 NaN  0.956179E-001  0.216089       0.174347       0.205587                 NaN            NaN            NaN            NaN            NaN
  1327.48        2500.00        99.3156                 NaN  0.947301E-001  0.213946       0.172453       0.203268                 NaN            NaN            NaN            NaN            NaN
  1326.02        2500.00        99.3216                 NaN  0.925730E-001  0.212081       0.172735       0.201034                 NaN            NaN            NaN            NaN            NaN
  1324.56        2500.00        99.3286                 NaN  0.911021E-001  0.209203       0.172397       0.198741                 NaN            NaN            NaN            NaN            NaN
  1323.10        2500.00        99.3344                 NaN  0.891507E-001  0.173309       0.206412       0.196710                 NaN            NaN            NaN            NaN            NaN
  1321.64        2500.00        99.3409                 NaN  0.878755E-001  0.204707       0.171982       0.194576                 NaN            NaN            NaN            NaN            NaN
  1320.17        2500.00        99.3472                 NaN  0.859251E-001  0.200935       0.173461       0.192510                 NaN            NaN            NaN            NaN            NaN
  1318.71        2500.00        99.3530                 NaN  0.838554E-001  0.174200       0.198635       0.190323                 NaN            NaN            NaN            NaN            NaN
  1317.25        2500.00        92.9118                 NaN  0.711506        1.16308       0.243476       0.968921        4.00122                 NaN            NaN            NaN            NaN
  1315.79        2500.00        81.8397                 NaN   1.77830       0.259035        2.94480        2.28034        10.8978                 NaN            NaN            NaN            NaN
  1314.33        2500.00        82.2478                 NaN   1.80052        3.02169       0.300758E-001   2.23276        10.6671                 NaN            NaN            NaN            NaN
  1312.86        2500.00        84.3313                 NaN   1.58501        2.72710                 NaN   1.97935        9.37725                 NaN            NaN            NaN            NaN
  1311.40        2500.00        86.0260                 NaN   1.40933        2.45939                 NaN   1.77286        8.33244                 NaN            NaN            NaN            NaN
  1309.94        2500.00        87.4219                 NaN   1.26967        2.23582                 NaN   1.60216        7.47046                 NaN            NaN            NaN            NaN
  1308.48        2500.00        88.5944                 NaN   1.15469        2.04180                 NaN   1.45879        6.75030                 NaN            NaN            NaN            NaN
  1307.02        2500.00        89.6144                 NaN   1.05971        1.86527                 NaN   1.33354        6.12713                 NaN            NaN            NaN            NaN
  1305.55        2500.00        90.4818                 NaN  0.973406        1.72365                 NaN   1.22723        5.59388                 NaN            NaN            NaN            NaN
  1304.09        2500.00        91.2443                 NaN  0.902340        1.59218                 NaN   1.13338        5.12779                 NaN            NaN            NaN            NaN
  1302.63        2500.00        91.8454                 NaN  0.849491        1.48157                 NaN   1.06115        4.76237                 NaN            NaN            NaN            NaN
  1301.17        2500.00        92.5548                 NaN  0.774704        1.37691                 NaN  0.969783        4.32378                 NaN            NaN            NaN            NaN
  1299.71        2500.00        93.0173                 NaN  0.733808        1.29166                 NaN  0.914855        4.04234                 NaN            NaN            NaN            NaN
  1298.24        2500.00        92.7780                 NaN  0.775247        1.34192                 NaN  0.957405        4.14742                 NaN            NaN            NaN            NaN
  1296.78        2500.00        94.4422                 NaN  0.592016        1.05838                 NaN  0.729887        3.17752                 NaN            NaN            NaN            NaN
  1295.32        2500.00        94.2943                 NaN  0.611950        1.07245                 NaN  0.755791        3.26553                 NaN            NaN            NaN            NaN
  1293.86        2500.00        90.7216                 NaN  0.774242        1.63757                 NaN   1.18959        5.28995       0.387060                 NaN            NaN            NaN
  1292.40        2500.00        91.3956                 NaN  0.728436        1.50576                 NaN   1.10202        4.89547       0.372701                 NaN            NaN            NaN
  1290.93        2500.00        92.1848                 NaN  0.675385        1.36335                 NaN   1.00148        4.43574       0.339265                 NaN            NaN            NaN
  1289.47        2500.00        92.8647                 NaN  0.626815        1.24521                 NaN  0.915391        4.03777       0.310125                 NaN            NaN            NaN
  1288.01        2500.00        93.3002                 NaN  0.598164        1.15184                 NaN  0.859261        3.79615       0.294405                 NaN            NaN            NaN
  1286.55        2500.00        94.0887                 NaN  0.528470        1.03754                 NaN  0.758520        3.32796       0.258812                 NaN            NaN            NaN
  1285.09        2500.00        94.1454                 NaN  0.531848        1.02321                 NaN  0.752859        3.29042       0.256292                 NaN            NaN            NaN
  1283.62        2500.00        94.9081                 NaN  0.469527       0.894695                 NaN  0.655775        2.84954       0.222336                 NaN            NaN            NaN
  1282.16        2500.00        94.8064                 NaN  0.489762       0.914575                 NaN  0.673733        2.89067       0.224821                 NaN            NaN            NaN
  1280.70        2500.00        94.6053                 NaN  0.466605        1.07570                 NaN  0.693140        2.93296       0.226288                 NaN            NaN            NaN
  1279.24        2500.00        96.6078                 NaN  0.361057       0.520109                 NaN  0.443160        1.91554       0.152379                 NaN            NaN            NaN
  1277.78        2500.00        95.9370                 NaN  0.390347       0.740014                 NaN  0.525617        2.23351       0.173534                 NaN            NaN            NaN
  1276.31        2500.00        94.6457                 NaN  0.478850        1.05600                 NaN  0.690150        2.90738       0.221890                 NaN            NaN            NaN
  1274.85        2500.00        97.8714                 NaN  0.241105       0.325653                 NaN  0.279373        1.18348       0.989891E-001            NaN            NaN            NaN
  1273.39        2500.00        95.9841                 NaN  0.221117       0.811706                 NaN  0.488031        2.21293                 NaN  0.282103                 NaN            NaN
  1271.93        2500.00        93.9229                 NaN  0.291502        1.35769                 NaN  0.738298        3.28756                 NaN  0.402043                 NaN            NaN
  1270.47        2500.00        96.5269                 NaN  0.171917       0.649640                 NaN  0.425753        1.95513                 NaN  0.270628                 NaN            NaN
  1269.00        2500.00        98.4755                 NaN  0.131620       0.252265                 NaN  0.180097       0.837730                 NaN  0.122835                 NaN            NaN
  1267.54        2500.00        96.6101                 NaN  0.189404       0.710480                 NaN  0.409536        1.84316                 NaN  0.237306                 NaN            NaN
  1266.08        2500.00        96.7442                 NaN  0.179866       0.681056                 NaN  0.394179        1.77363                 NaN  0.227016                 NaN            NaN
  1264.62        2500.00        96.8773                 NaN  0.177629       0.658462                 NaN  0.376813        1.69239                 NaN  0.217438                 NaN            NaN
  1263.16        2500.00        95.4491                 NaN  0.228138        1.00418                 NaN  0.545375        2.47622                 NaN  0.296977                 NaN            NaN
