|6.6.6
Archiving\03_Data\frac/QFM_m1.5/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98033                 NaN   9.44982        1.07443        43.2683        28.6264     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98033                 NaN   9.44982        1.07443        43.2683        28.6264     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98035                 NaN   9.44982        1.07443        43.2683        28.6264     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6006        2.98040                 NaN   9.44982        1.07443        43.2683        28.6264     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.71597        13.9689                 NaN   9.62085        1.02966        43.0042        28.6604     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9545        3.73463                 NaN   9.62738        1.02790        42.9935        28.6621     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9069        3.78998                 NaN   9.63389        1.02565        42.9790        28.6646     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8918        3.80998                 NaN   9.64053        1.02373        42.9678        28.6661     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8953        3.81051                 NaN   9.64687        1.02222        42.9579        28.6671     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8763        3.82822                 NaN   9.65202        1.02147        42.9542        28.6678     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8472        3.86089                 NaN   9.65794        1.02006        42.9445        28.6694     
