|6.6.6
Archiving\03_Data\fracLP/QFM_m3.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1804.51        500.000        99.4359                 NaN            NaN  0.548735       0.153953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3402                 NaN            NaN  0.641689       0.180870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5312                 NaN            NaN  0.456156       0.126278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4347                 NaN            NaN  0.550056       0.152817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4347                 NaN            NaN  0.550070       0.152372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4339                 NaN            NaN  0.550802       0.152683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3191                 NaN            NaN  0.662646       0.182191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5505                 NaN            NaN  0.437487       0.119832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4330                 NaN            NaN  0.551873       0.150935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4329                 NaN            NaN  0.552055       0.150377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4831                 NaN            NaN  0.503283       0.135704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3733                 NaN            NaN  0.610286       0.164503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4279                 NaN            NaN  0.557078       0.150280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4317                 NaN            NaN  0.553447       0.148305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.7303                 NaN            NaN  0.260790       0.893531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1194                 NaN            NaN  0.859681       0.208874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4301                 NaN            NaN  0.555204       0.146544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4243                 NaN            NaN  0.560895       0.147908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4237                 NaN            NaN  0.561594       0.147118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4218                 NaN            NaN  0.563512       0.147085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4200                 NaN            NaN  0.565306       0.146799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4186                 NaN            NaN  0.566768       0.146365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4172                 NaN            NaN  0.568248       0.145874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4143                 NaN            NaN  0.571128       0.146018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4135                 NaN            NaN  0.571961       0.145298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4113                 NaN            NaN  0.574208       0.145304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4103                 NaN            NaN  0.575269       0.144700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4071                 NaN            NaN  0.578439       0.144617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4020                 NaN            NaN  0.583494       0.145183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4064                 NaN            NaN  0.579305       0.143301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4004                 NaN            NaN  0.585188       0.143908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3998                 NaN            NaN  0.585856       0.143321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3956                 NaN            NaN  0.590004       0.143889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3960                 NaN            NaN  0.589724       0.142721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3914                 NaN            NaN  0.594272       0.142975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3922                 NaN            NaN  0.593617       0.142064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3895                 NaN            NaN  0.596346       0.141763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.5647                 NaN            NaN   1.40248       0.328126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.9971                 NaN            NaN            NaN  0.289862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.6263                 NaN            NaN  0.367993       0.571138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3456                 NaN            NaN  0.639531       0.148619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3776                 NaN            NaN  0.608333       0.140795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3747                 NaN            NaN  0.611179       0.140816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3850                 NaN            NaN  0.601154       0.138479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3612                 NaN            NaN  0.624587       0.142257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3632                 NaN            NaN  0.622639       0.141683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3743                 NaN            NaN  0.611967       0.137799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3655                 NaN            NaN  0.620530       0.139340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.7494                 NaN            NaN  0.245121       0.546703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.9755                 NaN            NaN   1.00218       0.223396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3583                 NaN            NaN  0.627735       0.139217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3597                 NaN            NaN  0.626517       0.138194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3551                 NaN            NaN  0.631019       0.138495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3546                 NaN            NaN  0.631519       0.138339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3525                 NaN            NaN  0.633693       0.138068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3513                 NaN            NaN  0.634964       0.137725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2851                 NaN            NaN  0.699927       0.149784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4172                 NaN            NaN  0.570340       0.124160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.9586                 NaN            NaN   1.01952       0.218453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.6064                 NaN            NaN  0.385752       0.785766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4771                 NaN            NaN  0.511682       0.111899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3466                 NaN            NaN  0.639755       0.135972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3465                 NaN            NaN  0.639912       0.135790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3463                 NaN            NaN  0.640123       0.135649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3458                 NaN            NaN  0.640686       0.135291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3456                 NaN            NaN  0.640953       0.134923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3457                 NaN            NaN  0.640785       0.134776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3045                 NaN            NaN  0.681211       0.143373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3862                 NaN            NaN  0.601200       0.125780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3430                 NaN            NaN  0.643572       0.134772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3500                 NaN            NaN  0.636722       0.132802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3491                 NaN            NaN  0.637638       0.132757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3503                 NaN            NaN  0.636448       0.132699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3511                 NaN            NaN  0.635693       0.132503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3520                 NaN            NaN  0.634816       0.132084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3536                 NaN            NaN  0.633252       0.131743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3548                 NaN            NaN  0.632068       0.131680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3566                 NaN            NaN  0.630321       0.131229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3594                 NaN            NaN  0.627548       0.130686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3599                 NaN            NaN  0.627053       0.130468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3638                 NaN            NaN  0.623241       0.129869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3651                 NaN            NaN  0.621977       0.129619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3682                 NaN            NaN  0.618939       0.128885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3704                 NaN            NaN  0.616701       0.128648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3596                 NaN            NaN  0.610206       0.125439E-001  0.176732E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7290                 NaN            NaN  0.177941                 NaN   1.09304                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5838                 NaN            NaN  0.690513E-001            NaN   1.34714                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6094                 NaN            NaN  0.680197E-001            NaN   1.32255                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6303                 NaN            NaN  0.621449E-001            NaN   1.30752                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6544                 NaN            NaN  0.598574E-001            NaN   1.28570                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6752                 NaN            NaN  0.555811E-001            NaN   1.26917                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6982                 NaN            NaN  0.546105E-001            NaN   1.24723                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7171                 NaN            NaN  0.517464E-001            NaN   1.23116                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7240                 NaN            NaN  0.509362E-001            NaN   1.22505                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7781                 NaN            NaN  0.487433E-001            NaN   1.17315                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7443                 NaN            NaN  0.442774E-001            NaN   1.21143                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8395                 NaN            NaN  0.511096E-001            NaN   1.10939                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8148                 NaN            NaN  0.311116E-001            NaN   1.15413                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8350                 NaN            NaN  0.366638E-001            NaN   1.12830                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8561                 NaN            NaN  0.377308E-001            NaN   1.10616                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8719                 NaN            NaN  0.357341E-001            NaN   1.09239                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8888                 NaN            NaN  0.326749E-001            NaN   1.07848                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9031                 NaN            NaN  0.290860E-001            NaN   1.06779                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9210                 NaN            NaN  0.272165E-001            NaN   1.05176                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9075                 NaN            NaN  0.161450                 NaN  0.931026                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9823                 NaN            NaN  0.187483E-002            NaN   1.01586                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9642                 NaN            NaN            NaN            NaN   1.03583                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9795                 NaN            NaN  0.451200E-002            NaN   1.01594                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9873                 NaN            NaN            NaN            NaN   1.01266                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0062                 NaN            NaN            NaN            NaN  0.993815                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0221                 NaN            NaN            NaN            NaN  0.977935                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.7468                 NaN            NaN  0.227576E-001            NaN   1.23044                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.3384                 NaN            NaN  0.858197E-001            NaN  0.575763                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0566                 NaN            NaN  0.296156E-001            NaN  0.913789                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0658                 NaN            NaN  0.149700E-005            NaN  0.934185                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0749                 NaN            NaN            NaN            NaN  0.925073                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0902                 NaN            NaN            NaN            NaN  0.909843                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1001                 NaN            NaN            NaN            NaN  0.899904                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1117                 NaN            NaN  0.427430E-002            NaN  0.884057                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1224                 NaN            NaN  0.145362E-005            NaN  0.877615                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1309                 NaN            NaN            NaN            NaN  0.869076                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1423                 NaN            NaN            NaN            NaN  0.857738                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1524                 NaN            NaN            NaN            NaN  0.847554                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1583                 NaN            NaN            NaN            NaN  0.841717                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1727                 NaN            NaN            NaN            NaN  0.827306                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1738                 NaN            NaN            NaN            NaN  0.826245                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1895                 NaN            NaN            NaN            NaN  0.810461                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1978                 NaN            NaN            NaN            NaN  0.802156                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2041                 NaN            NaN            NaN            NaN  0.795936                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2136                 NaN            NaN            NaN            NaN  0.786425                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0975                 NaN            NaN            NaN            NaN  0.122848       0.779659                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0923                 NaN            NaN            NaN            NaN  0.519808E-001  0.855695                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0988                 NaN            NaN            NaN            NaN  0.452964E-001  0.855927                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1059                 NaN            NaN            NaN            NaN  0.360743E-001  0.857997                 NaN            NaN            NaN            NaN            NaN
