|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.63        500.000                 NaN   99.5000       0.500042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.16        500.000                 NaN   99.5025       0.497452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.5066       0.488746       0.469671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.22        500.000                 NaN   99.5110       0.478993       0.997429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        500.000                 NaN   99.5131       0.486936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.28        500.000                 NaN   99.5158       0.483633       0.575338E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        500.000                 NaN   99.5180       0.481986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        500.000                 NaN   99.4820       0.325474                 NaN            NaN  0.192519                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        500.000                 NaN   99.4201       0.200527E-001  0.549612E-001            NaN  0.504909                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        500.000                 NaN   99.4017                 NaN            NaN            NaN  0.598297                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        500.000                 NaN   98.7447       0.173868E-001            NaN            NaN   1.23791                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        500.000                 NaN   99.4656                 NaN            NaN            NaN  0.534448                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        500.000                 NaN   99.3090                 NaN            NaN            NaN  0.691018                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        500.000                 NaN   99.4910                 NaN            NaN            NaN  0.509011                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        500.000                 NaN   99.3989                 NaN            NaN            NaN  0.601129                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000                 NaN   99.4007                 NaN            NaN            NaN  0.599276                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        500.000                 NaN   99.3981                 NaN            NaN            NaN  0.601864                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        500.000                 NaN   99.3956                 NaN            NaN            NaN  0.604440                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.70        500.000                 NaN   99.3637                 NaN            NaN            NaN  0.636319                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.23        500.000                 NaN   99.4215                 NaN            NaN            NaN  0.578482                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        500.000                 NaN   99.3696                 NaN            NaN            NaN  0.610379       0.200156E-001            NaN            NaN            NaN            NaN            NaN
  1476.29        500.000                 NaN   99.0403                 NaN            NaN            NaN  0.431111       0.528612                 NaN            NaN            NaN            NaN            NaN
  1474.82        500.000                 NaN   98.9819                 NaN            NaN            NaN  0.624043       0.394062                 NaN            NaN            NaN            NaN            NaN
  1473.35        500.000                 NaN   99.3518       0.767865E-002            NaN            NaN  0.242235       0.398311                 NaN            NaN            NaN            NaN            NaN
  1471.88        500.000                 NaN   98.6442                 NaN            NaN            NaN  0.832114       0.523734                 NaN            NaN            NaN            NaN            NaN
  1470.41        500.000                 NaN   99.0160                 NaN            NaN            NaN  0.605750       0.378226                 NaN            NaN            NaN            NaN            NaN
  1468.94        500.000                 NaN   99.0272                 NaN            NaN            NaN  0.373600       0.599188                 NaN            NaN            NaN            NaN            NaN
  1467.47        500.000                 NaN   99.0377                 NaN            NaN            NaN  0.369085       0.593172                 NaN            NaN            NaN            NaN            NaN
  1466.00        500.000                 NaN   99.0482                 NaN            NaN            NaN  0.364004       0.587760                 NaN            NaN            NaN            NaN            NaN
  1464.53        500.000                 NaN   99.0584                 NaN            NaN            NaN  0.582173       0.359391                 NaN            NaN            NaN            NaN            NaN
  1463.06        500.000                 NaN   99.0686                 NaN            NaN            NaN  0.354741       0.576663                 NaN            NaN            NaN            NaN            NaN
  1461.59        500.000                 NaN   99.0785                 NaN            NaN            NaN  0.571258       0.350255                 NaN            NaN            NaN            NaN            NaN
  1460.12        500.000                 NaN   99.0883                 NaN            NaN            NaN  0.346353       0.565384                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000                 NaN   99.0980                 NaN            NaN            NaN  0.560311       0.341645                 NaN            NaN            NaN            NaN            NaN
  1457.18        500.000                 NaN   99.1071                 NaN            NaN            NaN  0.555367       0.337562                 NaN            NaN            NaN            NaN            NaN
  1455.71        500.000                 NaN   99.1161                 NaN            NaN            NaN  0.333213       0.550719                 NaN            NaN            NaN            NaN            NaN
  1454.24        500.000                 NaN   99.1247                 NaN            NaN            NaN  0.329538       0.545722                 NaN            NaN            NaN            NaN            NaN
  1452.77        500.000                 NaN   99.1360                 NaN            NaN            NaN  0.539305       0.324716                 NaN            NaN            NaN            NaN            NaN
  1451.30        500.000                 NaN   98.2915                 NaN            NaN  0.140726E-004  0.678001       0.662921                 NaN  0.367519                 NaN            NaN            NaN
  1449.83        500.000                 NaN   96.7288                 NaN            NaN  0.467532E-001   1.00324        1.10748                 NaN   1.11368                 NaN            NaN            NaN
  1448.36        500.000                 NaN   94.8463                 NaN            NaN  0.791501E-001   1.72007        1.59281                 NaN   1.76168                 NaN            NaN            NaN
  1446.89        500.000                 NaN   96.0810                 NaN            NaN  0.598771E-001   1.21261        1.30503                 NaN   1.34146                 NaN            NaN            NaN
  1445.42        500.000                 NaN   96.2761                 NaN            NaN  0.565113E-001   1.23801        1.15337                 NaN   1.27605                 NaN            NaN            NaN
  1443.95        500.000                 NaN   96.4510                 NaN            NaN  0.537029E-001   1.17845        1.09859                 NaN   1.21829                 NaN            NaN            NaN
  1442.48        500.000                 NaN   96.6208                 NaN            NaN  0.505773E-001   1.04824        1.12001                 NaN   1.16038                 NaN            NaN            NaN
  1441.01        500.000                 NaN   96.7653                 NaN            NaN  0.480555E-001   1.07102        1.00367                 NaN   1.11199                 NaN            NaN            NaN
  1439.54        500.000                 NaN   96.9022                 NaN            NaN  0.457842E-001  0.962321        1.02350                 NaN   1.06615                 NaN            NaN            NaN
  1438.07        500.000                 NaN   97.5583                 NaN            NaN  0.357315E-001  0.804568       0.759868                 NaN  0.841497                 NaN            NaN            NaN
  1436.60        500.000                 NaN   96.6191                 NaN            NaN  0.491731E-001   1.11542        1.05111                 NaN   1.16515                 NaN            NaN            NaN
  1435.13        500.000                 NaN   97.2588                 NaN            NaN  0.396576E-001  0.853355       0.902295                 NaN  0.945889                 NaN            NaN            NaN
  1433.66        500.000                 NaN   97.3618                 NaN            NaN  0.379720E-001  0.867016       0.822164                 NaN  0.911025                 NaN            NaN            NaN
  1432.19        500.000                 NaN   97.4585                 NaN            NaN  0.363449E-001  0.792582       0.834243                 NaN  0.878321                 NaN            NaN            NaN
  1430.72        500.000                 NaN   97.5474                 NaN            NaN  0.348242E-001  0.804299       0.765123                 NaN  0.848368                 NaN            NaN            NaN
  1429.25        500.000                 NaN   97.6323                 NaN            NaN  0.333631E-001  0.739449       0.775433                 NaN  0.819420                 NaN            NaN            NaN
  1427.78        500.000                 NaN   97.7134                 NaN            NaN  0.319914E-001  0.714172       0.748412                 NaN  0.792015                 NaN            NaN            NaN
  1426.31        500.000                 NaN   97.7875                 NaN            NaN  0.307657E-001  0.691738       0.723168                 NaN  0.766862                 NaN            NaN            NaN
  1424.84        500.000                 NaN   97.8569                 NaN            NaN  0.296182E-001  0.699868       0.670156                 NaN  0.743412                 NaN            NaN            NaN
  1423.37        500.000                 NaN   97.9253                 NaN            NaN  0.284355E-001  0.676415       0.649610                 NaN  0.720277                 NaN            NaN            NaN
  1421.90        500.000                 NaN   97.9904                 NaN            NaN  0.273626E-001  0.655545       0.628780                 NaN  0.697912                 NaN            NaN            NaN
  1420.43        500.000                 NaN   98.0485                 NaN            NaN  0.264129E-001  0.635480       0.611529                 NaN  0.678071                 NaN            NaN            NaN
  1418.96        500.000                 NaN   98.1048                 NaN            NaN  0.255141E-001  0.594440       0.616153                 NaN  0.659141                 NaN            NaN            NaN
  1417.49        500.000                 NaN   98.1608                 NaN            NaN  0.245445E-001  0.576821       0.598166                 NaN  0.639658                 NaN            NaN            NaN
  1416.02        500.000                 NaN   98.2100                 NaN            NaN  0.238447E-001  0.580752       0.562105                 NaN  0.623298                 NaN            NaN            NaN
  1414.55        500.000                 NaN   98.2647                 NaN            NaN  0.227540E-001  0.564381       0.544378                 NaN  0.603782                 NaN            NaN            NaN
  1413.08        500.000                 NaN   98.3084                 NaN            NaN  0.221538E-001  0.531064       0.548903                 NaN  0.589433                 NaN            NaN            NaN
  1411.61        500.000                 NaN   98.3557                 NaN            NaN  0.213197E-001  0.516462       0.533551                 NaN  0.572988                 NaN            NaN            NaN
  1410.14        500.000                 NaN   98.3966                 NaN            NaN  0.205835E-001  0.520237       0.503516                 NaN  0.559062                 NaN            NaN            NaN
  1408.67        500.000                 NaN   98.4380                 NaN            NaN  0.199314E-001  0.506634       0.490642                 NaN  0.544743                 NaN            NaN            NaN
  1407.20        500.000                 NaN   98.4780                 NaN            NaN  0.192894E-001  0.493326       0.478365                 NaN  0.531014                 NaN            NaN            NaN
  1405.73        500.000                 NaN   98.5156                 NaN            NaN  0.186734E-001  0.480889       0.466703                 NaN  0.518111                 NaN            NaN            NaN
  1404.26        500.000                 NaN   98.5520                 NaN            NaN  0.180873E-001  0.455576       0.468844                 NaN  0.505484                 NaN            NaN            NaN
  1402.79        500.000                 NaN   98.5863                 NaN            NaN  0.175020E-001  0.457563       0.445004                 NaN  0.493640                 NaN            NaN            NaN
  1401.32        500.000                 NaN   98.6208                 NaN            NaN  0.169399E-001  0.433991       0.446438                 NaN  0.481805                 NaN            NaN            NaN
  1399.85        500.000                 NaN   98.6520                 NaN            NaN  0.164370E-001  0.424289       0.436432                 NaN  0.470883                 NaN            NaN            NaN
  1398.38        500.000                 NaN   98.6847                 NaN            NaN  0.158064E-001  0.413418       0.426583                 NaN  0.459477                 NaN            NaN            NaN
  1396.91        500.000                 NaN   98.7144                 NaN            NaN  0.153627E-001  0.404602       0.416564                 NaN  0.449076                 NaN            NaN            NaN
  1395.44        500.000                 NaN   98.7402                 NaN            NaN  0.149451E-001  0.407999       0.396415                 NaN  0.440398                 NaN            NaN            NaN
  1393.97        500.000                 NaN   98.7741                 NaN            NaN  0.143987E-001  0.385620       0.397533                 NaN  0.428318                 NaN            NaN            NaN
  1392.50        500.000                 NaN   98.7988                 NaN            NaN  0.139878E-001  0.377884       0.389541                 NaN  0.419829                 NaN            NaN            NaN
  1391.03        500.000                 NaN   98.8246                 NaN            NaN  0.135466E-001  0.369690       0.381366                 NaN  0.410831                 NaN            NaN            NaN
  1389.56        500.000                 NaN   98.8495                 NaN            NaN  0.131165E-001  0.373456       0.361825                 NaN  0.402143                 NaN            NaN            NaN
  1388.09        500.000                 NaN   98.8590                 NaN            NaN  0.129227E-001  0.370255       0.358438                 NaN  0.399373                 NaN            NaN            NaN
  1386.62        500.000                 NaN   98.9120                 NaN            NaN  0.121022E-001  0.353329       0.342865                 NaN  0.379695                 NaN            NaN            NaN
  1385.15        500.000                 NaN   98.9128                 NaN            NaN  0.120317E-001  0.341255       0.353812                 NaN  0.380084                 NaN            NaN            NaN
  1383.68        500.000                 NaN   98.9496                 NaN            NaN  0.114789E-001  0.341962       0.329973                 NaN  0.367001                 NaN            NaN            NaN
  1382.21        500.000                 NaN   98.9640                 NaN            NaN  0.111879E-001  0.337593       0.325276                 NaN  0.361949                 NaN            NaN            NaN
  1380.74        500.000                 NaN   98.9842                 NaN            NaN  0.108533E-001  0.318730       0.331330                 NaN  0.354860                 NaN            NaN            NaN
  1379.27        500.000                 NaN   99.0048                 NaN            NaN  0.104747E-001  0.312134       0.325013                 NaN  0.347575                 NaN            NaN            NaN
  1377.80        500.000                 NaN   99.0235                 NaN            NaN  0.101891E-001  0.305992       0.319238                 NaN  0.341115                 NaN            NaN            NaN
  1376.33        500.000                 NaN   99.0434                 NaN            NaN  0.984727E-002  0.313039       0.299726                 NaN  0.333945                 NaN            NaN            NaN
  1374.86        500.000                 NaN   99.0617                 NaN            NaN  0.950695E-002  0.293597       0.307698                 NaN  0.327479                 NaN            NaN            NaN
  1373.39        500.000                 NaN   99.0801                 NaN            NaN  0.919383E-002  0.287633       0.302056                 NaN  0.320977                 NaN            NaN            NaN
  1371.92        500.000                 NaN   99.0968                 NaN            NaN  0.890628E-002  0.282181       0.296980                 NaN  0.315089                 NaN            NaN            NaN
  1370.45        500.000                 NaN   99.1140                 NaN            NaN  0.860161E-002  0.276671       0.291720                 NaN  0.308964                 NaN            NaN            NaN
  1368.98        500.000                 NaN   99.1302                 NaN            NaN  0.830660E-002  0.271348       0.286910                 NaN  0.303198                 NaN            NaN            NaN
  1367.51        500.000                 NaN   99.1462                 NaN            NaN  0.802992E-002  0.282305       0.265897                 NaN  0.297559                 NaN            NaN            NaN
  1366.04        500.000                 NaN   99.1620                 NaN            NaN  0.772666E-002  0.277648       0.260815                 NaN  0.291842                 NaN            NaN            NaN
  1364.57        500.000                 NaN   99.1763                 NaN            NaN  0.745922E-002  0.256132       0.273334                 NaN  0.286755                 NaN            NaN            NaN
  1363.10        500.000                 NaN   99.1927                 NaN            NaN  0.720084E-002  0.268571       0.250635                 NaN  0.280924                 NaN            NaN            NaN
  1361.63        500.000                 NaN   99.2060                 NaN            NaN  0.694732E-002  0.246369       0.264530                 NaN  0.276150                 NaN            NaN            NaN
  1360.16        500.000                 NaN   99.2201                 NaN            NaN  0.671283E-002  0.241602       0.260433                 NaN  0.271197                 NaN            NaN            NaN
  1358.69        500.000                 NaN   99.2341                 NaN            NaN  0.644656E-002  0.236913       0.256409                 NaN  0.266121                 NaN            NaN            NaN
  1357.22        500.000                 NaN   99.2470                 NaN            NaN  0.618547E-002  0.232612       0.252696                 NaN  0.261475                 NaN            NaN            NaN
  1355.75        500.000                 NaN   99.2600                 NaN            NaN  0.594654E-002  0.228213       0.248966                 NaN  0.256868                 NaN            NaN            NaN
  1354.28        500.000                 NaN   99.2729                 NaN            NaN  0.571049E-002  0.245460       0.223723                 NaN  0.252231                 NaN            NaN            NaN
  1352.81        500.000                 NaN   99.2850                 NaN            NaN  0.551867E-002  0.219772       0.241842                 NaN  0.247916                 NaN            NaN            NaN
  1351.34        500.000                 NaN   99.2972                 NaN            NaN  0.526035E-002  0.215514       0.238548                 NaN  0.243433                 NaN            NaN            NaN
  1349.87        500.000                 NaN   99.3090                 NaN            NaN  0.504408E-002  0.211565       0.235165                 NaN  0.239232                 NaN            NaN            NaN
  1348.40        500.000                 NaN   99.3203                 NaN            NaN  0.483496E-002  0.231978       0.207669                 NaN  0.235173                 NaN            NaN            NaN
  1346.93        500.000                 NaN   99.3313                 NaN            NaN  0.462107E-002  0.228862       0.204013                 NaN  0.231217                 NaN            NaN            NaN
  1345.46        500.000                 NaN   99.3427                 NaN            NaN  0.439628E-002  0.225798       0.200071                 NaN  0.227083                 NaN            NaN            NaN
  1343.99        500.000                 NaN   99.3529                 NaN            NaN  0.418929E-002  0.223020       0.196501                 NaN  0.223375                 NaN            NaN            NaN
  1342.52        500.000                 NaN   99.3620                 NaN            NaN  0.395904E-002  0.193444       0.220560                 NaN  0.220038                 NaN            NaN            NaN
  1341.05        500.000                 NaN   99.3729                 NaN            NaN  0.375218E-002  0.217746       0.189457                 NaN  0.216136                 NaN            NaN            NaN
  1339.58        500.000                 NaN   99.3837                 NaN            NaN  0.359114E-002  0.214607       0.185756                 NaN  0.212333                 NaN            NaN            NaN
  1338.11        500.000                 NaN   99.3946                 NaN            NaN  0.334389E-002  0.182171       0.211780                 NaN  0.208061                 NaN            NaN            NaN
  1336.64        500.000                 NaN   99.4013                 NaN            NaN  0.323661E-002  0.179687       0.209807                 NaN  0.205947                 NaN            NaN            NaN
  1335.17        500.000                 NaN   99.4130                 NaN            NaN  0.295188E-002  0.175327       0.207248                 NaN  0.201485                 NaN            NaN            NaN
  1333.70        500.000                 NaN   99.4208                 NaN            NaN  0.281364E-002  0.204837       0.172754                 NaN  0.198762                 NaN            NaN            NaN
  1332.23        500.000                 NaN   99.4298                 NaN            NaN  0.261645E-002  0.169458       0.202655                 NaN  0.195503                 NaN            NaN            NaN
  1330.76        500.000                 NaN   99.4383                 NaN            NaN  0.243510E-002  0.200519       0.166379                 NaN  0.192406                 NaN            NaN            NaN
  1329.29        500.000                 NaN   99.4467                 NaN            NaN  0.225588E-002  0.198373       0.163348                 NaN  0.189343                 NaN            NaN            NaN
  1327.82        500.000                 NaN   99.4548                 NaN            NaN  0.207115E-002  0.160347       0.196368                 NaN  0.186383                 NaN            NaN            NaN
  1326.35        500.000                 NaN   99.4630                 NaN            NaN  0.188157E-002  0.157414       0.194330                 NaN  0.183327                 NaN            NaN            NaN
  1324.88        500.000                 NaN   99.4707                 NaN            NaN  0.170340E-002  0.192487       0.154552                 NaN  0.180551                 NaN            NaN            NaN
  1323.41        500.000                 NaN   99.4785                 NaN            NaN  0.153935E-002  0.151679       0.190594                 NaN  0.177718                 NaN            NaN            NaN
  1321.94        500.000                 NaN   99.4860                 NaN            NaN  0.135962E-002  0.148982       0.188708                 NaN  0.174960                 NaN            NaN            NaN
  1320.47        500.000                 NaN   99.4934                 NaN            NaN  0.120736E-002  0.186873       0.146254                 NaN  0.172302                 NaN            NaN            NaN
  1319.00        500.000                 NaN   99.5002                 NaN            NaN  0.101727E-002  0.185277       0.143720                 NaN  0.169746                 NaN            NaN            NaN
  1317.53        500.000                 NaN   99.5076                 NaN            NaN  0.817906E-003  0.140557       0.184021                 NaN  0.166957                 NaN            NaN            NaN
  1316.06        500.000                 NaN   99.5132                 NaN            NaN  0.709756E-003  0.181970       0.139135                 NaN  0.165005                 NaN            NaN            NaN
  1314.59        500.000                 NaN   99.5221                 NaN            NaN  0.501756E-003  0.180366       0.135370                 NaN  0.161622                 NaN            NaN            NaN
  1313.12        500.000                 NaN   99.5276                 NaN            NaN  0.345346E-003  0.133162       0.179220                 NaN  0.159700                 NaN            NaN            NaN
  1311.65        500.000                 NaN   99.5341                 NaN            NaN  0.190790E-003  0.130513       0.177848                 NaN  0.157312                 NaN            NaN            NaN
  1310.18        500.000                 NaN   99.5404                 NaN            NaN  0.529684E-004  0.128105       0.176393                 NaN  0.155075                 NaN            NaN            NaN
  1308.71        500.000                 NaN   99.5464                 NaN            NaN            NaN  0.125897       0.174714                 NaN  0.152998                 NaN            NaN            NaN
  1307.24        500.000                 NaN   99.5521                 NaN            NaN            NaN  0.124250       0.172557                 NaN  0.151053                 NaN            NaN            NaN
  1305.77        500.000                 NaN   99.5587                 NaN            NaN  0.537859E-003  0.124101       0.167382                 NaN  0.149243                 NaN            NaN            NaN
  1304.30        500.000                 NaN   99.5639                 NaN            NaN  0.968550E-003  0.163197       0.123925                 NaN  0.148002                 NaN            NaN            NaN
  1302.83        500.000                 NaN   99.5700                 NaN            NaN            NaN  0.118746       0.166321                 NaN  0.144886                 NaN            NaN            NaN
  1301.36        500.000                 NaN   99.5753                 NaN            NaN            NaN  0.117050       0.164483                 NaN  0.143127                 NaN            NaN            NaN
  1299.89        500.000                 NaN   99.5809                 NaN            NaN            NaN  0.162568       0.115312                 NaN  0.141171                 NaN            NaN            NaN
  1298.42        500.000                 NaN   99.5861                 NaN            NaN            NaN  0.113565       0.160909                 NaN  0.139467                 NaN            NaN            NaN
  1296.95        500.000                 NaN   99.5915                 NaN            NaN            NaN  0.158984       0.111908                 NaN  0.137633                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.5967                 NaN            NaN            NaN  0.110347       0.157152                 NaN  0.135836                 NaN            NaN            NaN
  1294.01        500.000                 NaN   99.6015                 NaN            NaN            NaN  0.108653       0.155588                 NaN  0.134222                 NaN            NaN            NaN
  1292.53        500.000                 NaN   99.6065                 NaN            NaN            NaN  0.107124       0.153864                 NaN  0.132490                 NaN            NaN            NaN
  1291.06        500.000                 NaN   99.6116                 NaN            NaN            NaN  0.152071       0.105534                 NaN  0.130798                 NaN            NaN            NaN
  1289.59        500.000                 NaN   99.6164                 NaN            NaN            NaN  0.150504       0.103929                 NaN  0.129196                 NaN            NaN            NaN
